audit_id	round	surface	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_exact	split_normalized	before_state	before_gloss	after_gloss	known_other_tokens	local_before_de	local_after_de	flags	hard_collision	verdict	review_reason
G642-A01-092	1	cheol	f58r	f58r.30	S	A	3	8	MEDIAL	chody	okolchy	ytor ar alom qokalor chdy dair chody cheol okolchy otaldy	ytor ar alom qokalor chdy dair chody cheol okolchy otaldy	ytor ar alom qokalor chdy dair cho y cheol okolchy otal y	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	0	[ytor:?] | [ar:?] | [alom:?] | [qokalor:?] | [chdy:?] | [dair:?] | [chody:?] | [cheol:?] | [okolchy:?] | [otaldy:?]	[ytor:?] | [ar:?] | [alom:?] | [qokalor:?] | [chdy:?] | [dair:?] | [chody:?] | trockener Drogenstoff | [okolchy:?] | [otaldy:?]	OPAQUE_OTHER_TOKENS	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-093	1	cheol	f58v	f58v.17	S	A	3	8	MEDIAL	qokeal	chos	daiin alal dal qokar otal chodol qokeal cheol chos okeeam	daiin alal dal qokiir otal chodol qokeal cheol chos okeeam	aiin lal dal qokiir otal chodol qokeal cheol chos okeeam	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	Grad-/Maßwert III | [alal:?] | [dal:?] | heiße Portion | [otal:?] | [chodol:?] | [qokeal:?] | [cheol:?] | [chos:?] | [okeeam:?]	Grad-/Maßwert III | [alal:?] | [dal:?] | heiße Portion | [otal:?] | [chodol:?] | [qokeal:?] | trockener Drogenstoff | [chos:?] | [okeeam:?]	HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-094	1	cheol	f58v	f58v.19	S	A	3	6	MEDIAL	olkam	dar	okain chokal sheoldy qokor olkam cheol dar chokeey okalchy	okair chokal cheoldy qokor olkam cheol dar chokeey okalchy	okain chokal sheol y qokor olkam cheol dar chokeey okalchy	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	heiß im Zubereitungsrahmen, Grad II | [chokal:?] | [sheoldy:?] | [qokor:?] | heißes Material [terminal-M] | [cheol:?] | [dar:?] | [chokeey:?] | [okalchy:?]	heiß im Zubereitungsrahmen, Grad II | [chokal:?] | [sheoldy:?] | [qokor:?] | heißes Material [terminal-M] | trockener Drogenstoff | [dar:?] | [chokeey:?] | [okalchy:?]	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-095	1	cheol	f66r	f66r.71	T	B	5	2	MEDIAL	saiir	kal	saiir cheol kal sheody chcthedy dal shol qokeody chody kechody	saiir cheol kal sheody chcthedy dal shol qokeody chody kechody	raiir cheol kal sheod chcthe y al shol qokeody chody kecho y	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	Samendroge: Teil-/Sortierklasse III | [cheol:?] | [kal:?] | [sheody:?] | [chcthedy:?] | [dal:?] | feucht; nominal feuchtes Gut/Material | [qokeody:?] | [chody:?] | [kechody:?]	Samendroge: Teil-/Sortierklasse III | trockener Drogenstoff | [kal:?] | [sheody:?] | [chcthedy:?] | [dal:?] | feucht; nominal feuchtes Gut/Material | [qokeody:?] | [chody:?] | [kechody:?]	HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-096	1	cheol	f76r	f76r.32	T	B	2	9	MEDIAL	qokaiin	shy	cheo r ain okaiin dain chey dalshedy qokaiin cheol shy chedy rain chedy shy	cheor ain okaiin dain chey dal shedy qokaiin cheol shy chedy rain chedy shy	chear ain okaiin dain chey dalshedy qokaiin che l shy chedy ain che y y	0	0	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	9	trocken angesetzte Zubereitung | [r:?] | Menge-/Klassenwert II | heiß, Grad III, im Ansatzrahmen | Grad-/Maßwert II | [chey:?] | [dalshedy:?] | heiß, Grad III | [cheol:?] | feucht, Grundform | getrockneter Zustand | [rain:?] | getrockneter Zustand | feucht, Grundform	trocken angesetzte Zubereitung | [r:?] | Menge-/Klassenwert II | heiß, Grad III, im Ansatzrahmen | Grad-/Maßwert II | [chey:?] | [dalshedy:?] | heiß, Grad III | trockener Drogenstoff | feucht, Grundform | getrockneter Zustand | [rain:?] | getrockneter Zustand | feucht, Grundform	ALTERNATE_READER_BOUNDARY|MOIST_NEIGHBOR_DIFFERENT_SLOT|HOT_NEIGHBOR_DIFFERENT_SLOT	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
G642-A01-097	1	cheol	f76r	f76r.35	T	B	2	7	MEDIAL	okeolor	otar	sain shedy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy	saiin shedy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy	sain edy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	5	[sain:?] | [shedy:?] | eingeweichtes Drogenholz, Form I | heiße Substanz | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [okeolor:?] | [cheol:?] | [otar:?] | getrockneter Zustand | [qol:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [chckhy:?]	[sain:?] | [shedy:?] | eingeweichtes Drogenholz, Form I | heiße Substanz | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [okeolor:?] | trockener Drogenstoff | [otar:?] | getrockneter Zustand | [qol:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [chckhy:?]	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-098	1	cheol	f76r	f76r.36	T	B	2	4	MEDIAL	sheol	alshy	qokal shedy sheol cheol alshy chol chdy talor ol alor chol okeor ar o oly	qokal shedy sheol cheal alshy chol chdy talor olalor chol okeyr ar oly	qokal edy eol cheal alshy cholchdy talor ol alor chol oke r ar o ol	0	0	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	5	heiße Substanz | [shedy:?] | feuchtes Material | [cheol:?] | [alshy:?] | trocken; nominal trockenes Gut/Material | [chdy:?] | [talor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [alor:?] | trocken; nominal trockenes Gut/Material | [okeor:?] | [ar:?] | [o:?] | [oly:?]	heiße Substanz | [shedy:?] | feuchtes Material | trockener Drogenstoff | [alshy:?] | trocken; nominal trockenes Gut/Material | [chdy:?] | [talor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [alor:?] | trocken; nominal trockenes Gut/Material | [okeor:?] | [ar:?] | [o:?] | [oly:?]	ALTERNATE_READER_BOUNDARY|MOIST_NEIGHBOR_DIFFERENT_SLOT	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
G642-A01-099	1	cheol	f76v	f76v.36	B	B	2	2	MEDIAL	daiin	teey	daiin cheol teey lshety okeey qeedy	daiin cheol teey lshety okeey qeedy	daiin cheol teey lshety okeey qeedy	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	Grad-/Maßwert III | [cheol:?] | [teey:?] | [lshety:?] | heißer Ansatz, Bindungsstufe II | [qeedy:?]	Grad-/Maßwert III | trockener Drogenstoff | [teey:?] | [lshety:?] | heißer Ansatz, Bindungsstufe II | [qeedy:?]	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-100	1	cheol	f77r	f77r.32	B	B	2	3	MEDIAL	ain	ol	qor ain cheol ol chealor cheey qeteiiin dary	qor ain cheol ol chealor cheey qetaiin dary	qor ain cheol ol chealor cheey qeteiiin dary	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	[qor:?] | Menge-/Klassenwert II | [cheol:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [chealor:?] | [cheey:?] | [qeteiiin:?] | [dary:?]	[qor:?] | Menge-/Klassenwert II | trockener Drogenstoff | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [chealor:?] | [cheey:?] | [qeteiiin:?] | [dary:?]	ACTIVE_SCOPE_RIVAL	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-101	1	cheol	f77r	f77r.46	B	B	2	4	MEDIAL	tal	dag	daiin chlchpsheey tal cheol dag as otey daiin	daiin chlchpsheey tal cheol dam arotey daiin	daiin chlchpsheey tal cheol ag ar otey daiin	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	Grad-/Maßwert III | [chlchpsheey:?] | [tal:?] | [cheol:?] | [dag:?] | [as:?] | [otey:?] | Grad-/Maßwert III	Grad-/Maßwert III | [chlchpsheey:?] | [tal:?] | trockener Drogenstoff | [dag:?] | [as:?] | [otey:?] | Grad-/Maßwert III	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-102	1	cheol	f77v	f77v.9	B	B	2	4	MEDIAL	qolchshy	olchedy	dcheol kshey qolchshy cheol olchedy ol chs ol sheedy qokedy chedy	dcheol kshey qol chshy cheol olchedy ol chs ol sheedy qokedy chedy	cheol kshey qol chshy cheol olchedy ol chs ol eedy qokedy chedy	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	3	[dcheol:?] | [kshey:?] | [qolchshy:?] | [cheol:?] | [olchedy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [chs:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [sheedy:?] | [qokedy:?] | getrockneter Zustand	[dcheol:?] | [kshey:?] | [qolchshy:?] | trockener Drogenstoff | [olchedy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [chs:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [sheedy:?] | [qokedy:?] | getrockneter Zustand	ACTIVE_SCOPE_RIVAL	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-103	1	cheol	f79r	f79r.43	B	B	2	4	MEDIAL	qokain	qoky	y shey qokain cheol qoky daiin chkag ar cheedy ldy	y shey qokain cheol qoky daiin chkam ar cheedy ldy	yshey qokain cheol qoky daiin chkam r cheedy ldy	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	4	[y:?] | feucht, attributiv gebunden | heiß, Grad II | [cheol:?] | heiße Grundform | Grad-/Maßwert III | [chkag:?] | [ar:?] | [cheedy:?] | [ldy:?]	[y:?] | feucht, attributiv gebunden | heiß, Grad II | trockener Drogenstoff | heiße Grundform | Grad-/Maßwert III | [chkag:?] | [ar:?] | [cheedy:?] | [ldy:?]	HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-104	1	cheol	f79r	f79r.5	B	B	2	11	MEDIAL	l	chol	qokal shedy chcthy or chear salchey qol shal chey l cheol chol chy	qokal shedy chcthy or chear solchey qol shal chey l cheol chol chy	qokal shed chcthy or cheor solchey qol shal chey l cheol chol chy	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	6	heiße Substanz | [shedy:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | Teil-/Nominalträger; genaue Basisbedeutung offen | trockene Fraktion I | [salchey:?] | [qol:?] | [shal:?] | [chey:?] | [l:?] | [cheol:?] | trocken; nominal trockenes Gut/Material | trocken, Grundform	heiße Substanz | [shedy:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | Teil-/Nominalträger; genaue Basisbedeutung offen | trockene Fraktion I | [salchey:?] | [qol:?] | [shal:?] | [chey:?] | [l:?] | trockener Drogenstoff | trocken; nominal trockenes Gut/Material | trocken, Grundform	ACTIVE_SCOPE_RIVAL	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-105	1	cheol	f7v	f7v.3	H	A	1	11	MEDIAL	l	dy	qokchy dykchy chkeey kshy ky ty dor cheey o l cheol dy	qokchy dykchy chkeey kshy ky ty dor cheey ol cheol dy	qokchy dykchy chkeey kshy ky ty dor cheey ol cheoldy	0	0	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	1	heiß-trocken | [dykchy:?] | [chkeey:?] | [kshy:?] | [ky:?] | [ty:?] | [dor:?] | [cheey:?] | [o:?] | [l:?] | [cheol:?] | [dy:?]	heiß-trocken | [dykchy:?] | [chkeey:?] | [kshy:?] | [ky:?] | [ty:?] | [dor:?] | [cheey:?] | [o:?] | [l:?] | trockener Drogenstoff | [dy:?]	ALTERNATE_READER_BOUNDARY|OPAQUE_OTHER_TOKENS	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
G642-A01-106	1	cheol	f80r	f80r.13	B	B	2	3	MEDIAL	qotair	qokal	tchedy qotair cheol qokal qokal cheety qokaiin qokar qokain chedy qokam	tchedy qotair cheol qokal qokal cheety qokain qokar qokain chedy qokam	tchedy qotair cheol qokal qokal cheety qokaiin qokar qokain che y qokam	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	6	[tchedy:?] | [qotair:?] | [cheol:?] | heiße Substanz | heiße Substanz | [cheety:?] | heiß, Grad III | heiße Portion | heiß, Grad II | getrockneter Zustand | [qokam:?]	[tchedy:?] | [qotair:?] | trockener Drogenstoff | heiße Substanz | heiße Substanz | [cheety:?] | heiß, Grad III | heiße Portion | heiß, Grad II | getrockneter Zustand | [qokam:?]	HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-107	1	cheol	f80r	f80r.52	B	B	2	11	MEDIAL	daiin	kain	sol tl shey qoklcheey lkaiin ol olor aiin y daiin cheol kain	sol tl shey qoklcheey lkaiin ol olor aiin ydaiin cheol kain	sol tl ey qoklcheey lkaiin ol olor aiin y daiin cheolkain	0	0	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	7	Samenmaterial/Saatgut | [tl:?] | feucht, attributiv gebunden | [qoklcheey:?] | [lkaiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Zutat | Menge III | [y:?] | Grad-/Maßwert III | [cheol:?] | heiß, Grad II	Samenmaterial/Saatgut | [tl:?] | feucht, attributiv gebunden | [qoklcheey:?] | [lkaiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Zutat | Menge III | [y:?] | Grad-/Maßwert III | trockener Drogenstoff | heiß, Grad II	ALTERNATE_READER_BOUNDARY|ACTIVE_SCOPE_RIVAL|HOT_NEIGHBOR_DIFFERENT_SLOT	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
G642-A01-108	1	cheol	f80r	f80r.53	B	B	2	5	MEDIAL	qokal	lchor	lol eey lchey qokal cheol lchor otlol	lol eey lchey qokal cheol lchor otlol	l ol eey lchey qok l cheol lchor tlol	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	3	Holzstoff | [eey:?] | Drogenholz, trocken gebunden, Form I | heiße Substanz | [cheol:?] | [lchor:?] | [otlol:?]	Holzstoff | [eey:?] | Drogenholz, trocken gebunden, Form I | heiße Substanz | trockener Drogenstoff | [lchor:?] | [otlol:?]	HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-109	1	cheol	f80v	f80v.16	B	B	2	1	INITIAL	<BOS>	key	cheol key qotar dy qotal dy keedy qokain oty loldy tal	cheol key qotar dy qotal dy keedy qokain oty loldy tal	cheol key qotar dy qotal dy kee y qokain oty loldy tal	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	[cheol:?] | [key:?] | [qotar:?] | [dy:?] | [qotal:?] | [dy:?] | [keedy:?] | heiß, Grad II | kalter Ansatz, Grundform | [loldy:?] | [tal:?]	trockener Drogenstoff | [key:?] | [qotar:?] | [dy:?] | [qotal:?] | [dy:?] | [keedy:?] | heiß, Grad II | kalter Ansatz, Grundform | [loldy:?] | [tal:?]	HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-110	1	cheol	f80v	f80v.17	B	B	2	5	MEDIAL	qokal	dy	solcheol qokaiin shecthy qokal cheol dy qotlolkal chedyr	solcheol qokaiin shecthy qokal cheoldy qotlolkal chedyr	solcheol qokaiin shecthy qokal cheoldy qotlolkal chedyr	0	0	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	3	[solcheol:?] | heiß, Grad III | feuchtes CTH-Drogenmaterial; im Herbal feuchtes Blatt-/Krautgut | heiße Substanz | [cheol:?] | [dy:?] | [qotlolkal:?] | [chedyr:?]	[solcheol:?] | heiß, Grad III | feuchtes CTH-Drogenmaterial; im Herbal feuchtes Blatt-/Krautgut | heiße Substanz | trockener Drogenstoff | [dy:?] | [qotlolkal:?] | [chedyr:?]	ALTERNATE_READER_BOUNDARY|HOT_NEIGHBOR_DIFFERENT_SLOT	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
G642-A01-111	1	cheol	f81r	f81r.24	B	B	2	4	MEDIAL	shecphy	qotaldar	par ody shecphy cheol qotaldar otedy oly	parody shecphy cheol qotal dar otedy oly	par ody shecphy cheol qotal ar otedy oly	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	Pulverfraktion I | [ody:?] | [shecphy:?] | [cheol:?] | [qotaldar:?] | gekühlter Ansatz | [oly:?]	Pulverfraktion I | [ody:?] | [shecphy:?] | trockener Drogenstoff | [qotaldar:?] | gekühlter Ansatz | [oly:?]	MOIST_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-112	1	cheol	f81r	f81r.5	B	B	2	2	MEDIAL	qol	okeey	qol cheol okeey ol ol olaiin ol or ain	qol cheol okeey ol ol ol aiin ol orain	qol cheol okeey ol ol ol aiin ol or ain	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	6	[qol:?] | [cheol:?] | heißer Ansatz, Bindungsstufe II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [olaiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge-/Klassenwert II	[qol:?] | trockener Drogenstoff | heißer Ansatz, Bindungsstufe II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [olaiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge-/Klassenwert II	ACTIVE_SCOPE_RIVAL	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-113	1	cheol	f81v	f81v.6	B	B	2	5	MEDIAL	chedy	lky	qokain okaiin ol chedy cheol lky l s aiin okain daldy	qokain okaiin ol chedy cheol lky ls aiin okain daldy	qokain okaiin ol chedy cheol lky l s aiin okain dal y	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	6	heiß, Grad II | heiß, Grad III, im Ansatzrahmen | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | getrockneter Zustand | [cheol:?] | [lky:?] | [l:?] | [s:?] | Menge III | heiß im Zubereitungsrahmen, Grad II | [daldy:?]	heiß, Grad II | heiß, Grad III, im Ansatzrahmen | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | getrockneter Zustand | trockener Drogenstoff | [lky:?] | [l:?] | [s:?] | Menge III | heiß im Zubereitungsrahmen, Grad II | [daldy:?]	ACTIVE_SCOPE_RIVAL	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-114	1	cheol	f82r	f82r.30	B	B	2	3	MEDIAL	raiin	qoteey	qoteey raiin cheol qoteey shedy qokeey lshedy qokeedy rag	qoteey raiin cheol qoteey shedy qokeey lshedy qokeedy ram	qoteey r aiin cheol qoteey shedy qokeey lshe y qokeedy rag	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	5	kalt, Bindungsstufe II | Wurzel, Typ/Charge III | [cheol:?] | kalt, Bindungsstufe II | [shedy:?] | [qokeey:?] | eingeweichtes Drogenholz | heißer Zustand, Bindungsstufe II | [rag:?]	kalt, Bindungsstufe II | Wurzel, Typ/Charge III | trockener Drogenstoff | kalt, Bindungsstufe II | [shedy:?] | [qokeey:?] | eingeweichtes Drogenholz | heißer Zustand, Bindungsstufe II | [rag:?]	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-115	1	cheol	f82r	f82r.31	B	B	2	1	INITIAL	<BOS>	ol	cheol ol rsheedy lchedy qoty lcheeor qokain cheedy lched	cheol ol rsheedy lchedy qoty lcheeor qokain cheedy lched	cheol ol rsheedy lche y qoty lcheeor qokeiin chee y lched	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	4	[cheol:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [rsheedy:?] | getrocknetes Drogenholz | kalt, Grundform | [lcheeor:?] | heiß, Grad II | [cheedy:?] | [lched:?]	trockener Drogenstoff | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [rsheedy:?] | getrocknetes Drogenholz | kalt, Grundform | [lcheeor:?] | heiß, Grad II | [cheedy:?] | [lched:?]	ACTIVE_SCOPE_RIVAL	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-116	1	cheol	f82r	f82r.33	B	B	2	3	MEDIAL	ol	ey	sain ol cheol ey cheor chey	sain ol cheol ikhey cheor chey	sain ol cheol ey cheor chey	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	1	[sain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheol:?] | [ey:?] | [cheor:?] | [chey:?]	[sain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | [ey:?] | [cheor:?] | [chey:?]	ACTIVE_SCOPE_RIVAL|OPAQUE_OTHER_TOKENS	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-117	1	cheol	f82v	f82v.15	B	B	2	5	MEDIAL	qokain	tedy	tar sheckhy qokal qokain cheol tedy rchedy pchedy rsheol dal	tar sheckhy qokal qokain cheal tedy rchedy pchedy rsheol dal	tar sheckhy qokal qokain cheal tedy rchedy pchedy reol dal	0	0	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	4	[tar:?] | [sheckhy:?] | heiße Substanz | heiß, Grad II | [cheol:?] | [tedy:?] | getrocknete Wurzel | getrocknetes Pulver | [rsheol:?] | [dal:?]	[tar:?] | [sheckhy:?] | heiße Substanz | heiß, Grad II | trockener Drogenstoff | [tedy:?] | getrocknete Wurzel | getrocknetes Pulver | [rsheol:?] | [dal:?]	ALTERNATE_READER_BOUNDARY|HOT_NEIGHBOR_DIFFERENT_SLOT	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
G642-A01-118	1	cheol	f83r	f83r.32	B	B	2	1	INITIAL	<BOS>	qokchedy	cheol qokchedy lchedy qokey	cheol qokchedy lchedy qokey	ocheol qokchedy lchedy qokey	0	0	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	1	[cheol:?] | [qokchedy:?] | getrocknetes Drogenholz | [qokey:?]	trockener Drogenstoff | [qokchedy:?] | getrocknetes Drogenholz | [qokey:?]	ALTERNATE_READER_BOUNDARY|OPAQUE_OTHER_TOKENS|HOT_NEIGHBOR_DIFFERENT_SLOT	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
G642-A01-119	1	cheol	f83r	f83r.48	B	B	2	2	MEDIAL	dal	lol	dal cheol lol chdal aiin	dal cheol lol chdal aiin	dal cheol lol chdal aiin	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	[dal:?] | [cheol:?] | Holzstoff | [chdal:?] | Menge III	[dal:?] | trockener Drogenstoff | Holzstoff | [chdal:?] | Menge III	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-120	1	cheol	f83r	f83r.53	B	B	2	2	MEDIAL	solchkal	qotar	solchkal cheol qotar ol	solchkal cheol qotar ol	solchkal cheal qotar ol	0	0	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	1	[solchkal:?] | [cheol:?] | [qotar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	[solchkal:?] | trockener Drogenstoff | [qotar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	ALTERNATE_READER_BOUNDARY|ACTIVE_SCOPE_RIVAL|OPAQUE_OTHER_TOKENS	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
G642-A01-121	1	cheol	f83v	f83v.14	B	B	2	8	MEDIAL	rchedy	qokeor	salched qol shedy qolchedy qolchdy qol rchedy cheol qokeor sholdy	salched qol shedy qolchedy qolchdy qol rchedy cheol qokeor sholdy	salch ed qol shedy qolchedy qolch y qol rchedy cheol qoke r sholdy	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	1	[salched:?] | [qol:?] | [shedy:?] | [qolchedy:?] | [qolchdy:?] | [qol:?] | getrocknete Wurzel | [cheol:?] | [qokeor:?] | [sholdy:?]	[salched:?] | [qol:?] | [shedy:?] | [qolchedy:?] | [qolchdy:?] | [qol:?] | getrocknete Wurzel | trockener Drogenstoff | [qokeor:?] | [sholdy:?]	OPAQUE_OTHER_TOKENS|HOT_NEIGHBOR_DIFFERENT_SLOT	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-122	1	cheol	f83v	f83v.15	B	B	2	2	MEDIAL	qokaiin	shey	qokaiin cheol shey qokeey cheol dal cheeaiin olkeedy qokal chaloly	qotaiin cheol shey qokeey cheol dal cheeaiin olkeedy qokal chaloly	qokaiin cheol shey qokeey cheol dal cheeoiin olkeedy qokal chaloly	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	3	heiß, Grad III | [cheol:?] | feucht, attributiv gebunden | [qokeey:?] | [cheol:?] | [dal:?] | [cheeaiin:?] | [olkeedy:?] | heiße Substanz | [chaloly:?]	heiß, Grad III | trockener Drogenstoff | feucht, attributiv gebunden | [qokeey:?] | trockener Drogenstoff | [dal:?] | [cheeaiin:?] | [olkeedy:?] | heiße Substanz | [chaloly:?]	MOIST_NEIGHBOR_DIFFERENT_SLOT|HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
