unified_serial	source_kind	section	unit_id	page	locus_or_field	source_id	visible_owner	visible_surface	normalized_id	primary_layer	portable_core_value_de	local_expansion_de	component_axes	layer_rule_de	r221_revision
604	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.9	A223	A2_STAR_STATION_01	odchecthy	ASTRO_LOCAL_223	ASTRO_LOCAL_EXEMPLAR	NONE	A2_STAR_STATION_01: feste abgeleitete Bedingung.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
605	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.10	A224	A2_STAR_STATION_02	otcheody	ASTRO_LOCAL_224	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_02: naechster Platz oder folgende Bedingung; lokaler Namensrest cheody.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
606	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.11	A225	A2_STAR_STATION_03	okoaly	ASTRO_LOCAL_225	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_03: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest o/y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
607	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.12	A226	A2_STAR_STATION_04	chocfhy	ASTRO_LOCAL_226	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_04: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
608	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.13	A227	A2_STAR_STATION_05	octhey	ASTRO_LOCAL_227	ASTRO_LOCAL_EXEMPLAR	NONE	A2_STAR_STATION_05: ausgewählte Grundbedingung.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
609	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.14	A228	A2_STAR_STATION_06	otshey	ASTRO_LOCAL_228	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_06: naechster Platz oder folgende Bedingung + abgelesener oder freigegebener Wert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
610	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.15	A229	A2_STAR_STATION_07	otydy	ASTRO_LOCAL_229	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_07: Teilsektor oder Untereintrag; lokaler Namensrest o/dy.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
611	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.16	A230	A2_STAR_STATION_08	okear	ASTRO_LOCAL_230	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_08: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest e.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
612	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.17	A231	A2_STAR_STATION_09	cphocthy	ASTRO_LOCAL_231	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_09: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest cp/cthy.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
613	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.18	A232	A2_STAR_STATION_10	ytchody	ASTRO_LOCAL_232	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_10: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dy.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
614	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.19	A233	A2_STAR_STATION_11	otys	ASTRO_LOCAL_233	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_11: Teilsektor oder Untereintrag; lokaler Namensrest o/s.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
615	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.20	A234	A2_STAR_STATION_12	olor	MC157	COMMON_PORTABLE_SURFACE	derselbe Ansatz	Sternplatz A2_STAR_STATION_12: fortgesetzter Bedingungs- oder Tabellensatz.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
616	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.21	A235	A2_STAR_STATION_13	ockhy	ASTRO_LOCAL_235	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_13: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
617	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.22	A236	A2_STAR_STATION_14	ofcheor	ASTRO_LOCAL_236	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_14: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest ofche.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
618	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.23	A237	A2_STAR_STATION_15	otchdy	MC067	ASTRO_LOCAL_LABEL_WITH_PROSE_HOMOGRAPH	NONE	Sternplatz A2_STAR_STATION_15: den folgenden Platz uebertragen und den Eintrag schliessen.	LOCAL_ASTRO_PARSE	lokales Astroetikett mit gleicher Oberfläche wie eine andere Prosakarte	UNCHANGED
619	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.24	A238	A2_STAR_STATION_16	otykchs	ASTRO_LOCAL_238	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_16: Teilsektor oder Untereintrag + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest o/s.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
620	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.25	A239	A2_STAR_STATION_17	otol	MC053	ASTRO_LOCAL_LABEL_WITH_PROSE_HOMOGRAPH	NONE	Sternplatz A2_STAR_STATION_17: danach im selben Ring oder Band fortsetzen.	LOCAL_ASTRO_PARSE	lokales Astroetikett mit gleicher Oberfläche wie eine andere Prosakarte	UNCHANGED
621	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.26	A240	A2_STAR_STATION_18	otor	ASTRO_LOCAL_240	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_18: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
622	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.27	A241	A2_STAR_STATION_19	oiinar	ASTRO_LOCAL_241	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_19: Grad- oder Bedingungsstufe + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
623	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.28	A242	A2_STAR_STATION_20	okoldy	ASTRO_LOCAL_242	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_20: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dy.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
624	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.29	A243	A2_STAR_STATION_21	ykchdy	ASTRO_LOCAL_243	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_21: Wert oder Platzbezug uebertragen; lokaler Namensrest yk/y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
625	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.30	A244	A2_STAR_STATION_22	oeeody	ASTRO_LOCAL_244	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_22: lange oder volle Diagrammstufe; lokaler Namensrest o/ody.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
626	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.31	A245	A2_STAR_STATION_23	ocphy	ASTRO_LOCAL_245	ASTRO_LOCAL_EXEMPLAR	NONE	A2_STAR_STATION_23: Grundauswahl.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
627	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.32	A246	A2_STAR_STATION_24	okeeodal	ASTRO_LOCAL_246	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_24: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
628	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.33	A247	A2_STAR_STATION_25	okshor	ASTRO_LOCAL_247	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_25: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten + Bedingungs-, Tabellen- oder Wahlansatz.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
629	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.34	A248	A2_STAR_STATION_26	osdaiin	ASTRO_LOCAL_248	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_26: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest osd.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
630	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.35	A249	A2_STAR_STATION_27	otochedy	ASTRO_LOCAL_249	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_27: naechster Platz oder folgende Bedingung + Wert oder Platzbezug uebertragen; lokaler Namensrest o/y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
631	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.36	A250	A2_STAR_STATION_28	dolchedy	ASTRO_LOCAL_250	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_STAR_STATION_28: im selben Ring, Band oder Satz fortsetzen + Wert oder Platzbezug uebertragen; lokaler Namensrest d/y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
632	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.37	A251	A2_CENTRAL_LEGEND_UNRESOLVED	oky	MC026	COMMON_PORTABLE_SURFACE	einsetzen	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: diesen Diagrammposten setzen.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
633	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.37	A252	A2_CENTRAL_LEGEND_UNRESOLVED	okchdy	ASTRO_LOCAL_252	ASTRO_LOCAL_EXEMPLAR	NONE	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; lokaler Namensrest y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
634	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.37	A253	A2_CENTRAL_LEGEND_UNRESOLVED	okardy	ASTRO_LOCAL_253	ASTRO_LOCAL_EXEMPLAR	NONE	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dy.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
635	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.37	A254	A2_CENTRAL_LEGEND_UNRESOLVED	qear	ASTRO_LOCAL_254	ASTRO_LOCAL_EXEMPLAR	NONE	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest qe.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
636	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.37	A255	A2_CENTRAL_LEGEND_UNRESOLVED	oygy	ASTRO_LOCAL_255	ASTRO_LOCAL_EXEMPLAR	NONE	A2_CENTRAL_LEGEND_UNRESOLVED: aktueller Grundgrad.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
637	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A256	A3_LEFT_WHEEL_RING_TEXT	dair	ASTRO_LOCAL_256	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
638	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A257	A3_LEFT_WHEEL_RING_TEXT	cheyky	ASTRO_LOCAL_257	ASTRO_LOCAL_EXEMPLAR	NONE	A3_LEFT_WHEEL_RING_TEXT: Ablesung dieses Hauses.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
639	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A258	A3_LEFT_WHEEL_RING_TEXT	otaza	ASTRO_LOCAL_258	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung; lokaler Namensrest aza.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
640	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A259	A3_LEFT_WHEEL_RING_TEXT	sar	MC055	COMMON_PORTABLE_SURFACE	davon	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
641	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A260	A3_LEFT_WHEEL_RING_TEXT	ar	ASTRO_LOCAL_260	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
642	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A261	A3_LEFT_WHEEL_RING_TEXT	chykar	ASTRO_LOCAL_261	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest chyk.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
643	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A262	A3_LEFT_WHEEL_RING_TEXT	okoirsh	ASTRO_LOCAL_262	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten; lokaler Namensrest oir.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
644	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A263	A3_LEFT_WHEEL_RING_TEXT	ar	ASTRO_LOCAL_263	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
645	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A264	A3_LEFT_WHEEL_RING_TEXT	chetody	ASTRO_LOCAL_264	ASTRO_LOCAL_EXEMPLAR	NONE	A3_LEFT_WHEEL_RING_TEXT: abgeleiteter Platzwert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
646	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A265	A3_LEFT_WHEEL_RING_TEXT	okeeos	ASTRO_LOCAL_265	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest os.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
647	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A266	A3_LEFT_WHEEL_RING_TEXT	o	ASTRO_LOCAL_266	ASTRO_LOCAL_EXEMPLAR	NONE	A3_LEFT_WHEEL_RING_TEXT: Grundwert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
648	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A267	A3_LEFT_WHEEL_RING_TEXT	tey	ASTRO_LOCAL_267	ASTRO_LOCAL_EXEMPLAR	NONE	A3_LEFT_WHEEL_RING_TEXT: aktueller Phasenwert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
649	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A268	A3_LEFT_WHEEL_RING_TEXT	otokeeey	ASTRO_LOCAL_268	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
650	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A269	A3_LEFT_WHEEL_RING_TEXT	okeeody	ASTRO_LOCAL_269	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest ody.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
651	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A270	A3_LEFT_WHEEL_RING_TEXT	okeey	MC002	ASTRO_LOCAL_LABEL_WITH_PROSE_HOMOGRAPH	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: in langer Stufe setzen.	LOCAL_ASTRO_PARSE	lokales Astroetikett mit gleicher Oberfläche wie eine andere Prosakarte	UNCHANGED
652	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A271	A3_LEFT_WHEEL_RING_TEXT	doiir	ASTRO_LOCAL_271	ASTRO_LOCAL_EXEMPLAR	NONE	A3_LEFT_WHEEL_RING_TEXT: fester Grundindex.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
653	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A272	A3_LEFT_WHEEL_RING_TEXT	teeo	ASTRO_LOCAL_272	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest t/o.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
654	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A273	A3_LEFT_WHEEL_RING_TEXT	y	MC123	COMMON_PORTABLE_SURFACE	dies	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
655	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A274	A3_LEFT_WHEEL_RING_TEXT	chey	MC123	COMMON_PORTABLE_SURFACE	dies	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
656	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A275	A3_LEFT_WHEEL_RING_TEXT	ot	ASTRO_LOCAL_275	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
657	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A276	A3_LEFT_WHEEL_RING_TEXT	y	MC123	COMMON_PORTABLE_SURFACE	dies	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
658	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A277	A3_LEFT_WHEEL_RING_TEXT	okedy	ASTRO_LOCAL_277	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest edy.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
659	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A278	A3_LEFT_WHEEL_RING_TEXT	chsdy	ASTRO_LOCAL_278	ASTRO_LOCAL_EXEMPLAR	NONE	A3_LEFT_WHEEL_RING_TEXT: sekundärer Zustand fest.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
660	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A279	A3_LEFT_WHEEL_RING_TEXT	okeod	ASTRO_LOCAL_279	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
661	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A280	A3_LEFT_WHEEL_RING_TEXT	y	MC123	COMMON_PORTABLE_SURFACE	dies	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
662	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A281	A3_LEFT_WHEEL_RING_TEXT	dy	MC123	COMMON_PORTABLE_SURFACE	dies	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
663	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A282	A3_LEFT_WHEEL_RING_TEXT	choaiin	ASTRO_LOCAL_282	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmelsobjekt oder Eingangsbedingung + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest c.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
664	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A283	A3_LEFT_WHEEL_RING_TEXT	okar	ASTRO_LOCAL_283	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
665	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A284	A3_LEFT_WHEEL_RING_TEXT	okar	ASTRO_LOCAL_284	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
666	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A285	A3_LEFT_WHEEL_RING_TEXT	chol	MC153	COMMON_PORTABLE_SURFACE	weiter	Radstelle A3_LEFT_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
667	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A286	A3_LEFT_WHEEL_RING_TEXT	chees	ASTRO_LOCAL_286	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest ch/s.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
668	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A287	A3_LEFT_WHEEL_RING_TEXT	yto	ASTRO_LOCAL_287	ASTRO_LOCAL_EXEMPLAR	NONE	A3_LEFT_WHEEL_RING_TEXT: aktueller Platz.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
669	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A288	A3_LEFT_WHEEL_RING_TEXT	odair	ASTRO_LOCAL_288	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest od.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
670	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A289	A3_LEFT_WHEEL_RING_TEXT	oty	ASTRO_LOCAL_289	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: Teilsektor oder Untereintrag; lokaler Namensrest o.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
671	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A290	A3_LEFT_WHEEL_RING_TEXT	oteeo	ASTRO_LOCAL_290	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest o.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
672	ASTRO_GROUP	ASTRO	A3	f69v	f69v.1	A291	A3_LEFT_WHEEL_RING_TEXT	dar	MC055	COMMON_PORTABLE_SURFACE	davon	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
