case_id	policy	model	edition	block	source_group_id	locus	group_index	raw	role	head_id	head_raw	participant_id	participant_raw	participant_role	status	head_cross_line	head_gap_groups	unknown_head_gap_groups	participant_gap_groups	unknown_participant_gap_groups	audit_gap_basis	intervening_bare_nominals	intervening_copulas	material_mentions_after_flow	immediate_path_id	immediate_path_reading	meaning_confirmed
TYPED_BACK|V|ZL3b|f77r.42|G001	TYPED_BACK	V	ZL3b	f77r:P3	ZL3b|f77r.42|G001	f77r.42	1	qokeedy	CONTINUATION	ZL3b|f77r.38|G008	shedy				FLOW_NO_ANTECEDENT	True	26	24			head	"[""ZL3b|f77r.40|G004""]"	[]	"[""ZL3b|f77r.40|G004""]"			False
TYPED_BACK|V|ZL3b|f77r.42|G003	TYPED_BACK	V	ZL3b	f77r:P3	ZL3b|f77r.42|G003	f77r.42	3	qokeedy	CONTINUATION	ZL3b|f77r.38|G008	shedy				FLOW_NO_ANTECEDENT	True	28	24			head	"[""ZL3b|f77r.40|G004""]"	[]	"[""ZL3b|f77r.40|G004""]"			False
TYPED_BACK|V|ZL3b|f77r.42|G004	TYPED_BACK	V	ZL3b	f77r:P3	ZL3b|f77r.42|G004	f77r.42	4	qokeedy	CONTINUATION	ZL3b|f77r.38|G008	shedy				FLOW_NO_ANTECEDENT	True	29	24			head	"[""ZL3b|f77r.40|G004""]"	[]	"[""ZL3b|f77r.40|G004""]"			False
NOMINAL_BACK|V|ZL3b|f77r.38|G002	NOMINAL_BACK	V	ZL3b	f77r:P3	ZL3b|f77r.38|G002	f77r.38	2	shedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
NOMINAL_BACK|V|ZL3b|f77r.38|G008	NOMINAL_BACK	V	ZL3b	f77r:P3	ZL3b|f77r.38|G008	f77r.38	8	shedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
NOMINAL_BACK|V|ZL3b|f77r.42|G001	NOMINAL_BACK	V	ZL3b	f77r:P3	ZL3b|f77r.42|G001	f77r.42	1	qokeedy	CONTINUATION	ZL3b|f77r.38|G008	shedy				FLOW_NO_ANTECEDENT	True	26	24			head	"[""ZL3b|f77r.40|G004""]"	[]	"[""ZL3b|f77r.40|G004""]"			False
NOMINAL_BACK|V|ZL3b|f77r.42|G003	NOMINAL_BACK	V	ZL3b	f77r:P3	ZL3b|f77r.42|G003	f77r.42	3	qokeedy	CONTINUATION	ZL3b|f77r.38|G008	shedy				FLOW_NO_ANTECEDENT	True	28	24			head	"[""ZL3b|f77r.40|G004""]"	[]	"[""ZL3b|f77r.40|G004""]"			False
NOMINAL_BACK|V|ZL3b|f77r.42|G004	NOMINAL_BACK	V	ZL3b	f77r:P3	ZL3b|f77r.42|G004	f77r.42	4	qokeedy	CONTINUATION	ZL3b|f77r.38|G008	shedy				FLOW_NO_ANTECEDENT	True	29	24			head	"[""ZL3b|f77r.40|G004""]"	[]	"[""ZL3b|f77r.40|G004""]"			False
LOCAL|V|IT2a|f77r.11|G003	LOCAL	V	IT2a	f77r:P1	IT2a|f77r.11|G003	f77r.11	3	shedy	FLOW	IT2a|f77r.11|G001	qoteedy	IT2a|f77r.11|G001	qoteedy	PART	COMPATIBLE	False	1	0	1	0	participant	[]	[]	[]			False
LOCAL|V|IT2a|f77r.11|G005	LOCAL	V	IT2a	f77r:P1	IT2a|f77r.11|G005	f77r.11	5	shedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|V|IT2a|f77r.11|G007	LOCAL	V	IT2a	f77r:P1	IT2a|f77r.11|G007	f77r.11	7	qokeedy	CONTINUATION						NO_FLOW_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|V|IT2a|f77r.13|G001	LOCAL	V	IT2a	f77r:P1	IT2a|f77r.13|G001	f77r.13	1	qokeedy	CONTINUATION						NO_FLOW_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|V|IT2a|f77r.14|G006	LOCAL	V	IT2a	f77r:P1	IT2a|f77r.14|G006	f77r.14	6	shedy	FLOW	IT2a|f77r.14|G004	qoteedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	False	1	0	1	0	participant	[]	[]	[]			False
LOCAL|V|IT2a|f77r.14|G007	LOCAL	V	IT2a	f77r:P1	IT2a|f77r.14|G007	f77r.14	7	qokeedy	CONTINUATION	IT2a|f77r.14|G006	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	False	0	0	2	0	participant	[]	[]	[]			False
LOCAL|V|IT2a|f77r.15|G001	LOCAL	V	IT2a	f77r:P1	IT2a|f77r.15|G001	f77r.15	1	qokeedy	CONTINUATION	IT2a|f77r.14|G006	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	2	0	4	0	participant	[]	[]	[]			False
LOCAL|V|IT2a|f77r.15|G002	LOCAL	V	IT2a	f77r:P1	IT2a|f77r.15|G002	f77r.15	2	shedy	FLOW	IT2a|f77r.14|G004	qoteedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	5	0	5	0	participant	[]	[]	[]			False
LOCAL|V|IT2a|f77r.15|G004	LOCAL	V	IT2a	f77r:P1	IT2a|f77r.15|G004	f77r.15	4	shedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|V|IT2a|f77r.15|G007	LOCAL	V	IT2a	f77r:P1	IT2a|f77r.15|G007	f77r.15	7	qokeedy	CONTINUATION						NO_FLOW_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|V|IT2a|f77r.16|G005	LOCAL	V	IT2a	f77r:P1	IT2a|f77r.16|G005	f77r.16	5	shedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|V|IT2a|f77r.16|G007	LOCAL	V	IT2a	f77r:P1	IT2a|f77r.16|G007	f77r.16	7	qokeedy	CONTINUATION						NO_FLOW_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|V|IT2a|f77r.17|G008	LOCAL	V	IT2a	f77r:P1	IT2a|f77r.17|G008	f77r.17	8	qokeedy	CONTINUATION						NO_FLOW_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|V|IT2a|f77r.19|G001	LOCAL	V	IT2a	f77r:P1	IT2a|f77r.19|G001	f77r.19	1	qokeedy	CONTINUATION						NO_FLOW_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|V|IT2a|f77r.19|G004	LOCAL	V	IT2a	f77r:P1	IT2a|f77r.19|G004	f77r.19	4	qokeedy	CONTINUATION						NO_FLOW_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|V|IT2a|f77r.19|G005	LOCAL	V	IT2a	f77r:P1	IT2a|f77r.19|G005	f77r.19	5	qokeedy	CONTINUATION						NO_FLOW_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|V|IT2a|f77r.20|G003	LOCAL	V	IT2a	f77r:P1	IT2a|f77r.20|G003	f77r.20	3	qokeedy	CONTINUATION						NO_FLOW_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|V|IT2a|f77r.21|G002	LOCAL	V	IT2a	f77r:P1	IT2a|f77r.21|G002	f77r.21	2	shedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|V|IT2a|f77r.21|G003	LOCAL	V	IT2a	f77r:P1	IT2a|f77r.21|G003	f77r.21	3	qokeedy	CONTINUATION	IT2a|f77r.21|G002	shedy				FLOW_NO_ANTECEDENT	False	0	0			head	[]	[]	[]			False
LOCAL|V|IT2a|f77r.23|G006	LOCAL	V	IT2a	f77r:P1	IT2a|f77r.23|G006	f77r.23	6	qokeedy	CONTINUATION						NO_FLOW_ANTECEDENT	False					head	[]	[]	[]			False
TYPED_BACK|V|IT2a|f77r.11|G003	TYPED_BACK	V	IT2a	f77r:P1	IT2a|f77r.11|G003	f77r.11	3	shedy	FLOW	IT2a|f77r.11|G001	qoteedy	IT2a|f77r.11|G001	qoteedy	PART	COMPATIBLE	False	1	0	1	0	participant	[]	[]	[]			False
TYPED_BACK|V|IT2a|f77r.11|G005	TYPED_BACK	V	IT2a	f77r:P1	IT2a|f77r.11|G005	f77r.11	5	shedy	FLOW	IT2a|f77r.11|G001	qoteedy	IT2a|f77r.11|G001	qoteedy	PART	COMPATIBLE	False	3	1	3	1	participant	[]	[]	[]			False
TYPED_BACK|V|IT2a|f77r.11|G007	TYPED_BACK	V	IT2a	f77r:P1	IT2a|f77r.11|G007	f77r.11	7	qokeedy	CONTINUATION	IT2a|f77r.11|G005	shedy	IT2a|f77r.11|G001	qoteedy	PART	COMPATIBLE	False	1	1	5	2	participant	[]	[]	[]			False
TYPED_BACK|V|IT2a|f77r.13|G001	TYPED_BACK	V	IT2a	f77r:P1	IT2a|f77r.13|G001	f77r.13	1	qokeedy	CONTINUATION	IT2a|f77r.11|G005	shedy	IT2a|f77r.11|G001	qoteedy	PART	COMPATIBLE	True	13	11	17	12	participant	"[""IT2a|f77r.12|G002""]"	[]	[]			False
TYPED_BACK|V|IT2a|f77r.14|G006	TYPED_BACK	V	IT2a	f77r:P1	IT2a|f77r.14|G006	f77r.14	6	shedy	FLOW	IT2a|f77r.14|G004	qoteedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	False	1	0	1	0	participant	[]	[]	[]			False
TYPED_BACK|V|IT2a|f77r.14|G007	TYPED_BACK	V	IT2a	f77r:P1	IT2a|f77r.14|G007	f77r.14	7	qokeedy	CONTINUATION	IT2a|f77r.14|G006	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	False	0	0	2	0	participant	[]	[]	[]			False
TYPED_BACK|V|IT2a|f77r.15|G001	TYPED_BACK	V	IT2a	f77r:P1	IT2a|f77r.15|G001	f77r.15	1	qokeedy	CONTINUATION	IT2a|f77r.14|G006	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	2	0	4	0	participant	[]	[]	[]			False
TYPED_BACK|V|IT2a|f77r.15|G002	TYPED_BACK	V	IT2a	f77r:P1	IT2a|f77r.15|G002	f77r.15	2	shedy	FLOW	IT2a|f77r.14|G004	qoteedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	5	0	5	0	participant	[]	[]	[]			False
TYPED_BACK|V|IT2a|f77r.15|G004	TYPED_BACK	V	IT2a	f77r:P1	IT2a|f77r.15|G004	f77r.15	4	shedy	FLOW	IT2a|f77r.14|G004	qoteedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	7	1	7	1	participant	[]	[]	[]			False
TYPED_BACK|V|IT2a|f77r.15|G007	TYPED_BACK	V	IT2a	f77r:P1	IT2a|f77r.15|G007	f77r.15	7	qokeedy	CONTINUATION	IT2a|f77r.15|G004	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	False	2	1	10	2	participant	[]	[]	[]			False
TYPED_BACK|V|IT2a|f77r.16|G005	TYPED_BACK	V	IT2a	f77r:P1	IT2a|f77r.16|G005	f77r.16	5	shedy	FLOW	IT2a|f77r.14|G004	qoteedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	17	7	17	7	participant	[]	[]	[]			False
TYPED_BACK|V|IT2a|f77r.16|G007	TYPED_BACK	V	IT2a	f77r:P1	IT2a|f77r.16|G007	f77r.16	7	qokeedy	CONTINUATION	IT2a|f77r.16|G005	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	False	1	1	19	8	participant	[]	[]	[]			False
TYPED_BACK|V|IT2a|f77r.17|G008	TYPED_BACK	V	IT2a	f77r:P1	IT2a|f77r.17|G008	f77r.17	8	qokeedy	CONTINUATION	IT2a|f77r.16|G005	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	10	7	28	14	participant	"[""IT2a|f77r.17|G001"", ""IT2a|f77r.17|G002""]"	[]	[]			False
TYPED_BACK|V|IT2a|f77r.19|G001	TYPED_BACK	V	IT2a	f77r:P1	IT2a|f77r.19|G001	f77r.19	1	qokeedy	CONTINUATION	IT2a|f77r.16|G005	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	22	18	40	25	participant	"[""IT2a|f77r.17|G001"", ""IT2a|f77r.17|G002""]"	[]	[]			False
TYPED_BACK|V|IT2a|f77r.19|G004	TYPED_BACK	V	IT2a	f77r:P1	IT2a|f77r.19|G004	f77r.19	4	qokeedy	CONTINUATION	IT2a|f77r.16|G005	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	25	20	43	27	participant	"[""IT2a|f77r.17|G001"", ""IT2a|f77r.17|G002""]"	[]	[]			False
TYPED_BACK|V|IT2a|f77r.19|G005	TYPED_BACK	V	IT2a	f77r:P1	IT2a|f77r.19|G005	f77r.19	5	qokeedy	CONTINUATION	IT2a|f77r.16|G005	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	26	20	44	27	participant	"[""IT2a|f77r.17|G001"", ""IT2a|f77r.17|G002""]"	[]	[]			False
TYPED_BACK|V|IT2a|f77r.20|G003	TYPED_BACK	V	IT2a	f77r:P1	IT2a|f77r.20|G003	f77r.20	3	qokeedy	CONTINUATION	IT2a|f77r.16|G005	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	33	26	51	33	participant	"[""IT2a|f77r.17|G001"", ""IT2a|f77r.17|G002""]"	[]	[]			False
TYPED_BACK|V|IT2a|f77r.21|G002	TYPED_BACK	V	IT2a	f77r:P1	IT2a|f77r.21|G002	f77r.21	2	shedy	FLOW	IT2a|f77r.14|G004	qoteedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	58	37	58	37	participant	"[""IT2a|f77r.17|G001"", ""IT2a|f77r.17|G002""]"	"[""IT2a|f77r.20|G005""]"	[]			False
TYPED_BACK|V|IT2a|f77r.21|G003	TYPED_BACK	V	IT2a	f77r:P1	IT2a|f77r.21|G003	f77r.21	3	qokeedy	CONTINUATION	IT2a|f77r.21|G002	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	False	0	0	59	37	participant	"[""IT2a|f77r.17|G001"", ""IT2a|f77r.17|G002""]"	"[""IT2a|f77r.20|G005""]"	[]			False
TYPED_BACK|V|IT2a|f77r.23|G006	TYPED_BACK	V	IT2a	f77r:P1	IT2a|f77r.23|G006	f77r.23	6	qokeedy	CONTINUATION	IT2a|f77r.21|G002	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	21	18	80	55	participant	"[""IT2a|f77r.17|G001"", ""IT2a|f77r.17|G002"", ""IT2a|f77r.22|G001""]"	"[""IT2a|f77r.20|G005""]"	[]			False
NOMINAL_BACK|V|IT2a|f77r.11|G003	NOMINAL_BACK	V	IT2a	f77r:P1	IT2a|f77r.11|G003	f77r.11	3	shedy	FLOW	IT2a|f77r.11|G001	qoteedy	IT2a|f77r.11|G001	qoteedy	PART	COMPATIBLE	False	1	0	1	0	participant	[]	[]	[]			False
NOMINAL_BACK|V|IT2a|f77r.11|G005	NOMINAL_BACK	V	IT2a	f77r:P1	IT2a|f77r.11|G005	f77r.11	5	shedy	FLOW	IT2a|f77r.11|G001	qoteedy	IT2a|f77r.11|G001	qoteedy	PART	COMPATIBLE	False	3	1	3	1	participant	[]	[]	[]			False
NOMINAL_BACK|V|IT2a|f77r.11|G007	NOMINAL_BACK	V	IT2a	f77r:P1	IT2a|f77r.11|G007	f77r.11	7	qokeedy	CONTINUATION	IT2a|f77r.11|G005	shedy	IT2a|f77r.11|G001	qoteedy	PART	COMPATIBLE	False	1	1	5	2	participant	[]	[]	[]			False
NOMINAL_BACK|V|IT2a|f77r.13|G001	NOMINAL_BACK	V	IT2a	f77r:P1	IT2a|f77r.13|G001	f77r.13	1	qokeedy	CONTINUATION	IT2a|f77r.11|G005	shedy	IT2a|f77r.11|G001	qoteedy	PART	COMPATIBLE	True	13	11	17	12	participant	"[""IT2a|f77r.12|G002""]"	[]	[]			False
NOMINAL_BACK|V|IT2a|f77r.14|G006	NOMINAL_BACK	V	IT2a	f77r:P1	IT2a|f77r.14|G006	f77r.14	6	shedy	FLOW	IT2a|f77r.14|G004	qoteedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	False	1	0	1	0	participant	[]	[]	[]			False
NOMINAL_BACK|V|IT2a|f77r.14|G007	NOMINAL_BACK	V	IT2a	f77r:P1	IT2a|f77r.14|G007	f77r.14	7	qokeedy	CONTINUATION	IT2a|f77r.14|G006	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	False	0	0	2	0	participant	[]	[]	[]			False
NOMINAL_BACK|V|IT2a|f77r.15|G001	NOMINAL_BACK	V	IT2a	f77r:P1	IT2a|f77r.15|G001	f77r.15	1	qokeedy	CONTINUATION	IT2a|f77r.14|G006	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	2	0	4	0	participant	[]	[]	[]			False
NOMINAL_BACK|V|IT2a|f77r.15|G002	NOMINAL_BACK	V	IT2a	f77r:P1	IT2a|f77r.15|G002	f77r.15	2	shedy	FLOW	IT2a|f77r.14|G004	qoteedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	5	0	5	0	participant	[]	[]	[]			False
NOMINAL_BACK|V|IT2a|f77r.15|G004	NOMINAL_BACK	V	IT2a	f77r:P1	IT2a|f77r.15|G004	f77r.15	4	shedy	FLOW	IT2a|f77r.14|G004	qoteedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	7	1	7	1	participant	[]	[]	[]			False
NOMINAL_BACK|V|IT2a|f77r.15|G007	NOMINAL_BACK	V	IT2a	f77r:P1	IT2a|f77r.15|G007	f77r.15	7	qokeedy	CONTINUATION	IT2a|f77r.15|G004	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	False	2	1	10	2	participant	[]	[]	[]			False
NOMINAL_BACK|V|IT2a|f77r.16|G005	NOMINAL_BACK	V	IT2a	f77r:P1	IT2a|f77r.16|G005	f77r.16	5	shedy	FLOW	IT2a|f77r.14|G004	qoteedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	17	7	17	7	participant	[]	[]	[]			False
NOMINAL_BACK|V|IT2a|f77r.16|G007	NOMINAL_BACK	V	IT2a	f77r:P1	IT2a|f77r.16|G007	f77r.16	7	qokeedy	CONTINUATION	IT2a|f77r.16|G005	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	False	1	1	19	8	participant	[]	[]	[]			False
NOMINAL_BACK|V|IT2a|f77r.17|G008	NOMINAL_BACK	V	IT2a	f77r:P1	IT2a|f77r.17|G008	f77r.17	8	qokeedy	CONTINUATION	IT2a|f77r.16|G005	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	10	7	28	14	participant	"[""IT2a|f77r.17|G001"", ""IT2a|f77r.17|G002""]"	[]	[]			False
NOMINAL_BACK|V|IT2a|f77r.19|G001	NOMINAL_BACK	V	IT2a	f77r:P1	IT2a|f77r.19|G001	f77r.19	1	qokeedy	CONTINUATION	IT2a|f77r.16|G005	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	22	18	40	25	participant	"[""IT2a|f77r.17|G001"", ""IT2a|f77r.17|G002""]"	[]	[]			False
NOMINAL_BACK|V|IT2a|f77r.19|G004	NOMINAL_BACK	V	IT2a	f77r:P1	IT2a|f77r.19|G004	f77r.19	4	qokeedy	CONTINUATION	IT2a|f77r.16|G005	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	25	20	43	27	participant	"[""IT2a|f77r.17|G001"", ""IT2a|f77r.17|G002""]"	[]	[]			False
NOMINAL_BACK|V|IT2a|f77r.19|G005	NOMINAL_BACK	V	IT2a	f77r:P1	IT2a|f77r.19|G005	f77r.19	5	qokeedy	CONTINUATION	IT2a|f77r.16|G005	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	26	20	44	27	participant	"[""IT2a|f77r.17|G001"", ""IT2a|f77r.17|G002""]"	[]	[]			False
NOMINAL_BACK|V|IT2a|f77r.20|G003	NOMINAL_BACK	V	IT2a	f77r:P1	IT2a|f77r.20|G003	f77r.20	3	qokeedy	CONTINUATION	IT2a|f77r.16|G005	shedy	IT2a|f77r.14|G004	qoteedy	PART	COMPATIBLE	True	33	26	51	33	participant	"[""IT2a|f77r.17|G001"", ""IT2a|f77r.17|G002""]"	[]	[]			False
NOMINAL_BACK|V|IT2a|f77r.21|G002	NOMINAL_BACK	V	IT2a	f77r:P1	IT2a|f77r.21|G002	f77r.21	2	shedy	FLOW	IT2a|f77r.17|G002	qoteedy	IT2a|f77r.17|G002	qoteedy	PART	UNRESOLVED_NOMINAL_TYPE	True	35	28	35	28	participant	[]	"[""IT2a|f77r.20|G005""]"	[]			False
NOMINAL_BACK|V|IT2a|f77r.21|G003	NOMINAL_BACK	V	IT2a	f77r:P1	IT2a|f77r.21|G003	f77r.21	3	qokeedy	CONTINUATION	IT2a|f77r.21|G002	shedy	IT2a|f77r.17|G002	qoteedy	PART	FLOW_UNRESOLVED_NOMINAL_TYPE	False	0	0	36	28	participant	[]	"[""IT2a|f77r.20|G005""]"	[]			False
NOMINAL_BACK|V|IT2a|f77r.23|G006	NOMINAL_BACK	V	IT2a	f77r:P1	IT2a|f77r.23|G006	f77r.23	6	qokeedy	CONTINUATION	IT2a|f77r.21|G002	shedy	IT2a|f77r.17|G002	qoteedy	PART	FLOW_UNRESOLVED_NOMINAL_TYPE	True	21	18	57	46	participant	"[""IT2a|f77r.22|G001""]"	"[""IT2a|f77r.20|G005""]"	[]			False
LOCAL|V|IT2a|f77r.25|G003	LOCAL	V	IT2a	f77r:P2	IT2a|f77r.25|G003	f77r.25	3	shedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|V|IT2a|f77r.26|G002	LOCAL	V	IT2a	f77r:P2	IT2a|f77r.26|G002	f77r.26	2	qokeedy	CONTINUATION						NO_FLOW_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|V|IT2a|f77r.27|G004	LOCAL	V	IT2a	f77r:P2	IT2a|f77r.27|G004	f77r.27	4	shedy	FLOW	IT2a|f77r.27|G003	okaiin	IT2a|f77r.27|G003	okaiin	MATERIAL	COMPATIBLE	False	0	0	0	0	participant	[]	[]	[]			False
LOCAL|V|IT2a|f77r.27|G005	LOCAL	V	IT2a	f77r:P2	IT2a|f77r.27|G005	f77r.27	5	qokeedy	CONTINUATION	IT2a|f77r.27|G004	shedy	IT2a|f77r.27|G003	okaiin	MATERIAL	COMPATIBLE	False	0	0	1	0	participant	[]	[]	[]			False
LOCAL|V|IT2a|f77r.29|G003	LOCAL	V	IT2a	f77r:P2	IT2a|f77r.29|G003	f77r.29	3	qokeedy	CONTINUATION						NO_FLOW_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|V|IT2a|f77r.29|G004	LOCAL	V	IT2a	f77r:P2	IT2a|f77r.29|G004	f77r.29	4	qokeedy	CONTINUATION						NO_FLOW_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|V|IT2a|f77r.34|G002	LOCAL	V	IT2a	f77r:P2	IT2a|f77r.34|G002	f77r.34	2	shedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|V|IT2a|f77r.36|G006	LOCAL	V	IT2a	f77r:P2	IT2a|f77r.36|G006	f77r.36	6	qokeedy	CONTINUATION						NO_FLOW_ANTECEDENT	False					head	[]	[]	[]			False
TYPED_BACK|V|IT2a|f77r.25|G003	TYPED_BACK	V	IT2a	f77r:P2	IT2a|f77r.25|G003	f77r.25	3	shedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
TYPED_BACK|V|IT2a|f77r.26|G002	TYPED_BACK	V	IT2a	f77r:P2	IT2a|f77r.26|G002	f77r.26	2	qokeedy	CONTINUATION	IT2a|f77r.25|G003	shedy				FLOW_NO_ANTECEDENT	True	6	5			head	"[""IT2a|f77r.26|G001""]"	[]	[]			False
TYPED_BACK|V|IT2a|f77r.27|G004	TYPED_BACK	V	IT2a	f77r:P2	IT2a|f77r.27|G004	f77r.27	4	shedy	FLOW	IT2a|f77r.27|G003	okaiin	IT2a|f77r.27|G003	okaiin	MATERIAL	COMPATIBLE	False	0	0	0	0	participant	[]	[]	[]			False
TYPED_BACK|V|IT2a|f77r.27|G005	TYPED_BACK	V	IT2a	f77r:P2	IT2a|f77r.27|G005	f77r.27	5	qokeedy	CONTINUATION	IT2a|f77r.27|G004	shedy	IT2a|f77r.27|G003	okaiin	MATERIAL	COMPATIBLE	False	0	0	1	0	participant	[]	[]	[]			False
TYPED_BACK|V|IT2a|f77r.29|G003	TYPED_BACK	V	IT2a	f77r:P2	IT2a|f77r.29|G003	f77r.29	3	qokeedy	CONTINUATION	IT2a|f77r.27|G004	shedy	IT2a|f77r.27|G003	okaiin	MATERIAL	COMPATIBLE	True	10	7	11	7	participant	[]	"[""IT2a|f77r.28|G003""]"	[]			False
TYPED_BACK|V|IT2a|f77r.29|G004	TYPED_BACK	V	IT2a	f77r:P2	IT2a|f77r.29|G004	f77r.29	4	qokeedy	CONTINUATION	IT2a|f77r.27|G004	shedy	IT2a|f77r.27|G003	okaiin	MATERIAL	COMPATIBLE	True	11	7	12	7	participant	[]	"[""IT2a|f77r.28|G003""]"	[]			False
TYPED_BACK|V|IT2a|f77r.34|G002	TYPED_BACK	V	IT2a	f77r:P2	IT2a|f77r.34|G002	f77r.34	2	shedy	FLOW	IT2a|f77r.27|G003	okaiin	IT2a|f77r.27|G003	okaiin	MATERIAL	COMPATIBLE	True	44	33	44	33	participant	[]	"[""IT2a|f77r.28|G003"", ""IT2a|f77r.31|G001""]"	[]			False
TYPED_BACK|V|IT2a|f77r.36|G006	TYPED_BACK	V	IT2a	f77r:P2	IT2a|f77r.36|G006	f77r.36	6	qokeedy	CONTINUATION	IT2a|f77r.34|G002	shedy	IT2a|f77r.27|G003	okaiin	MATERIAL	COMPATIBLE	True	20	15	65	48	participant	"[""IT2a|f77r.35|G002""]"	"[""IT2a|f77r.28|G003"", ""IT2a|f77r.31|G001"", ""IT2a|f77r.35|G004""]"	"[""IT2a|f77r.35|G002""]"			False
NOMINAL_BACK|V|IT2a|f77r.25|G003	NOMINAL_BACK	V	IT2a	f77r:P2	IT2a|f77r.25|G003	f77r.25	3	shedy	FLOW	IT2a|f77r.25|G001	otedy	IT2a|f77r.25|G001	otedy	PLACE	TYPE_CONFLICT	False	1	1	1	1	participant	[]	[]	[]			False
NOMINAL_BACK|V|IT2a|f77r.26|G002	NOMINAL_BACK	V	IT2a	f77r:P2	IT2a|f77r.26|G002	f77r.26	2	qokeedy	CONTINUATION	IT2a|f77r.25|G003	shedy	IT2a|f77r.25|G001	otedy	PLACE	FLOW_TYPE_CONFLICT	True	6	5	8	6	participant	"[""IT2a|f77r.26|G001""]"	[]	[]			False
NOMINAL_BACK|V|IT2a|f77r.27|G004	NOMINAL_BACK	V	IT2a	f77r:P2	IT2a|f77r.27|G004	f77r.27	4	shedy	FLOW	IT2a|f77r.27|G003	okaiin	IT2a|f77r.27|G003	okaiin	MATERIAL	COMPATIBLE	False	0	0	0	0	participant	[]	[]	[]			False
NOMINAL_BACK|V|IT2a|f77r.27|G005	NOMINAL_BACK	V	IT2a	f77r:P2	IT2a|f77r.27|G005	f77r.27	5	qokeedy	CONTINUATION	IT2a|f77r.27|G004	shedy	IT2a|f77r.27|G003	okaiin	MATERIAL	COMPATIBLE	False	0	0	1	0	participant	[]	[]	[]			False
