variant	paragraph	locus	mention	form	kind	axis	value	scope	patient	patient_form	phase	rule	debts	row_status
M	f102v2|f102v2.30-f102v2.39	f102v2.35	f102v2.35:2	sheol	BARE_NOMINAL	moisture	wet	CONSTITUTION	f102v2.35:2	sheol	0	NOMINAL_INPUT		recorded
M	f102v2|f102v2.30-f102v2.39	f102v2.35	f102v2.35:8	teody	STANDALONE	thermal	cold	PHYSICAL	f102v2.35:7	cheo	2	LOCAL_LEFT		recorded
M	f102v2|f102v2.30-f102v2.39	f102v2.35	f102v2.35:9	qokeol	PROCESSED_NOMINAL	thermal	hot	PHYSICAL	f102v2.35:9	qokeol	0	NOMINAL_INPUT		recorded
M	f102v2|f102v2.30-f102v2.39	f102v2.36	f102v2.36:6	okey	STANDALONE	thermal	warm	PHYSICAL	f102v2.35:9	qokeol	2	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	recorded
M	f102v2|f102v2.30-f102v2.39	f102v2.36	f102v2.36:7	okey	STANDALONE	thermal	warm	PHYSICAL	f102v2.35:9	qokeol	2	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	recorded
M	f102v2|f102v2.30-f102v2.39	f102v2.38	f102v2.38:5	okey	STANDALONE	thermal	warm	PHYSICAL	f102v2.38:7	sho	1	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6	recorded
B	f106r|f106r.8-f106r.9	f106r.8	f106r.8:9	qoteedy	STANDALONE	thermal	cold	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
B	f106r|f106r.8-f106r.9	f106r.9	f106r.9:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f106r.9:3	qokain	1	REGISTERED_ACTION_RESULT		recorded
B	f106r|f106r.8-f106r.9	f106r.9	f106r.9:3	qokain	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f106r.9:3	qokain	0	NOMINAL_INPUT		recorded
B	f106r|f106r.8-f106r.9	f106r.9	f106r.9:7	qokar	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f106r.9:7	qokar	0	NOMINAL_INPUT		recorded
J	f106r|f106r.8-f106r.9	f106r.8	f106r.8:9	qoteedy	STANDALONE	thermal	cold	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
J	f106r|f106r.8-f106r.9	f106r.9	f106r.9:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f106r.9:3	qokain	1	REGISTERED_ACTION_RESULT		recorded
J	f106r|f106r.8-f106r.9	f106r.9	f106r.9:3	qokain	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f106r.9:3	qokain	0	NOMINAL_INPUT		recorded
J	f106r|f106r.8-f106r.9	f106r.9	f106r.9:7	qokar	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f106r.9:7	qokar	0	NOMINAL_INPUT		recorded
M	f106r|f106r.8-f106r.9	f106r.8	f106r.8:9	qoteedy	STANDALONE	thermal	cold	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
M	f106r|f106r.8-f106r.9	f106r.9	f106r.9:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f106r.9:3	qokain	1	REGISTERED_ACTION_RESULT		recorded
M	f106r|f106r.8-f106r.9	f106r.9	f106r.9:3	qokain	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f106r.9:3	qokain	0	NOMINAL_INPUT		recorded
M	f106r|f106r.8-f106r.9	f106r.9	f106r.9:7	qokar	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f106r.9:7	qokar	0	NOMINAL_INPUT		recorded
