unit_id	page	owner	group_count	slot_program	german_workshop_source_skeleton	latin_like_heading_skeleton	fixed_card_expansion_de	source_language_claim	sentence_specific_slot_rule
B3-S034	f83r	dem verbundenen Hauptbogenpaar	6	[QUANTITY_OR_STAGE=Sollstufe] [ACTION>REFERENT=bereit] [ACTION>QUANTITY_OR_STAGE=Teil abtrennen] [ORDER>QUANTITY_OR_STAGE=Folgemaß] [TARGET>REFERENT=untere Zielstelle] [ACTION>GRADE>CLOSE=kurz absetzen lassen; Schluss]	BESITZER dem verbundenen Hauptbogenpaar; Sollstufe; bereit; Teil abtrennen; Folgemaß; untere Zielstelle; kurz absetzen lassen; Schluss.	RES {dem verbundenen Hauptbogenpaar} · QUANTITY_OR_STAGE {Sollstufe} · ACTION+REFERENT {bereit} · ACTION+QUANTITY_OR_STAGE {Teil abtrennen} · ORDER+QUANTITY_OR_STAGE {Folgemaß} · TARGET+REFERENT {untere Zielstelle} · ACTION+GRADE+CLOSE {kurz absetzen lassen; Schluss}.	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: Sollstufe; bereit; Teil abtrennen; Folgemaß; untere Zielstelle; kurz absetzen lassen; Schluss. Die sichtbare Verbindung setzt dabei voraus: das sichtbar adressierte Becken; die bezeichnete örtliche Stelle.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B4-S001	f83r	dem verbundenen Hauptbogenpaar	1	[ACTION>GRADE>CLOSE=länger ansetzen; Schluss]	BESITZER dem verbundenen Hauptbogenpaar; länger ansetzen; Schluss.	RES {dem verbundenen Hauptbogenpaar} · ACTION+GRADE+CLOSE {länger ansetzen; Schluss}.	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: länger ansetzen; Schluss. Die sichtbare Verbindung setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit; das für den Durchgang vorgesehene Tuch.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B4-S002	f83r	dem verbundenen Hauptbogenpaar	3	[ORDER>REFERENT=diesen Posten weiterfuehren] [ACTION>GRADE>REFERENT=länger ansetzen] [ACTION>GRADE>CLOSE=kurz ansetzen; Schluss]	BESITZER dem verbundenen Hauptbogenpaar; diesen Posten weiterfuehren; länger ansetzen; kurz ansetzen; Schluss.	RES {dem verbundenen Hauptbogenpaar} · ORDER+REFERENT {diesen Posten weiterfuehren} · ACTION+GRADE+REFERENT {länger ansetzen} · ACTION+GRADE+CLOSE {kurz ansetzen; Schluss}.	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: diesen Posten weiterfuehren; länger ansetzen; kurz ansetzen; Schluss. Die sichtbare Verbindung setzt dabei voraus: das sichtbare oder gelernte Arbeitsgefäß; die bezeichnete örtliche Stelle.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B4-S003	f83r	dem verbundenen Hauptbogenpaar	7	[ACTION>REFERENT=laufenden Posten umsetzen] [ORDER>TARGET=danach dorthin] [ORDER>REFERENT=nächster Teilposten] [ACTION>GRADE>REFERENT=länger ansetzen] [ACTION>REFERENT=aktuellen Posten ansetzen] [ORDER=fortsetzen] [ACTION>GRADE>CLOSE=kurz absetzen lassen; Schluss]	BESITZER dem verbundenen Hauptbogenpaar; laufenden Posten umsetzen; danach dorthin; nächster Teilposten; länger ansetzen; aktuellen Posten ansetzen; fortsetzen; kurz absetzen lassen; Schluss.	RES {dem verbundenen Hauptbogenpaar} · ACTION+REFERENT {laufenden Posten umsetzen} · ORDER+TARGET {danach dorthin} · ORDER+REFERENT {nächster Teilposten} · ACTION+GRADE+REFERENT {länger ansetzen} · ACTION+REFERENT {aktuellen Posten ansetzen} · ORDER {fortsetzen} · ACTION+GRADE+CLOSE {kurz absetzen lassen; Schluss}.	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: laufenden Posten umsetzen; danach dorthin; nächster Teilposten; länger ansetzen; aktuellen Posten ansetzen; fortsetzen; kurz absetzen lassen; Schluss. Die sichtbare Verbindung setzt dabei voraus: der lokale sichtbare Auslauf; die bezeichnete örtliche Stelle; der abgeteilte Teil.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B4-S004	f83r	dem verbundenen Hauptbogenpaar	1	[LEARNED_OR_LOCAL_BODY>ACTION>REFERENT=aktuellen Posten befestigen; Schluss]	BESITZER dem verbundenen Hauptbogenpaar; aktuellen Posten befestigen; Schluss.	RES {dem verbundenen Hauptbogenpaar} · LEARNED_OR_LOCAL_BODY+ACTION+REFERENT {aktuellen Posten befestigen; Schluss}.	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: aktuellen Posten befestigen; Schluss. Die sichtbare Verbindung setzt dabei voraus: das für den Durchgang vorgesehene Tuch; die bezeichnete örtliche Stelle.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B4-S005	f83r	dem verbundenen Hauptbogenpaar	3	[LEARNED_OR_LOCAL_BODY=Tuch] [ACTION>REFERENT=laufenden Posten umsetzen] [ACTION>GRADE>CLOSE=länger ansetzen; Schluss]	BESITZER dem verbundenen Hauptbogenpaar; Tuch; laufenden Posten umsetzen; länger ansetzen; Schluss.	RES {dem verbundenen Hauptbogenpaar} · LEARNED_OR_LOCAL_BODY {Tuch} · ACTION+REFERENT {laufenden Posten umsetzen} · ACTION+GRADE+CLOSE {länger ansetzen; Schluss}.	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: Tuch; laufenden Posten umsetzen; länger ansetzen; Schluss. Die sichtbare Verbindung setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit; das für den Durchgang vorgesehene Tuch.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B4-S006	f83r	dem verbundenen Hauptbogenpaar	1	[ACTION>CLOSE=seihen; Schluss]	BESITZER dem verbundenen Hauptbogenpaar; seihen; Schluss.	RES {dem verbundenen Hauptbogenpaar} · ACTION+CLOSE {seihen; Schluss}.	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: seihen; Schluss. Die sichtbare Verbindung setzt dabei voraus: das für den Durchgang vorgesehene Tuch.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B4-S007	f83r	dem verbundenen Hauptbogenpaar	1	[ACTION>CLOSE=seihen; Schluss]	BESITZER dem verbundenen Hauptbogenpaar; seihen; Schluss.	RES {dem verbundenen Hauptbogenpaar} · ACTION+CLOSE {seihen; Schluss}.	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: seihen; Schluss. Die sichtbare Verbindung setzt dabei voraus: das für den Durchgang vorgesehene Tuch.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B4-S008	f83r	dem verbundenen Hauptbogenpaar	4	[QUANTITY_OR_STAGE=Sollmaß] [ACTION>GRADE>REFERENT=länger erwärmen und offen halten] [ACTION>GRADE>REFERENT=laenger ruhen] [ACTION>GRADE>CLOSE=kurz ansetzen; Schluss]	BESITZER dem verbundenen Hauptbogenpaar; Sollmaß; länger erwärmen und offen halten; laenger ruhen; kurz ansetzen; Schluss.	RES {dem verbundenen Hauptbogenpaar} · QUANTITY_OR_STAGE {Sollmaß} · ACTION+GRADE+REFERENT {länger erwärmen und offen halten} · ACTION+GRADE+REFERENT {laenger ruhen} · ACTION+GRADE+CLOSE {kurz ansetzen; Schluss}.	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: Sollmaß; länger erwärmen und offen halten; laenger ruhen; kurz ansetzen; Schluss. Die sichtbare Verbindung setzt dabei voraus: die sichtbar bezeichnete Öffnung; die bezeichnete örtliche Stelle.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B4-S009	f83r	dem verbundenen Hauptbogenpaar	1	[ACTION>GRADE>CLOSE=kurz absetzen lassen; Schluss]	BESITZER dem verbundenen Hauptbogenpaar; kurz absetzen lassen; Schluss.	RES {dem verbundenen Hauptbogenpaar} · ACTION+GRADE+CLOSE {kurz absetzen lassen; Schluss}.	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: kurz absetzen lassen; Schluss.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B4-S010	f83r	dem verbundenen Hauptbogenpaar	1	[ORDER>CLOSE=Fortsetzung abschließen]	BESITZER dem verbundenen Hauptbogenpaar; Fortsetzung abschließen.	RES {dem verbundenen Hauptbogenpaar} · ORDER+CLOSE {Fortsetzung abschließen}.	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: Fortsetzung abschließen.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B4-S011	f83r	der linken offenen Randstation	7	[QUANTITY_OR_STAGE=Sollmaß] [ACTION>GRADE>REFERENT=kurz wärmen] [ORDER>ACTION>GRADE=länger fortführen] [ACTION>QUANTITY_OR_STAGE=eine Portion zugeben] [ACTION>REFERENT=laufenden Posten umsetzen] [ORDER=fortsetzen] [LEARNED_OR_LOCAL_BODY>GRADE>CLOSE=kurz abführen; Schluss]	BESITZER der linken offenen Randstation; Sollmaß; kurz wärmen; länger fortführen; eine Portion zugeben; laufenden Posten umsetzen; fortsetzen; kurz abführen; Schluss.	RES {der linken offenen Randstation} · QUANTITY_OR_STAGE {Sollmaß} · ACTION+GRADE+REFERENT {kurz wärmen} · ORDER+ACTION+GRADE {länger fortführen} · ACTION+QUANTITY_OR_STAGE {eine Portion zugeben} · ACTION+REFERENT {laufenden Posten umsetzen} · ORDER {fortsetzen} · LEARNED_OR_LOCAL_BODY+GRADE+CLOSE {kurz abführen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: Sollmaß; kurz wärmen; länger fortführen; eine Portion zugeben; laufenden Posten umsetzen; fortsetzen; kurz abführen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbare oder gelernte Arbeitsgefäß; der abgeteilte Teil.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B4-S012	f83r	der linken offenen Randstation	1	[LEARNED_OR_LOCAL_BODY>ACTION>CLOSE=abführen; Schluss]	BESITZER der linken offenen Randstation; abführen; Schluss.	RES {der linken offenen Randstation} · LEARNED_OR_LOCAL_BODY+ACTION+CLOSE {abführen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: abführen; Schluss. Die gezeichnete Station setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B4-S013	f83r	der linken offenen Randstation	2	[ORDER>ACTION=Fortsetzung ansetzen] [ACTION>GRADE>CLOSE=kurz absetzen lassen; Schluss]	BESITZER der linken offenen Randstation; Fortsetzung ansetzen; kurz absetzen lassen; Schluss.	RES {der linken offenen Randstation} · ORDER+ACTION {Fortsetzung ansetzen} · ACTION+GRADE+CLOSE {kurz absetzen lassen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: Fortsetzung ansetzen; kurz absetzen lassen; Schluss.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B4-S014	f83r	der linken offenen Randstation	4	[SOURCE_OR_PREPARATION=Ansatz] [REFERENT=dieser Posten] [ACTION>GRADE>REFERENT=kurzen Durchlauf ansetzen] [SOURCE_OR_PREPARATION>REFERENT>CLOSE=Wasserlauf schliessen; Schluss]	BESITZER der linken offenen Randstation; Ansatz; dieser Posten; kurzen Durchlauf ansetzen; Wasserlauf schliessen; Schluss.	RES {der linken offenen Randstation} · SOURCE_OR_PREPARATION {Ansatz} · REFERENT {dieser Posten} · ACTION+GRADE+REFERENT {kurzen Durchlauf ansetzen} · SOURCE_OR_PREPARATION+REFERENT+CLOSE {Wasserlauf schliessen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: Ansatz; dieser Posten; kurzen Durchlauf ansetzen; Wasserlauf schliessen; Schluss. Die gezeichnete Station setzt dabei voraus: die bezeichnete örtliche Stelle; eine abgeteilte Portion.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B4-S015	f83r	der rechten S-förmigen Mehrfachstation	6	[ACTION>QUANTITY_OR_STAGE=eine Portion zugeben] [LEARNED_OR_LOCAL_BODY=klarer Auszug] [QUANTITY_OR_STAGE=eine Portion] [ACTION>TARGET=zur Zielstelle durchleiten] [ACTION>GRADE>REFERENT=kurz sammeln] [LEARNED_OR_LOCAL_BODY>ACTION>CLOSE=abführen; Schluss]	BESITZER der rechten S-förmigen Mehrfachstation; eine Portion zugeben; klarer Auszug; eine Portion; zur Zielstelle durchleiten; kurz sammeln; abführen; Schluss.	RES {der rechten S-förmigen Mehrfachstation} · ACTION+QUANTITY_OR_STAGE {eine Portion zugeben} · LEARNED_OR_LOCAL_BODY {klarer Auszug} · QUANTITY_OR_STAGE {eine Portion} · ACTION+TARGET {zur Zielstelle durchleiten} · ACTION+GRADE+REFERENT {kurz sammeln} · LEARNED_OR_LOCAL_BODY+ACTION+CLOSE {abführen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: eine Portion zugeben; klarer Auszug; eine Portion; zur Zielstelle durchleiten; kurz sammeln; abführen; Schluss. Die gezeichnete Station setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit; das sichtbare oder gelernte Arbeitsgefäß; die bezeichnete örtliche Stelle; der abgeteilte Teil.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B4-S016	f83r	der rechten S-förmigen Mehrfachstation	4	[ORDER>QUANTITY_OR_STAGE=weitere Portion] [TARGET=dorthin] [ACTION>SOURCE_OR_PREPARATION=vom Ausgang ausgießen] [ACTION>GRADE>CLOSE=kurz absetzen lassen; Schluss]	BESITZER der rechten S-förmigen Mehrfachstation; weitere Portion; dorthin; vom Ausgang ausgießen; kurz absetzen lassen; Schluss.	RES {der rechten S-förmigen Mehrfachstation} · ORDER+QUANTITY_OR_STAGE {weitere Portion} · TARGET {dorthin} · ACTION+SOURCE_OR_PREPARATION {vom Ausgang ausgießen} · ACTION+GRADE+CLOSE {kurz absetzen lassen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: weitere Portion; dorthin; vom Ausgang ausgießen; kurz absetzen lassen; Schluss. Die gezeichnete Station setzt dabei voraus: das für den Gang vorgesehene Wasser; das sichtbar adressierte Becken.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B5-S001	f83r	der linken offenen Randstation	1	[ORDER>ACTION>CLOSE=Folgegang vollziehen; Schluss]	BESITZER der linken offenen Randstation; Folgegang vollziehen; Schluss.	RES {der linken offenen Randstation} · ORDER+ACTION+CLOSE {Folgegang vollziehen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: Folgegang vollziehen; Schluss.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B5-S002	f83r	der linken offenen Randstation	1	[ACTION>CLOSE=Umsetzung ansetzen; Schluss]	BESITZER der linken offenen Randstation; Umsetzung ansetzen; Schluss.	RES {der linken offenen Randstation} · ACTION+CLOSE {Umsetzung ansetzen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: Umsetzung ansetzen; Schluss.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B5-S003	f83r	der linken offenen Randstation	9	[ACTION>TARGET=dort absetzen] [TARGET=dorthin] [ORDER=fortsetzen] [LEARNED_OR_LOCAL_BODY>ORDER=von dort weiterfuehren] [ACTION>TARGET=dort umsetzen] [QUANTITY_OR_STAGE=Sollmaß] [ORDER=fortsetzen] [QUANTITY_OR_STAGE=Öffnungsstufe] [ACTION>REFERENT=laufenden Posten umsetzen]	BESITZER der linken offenen Randstation; dort absetzen; dorthin; fortsetzen; von dort weiterfuehren; dort umsetzen; Sollmaß; fortsetzen; Öffnungsstufe; laufenden Posten umsetzen.	RES {der linken offenen Randstation} · ACTION+TARGET {dort absetzen} · TARGET {dorthin} · ORDER {fortsetzen} · LEARNED_OR_LOCAL_BODY+ORDER {von dort weiterfuehren} · ACTION+TARGET {dort umsetzen} · QUANTITY_OR_STAGE {Sollmaß} · ORDER {fortsetzen} · QUANTITY_OR_STAGE {Öffnungsstufe} · ACTION+REFERENT {laufenden Posten umsetzen}.	Stationsbesitzer: diese Station. Kartenfolge: dort absetzen; dorthin; fortsetzen; von dort weiterfuehren; dort umsetzen; Sollmaß; fortsetzen; Öffnungsstufe; laufenden Posten umsetzen. Die gezeichnete Station setzt dabei voraus: die sichtbar bezeichnete Öffnung.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B6-S001	f83r	der rechten S-förmigen Mehrfachstation	9	[ACTION>GRADE>REFERENT=länger sammeln] [ACTION>GRADE>REFERENT=aktuellen Posten kurz bearbeiten] [TARGET>REFERENT=diesen Posten dorthin] [ORDER=fortsetzen] [QUANTITY_OR_STAGE=Sollmaß] [ORDER=fortsetzen] [LEARNED_OR_LOCAL_BODY=Tuch] [REFERENT=dieser Posten] [TARGET=Endziel]	BESITZER der rechten S-förmigen Mehrfachstation; länger sammeln; aktuellen Posten kurz bearbeiten; diesen Posten dorthin; fortsetzen; Sollmaß; fortsetzen; Tuch; dieser Posten; Endziel.	RES {der rechten S-förmigen Mehrfachstation} · ACTION+GRADE+REFERENT {länger sammeln} · ACTION+GRADE+REFERENT {aktuellen Posten kurz bearbeiten} · TARGET+REFERENT {diesen Posten dorthin} · ORDER {fortsetzen} · QUANTITY_OR_STAGE {Sollmaß} · ORDER {fortsetzen} · LEARNED_OR_LOCAL_BODY {Tuch} · REFERENT {dieser Posten} · TARGET {Endziel}.	Stationsbesitzer: diese Station. Kartenfolge: länger sammeln; aktuellen Posten kurz bearbeiten; diesen Posten dorthin; fortsetzen; Sollmaß; fortsetzen; Tuch; dieser Posten; Endziel. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; das für den Durchgang vorgesehene Tuch; die sichtbar bezeichnete Öffnung; die bezeichnete örtliche Stelle; eine abgeteilte Portion.	NONE_TWO_ORDERING_STYLES_ONLY	NO
