event_id	physical_page	locus	kind	surface	component_recipe	portable_default_de	local_contextual_expansion_de	edition_source
P1003-E0335	f77r	f77r.39	P	lsheey	L+SH+EE+Y	LEITEN · HALTEN · LÄNGER · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · an der Station halten · länger halten · dieser Stationsposten	PASS1003_FRESH_TRANSFER
P1003-E0336	f77r	f77r.39	P	qykaiin	Y+K+AIIN	POSTEN · GEBEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: dieser Stationsposten · in die Station geben · nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0337	f77r	f77r.39	P	sheedy	SH+EE+DY	HALTEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · Stationszelle schließen	PASS1003_FRESH_TRANSFER
P1003-E0338	f77r	f77r.39	P	laiin	L+AIIN	LEITEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0339	f77r	f77r.40	P	daiiin	DA+IIN	ZWEIT · STUFE	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zweite Station oder zweite Füllung · Stationsstufe	PASS1003_FRESH_TRANSFER
P1003-E0340	f77r	f77r.40	P	ol	OL	FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren	PASS1003_FRESH_TRANSFER
P1003-E0341	f77r	f77r.40	P	eeedy	EEE+DY	VOLL · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: vollständig halten/füllen · Stationszelle schließen	PASS1003_FRESH_TRANSFER
P1003-E0342	f77r	f77r.40	P	okaiin	OK+AIIN	SETZEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0343	f77r	f77r.40	P	sheeol	SH+EE+OL	HALTEN · LÄNGER · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · im selben Lauf fortfahren	PASS1003_FRESH_TRANSFER
P1003-E0344	f77r	f77r.40	P	qotaiin	OT+AIIN	DANACH · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0345	f77r	f77r.40	P	shody	SH+O+DY	HALTEN · AUSFÜHREN · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · Stationshandlung ausführen · Stationszelle schließen	PASS1003_FRESH_TRANSFER
P1003-E0346	f77r	f77r.40	P	qoty	OT+Y	DANACH · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · dieser Stationsposten	PASS1003_FRESH_TRANSFER
P1003-E0347	f77r	f77r.41	P	daiin	AIIN	MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0348	f77r	f77r.41	P	sh	SH	HALTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten	PASS1003_FRESH_TRANSFER
P1003-E0349	f77r	f77r.41	P	qolchey	OL+Y	FORTSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · dieser Stationsposten	PASS1003_FRESH_TRANSFER
P1003-E0350	f77r	f77r.41	P	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · Stationszelle schließen	PASS1003_FRESH_TRANSFER
P1003-E0351	f77r	f77r.41	P	qotal	OT+AL	DANACH · ZIEL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · zur Ziel-/Aufnahmestelle	PASS1003_FRESH_TRANSFER
P1003-E0352	f77r	f77r.41	P	r	R	MERKEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stationszustand merken	PASS1003_FRESH_TRANSFER
P1003-E0353	f77r	f77r.41	P	ain	AIN	PORTION	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: eine Füllung oder Portion	PASS1003_FRESH_TRANSFER
P1003-E0354	f77r	f77r.41	P	chl	Y	POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: dieser Stationsposten	PASS1003_FRESH_TRANSFER
P1003-E0355	f77r	f77r.41	P	s	S	AUSWÄHLEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen	PASS1003_FRESH_TRANSFER
P1003-E0356	f77r	f77r.41	P	arol	AR+OL	QUELLE · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: von Ausgangs-/Entnahmestelle · im selben Lauf fortfahren	PASS1003_FRESH_TRANSFER
P1003-E0357	f77r	f77r.42	P	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen	PASS1003_FRESH_TRANSFER
P1003-E0358	f77r	f77r.42	P	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · Stationszelle schließen	PASS1003_FRESH_TRANSFER
P1003-E0359	f77r	f77r.42	P	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen	PASS1003_FRESH_TRANSFER
P1003-E0360	f77r	f77r.42	P	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen	PASS1003_FRESH_TRANSFER
P1003-E0361	f77r	f77r.42	P	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · dieser Stationsposten	PASS1003_FRESH_TRANSFER
P1003-E0362	f77r	f77r.42	P	s	S	AUSWÄHLEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen	PASS1003_FRESH_TRANSFER
P1003-E0363	f77r	f77r.42	P	aiin	AIIN	MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0364	f77r	f77r.42	P	al	AL	ZIEL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur Ziel-/Aufnahmestelle	PASS1003_FRESH_TRANSFER
P1003-E0365	f77r	f77r.43	P	d	D_ADDR	TEIL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Teilbecken oder Arbeitsanteil	PASS1003_FRESH_TRANSFER
P1003-E0366	f77r	f77r.43	P	chee	SH+EE	HALTEN · LÄNGER	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten	PASS1003_FRESH_TRANSFER
P1003-E0367	f77r	f77r.43	P	ol	OL	FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren	PASS1003_FRESH_TRANSFER
P1003-E0368	f77r	f77r.43	P	cheedy	CH+EE+D_ADDR+Y	NEHMEN · LÄNGER · TEIL · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · länger halten · Teilbecken oder Arbeitsanteil · dieser Stationsposten	PASS1003_FRESH_TRANSFER
P1003-E0369	f77r	f77r.43	P	qotaiin	OT+AIIN	DANACH · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0370	f77r	f77r.43	P	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen	PASS1003_FRESH_TRANSFER
P1003-E0371	f77r	f77r.43	P	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · Stationszelle schließen	PASS1003_FRESH_TRANSFER
P1003-E0372	f77r	f77r.43	P	raiin	R+AIIN	MERKEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stationszustand merken · nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0373	f77r	f77r.44	P	sheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · dieser Stationsposten	PASS1003_FRESH_TRANSFER
P1003-E0374	f77r	f77r.44	P	qepchedy	CARRIER_Q+O+P+CHD+Y	BEGINN · AUSFÜHREN · EINSETZEN · UMSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: eine neue Stationszelle beginnen · Stationshandlung ausführen · in Becken oder Anschluss einsetzen · zur nächsten Station versetzen · dieser Stationsposten	PASS1003_FRESH_TRANSFER
P1003-E0375	f77r	f77r.44	P	qol	OL	FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren	PASS1003_FRESH_TRANSFER
P1003-E0376	f77r	f77r.44	P	cheedy	CH+EE+D_ADDR+Y	NEHMEN · LÄNGER · TEIL · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · länger halten · Teilbecken oder Arbeitsanteil · dieser Stationsposten	PASS1003_FRESH_TRANSFER
P1003-E0377	f77r	f77r.44	P	qokear	OK+E+AR	SETZEN · KURZ · QUELLE	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · kurz halten · von Ausgangs-/Entnahmestelle	PASS1003_FRESH_TRANSFER
P1003-E0378	f77r	f77r.44	P	cheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · dieser Stationsposten	PASS1003_FRESH_TRANSFER
P1003-E0379	f77r	f77r.44	P	loly	L+OL+Y	LEITEN · FORTSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · im selben Lauf fortfahren · dieser Stationsposten	PASS1003_FRESH_TRANSFER
P1003-E0380	f77r	f77r.44	P	dy	Y	POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: dieser Stationsposten	PASS1003_FRESH_TRANSFER
P1003-E0381	f77r	f77r.45	P	qokaiin	OK+AIIN	SETZEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0382	f77r	f77r.45	P	ches	CH+E+S	NEHMEN · KURZ · AUSWÄHLEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · kurz halten · sichtbare Station wählen	PASS1003_FRESH_TRANSFER
P1003-E0383	f77r	f77r.45	P	lchear	L+CH+E+AR	LEITEN · NEHMEN · KURZ · QUELLE	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · aus Becken oder Vorrat entnehmen · kurz halten · von Ausgangs-/Entnahmestelle	PASS1003_FRESH_TRANSFER
P1003-E0384	f77r	f77r.45	P	dal	AL	ZIEL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur Ziel-/Aufnahmestelle	PASS1003_FRESH_TRANSFER
P1003-E0385	f77r	f77r.45	P	chr	CH+R	NEHMEN · MERKEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · Stationszustand merken	PASS1003_FRESH_TRANSFER
P1003-E0386	f77r	f77r.45	P	sl	S+L	AUSWÄHLEN · LEITEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · über den sichtbaren Weg leiten	PASS1003_FRESH_TRANSFER
P1003-E0387	f77r	f77r.45	P	s	S	AUSWÄHLEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen	PASS1003_FRESH_TRANSFER
P1003-E0388	f77r	f77r.45	P	ain	AIN	PORTION	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: eine Füllung oder Portion	PASS1003_FRESH_TRANSFER
P1003-E0389	f77r	f77r.45	P	ol	OL	FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren	PASS1003_FRESH_TRANSFER
P1003-E0390	f77r	f77r.45	P	raiin	R+AIIN	MERKEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stationszustand merken · nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0391	f77r	f77r.45	P	lod	L+O+D_ADDR	LEITEN · AUSFÜHREN · TEIL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · Stationshandlung ausführen · Teilbecken oder Arbeitsanteil	PASS1003_FRESH_TRANSFER
P1003-E0392	f77r	f77r.46	P	daiin	AIIN	MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0393	f77r	f77r.46	P	chlchpsheey	CH+L+CH+P+SH+EE+Y	NEHMEN · LEITEN · NEHMEN · EINSETZEN · HALTEN · LÄNGER · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · über den sichtbaren Weg leiten · aus Becken oder Vorrat entnehmen · in Becken oder Anschluss einsetzen · an der Station halten · länger halten · dieser Stationsposten	PASS1003_FRESH_TRANSFER
P1003-E0394	f77r	f77r.46	P	tal	T+AL	STELLEN · ZIEL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stufe oder Stellung setzen · zur Ziel-/Aufnahmestelle	PASS1003_FRESH_TRANSFER
P1003-E0395	f77r	f77r.46	P	cheol	CHEO+L	AUSZUG · LEITEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Arbeitsauszug oder laufende Flüssigkeit · über den sichtbaren Weg leiten	PASS1003_FRESH_TRANSFER
P1003-E0396	f77r	f77r.46	P	dag	DA+LOCAL_CHAR_G	ZWEIT · EINMAL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zweite Station oder zweite Füllung · ein Durchgang	PASS1003_FRESH_TRANSFER
P1003-E0397	f77r	f77r.46	P	as	A_ADDR+S	ORT · AUSWÄHLEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station · sichtbare Station wählen	PASS1003_FRESH_TRANSFER
P1003-E0398	f77r	f77r.46	P	otey	OT+E+Y	DANACH · KURZ · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · dieser Stationsposten	PASS1003_FRESH_TRANSFER
P1003-E0399	f77r	f77r.46	P	daiin	AIIN	MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0400	f77r	f77r.47	P	ysheey	Y+SH+EE+Y	POSTEN · HALTEN · LÄNGER · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: dieser Stationsposten · an der Station halten · länger halten · dieser Stationsposten	PASS1003_FRESH_TRANSFER
P1003-E0401	f77r	f77r.47	P	dal	AL	ZIEL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur Ziel-/Aufnahmestelle	PASS1003_FRESH_TRANSFER
P1003-E0402	f77r	f77r.47	P	saiisol	S+A_ADDR+IIN+S+OL	AUSWÄHLEN · ORT · STUFE · AUSWÄHLEN · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · sichtbare Station · Stationsstufe · sichtbare Station wählen · im selben Lauf fortfahren	PASS1003_FRESH_TRANSFER
P1003-E0403	f77r	f77r.47	P	sal	S+AL	AUSWÄHLEN · ZIEL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · zur Ziel-/Aufnahmestelle	PASS1003_FRESH_TRANSFER
P1003-E0404	f77r	f77r.47	P	dalo	D_ADDR+AL+O	TEIL · ZIEL · AUSFÜHREN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Teilbecken oder Arbeitsanteil · zur Ziel-/Aufnahmestelle · Stationshandlung ausführen	PASS1003_FRESH_TRANSFER
P1003-E0405	f77r	f77r.47	P	tain	T+AIN	STELLEN · PORTION	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stufe oder Stellung setzen · eine Füllung oder Portion	PASS1003_FRESH_TRANSFER
P1003-E0406	f77r	f77r.47	P	dary	DA+R+Y	ZWEIT · MERKEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zweite Station oder zweite Füllung · Stationszustand merken · dieser Stationsposten	PASS1003_FRESH_TRANSFER
P1003-E0407	f77r	f77r.47	P	dalo	D_ADDR+AL+O	TEIL · ZIEL · AUSFÜHREN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Teilbecken oder Arbeitsanteil · zur Ziel-/Aufnahmestelle · Stationshandlung ausführen	PASS1003_FRESH_TRANSFER
P1003-E0408	f77r	f77r.48	P	sodar	S+O+DA+R	AUSWÄHLEN · AUSFÜHREN · ZWEIT · MERKEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · Stationshandlung ausführen · zweite Station oder zweite Füllung · Stationszustand merken	PASS1003_FRESH_TRANSFER
P1003-E0409	f77r	f77r.48	P	oloky	OL+OK+Y	FORTSETZEN · SETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · an der Station ansetzen · dieser Stationsposten	PASS1003_FRESH_TRANSFER
P1003-E0410	f77r	f77r.49	L	otchdy	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer untere Gefaess-/Beckenstation	PASS1003_FRESH_TRANSFER
P1003-E0411	f77r	f77r.50	L	otolaiin	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer untere Gefaess-/Beckenstation	PASS1003_FRESH_TRANSFER
P1003-E0412	f77r	f77r.50	L	o	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer untere Gefaess-/Beckenstation	PASS1003_FRESH_TRANSFER
P1003-E0413	f88v	f88v.1	L	okalyd	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	PASS1003_FRESH_TRANSFER
P1003-E0414	f88v	f88v.2	L	cheocthy	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	PASS1003_FRESH_TRANSFER
P1003-E0415	f88v	f88v.3	L	cpheor	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	PASS1003_FRESH_TRANSFER
P1003-E0416	f88v	f88v.4	L	otar	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	PASS1003_FRESH_TRANSFER
P1003-E0417	f88v	f88v.4	L	arody	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	PASS1003_FRESH_TRANSFER
P1003-E0418	f88v	f88v.5	L	otokol	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	PASS1003_FRESH_TRANSFER
P1003-E0419	f88v	f88v.6	P	teodal	T+E+O+D_ADDR+AL	STELLEN · KURZ · AUSFÜHREN · TEIL · ZIEL	am Stoffbild erste Gefaess-/Zutatengruppe: Menge, Dauer oder Stufe stellen · kurz einwirken lassen · den Arbeitsschritt ausführen · Wurzel-, Blatt-, Blüten- oder Fruchtteil · in das Zielgefäß oder an die Gebrauchsstelle	PASS1003_FRESH_TRANSFER
P1003-E0420	f88v	f88v.6	P	lkeo	L+K+E+O	LEITEN · GEBEN · KURZ · AUSFÜHREN	am Stoffbild erste Gefaess-/Zutatengruppe: gießen, abführen oder durchleiten · dem Ansatz zugeben · kurz einwirken lassen · den Arbeitsschritt ausführen	PASS1003_FRESH_TRANSFER
P1003-E0421	f88v	f88v.6	P	cheor	CHEO+R	AUSZUG · MERKEN	am Stoffbild erste Gefaess-/Zutatengruppe: der gewonnene Auszug · Teilgang oder Zustand merken	PASS1003_FRESH_TRANSFER
P1003-E0422	f88v	f88v.6	P	roshckhy	R+O+SH+CKH+Y	MERKEN · AUSFÜHREN · HALTEN · DURCHLASS · POSTEN	am Stoffbild erste Gefaess-/Zutatengruppe: Teilgang oder Zustand merken · den Arbeitsschritt ausführen · halten, ziehen oder stehen lassen · durch Tuch, Sieb oder Auslass · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0423	f88v	f88v.6	P	sorshy	S+OR+SH+Y	AUSWÄHLEN · ANSATZ · HALTEN · POSTEN	am Stoffbild erste Gefaess-/Zutatengruppe: den bezeichneten Drogenposten wählen · der laufende Ansatz · halten, ziehen oder stehen lassen · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0424	f88v	f88v.6	P	aiin	AIIN	MASS	am Stoffbild erste Gefaess-/Zutatengruppe: nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0425	f88v	f88v.6	P	cheokal	CHEO+K+AL	AUSZUG · GEBEN · ZIEL	am Stoffbild erste Gefaess-/Zutatengruppe: der gewonnene Auszug · dem Ansatz zugeben · in das Zielgefäß oder an die Gebrauchsstelle	PASS1003_FRESH_TRANSFER
P1003-E0426	f88v	f88v.6	P	saldaiin	S+AL+D_ADDR+AIIN	AUSWÄHLEN · ZIEL · TEIL · MASS	am Stoffbild erste Gefaess-/Zutatengruppe: den bezeichneten Drogenposten wählen · in das Zielgefäß oder an die Gebrauchsstelle · Wurzel-, Blatt-, Blüten- oder Fruchtteil · nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0427	f88v	f88v.7	P	dshor	D_ADDR+SH+OR	TEIL · HALTEN · ANSATZ	am Stoffbild erste Gefaess-/Zutatengruppe: Wurzel-, Blatt-, Blüten- oder Fruchtteil · halten, ziehen oder stehen lassen · der laufende Ansatz	PASS1003_FRESH_TRANSFER
P1003-E0428	f88v	f88v.7	P	shor	SH+OR	HALTEN · ANSATZ	am Stoffbild erste Gefaess-/Zutatengruppe: halten, ziehen oder stehen lassen · der laufende Ansatz	PASS1003_FRESH_TRANSFER
P1003-E0429	f88v	f88v.7	P	qokeody	OK+E+O+D_ADDR+Y	SETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN	am Stoffbild erste Gefaess-/Zutatengruppe: im Ansatz ansetzen · kurz einwirken lassen · den Arbeitsschritt ausführen · Wurzel-, Blatt-, Blüten- oder Fruchtteil · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0430	f88v	f88v.7	P	qokeo	OK+E+O	SETZEN · KURZ · AUSFÜHREN	am Stoffbild erste Gefaess-/Zutatengruppe: im Ansatz ansetzen · kurz einwirken lassen · den Arbeitsschritt ausführen	PASS1003_FRESH_TRANSFER
P1003-E0431	f88v	f88v.7	P	lchey	L+Y	LEITEN · POSTEN	am Stoffbild erste Gefaess-/Zutatengruppe: gießen, abführen oder durchleiten · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0432	f88v	f88v.7	P	chkeor	CHK+E+OR	BEHANDELN · KURZ · ANSATZ	am Stoffbild erste Gefaess-/Zutatengruppe: zerkleinern, wärmen, mischen oder bearbeiten · kurz einwirken lassen · der laufende Ansatz	PASS1003_FRESH_TRANSFER
P1003-E0433	f88v	f88v.7	P	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	am Stoffbild erste Gefaess-/Zutatengruppe: im Ansatz ansetzen · länger halten oder ziehen lassen · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0434	f88v	f88v.7	P	daiin	AIIN	MASS	am Stoffbild erste Gefaess-/Zutatengruppe: nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0435	f88v	f88v.7	P	qokeom	OK+E+O+AM_ADDR	SETZEN · KURZ · AUSFÜHREN · INNEN	am Stoffbild erste Gefaess-/Zutatengruppe: im Ansatz ansetzen · kurz einwirken lassen · den Arbeitsschritt ausführen · im Gefäß oder inneren Anteil	PASS1003_FRESH_TRANSFER
P1003-E0436	f88v	f88v.8	P	qoaiin	CARRIER_Q+O+AIIN	BEGINN · AUSFÜHREN · MASS	am Stoffbild erste Gefaess-/Zutatengruppe: einen neuen Ansatz beginnen · den Arbeitsschritt ausführen · nach vorgeschriebenem Maß	PASS1003_FRESH_TRANSFER
P1003-E0437	f88v	f88v.8	P	cheoy	CHEO+Y	AUSZUG · POSTEN	am Stoffbild erste Gefaess-/Zutatengruppe: der gewonnene Auszug · dieser Pflanzen-/Drogenposten	PASS1003_FRESH_TRANSFER
P1003-E0438	f88v	f88v.8	P	olcheody	OL+CHEO+DY	FORTSETZEN · AUSZUG · SCHLUSS	am Stoffbild erste Gefaess-/Zutatengruppe: denselben Ansatz fortführen · der gewonnene Auszug · Teilansatz abschließen	PASS1003_FRESH_TRANSFER
P1003-E0439	f88v	f88v.8	P	qoekeol	O+E+K+E+OL	AUSFÜHREN · KURZ · GEBEN · KURZ · FORTSETZEN	am Stoffbild erste Gefaess-/Zutatengruppe: den Arbeitsschritt ausführen · kurz einwirken lassen · dem Ansatz zugeben · kurz einwirken lassen · denselben Ansatz fortführen	PASS1003_FRESH_TRANSFER
P1003-E0440	f88v	f88v.8	P	cho	HO	TEILSTOFF	am Stoffbild erste Gefaess-/Zutatengruppe: weiterer Pflanzenteil oder Hilfsstoff	PASS1003_FRESH_TRANSFER
