template_assignment_id	record_id	physical_page	register	page_record_ordinal	record_start_role	bundle_count	event_count	bundle_ids	surface_sequence	active_model_sequence	strict_template_id	strict_template_record_count	strict_recurrence_class	strict_semantic_frame	recipe_frame	role_shape_id	role_shape_record_count	role_recurrence_class	role_shape_frame	literal_name_slot_count	owner_neutral_phrase_de	definitive_record_reading_de	all_sequences_have_default
G480-A119	G475-R119	f89r	PHARMA	13	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	1	1	G474-B130	saloiinsheol	INSTRUCTION	G480-T107	1	SINGLETON	INSTRUCTION[{N1} · ZIELORT · {N2} · HALTEN · {N3} · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	INSTRUCTION[AL+SH+OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	G480-S094	1	SINGLETON	INSTRUCTION[NAME · REL · NAME · ACTION · NAME · ORDER @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	3	Weiter halte den Namenseintrag »{N1}«, den Namenseintrag »{N2}« und den Namenseintrag »{N3}« zum Zielort. Reihenfolge konkret: OL — Namenseintrag »{N3}« weiterführen.	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß. Reihenfolge konkret: OL — Droge »e« weiterführen.	YES
G480-A120	G475-R120	f89r	PHARMA	14	UNMARKED_NEW_LOCUS	1	1	G474-B131	opcheor	INSTRUCTION	G480-T108	1	SINGLETON	INSTRUCTION[AUSFÜHRUNG · EINSETZEN · NEHMEN · GRAD I · EINHEIT @NONE]	INSTRUCTION[O+P+CH+E+OR @NONE]	G480-S095	1	SINGLETON	INSTRUCTION[MOD · ACTION · ACTION · MOD · ARG @NONE]	0	Setze die Einheit ein und nimm die Einheit, als Ausführung und auf Grad I.	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	YES
G480-A121	G475-R121	f89r	PHARMA	15	EXPLICIT_NEXT_SIBLING_OT	1	2	G474-B132	otold|y	CATALOGUE	G480-T109	1	SINGLETON	CATALOGUE[DANACH · FORTSETZEN · {N1} @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT / POSTEN @NONE]	CATALOGUE[OT+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT / Y @NONE]	G480-S096	1	SINGLETON	CATALOGUE[ORDER · ORDER · NAME @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT / ARG @NONE]	1	1. Namenseintrag »{N1}« — Folgevermerk, Fortsetzungsvermerk. 2. Eintrag »{N2}« — Postenangabe. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Namenseintrag »{N1}« weiterführen.	1. Droge »d« — Folgevermerk, Fortsetzungsvermerk. 2. Eintrag »y« — Postenangabe. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »d« weiterführen.	YES
G480-A122	G475-R122	f89r	PHARMA	16	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	1	3	G474-B133	okol|shol|dy	INSTRUCTION	G480-T110	1	SINGLETON	INSTRUCTION[SETZEN · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD / HALTEN · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD / POSTEN @NONE]	INSTRUCTION[OK+OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD / SH+OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD / Y @NONE]	G480-S097	1	SINGLETON	INSTRUCTION[ACTION · ORDER @KEEP_ACTIVE_UNIT:BACKWARD_HOLD / ACTION · ORDER @KEEP_ACTIVE_UNIT:BACKWARD_HOLD / ARG @NONE]	0	1. Weiter setze den Eintrag als Ansatz an. 2. Weiter halte den Eintrag. 3. Im selben Gang halte den Posten. Reihenfolge konkret: OL — Setzen weiterführen; OL — Halten weiterführen.	1. Weiter setze den Eintrag als Ansatz an. 2. Weiter halte den Eintrag. 3. Im selben Gang halte den Drogenposten. Reihenfolge konkret: OL — Setzen weiterführen; OL — Halten weiterführen.	YES
G480-A123	G475-R123	f89r	PHARMA	17	UNMARKED_NEW_LOCUS	1	1	G474-B134	opchoroiin	CATALOGUE	G480-T111	1	SINGLETON	CATALOGUE[{N1} · AUSFÜHRUNG · STUFE @NONE]	CATALOGUE[O+IIN @NONE]	G480-S098	1	SINGLETON	CATALOGUE[NAME · MOD · MOD @NONE]	1	Namenseintrag »{N1}« — Ausführungsvermerk, Stufenvermerk.	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.	YES
G480-A124	G475-R124	f89r	PHARMA	18	UNMARKED_NEW_LOCUS	1	1	G474-B135	korainy	INSTRUCTION	G480-T112	1	SINGLETON	INSTRUCTION[GEBEN · EINHEIT · ANTEIL · POSTEN @NONE]	INSTRUCTION[K+OR+AIN+Y @NONE]	G480-S099	1	SINGLETON	INSTRUCTION[ACTION · ARG · ARG · ARG @NONE]	0	Gib die Einheit, den Anteil und den Posten zu.	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	YES
G480-A125	G475-R125	f89r	PHARMA	19	UNMARKED_NEW_LOCUS	1	1	G474-B136	sodar	INSTRUCTION	G480-T113	1	SINGLETON	INSTRUCTION[WÄHLEN · AUSFÜHRUNG · ZWEITE STUFE · MARKIEREN @NONE]	INSTRUCTION[S+O+DA+R @NONE]	G480-S100	1	SINGLETON	INSTRUCTION[ACTION · MOD · MOD · ACTION @NONE]	0	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	YES
G480-A126	G475-R126	f89r	PHARMA	20	UNMARKED_NEW_LOCUS	1	1	G474-B137	cheys	INSTRUCTION	G480-T114	1	SINGLETON	INSTRUCTION[POSTEN · WÄHLEN @NONE]	INSTRUCTION[Y+S @NONE]	G480-S101	1	SINGLETON	INSTRUCTION[ARG · ACTION @NONE]	0	Wähle den Posten.	Wähle den Drogenposten.	YES
G480-A127	G475-R127	f89r	PHARMA	21	UNMARKED_NEW_LOCUS	1	1	G474-B138	cheody	INSTRUCTION	G480-T115	1	SINGLETON	INSTRUCTION[NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN @NONE]	INSTRUCTION[CH+E+O+Y @NONE]	G480-S102	1	SINGLETON	INSTRUCTION[ACTION · MOD · MOD · ARG @NONE]	0	Nimm den Posten, auf Grad I und als Ausführung.	Nimm den Drogenposten, auf Grad I und als Ausführung.	YES
G480-A128	G475-R128	f89r	PHARMA	22	UNMARKED_NEW_LOCUS	1	1	G474-B139	oporain	CATALOGUE	G480-T116	2	SAME_PAGE_RECURRENT	CATALOGUE[{N1} · ANTEIL @NONE]	CATALOGUE[AIN @NONE]	G480-S054	5	CROSS_REGISTER	CATALOGUE[NAME · ARG @NONE]	1	Namenseintrag »{N1}« — Anteilsangabe.	Droge »opor« — Anteilsangabe.	YES
G480-A129	G475-R129	f89r	PHARMA	23	UNMARKED_NEW_LOCUS	1	1	G474-B140	okshdchos	INSTRUCTION	G480-T117	1	SINGLETON	INSTRUCTION[SETZEN · HALTEN · {N1} @NONE]	INSTRUCTION[OK+SH @NONE]	G480-S103	1	SINGLETON	INSTRUCTION[ACTION · ACTION · NAME @NONE]	1	Setze den Namenseintrag »{N1}« als Ansatz an und halte den Namenseintrag »{N1}«.	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.	YES
G480-A130	G475-R130	f89r	PHARMA	24	UNMARKED_NEW_LOCUS	1	1	G474-B141	okain	INSTRUCTION	G480-T118	1	SINGLETON	INSTRUCTION[SETZEN · ANTEIL @NONE]	INSTRUCTION[OK+AIN @NONE]	G480-S079	2	CROSS_PAGE	INSTRUCTION[ACTION · ARG @NONE]	0	Setze den Anteil als Ansatz an.	Setze den Drogenanteil als Ansatz an.	YES
G480-A131	G475-R131	f89r	PHARMA	25	UNMARKED_NEW_LOCUS	1	1	G474-B142	yorain	CATALOGUE	G480-T116	2	SAME_PAGE_RECURRENT	CATALOGUE[{N1} · ANTEIL @NONE]	CATALOGUE[AIN @NONE]	G480-S054	5	CROSS_REGISTER	CATALOGUE[NAME · ARG @NONE]	1	Namenseintrag »{N1}« — Anteilsangabe.	Droge »yor« — Anteilsangabe.	YES
G480-A132	G475-R132	f89r	PHARMA	26	UNMARKED_NEW_LOCUS	1	1	G474-B143	ofakal	CATALOGUE	G480-T119	1	SINGLETON	CATALOGUE[AUSFÜHRUNG · HIER · {N1} · ZIELORT @NONE]	CATALOGUE[O+LOCAL_CHAR_F+AL @NONE]	G480-S104	1	SINGLETON	CATALOGUE[MOD · MOD · NAME · REL @NONE]	1	Namenseintrag »{N1}« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	YES
G480-A133	G475-R133	f89r	PHARMA	27	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B144	otalsy	COORDINATE	G480-T050	2	CROSS_REGISTER	COORDINATE[DANACH · ZIELORT · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AL+Y @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S014	3	CROSS_REGISTER	COORDINATE[ORDER · REL · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	0	Adressspur: danach → Zielort → Posten. Reihenfolge konkret: OT — danach Zielort.	Adressspur: danach → Zielgefäß → Drogenposten. Reihenfolge konkret: OT — danach Zielort.	YES
G480-A134	G475-R134	f89r	PHARMA	28	UNMARKED_NEW_LOCUS	1	1	G474-B145	ytarem	CATALOGUE	G480-T071	2	CROSS_REGISTER	CATALOGUE[{N1} · AUSGANG · {N2} @NONE]	CATALOGUE[AR @NONE]	G480-S063	2	CROSS_REGISTER	CATALOGUE[NAME · REL · NAME @NONE]	2	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung.	Droge »yt« / Droge »em« — Ausgangszuordnung.	YES
G480-A135	G475-R135	f89r	PHARMA	29	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B146	otolarol	COORDINATE	G480-T120	1	SINGLETON	COORDINATE[DANACH · FORTSETZEN · AUSGANG · FORTSETZEN @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	COORDINATE[OT+OL+AR+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	G480-S105	1	SINGLETON	COORDINATE[ORDER · ORDER · REL · ORDER @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	0	Adressspur: danach → weiter → Ausgang → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Ausgang weiterführen; OL — Ausgang weiterführen.	Adressspur: danach → weiter → Ausgangsgefäß → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Ausgang weiterführen; OL — Ausgang weiterführen.	YES
