dictionary_entry_id	surfaces	component_recipe	atomic_pocket_sequence_de	observed_channel	observed_channel_reading_de	events	pages
P912-D0541	ody	O+DY	GANG + ENDE	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; Bildeintrag schließen	2	f69v,f70v
P912-D0014	airchy	AIR+Y	LAUFWEG + DIES	OWNER_ADDRESS_OR_DIAGRAM	Ringlauf; dieser Bildplatz	1	f69v
P912-D0214	choky	OK+Y	START + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; dieser Bildplatz	1	f69v
P912-D1281	ychey	Y+Y	DIES + DIES	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; dieser Bildplatz	1	f69v
P912-D0360	doair	D_ADDR+O+AIR	UNTER + GANG + LAUFWEG	OWNER_ADDRESS_OR_DIAGRAM	Unterplatz; Reihe aufrufen; Ringlauf	1	f69v
P912-D0775	otaldal	OT+AL+AL	NAECHST + ZIEL + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Zielplatz; Zielplatz	1	f69v
P912-D0088	chdy	CHD+Y	WECHSEL + DIES	OWNER_ADDRESS_OR_DIAGRAM	zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f69v
P912-D0840	otoar	OT+O+AR	NAECHST + GANG + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Reihe aufrufen; Quell- oder Bezugsstelle	1	f69v
P912-D0251	chy	Y	DIES	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz	2	f69v,f70v
P912-D1024	qoteor	OT+E+OR	NAECHST + KURZ + EINTRAG	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; Eintragsklasse	1	f69v
P912-D0185	cho	HO	TEIL	OWNER_ADDRESS_OR_DIAGRAM	Teil oder Mitglied der Bildklasse	2	f69v,f70v
P912-D1008	qotair	OT+AIR	NAECHST + LAUFWEG	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Ringlauf	1	f69v
P912-D0084	chda	CHD+A_ADDR	WECHSEL + ADRESSE	OWNER_ADDRESS_OR_DIAGRAM	zu Gegen- oder Folgeplatz wechseln; lokale Bildadresse	1	f69v
P912-D0808	oteeal	OT+EE+AL	NAECHST + LANG + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; zweiter Grad; Zielplatz	1	f69v
P912-D0154	cheor	CHEO+R	AUSZUG + MARKE	OWNER_ADDRESS_OR_DIAGRAM	lokaler Eintrag; Zustandsmarke	1	f69v
P912-D0013	air	AIR	LAUFWEG	OWNER_ADDRESS_OR_DIAGRAM	Ringlauf	2	f69v,f70v
P912-D0827	oteody	OT+E+O+Y	NAECHST + KURZ + GANG + DIES	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; Reihe aufrufen; dieser Bildplatz	4	f69v,f70v
P912-D1383	ytyd	Y+T+Y+D_LABEL	DIES + EINSTELLUNG + DIES + D	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Platz oder Wert einstellen; dieser Bildplatz; lokales Bildzeichen	1	f69v
P912-D0001	a	A_ADDR	ADRESSE	OWNER_ADDRESS_OR_DIAGRAM	lokale Bildadresse	1	f69v
P912-D0351	dchy	D_ADDR+Y	UNTER + DIES	OWNER_ADDRESS_OR_DIAGRAM	Unterplatz; dieser Bildplatz	1	f69v
P912-D0855	otoly	OT+OL+Y	NAECHST + WEITER + DIES	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; dieselbe Reihe fortführen; dieser Bildplatz	1	f69v
P912-D0633	okeodal	OK+E+O+AL	START + KURZ + GANG + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; erster Grad; Reihe aufrufen; Zielplatz	2	f69v,f70v
P912-D0825	oteoarar	OT+E+O+AR+AR	NAECHST + KURZ + GANG + QUELLE + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; Reihe aufrufen; Quell- oder Bezugsstelle; Quell- oder Bezugsstelle	1	f69v
P912-D0163	cheteeser	CH+E+T+EE+S_ADDR+E+R	AUSWAHL + KURZ + EINSTELLUNG + LANG + STERNORT + KURZ + MARKE	OWNER_ADDRESS_OR_DIAGRAM	Klasse oder Figur kennzeichnen; erster Grad; Platz oder Wert einstellen; zweiter Grad; Stern- oder s-Stelle; erster Grad; Zustandsmarke	1	f69v
P912-D0650	okody	OK+O+Y	START + GANG + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Reihe aufrufen; dieser Bildplatz	1	f69v
P912-D0820	oteey	OT+EE+Y	NAECHST + LANG + DIES	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; zweiter Grad; dieser Bildplatz	5	f69v,f70v
P912-D0626	okeey	OK+EE+Y	START + LANG + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; zweiter Grad; dieser Bildplatz	2	f69v
P912-D1094	sar	S+AR	WAHL + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	Bildklasse auswählen; Quell- oder Bezugsstelle	1	f69v
P912-D0629	okeo	OK+E+O	START + KURZ + GANG	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; erster Grad; Reihe aufrufen	1	f69v
P912-D0391	dy	Y	DIES	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz	2	f69v
P912-D0517	ochoyk	O+CH+O+Y+K	GANG + AUSWAHL + GANG + DIES + ZUORDNUNG	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; Klasse oder Figur kennzeichnen; Reihe aufrufen; dieser Bildplatz; Wert zuordnen	1	f69v
P912-D1328	ykeey	Y+K+EE+Y	DIES + ZUORDNUNG + LANG + DIES	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; zweiter Grad; dieser Bildplatz	1	f69v
P912-D1380	ytory	Y+T+OR+Y	DIES + EINSTELLUNG + EINTRAG + DIES	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Platz oder Wert einstellen; Eintragsklasse; dieser Bildplatz	1	f69v
P912-D0548	oeesy	O+EE+S+Y	GANG + LANG + WAHL + DIES	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; zweiter Grad; Bildklasse auswählen; dieser Bildplatz	1	f69v
P912-D1374	ytody	Y+T+O+DY	DIES + EINSTELLUNG + GANG + ENDE	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Platz oder Wert einstellen; Reihe aufrufen; Bildeintrag schließen	1	f69v
P912-D0648	okody	OK+O+Y	START + GANG + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Reihe aufrufen; dieser Bildplatz	1	f69v
P912-D0844	otody	OT+O+DY	NAECHST + GANG + ENDE	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Reihe aufrufen; Bildeintrag schließen	1	f69v
P912-D0606	okeal	OK+E+AL	START + KURZ + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; erster Grad; Zielplatz	1	f69v
P912-D0631	okeod	OK+E+O+D_ADDR	START + KURZ + GANG + UNTER	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; erster Grad; Reihe aufrufen; Unterplatz	3	f69v
P912-D0821	oteeys	OT+EE+Y+S	NAECHST + LANG + DIES + WAHL	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; zweiter Grad; dieser Bildplatz; Bildklasse auswählen	1	f69v
P912-D0829	oteol	OT+E+OL	NAECHST + KURZ + WEITER	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; dieselbe Reihe fortführen	1	f69v
P912-D1336	ykeydy	Y+K+E+Y+DY	DIES + ZUORDNUNG + KURZ + DIES + ENDE	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; erster Grad; dieser Bildplatz; Bildeintrag schließen	1	f69v
P912-D1096	saral	S+AR+AL	WAHL + QUELLE + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	Bildklasse auswählen; Quell- oder Bezugsstelle; Zielplatz	1	f69v
P912-D1069	saiir	S+AIIN+R	WAHL + SOLLWERT + MARKE	OWNER_ADDRESS_OR_DIAGRAM	Bildklasse auswählen; verzeichneter Sollwert; Zustandsmarke	1	f69v
P912-D0657	okolar	OK+OL+AR	START + WEITER + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; dieselbe Reihe fortführen; Quell- oder Bezugsstelle	1	f69v
P912-D1330	ykeody	Y+K+E+O+DY	DIES + ZUORDNUNG + KURZ + GANG + ENDE	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; erster Grad; Reihe aufrufen; Bildeintrag schließen	1	f69v
P912-D1099	sarydy	S+AR+Y+D_ADDR+Y	WAHL + QUELLE + DIES + UNTER + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bildklasse auswählen; Quell- oder Bezugsstelle; dieser Bildplatz; Unterplatz; dieser Bildplatz	1	f69v
P912-D0803	otchy	OT+CH+Y	NAECHST + AUSWAHL + DIES	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f69v
P912-D0641	okey	OK+E+Y	START + KURZ + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; erster Grad; dieser Bildplatz	1	f69v
P912-D0281	d	D_ADDR	UNTER	OWNER_ADDRESS_OR_DIAGRAM	Unterplatz	1	f69v
P912-D0647	okodchy	OK+O+D_ADDR+CH+Y	START + GANG + UNTER + AUSWAHL + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Reihe aufrufen; Unterplatz; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f69v
P912-D0635	okeody	OK+E+O+D_ADDR+Y	START + KURZ + GANG + UNTER + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; erster Grad; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f69v
P912-D0599	okcheys	OK+CH+E+Y+S	START + AUSWAHL + KURZ + DIES + WAHL	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz; Bildklasse auswählen	1	f69v
P912-D0513	oar	O+AR	GANG + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; Quell- oder Bezugsstelle	1	f69v
P912-D0031	alys	AL+Y+S	ZIEL + DIES + WAHL	OWNER_ADDRESS_OR_DIAGRAM	Zielplatz; dieser Bildplatz; Bildklasse auswählen	1	f69v
P912-D0314	dalalody	AL+AL+O+DY	ZIEL + ZIEL + GANG + ENDE	OWNER_ADDRESS_OR_DIAGRAM	Zielplatz; Zielplatz; Reihe aufrufen; Bildeintrag schließen	1	f70v
P912-D0834	oteoshey	OT+E+O+SH+E+Y	NAECHST + KURZ + GANG + HALT + KURZ + DIES	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; Reihe aufrufen; Bezug festhalten; erster Grad; dieser Bildplatz	1	f70v
P912-D0653	okoksheo	OK+OK+SH+E+O	START + START + HALT + KURZ + GANG	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Bildplatz aktivieren; Bezug festhalten; erster Grad; Reihe aufrufen	1	f70v
P912-D1174	shokey	SH+OK+E+Y	HALT + START + KURZ + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bezug festhalten; Bildplatz aktivieren; erster Grad; dieser Bildplatz	1	f70v
P912-D1037	raiin	R+AIIN	MARKE + SOLLWERT	OWNER_ADDRESS_OR_DIAGRAM	Zustandsmarke; verzeichneter Sollwert	1	f70v
P912-D0861	otor	OT+OR	NAECHST + EINTRAG	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Eintragsklasse	1	f70v
P912-D0518	ochy	O+Y	GANG + DIES	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; dieser Bildplatz	1	f70v
P912-D1063	s	S	WAHL	OWNER_ADDRESS_OR_DIAGRAM	Bildklasse auswählen	3	f70v
P912-D0823	oteo	OT+E+O	NAECHST + KURZ + GANG	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; Reihe aufrufen	1	f70v
P912-D0295	daiir	DA+IIN+R	ZWEIT + STUFE + MARKE	OWNER_ADDRESS_OR_DIAGRAM	zweite Bildstufe; Wertstufe; Zustandsmarke	2	f70v
P912-D0083	chcthy	CH+CTH+Y	AUSWAHL + BEREIT + DIES	OWNER_ADDRESS_OR_DIAGRAM	Klasse oder Figur kennzeichnen; Bereitschaftsklasse; dieser Bildplatz	1	f70v
P912-D0358	dlal	D_ADDR+L+AL	UNTER + VERBINDUNG + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	Unterplatz; Bildverbindung; Zielplatz	1	f70v
P912-D0826	oteodaiin	OT+E+O+AIIN	NAECHST + KURZ + GANG + SOLLWERT	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; Reihe aufrufen; verzeichneter Sollwert	1	f70v
P912-D1332	ykeody	Y+K+E+O+DY	DIES + ZUORDNUNG + KURZ + GANG + ENDE	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; erster Grad; Reihe aufrufen; Bildeintrag schließen	1	f70v
P912-D1149	sheo	SH+E+O	HALT + KURZ + GANG	OWNER_ADDRESS_OR_DIAGRAM	Bezug festhalten; erster Grad; Reihe aufrufen	2	f70v
P912-D0293	daiin	AIIN	SOLLWERT	OWNER_ADDRESS_OR_DIAGRAM	verzeichneter Sollwert	3	f70v
P912-D0812	oteedy	OT+EE+DY	NAECHST + LANG + ENDE	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; zweiter Grad; Bildeintrag schließen	2	f70v
P912-D0160	chetalchs	CH+E+T+AL+CH+S_ADDR	AUSWAHL + KURZ + EINSTELLUNG + ZIEL + AUSWAHL + STERNORT	OWNER_ADDRESS_OR_DIAGRAM	Klasse oder Figur kennzeichnen; erster Grad; Platz oder Wert einstellen; Zielplatz; Klasse oder Figur kennzeichnen; Stern- oder s-Stelle	1	f70v
P912-D1384	zar	Z_ADDR+AR	ZORT + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	z-stelle; Quell- oder Bezugsstelle	1	f70v
P912-D1181	shoteeody	SH+O+T+EE+O+DY	HALT + GANG + EINSTELLUNG + LANG + GANG + ENDE	OWNER_ADDRESS_OR_DIAGRAM	Bezug festhalten; Reihe aufrufen; Platz oder Wert einstellen; zweiter Grad; Reihe aufrufen; Bildeintrag schließen	1	f70v
P912-D0616	okeeo	OK+EE+O	START + LANG + GANG	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; zweiter Grad; Reihe aufrufen	1	f70v
P912-D0603	okchoteees	OK+CH+OT+EEE+S_ADDR	START + AUSWAHL + NAECHST + VOLL + STERNORT	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Klasse oder Figur kennzeichnen; nächster Bildplatz; dritter oder voller Grad; Stern- oder s-Stelle	1	f70v
P912-D0816	oteeody	OT+EE+O+DY	NAECHST + LANG + GANG + ENDE	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; zweiter Grad; Reihe aufrufen; Bildeintrag schließen	2	f70v
P912-D0144	cheokeo	CH+E+OK+E+O	AUSWAHL + KURZ + START + KURZ + GANG	OWNER_ADDRESS_OR_DIAGRAM	Klasse oder Figur kennzeichnen; erster Grad; Bildplatz aktivieren; erster Grad; Reihe aufrufen	1	f70v
P912-D0759	otaiin	OT+AIIN	NAECHST + SOLLWERT	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; verzeichneter Sollwert	3	f70v
P912-D1159	shes	SH+E+S_ADDR	HALT + KURZ + STERNORT	OWNER_ADDRESS_OR_DIAGRAM	Bezug festhalten; erster Grad; Stern- oder s-Stelle	1	f70v
P912-D1260	to	T+O	EINSTELLUNG + GANG	OWNER_ADDRESS_OR_DIAGRAM	Platz oder Wert einstellen; Reihe aufrufen	1	f70v
P912-D0721	oly	OL+Y	WEITER + DIES	OWNER_ADDRESS_OR_DIAGRAM	dieselbe Reihe fortführen; dieser Bildplatz	1	f70v
P912-D0319	daly	AL+Y	ZIEL + DIES	OWNER_ADDRESS_OR_DIAGRAM	Zielplatz; dieser Bildplatz	2	f70v
P912-D1119	sheal	SH+E+AL	HALT + KURZ + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	Bezug festhalten; erster Grad; Zielplatz	1	f70v
P912-D0773	otalchy	OT+AL+Y	NAECHST + ZIEL + DIES	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Zielplatz; dieser Bildplatz	1	f70v
P912-D1241	tar	T+AR	EINSTELLUNG + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	Platz oder Wert einstellen; Quell- oder Bezugsstelle	1	f70v
P912-D0726	opchey	O+P+Y	GANG + EINSATZ + DIES	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; Platz besetzen; dieser Bildplatz	1	f70v
P912-D1076	sal	S+AL	WAHL + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	Bildklasse auswählen; Zielplatz	1	f70v
P912-D0763	otakaizan	OT+A_ADDR+K+AIN+Z_ADDR+AN	NAECHST + ADRESSE + ZUORDNUNG + EINHEIT + ZORT + ZUSATZ	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; lokale Bildadresse; Wert zuordnen; Einheit oder Index; z-stelle; zusätzlicher Eintrag	1	f70v
P912-D0581	okalal	OK+AL+AL	START + ZIEL + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Zielplatz; Zielplatz	1	f70v
P912-D0780	otaly	OT+AL+Y	NAECHST + ZIEL + DIES	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Zielplatz; dieser Bildplatz	2	f70v
P912-D0512	oalcheg	O+AL+CH+E+G_LABEL	GANG + ZIEL + AUSWAHL + KURZ + G	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; Zielplatz; Klasse oder Figur kennzeichnen; erster Grad; lokales Bildzeichen	1	f70v
P912-D0797	otchodals	OT+CH+O+AL+S_ADDR	NAECHST + AUSWAHL + GANG + ZIEL + STERNORT	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Klasse oder Figur kennzeichnen; Reihe aufrufen; Zielplatz; Stern- oder s-Stelle	1	f70v
P912-D0661	okolshy	OK+OL+SH+Y	START + WEITER + HALT + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; dieselbe Reihe fortführen; Bezug festhalten; dieser Bildplatz	1	f70v
P912-D0866	otshshdy	OT+SH+SH+DY	NAECHST + HALT + HALT + ENDE	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Bezug festhalten; Bezug festhalten; Bildeintrag schließen	1	f70v
P912-D0766	otal	OT+AL	NAECHST + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Zielplatz	3	f70v
P912-D1349	ypsharal	Y+P+SH+AR+AL	DIES + EINSATZ + HALT + QUELLE + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Platz besetzen; Bezug festhalten; Quell- oder Bezugsstelle; Zielplatz	1	f70v
P912-D0643	okey	OK+E+Y	START + KURZ + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; erster Grad; dieser Bildplatz	2	f70v
P912-D0842	otodal	OT+O+AL	NAECHST + GANG + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Reihe aufrufen; Zielplatz	1	f70v
P912-D0143	cheokeeo	CH+E+OK+EE+O	AUSWAHL + KURZ + START + LANG + GANG	OWNER_ADDRESS_OR_DIAGRAM	Klasse oder Figur kennzeichnen; erster Grad; Bildplatz aktivieren; zweiter Grad; Reihe aufrufen	1	f70v
P912-D1177	shol	SH+OL	HALT + WEITER	OWNER_ADDRESS_OR_DIAGRAM	Bezug festhalten; dieselbe Reihe fortführen	1	f70v
P912-D0679	olaiin	OL+AIIN	WEITER + SOLLWERT	OWNER_ADDRESS_OR_DIAGRAM	dieselbe Reihe fortführen; verzeichneter Sollwert	1	f70v
P912-D1068	saiin	S+AIIN	WAHL + SOLLWERT	OWNER_ADDRESS_OR_DIAGRAM	Bildklasse auswählen; verzeichneter Sollwert	1	f70v
P912-D0961	qokeeol	OK+EE+OL	START + LANG + WEITER	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; zweiter Grad; dieselbe Reihe fortführen	1	f70v
P912-D0804	otchykey	OT+Y+K+E+Y	NAECHST + DIES + ZUORDNUNG + KURZ + DIES	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; dieser Bildplatz; Wert zuordnen; erster Grad; dieser Bildplatz	1	f70v
P912-D0131	chekeal	CHK+E+AL	BEHANDLUNG + KURZ + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	Behandlungsklasse; erster Grad; Zielplatz	1	f70v
P912-D0832	oteosaiin	OT+E+O+S_ADDR+AIIN	NAECHST + KURZ + GANG + STERNORT + SOLLWERT	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; Reihe aufrufen; Stern- oder s-Stelle; verzeichneter Sollwert	1	f70v
P912-D0133	chekey	CHK+E+Y	BEHANDLUNG + KURZ + DIES	OWNER_ADDRESS_OR_DIAGRAM	Behandlungsklasse; erster Grad; dieser Bildplatz	1	f70v
P912-D0637	okeolol	OK+E+OL+OL	START + KURZ + WEITER + WEITER	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; erster Grad; dieselbe Reihe fortführen; dieselbe Reihe fortführen	1	f70v
P912-D0549	oeey	O+EE+Y	GANG + LANG + DIES	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; zweiter Grad; dieser Bildplatz	1	f70v
P912-D0732	opotey	O+P+O+T+E+Y	GANG + EINSATZ + GANG + EINSTELLUNG + KURZ + DIES	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; Platz besetzen; Reihe aufrufen; Platz oder Wert einstellen; erster Grad; dieser Bildplatz	1	f70v
P912-D0019	al	AL	ZIEL	OWNER_ADDRESS_OR_DIAGRAM	Zielplatz	4	f70v
P912-D0806	otecheo	OT+E+CHEO	NAECHST + KURZ + AUSZUG	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; lokaler Eintrag	1	f70v
P912-D0662	okoly	OK+OL+Y	START + WEITER + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; dieselbe Reihe fortführen; dieser Bildplatz	1	f70v
P912-D0768	otalaiin	OT+AL+AIIN	NAECHST + ZIEL + SOLLWERT	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Zielplatz; verzeichneter Sollwert	1	f70v
P912-D0822	oteo	OT+E+O	NAECHST + KURZ + GANG	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; Reihe aufrufen	1	f70v
P912-D0022	alals	AL+AL+S_ADDR	ZIEL + ZIEL + STERNORT	OWNER_ADDRESS_OR_DIAGRAM	Zielplatz; Zielplatz; Stern- oder s-Stelle	1	f70v
P912-D0048	araly	AR+AL+Y	QUELLE + ZIEL + DIES	OWNER_ADDRESS_OR_DIAGRAM	Quell- oder Bezugsstelle; Zielplatz; dieser Bildplatz	1	f70v
P912-D0828	oteoeey	OT+E+O+EE+Y	NAECHST + KURZ + GANG + LANG + DIES	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; Reihe aufrufen; zweiter Grad; dieser Bildplatz	1	f70v
P912-D0607	okealar	OK+E+AL+AR	START + KURZ + ZIEL + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; erster Grad; Zielplatz; Quell- oder Bezugsstelle	1	f70v
P912-D0805	otear	OT+E+AR	NAECHST + KURZ + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; Quell- oder Bezugsstelle	1	f70v
P912-D0052	araydy	AR+A_ADDR+Y+DY	QUELLE + ADRESSE + DIES + ENDE	OWNER_ADDRESS_OR_DIAGRAM	Quell- oder Bezugsstelle; lokale Bildadresse; dieser Bildplatz; Bildeintrag schließen	1	f70v
P912-D0597	okcheo	OK+CHEO	START + AUSZUG	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; lokaler Eintrag	1	f70v
P912-D0838	otey	OT+E+Y	NAECHST + KURZ + DIES	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; dieser Bildplatz	1	f70v
P912-D1329	ykeey	Y+K+EE+Y	DIES + ZUORDNUNG + LANG + DIES	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; zweiter Grad; dieser Bildplatz	1	f70v
P912-D1251	tchy	T+Y	EINSTELLUNG + DIES	OWNER_ADDRESS_OR_DIAGRAM	Platz oder Wert einstellen; dieser Bildplatz	1	f70v
P912-D0864	otsheo	OT+SH+E+O	NAECHST + HALT + KURZ + GANG	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Bezug festhalten; erster Grad; Reihe aufrufen	1	f70v
P912-D0836	oteotey	OT+E+O+T+E+Y	NAECHST + KURZ + GANG + EINSTELLUNG + KURZ + DIES	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; Reihe aufrufen; Platz oder Wert einstellen; erster Grad; dieser Bildplatz	2	f70v
P912-D1164	shey	SH+E+Y	HALT + KURZ + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bezug festhalten; erster Grad; dieser Bildplatz	2	f70v
P912-D1125	shecth	SH+E+CTH	HALT + KURZ + BEREIT	OWNER_ADDRESS_OR_DIAGRAM	Bezug festhalten; erster Grad; Bereitschaftsklasse	1	f70v
P912-D0725	opcheoldair	O+P+CH+E+OL+D_ADDR+AIR	GANG + EINSATZ + AUSWAHL + KURZ + WEITER + UNTER + LAUFWEG	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; Platz besetzen; Klasse oder Figur kennzeichnen; erster Grad; dieselbe Reihe fortführen; Unterplatz; Ringlauf	1	f70v
P912-D0336	dateey	DA+T+EE+Y	ZWEIT + EINSTELLUNG + LANG + DIES	OWNER_ADDRESS_OR_DIAGRAM	zweite Bildstufe; Platz oder Wert einstellen; zweiter Grad; dieser Bildplatz	1	f70v
P912-D1078	sal	S+AL	WAHL + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	Bildklasse auswählen; Zielplatz	1	f70v
P912-D0235	choteey	CH+OT+EE+Y	AUSWAHL + NAECHST + LANG + DIES	OWNER_ADDRESS_OR_DIAGRAM	Klasse oder Figur kennzeichnen; nächster Bildplatz; zweiter Grad; dieser Bildplatz	1	f70v
P912-D0200	choeteedy	HO+E+T+EE+DY	TEIL + KURZ + EINSTELLUNG + LANG + ENDE	OWNER_ADDRESS_OR_DIAGRAM	Teil oder Mitglied der Bildklasse; erster Grad; Platz oder Wert einstellen; zweiter Grad; Bildeintrag schließen	1	f70v
P912-D0835	oteoteotsho	OT+E+O+T+E+O+T+SH+O	NAECHST + KURZ + GANG + EINSTELLUNG + KURZ + GANG + EINSTELLUNG + HALT + GANG	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; Reihe aufrufen; Platz oder Wert einstellen; erster Grad; Reihe aufrufen; Platz oder Wert einstellen; Bezug festhalten; Reihe aufrufen	1	f70v
