edition	page	physical_leaf	window_start	model	status	paragraph_ids	observed_suffixes	unknown_suffixes	pair_conflicts	R5_noninjective	independent_confirmation_leaves
IT2a	f108r	108	f108r|f108r.8-f108r.10	R5	CONTRADICTED	f108r|f108r.8-f108r.10;f108r|f108r.11-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30	chekar qokeeo daiin okeyty ody;ykeey raiin ar ail odaiin;olkaiin chckhy daiin dal daiin;qokeedy chol cheey dalkar okedy;okeeam ykeeol chey okain charain;sain arolkeey qoal olkedy okaiin;o qokedy okchedy saiin alkan	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]	3	0
IT2a	f108r	108	f108r|f108r.11-f108r.13	R1	CONTRADICTED	f108r|f108r.11-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34	odaiin;daiin;okedy;charain;okaiin;alkan;okain	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f108r	108	f108r|f108r.11-f108r.13	R5	CONTRADICTED	f108r|f108r.11-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34	ykeey raiin ar ail odaiin;olkaiin chckhy daiin dal daiin;qokeedy chol cheey dalkar okedy;okeeam ykeeol chey okain charain;sain arolkeey qoal olkedy okaiin;o qokedy okchedy saiin alkan;chlar ycheol chckhy qokedy okain	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]	2	0
IT2a	f108r	108	f108r|f108r.14-f108r.16	R1	CONTRADICTED	f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36	daiin;okedy;charain;okaiin;alkan;okain;chedy	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f108r	108	f108r|f108r.14-f108r.16	R5	CONTRADICTED	f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36	olkaiin chckhy daiin dal daiin;qokeedy chol cheey dalkar okedy;okeeam ykeeol chey okain charain;sain arolkeey qoal olkedy okaiin;o qokedy okchedy saiin alkan;chlar ycheol chckhy qokedy okain;okedy qotal chdy chedal chedy	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]	1	0
IT2a	f108r	108	f108r|f108r.17-f108r.20	R1	CONTRADICTED	f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38	okedy;charain;okaiin;alkan;okain;chedy;chey	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f108r	108	f108r|f108r.17-f108r.20	R5	CONTRADICTED	f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38	qokeedy chol cheey dalkar okedy;okeeam ykeeol chey okain charain;sain arolkeey qoal olkedy okaiin;o qokedy okchedy saiin alkan;chlar ycheol chckhy qokedy okain;okedy qotal chdy chedal chedy;cheedy qokeedy otedy qeeey chey	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f108r	108	f108r|f108r.21-f108r.23	R1	CONTRADICTED	f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38;f108r|f108r.39-f108r.40	charain;okaiin;alkan;okain;chedy;chey;chckhom	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f108r	108	f108r|f108r.21-f108r.23	R5	CONTRADICTED	f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38;f108r|f108r.39-f108r.40	okeeam ykeeol chey okain charain;sain arolkeey qoal olkedy okaiin;o qokedy okchedy saiin alkan;chlar ycheol chckhy qokedy okain;okedy qotal chdy chedal chedy;cheedy qokeedy otedy qeeey chey;chol qekeey or aiin chckhom	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f108r	108	f108r|f108r.24-f108r.28	R1	CONTRADICTED	f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38;f108r|f108r.39-f108r.40;f108r|f108r.41-f108r.44	okaiin;alkan;okain;chedy;chey;chckhom;cheody	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f108r	108	f108r|f108r.24-f108r.28	R5	CONTRADICTED	f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38;f108r|f108r.39-f108r.40;f108r|f108r.41-f108r.44	sain arolkeey qoal olkedy okaiin;o qokedy okchedy saiin alkan;chlar ycheol chckhy qokedy okain;okedy qotal chdy chedal chedy;cheedy qokeedy otedy qeeey chey;chol qekeey or aiin chckhom;chey okar charam otam cheody	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f108r	108	f108r|f108r.29-f108r.30	R1	CONTRADICTED	f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38;f108r|f108r.39-f108r.40;f108r|f108r.41-f108r.44;f108r|f108r.45-f108r.47	alkan;okain;chedy;chey;chckhom;cheody;keam	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f108r	108	f108r|f108r.29-f108r.30	R5	CONTRADICTED	f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38;f108r|f108r.39-f108r.40;f108r|f108r.41-f108r.44;f108r|f108r.45-f108r.47	o qokedy okchedy saiin alkan;chlar ycheol chckhy qokedy okain;okedy qotal chdy chedal chedy;cheedy qokeedy otedy qeeey chey;chol qekeey or aiin chckhom;chey okar charam otam cheody;oteedy qokeedy ched al keam	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f108r	108	f108r|f108r.31-f108r.34	R1	CONTRADICTED	f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38;f108r|f108r.39-f108r.40;f108r|f108r.41-f108r.44;f108r|f108r.45-f108r.47;f108r|f108r.48-f108r.50	okain;chedy;chey;chckhom;cheody;keam;okam	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f108r	108	f108r|f108r.31-f108r.34	R5	CONTRADICTED	f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38;f108r|f108r.39-f108r.40;f108r|f108r.41-f108r.44;f108r|f108r.45-f108r.47;f108r|f108r.48-f108r.50	chlar ycheol chckhy qokedy okain;okedy qotal chdy chedal chedy;cheedy qokeedy otedy qeeey chey;chol qekeey or aiin chckhom;chey okar charam otam cheody;oteedy qokeedy ched al keam;okedy okaram chdar or okam	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f108v	108	f108v|f108v.1-f108v.4	R1	CONTRADICTED	f108v|f108v.1-f108v.4;f108v|f108v.5-f108v.6;f108v|f108v.7-f108v.11;f108v|f108v.12-f108v.14;f108v|f108v.15-f108v.19;f108v|f108v.20-f108v.27;f108v|f108v.28-f108v.29	keedy;kedarxy;dady;chedy;lcheam;okalam;cheam	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f108v	108	f108v|f108v.1-f108v.4	R5	CONTRADICTED	f108v|f108v.1-f108v.4;f108v|f108v.5-f108v.6;f108v|f108v.7-f108v.11;f108v|f108v.12-f108v.14;f108v|f108v.15-f108v.19;f108v|f108v.20-f108v.27;f108v|f108v.28-f108v.29	qotedy qoteedy arain al keedy;qokeedy qokeey qokar okeedy kedarxy;lkeedy cholkain oteshy shedy dady;chey keear oral olaiin chedy;lsaiin am qokeeol olcheeey lcheam;cheal okaiin ykar al okalam;o cheol chedeey qokeedy cheam	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f108v	108	f108v|f108v.5-f108v.6	R1	CONTRADICTED	f108v|f108v.5-f108v.6;f108v|f108v.7-f108v.11;f108v|f108v.12-f108v.14;f108v|f108v.15-f108v.19;f108v|f108v.20-f108v.27;f108v|f108v.28-f108v.29;f108v|f108v.30-f108v.33	kedarxy;dady;chedy;lcheam;okalam;cheam;oldy	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f108v	108	f108v|f108v.5-f108v.6	R5	CONTRADICTED	f108v|f108v.5-f108v.6;f108v|f108v.7-f108v.11;f108v|f108v.12-f108v.14;f108v|f108v.15-f108v.19;f108v|f108v.20-f108v.27;f108v|f108v.28-f108v.29;f108v|f108v.30-f108v.33	qokeedy qokeey qokar okeedy kedarxy;lkeedy cholkain oteshy shedy dady;chey keear oral olaiin chedy;lsaiin am qokeeol olcheeey lcheam;cheal okaiin ykar al okalam;o cheol chedeey qokeedy cheam;qokedy qokeedy cheedy qokeedar oldy	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f108v	108	f108v|f108v.7-f108v.11	R1	CONTRADICTED	f108v|f108v.7-f108v.11;f108v|f108v.12-f108v.14;f108v|f108v.15-f108v.19;f108v|f108v.20-f108v.27;f108v|f108v.28-f108v.29;f108v|f108v.30-f108v.33;f108v|f108v.34-f108v.52	dady;chedy;lcheam;okalam;cheam;oldy;qokeey	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f108v	108	f108v|f108v.7-f108v.11	R5	CONTRADICTED	f108v|f108v.7-f108v.11;f108v|f108v.12-f108v.14;f108v|f108v.15-f108v.19;f108v|f108v.20-f108v.27;f108v|f108v.28-f108v.29;f108v|f108v.30-f108v.33;f108v|f108v.34-f108v.52	lkeedy cholkain oteshy shedy dady;chey keear oral olaiin chedy;lsaiin am qokeeol olcheeey lcheam;cheal okaiin ykar al okalam;o cheol chedeey qokeedy cheam;qokedy qokeedy cheedy qokeedar oldy;cheal llchey daiin okeey qokeey	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f108v	108	f108v|f108v.12-f108v.14	R1	CONTRADICTED	f108v|f108v.12-f108v.14;f108v|f108v.15-f108v.19;f108v|f108v.20-f108v.27;f108v|f108v.28-f108v.29;f108v|f108v.30-f108v.33;f108v|f108v.34-f108v.52;f108v|f108v.53-f108v.53	chedy;lcheam;okalam;cheam;oldy;qokeey;otedy	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f108v	108	f108v|f108v.12-f108v.14	R5	INSUFFICIENT_FIXED_GROUP_CAPACITY	f108v|f108v.12-f108v.14;f108v|f108v.15-f108v.19;f108v|f108v.20-f108v.27;f108v|f108v.28-f108v.29;f108v|f108v.30-f108v.33;f108v|f108v.34-f108v.52;f108v|f108v.53-f108v.53	chey keear oral olaiin chedy;lsaiin am qokeeol olcheeey lcheam;cheal okaiin ykar al okalam;o cheol chedeey qokeedy cheam;qokedy qokeedy cheedy qokeedar oldy;cheal llchey daiin okeey qokeey;olchar olchedy lshy otedy	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[2,3],[2,4],[2,5],[2,6],[3,4],[3,5],[3,6],[4,5],[4,6],[5,6]]		0
IT2a	f111v	111	f111v|f111v.1-f111v.25	R1	CONTRADICTED	f111v|f111v.1-f111v.25;f111v|f111v.26-f111v.28;f111v|f111v.29-f111v.33;f111v|f111v.34-f111v.36;f111v|f111v.37-f111v.44;f111v|f111v.45-f111v.47;f111v|f111v.48-f111v.51	chdy;lkain;char;olor;or;lchar;chckhy	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f111v	111	f111v|f111v.1-f111v.25	R5	CONTRADICTED	f111v|f111v.1-f111v.25;f111v|f111v.26-f111v.28;f111v|f111v.29-f111v.33;f111v|f111v.34-f111v.36;f111v|f111v.37-f111v.44;f111v|f111v.45-f111v.47;f111v|f111v.48-f111v.51	chctham tair alchedar shykaiin chdy;llo qorchain okain chear lkain;qokan chan aman cheal char;ar ain olr ar olor;dain teeodain cheeal olaiin or;olain okeeedy chekain chckhey lchar;chckhy okain okalaiin choty chckhy	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]	4,7	0
IT2a	f112r	112	f112r|f112r.1-f112r.10	R1	CONTRADICTED	f112r|f112r.1-f112r.10;f112r|f112r.11-f112r.14;f112r|f112r.15-f112r.15;f112r|f112r.16-f112r.18;f112r|f112r.19-f112r.22;f112r|f112r.23-f112r.26;f112r|f112r.27-f112r.30	dam;qokeey;opomdy;cham;qairal;chedam;cheom	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f112r	112	f112r|f112r.1-f112r.10	R5	CONTRADICTED	f112r|f112r.1-f112r.10;f112r|f112r.11-f112r.14;f112r|f112r.15-f112r.15;f112r|f112r.16-f112r.18;f112r|f112r.19-f112r.22;f112r|f112r.23-f112r.26;f112r|f112r.27-f112r.30	dair al chedy qodain dam;al chey otaiin okeedy qokeey;otedy qokeedy okedy pchedy opomdy;aiin okal chody chedy cham;ol sy daichy lchedy qairal;chcthy okey tockhy chedy chedam;chol ol chedy qokedy cheom	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f112r	112	f112r|f112r.11-f112r.14	R1	CONTRADICTED	f112r|f112r.11-f112r.14;f112r|f112r.15-f112r.15;f112r|f112r.16-f112r.18;f112r|f112r.19-f112r.22;f112r|f112r.23-f112r.26;f112r|f112r.27-f112r.30;f112r|f112r.31-f112r.33	qokeey;opomdy;cham;qairal;chedam;cheom;shdal	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f112r	112	f112r|f112r.11-f112r.14	R5	CONTRADICTED	f112r|f112r.11-f112r.14;f112r|f112r.15-f112r.15;f112r|f112r.16-f112r.18;f112r|f112r.19-f112r.22;f112r|f112r.23-f112r.26;f112r|f112r.27-f112r.30;f112r|f112r.31-f112r.33	al chey otaiin okeedy qokeey;otedy qokeedy okedy pchedy opomdy;aiin okal chody chedy cham;ol sy daichy lchedy qairal;chcthy okey tockhy chedy chedam;chol ol chedy qokedy cheom;cphedy shckhhy okeeor chedy shdal	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f112r	112	f112r|f112r.15-f112r.15	R1	CONTRADICTED	f112r|f112r.15-f112r.15;f112r|f112r.16-f112r.18;f112r|f112r.19-f112r.22;f112r|f112r.23-f112r.26;f112r|f112r.27-f112r.30;f112r|f112r.31-f112r.33;f112r|f112r.34-f112r.36	opomdy;cham;qairal;chedam;cheom;shdal;olam	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f112r	112	f112r|f112r.15-f112r.15	R5	CONTRADICTED	f112r|f112r.15-f112r.15;f112r|f112r.16-f112r.18;f112r|f112r.19-f112r.22;f112r|f112r.23-f112r.26;f112r|f112r.27-f112r.30;f112r|f112r.31-f112r.33;f112r|f112r.34-f112r.36	otedy qokeedy okedy pchedy opomdy;aiin okal chody chedy cham;ol sy daichy lchedy qairal;chcthy okey tockhy chedy chedam;chol ol chedy qokedy cheom;cphedy shckhhy okeeor chedy shdal;ol checkhy olchain okeey olam	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f112r	112	f112r|f112r.16-f112r.18	R1	CONTRADICTED	f112r|f112r.16-f112r.18;f112r|f112r.19-f112r.22;f112r|f112r.23-f112r.26;f112r|f112r.27-f112r.30;f112r|f112r.31-f112r.33;f112r|f112r.34-f112r.36;f112r|f112r.37-f112r.45	cham;qairal;chedam;cheom;shdal;olam;yky	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f112r	112	f112r|f112r.16-f112r.18	R5	CONTRADICTED	f112r|f112r.16-f112r.18;f112r|f112r.19-f112r.22;f112r|f112r.23-f112r.26;f112r|f112r.27-f112r.30;f112r|f112r.31-f112r.33;f112r|f112r.34-f112r.36;f112r|f112r.37-f112r.45	aiin okal chody chedy cham;ol sy daichy lchedy qairal;chcthy okey tockhy chedy chedam;chol ol chedy qokedy cheom;cphedy shckhhy okeeor chedy shdal;ol checkhy olchain okeey olam;qokeey okeey okary oi?n yky	1	[[1,2],[1,3],[1,4],[1,5],[1,6],[2,3],[2,4],[2,5],[2,6],[3,4],[3,5],[3,6],[4,5],[4,6],[5,6]]		0
IT2a	f112v	112	f112v|f112v.1-f112v.6	R1	CONTRADICTED	f112v|f112v.1-f112v.6;f112v|f112v.7-f112v.10;f112v|f112v.11-f112v.14;f112v|f112v.15-f112v.19;f112v|f112v.20-f112v.22;f112v|f112v.23-f112v.24;f112v|f112v.25-f112v.26	cheaikhy;oror;alain;chalor;chetain;chedy;chos	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f112v	112	f112v|f112v.1-f112v.6	R5	CONTRADICTED	f112v|f112v.1-f112v.6;f112v|f112v.7-f112v.10;f112v|f112v.11-f112v.14;f112v|f112v.15-f112v.19;f112v|f112v.20-f112v.22;f112v|f112v.23-f112v.24;f112v|f112v.25-f112v.26	saiin ol oaiin okeeedy cheaikhy;qokchdy dain sheey okchedy oror;am ykeedain qokeedy chedaiin alain;qoteo or aiiin ol chalor;ol cheol chedy qokeey chetain;qokeedy eeedeed ckhedy cheedaiin chedy;checkhy cheeol qokeedy qoteosam chos	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f112v	112	f112v|f112v.7-f112v.10	R1	CONTRADICTED	f112v|f112v.7-f112v.10;f112v|f112v.11-f112v.14;f112v|f112v.15-f112v.19;f112v|f112v.20-f112v.22;f112v|f112v.23-f112v.24;f112v|f112v.25-f112v.26;f112v|f112v.27-f112v.29	oror;alain;chalor;chetain;chedy;chos;sheody	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f112v	112	f112v|f112v.7-f112v.10	R5	CONTRADICTED	f112v|f112v.7-f112v.10;f112v|f112v.11-f112v.14;f112v|f112v.15-f112v.19;f112v|f112v.20-f112v.22;f112v|f112v.23-f112v.24;f112v|f112v.25-f112v.26;f112v|f112v.27-f112v.29	qokchdy dain sheey okchedy oror;am ykeedain qokeedy chedaiin alain;qoteo or aiiin ol chalor;ol cheol chedy qokeey chetain;qokeedy eeedeed ckhedy cheedaiin chedy;checkhy cheeol qokeedy qoteosam chos;ol kain alor chedol sheody	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f112v	112	f112v|f112v.11-f112v.14	R1	CONTRADICTED	f112v|f112v.11-f112v.14;f112v|f112v.15-f112v.19;f112v|f112v.20-f112v.22;f112v|f112v.23-f112v.24;f112v|f112v.25-f112v.26;f112v|f112v.27-f112v.29;f112v|f112v.30-f112v.31	alain;chalor;chetain;chedy;chos;sheody;arar	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f112v	112	f112v|f112v.11-f112v.14	R5	CONTRADICTED	f112v|f112v.11-f112v.14;f112v|f112v.15-f112v.19;f112v|f112v.20-f112v.22;f112v|f112v.23-f112v.24;f112v|f112v.25-f112v.26;f112v|f112v.27-f112v.29;f112v|f112v.30-f112v.31	am ykeedain qokeedy chedaiin alain;qoteo or aiiin ol chalor;ol cheol chedy qokeey chetain;qokeedy eeedeed ckhedy cheedaiin chedy;checkhy cheeol qokeedy qoteosam chos;ol kain alor chedol sheody;tar aiin okeear oteody arar	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f112v	112	f112v|f112v.15-f112v.19	R1	CONTRADICTED	f112v|f112v.15-f112v.19;f112v|f112v.20-f112v.22;f112v|f112v.23-f112v.24;f112v|f112v.25-f112v.26;f112v|f112v.27-f112v.29;f112v|f112v.30-f112v.31;f112v|f112v.32-f112v.35	chalor;chetain;chedy;chos;sheody;arar;checkhy	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f112v	112	f112v|f112v.15-f112v.19	R5	CONTRADICTED	f112v|f112v.15-f112v.19;f112v|f112v.20-f112v.22;f112v|f112v.23-f112v.24;f112v|f112v.25-f112v.26;f112v|f112v.27-f112v.29;f112v|f112v.30-f112v.31;f112v|f112v.32-f112v.35	qoteo or aiiin ol chalor;ol cheol chedy qokeey chetain;qokeedy eeedeed ckhedy cheedaiin chedy;checkhy cheeol qokeedy qoteosam chos;ol kain alor chedol sheody;tar aiin okeear oteody arar;shedain qokaiin okar chedy checkhy	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
