locus_row	diagram_id	page	locus	local_namespace	groups	group_serials	atomic_reading_de	celestial_context_reading_de	orientation	cross_instrument_join	owner_class	owner_code	concrete_owner_de	dies_resolves_to_de	dort_quelle_resolves_to_de	stelle_resolves_to_de	owner_status	owner_expanded_reading_de	referent_rule	active_before_de	referent_resolved_locus_de	cross_locus_pronoun_carry
87	A2	f68r1	f68r1.13	A68_MULTIPANEL_STAR_ATLAS	1	227	Arbeitsgang + bereit + kurz + dies	Lesegang; gueltig; kurze Stufe; dieser Eintrag.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_05	Sternstelle 5 des Mehrpanelfeldes	Wert der Sternstelle 5	Sternstelle 5 des Mehrpanelfeldes	Sternstelle 5 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 5 des Mehrpanelfeldes: Lesegang; gueltig; kurze Stufe; Wert der Sternstelle 5.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 5	Bei Sternstelle 5 des Mehrpanelfeldes: Lesegang; gueltig; kurze Stufe; Wert der Sternstelle 5.	NONE
88	A2	f68r1	f68r1.14	A68_MULTIPANEL_STAR_ATLAS	1	228	danach + halten + kurz + dies	naechster Eintrag; beibehalten; kurze Stufe; dieser Eintrag.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_06	Sternstelle 6 des Mehrpanelfeldes	Wert der Sternstelle 6	Sternstelle 6 des Mehrpanelfeldes	Sternstelle 6 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 6 des Mehrpanelfeldes: naechster Wert der Sternstelle 6; beibehalten; kurze Stufe; Wert der Sternstelle 6.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 6	Bei Sternstelle 6 des Mehrpanelfeldes: naechster Wert der Sternstelle 6; beibehalten; kurze Stufe; Wert der Sternstelle 6.	NONE
89	A2	f68r1	f68r1.15	A68_MULTIPANEL_STAR_ATLAS	1	229	danach + dies + Schluss	naechster Eintrag; dieser Eintrag; Eintrag schliessen.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_07	Sternstelle 7 des Mehrpanelfeldes	Wert der Sternstelle 7	Sternstelle 7 des Mehrpanelfeldes	Sternstelle 7 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 7 des Mehrpanelfeldes: naechster Wert der Sternstelle 7; Wert der Sternstelle 7; Wert der Sternstelle 7 schliessen.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 7	Bei Sternstelle 7 des Mehrpanelfeldes: naechster Wert der Sternstelle 7; Wert der Sternstelle 7; Wert der Sternstelle 7 schliessen.	NONE
90	A2	f68r1	f68r1.16	A68_MULTIPANEL_STAR_ATLAS	1	230	ansetzen + kurz + von dort	markieren; kurze Stufe; von dieser Position.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_08	Sternstelle 8 des Mehrpanelfeldes	Wert der Sternstelle 8	Sternstelle 8 des Mehrpanelfeldes	Sternstelle 8 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 8 des Mehrpanelfeldes: markieren; kurze Stufe; von Sternstelle 8 des Mehrpanelfeldes.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 8	Bei Sternstelle 8 des Mehrpanelfeldes: markieren; kurze Stufe; von Sternstelle 8 des Mehrpanelfeldes.	NONE
91	A2	f68r1	f68r1.17	A68_MULTIPANEL_STAR_ATLAS	1	231	Sternfigur + Arbeitsgang + bereit + dies	Sternfigur; Lesegang; gueltig; dieser Eintrag.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_09	Sternstelle 9 des Mehrpanelfeldes	Wert der Sternstelle 9	Sternstelle 9 des Mehrpanelfeldes	Sternstelle 9 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 9 des Mehrpanelfeldes: Sternfigur; Lesegang; gueltig; Wert der Sternstelle 9.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 9	Bei Sternstelle 9 des Mehrpanelfeldes: Sternfigur; Lesegang; gueltig; Wert der Sternstelle 9.	NONE
92	A2	f68r1	f68r1.18	A68_MULTIPANEL_STAR_ATLAS	1	232	dies + eintragen + Gabe + Schluss	dieser Eintrag; eintragen; Eintrag; Eintrag schliessen.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_10	Sternstelle 10 des Mehrpanelfeldes	Wert der Sternstelle 10	Sternstelle 10 des Mehrpanelfeldes	Sternstelle 10 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 10 des Mehrpanelfeldes: Wert der Sternstelle 10; eintragen; Wert der Sternstelle 10; Wert der Sternstelle 10 schliessen.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 10	Bei Sternstelle 10 des Mehrpanelfeldes: Wert der Sternstelle 10; eintragen; Wert der Sternstelle 10; Wert der Sternstelle 10 schliessen.	NONE
93	A2	f68r1	f68r1.19	A68_MULTIPANEL_STAR_ATLAS	1	233	danach + dies + Sternbezug	naechster Eintrag; dieser Eintrag; Sternbezug.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_11	Sternstelle 11 des Mehrpanelfeldes	Wert der Sternstelle 11	Sternstelle 11 des Mehrpanelfeldes	Sternstelle 11 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 11 des Mehrpanelfeldes: naechster Wert der Sternstelle 11; Wert der Sternstelle 11; Sternbezug.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 11	Bei Sternstelle 11 des Mehrpanelfeldes: naechster Wert der Sternstelle 11; Wert der Sternstelle 11; Sternbezug.	NONE
94	A2	f68r1	f68r1.20	A68_MULTIPANEL_STAR_ATLAS	1	234	weiterer Ansatz	weiterzaehlen; Einstellung.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_12	Sternstelle 12 des Mehrpanelfeldes	Wert der Sternstelle 12	Sternstelle 12 des Mehrpanelfeldes	Sternstelle 12 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 12 des Mehrpanelfeldes: weiterzaehlen; Einstellung.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 12	Bei Sternstelle 12 des Mehrpanelfeldes: weiterzaehlen; Einstellung.	NONE
95	A2	f68r1	f68r1.21	A68_MULTIPANEL_STAR_ATLAS	1	235	Arbeitsgang + Durchgang + dies	Lesegang; Diagrammdurchgang; dieser Eintrag.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_13	Sternstelle 13 des Mehrpanelfeldes	Wert der Sternstelle 13	Sternstelle 13 des Mehrpanelfeldes	Sternstelle 13 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 13 des Mehrpanelfeldes: Lesegang; Diagrammdurchgang; Wert der Sternstelle 13.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 13	Bei Sternstelle 13 des Mehrpanelfeldes: Lesegang; Diagrammdurchgang; Wert der Sternstelle 13.	NONE
96	A2	f68r1	f68r1.22	A68_MULTIPANEL_STAR_ATLAS	1	236	Arbeitsgang + Aussenbezug + Entnahme + senken	Lesegang; Aussenbezug; entnommener Wert; senken.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_14	Sternstelle 14 des Mehrpanelfeldes	Wert der Sternstelle 14	Sternstelle 14 des Mehrpanelfeldes	Sternstelle 14 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 14 des Mehrpanelfeldes: Lesegang; Aussenbezug; entnommener Wert; senken.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 14	Bei Sternstelle 14 des Mehrpanelfeldes: Lesegang; Aussenbezug; entnommener Wert; senken.	NONE
97	A2	f68r1	f68r1.23	A68_MULTIPANEL_STAR_ATLAS	1	237	danach umsetzen; Schluss	naechster Eintrag; uebertragen; Eintrag schliessen.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_15	Sternstelle 15 des Mehrpanelfeldes	Wert der Sternstelle 15	Sternstelle 15 des Mehrpanelfeldes	Sternstelle 15 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 15 des Mehrpanelfeldes: naechster Wert der Sternstelle 15; uebertragen; Wert der Sternstelle 15 schliessen.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 15	Bei Sternstelle 15 des Mehrpanelfeldes: naechster Wert der Sternstelle 15; uebertragen; Wert der Sternstelle 15 schliessen.	NONE
98	A2	f68r1	f68r1.24	A68_MULTIPANEL_STAR_ATLAS	1	238	danach + dies + zufuehren + entnehmen + Sternbezug	naechster Eintrag; dieser Eintrag; zuordnen; Eintrag entnehmen; Sternbezug.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_16	Sternstelle 16 des Mehrpanelfeldes	Wert der Sternstelle 16	Sternstelle 16 des Mehrpanelfeldes	Sternstelle 16 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 16 des Mehrpanelfeldes: naechster Wert der Sternstelle 16; Wert der Sternstelle 16; zuordnen; Wert der Sternstelle 16 entnehmen; Sternbezug.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 16	Bei Sternstelle 16 des Mehrpanelfeldes: naechster Wert der Sternstelle 16; Wert der Sternstelle 16; zuordnen; Wert der Sternstelle 16 entnehmen; Sternbezug.	NONE
99	A2	f68r1	f68r1.25	A68_MULTIPANEL_STAR_ATLAS	1	239	danach fortsetzen	naechster Eintrag; weiterzaehlen.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_17	Sternstelle 17 des Mehrpanelfeldes	Wert der Sternstelle 17	Sternstelle 17 des Mehrpanelfeldes	Sternstelle 17 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 17 des Mehrpanelfeldes: naechster Wert der Sternstelle 17; weiterzaehlen.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 17	Bei Sternstelle 17 des Mehrpanelfeldes: naechster Wert der Sternstelle 17; weiterzaehlen.	NONE
100	A2	f68r1	f68r1.26	A68_MULTIPANEL_STAR_ATLAS	1	240	danach + Ansatz	naechster Eintrag; Einstellung.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_18	Sternstelle 18 des Mehrpanelfeldes	Wert der Sternstelle 18	Sternstelle 18 des Mehrpanelfeldes	Sternstelle 18 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 18 des Mehrpanelfeldes: naechster Wert der Sternstelle 18; Einstellung.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 18	Bei Sternstelle 18 des Mehrpanelfeldes: naechster Wert der Sternstelle 18; Einstellung.	NONE
101	A2	f68r1	f68r1.27	A68_MULTIPANEL_STAR_ATLAS	1	241	Arbeitsgang + Sollstufe + von dort	Lesegang; Sollstufe; von dieser Position.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_19	Sternstelle 19 des Mehrpanelfeldes	Wert der Sternstelle 19	Sternstelle 19 des Mehrpanelfeldes	Sternstelle 19 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 19 des Mehrpanelfeldes: Lesegang; Sollstufe; von Sternstelle 19 des Mehrpanelfeldes.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 19	Bei Sternstelle 19 des Mehrpanelfeldes: Lesegang; Sollstufe; von Sternstelle 19 des Mehrpanelfeldes.	NONE
102	A2	f68r1	f68r1.28	A68_MULTIPANEL_STAR_ATLAS	1	242	ansetzen + fortsetzen + Schluss	markieren; weiterzaehlen; Eintrag schliessen.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_20	Sternstelle 20 des Mehrpanelfeldes	Wert der Sternstelle 20	Sternstelle 20 des Mehrpanelfeldes	Sternstelle 20 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 20 des Mehrpanelfeldes: markieren; weiterzaehlen; Wert der Sternstelle 20 schliessen.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 20	Bei Sternstelle 20 des Mehrpanelfeldes: markieren; weiterzaehlen; Wert der Sternstelle 20 schliessen.	NONE
103	A2	f68r1	f68r1.29	A68_MULTIPANEL_STAR_ATLAS	1	243	dies + zufuehren + umsetzen + dies	dieser Eintrag; zuordnen; uebertragen; dieser Eintrag.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_21	Sternstelle 21 des Mehrpanelfeldes	Wert der Sternstelle 21	Sternstelle 21 des Mehrpanelfeldes	Sternstelle 21 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 21 des Mehrpanelfeldes: Wert der Sternstelle 21; zuordnen; uebertragen; Wert der Sternstelle 21.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 21	Bei Sternstelle 21 des Mehrpanelfeldes: Wert der Sternstelle 21; zuordnen; uebertragen; Wert der Sternstelle 21.	NONE
104	A2	f68r1	f68r1.30	A68_MULTIPANEL_STAR_ATLAS	1	244	Arbeitsgang + laenger + Arbeitsgang + Schluss	Lesegang; lange Stufe; Lesegang; Eintrag schliessen.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_22	Sternstelle 22 des Mehrpanelfeldes	Wert der Sternstelle 22	Sternstelle 22 des Mehrpanelfeldes	Sternstelle 22 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 22 des Mehrpanelfeldes: Lesegang; lange Stufe; Lesegang; Wert der Sternstelle 22 schliessen.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 22	Bei Sternstelle 22 des Mehrpanelfeldes: Lesegang; lange Stufe; Lesegang; Wert der Sternstelle 22 schliessen.	NONE
105	A2	f68r1	f68r1.31	A68_MULTIPANEL_STAR_ATLAS	1	245	Arbeitsgang + Sternfigur + dies	Lesegang; Sternfigur; dieser Eintrag.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_23	Sternstelle 23 des Mehrpanelfeldes	Wert der Sternstelle 23	Sternstelle 23 des Mehrpanelfeldes	Sternstelle 23 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 23 des Mehrpanelfeldes: Lesegang; Sternfigur; Wert der Sternstelle 23.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 23	Bei Sternstelle 23 des Mehrpanelfeldes: Lesegang; Sternfigur; Wert der Sternstelle 23.	NONE
106	A2	f68r1	f68r1.32	A68_MULTIPANEL_STAR_ATLAS	1	246	ansetzen + laenger + Arbeitsgang + Stelle	markieren; lange Stufe; Lesegang; Position.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_24	Sternstelle 24 des Mehrpanelfeldes	Wert der Sternstelle 24	Sternstelle 24 des Mehrpanelfeldes	Sternstelle 24 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 24 des Mehrpanelfeldes: markieren; lange Stufe; Lesegang; Sternstelle 24 des Mehrpanelfeldes.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 24	Bei Sternstelle 24 des Mehrpanelfeldes: markieren; lange Stufe; Lesegang; Sternstelle 24 des Mehrpanelfeldes.	NONE
107	A2	f68r1	f68r1.33	A68_MULTIPANEL_STAR_ATLAS	1	247	ansetzen + Ansatz	markieren; Einstellung.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_25	Sternstelle 25 des Mehrpanelfeldes	Wert der Sternstelle 25	Sternstelle 25 des Mehrpanelfeldes	Sternstelle 25 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 25 des Mehrpanelfeldes: markieren; Einstellung.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 25	Bei Sternstelle 25 des Mehrpanelfeldes: markieren; Einstellung.	NONE
108	A2	f68r1	f68r1.34	A68_MULTIPANEL_STAR_ATLAS	1	248	Arbeitsgang + Sternbezug + Mass	Lesegang; Sternbezug; Wert.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_26	Sternstelle 26 des Mehrpanelfeldes	Wert der Sternstelle 26	Sternstelle 26 des Mehrpanelfeldes	Sternstelle 26 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 26 des Mehrpanelfeldes: Lesegang; Sternbezug; Wert.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 26	Bei Sternstelle 26 des Mehrpanelfeldes: Lesegang; Sternbezug; Wert.	NONE
109	A2	f68r1	f68r1.35	A68_MULTIPANEL_STAR_ATLAS	1	249	danach + Arbeitsgang + umsetzen + dies	naechster Eintrag; Lesegang; uebertragen; dieser Eintrag.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_27	Sternstelle 27 des Mehrpanelfeldes	Wert der Sternstelle 27	Sternstelle 27 des Mehrpanelfeldes	Sternstelle 27 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 27 des Mehrpanelfeldes: naechster Wert der Sternstelle 27; Lesegang; uebertragen; Wert der Sternstelle 27.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 27	Bei Sternstelle 27 des Mehrpanelfeldes: naechster Wert der Sternstelle 27; Lesegang; uebertragen; Wert der Sternstelle 27.	NONE
110	A2	f68r1	f68r1.36	A68_MULTIPANEL_STAR_ATLAS	1	250	Teiladresse + fortsetzen + umsetzen + dies	Teiladresse; weiterzaehlen; uebertragen; dieser Eintrag.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_28	Sternstelle 28 des Mehrpanelfeldes	Wert der Sternstelle 28	Sternstelle 28 des Mehrpanelfeldes	Sternstelle 28 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 28 des Mehrpanelfeldes: Teiladresse; weiterzaehlen; uebertragen; Wert der Sternstelle 28.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 28	Bei Sternstelle 28 des Mehrpanelfeldes: Teiladresse; weiterzaehlen; uebertragen; Wert der Sternstelle 28.	NONE
111	A2	f68r1	f68r1.37	A68_MULTIPANEL_STAR_ATLAS	5	251|252|253|254|255	verwende dies; ansetzen + umsetzen + dies; ansetzen + von dort + dies; kurz + von dort; Arbeitsgang + dies + Strahlmarke + dies	markieren; dieser Eintrag. markieren; uebertragen; dieser Eintrag. markieren; von dieser Position; dieser Eintrag. kurze Stufe; von dieser Position. Lesegang; dieser Eintrag; Strahlmarke; dieser Eintrag.	UNSPECIFIED	NONE	A2_CENTRE	A2_CENTRAL_LEGEND_UNRESOLVED	zentrale Sternfeldlegende	zentraler Schlüsselwert	zentrale Sternfeldlegende	zentrale Sternfeldlegende	UNRESOLVED	Bei zentrale Sternfeldlegende: markieren; zentraler Schlüsselwert. markieren; uebertragen; zentraler Schlüsselwert. markieren; von zentrale Sternfeldlegende; zentraler Schlüsselwert. kurze Stufe; von zentrale Sternfeldlegende. Lesegang; zentraler Schlüsselwert; Strahlmarke; zentraler Schlüsselwert.	RESET_AT_EACH_VISIBLE_LOCUS	zentraler Schlüsselwert	Bei zentrale Sternfeldlegende: markieren; zentraler Schlüsselwert. markieren; uebertragen; zentraler Schlüsselwert. markieren; von zentrale Sternfeldlegende; zentraler Schlüsselwert. kurze Stufe; von zentrale Sternfeldlegende. Lesegang; zentraler Schlüsselwert; Strahlmarke; zentraler Schlüsselwert.	NONE
112	A3	f69v	f69v.1	A69_LEFT_28_PLACE_WHEEL	40	256|257|258|259|260|261|262|263|264|265|266|267|268|269|270|271|272|273|274|275|276|277|278|279|280|281|282|283|284|285|286|287|288|289|290|291|292|293|294|295	Teiladresse + Lauf; dies + zufuehren + dies; Himmelsname OTAZA; von dort; von dort; dies + zufuehren + von dort; ansetzen + Arbeitsgang + Zaehlstrich + senken + halten; von dort; entnehmen + kurz + eintragen + Arbeitsgang + dies; ansetzen + laenger + Arbeitsgang + Sternbezug; Arbeitsgang; eintragen + kurz + dies; danach + ansetzen + vollstaendig + dies; ansetzen + laenger + Arbeitsgang + dies; länger ansetzen; Teiladresse + Arbeitsgang + Zaehlstrich + Zaehlstrich + senken; eintragen + laenger + Arbeitsgang; dies; dies; danach; dies; ansetzen + kurz + dies; entnehmen + Sternbezug + dies; ansetzen + kurz + Arbeitsgang + Teiladresse; dies; dies; Gabe + Mass; ansetzen + von dort; ansetzen + von dort; fortsetzen; entnehmen + laenger + Sternbezug; dies + eintragen + Arbeitsgang; Arbeitsgang + Teiladresse + Lauf; danach + dies; danach + laenger + Arbeitsgang; von dort; Arbeitsgang; kurz + dies + zufuehren + kurz + Arbeitsgang + dies; Teiladresse + Ansatz; von dort	Teiladresse; Bahn. dieser Eintrag; zuordnen; dieser Eintrag. Himmelsname OTAZA. von dieser Position. von dieser Position. dieser Eintrag; zuordnen; von dieser Position. markieren; Lesegang; Zaehlstrich; senken; beibehalten. von dieser Position. Eintrag entnehmen; kurze Stufe; eintragen; Lesegang; dieser Eintrag. markieren; lange Stufe; Lesegang; Sternbezug. Lesegang. eintragen; kurze Stufe; dieser Eintrag. naechster Eintrag; markieren; volle Stufe; dieser Eintrag. markieren; lange Stufe; Lesegang; dieser Eintrag. markieren; lange Stufe; dieser Eintrag. Teiladresse; Lesegang; Zaehlstrich; Zaehlstrich; senken. eintragen; lange Stufe; Lesegang. dieser Eintrag. dieser Eintrag. naechster Eintrag. dieser Eintrag. markieren; kurze Stufe; dieser Eintrag. Eintrag entnehmen; Sternbezug; dieser Eintrag. markieren; kurze Stufe; Lesegang; Teiladresse. dieser Eintrag. dieser Eintrag. Eintrag; Wert. markieren; von dieser Position. markieren; von dieser Position. weiterzaehlen. Eintrag entnehmen; lange Stufe; Sternbezug. dieser Eintrag; eintragen; Lesegang. Lesegang; Teiladresse; Bahn. naechster Eintrag; dieser Eintrag. naechster Eintrag; lange Stufe; Lesegang. von dieser Position. Lesegang. kurze Stufe; dieser Eintrag; zuordnen; kurze Stufe; Lesegang; dieser Eintrag. Teiladresse; Einstellung. von dieser Position.	UNSPECIFIED	NONE	A3_RING_TEXT	A3_LEFT_WHEEL_RING_TEXT	Ringbeschriftung des linken Rades	Ringwert des linken Rades	Ringbeschriftung des linken Rades	Ringbeschriftung des linken Rades	DIRECT_VISIBLE	Bei Ringbeschriftung des linken Rades: Teiladresse; Bahn. Ringwert des linken Rades; zuordnen; Ringwert des linken Rades. Himmelsname OTAZA. von Ringbeschriftung des linken Rades. von Ringbeschriftung des linken Rades. Ringwert des linken Rades; zuordnen; von Ringbeschriftung des linken Rades. markieren; Lesegang; Zaehlstrich; senken; beibehalten. von Ringbeschriftung des linken Rades. Ringwert des linken Rades entnehmen; kurze Stufe; eintragen; Lesegang; Ringwert des linken Rades. markieren; lange Stufe; Lesegang; Sternbezug. Lesegang. eintragen; kurze Stufe; Ringwert des linken Rades. naechster Ringwert des linken Rades; markieren; volle Stufe; Ringwert des linken Rades. markieren; lange Stufe; Lesegang; Ringwert des linken Rades. markieren; lange Stufe; Ringwert des linken Rades. Teiladresse; Lesegang; Zaehlstrich; Zaehlstrich; senken. eintragen; lange Stufe; Lesegang. Ringwert des linken Rades. Ringwert des linken Rades. naechster Ringwert des linken Rades. Ringwert des linken Rades. markieren; kurze Stufe; Ringwert des linken Rades. Ringwert des linken Rades entnehmen; Sternbezug; Ringwert des linken Rades. markieren; kurze Stufe; Lesegang; Teiladresse. Ringwert des linken Rades. Ringwert des linken Rades. Ringwert des linken Rades; Wert. markieren; von Ringbeschriftung des linken Rades. markieren; von Ringbeschriftung des linken Rades. weiterzaehlen. Ringwert des linken Rades entnehmen; lange Stufe; Sternbezug. Ringwert des linken Rades; eintragen; Lesegang. Lesegang; Teiladresse; Bahn. naechster Ringwert des linken Rades; Ringwert des linken Rades. naechster Ringwert des linken Rades; lange Stufe; Lesegang. von Ringbeschriftung des linken Rades. Lesegang. kurze Stufe; Ringwert des linken Rades; zuordnen; kurze Stufe; Lesegang; Ringwert des linken Rades. Teiladresse; Einstellung. von Ringbeschriftung des linken Rades.	RESET_AT_EACH_VISIBLE_LOCUS	Ringwert des linken Rades	Bei Ringbeschriftung des linken Rades: Teiladresse; Bahn. Ringwert des linken Rades; zuordnen; Ringwert des linken Rades. Himmelsname OTAZA. von Ringbeschriftung des linken Rades. von Ringbeschriftung des linken Rades. Ringwert des linken Rades; zuordnen; von Ringbeschriftung des linken Rades. markieren; Lesegang; Zaehlstrich; senken; beibehalten. von Ringbeschriftung des linken Rades. Ringwert des linken Rades entnehmen; kurze Stufe; eintragen; Lesegang; Ringwert des linken Rades. markieren; lange Stufe; Lesegang; Sternbezug. Lesegang. eintragen; kurze Stufe; Ringwert des linken Rades. naechster Ringwert des linken Rades; markieren; volle Stufe; Ringwert des linken Rades. markieren; lange Stufe; Lesegang; Ringwert des linken Rades. markieren; lange Stufe; Ringwert des linken Rades. Teiladresse; Lesegang; Zaehlstrich; Zaehlstrich; senken. eintragen; lange Stufe; Lesegang. Ringwert des linken Rades. Ringwert des linken Rades. naechster Ringwert des linken Rades. Ringwert des linken Rades. markieren; kurze Stufe; Ringwert des linken Rades. Ringwert des linken Rades entnehmen; Sternbezug; Ringwert des linken Rades. markieren; kurze Stufe; Lesegang; Teiladresse. Ringwert des linken Rades. Ringwert des linken Rades. Ringwert des linken Rades; Wert. markieren; von Ringbeschriftung des linken Rades. markieren; von Ringbeschriftung des linken Rades. weiterzaehlen. Ringwert des linken Rades entnehmen; lange Stufe; Sternbezug. Ringwert des linken Rades; eintragen; Lesegang. Lesegang; Teiladresse; Bahn. naechster Ringwert des linken Rades; Ringwert des linken Rades. naechster Ringwert des linken Rades; lange Stufe; Lesegang. von Ringbeschriftung des linken Rades. Lesegang. kurze Stufe; Ringwert des linken Rades; zuordnen; kurze Stufe; Lesegang; Ringwert des linken Rades. Teiladresse; Einstellung. von Ringbeschriftung des linken Rades.	NONE
