event_serial	page	locus	record_unit_id	field_id	statement_id	event_ordinal_in_field	joint_tuple_id	surface_display_only	formal_formula_opaque	terminal_status	parse_status	selected_exact_mnemonic	strict_formal_prompt	event_template	literal_exact_card_formal_exemplar_layer	whole_plant_owner	owner_status	owner_confidence	concrete_technical_default	default_layer	register_effect_in_creative_template	technical_default_confidence	strongest_medical_rival	contradiction	semantic_ceiling
64	f55v	f55v.11	H4	F012	H4-S003	1	f7dc90b2c31fd341f0a4	ykaiin	OPAQUE_PAYLOAD + <ARG_AIIN>	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E64:[TUPLE:f7dc90b2c31fd341f0a4;SURFACE_DISPLAY_ONLY:ykaiin;FORMULA:OPAQUE_PAYLOAD + <ARG_AIIN>;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR TARGET_OR_STATION];TERMINAL:NONCLOSE]	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	0.81	Bereite für den zweiten Posten ein eigenes Gefäß vor.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Medium und Gerät sind nicht abgebildet; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
65	f55v	f55v.11	H4	F012	H4-S003	2	807591efc3d3f7ddbfab	cheoar	OPAQUE_PAYLOAD + <ARG_AR>	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E65:[TUPLE:807591efc3d3f7ddbfab;SURFACE_DISPLAY_ONLY:cheoar;FORMULA:OPAQUE_PAYLOAD + <ARG_AR>;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR CONDITION];TERMINAL:NONCLOSE]	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	0.81	Halte dieses Gefäß bei mäßiger Wärme.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Medium und Gerät sind nicht abgebildet; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
66	f55v	f55v.11	H4	F012	H4-S003	3	2c1a5fd92b9e3c762242	cheeky	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E66:[TUPLE:2c1a5fd92b9e3c762242;SURFACE_DISPLAY_ONLY:cheeky;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SOURCE_ARGUMENT];TERMINAL:NONCLOSE]	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	0.81	Gib einen frischen, nicht abgebildeten Wasseranteil zu.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: wässrige oder andere flüssige Heilmittelzubereitung aus derselben Bildpflanze.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Medium und Gerät sind nicht abgebildet; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
67	f55v	f55v.11	H4	F012	H4-S003	4	1b1ffdd869fb1429ad03	oldy	CLOSE(FRAME_O(LINK))	TERMINAL	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E67:[TUPLE:1b1ffdd869fb1429ad03;SURFACE_DISPLAY_ONLY:oldy;FORMULA:CLOSE(FRAME_O(LINK));CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR ACTION] [CLOSE];TERMINAL:TERMINAL]	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	0.81	Schließe den zweiten Posten nach demselben Arbeitsintervall.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED;CLOSE_LOCAL_FIELD_ONLY	0.22	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung; CLOSE beweist nur lokalen Formabschluss, nicht den gewählten Prozessabschluss.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
68	f55v	f55v.11	H4	F013	H4-S004	1	2f1c5e56e8f0ff459065	aiin	OPAQUE_PAYLOAD	NONCLOSE	UNIQUE_EXACT	MASS?	NONE	PARAMETER_ASSIGN	E68:[TUPLE:2f1c5e56e8f0ff459065;SURFACE_DISPLAY_ONLY:aiin;FORMULA:OPAQUE_PAYLOAD;CARD:MASS?;PROMPT:NONE;TEMPLATE:PARAMETER_ASSIGN;FROZEN_V72_SEGMENT:[CARD:MASS?];TERMINAL:NONCLOSE]	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	0.81	Messe von beiden f55v-Fraktionen den gleichen Anteil ab.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	MEASURE:=EXEMPLAR_VALUE	0.44	MEDICAL_RIVAL: Dosis-, Dauer- oder Mengenangabe in einem Heilrezept.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
69	f55v	f55v.11	H4	F013	H4-S004	2	308e8ea2d5d190c498e8	okal	SET(<ARG_AL>)	NONCLOSE	UNIQUE_FORMAL_ONLY	UNKNOWN	LOKALEN_RELATIONSSLOT_SETZEN	TARGET_ASSIGN	E69:[TUPLE:308e8ea2d5d190c498e8;SURFACE_DISPLAY_ONLY:okal;FORMULA:SET(<ARG_AL>);CARD:UNKNOWN;PROMPT:LOKALEN_RELATIONSSLOT_SETZEN;TEMPLATE:TARGET_ASSIGN;FROZEN_V72_SEGMENT:[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN];TERMINAL:NONCLOSE]	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	0.81	Setze für die zweite Fraktion einen lokalen Vergleichsslot.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	TARGET:=EXEMPLAR_LOCAL_POST	0.47	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
70	f55v	f55v.11	H4	F013	H4-S004	3	204b04837409088c48f9	oltchy	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E70:[TUPLE:204b04837409088c48f9;SURFACE_DISPLAY_ONLY:oltchy;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR ACTION];TERMINAL:NONCLOSE]	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	0.81	Vereinige je eine gleich große Probe beider Fraktionen.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: Auswahl eines heilkundlich bestimmten Pflanzenanteils statt einer Materialprobe.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
71	f55v	f55v.11	H4	F013	H4-S004	4	7a4bb8136330ee4e6e56	or	OPAQUE_PAYLOAD	NONCLOSE	UNIQUE_EXACT	ANSATZ?	NONE	LINK_ACTIVE	E71:[TUPLE:7a4bb8136330ee4e6e56;SURFACE_DISPLAY_ONLY:or;FORMULA:OPAQUE_PAYLOAD;CARD:ANSATZ?;PROMPT:NONE;TEMPLATE:LINK_ACTIVE;FROZEN_V72_SEGMENT:[CARD:ANSATZ?];TERMINAL:NONCLOSE]	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	0.81	Führe die vereinigte Probe als aktiven H4-Ansatz weiter.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	PREVIOUS:=ACTIVE;ACTIVE:=EXEMPLAR_OR_LINKED_LOCAL_BATCH	0.44	MEDICAL_RIVAL: Auswahl eines heilkundlich bestimmten Pflanzenanteils statt einer Materialprobe.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
72	f55v	f55v.11	H4	F013	H4-S004	5	b921a237be883a820352	y	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E72:[TUPLE:b921a237be883a820352;SURFACE_DISPLAY_ONLY:y;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SUBSTANCE_OR_OBJECT];TERMINAL:NONCLOSE]	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	0.81	Übertrage den Rest in ein bedecktes Vorratsgefäß.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Medium und Gerät sind nicht abgebildet; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
73	f55v	f55v.11	H4	F013	H4-S004	6	6afeb5c9ab9f6cbdea0d	orain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E73:[TUPLE:6afeb5c9ab9f6cbdea0d;SURFACE_DISPLAY_ONLY:orain;FORMULA:OPAQUE_PAYLOAD + <ARG_AIN>;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR CONDITION];TERMINAL:NONCLOSE]	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	0.81	Verbrauche die frische Vergleichsprobe bei einer Materialwäsche, bevor sie verdirbt.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: Auswahl eines heilkundlich bestimmten Pflanzenanteils statt einer Materialprobe.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
74	f56r	f56r.5	H5	F014	H5-S001	1	b9d7b6d68209a9019e7a	chochor	FRAME_O(OPAQUE_PAYLOAD)	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E74:[TUPLE:b9d7b6d68209a9019e7a;SURFACE_DISPLAY_ONLY:chochor;FORMULA:FRAME_O(OPAQUE_PAYLOAD);CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SOURCE_ARGUMENT];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Eröffne ein zur örtlich passenden Jahreszeit genommenes Los der ganzen f56r-Bildpflanze.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
75	f56r	f56r.5	H5	F014	H5-S001	2	2cc054357a929df85f64	cho	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E75:[TUPLE:2cc054357a929df85f64;SURFACE_DISPLAY_ONLY:cho;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SUBSTANCE_OR_OBJECT];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Wähle daraus eine unterirdische Probe.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: Auswahl eines heilkundlich bestimmten Pflanzenanteils statt einer Materialprobe.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
76	f56r	f56r.5	H5	F014	H5-S001	3	0ec6a45e2950e8e7061d	chodaly	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E76:[TUPLE:0ec6a45e2950e8e7061d;SURFACE_DISPLAY_ONLY:chodaly;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SUBSTANCE_OR_OBJECT];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Schneide und quetsche die Probe an.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: Auswahl eines heilkundlich bestimmten Pflanzenanteils statt einer Materialprobe.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
77	f56r	f56r.5	H5	F014	H5-S001	4	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	UNIQUE_CONVERGENT_CHANNELS	MASS?	VORGABEPARAMETER?	PARAMETER_ASSIGN	E77:[TUPLE:2f1c5e56e8f0ff459065;SURFACE_DISPLAY_ONLY:daiin;FORMULA:OPAQUE_PAYLOAD;CARD:MASS?;PROMPT:VORGABEPARAMETER?;TEMPLATE:PARAMETER_ASSIGN;FROZEN_V72_SEGMENT:[CARD:MASS?] [FORMAL:VORGABEPARAMETER?];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Trage für die angequetschte Probe ein örtliches Maß ein.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	MEASURE:=EXEMPLAR_VALUE	0.44	MEDICAL_RIVAL: Dosis-, Dauer- oder Mengenangabe in einem Heilrezept.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
78	f56r	f56r.7	H5	F015	H5-S001	1	2cc054357a929df85f64	sho	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E78:[TUPLE:2cc054357a929df85f64;SURFACE_DISPLAY_ONLY:sho;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SOURCE_ARGUMENT];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Gib als unbebildertes Medium sauberes Wasser zur Probe.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: wässrige oder andere flüssige Heilmittelzubereitung aus derselben Bildpflanze.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Medium und Gerät sind nicht abgebildet; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
79	f56r	f56r.7	H5	F015	H5-S001	2	893c570f3fa3fce99711	kchol	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E79:[TUPLE:893c570f3fa3fce99711;SURFACE_DISPLAY_ONLY:kchol;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR ACTION];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Lasse die Probe kalt ziehen.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: Auswahl eines heilkundlich bestimmten Pflanzenanteils statt einer Materialprobe.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
80	f56r	f56r.7	H5	F015	H5-S001	3	10488b911aae52b3b334	otchor	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E80:[TUPLE:10488b911aae52b3b334;SURFACE_DISPLAY_ONLY:otchor;FORMULA:FRAME_OT(OPAQUE_PAYLOAD);CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SOURCE_ARGUMENT];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Übertrage die gefilterte Flüssigkeit in einen Arbeitsbecher.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: wässrige oder andere flüssige Heilmittelzubereitung aus derselben Bildpflanze.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Medium und Gerät sind nicht abgebildet; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
81	f56r	f56r.7	H5	F015	H5-S001	4	276a7c2d74d1143446f4	choky	OPAQUE_PAYLOAD	NONCLOSE	UNIQUE_EXACT	ANWENDEN?	NONE	ACTION_APPLY	E81:[TUPLE:276a7c2d74d1143446f4;SURFACE_DISPLAY_ONLY:choky;FORMULA:OPAQUE_PAYLOAD;CARD:ANWENDEN?;PROMPT:NONE;TEMPLATE:ACTION_APPLY;FROZEN_V72_SEGMENT:[CARD:ANWENDEN?];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Prüfe einen kleinen Anteil davon auf einem neutralen Probetuch.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	EXECUTE_EXEMPLAR_USE(ACTIVE,LOCAL_SAMPLE_OR_TARGET)	0.44	MEDICAL_RIVAL: therapeutische Anwendung oder Probe derselben unbekannten Heilzubereitung.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Medium und Gerät sind nicht abgebildet; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
82	f56r	f56r.7	H5	F015	H5-S001	5	dd0ecaf5e27d81befffc	dal	OPAQUE_PAYLOAD	NONCLOSE	UNIQUE_EXACT	ZIEL?	NONE	TARGET_ASSIGN	E82:[TUPLE:dd0ecaf5e27d81befffc;SURFACE_DISPLAY_ONLY:dal;FORMULA:OPAQUE_PAYLOAD;CARD:ZIEL?;PROMPT:NONE;TEMPLATE:TARGET_ASSIGN;FROZEN_V72_SEGMENT:[CARD:ZIEL?];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Weise den geprüften Anteil dem bezeichneten recordlokalen Musterposten zu.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	TARGET:=EXEMPLAR_LOCAL_POST	0.47	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
83	f56r	f56r.8	H5	F016	H5-S002	1	d665560c8ff80799a82c	schol	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E83:[TUPLE:d665560c8ff80799a82c;SURFACE_DISPLAY_ONLY:schol;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR ACTION];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Nimm ein zweites Vergleichslos von einem feuchteren oder schattigeren Standort.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
84	f56r	f56r.8	H5	F016	H5-S002	2	c10aec6d4dd877ec8bd8	choy	FRAME_O(OPAQUE_PAYLOAD)	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E84:[TUPLE:c10aec6d4dd877ec8bd8;SURFACE_DISPLAY_ONLY:choy;FORMULA:FRAME_O(OPAQUE_PAYLOAD);CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR TARGET_OR_STATION];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Lege dieses Los in ein eigenes Arbeitsgefäß.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Medium und Gerät sind nicht abgebildet; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
