page	locus	section	language	hand	y_occurrences	y_ordinals	context_classes	zl3b_line	v35_token_glosses_de	v36_token_glosses_de	v36_working_translation_de	base_unknown_tokens	v36_unknown_tokens
f76r	f76r.45	T	B	2	1	1	Y_BOS_ENTRY	y shedy qo or okain shey qokaiin okeedy qochy as oin sheey chckhy	[y:?] | feucht in der Mitte des Grades, abgeschlossen | [qo:?] | Drogenportion | heiß im Zubereitungsrahmen, Grad II | feucht in der Mitte des Grades | heiß, Grad III | heißer Ansatz am Ende des Grades, abgeschlossen | [qochy:?] | [as:?] | [oin:?] | feucht am Ende des Grades | Arzneikompositum: trocken, Gradanfang	Eintrag: | feucht in der Mitte des Grades, abgeschlossen | [qo:?] | Drogenportion | heiß im Zubereitungsrahmen, Grad II | feucht in der Mitte des Grades | heiß, Grad III | heißer Ansatz am Ende des Grades, abgeschlossen | [qochy:?] | [as:?] | [oin:?] | feucht am Ende des Grades | Arzneikompositum: trocken, Gradanfang	Eintrag: feucht in der Mitte des Grades, abgeschlossen; [qo:?]; Drogenportion; heiß im Zubereitungsrahmen, Grad II; feucht in der Mitte des Grades; heiß, Grad III; heißer Ansatz am Ende des Grades, abgeschlossen; [qochy:?]; [as:?]; [oin:?]; feucht am Ende des Grades; Arzneikompositum: trocken, Gradanfang	5	4
f76r	f76r.54	T	B	2	1	11	Y_EOS_CLOSE	dal or chedy qolaiin okedal olchedy chdol olchedy choly aiin y	abgemessene Rohstoffmenge I | Drogenportion | trocken in der Mitte des Grades, abgeschlossen | [qolaiin:?] | [okedal:?] | [olchedy:?] | [chdol:?] | [olchedy:?] | [choly:?] | Menge III | [y:?]	abgemessene Rohstoffmenge I | Drogenportion | trocken in der Mitte des Grades, abgeschlossen | [qolaiin:?] | [okedal:?] | [olchedy:?] | [chdol:?] | [olchedy:?] | [choly:?] | Menge III | Eintrag abgeschlossen	abgemessene Rohstoffmenge I; Drogenportion; trocken in der Mitte des Grades, abgeschlossen; [qolaiin:?]; [okedal:?]; [olchedy:?]; [chdol:?]; [olchedy:?]; [choly:?]; Menge III.	7	6
f76v	f76v.5	B	B	2	1	6	Y_MEDIAL_BIDIRECTIONAL_HINGE	s otain okain chcthedy qoteed y kedy okedy chedy otedy teyteg	[s:?] | kalt im Zubereitungsrahmen, Grad II | heiß im Zubereitungsrahmen, Grad II | [chcthedy:?] | [qoteed:?] | [y:?] | heiß in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades, abgeschlossen | [teyteg:?]	[s:?] | kalt im Zubereitungsrahmen, Grad II | heiß im Zubereitungsrahmen, Grad II | [chcthedy:?] | [qoteed:?] | ; hierzu: | heiß in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades, abgeschlossen | [teyteg:?]	[s:?]; kalt im Zubereitungsrahmen, Grad II; heiß im Zubereitungsrahmen, Grad II; [chcthedy:?]; [qoteed:?]; hierzu: heiß in der Mitte des Grades, abgeschlossen; heißer Ansatz in der Mitte des Grades, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen; kalter Ansatz in der Mitte des Grades, abgeschlossen; [teyteg:?]	5	4
f77r	f77r.15	B	B	2	1	8	Y_MEDIAL_LEFT_CLOSE	qokeedy shedy qotol shedy qokaiin sheety qokeed y lchedy lol	heiß am Ende des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | kaltes Material | feucht in der Mitte des Grades, abgeschlossen | heiß, Grad III | [sheety:?] | [qokeed:?] | [y:?] | getrocknetes Drogenholz | Holzstoff	heiß am Ende des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | kaltes Material | feucht in der Mitte des Grades, abgeschlossen | heiß, Grad III | [sheety:?] | [qokeed:?] | Eintragsteil abgeschlossen | getrocknetes Drogenholz | Holzstoff	heiß am Ende des Grades, abgeschlossen; feucht in der Mitte des Grades, abgeschlossen; kaltes Material; feucht in der Mitte des Grades, abgeschlossen; heiß, Grad III; [sheety:?]; [qokeed:?]; getrocknetes Drogenholz; Holzstoff	3	2
f77v	f77v.1	B	B	2	1	2	Y_LABEL_SIGLUM	okain y kal	heiß im Zubereitungsrahmen, Grad II | [y:?] | Rohstoffklasse I, heiß am Gradanfang	heiß im Zubereitungsrahmen, Grad II | Labelgliederung | Rohstoffklasse I, heiß am Gradanfang	heiß im Zubereitungsrahmen, Grad II; Rohstoffklasse I, heiß am Gradanfang	1	0
f77v	f77v.33	B	B	2	1	7	Y_MEDIAL_LEFT_CLOSE	qokaiin cheky rar chedy qokal dar y qotal dal rain	heiß, Grad III | [cheky:?] | Wurzelfraktion I | trocken in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | abgemessene Fraktion I | [y:?] | Rohstoffklasse I, kalt am Gradanfang | abgemessene Rohstoffmenge I | [rain:?]	heiß, Grad III | [cheky:?] | Wurzelfraktion I | trocken in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | abgemessene Fraktion I | Eintragsteil abgeschlossen | Rohstoffklasse I, kalt am Gradanfang | abgemessene Rohstoffmenge I | [rain:?]	heiß, Grad III; [cheky:?]; Wurzelfraktion I; trocken in der Mitte des Grades, abgeschlossen; Rohstoffklasse I, heiß am Gradanfang; abgemessene Fraktion I; Rohstoffklasse I, kalt am Gradanfang; abgemessene Rohstoffmenge I; [rain:?]	3	2
f78r	f78r.19	B	B	2	1	1	Y_BOS_ENTRY	y ches aiin okeedy qokain chl	[y:?] | [ches:?] | Menge III | heißer Ansatz am Ende des Grades, abgeschlossen | heiß, Grad II | [chl:?]	Eintrag: | [ches:?] | Menge III | heißer Ansatz am Ende des Grades, abgeschlossen | heiß, Grad II | [chl:?]	Eintrag: [ches:?]; Menge III; heißer Ansatz am Ende des Grades, abgeschlossen; heiß, Grad II; [chl:?]	3	2
f78r	f78r.33	B	B	2	1	4	Y_MEDIAL_UNRESOLVED_HINGE	ytedy daiin ykedy y olsheey qokeey okal ol keedy dyky	[ytedy:?] | Grad-/Maßwert III | [ykedy:?] | [y:?] | [olsheey:?] | heiß am Ende des Grades | Rohstoffklasse I im Ansatz, heiß am Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß am Ende des Grades, abgeschlossen | [dyky:?]	[ytedy:?] | Grad-/Maßwert III | [ykedy:?] | hierzu: | [olsheey:?] | heiß am Ende des Grades | Rohstoffklasse I im Ansatz, heiß am Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß am Ende des Grades, abgeschlossen | [dyky:?]	[ytedy:?]; Grad-/Maßwert III; [ykedy:?]; hierzu: [olsheey:?]; heiß am Ende des Grades; Rohstoffklasse I im Ansatz, heiß am Gradanfang; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; heiß am Ende des Grades, abgeschlossen; [dyky:?]	5	4
f78r	f78r.35	B	B	2	3	1|8|11	Y_BOS_ENTRY|Y_MEDIAL_LEFT_CLOSE|Y_EOS_CLOSE	y sain checkhy qokain cheeky daiin daiin y tees ol y	[y:?] | [sain:?] | trockenes Arzneikompositum am Gradanfang | heiß, Grad II | [cheeky:?] | Grad-/Maßwert III | Grad-/Maßwert III | [y:?] | [tees:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [y:?]	Eintrag: | [sain:?] | trockenes Arzneikompositum am Gradanfang | heiß, Grad II | [cheeky:?] | Grad-/Maßwert III | Grad-/Maßwert III | Eintragsteil abgeschlossen | [tees:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Eintrag abgeschlossen	Eintrag: [sain:?]; trockenes Arzneikompositum am Gradanfang; heiß, Grad II; [cheeky:?]; Grad-/Maßwert III; Grad-/Maßwert III; [tees:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz.	6	3
f78v	f78v.7	B	B	2	1	2	Y_MEDIAL_BIDIRECTIONAL_HINGE	otor y shedy otedy shedy qokeedy qokedy otar otedy	kalte Drogenportion im Ansatz | [y:?] | feucht in der Mitte des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | kalte Drogenfraktion I im Ansatz | kalter Ansatz in der Mitte des Grades, abgeschlossen	kalte Drogenportion im Ansatz | ; hierzu: | feucht in der Mitte des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | kalte Drogenfraktion I im Ansatz | kalter Ansatz in der Mitte des Grades, abgeschlossen	kalte Drogenportion im Ansatz; hierzu: feucht in der Mitte des Grades, abgeschlossen; kalter Ansatz in der Mitte des Grades, abgeschlossen; feucht in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen; kalte Drogenfraktion I im Ansatz; kalter Ansatz in der Mitte des Grades, abgeschlossen	1	0
f78v	f78v.9	B	B	2	1	1	Y_BOS_ENTRY	y cheolk o lkeedy qokedy ol chedol okeedy qotedy rorarol	[y:?] | [cheolk:?] | [o:?] | [lkeedy:?] | heiß in der Mitte des Grades, abgeschlossen | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [chedol:?] | heißer Ansatz am Ende des Grades, abgeschlossen | kalt in der Mitte des Grades, abgeschlossen | [rorarol:?]	Eintrag: | [cheolk:?] | [o:?] | [lkeedy:?] | heiß in der Mitte des Grades, abgeschlossen | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [chedol:?] | heißer Ansatz am Ende des Grades, abgeschlossen | kalt in der Mitte des Grades, abgeschlossen | [rorarol:?]	Eintrag: [cheolk:?]; [o:?]; [lkeedy:?]; heiß in der Mitte des Grades, abgeschlossen; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [chedol:?]; heißer Ansatz am Ende des Grades, abgeschlossen; kalt in der Mitte des Grades, abgeschlossen; [rorarol:?]	6	5
f79r	f79r.20	B	B	2	2	1|3	Y_BOS_ENTRY|Y_MEDIAL_BIDIRECTIONAL_HINGE	y shal y chedar oy scthey tal chear	[y:?] | Rohstoffklasse I, feucht am Gradanfang | [y:?] | [chedar:?] | [oy:?] | [scthey:?] | Rohstoffklasse I, kalt am Gradanfang | trockene Fraktion I	Eintrag: | Rohstoffklasse I, feucht am Gradanfang | ; hierzu: | [chedar:?] | [oy:?] | [scthey:?] | Rohstoffklasse I, kalt am Gradanfang | trockene Fraktion I	Eintrag: Rohstoffklasse I, feucht am Gradanfang; hierzu: [chedar:?]; [oy:?]; [scthey:?]; Rohstoffklasse I, kalt am Gradanfang; trockene Fraktion I	5	3
f79r	f79r.24	B	B	2	1	8	Y_EOS_CLOSE	qokshedy qolkeey qolkeedy qokedy otain otchey okain y	heiß und feucht in der Mitte des Grades, abgeschlossen | [qolkeey:?] | [qolkeedy:?] | heiß in der Mitte des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad II | kalt-trockener Ansatz in der Mitte des Grades | heiß im Zubereitungsrahmen, Grad II | [y:?]	heiß und feucht in der Mitte des Grades, abgeschlossen | [qolkeey:?] | [qolkeedy:?] | heiß in der Mitte des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad II | kalt-trockener Ansatz in der Mitte des Grades | heiß im Zubereitungsrahmen, Grad II | Eintrag abgeschlossen	heiß und feucht in der Mitte des Grades, abgeschlossen; [qolkeey:?]; [qolkeedy:?]; heiß in der Mitte des Grades, abgeschlossen; kalt im Zubereitungsrahmen, Grad II; kalt-trockener Ansatz in der Mitte des Grades; heiß im Zubereitungsrahmen, Grad II.	3	2
f79r	f79r.28	B	B	2	1	1	Y_BOS_ENTRY	y dolsheey qokain o dain yteey chyteey otoldy lchey	[y:?] | [dolsheey:?] | heiß, Grad II | [o:?] | Grad-/Maßwert II | [yteey:?] | [chyteey:?] | [otoldy:?] | Drogenholz, trocken gebunden, Form I	Eintrag: | [dolsheey:?] | heiß, Grad II | [o:?] | Grad-/Maßwert II | [yteey:?] | [chyteey:?] | [otoldy:?] | Drogenholz, trocken gebunden, Form I	Eintrag: [dolsheey:?]; heiß, Grad II; [o:?]; Grad-/Maßwert II; [yteey:?]; [chyteey:?]; [otoldy:?]; Drogenholz, trocken gebunden, Form I	6	5
f79r	f79r.3	B	B	2	1	6	Y_MEDIAL_BIDIRECTIONAL_HINGE	yshealdy rshedy qoteedy chckhey qo y chey lchey qokeey rchedy	[yshealdy:?] | eingeweichte Wurzel | kalt am Ende des Grades, abgeschlossen | Arzneikompositum: trocken, Gradmitte | [qo:?] | [y:?] | trocken in der Mitte des Grades | Drogenholz, trocken gebunden, Form I | heiß am Ende des Grades | getrocknete Wurzel	[yshealdy:?] | eingeweichte Wurzel | kalt am Ende des Grades, abgeschlossen | Arzneikompositum: trocken, Gradmitte | [qo:?] | ; hierzu: | trocken in der Mitte des Grades | Drogenholz, trocken gebunden, Form I | heiß am Ende des Grades | getrocknete Wurzel	[yshealdy:?]; eingeweichte Wurzel; kalt am Ende des Grades, abgeschlossen; Arzneikompositum: trocken, Gradmitte; [qo:?]; hierzu: trocken in der Mitte des Grades; Drogenholz, trocken gebunden, Form I; heiß am Ende des Grades; getrocknete Wurzel	3	2
f79r	f79r.30	B	B	2	1	1	Y_BOS_ENTRY	y shedy qotal ysheey olor	[y:?] | feucht in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, kalt am Gradanfang | [ysheey:?] | Zutat	Eintrag: | feucht in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, kalt am Gradanfang | [ysheey:?] | Zutat	Eintrag: feucht in der Mitte des Grades, abgeschlossen; Rohstoffklasse I, kalt am Gradanfang; [ysheey:?]; Zutat	2	1
f79r	f79r.40	B	B	2	1	1	Y_BOS_ENTRY	y shedy qokched oltchey otchotar ol okaiin chckhy	[y:?] | feucht in der Mitte des Grades, abgeschlossen | [qokched:?] | [oltchey:?] | [otchotar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß, Grad III, im Ansatzrahmen | Arzneikompositum: trocken, Gradanfang	Eintrag: | feucht in der Mitte des Grades, abgeschlossen | [qokched:?] | [oltchey:?] | [otchotar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß, Grad III, im Ansatzrahmen | Arzneikompositum: trocken, Gradanfang	Eintrag: feucht in der Mitte des Grades, abgeschlossen; [qokched:?]; [oltchey:?]; [otchotar:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; heiß, Grad III, im Ansatzrahmen; Arzneikompositum: trocken, Gradanfang	4	3
f79r	f79r.43	B	B	2	1	1	Y_BOS_ENTRY	y shey qokain cheol qoky daiin chkag ar cheedy ldy	[y:?] | feucht in der Mitte des Grades | heiß, Grad II | trockener Drogenstoff | heiß am Anfang des Grades | Grad-/Maßwert III | [chkag:?] | Drogenfraktion I | trocken am Ende des Grades, abgeschlossen | [ldy:?]	Eintrag: | feucht in der Mitte des Grades | heiß, Grad II | trockener Drogenstoff | heiß am Anfang des Grades | Grad-/Maßwert III | [chkag:?] | Drogenfraktion I | trocken am Ende des Grades, abgeschlossen | [ldy:?]	Eintrag: feucht in der Mitte des Grades; heiß, Grad II; trockener Drogenstoff; heiß am Anfang des Grades; Grad-/Maßwert III; [chkag:?]; Drogenfraktion I; trocken am Ende des Grades, abgeschlossen; [ldy:?]	3	2
f79v	f79v.42	B	B	2	1	7	Y_MEDIAL_LEFT_CLOSE	okchedy qokain sheky chedy ol ain y daral	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen | heiß, Grad II | [sheky:?] | trocken in der Mitte des Grades, abgeschlossen | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Menge-/Klassenwert II | [y:?] | [daral:?]	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen | heiß, Grad II | [sheky:?] | trocken in der Mitte des Grades, abgeschlossen | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Menge-/Klassenwert II | Eintragsteil abgeschlossen | [daral:?]	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen; heiß, Grad II; [sheky:?]; trocken in der Mitte des Grades, abgeschlossen; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Menge-/Klassenwert II; [daral:?]	3	2
f80r	f80r.11	B	B	2	1	9	Y_MEDIAL_UNRESOLVED_HINGE	pdol fshedy polkain octhor okchdy qokeedy qopcheol olkoiin y darshey	[pdol:?] | [fshedy:?] | [polkain:?] | [octhor:?] | heiß-trockener Ansatz am Anfang des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [qopcheol:?] | [olkoiin:?] | [y:?] | [darshey:?]	[pdol:?] | [fshedy:?] | [polkain:?] | [octhor:?] | heiß-trockener Ansatz am Anfang des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [qopcheol:?] | [olkoiin:?] | hierzu: | [darshey:?]	[pdol:?]; [fshedy:?]; [polkain:?]; [octhor:?]; heiß-trockener Ansatz am Anfang des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; [qopcheol:?]; [olkoiin:?]; hierzu: [darshey:?]	8	7
f80r	f80r.34	B	B	2	1	10	Y_EOS_CLOSE	ey rcheky shepchedy qokar ol qockhey olchey qokedy koroiin y	[ey:?] | [rcheky:?] | [shepchedy:?] | heiße Drogenfraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [qockhey:?] | [olchey:?] | heiß in der Mitte des Grades, abgeschlossen | [koroiin:?] | [y:?]	[ey:?] | [rcheky:?] | [shepchedy:?] | heiße Drogenfraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [qockhey:?] | [olchey:?] | heiß in der Mitte des Grades, abgeschlossen | [koroiin:?] | Eintrag abgeschlossen	[ey:?]; [rcheky:?]; [shepchedy:?]; heiße Drogenfraktion I; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [qockhey:?]; [olchey:?]; heiß in der Mitte des Grades, abgeschlossen; [koroiin:?].	7	6
f80r	f80r.42	B	B	2	1	1	Y_BOS_ENTRY	y cheeytal checthy qokain qokain checthy qokain ol	[y:?] | [cheeytal:?] | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | heiß, Grad II | heiß, Grad II | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | heiß, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eintrag: | [cheeytal:?] | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | heiß, Grad II | heiß, Grad II | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | heiß, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eintrag: [cheeytal:?]; trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut; heiß, Grad II; heiß, Grad II; trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut; heiß, Grad II; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	2	1
f80r	f80r.52	B	B	2	1	9	Y_MEDIAL_BIDIRECTIONAL_HINGE	sol tl shey qoklcheey lkaiin ol olor aiin y daiin cheol kain	Samenmaterial/Saatgut | [tl:?] | feucht in der Mitte des Grades | [qoklcheey:?] | [lkaiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Zutat | Menge III | [y:?] | Grad-/Maßwert III | trockener Drogenstoff | heiß, Grad II	Samenmaterial/Saatgut | [tl:?] | feucht in der Mitte des Grades | [qoklcheey:?] | [lkaiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Zutat | Menge III | ; hierzu: | Grad-/Maßwert III | trockener Drogenstoff | heiß, Grad II	Samenmaterial/Saatgut; [tl:?]; feucht in der Mitte des Grades; [qoklcheey:?]; [lkaiin:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Zutat; Menge III; hierzu: Grad-/Maßwert III; trockener Drogenstoff; heiß, Grad II	4	3
f80v	f80v.21	B	B	2	1	4	Y_MEDIAL_RIGHT_REFERENCE_MATERIA	tar kain okal y rchey qokal olor aiin okal otam	kalte Drogenfraktion I | heiß, Grad II | Rohstoffklasse I im Ansatz, heiß am Gradanfang | [y:?] | Wurzel/Wurzeldroge, trocken gebunden, Form I | Rohstoffklasse I, heiß am Gradanfang | Zutat | Menge III | Rohstoffklasse I im Ansatz, heiß am Gradanfang | ein Maß kalten Ansatzes	kalte Drogenfraktion I | heiß, Grad II | Rohstoffklasse I im Ansatz, heiß am Gradanfang | hierzu: | Wurzel/Wurzeldroge, trocken gebunden, Form I | Rohstoffklasse I, heiß am Gradanfang | Zutat | Menge III | Rohstoffklasse I im Ansatz, heiß am Gradanfang | ein Maß kalten Ansatzes	Kalte Drogenfraktion I; heiß, Grad II; Ansatzrohstoff Klasse I, heiß am Gradanfang; hierzu: trocken gebundene Wurzeldroge, Form I; Rohstoff Klasse I, heiß am Gradanfang; Zutat, Menge III; Ansatzrohstoff Klasse I, heiß am Gradanfang; ein Maß kalten Ansatzes.	1	0
f80v	f80v.35	B	B	2	1	4	Y_MEDIAL_UNRESOLVED_HINGE	tol oltain olkar y qol qol kain okiin ol kain shey ldy	kalt; nominal kaltes Gut/Material | [oltain:?] | [olkar:?] | [y:?] | [qol:?] | [qol:?] | heiß, Grad II | [okiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß, Grad II | feucht in der Mitte des Grades | [ldy:?]	kalt; nominal kaltes Gut/Material | [oltain:?] | [olkar:?] | hierzu: | [qol:?] | [qol:?] | heiß, Grad II | [okiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß, Grad II | feucht in der Mitte des Grades | [ldy:?]	kalt; nominal kaltes Gut/Material; [oltain:?]; [olkar:?]; hierzu: [qol:?]; [qol:?]; heiß, Grad II; [okiin:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; heiß, Grad II; feucht in der Mitte des Grades; [ldy:?]	7	6
f81r	f81r.17	B	B	2	1	1	Y_BOS_ENTRY	y checthy okeedy shey qokedy ol ochedar	[y:?] | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | heißer Ansatz am Ende des Grades, abgeschlossen | feucht in der Mitte des Grades | heiß in der Mitte des Grades, abgeschlossen | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ochedar:?]	Eintrag: | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | heißer Ansatz am Ende des Grades, abgeschlossen | feucht in der Mitte des Grades | heiß in der Mitte des Grades, abgeschlossen | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ochedar:?]	Eintrag: trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut; heißer Ansatz am Ende des Grades, abgeschlossen; feucht in der Mitte des Grades; heiß in der Mitte des Grades, abgeschlossen; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [ochedar:?]	2	1
f81r	f81r.29	B	B	2	1	1	Y_BOS_ENTRY	y sheedy shy chey l chcthy ytar olkaiin ol	[y:?] | feucht am Ende des Grades, abgeschlossen | feucht am Anfang des Grades | trocken in der Mitte des Grades | [l:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [ytar:?] | [olkaiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eintrag: | feucht am Ende des Grades, abgeschlossen | feucht am Anfang des Grades | trocken in der Mitte des Grades | [l:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [ytar:?] | [olkaiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eintrag: feucht am Ende des Grades, abgeschlossen; feucht am Anfang des Grades; trocken in der Mitte des Grades; [l:?]; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; [ytar:?]; [olkaiin:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	4	3
f81v	f81v.25	B	B	2	1	5	Y_MEDIAL_UNRESOLVED_HINGE	oshedy qotedy shol chedy y shchey ol chey qol chedy tchd oky	[oshedy:?] | kalt in der Mitte des Grades, abgeschlossen | feucht; nominal feuchtes Gut/Material | trocken in der Mitte des Grades, abgeschlossen | [y:?] | [shchey:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades | [qol:?] | trocken in der Mitte des Grades, abgeschlossen | [tchd:?] | heißer Ansatz am Anfang des Grades	[oshedy:?] | kalt in der Mitte des Grades, abgeschlossen | feucht; nominal feuchtes Gut/Material | trocken in der Mitte des Grades, abgeschlossen | hierzu: | [shchey:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades | [qol:?] | trocken in der Mitte des Grades, abgeschlossen | [tchd:?] | heißer Ansatz am Anfang des Grades	[oshedy:?]; kalt in der Mitte des Grades, abgeschlossen; feucht; nominal feuchtes Gut/Material; trocken in der Mitte des Grades, abgeschlossen; hierzu: [shchey:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken in der Mitte des Grades; [qol:?]; trocken in der Mitte des Grades, abgeschlossen; [tchd:?]; heißer Ansatz am Anfang des Grades	5	4
f82v	f82v.24	B	B	2	1	8	Y_MEDIAL_RIGHT_REFERENCE	dshedy qokaiin olchedy qokal shedy qotal dytar y l l	[dshedy:?] | heiß, Grad III | [olchedy:?] | Rohstoffklasse I, heiß am Gradanfang | feucht in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, kalt am Gradanfang | [dytar:?] | [y:?] | [l:?] | [l:?]	[dshedy:?] | heiß, Grad III | [olchedy:?] | Rohstoffklasse I, heiß am Gradanfang | feucht in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, kalt am Gradanfang | [dytar:?] | hierzu: | [l:?] | [l:?]	[dshedy:?]; heiß, Grad III; [olchedy:?]; Rohstoffklasse I, heiß am Gradanfang; feucht in der Mitte des Grades, abgeschlossen; Rohstoffklasse I, kalt am Gradanfang; [dytar:?]; hierzu: [l:?]; [l:?]	6	5
f83v	f83v.25	B	B	2	1	1	Y_BOS_ENTRY	y shey otechd ar okol dal shedy qokaly	[y:?] | feucht in der Mitte des Grades | [otechd:?] | Drogenfraktion I | [okol:?] | abgemessene Rohstoffmenge I | feucht in der Mitte des Grades, abgeschlossen | [qokaly:?]	Eintrag: | feucht in der Mitte des Grades | [otechd:?] | Drogenfraktion I | [okol:?] | abgemessene Rohstoffmenge I | feucht in der Mitte des Grades, abgeschlossen | [qokaly:?]	Eintrag: feucht in der Mitte des Grades; [otechd:?]; Drogenfraktion I; [okol:?]; abgemessene Rohstoffmenge I; feucht in der Mitte des Grades, abgeschlossen; [qokaly:?]	4	3
