surface	occurrence_count	physical_pages	truth_recipe	candidate_count_capped	gdt519_rank	gdt519_top1	gdt520_rank	gdt520_top1	gdt520_top5	truth_gdt519_score	truth_segment_count	truth_boundary_nll	truth_gdt520_score	truth_alignment_trace	top1_gdt519_score	top1_segment_count	top1_boundary_nll	top1_gdt520_score	top1_alignment_trace	decision_change_class	working_policy
qokees	2	f31r|f66r	OK+EE+S	28	1	OK+EE+S	1	OK+EE+S	OK+EE+S | CARRIER_Q+OK+EE+S | OK+EE | OK+EE+SH | CARRIER_Q+OK+EE	1.265132009	2	1.329579566	1.598089965	qokee=>qokee~OK+EE@edit0+alias0.250 | s=>s~S@edit0+alias0.000	1.265132009	2	1.329579566	1.598089965	qokee=>qokee~OK+EE@edit0+alias0.250 | s=>s~S@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qokshd	1	f66r	OK+SH+D_ADDR	37	1	OK+SH+D_ADDR	1	OK+SH+D_ADDR	OK+SH+D_ADDR | CARRIER_Q+OK+SH+D_ADDR | OK+D_ADDR | OK+SH+SH+D_ADDR | CARRIER_Q+OK+D_ADDR	1.452231507	3	0.837411207	1.835972627	qok=>qok~OK@edit0+alias0.250 | sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	1.452231507	3	0.837411207	1.835972627	qok=>qok~OK@edit0+alias0.250 | sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qolsa	1	f66r	OL+S+A_ADDR	26	1	OL+S+A_ADDR	1	OL+S+A_ADDR	OL+S+A_ADDR | OL+A_ADDR | OL+S | CARRIER_Q+OL+S+A_ADDR | CARRIER_Q+OL+S	2.645177664	3	0.263801257	2.971557790	qol=>qol~OL@edit0+alias0.254 | s=>s~S@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000	2.645177664	3	0.263801257	2.971557790	qol=>qol~OL@edit0+alias0.254 | s=>s~S@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qopaiin	1	f66r	CARRIER_Q+O+P+AIIN	100	1	CARRIER_Q+O+P+AIIN	1	CARRIER_Q+O+P+AIIN	CARRIER_Q+O+P+AIIN | O+P+AIIN | CARRIER_Q+O+P+A_ADDR+AIIN | CARRIER_Q+O+P+A_ADDR+IIN | O+P+E+AIIN	1.658776081	4	1.050862265	2.163862308	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	1.658776081	4	1.050862265	2.163862308	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qotchoiin	1	f4r	OT+CH+O+IIN	100	1	OT+CH+O+IIN	1	OT+CH+O+IIN	OT+CH+O+IIN | CARRIER_Q+OT+CH+O+IIN | OT+O+IIN | OT+LOCAL_C+O+IIN | OT+HO+IIN	2.327103198	4	0.860023239	2.813105522	qot=>qot~OT@edit0+alias0.253 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | iin=>iin~IIN@edit0+alias0.000	2.327103198	4	0.860023239	2.813105522	qot=>qot~OT@edit0+alias0.253 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | iin=>iin~IIN@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qotedal	1	f66r	OT+E+AL	100	1	OT+E+AL	1	OT+E+AL	OT+E+AL | OT+E+D_ADDR+AL | CARRIER_Q+OT+E+AL | OT+AL | CARRIER_Q+OT+E+D_ADDR+AL	2.184394992	3	1.443966667	2.628791659	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | dal=>dal~AL@edit0+alias0.273	2.184394992	3	1.443966667	2.628791659	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | dal=>dal~AL@edit0+alias0.273	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qoteeod	1	f66r	OT+EE+O+D_ADDR	84	1	OT+EE+O+D_ADDR	1	OT+EE+O+D_ADDR	OT+EE+O+D_ADDR | CARRIER_Q+OT+EE+O+D_ADDR | OT+EE+S+O+D_ADDR | OT+E+E+O+D_ADDR | O+OT+EE+D_ADDR	1.191702714	4	0.181010203	1.609803734	qot=>qot~OT@edit0+alias0.253 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	1.191702714	4	0.181010203	1.609803734	qot=>qot~OT@edit0+alias0.253 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qoteoly	1	f66r	OT+E+OL+Y	29	1	OT+E+OL+Y	1	OT+E+OL+Y	OT+E+OL+Y | CARRIER_Q+OT+E+OL+Y | OT+E+O+L+Y | OT+E+D_ADDR+OL+Y | O+E+OL+Y	1.229832728	4	0.303087484	1.660141476	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	1.229832728	4	0.303087484	1.660141476	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qotesy	1	f66r	OT+E+S+Y	21	1	OT+E+S+Y	1	OT+E+S+Y	OT+E+S+Y | CARRIER_Q+OT+E+S+Y | OT+E+Y | CARRIER_Q+OT+E+Y | OT+E+D_ADDR+Y	1.376718563	4	0.546297056	1.831348268	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | s=>s~S@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	1.376718563	4	0.546297056	1.831348268	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | s=>s~S@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
rals	1	f66r	R+AL+S	29	1	R+AL+S	1	R+AL+S	R+AL+S | R+A_ADDR+L | R+AL+SH | AR+AL+S | R+A_ADDR+L+S	2.100762601	3	0.170898295	2.417852431	r=>r~R@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | s=>s~S@edit0+alias0.000	2.100762601	3	0.170898295	2.417852431	r=>r~R@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
raral	1	f66r	R+AR+AL	64	1	R+AR+AL	1	R+AR+AL	R+AR+AL | AR+R+AL | R+D_ADDR+AR+AL | R+A_ADDR+R+AL | AR+AR+AL	1.281683437	3	0.290300302	1.610713467	r=>r~R@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000	1.281683437	3	0.290300302	1.610713467	r=>r~R@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
rary	1	f66r	R+AR+Y	13	1	R+AR+Y	1	R+AR+Y	R+AR+Y | AR+R+Y | AR+AR+Y | R+D_ADDR+AR+Y | R+A_ADDR+R+Y	0.823416049	3	0.381733876	1.161589436	r=>r~R@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	0.823416049	3	0.381733876	1.161589436	r=>r~R@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
rotaiin	1	f66r	R+OT+AIIN	100	1	R+OT+AIIN	1	R+OT+AIIN	R+OT+AIIN | R+OT+IIN | AR+OT+AIIN | R+OT+AIN | OR+T+AIIN	1.189045379	3	0.596608756	1.548706255	r=>r~R@edit0+alias0.000 | ot=>ot~OT@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	1.189045379	3	0.596608756	1.548706255	r=>r~R@edit0+alias0.000 | ot=>ot~OT@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
saiis	1	f31r	S+IIN+S	64	2	S+A_ADDR+IIN+S	2	S+A_ADDR+IIN+S	S+A_ADDR+IIN+S | S+IIN+S | S+AIIN+S | S+LOCAL_CHAR_I+S | S+A_ADDR+LOCAL_CHAR_I+S	5.041763798	3	0.687003288	5.410464127	s=>s~S@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | s=>s~S@edit0+alias0.000	4.579445972	4	2.260315349	5.205477507	s=>s~S@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | ii=>in~IIN@edit1+alias0.534 | s=>s~S@edit0+alias0.000	GDT519_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
salf	1	f66r	S+AL+LOCAL_CHAR_F	10	1	S+AL+LOCAL_CHAR_F	1	S+AL+LOCAL_CHAR_F	S+AL+LOCAL_CHAR_F | SH+AL+LOCAL_CHAR_F | S+L+LOCAL_CHAR_F | S+A_ADDR+L+LOCAL_CHAR_F | S+A_ADDR+AL+LOCAL_CHAR_F	1.458622446	3	0.577675337	1.816389980	s=>s~S@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	1.458622446	3	0.577675337	1.816389980	s=>s~S@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
saly	1	f66r	S+AL+Y	8	1	S+AL+Y	1	S+AL+Y	S+AL+Y | AL+Y | SH+AL+Y | S+A_ADDR+AL+Y | S+L+Y	0.415978283	3	0.097815536	0.725759837	s=>s~S@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	0.415978283	3	0.097815536	0.725759837	s=>s~S@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shain	2	f20v|f4r	SH+AIN	55	1	SH+AIN	1	SH+AIN	SH+AIN | S+SH+AIN | SH+A_ADDR+AIN | SH+SH+AIN | SH+A_ADDR+IIN	0.466634209	2	0.306042303	0.697238439	sh=>sh~SH@edit0+alias0.000 | ain=>ain~AIN@edit0+alias0.000	0.466634209	2	0.306042303	0.697238439	sh=>sh~SH@edit0+alias0.000 | ain=>ain~AIN@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shckhar	1	f66r	SH+CH+K+AR	66	1	SH+CH+K+AR	1	SH+CH+K+AR	SH+CH+K+AR | SH+LOCAL_C+K+AR | SH+CH+K+SH+AR | S+SH+CH+K+AR | SH+CH+K+A_ADDR+R	1.864326532	2	0.533174893	2.117644021	shckh=>shckh~SH+CH+K@edit0+alias0.500 | ar=>ar~AR@edit0+alias0.000	1.864326532	2	0.533174893	2.117644021	shckh=>shckh~SH+CH+K@edit0+alias0.500 | ar=>ar~AR@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shckheody	1	f66r	SH+CH+K+E+O+DY	100	2	SH+CH+K+E+O+D_ADDR+Y	1	SH+CH+K+E+O+DY	SH+CH+K+E+O+DY | SH+CH+K+E+O+D_ADDR+Y | SH+CH+K+E+O+Y | SH+CH+K+E+O+R | S+SH+CH+K+E+O+DY	3.370221937	4	1.334441184	3.903666055	shckh=>shckh~SH+CH+K@edit0+alias0.500 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	3.370221937	4	1.334441184	3.903666055	shckh=>shckh~SH+CH+K@edit0+alias0.500 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT519_ERROR_CORRECTED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shd	1	f20v	SH+D_ADDR	8	1	SH+D_ADDR	1	SH+D_ADDR	SH+D_ADDR | S+SH+D_ADDR | S+D_ADDR | O+D_ADDR | SH+SH+D_ADDR	0.888406238	2	0.734502140	1.161856452	sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	0.888406238	2	0.734502140	1.161856452	sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shddy	1	f66r	SH+D_ADDR+DY	32	1	SH+D_ADDR+DY	1	SH+D_ADDR+DY	SH+D_ADDR+DY | SH+D_ADDR+Y | SH+D_ADDR+D_ADDR+Y | SH+SH+D_ADDR+Y | O+D_ADDR+Y	2.797818773	3	1.628278637	3.260646636	sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	2.797818773	3	1.628278637	3.260646636	sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shedshey	1	f31r	SH+E+D_ADDR+SH+E+Y	83	1	SH+E+D_ADDR+SH+E+Y	1	SH+E+D_ADDR+SH+E+Y	SH+E+D_ADDR+SH+E+Y | SH+E+SH+E+Y | S+SH+E+D_ADDR+SH+E+Y | SH+CHD+SH+E+Y | SH+E+S+SH+E+Y	1.827169796	6	1.277545108	2.554924307	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	1.827169796	6	1.277545108	2.554924307	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shee	1	f31r	SH+EE	10	1	SH+EE	1	SH+EE	SH+EE | S+SH+EE | SH+E+E | SH+SH+EE | S+EE	0.949901334	2	0.080922677	1.157993601	sh=>sh~SH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000	0.949901334	2	0.080922677	1.157993601	sh=>sh~SH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
sheeody	1	f31r	SH+EE+O+D_ADDR+Y	57	1	SH+EE+O+D_ADDR+Y	1	SH+EE+O+D_ADDR+Y	SH+EE+O+D_ADDR+Y | SH+EE+O+DY | SH+EE+O+Y | S+SH+EE+O+DY | S+SH+EE+O+D_ADDR+Y	2.927876159	5	1.269684196	3.554844578	sh=>sh~SH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.927876159	5	1.269684196	3.554844578	sh=>sh~SH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shekair	1	f66r	SH+E+K+AIR	100	1	SH+E+K+AIR	1	SH+E+K+AIR	SH+E+K+AIR | SH+K+AIR | SH+E+AIR | S+SH+E+K+AIR | SH+E+K+A_ADDR+AIR	2.795221871	4	1.344356021	3.329657473	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000	2.795221871	4	1.344356021	3.329657473	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shekaly	1	f66r	SH+E+K+AL+Y	92	1	SH+E+K+AL+Y	1	SH+E+K+AL+Y	SH+E+K+AL+Y | SH+K+AL+Y | S+SH+E+K+AL+Y | SH+E+AL+Y | SH+E+Y+K+AL	1.590711141	5	1.340543500	2.224765491	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	1.590711141	5	1.340543500	2.224765491	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shekeefy	1	f66r	SH+E+K+EE+LOCAL_CHAR_F+Y	100	1	SH+E+K+EE+LOCAL_CHAR_F+Y	1	SH+E+K+EE+LOCAL_CHAR_F+Y	SH+E+K+EE+LOCAL_CHAR_F+Y | SH+E+K+EE+Y | S+SH+E+K+EE+LOCAL_CHAR_F+Y | SH+E+K+E+D_ADDR+Y | S+SH+E+K+EE+Y	3.811142904	6	2.823131604	4.693456064	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	3.811142904	6	2.823131604	4.693456064	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shekeey	1	f31r	SH+E+K+EE+Y	49	1	SH+E+K+EE+Y	1	SH+E+K+EE+Y	SH+E+K+EE+Y | S+SH+E+K+EE+Y | SH+K+EE+Y | SH+SH+E+K+EE+Y | SH+E+Y+K+EE	1.197406684	5	1.285765768	1.825983261	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	1.197406684	5	1.285765768	1.825983261	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shekey	1	f66r	SH+E+K+E+Y	21	1	SH+E+K+E+Y	1	SH+E+K+E+Y	SH+E+K+E+Y | S+SH+E+K+E+Y | SH+K+E+Y | SH+SH+E+K+E+Y | SH+CH+K+E+Y	1.017430277	5	1.306891656	1.648119443	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	1.017430277	5	1.306891656	1.648119443	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shekol	1	f66r	SH+E+K+OL	62	1	SH+E+K+OL	1	SH+E+K+OL	SH+E+K+OL | SH+K+OL | S+SH+E+K+OL | SH+E+K+O+L | SH+SH+E+K+OL	1.274779784	4	0.935772420	1.768357026	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	1.274779784	4	0.935772420	1.768357026	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
sheocthy	1	f66r	SH+E+O+CH+T+Y	40	1	SH+E+O+CH+T+Y	1	SH+E+O+CH+T+Y	SH+E+O+CH+T+Y | S+SH+E+O+CH+T+Y | SH+E+O+LOCAL_C+T+Y | SH+SH+E+O+CH+T+Y | S+E+O+CH+T+Y	1.280187422	4	0.789794236	1.759166846	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cthy=>cthy~CH+T+Y@edit0+alias0.501	1.280187422	4	0.789794236	1.759166846	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cthy=>cthy~CH+T+Y@edit0+alias0.501	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
sheod	1	f66r	SH+E+O+D_ADDR	21	1	SH+E+O+D_ADDR	1	SH+E+O+D_ADDR	SH+E+O+D_ADDR | SH+E+O | S+SH+E+O+D_ADDR | SH+SH+E+O+D_ADDR | SH+E+O+D_ADDR+D_ADDR	0.632273928	4	0.308508650	1.063124793	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	0.632273928	4	0.308508650	1.063124793	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
sheodaiin	1	f66r	SH+E+O+D_ADDR+AIIN	100	1	SH+E+O+D_ADDR+AIIN	1	SH+E+O+D_ADDR+AIIN	SH+E+O+D_ADDR+AIIN | SH+E+O+AIIN | S+SH+E+O+D_ADDR+AIIN | SH+E+O+D_ADDR+IIN | SH+E+O+D_ADDR+D_ADDR+AIIN	1.136032911	5	0.868487062	1.722881618	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	1.136032911	5	0.868487062	1.722881618	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
