event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	semantic_segmentation	stable_concrete_nucleus_de	concrete_word_reading_de	contextual_event_reading_de	statement_continuation	previous_semantic_segmentation	previous_stable_concrete_nucleus_de	previous_concrete_word_reading_de	previous_contextual_event_reading_de	paradigm_revision	revision_strength	component_completion_previous_segmentation	component_completion_previous_nucleus_de	component_completion_previous_gloss_de	component_completion_previous_context_de	component_completion_source	component_completion_strength
213	E213	B2	f82r	f82r.26	F062	B2-S015	7d25241b0e56c836372a	qokeedy	OK+EE+DY	E-Grad=SUSTAINED_CONTACT; Zustand=CLOSED	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE	okee=baden + dy=Ende	baden + Ende	baden; Ende	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED
214	E214	B2	f82r	f82r.26	F063	B2-S016	dd0ecaf5e27d81befffc	cheal	al=Stelle	Stelle	an der Stelle	Den aktiven Posten an der örtlich bezeichneten Station führen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
215	E215	B2	f82r	f82r.26	F063	B2-S016	0f15effeca7ab10bb026	lchedar	L+CHED+AR	CHD~CHED=umsetzen/in einen Arbeitsgang führen; L=ab oder aus; AR=aus oder von	aus einer Quelle oder Station abführen	Aus einer Quelle oder Station abführen	CONTINUES_ACROSS_LINE	lchedar=kühles Wasser	kühles Wasser	kühles Wasser	Kühles Wasser	CHED_PARADIGM	MEDIUM_HIGH					UNCHANGED	UNCHANGED
216	E216	B2	f82r	f82r.26	F063	B2-S016	db729b598e89e11452e0	ches	ches=gleiche Anteile	gleiche Anteile	gleiche Anteile	Zu gleichen Anteilen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
217	E217	B2	f82r	f82r.26	F063	B2-S016	2f1c5e56e8f0ff459065	aiin	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
218	E218	B2	f82r	f82r.26	F063	B2-S016	5d5e0b288cf36864ed9d	oteey	OT+E_GRADE_2+Y_REFERENT	OT=danach; EE=anhaltender Kontakt; Y=laufender Posten	den laufenden Posten danach anhaltend einwirken lassen	Den laufenden Posten danach anhaltend einwirken lassen	CONTINUES_ACROSS_LINE	oteey=Badezusatz	Badezusatz	Badezusatz	Der vorbereitete Bade- oder Waschzusatz	E_GRADE_PARADIGM	SELECTED_PROVISIONAL_COMPOSITION	OT+EE+Y	E-Grad=SUSTAINED_HOLD; Zustand=OPEN_ACTIVE	danach anhaltend einwirken lassen; Arbeitszustand offen	Danach anhaltend einwirken lassen; Arbeitszustand offen	Y_CHY	SELECTED_CONTEXT_BOUND
219	E219	B2	f82r	f82r.26	F063	B2-S016	b5fcea1eaed06b2f2291	qokaiin	OK+AIIN	OK=in den laufenden Arbeitsgang setzen; vorgeschriebenes Maß	nach Maß einsetzen; den Einsatz bemessen	Nach Maß einsetzen; den Einsatz bemessen	CONTINUES_ACROSS_LINE	ok=geben + aiin=Maß	geben + Maß	nach Maß geben	nach dem örtlichen Maß beziehungsweise als vorgeschriebene Dosis	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED
220	E220	B2	f82r	f82r.26	F063	B2-S016	08bd5ca0c2ad137a056d	okey	OK+E_GRADE_1+Y_REFERENT	OK=in Arbeit setzen; E=kurzer Kontakt; Y=laufender Posten	den laufenden Posten kurz anlegen oder benetzen	Den laufenden Posten kurz anlegen oder benetzen	CONTINUES_ACROSS_LINE	ok=geben + ey=Wasser	geben + Wasser	Wasser zugeben	warmes Wasser	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+E+Y	E-Grad=BRIEF_DIRECT_CONTACT; Zustand=OPEN_ACTIVE	aktiven Ansatz kurz anlegen oder benetzen	Aktiven Ansatz kurz anlegen oder benetzen	Y_CHY	SELECTED_PRODUCTIVE
221	E221	B2	f82r	f82r.27	F064	B2-S016	65df3cd9e59060042d47	pchedy	P+CHED+DY_TERMINAL	P+CHED=in oder zum Empfänger führen; DY=Schlusskonstruktion	in den Empfänger einführen; Schluss	In den Empfänger einführen; Schluss	CONTINUES_ACROSS_LINE	pche=abziehen + dy=Ende	abziehen + Ende	abziehen; Ende	Ziehe es ab und beende den Schritt	CHED_PARADIGM	LOW	P+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; P=ein oder zum Empfänger; provisorisch; umhüllte DY-Abschlusskonstruktion	in den Empfänger überführen; Schluss	In den Empfänger überführen; Schluss	TRANSFER_ORDER	SELECTED_CONTEXT_BOUND
222	E222	B2	f82r	f82r.27	F065	B2-S017	98bdc4244c84cbef3321	rsheal	rsheal=warmes Wasser	warmes Wasser	warmes Wasser	Gieße das erwärmte Wasser ein	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
223	E223	B2	f82r	f82r.27	F065	B2-S017	78b3b3140714da19090d	daldy	dal=zweite Öffnung + dy=Ende	zweite Öffnung + Ende	zweite Öffnung; Ende	Wiederhole es an der zweiten Öffnung und beende den Schritt	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
224	E224	B2	f82r	f82r.27	F066	B2-S018	7d25241b0e56c836372a	qokeedy	OK+EE+DY	E-Grad=SUSTAINED_CONTACT; Zustand=CLOSED	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE	okee=baden + dy=Ende	baden + Ende	baden; Ende	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED
225	E225	B2	f82r	f82r.27	F067	B2-S019	7f68f60279efe6b28cd7	rshedy	rshe=Teil als Waschung + dy=Ende	Teil als Waschung + Ende	Teil als Waschung	Verwende den Anteil als örtliche Waschung und beende den Schritt	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
226	E226	B2	f82r	f82r.27	F068	B2-S020	ff178343c18e287ce3b7	qoteedy	OT+EE+DY	E-Grad=SUSTAINED_HOLD; Zustand=CLOSED	danach anhaltend einwirken lassen und abschließen	Danach anhaltend einwirken lassen und abschließen	CONTINUES_ACROSS_LINE	qotee=warmes Tuch auflegen + dy=Ende	warmes Tuch auflegen + Ende	warmes Tuch auflegen; Ende	Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PROVISIONAL_COMPOSITION					UNCHANGED	UNCHANGED
227	E227	B2	f82r	f82r.27	F069	B2-S021	7d25241b0e56c836372a	qokeedy	OK+EE+DY	E-Grad=SUSTAINED_CONTACT; Zustand=CLOSED	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE	okee=baden + dy=Ende	baden + Ende	baden; Ende	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED
228	E228	B2	f82r	f82r.27	F070	B2-S022	f2af6326898fb5b490a4	lochedy	L+O+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; L=ab oder aus; O unbestimmt; umhüllte DY-Abschlusskonstruktion	abführen oder umsetzen; Schluss	Abführen oder umsetzen; Schluss	CONTINUES_ACROSS_LINE	loche=gleichteilig mischen + dy=Ende	gleichteilig mischen + Ende	gleichteilig mischen; Ende	Mische zu gleichen Teilen und beende den Schritt	CHED_PARADIGM	LOW					UNCHANGED	UNCHANGED
229	E229	B3	f83r	f83r.3	F071	B3-S001	3b70942557b3a40e8030	olkeedy	OLK~SOLK_COLLECTION_STATION+GRADE_2+DY_TERMINAL	gelernte lokale Sammelstellenfamilie; längerer Grad; Schluss	an der Sammelstelle stehen oder absetzen lassen; Schluss	An der Sammelstelle stehen oder absetzen lassen; Schluss	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED	olkee=absetzen + dy=Ende	absetzen + Ende	absetzen; Ende	Lasse die Flüssigkeit sich setzen und beende den Schritt	HOLD_CORES	SELECTED_LOCAL_STATION
230	E230	B3	f83r	f83r.3	F072	B3-S002	90bcf0a9ec0ef56399e6	qotal	ot=danach + al=Stelle	danach + Stelle	danach zur Ablaufstelle	Zum unteren Ablauf hin	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
231	E231	B3	f83r	f83r.3	F072	B3-S002	a84fbe3ad380df345b97	chkeedy	chkee=vollständig benetzen + dy=Ende	vollständig benetzen + Ende	vollständig benetzen; Ende	Benetze den bezeichneten Bereich vollständig und beende den Schritt	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
232	E232	B3	f83r	f83r.3	F073	B3-S003	b921a237be883a820352	chey	Y_REFERENT_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	der laufende Posten; dies oder es	Der laufende Posten; dies oder es	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED	y=Ansatz	Ansatz	Ansatz	Diese aktive Portion	Y_CHY	SELECTED_PRODUCTIVE
233	E233	B3	f83r	f83r.3	F073	B3-S003	2f1c5e56e8f0ff459065	daiin	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
234	E234	B3	f83r	f83r.3	F073	B3-S003	b921a237be883a820352	chey	Y_REFERENT_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	der laufende Posten; dies oder es	Der laufende Posten; dies oder es	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED	y=Ansatz	Ansatz	Ansatz	Diese aktive Portion	Y_CHY	SELECTED_PRODUCTIVE
235	E235	B3	f83r	f83r.3	F073	B3-S003	de7321bface5628e35d6	lchedy	L+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; L=ab oder aus; umhüllte DY-Abschlusskonstruktion	abführen; Schluss	Abführen; Schluss	CONTINUES_ACROSS_LINE	lch=ablassen + dy=Ende	ablassen + Ende	Flüssigkeit ablassen; Ende	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen	CHED_PARADIGM	HIGH_WITHIN_WORKING_MODEL					UNCHANGED	UNCHANGED
236	E236	B3	f83r	f83r.3	F074	B3-S004	b5fcea1eaed06b2f2291	qokaiin	OK+AIIN	OK=in den laufenden Arbeitsgang setzen; vorgeschriebenes Maß	nach Maß einsetzen; den Einsatz bemessen	Nach Maß einsetzen; den Einsatz bemessen	CONTINUES_ACROSS_LINE	ok=geben + aiin=Maß	geben + Maß	nach Maß geben	nach dem örtlichen Maß beziehungsweise als vorgeschriebene Dosis	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED
237	E237	B3	f83r	f83r.3	F074	B3-S004	90bcf0a9ec0ef56399e6	qotal	ot=danach + al=Stelle	danach + Stelle	danach zur Ablaufstelle	den unteren Ablauf	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
238	E238	B3	f83r	f83r.3	F074	B3-S004	4d4559019a961b834aa1	dar	ar=aus	aus	aus demselben Ansatz	Daraus, aus demselben Ansatz	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
239	E239	B3	f83r	f83r.6	F075	B3-S005	259b2b3b0bf859882e2c	schedy	RENDERER_D+CHED+TERMINAL_Y / RENDERER_S+CHED+TERMINAL_Y / RENDERER_T+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; D/S/T sind wertgleiche Oberflächenhüllen; umhüllte DY-Abschlusskonstruktion	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	CONTINUES_ACROSS_LINE	che=ausspülen + dy=Ende	ausspülen + Ende	ausspülen; Ende	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	CHED_PARADIGM	HIGH_STRUCTURE__LOW_MEANING					UNCHANGED	UNCHANGED
240	E240	B3	f83r	f83r.6	F076	B3-S006	5e8441397e7c0faf042b	chedchy	CHED+CHY[wrapped Y_REFERENT]	CHED=umsetzen oder zuführen; CHY=laufender Posten	den laufenden Posten zuführen oder umsetzen	Den laufenden Posten zuführen oder umsetzen	CONTINUES_ACROSS_LINE	chedchy=warmes Wasser eingießen	warmes Wasser eingießen	warmes Wasser eingießen	Gieße das erwärmte Wasser ein	CHED_PARADIGM	MEDIUM_STRUCTURE__LOW_MEANING	CHED+CHY	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; CHY=Y-Hülle beziehungsweise laufender Ansatz	Ansatz zuführen oder umsetzen	Ansatz zuführen oder umsetzen	Y_CHY	SELECTED_CONTEXT_BOUND
241	E241	B3	f83r	f83r.6	F076	B3-S006	308e8ea2d5d190c498e8	qokal	OK+AL	OK=in den laufenden Arbeitsgang setzen; Zielstelle	an der Zielstelle anwenden; dorthin führen	An der Zielstelle anwenden; dorthin führen	CONTINUES_ACROSS_LINE	ok=geben + al=Stelle	geben + Stelle	an Stelle geben	Den aktiven Posten an der örtlich bezeichneten Station führen	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED
242	E242	B3	f83r	f83r.6	F076	B3-S006	28ffbc88b97772a75f1e	olchedy	OL+CHED+TERMINAL_Y / RENDERER_Q+OL+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OL=weiter oder mit Vorigem; Q ohne Semantik; OL=weiter oder mit Vorigem; umhüllte DY-Abschlusskonstruktion	weiterführen; Schluss	Weiterführen; Schluss	CONTINUES_ACROSS_LINE	ol=weiter + dy=Ende	weiter + Ende	beiseitestellen; Ende	Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	CHED_PARADIGM	MEDIUM_HIGH					UNCHANGED	UNCHANGED
243	E243	B3	f83r	f83r.6	F077	B3-S007	b5fcea1eaed06b2f2291	qokaiin	OK+AIIN	OK=in den laufenden Arbeitsgang setzen; vorgeschriebenes Maß	nach Maß einsetzen; den Einsatz bemessen	Nach Maß einsetzen; den Einsatz bemessen	CONTINUES_ACROSS_LINE	ok=geben + aiin=Maß	geben + Maß	nach Maß geben	nach dem örtlichen Maß beziehungsweise als vorgeschriebene Dosis	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED
244	E244	B3	f83r	f83r.6	F077	B3-S007	6f7ff8287eddf4da9fdb	chedy	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	CONTINUES_ACROSS_LINE	ch(e)d=rühren	rühren	rühren	Rühren bis zur Gleichmäßigkeit	CHED_PARADIGM	HIGH_STRUCTURE__MEDIUM_MEANING	CHD+Y / CHED+Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; Y=laufender Ansatz	Ansatz umsetzen oder durcharbeiten	Ansatz umsetzen oder durcharbeiten	Y_CHY	SELECTED_PRODUCTIVE
245	E245	B3	f83r	f83r.6	F077	B3-S007	7d25241b0e56c836372a	qokeedy	OK+EE+DY	E-Grad=SUSTAINED_CONTACT; Zustand=CLOSED	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE	okee=baden + dy=Ende	baden + Ende	baden; Ende	Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED
246	E246	B3	f83r	f83r.6	F078	B3-S008	de7321bface5628e35d6	lchedy	L+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; L=ab oder aus; umhüllte DY-Abschlusskonstruktion	abführen; Schluss	Abführen; Schluss	CONTINUES_ACROSS_LINE	lch=ablassen + dy=Ende	ablassen + Ende	Flüssigkeit ablassen; Ende	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen	CHED_PARADIGM	HIGH_WITHIN_WORKING_MODEL					UNCHANGED	UNCHANGED
247	E247	B3	f83r	f83r.6	F079	B3-S009	276a7c2d74d1143446f4	qoky	OK+Y_REFERENT	OK=in Arbeit setzen; Y=laufender Posten	den laufenden Posten anwenden oder in Arbeit nehmen	Den laufenden Posten anwenden oder in Arbeit nehmen	CONTINUES_ACROSS_LINE	ok=geben + y=Ansatz	geben + Ansatz	Ansatz geben	Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+Y	E-Grad=UNMARKED; Zustand=OPEN_ACTIVE	aktiven Ansatz einsetzen oder anwenden	Aktiven Ansatz einsetzen oder anwenden	Y_CHY	SELECTED_PRODUCTIVE
248	E248	B3	f83r	f83r.8	F080	B3-S010	ba540da978ea132f6da5	pchedal	P+CHED+AL	P+CHED=in oder zum Empfänger führen; AL=Stelle	Einfüllstelle	Einfüllstelle	CONTINUES_ACROSS_LINE	pchedal=Gefäß füllen	Gefäß füllen	Gefäß füllen	Fülle danach das Gefäß	CHED_PARADIGM	LOW	P+CHED+AL	CHD~CHED=umsetzen/in einen Arbeitsgang führen; P=ein oder zum Empfänger; provisorisch; AL=Stelle	Einfüll- oder Transferstelle	Einfüll- oder Transferstelle	TRANSFER_ORDER	SELECTED_CONTEXT_BOUND
249	E249	B3	f83r	f83r.8	F080	B3-S010	c45ebac60774620561e2	otedy	OT+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	danach kurz oder gewöhnlich einwirken lassen und abschließen	Danach kurz oder gewöhnlich einwirken lassen und abschließen	CONTINUES_ACROSS_LINE	ote=bis klar + dy=Ende	bis klar + Ende	bis klar; Ende	Lasse es bis zur Klarheit ziehen und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PROVISIONAL_COMPOSITION					UNCHANGED	UNCHANGED
250	E250	B3	f83r	f83r.8	F081	B3-S011	348e81ba084c5acdb32b	shecthedchy	shecthedchy=Stelle bestreichen	Stelle bestreichen	Stelle bestreichen	Wende es an der markierten Stelle an	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
251	E251	B3	f83r	f83r.8	F081	B3-S011	276a7c2d74d1143446f4	qoky	OK+Y_REFERENT	OK=in Arbeit setzen; Y=laufender Posten	den laufenden Posten anwenden oder in Arbeit nehmen	Den laufenden Posten anwenden oder in Arbeit nehmen	CONTINUES_ACROSS_LINE	ok=geben + y=Ansatz	geben + Ansatz	Ansatz geben	Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+Y	E-Grad=UNMARKED; Zustand=OPEN_ACTIVE	aktiven Ansatz einsetzen oder anwenden	Aktiven Ansatz einsetzen oder anwenden	Y_CHY	SELECTED_PRODUCTIVE
252	E252	B3	f83r	f83r.8	F081	B3-S011	6f7ff8287eddf4da9fdb	chedy	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	CONTINUES_ACROSS_LINE	ch(e)d=rühren	rühren	rühren	Rühre, bis alles gleichmäßig vermischt ist	CHED_PARADIGM	HIGH_STRUCTURE__MEDIUM_MEANING	CHD+Y / CHED+Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; Y=laufender Ansatz	Ansatz umsetzen oder durcharbeiten	Ansatz umsetzen oder durcharbeiten	Y_CHY	SELECTED_PRODUCTIVE
253	E253	B3	f83r	f83r.8	F081	B3-S011	0bdc8b6db811b4e67a63	chary	chary=abkühlen	abkühlen	abkühlen	Und lasse es abkühlen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
254	E254	B3	f83r	f83r.11	F082	B3-S012	7a4bb8136330ee4e6e56	sor	or=Zubereitung	Zubereitung	Zubereitung	Den recordlokalen aktiven Posten im Arbeitsgang fortführen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
255	E255	B3	f83r	f83r.11	F082	B3-S012	bc4f1f5c006c74a4d26d	shedy	SH_REST_FAMILY+E_GRADE_1+DY_TERMINAL	gelernte Ruhefamilie; kurzer oder gewöhnlicher Grad; Schluss	kurz oder gewöhnlich ruhen lassen; Schluss	Kurz oder gewöhnlich ruhen lassen; Schluss	CONTINUES_ACROSS_LINE	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	SH+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	HOLD_CORES	SELECTED_GRADED_WHOLE_CARD
256	E256	B3	f83r	f83r.11	F083	B3-S013	b5fcea1eaed06b2f2291	qokaiin	OK+AIIN	OK=in den laufenden Arbeitsgang setzen; vorgeschriebenes Maß	nach Maß einsetzen; den Einsatz bemessen	Nach Maß einsetzen; den Einsatz bemessen	CONTINUES_ACROSS_LINE	ok=geben + aiin=Maß	geben + Maß	nach Maß geben	nach dem örtlichen Maß beziehungsweise als vorgeschriebene Dosis	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED
257	E257	B3	f83r	f83r.11	F083	B3-S013	9da1b6ac2c929daea697	chkain	ain=Portion	Portion	abgemessener Teil	einen abgemessenen Anteil	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
258	E258	B3	f83r	f83r.11	F083	B3-S013	6b89d6dd70635bc60fe0	shcthey	cthey=bei gleicher Einstellung	bei gleicher Einstellung	bei gleicher Einstellung	Unter derselben Einstellung	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
259	E259	B3	f83r	f83r.11	F083	B3-S013	7db18b2f0fb7ed0fcfd3	qokedy	OK+E+DY	E-Grad=BRIEF_DIRECT_CONTACT; Zustand=CLOSED	kurz spülen oder benetzen und den Schritt abschließen	Kurz spülen oder benetzen und den Schritt abschließen	CONTINUES_ACROSS_LINE	oke=spülen + dy=Ende	spülen + Ende	spülen; Ende	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED
260	E260	B3	f83r	f83r.11	F084	B3-S014	7d2404c835b10a2c06af	okair	OK+AIR	OK=in den laufenden Arbeitsgang setzen; laufendes Medium oder Strömungsbahn	Flüssigkeitslauf in Gang setzen; Lauf öffnen	Flüssigkeitslauf in Gang setzen; Lauf öffnen	CONTINUES_ACROSS_LINE	air=fließende Flüssigkeit	fließende Flüssigkeit	Wasserlauf öffnen	Öffne danach den oberen Lauf	OK_PARADIGM	CLOSED_THIN					UNCHANGED	UNCHANGED
261	E261	B3	f83r	f83r.11	F084	B3-S014	03626ca94cb17800d767	sheedy	SH_REST_FAMILY+E_GRADE_2+DY_TERMINAL	gelernte Ruhefamilie; längerer Grad; Schluss	länger ruhen oder nachwirken lassen; Schluss	Länger ruhen oder nachwirken lassen; Schluss	CONTINUES_ACROSS_LINE	shee=waschen + dy=Ende	waschen + Ende	waschen; Ende	Wasche einmal und beende den Schritt	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	SH+EE+DY	E-Grad=SUSTAINED_HOLD; Zustand=CLOSED	länger halten oder einwirken lassen; Ende	Länger halten oder einwirken lassen; Ende	HOLD_CORES	SELECTED_SINGLETON_GRADE
262	E262	B3	f83r	f83r.11	F085	B3-S015	de7321bface5628e35d6	lchedy	L+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; L=ab oder aus; umhüllte DY-Abschlusskonstruktion	abführen; Schluss	Abführen; Schluss	CONTINUES_ACROSS_LINE	lch=ablassen + dy=Ende	ablassen + Ende	Flüssigkeit ablassen; Ende	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen	CHED_PARADIGM	HIGH_WITHIN_WORKING_MODEL					UNCHANGED	UNCHANGED
263	E263	B3	f83r	f83r.11	F086	B3-S016	2b7fa918d1b2f5c656e3	lo	lo=unterer Ablauf	unterer Ablauf	unterer Ablauf	Schließe den unteren Ablauf	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
264	E264	B3	f83r	f83r.14	F087	B3-S016	07913ef9b1fb773cd325	qokchedy	OK+CHED+TERMINAL_Y / RENDERER_Q+OK+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OK=in Gang setzen oder anwenden; Q ohne Semantik; OK=in Gang setzen oder anwenden; umhüllte DY-Abschlusskonstruktion	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE	okche=abkühlen + dy=Ende	abkühlen + Ende	abkühlen; Ende	Lasse es abkühlen und beende den Schritt	CHED_PARADIGM	MEDIUM					UNCHANGED	UNCHANGED
265	E265	B3	f83r	f83r.14	F088	B3-S017	7d25241b0e56c836372a	qokeedy	OK+EE+DY	E-Grad=SUSTAINED_CONTACT; Zustand=CLOSED	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE	okee=baden + dy=Ende	baden + Ende	baden; Ende	Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED
266	E266	B3	f83r	f83r.14	F089	B3-S018	bc4f1f5c006c74a4d26d	shedy	SH_REST_FAMILY+E_GRADE_1+DY_TERMINAL	gelernte Ruhefamilie; kurzer oder gewöhnlicher Grad; Schluss	kurz oder gewöhnlich ruhen lassen; Schluss	Kurz oder gewöhnlich ruhen lassen; Schluss	CONTINUES_ACROSS_LINE	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	SH+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	HOLD_CORES	SELECTED_GRADED_WHOLE_CARD
267	E267	B3	f83r	f83r.14	F090	B3-S019	db167f8e9b53eefb58f8	qokshedy	OK+SHEDY	OK=in den laufenden Arbeitsgang setzen; Ruhe- oder Absetzgang plus Abschluss	Ansatz zur Ruhe bringen oder absetzen lassen; abschließen	Ansatz zur Ruhe bringen oder absetzen lassen; abschließen	CONTINUES_ACROSS_LINE	qokshe=Badezusatz erwärmen + dy=Ende	Badezusatz erwärmen + Ende	Badezusatz erwärmen; Ende	Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt	OK_PARADIGM	TRANSPARENT_OUTER_STRONG					UNCHANGED	UNCHANGED
