held_page	global_running_event_id	source_event_id	surface	component_recipe	atom_count	other_surface_pages	other_recipe_pages	unsupported_atoms	unsupported_portable_atoms	unsupported_local_atoms	adjacent_pair_count	supported_adjacent_pair_count	unsupported_adjacent_pairs	longest_other_page_span_max4	leave_one_page_replay_class
f88v	G407-E3953	P1003-E0442	qoeey	O+EE+Y	3	f89r	f72r|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3954	P1003-E0443	key	K+E+Y	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E3955	P1003-E0444	cheokam	CH+E+O+K+AM_ADDR	5	NONE	NONE	NONE	NONE	NONE	4	4	NONE	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E3956	P1003-E0445	choeey	HO+EE+Y	3	NONE	NONE	NONE	NONE	NONE	2	1	HO+EE	2	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f88v	G407-E3957	P1003-E0446	keeod	K+EE+O+D_ADDR	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E3958	P1003-E0447	y	Y	1	f10r|f11r|f13r|f17r|f18r|f1r|f55v|f56r|f67r2|f72r|f76r|f77r|f81r|f81v|f89r|f95v	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3959	P1003-E0448	s	S	1	f11r|f13r|f1r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f89r|f95v	f11r|f13r|f1r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3960	P1003-E0449	aiin	AIIN	1	f10r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f89r|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3961	P1003-E0450	chody	CH+O+D_ADDR+Y	4	f11r|f56r|f88r|f89r|f95v	f11r|f56r|f88r|f89r|f95v	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3962	P1003-E0451	okearcheol	OK+E+AR+CH+E+O+L	7	NONE	NONE	NONE	NONE	NONE	6	6	NONE	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E3963	P1003-E0452	archeey	AR+CH+EE+Y	4	NONE	f76r	NONE	NONE	NONE	3	3	NONE	4	EXACT_RECIPE_FROM_OTHER_PAGE
f88v	G407-E3964	P1003-E0453	sairal	S+AIR+AL	3	NONE	NONE	NONE	NONE	NONE	2	1	AIR+AL	2	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f88v	G407-E3965	P1003-E0454	dar	D_ADDR+AR	2	f10r|f13r|f17r|f18r|f1r|f24v|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f89r|f95v	f10r|f13r|f17r|f18r|f1r|f24v|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3966	P1003-E0455	cheorol	CH+E+O+R+OL	5	NONE	NONE	NONE	NONE	NONE	4	4	NONE	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E3967	P1003-E0456	chekol	CH+K+OL	3	NONE	f18r|f72r|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_RECIPE_FROM_OTHER_PAGE
f88v	G407-E3968	P1003-E0457	daraly	D_ADDR+AR+AL+Y	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E3969	P1003-E0462	kosholdy	K+O+SH+OL+DY	5	NONE	NONE	NONE	NONE	NONE	4	4	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E3970	P1003-E0463	qotody	OT+O+DY	3	NONE	f75r|f95v	NONE	NONE	NONE	2	2	NONE	3	EXACT_RECIPE_FROM_OTHER_PAGE
f88v	G407-E3971	P1003-E0464	opykey	O+P+Y+K+E+Y	6	NONE	NONE	NONE	NONE	NONE	5	5	NONE	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E3972	P1003-E0465	oldaiin	OL+D_ADDR+AIIN	3	f89r	f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3973	P1003-E0466	qoteody	OT+E+O+DY	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E3974	P1003-E0467	yfolaiin	Y+LOCAL_CHAR_F+OL+AIIN	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E3975	P1003-E0468	oraiin	OR+AIIN	2	f24v|f72r	f24v|f72r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3976	P1003-E0469	ysheod	Y+SH+E+O+D_ADDR	5	NONE	NONE	NONE	NONE	NONE	4	4	NONE	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E3977	P1003-E0470	sheo	SH+E+O	3	f1r|f71v|f89r	f1r|f71v|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3978	P1003-E0471	sheody	SH+E+O+D_ADDR+Y	5	f67r2|f89r|f95v	f67r2|f72r|f89r|f95v	NONE	NONE	NONE	4	4	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3979	P1003-E0472	qokeody	OK+E+O+D_ADDR+Y	5	f88r|f89r	f55v|f72r|f88r|f89r	NONE	NONE	NONE	4	4	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3980	P1003-E0473	qoky	OK+Y	2	f13r|f75r|f76r|f77r|f81v|f82r|f83r	f10r|f13r|f17r|f18r|f1r|f55v|f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3981	P1003-E0474	chees	SH+EE+S_ADDR	3	f77r|f81r	f77r|f81r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3982	P1003-E0475	cheody	CH+E+O+Y	4	f55v|f88r|f89r	f55v|f88r|f89r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3983	P1003-E0476	qokeody	OK+E+O+D_ADDR+Y	5	f88r|f89r	f55v|f72r|f88r|f89r	NONE	NONE	NONE	4	4	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3984	P1003-E0477	dal	AL	1	f18r|f1r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f89r|f95v	f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3985	P1003-E0478	qokeey	OK+EE+Y	3	f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	f1r|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3986	P1003-E0479	qokeody	OK+E+O+D_ADDR+Y	5	f88r|f89r	f55v|f72r|f88r|f89r	NONE	NONE	NONE	4	4	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3987	P1003-E0480	chor	CH+OR	2	f10r|f13r|f17r|f18r|f1r|f24v|f56r|f88r|f89r	f10r|f13r|f17r|f18r|f1r|f24v|f56r|f88r|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3988	P1003-E0481	oteody	OT+E+O+Y	4	f72r	f72r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3989	P1003-E0482	qockhol	CARRIER_Q+O+CH+K+OL	5	f83r|f88r	f83r|f88r	NONE	NONE	NONE	4	4	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3990	P1003-E0483	okol	OK+OL	2	f1r|f24v|f67r2|f71v|f88r	f10r|f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f71v|f77r|f81r|f83r|f88r|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3991	P1003-E0484	cheedy	CH+EE+D_ADDR+Y	4	f72r|f76r|f77r|f81r|f81v|f82r|f89r	f72r|f76r|f77r|f81r|f81v|f82r|f89r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3992	P1003-E0485	qokody	OK+O+DY	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E3993	P1003-E0486	ykeeor	Y+K+EE+OR	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E3994	P1003-E0487	chockhy	HO+CH+K+Y	4	f89r	f89r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3995	P1003-E0488	otol	OT+OL	2	f10r|f11r|f1r|f24v|f75r|f89r	f10r|f11r|f1r|f24v|f75r|f77r|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3996	P1003-E0489	cheeol	SH+EE+OL	3	f77r	f76r|f77r|f88r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3997	P1003-E0490	cheody	CH+E+O+Y	4	f55v|f88r|f89r	f55v|f88r|f89r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E3998	P1003-E0491	qotody	OT+O+DY	3	NONE	f75r|f95v	NONE	NONE	NONE	2	2	NONE	3	EXACT_RECIPE_FROM_OTHER_PAGE
f88v	G407-E3999	P1003-E0492	soteol	S+OT+E+OL	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E4000	P1003-E0493	chotam	CH+OT+AM_ADDR	3	f72r	f72r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4001	P1003-E0494	odaiin	O+D_ADDR+AIIN	3	f10r|f1r|f24v|f81r|f95v	f10r|f1r|f24v|f81r|f95v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4002	P1003-E0495	sheo	SH+E+O	3	f1r|f71v|f89r	f1r|f71v|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4003	P1003-E0496	ol	OL	1	f18r|f55v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4004	P1003-E0497	qokeey	OK+EE+Y	3	f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	f1r|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4005	P1003-E0498	olaiin	OL+AIIN	2	f17r|f72r|f75r|f76r|f77r|f81r|f95v	f17r|f18r|f72r|f75r|f76r|f77r|f81r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4006	P1003-E0499	cheody	CH+E+O+Y	4	f55v|f88r|f89r	f55v|f88r|f89r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4007	P1003-E0500	chocthey	CH+O+CH+T+E+Y	6	NONE	NONE	NONE	NONE	NONE	5	5	NONE	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E4008	P1003-E0501	oteody	OT+E+O+Y	4	f72r	f72r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4009	P1003-E0502	dy	Y	1	f10r|f11r|f13r|f18r|f24v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f89r	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4010	P1003-E0503	sqokeodaiin	S+OK+E+O+D_ADDR+AIIN	6	NONE	NONE	NONE	NONE	NONE	5	5	NONE	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E4011	P1003-E0504	cheody	CH+E+O+Y	4	f55v|f88r|f89r	f55v|f88r|f89r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4012	P1003-E0505	oteol	OT+E+OL	3	f1r|f72r|f81r	f1r|f72r|f81r|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4013	P1003-E0506	cheockhy	CH+E+O+CH+K+Y	6	NONE	NONE	NONE	NONE	NONE	5	5	NONE	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E4014	P1003-E0507	chody	CH+O+D_ADDR+Y	4	f11r|f56r|f88r|f89r|f95v	f11r|f56r|f88r|f89r|f95v	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4015	P1003-E0508	toairy	T+O+AIR+Y	4	NONE	NONE	NONE	NONE	NONE	3	2	O+AIR	2	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f88v	G407-E4016	P1003-E0509	oteeody	OT+EE+O+DY	4	NONE	f72r	NONE	NONE	NONE	3	3	NONE	4	EXACT_RECIPE_FROM_OTHER_PAGE
f88v	G407-E4017	P1003-E0510	cpheody	CH+P+E+O+DY	5	NONE	NONE	NONE	NONE	NONE	4	4	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E4018	P1003-E0511	ykchey	Y+K+CH+E+Y	5	f67r2	f67r2	NONE	NONE	NONE	4	4	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4019	P1003-E0512	dam	DA+AM_ADDR	2	f82r|f89r	f82r|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4020	P1003-E0513	cheor	CH+E+O+R	4	f68r1|f71v|f72r|f76r|f82r|f88r|f89r	f68r1|f71v|f72r|f76r|f82r|f88r|f89r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4021	P1003-E0514	chaly	CH+AL+Y	3	f76r	f76r|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4022	P1003-E0515	korain	K+OR+AIN	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E4023	P1003-E0516	dairodain	D_ADDR+AIR+O+D_ADDR+AIN	5	NONE	NONE	NONE	NONE	NONE	4	3	AIR+O	3	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f88v	G407-E4024	P1003-E0517	ykeodain	Y+K+E+O+D_ADDR+AIN	6	NONE	NONE	NONE	NONE	NONE	5	5	NONE	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E4025	P1003-E0518	dain	AIN	1	f10r|f11r|f18r|f1r|f67r2|f75r|f76r|f81r|f81v|f83r|f89r|f95v	f10r|f11r|f18r|f1r|f55v|f67r2|f75r|f76r|f77r|f81r|f81v|f83r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4026	P1003-E0519	shedy	SH+E+DY	3	f75r|f76r|f77r|f81r|f81v|f82r|f83r|f95v	f75r|f76r|f77r|f81r|f81v|f82r|f83r|f95v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4027	P1003-E0520	qoteo	OT+E+O	3	NONE	f72r	NONE	NONE	NONE	2	2	NONE	3	EXACT_RECIPE_FROM_OTHER_PAGE
f88v	G407-E4028	P1003-E0521	lchdy	L+CHD+Y	3	f83r	f83r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4029	P1003-E0522	qokeo	OK+E+O	3	NONE	f67r2|f71v|f72r|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_RECIPE_FROM_OTHER_PAGE
f88v	G407-E4030	P1003-E0523	r	R	1	f1r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f89r	f1r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f89r	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4031	P1003-E0524	ain	AIN	1	f1r|f55v|f67r2|f75r|f76r|f77r|f81r|f89r	f10r|f11r|f18r|f1r|f55v|f67r2|f75r|f76r|f77r|f81r|f81v|f83r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4032	P1003-E0525	tol	T+OL	2	f1r|f83r|f89r	f11r|f1r|f56r|f83r|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4033	P1003-E0526	keeodaiin	K+EE+O+D_ADDR+AIIN	5	NONE	NONE	NONE	NONE	NONE	4	4	NONE	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E4034	P1003-E0527	qoky	OK+Y	2	f13r|f75r|f76r|f77r|f81v|f82r|f83r	f10r|f13r|f17r|f18r|f1r|f55v|f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4035	P1003-E0528	sheol	SH+E+OL	3	f72r|f75r|f76r|f82r|f83r|f89r	f72r|f75r|f76r|f81v|f82r|f83r|f88r|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4036	P1003-E0529	daiin	AIIN	1	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4037	P1003-E0530	chees	SH+EE+S_ADDR	3	f77r|f81r	f77r|f81r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4038	P1003-E0531	aiin	AIIN	1	f10r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f89r|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4039	P1003-E0532	chokar	OK+AR	2	NONE	f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f89r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_RECIPE_FROM_OTHER_PAGE
f88v	G407-E4040	P1003-E0533	daimd	DA+IIN+M_LOCAL+D_ADDR	4	NONE	NONE	NONE	NONE	NONE	3	1	IIN+M_LOCAL|M_LOCAL+D_ADDR	2	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f88v	G407-E4041	P1003-E0534	daiin	AIIN	1	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4042	P1003-E0535	sheor	SH+E+OR	3	f81r|f88r|f89r	f81r|f88r|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4043	P1003-E0536	sheedy	SH+EE+DY	3	f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r	f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4044	P1003-E0537	daiin	AIIN	1	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4045	P1003-E0538	shoy	SH+O+Y	3	f1r|f88r	f1r|f88r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4046	P1003-E0539	qokeody	OK+E+O+D_ADDR+Y	5	f88r|f89r	f55v|f72r|f88r|f89r	NONE	NONE	NONE	4	4	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4047	P1003-E0540	doy	D_ADDR+O+Y	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E4048	P1003-E0541	dair	D_ADDR+AIR	2	f10r|f11r|f17r|f18r|f89r	f10r|f11r|f17r|f18r|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4049	P1003-E0542	ykeey	Y+K+EE+Y	4	f72r|f75r|f81v|f82r	f72r|f75r|f81v|f82r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4050	P1003-E0543	sheor	SH+E+OR	3	f81r|f88r|f89r	f81r|f88r|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4051	P1003-E0544	tos	T+O+S	3	f89r	f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4052	P1003-E0545	checkhy	CH+E+CH+K+Y	5	f75r|f76r|f77r|f81v|f83r	f72r|f75r|f76r|f77r|f81v|f83r	NONE	NONE	NONE	4	4	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4053	P1003-E0546	dain	AIN	1	f10r|f11r|f18r|f1r|f67r2|f75r|f76r|f81r|f81v|f83r|f89r|f95v	f10r|f11r|f18r|f1r|f55v|f67r2|f75r|f76r|f77r|f81r|f81v|f83r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4054	P1003-E0547	cheos	CH+E+O+S	4	f67r2|f88r|f89r	f67r2|f88r|f89r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4055	P1003-E0548	cheockhy	CH+E+O+CH+K+Y	6	NONE	NONE	NONE	NONE	NONE	5	5	NONE	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E4056	P1003-E0549	saldy	S+AL+DY	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f88v	G407-E4057	P1003-E0550	saiin	S+AIIN	2	f67r2|f72r|f75r|f76r|f77r|f81v|f83r|f88r|f89r	f67r2|f72r|f75r|f76r|f77r|f81v|f83r|f88r|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4058	P1003-E0551	choky	OK+Y	2	f17r|f56r	f10r|f13r|f17r|f18r|f1r|f55v|f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4059	P1003-E0552	cheor	CH+E+O+R	4	f68r1|f71v|f72r|f76r|f82r|f88r|f89r	f68r1|f71v|f72r|f76r|f82r|f88r|f89r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f88v	G407-E4060	P1003-E0553	shy	Y	1	f10r|f13r|f24v|f56r|f72r|f75r|f76r|f81r|f83r|f88r	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f89r	G407-E4061	P1008-E1043	qoar	O+AR	2	NONE	NONE	NONE	NONE	NONE	1	1	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f89r	G407-E4062	P1008-E1044	shar	SH+AR	2	f1r|f95v	f1r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
