event_id	source_position_id	page	record	statement_id	locus	silent_owner_de	surface	card_no	component_parse	literal_card_reading_de	practical_clause_de	composition_status	purpose_section	copy_status
E310	SRC_E310	f83r	B3	B3-S034	f83r.24	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	checthy	PROC014	CTH+Y	bereit · dies	bereit dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E311	SRC_E311	f83r	B3	B3-S034	f83r.24	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	chety	PROC004	T+Y	eintragen · dies	eintragen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E312	SRC_E312	f83r	B3	B3-S034	f83r.24	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	otaiin	PROC112	OT+AIIN	danach · Maß	danach Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E313	SRC_E313	f83r	B3	B3-S034	f83r.24	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	olsaly	PROC153	OL+AL+Y	fortsetzen · Zielstelle · dies	fortsetzen Zielstelle dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E314	SRC_E314	f83r	B3	B3-S034	f83r.24	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	shedy	PROC078	SHED+DY	absetzen · Schluss	absetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E315	SRC_E315	f83r	B4	B4-S001	f83r.25	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	ansetzen länger; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E316	SRC_E316	f83r	B4	B4-S002	f83r.25	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qolchey	PROC154	OL+Y	fortsetzen · dies	fortsetzen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E317	SRC_E317	f83r	B4	B4-S002	f83r.25	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dies	ansetzen länger dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E318	SRC_E318	f83r	B4	B4-S002	f83r.25	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	ansetzen kurz; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E319	SRC_E319	f83r	B4	B4-S003	f83r.25	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	chedy	PROC042	CHD+Y	umsetzen · dies	umsetzen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E320	SRC_E320	f83r	B4	B4-S003	f83r.25	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	otal	PROC131	OT+AL	danach · Zielstelle	danach Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E321	SRC_E321	f83r	B4	B4-S003	f83r.26	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	otchey	PROC065	OT+Y	danach · dies	danach dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E322	SRC_E322	f83r	B4	B4-S003	f83r.26	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dies	ansetzen länger dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E323	SRC_E323	f83r	B4	B4-S003	f83r.26	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qoky	PROC008	OK+Y	ansetzen · dies	ansetzen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E324	SRC_E324	f83r	B4	B4-S003	f83r.26	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	tol	PROC013	OL	fortsetzen	fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E325	SRC_E325	f83r	B4	B4-S003	f83r.26	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	shedy	PROC078	SHED+DY	absetzen · Schluss	absetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E326	SRC_E326	f83r	B4	B4-S004	f83r.26	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokylddy	PROC155	OK+Y+LD+DY	ansetzen · dies · befestigen · Schluss	ansetzen dies befestigen; schließen	PARTIAL_WITH_LEARNED_ATOM	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E327	SRC_E327	f83r	B4	B4-S005	f83r.27	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	dain	PROC156	AIN	Portion	Portion	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E328	SRC_E328	f83r	B4	B4-S005	f83r.27	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	chedy	PROC042	CHD+Y	umsetzen · dies	umsetzen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E329	SRC_E329	f83r	B4	B4-S005	f83r.27	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	ansetzen länger; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E330	SRC_E330	f83r	B4	B4-S006	f83r.27	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	shckhedy	PROC099	SH+CKH+E+DY	halten · Durchlass · kurz · Schluss	halten Durchlass kurz; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E331	SRC_E331	f83r	B4	B4-S007	f83r.27	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	shckhedy	PROC099	SH+CKH+E+DY	halten · Durchlass · kurz · Schluss	halten Durchlass kurz; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E332	SRC_E332	f83r	B4	B4-S008	f83r.28	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	saiin	PROC009	AIIN	Maß	Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E333	SRC_E333	f83r	B4	B4-S008	f83r.28	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	cheeky	PROC046	CHK+EE+Y	wärmen · länger · dies	wärmen länger dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E334	SRC_E334	f83r	B4	B4-S008	f83r.28	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	sheey	PROC157	SH+EE+Y	halten · länger · dies	halten länger dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E335	SRC_E335	f83r	B4	B4-S008	f83r.28	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	ansetzen kurz; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E336	SRC_E336	f83r	B4	B4-S009	f83r.28	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	shedy	PROC078	SHED+DY	absetzen · Schluss	absetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E337	SRC_E337	f83r	B4	B4-S010	f83r.28	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	oldy	PROC047	OL+DY	fortsetzen · Schluss	fortsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E338	SRC_E338	f83r	B4	B4-S011	f83r.35	linke Hauptstation mit offenem Fransenlauf	saiin	PROC009	AIIN	Maß	Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E339	SRC_E339	f83r	B4	B4-S011	f83r.35	linke Hauptstation mit offenem Fransenlauf	cheky	PROC083	CHK+E+Y	wärmen · kurz · dies	wärmen kurz dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E340	SRC_E340	f83r	B4	B4-S011	f83r.35	linke Hauptstation mit offenem Fransenlauf	okeeol	PROC158	OK+EE+OL	ansetzen · länger · fortsetzen	ansetzen länger fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E341	SRC_E341	f83r	B4	B4-S011	f83r.35	linke Hauptstation mit offenem Fransenlauf	okain	PROC080	OK+AIN	ansetzen · Portion	ansetzen Portion	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E342	SRC_E342	f83r	B4	B4-S011	f83r.35	linke Hauptstation mit offenem Fransenlauf	chdy	PROC042	CHD+Y	umsetzen · dies	umsetzen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E343	SRC_E343	f83r	B4	B4-S011	f83r.37	linke Hauptstation mit offenem Fransenlauf	sol	PROC013	OL	fortsetzen	fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E344	SRC_E344	f83r	B4	B4-S011	f83r.37	linke Hauptstation mit offenem Fransenlauf	lkedy	PROC159	L+K+E+DY	führen · zuführen · kurz · Schluss	führen zuführen kurz; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E345	SRC_E345	f83r	B4	B4-S012	f83r.37	linke Hauptstation mit offenem Fransenlauf	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	führen umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E346	SRC_E346	f83r	B4	B4-S013	f83r.37	linke Hauptstation mit offenem Fransenlauf	qokol	PROC160	OK+OL	ansetzen · fortsetzen	ansetzen fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E347	SRC_E347	f83r	B4	B4-S013	f83r.37	linke Hauptstation mit offenem Fransenlauf	shedy	PROC078	SHED+DY	absetzen · Schluss	absetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E348	SRC_E348	f83r	B4	B4-S014	f83r.38	linke Hauptstation mit offenem Fransenlauf	or	PROC016	OR	Ansatz	Ansatz	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E349	SRC_E349	f83r	B4	B4-S014	f83r.38	linke Hauptstation mit offenem Fransenlauf	chey	PROC019	Y	dies	dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E350	SRC_E350	f83r	B4	B4-S014	f83r.38	linke Hauptstation mit offenem Fransenlauf	qockhey	PROC161	O+CKH+E+Y	Arbeitsgang · Durchlass · kurz · dies	Arbeitsgang Durchlass kurz dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E351	SRC_E351	f83r	B4	B4-S014	f83r.38	linke Hauptstation mit offenem Fransenlauf	dairydy	PROC162	AIR+Y+DY	Lauf · dies · Schluss	Lauf dies; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E352	SRC_E352	f83r	B4	B4-S015	f83r.39	linke Hauptstation mit offenem Fransenlauf	qokain	PROC080	OK+AIN	ansetzen · Portion	ansetzen Portion	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E353	SRC_E353	f83r	B4	B4-S015	f83r.39	linke Hauptstation mit offenem Fransenlauf	shey	PROC031	SH+EE+Y	halten · länger · dies	halten länger dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E354	SRC_E354	f83r	B4	B4-S015	f83r.39	linke Hauptstation mit offenem Fransenlauf	kain	PROC069	K+AIN	zuführen · Portion	zuführen Portion	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E355	SRC_E355	f83r	B4	B4-S015	f83r.39	linke Hauptstation mit offenem Fransenlauf	chckhal	PROC163	CH+CKH+AL	abziehen · Durchlass · Zielstelle	abziehen Durchlass Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E356	SRC_E356	f83r	B4	B4-S015	f83r.41	rechte Hauptstation mit S-Lauf und Mehrarmknoten	solkey	PROC164	SOLK+E+Y	auffangen · kurz · dies	auffangen kurz dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E357	SRC_E357	f83r	B4	B4-S015	f83r.41	rechte Hauptstation mit S-Lauf und Mehrarmknoten	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	führen umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E358	SRC_E358	f83r	B4	B4-S016	f83r.41	rechte Hauptstation mit S-Lauf und Mehrarmknoten	qolkain	PROC070	OL+K+AIN	fortsetzen · zuführen · Portion	fortsetzen zuführen Portion	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E359	SRC_E359	f83r	B4	B4-S016	f83r.41	rechte Hauptstation mit S-Lauf und Mehrarmknoten	dal	PROC055	AL	Zielstelle	Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E360	SRC_E360	f83r	B4	B4-S016	f83r.44	rechte Hauptstation mit S-Lauf und Mehrarmknoten	skar	PROC165	K+AR	zuführen · von dort	zuführen von dort	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E361	SRC_E361	f83r	B4	B4-S016	f83r.44	rechte Hauptstation mit S-Lauf und Mehrarmknoten	shedy	PROC078	SHED+DY	absetzen · Schluss	absetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E362	SRC_E362	f83r	B5	B5-S001	f83r.47	linke Fransenstation im B5-Nachtrag	otchdy	PROC166	OT+CHD+DY	danach · umsetzen · Schluss	danach umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E363	SRC_E363	f83r	B5	B5-S002	f83r.47	linke Fransenstation im B5-Nachtrag	qokchdy	PROC082	OK+CHD+DY	ansetzen · umsetzen · Schluss	ansetzen umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E364	SRC_E364	f83r	B5	B5-S003	f83r.47	linke Fransenstation im B5-Nachtrag	shedal	PROC142	SHED+AL	absetzen · Zielstelle	absetzen Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E365	SRC_E365	f83r	B5	B5-S003	f83r.48	linke Fransenstation im B5-Nachtrag	dal	PROC055	AL	Zielstelle	Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E366	SRC_E366	f83r	B5	B5-S003	f83r.48	linke Fransenstation im B5-Nachtrag	cheol	PROC013	OL	fortsetzen	fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E367	SRC_E367	f83r	B5	B5-S003	f83r.48	linke Fransenstation im B5-Nachtrag	lol	PROC167	L+OL	führen · fortsetzen	führen fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E368	SRC_E368	f83r	B5	B5-S003	f83r.48	linke Fransenstation im B5-Nachtrag	chdal	PROC168	CHD+AL	umsetzen · Zielstelle	umsetzen Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E369	SRC_E369	f83r	B5	B5-S003	f83r.48	linke Fransenstation im B5-Nachtrag	aiin	PROC009	AIIN	Maß	Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E370	SRC_E370	f83r	B5	B5-S003	f83r.49	linke Fransenstation im B5-Nachtrag	sol	PROC013	OL	fortsetzen	fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E371	SRC_E371	f83r	B5	B5-S003	f83r.49	linke Fransenstation im B5-Nachtrag	daiiin	PROC169	DA+IIN	zweite · Sollstufe	zweite Sollstufe	PARTIAL_WITH_LEARNED_ATOM	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E372	SRC_E372	f83r	B5	B5-S003	f83r.49	linke Fransenstation im B5-Nachtrag	chedy	PROC042	CHD+Y	umsetzen · dies	umsetzen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E373	SRC_E373	f83r	B6	B6-S001	f83r.52	rechter S-Lauf im B6-Nachtrag	solkeey	PROC170	SOLK+EE+Y	auffangen · länger · dies	auffangen länger dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E374	SRC_E374	f83r	B6	B6-S001	f83r.52	rechter S-Lauf im B6-Nachtrag	qekey	PROC171	E+K+E+Y	kurz · zuführen · kurz · dies	kurz zuführen kurz dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E375	SRC_E375	f83r	B6	B6-S001	f83r.52	rechter S-Lauf im B6-Nachtrag	raly	PROC172	R+AL+Y	abkühlen · Zielstelle · dies	abkühlen Zielstelle dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E376	SRC_E376	f83r	B6	B6-S001	f83r.52	rechter S-Lauf im B6-Nachtrag	ol	PROC013	OL	fortsetzen	fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E377	SRC_E377	f83r	B6	B6-S001	f83r.54	rechter S-Lauf im B6-Nachtrag	daiin	PROC009	AIIN	Maß	Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E378	SRC_E378	f83r	B6	B6-S001	f83r.54	rechter S-Lauf im B6-Nachtrag	ol	PROC013	OL	fortsetzen	fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E379	SRC_E379	f83r	B6	B6-S001	f83r.54	rechter S-Lauf im B6-Nachtrag	dain	PROC156	AIN	Portion	Portion	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E380	SRC_E380	f83r	B6	B6-S001	f83r.54	rechter S-Lauf im B6-Nachtrag	chey	PROC019	Y	dies	dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E381	SRC_E381	f83r	B6	B6-S001	f83r.54	rechter S-Lauf im B6-Nachtrag	ldalor	PROC173	L+AL+OR	führen · Zielstelle · Ansatz	führen Zielstelle Ansatz	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
