group_serial	source_position_id	page	diagram_id	locus	event_index_within_locus	opaque_local_id	local_namespace	local_image_owner	literal_group_reading_de	practical_almanac_expansion_de	purpose_section	orientation	crosspage_join	prose_card_import
219	ASTRO_A2:G029	f68r1	A2	f68r1.5	1	A2:G029	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_05	Etikettsegment 1 am lokalen Bildplatz	f68r1.5: ungelöster Teil einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
220	ASTRO_A2:G030	f68r1	A2	f68r1.6	1	A2:G030	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_06	Etikettsegment 1 am lokalen Bildplatz	f68r1.6: ungelöster Teil einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
221	ASTRO_A2:G031	f68r1	A2	f68r1.7	1	A2:G031	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_07	Etikettsegment 1 am lokalen Bildplatz	f68r1.7: ungelöster Teil einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
222	ASTRO_A2:G032	f68r1	A2	f68r1.8	1	A2:G032	F68_CENTRE_KEY_QUARANTINE_NS	A2_CENTRE_KEY_UNRESOLVED	Etikettsegment 1 am lokalen Bildplatz	f68r1.8: örtliche Zeitmarke als Schlüssel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
223	ASTRO_A2:G033	f68r1	A2	f68r1.9	1	A2:G033	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_01	Etikettsegment 1 am lokalen Bildplatz	f68r1.9: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
224	ASTRO_A2:G034	f68r1	A2	f68r1.10	1	A2:G034	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_02	Etikettsegment 1 am lokalen Bildplatz	f68r1.10: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
225	ASTRO_A2:G035	f68r1	A2	f68r1.11	1	A2:G035	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_03	Etikettsegment 1 am lokalen Bildplatz	f68r1.11: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
226	ASTRO_A2:G036	f68r1	A2	f68r1.12	1	A2:G036	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_04	Etikettsegment 1 am lokalen Bildplatz	f68r1.12: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
227	ASTRO_A2:G037	f68r1	A2	f68r1.13	1	A2:G037	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_05	Etikettsegment 1 am lokalen Bildplatz	f68r1.13: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
228	ASTRO_A2:G038	f68r1	A2	f68r1.14	1	A2:G038	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_06	Etikettsegment 1 am lokalen Bildplatz	f68r1.14: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
229	ASTRO_A2:G039	f68r1	A2	f68r1.15	1	A2:G039	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_07	Etikettsegment 1 am lokalen Bildplatz	f68r1.15: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
230	ASTRO_A2:G040	f68r1	A2	f68r1.16	1	A2:G040	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_08	Etikettsegment 1 am lokalen Bildplatz	f68r1.16: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
231	ASTRO_A2:G041	f68r1	A2	f68r1.17	1	A2:G041	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_09	Etikettsegment 1 am lokalen Bildplatz	f68r1.17: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
232	ASTRO_A2:G042	f68r1	A2	f68r1.18	1	A2:G042	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_10	Etikettsegment 1 am lokalen Bildplatz	f68r1.18: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
233	ASTRO_A2:G043	f68r1	A2	f68r1.19	1	A2:G043	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_11	Etikettsegment 1 am lokalen Bildplatz	f68r1.19: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
234	ASTRO_A2:G044	f68r1	A2	f68r1.20	1	A2:G044	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_12	Etikettsegment 1 am lokalen Bildplatz	f68r1.20: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
235	ASTRO_A2:G045	f68r1	A2	f68r1.21	1	A2:G045	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_13	Etikettsegment 1 am lokalen Bildplatz	f68r1.21: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
236	ASTRO_A2:G046	f68r1	A2	f68r1.22	1	A2:G046	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_14	Etikettsegment 1 am lokalen Bildplatz	f68r1.22: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
237	ASTRO_A2:G047	f68r1	A2	f68r1.23	1	A2:G047	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_15	Etikettsegment 1 am lokalen Bildplatz	f68r1.23: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
238	ASTRO_A2:G048	f68r1	A2	f68r1.24	1	A2:G048	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_16	Etikettsegment 1 am lokalen Bildplatz	f68r1.24: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
239	ASTRO_A2:G049	f68r1	A2	f68r1.25	1	A2:G049	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_17	Etikettsegment 1 am lokalen Bildplatz	f68r1.25: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
240	ASTRO_A2:G050	f68r1	A2	f68r1.26	1	A2:G050	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_18	Etikettsegment 1 am lokalen Bildplatz	f68r1.26: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
241	ASTRO_A2:G051	f68r1	A2	f68r1.27	1	A2:G051	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_19	Etikettsegment 1 am lokalen Bildplatz	f68r1.27: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
242	ASTRO_A2:G052	f68r1	A2	f68r1.28	1	A2:G052	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_20	Etikettsegment 1 am lokalen Bildplatz	f68r1.28: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
243	ASTRO_A2:G053	f68r1	A2	f68r1.29	1	A2:G053	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_21	Etikettsegment 1 am lokalen Bildplatz	f68r1.29: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
244	ASTRO_A2:G054	f68r1	A2	f68r1.30	1	A2:G054	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_22	Etikettsegment 1 am lokalen Bildplatz	f68r1.30: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
245	ASTRO_A2:G055	f68r1	A2	f68r1.31	1	A2:G055	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_23	Etikettsegment 1 am lokalen Bildplatz	f68r1.31: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
246	ASTRO_A2:G056	f68r1	A2	f68r1.32	1	A2:G056	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_24	Etikettsegment 1 am lokalen Bildplatz	f68r1.32: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
247	ASTRO_A2:G057	f68r1	A2	f68r1.33	1	A2:G057	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_25	Etikettsegment 1 am lokalen Bildplatz	f68r1.33: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
248	ASTRO_A2:G058	f68r1	A2	f68r1.34	1	A2:G058	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_26	Etikettsegment 1 am lokalen Bildplatz	f68r1.34: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
249	ASTRO_A2:G059	f68r1	A2	f68r1.35	1	A2:G059	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_27	Etikettsegment 1 am lokalen Bildplatz	f68r1.35: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
250	ASTRO_A2:G060	f68r1	A2	f68r1.36	1	A2:G060	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_28	Etikettsegment 1 am lokalen Bildplatz	f68r1.36: örtliche Sternstation für den Arbeitskalender; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
251	ASTRO_A2:G061	f68r1	A2	f68r1.37	1	A2:G061	F68_CENTRAL_LEGEND_QUARANTINE_NS	A2_CENTRAL_LEGEND_UNRESOLVED	Etikettsegment 1 am lokalen Bildplatz	f68r1.37: zentrale Arbeitslegende kopieren; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
252	ASTRO_A2:G062	f68r1	A2	f68r1.37	2	A2:G062	F68_CENTRAL_LEGEND_QUARANTINE_NS	A2_CENTRAL_LEGEND_UNRESOLVED	Etikettsegment 2 am lokalen Bildplatz	f68r1.37: zentrale Arbeitslegende kopieren; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
253	ASTRO_A2:G063	f68r1	A2	f68r1.37	3	A2:G063	F68_CENTRAL_LEGEND_QUARANTINE_NS	A2_CENTRAL_LEGEND_UNRESOLVED	Etikettsegment 3 am lokalen Bildplatz	f68r1.37: zentrale Arbeitslegende kopieren; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
254	ASTRO_A2:G064	f68r1	A2	f68r1.37	4	A2:G064	F68_CENTRAL_LEGEND_QUARANTINE_NS	A2_CENTRAL_LEGEND_UNRESOLVED	Etikettsegment 4 am lokalen Bildplatz	f68r1.37: zentrale Arbeitslegende kopieren; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
255	ASTRO_A2:G065	f68r1	A2	f68r1.37	5	A2:G065	F68_CENTRAL_LEGEND_QUARANTINE_NS	A2_CENTRAL_LEGEND_UNRESOLVED	Etikettsegment 5 am lokalen Bildplatz	f68r1.37: zentrale Arbeitslegende kopieren; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
256	ASTRO_A3:G001	f69v	A3	f69v.1	1	A3:G001	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 1 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
257	ASTRO_A3:G002	f69v	A3	f69v.1	2	A3:G002	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 2 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
258	ASTRO_A3:G003	f69v	A3	f69v.1	3	A3:G003	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 3 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
259	ASTRO_A3:G004	f69v	A3	f69v.1	4	A3:G004	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 4 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
260	ASTRO_A3:G005	f69v	A3	f69v.1	5	A3:G005	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 5 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
261	ASTRO_A3:G006	f69v	A3	f69v.1	6	A3:G006	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 6 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
262	ASTRO_A3:G007	f69v	A3	f69v.1	7	A3:G007	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 7 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
263	ASTRO_A3:G008	f69v	A3	f69v.1	8	A3:G008	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 8 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
264	ASTRO_A3:G009	f69v	A3	f69v.1	9	A3:G009	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 9 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
265	ASTRO_A3:G010	f69v	A3	f69v.1	10	A3:G010	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 10 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
266	ASTRO_A3:G011	f69v	A3	f69v.1	11	A3:G011	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 11 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
267	ASTRO_A3:G012	f69v	A3	f69v.1	12	A3:G012	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 12 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
268	ASTRO_A3:G013	f69v	A3	f69v.1	13	A3:G013	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 13 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
269	ASTRO_A3:G014	f69v	A3	f69v.1	14	A3:G014	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 14 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
270	ASTRO_A3:G015	f69v	A3	f69v.1	15	A3:G015	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 15 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
271	ASTRO_A3:G016	f69v	A3	f69v.1	16	A3:G016	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 16 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
272	ASTRO_A3:G017	f69v	A3	f69v.1	17	A3:G017	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 17 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
273	ASTRO_A3:G018	f69v	A3	f69v.1	18	A3:G018	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 18 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
274	ASTRO_A3:G019	f69v	A3	f69v.1	19	A3:G019	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 19 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
275	ASTRO_A3:G020	f69v	A3	f69v.1	20	A3:G020	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 20 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
276	ASTRO_A3:G021	f69v	A3	f69v.1	21	A3:G021	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 21 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
277	ASTRO_A3:G022	f69v	A3	f69v.1	22	A3:G022	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 22 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
278	ASTRO_A3:G023	f69v	A3	f69v.1	23	A3:G023	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 23 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
279	ASTRO_A3:G024	f69v	A3	f69v.1	24	A3:G024	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 24 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
280	ASTRO_A3:G025	f69v	A3	f69v.1	25	A3:G025	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 25 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
281	ASTRO_A3:G026	f69v	A3	f69v.1	26	A3:G026	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 26 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
282	ASTRO_A3:G027	f69v	A3	f69v.1	27	A3:G027	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 27 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
283	ASTRO_A3:G028	f69v	A3	f69v.1	28	A3:G028	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 28 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
284	ASTRO_A3:G029	f69v	A3	f69v.1	29	A3:G029	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 29 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
285	ASTRO_A3:G030	f69v	A3	f69v.1	30	A3:G030	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 30 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
286	ASTRO_A3:G031	f69v	A3	f69v.1	31	A3:G031	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 31 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
287	ASTRO_A3:G032	f69v	A3	f69v.1	32	A3:G032	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 32 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
288	ASTRO_A3:G033	f69v	A3	f69v.1	33	A3:G033	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 33 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
289	ASTRO_A3:G034	f69v	A3	f69v.1	34	A3:G034	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 34 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
290	ASTRO_A3:G035	f69v	A3	f69v.1	35	A3:G035	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 35 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
291	ASTRO_A3:G036	f69v	A3	f69v.1	36	A3:G036	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 36 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
