scope	record	at	word	G	M	R	row_status
LINE	f86v5|f86v5.18-f86v5.25	f86v5.18:6	os	⟦os⟧	⟦os⟧	⟦os⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.18:7	al	⟦al⟧	⟦al⟧	⟦al⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.18:8	ody	⟦ody⟧	⟦ody⟧	⟦ody⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.18:9	qotar	⟦qotar⟧	⟦qotar⟧	⟦qotar⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.18:10	ytedy	⟦ytedy⟧	⟦ytedy⟧	⟦ytedy⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.18:11	daiin	?: ? im Grad C [Skala offen] [fehlend=material,quality]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.19:1	ycheeytydaiin	⟦ycheeytydaiin⟧	⟦ycheeytydaiin⟧	⟦ycheeytydaiin⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.19:2	ykeeo	⟦ykeeo⟧	⟦ykeeo⟧	⟦ykeeo⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.19:3	chey	⟦chey⟧	⟦chey⟧	⟦chey⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.19:4	shckhy	⟦shckhy⟧	⟦shckhy⟧	⟦shckhy⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.19:5	shoky	⟦shoky⟧	⟦shoky⟧	⟦shoky⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	⟦oty⟧	⟦oty⟧	⟦oty⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	⟦oty⟧	⟦oty⟧	⟦oty⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.19:8	otain	⟦otain⟧	⟦otain⟧	⟦otain⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.19:9	olkchdy	⟦olkchdy⟧	⟦olkchdy⟧	⟦olkchdy⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.20:1	ychor	⟦ychor⟧	⟦ychor⟧	⟦ychor⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.20:2	ar	⟦ar⟧	⟦ar⟧	⟦ar⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.20:3	aiin	⟦aiin⟧	⟦aiin⟧	⟦aiin⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.20:4	ytaly	⟦ytaly⟧	⟦ytaly⟧	⟦ytaly⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.20:5	otaiin	⟦otaiin⟧	⟦otaiin⟧	⟦otaiin⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.20:6	ykaiin	⟦ykaiin⟧	⟦ykaiin⟧	⟦ykaiin⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.20:7	otal	⟦otal⟧	⟦otal⟧	⟦otal⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.20:8	ytar	⟦ytar⟧	⟦ytar⟧	⟦ytar⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.20:9	aiin	⟦aiin⟧	⟦aiin⟧	⟦aiin⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.20:10	ytaiiil	⟦ytaiiil⟧	⟦ytaiiil⟧	⟦ytaiiil⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.21:1	oar	⟦oar⟧	⟦oar⟧	⟦oar⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.21:2	ar	⟦ar⟧	⟦ar⟧	⟦ar⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.21:3	aiin	⟦aiin⟧	⟦aiin⟧	⟦aiin⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.21:4	okaiin	Ansatz	Ansatz	Ansatz	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	⟦yteey⟧	⟦yteey⟧	⟦yteey⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.21:6	ytaiin	⟦ytaiin⟧	⟦ytaiin⟧	⟦ytaiin⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.21:7	qokees	⟦qokees⟧	⟦qokees⟧	⟦qokees⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.21:8	aiin	⟦aiin⟧	⟦aiin⟧	⟦aiin⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	⟦yteey⟧	⟦yteey⟧	⟦yteey⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.21:10	qotey	⟦qotey⟧	⟦qotey⟧	⟦qotey⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.21:11	lkey	⟦lkey⟧	⟦lkey⟧	⟦lkey⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.22:1	ykaiin	⟦ykaiin⟧	⟦ykaiin⟧	⟦ykaiin⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	⟦ykeey⟧	⟦ykeey⟧	⟦ykeey⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.22:3	ykal	⟦ykal⟧	⟦ykal⟧	⟦ykal⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.22:4	chod	⟦chod⟧	⟦chod⟧	⟦chod⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.22:5	aiin	⟦aiin⟧	⟦aiin⟧	⟦aiin⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.22:6	oeey	⟦oeey⟧	⟦oeey⟧	⟦oeey⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.22:7	teodkaiin	⟦teodkaiin⟧	⟦teodkaiin⟧	⟦teodkaiin⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.22:8	otodaiin	⟦otodaiin⟧	⟦otodaiin⟧	⟦otodaiin⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.22:9	okain	⟦okain⟧	⟦okain⟧	⟦okain⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.23:1	ykaiin	⟦ykaiin⟧	⟦ykaiin⟧	⟦ykaiin⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.23:2	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.23:3	aiin	⟦aiin⟧	⟦aiin⟧	⟦aiin⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.23:4	okol	⟦okol⟧	⟦okol⟧	⟦okol⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.23:5	chokar	⟦chokar⟧	⟦chokar⟧	⟦chokar⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.23:6	sheol	⟦sheol⟧	⟦sheol⟧	⟦sheol⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.23:7	qokar	⟦qokar⟧	⟦qokar⟧	⟦qokar⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.23:8	cheey	⟦cheey⟧	⟦cheey⟧	⟦cheey⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.23:9	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.23:10	aiin	⟦aiin⟧	⟦aiin⟧	⟦aiin⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.23:11	ody	⟦ody⟧	⟦ody⟧	⟦ody⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.24:1	oar	⟦oar⟧	⟦oar⟧	⟦oar⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.24:2	aiin	⟦aiin⟧	⟦aiin⟧	⟦aiin⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.24:3	ykain	⟦ykain⟧	⟦ykain⟧	⟦ykain⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.24:4	okal	⟦okal⟧	⟦okal⟧	⟦okal⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.24:5	kchody	⟦kchody⟧	⟦kchody⟧	⟦kchody⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.24:6	chckhy	⟦chckhy⟧	⟦chckhy⟧	⟦chckhy⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.24:7	otaiin	⟦otaiin⟧	⟦otaiin⟧	⟦otaiin⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.24:8	olkar	⟦olkar⟧	⟦olkar⟧	⟦olkar⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.24:9	otaiin	⟦otaiin⟧	⟦otaiin⟧	⟦otaiin⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.25:1	sair	⟦sair⟧	⟦sair⟧	⟦sair⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.25:2	kain	⟦kain⟧	⟦kain⟧	⟦kain⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.25:3	ar	⟦ar⟧	⟦ar⟧	⟦ar⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.25:4	alosheey	⟦alosheey⟧	⟦alosheey⟧	⟦alosheey⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.25:5	qoeey	⟦qoeey⟧	⟦qoeey⟧	⟦qoeey⟧	recorded
LINE	f86v5|f86v5.18-f86v5.25	f86v5.25:6	lkesy	⟦lkesy⟧	⟦lkesy⟧	⟦lkesy⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.1:1	kodshol	⟦kodshol⟧	⟦kodshol⟧	⟦kodshol⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.1:2	otolsheeos	⟦otolsheeos⟧	⟦otolsheeos⟧	⟦otolsheeos⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.1:3	octhodaly	⟦octhodaly⟧	⟦octhodaly⟧	⟦octhodaly⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.1:4	opalepam	⟦opalepam⟧	⟦opalepam⟧	⟦opalepam⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.1:5	oepchksheey	⟦oepchksheey⟧	⟦oepchksheey⟧	⟦oepchksheey⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.1:6	qotodain	⟦qotodain⟧	⟦qotodain⟧	⟦qotodain⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.1:7	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.1:8	oar	⟦oar⟧	⟦oar⟧	⟦oar⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.2:1	ycham	⟦ycham⟧	⟦ycham⟧	⟦ycham⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.2:2	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.2:3	chol	trocken	trocken	trocken	recorded
LINE	f93r|f93r.1-f93r.32	f93r.2:4	chotom	⟦chotom⟧	⟦chotom⟧	⟦chotom⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.2:5	cthodar	⟦cthodar⟧	⟦cthodar⟧	⟦cthodar⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.2:6	sheo	⟦sheo⟧	⟦sheo⟧	⟦sheo⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.2:7	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.2:8	oteodal	⟦oteodal⟧	⟦oteodal⟧	⟦oteodal⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.2:9	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.2:10	ofchoshy	⟦ofchoshy⟧	⟦ofchoshy⟧	⟦ofchoshy⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.2:11	cthoshol	⟦cthoshol⟧	⟦cthoshol⟧	⟦cthoshol⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.3:1	dsho	⟦dsho⟧	⟦dsho⟧	⟦dsho⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.3:2	dal	⟦dal⟧	⟦dal⟧	⟦dal⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.3:3	dalody	⟦dalody⟧	⟦dalody⟧	⟦dalody⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.3:4	ytchchy	⟦ytchchy⟧	⟦ytchchy⟧	⟦ytchchy⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.3:5	dam	⟦dam⟧	⟦dam⟧	⟦dam⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.3:6	chody	⟦chody⟧	⟦chody⟧	⟦chody⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.3:7	dal	⟦dal⟧	⟦dal⟧	⟦dal⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.3:8	ol	⟦ol⟧	⟦ol⟧	⟦ol⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.3:9	schodchy	⟦schodchy⟧	⟦schodchy⟧	⟦schodchy⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.3:10	qotchd	⟦qotchd⟧	⟦qotchd⟧	⟦qotchd⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.4:1	sol	⟦sol⟧	⟦sol⟧	⟦sol⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.4:2	shotol	⟦shotol⟧	⟦shotol⟧	⟦shotol⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.4:3	qokchodal	⟦qokchodal⟧	⟦qokchodal⟧	⟦qokchodal⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.4:4	shody	⟦shody⟧	⟦shody⟧	⟦shody⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.4:5	chotol	⟦chotol⟧	⟦chotol⟧	⟦chotol⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.4:6	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.4:7	otol	⟦otol⟧	⟦otol⟧	⟦otol⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.4:8	ytchdg	⟦ytchdg⟧	⟦ytchdg⟧	⟦ytchdg⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.5:1	ol	⟦ol⟧	⟦ol⟧	⟦ol⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.5:2	chody	⟦chody⟧	⟦chody⟧	⟦chody⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.5:3	cfhol	⟦cfhol⟧	⟦cfhol⟧	⟦cfhol⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.5:4	dol	⟦dol⟧	⟦dol⟧	⟦dol⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.5:5	qokol	⟦qokol⟧	⟦qokol⟧	⟦qokol⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.5:6	otodar	⟦otodar⟧	⟦otodar⟧	⟦otodar⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.5:7	chodain	⟦chodain⟧	⟦chodain⟧	⟦chodain⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.6:1	tar	⟦tar⟧	⟦tar⟧	⟦tar⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.6:2	otor	⟦otor⟧	⟦otor⟧	⟦otor⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.6:3	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.6:4	cho	⟦cho⟧	⟦cho⟧	⟦cho⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.6:5	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.6:6	chol	trocken	trocken	trocken	recorded
LINE	f93r|f93r.1-f93r.32	f93r.6:7	sheoees	⟦sheoees⟧	⟦sheoees⟧	⟦sheoees⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.7:1	shor	Früchte	Früchte	Früchte	recorded
LINE	f93r|f93r.1-f93r.32	f93r.7:2	shol	feucht	feucht	feucht	recorded
LINE	f93r|f93r.1-f93r.32	f93r.7:3	ody	⟦ody⟧	⟦ody⟧	⟦ody⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.7:4	cheodaiin	⟦cheodaiin⟧	⟦cheodaiin⟧	⟦cheodaiin⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.7:5	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.8:1	lor	⟦lor⟧	⟦lor⟧	⟦lor⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.8:2	sheeody	⟦sheeody⟧	⟦sheeody⟧	⟦sheeody⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.8:3	chodaiin	⟦chodaiin⟧	⟦chodaiin⟧	⟦chodaiin⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.8:4	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.8:5	odar	⟦odar⟧	⟦odar⟧	⟦odar⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.9:1	shodam	⟦shodam⟧	⟦shodam⟧	⟦shodam⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.9:2	okcheody	⟦okcheody⟧	⟦okcheody⟧	⟦okcheody⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.9:3	cthoctho'l	⟦cthoctho'l⟧	⟦cthoctho'l⟧	⟦cthoctho'l⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.10:1	ychos	⟦ychos⟧	⟦ychos⟧	⟦ychos⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.10:2	chey	⟦chey⟧	⟦chey⟧	⟦chey⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.10:3	keol	Öl	Öl	Öl	recorded
LINE	f93r|f93r.1-f93r.32	f93r.10:4	cheol	⟦cheol⟧	⟦cheol⟧	⟦cheol⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.10:5	ckhody	⟦ckhody⟧	⟦ckhody⟧	⟦ckhody⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.11:1	okeol	⟦okeol⟧	⟦okeol⟧	⟦okeol⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.11:2	oteol	⟦oteol⟧	⟦oteol⟧	⟦oteol⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.11:3	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.11:4	odam	⟦odam⟧	⟦odam⟧	⟦odam⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.11:5	sheo	⟦sheo⟧	⟦sheo⟧	⟦sheo⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.11:6	al	⟦al⟧	⟦al⟧	⟦al⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.11:7	sal	⟦sal⟧	⟦sal⟧	⟦sal⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.12:1	qokor	⟦qokor⟧	⟦qokor⟧	⟦qokor⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.12:2	shey	⟦shey⟧	⟦shey⟧	⟦shey⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.12:3	okcheor	⟦okcheor⟧	⟦okcheor⟧	⟦okcheor⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.12:4	sheodom	⟦sheodom⟧	⟦sheodom⟧	⟦sheodom⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.13:1	shodaiin	⟦shodaiin⟧	⟦shodaiin⟧	⟦shodaiin⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.13:2	qotchy	zerkleinere ? [Bezug=]	zerkleinere ? [Bezug=]	zerkleinere ? [Bezug=]	recorded
LINE	f93r|f93r.1-f93r.32	f93r.13:3	kchol	⟦kchol⟧	⟦kchol⟧	⟦kchol⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.13:4	r	⟦r⟧	⟦r⟧	⟦r⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.14:1	ychey	⟦ychey⟧	⟦ychey⟧	⟦ychey⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.14:2	ckhos	⟦ckhos⟧	⟦ckhos⟧	⟦ckhos⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.14:3	okcheod	⟦okcheod⟧	⟦okcheod⟧	⟦okcheod⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.14:4	chr	⟦chr⟧	⟦chr⟧	⟦chr⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.15:1	ochol	⟦ochol⟧	⟦ochol⟧	⟦ochol⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.15:2	shodal	⟦shodal⟧	⟦shodal⟧	⟦shodal⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.15:3	dol	⟦dol⟧	⟦dol⟧	⟦dol⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.15:4	cheodam	⟦cheodam⟧	⟦cheodam⟧	⟦cheodam⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.16:1	choshy	⟦choshy⟧	⟦choshy⟧	⟦choshy⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.16:2	qokor	⟦qokor⟧	⟦qokor⟧	⟦qokor⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.16:3	chckhs	⟦chckhs⟧	⟦chckhs⟧	⟦chckhs⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.17:1	tcheo	⟦tcheo⟧	⟦tcheo⟧	⟦tcheo⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.17:2	l	⟦l⟧	⟦l⟧	⟦l⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.17:3	cholchecthody	⟦cholchecthody⟧	⟦cholchecthody⟧	⟦cholchecthody⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.18:1	olkees	⟦olkees⟧	⟦olkees⟧	⟦olkees⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.18:2	shodaiin	⟦shodaiin⟧	⟦shodaiin⟧	⟦shodaiin⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.18:3	shody	⟦shody⟧	⟦shody⟧	⟦shody⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.19:1	tchor	⟦tchor⟧	⟦tchor⟧	⟦tchor⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.19:2	shol	feucht	feucht	feucht	recorded
LINE	f93r|f93r.1-f93r.32	f93r.19:3	r	⟦r⟧	⟦r⟧	⟦r⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.19:4	sheoky	⟦sheoky⟧	⟦sheoky⟧	⟦sheoky⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.20:1	ychockhy	⟦ychockhy⟧	⟦ychockhy⟧	⟦ychockhy⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.20:2	cthol	Trockenmaterial	Trockenmaterial	Trockenmaterial	recorded
LINE	f93r|f93r.1-f93r.32	f93r.20:3	osos	⟦osos⟧	⟦osos⟧	⟦osos⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.21:1	dol	⟦dol⟧	⟦dol⟧	⟦dol⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.21:2	shol	feucht	feucht	feucht	recorded
LINE	f93r|f93r.1-f93r.32	f93r.21:3	daiin	?: feucht im Grad C [Skala offen] [fehlend=material]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
LINE	f93r|f93r.1-f93r.32	f93r.21:4	shcthy	⟦shcthy⟧	⟦shcthy⟧	⟦shcthy⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.22:1	kchor	⟦kchor⟧	⟦kchor⟧	⟦kchor⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.22:2	cthy	Kraut	Kraut	Kraut	recorded
LINE	f93r|f93r.1-f93r.32	f93r.22:3	chakal	⟦chakal⟧	⟦chakal⟧	⟦chakal⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.22:4	daiin	Kraut: ? im Grad C [Skala offen] [fehlend=quality]	Kraut: Menge C·U [fehlend=]	Masse(Kraut) / Masse(?) = C [fehlend=denominator]	recorded
LINE	f93r|f93r.1-f93r.32	f93r.23:1	oain	⟦oain⟧	⟦oain⟧	⟦oain⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.23:2	okor	⟦okor⟧	⟦okor⟧	⟦okor⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.23:3	shody	⟦shody⟧	⟦shody⟧	⟦shody⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.23:4	teols	⟦teols⟧	⟦teols⟧	⟦teols⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.24:1	ychocthy	⟦ychocthy⟧	⟦ychocthy⟧	⟦ychocthy⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.24:2	chotey	⟦chotey⟧	⟦chotey⟧	⟦chotey⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.24:3	teey	⟦teey⟧	⟦teey⟧	⟦teey⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.24:4	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.25:1	ysaiin	⟦ysaiin⟧	⟦ysaiin⟧	⟦ysaiin⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.25:2	chotar	⟦chotar⟧	⟦chotar⟧	⟦chotar⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.25:3	shody	⟦shody⟧	⟦shody⟧	⟦shody⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.26:1	ocheodaiin	⟦ocheodaiin⟧	⟦ocheodaiin⟧	⟦ocheodaiin⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.26:2	tchos	⟦tchos⟧	⟦tchos⟧	⟦tchos⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.26:3	sor	⟦sor⟧	⟦sor⟧	⟦sor⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.27:1	qokor	⟦qokor⟧	⟦qokor⟧	⟦qokor⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.27:2	cheo	⟦cheo⟧	⟦cheo⟧	⟦cheo⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.27:3	los	⟦los⟧	⟦los⟧	⟦los⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.27:4	ckheody	⟦ckheody⟧	⟦ckheody⟧	⟦ckheody⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.28:1	ychor	⟦ychor⟧	⟦ychor⟧	⟦ychor⟧	recorded
LINE	f93r|f93r.1-f93r.32	f93r.28:2	odol	⟦odol⟧	⟦odol⟧	⟦odol⟧	recorded
