event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	semantic_atoms	atomic_default_de	statement_translation_de
348	B4-S014	B4	f83r	or	MC080	OR	Ansatz	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.
349	B4-S014	B4	f83r	chey	MC123	Y	Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.
350	B4-S014	B4	f83r	qockhey	MC165	OK+CKH+E+Y	ansetzen+Durchlass+kurz+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.
351	B4-S014	B4	f83r	dairydy	MC091	AIR+Y+CLOSE	Lauf+Posten+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.
352	B4-S015	B4	f83r	qokain	MC017	OK+AIN	ansetzen+Anteil	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.
353	B4-S015	B4	f83r	shey	MC119	CHEEY	Ergebnis	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.
354	B4-S015	B4	f83r	kain	MC105	AIN	Anteil	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.
355	B4-S015	B4	f83r	chckhal	MC022	CKH+AL	Durchlass+Ziel	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.
356	B4-S015	B4	f83r	solkey	MC050	SOLK+E+Y	sammeln+kurz+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.
357	B4-S015	B4	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.
358	B4-S016	B4	f83r	qolkain	MC097	OL+AIN	weiter+Anteil	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.
359	B4-S016	B4	f83r	dal	MC154	AL	Ziel	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.
360	B4-S016	B4	f83r	skar	MC089	SK+AR	ausgießen+Quelle	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.
361	B4-S016	B4	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.
362	B5-S001	B5	f83r	otchdy	MC067	OT+CHD+CLOSE	danach+umsetzen+Schluss	An der linken figurenlosen Dienststation: Führe die Folgeumsetzung aus und schließe
363	B5-S002	B5	f83r	qokchdy	MC088	OK+CHD+CLOSE	ansetzen+umsetzen+Schluss	An der linken figurenlosen Dienststation: Setze um und schließe
364	B5-S003	B5	f83r	shedal	MC113	SHED+AL	absetzen+Ziel	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
365	B5-S003	B5	f83r	dal	MC154	AL	Ziel	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
366	B5-S003	B5	f83r	cheol	MC153	OL	weiter	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
367	B5-S003	B5	f83r	lol	MC092	L+OL	abführen+weiter	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
368	B5-S003	B5	f83r	chdal	MC001	CHD+AL	umsetzen+Ziel	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
369	B5-S003	B5	f83r	aiin	MC039	AIIN	Sollmaß	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
370	B5-S003	B5	f83r	sol	MC153	OL	weiter	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
371	B5-S003	B5	f83r	daiiin	MC172	IIN	Stufe	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
372	B5-S003	B5	f83r	chedy	MC074	CHD+Y	umsetzen+Posten	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
373	B6-S001	B6	f83r	solkeey	MC020	SOLK+EE+Y	sammeln+länger+Posten	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.
374	B6-S001	B6	f83r	qekey	MC052	KCH+E+Y	bearbeiten+kurz+Posten	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.
375	B6-S001	B6	f83r	raly	MC046	AL+Y	Ziel+Posten	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.
376	B6-S001	B6	f83r	ol	MC153	OL	weiter	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.
377	B6-S001	B6	f83r	daiin	MC039	AIIN	Sollmaß	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.
378	B6-S001	B6	f83r	ol	MC153	OL	weiter	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.
379	B6-S001	B6	f83r	dain	MC059	DAIN	Tuch	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.
380	B6-S001	B6	f83r	chey	MC123	Y	Posten	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.
381	B6-S001	B6	f83r	ldalor	MC101	AL	Ziel	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.
