surface_id	visible_surface	register_status	common_atom_sequences	common_nucleus_de	prose_master_card_id	prose_short_value_de	prose_occurrences	astro_short_values_de	astro_occurrences	astro_owner_count	astro_owners	reading_rule_de
SF0364	saiin	PROSE_AND_ASTRO	AIIN	SOLLWERT	MC039	Sollmaß	4	Sollwert oder Grad des bezeichneten Himmelsplatzes	1	1	A1_LEFT_LOCAL_FIELD_29	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0365	saiir	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	sekundärer Hauptindex	1	1	A3_LEFT_RADIAL_SLOT_17	lies den registrierten Werkstattwert dieses Registers
SF0366	sain	ASTRO_ONLY	AIN	PORTION	NONE	NONE	0	gezaehlter Teil oder Unterabschnitt	1	1	A1_LEFT_LOCAL_FIELD_21	lies den registrierten Werkstattwert dieses Registers
SF0367	sal	PROSE_AND_ASTRO	AL	ZIEL	MC154	dorthin	1	zum bezeichneten Zielplatz	1	1	A1_LEFT_LOCAL_FIELD_50	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0368	saldal	ASTRO_ONLY	AL+AL	ZIEL + ZIEL	NONE	NONE	0	Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld	1	1	A1_LEFT_OUTER_STAR_STATION_03	lies den registrierten Werkstattwert dieses Registers
SF0369	salsain	ASTRO_ONLY	AL+AIN	ZIEL + PORTION	NONE	NONE	0	Ziel + Portion	1	1	A1_LEFT_LOCAL_FIELD_23	lies den registrierten Werkstattwert dieses Registers
SF0370	sar	PROSE_AND_ASTRO	AR	QUELLE	MC055	aus dem Ansatz	1	vom bezeichneten Ausgangsplatz	2	2	A3_LEFT_RADIAL_SLOT_01|A3_LEFT_WHEEL_RING_TEXT	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0371	saral	ASTRO_ONLY	AR+AL	QUELLE + ZIEL	NONE	NONE	0	von Quelle zum Ziel	2	2	A1_LEFT_LOCAL_FIELD_20|A3_LEFT_RADIAL_SLOT_16	lies den registrierten Werkstattwert dieses Registers
SF0372	sarydy	ASTRO_ONLY	AR	QUELLE	NONE	NONE	0	Ausgangssektor, Ursprung oder Bezugswert	1	1	A3_LEFT_RADIAL_SLOT_20	lies den registrierten Werkstattwert dieses Registers
SF0373	schedair	PROSE_ONLY	AIR	LAUF/BAHN	MC116	Wasser weiterleiten	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0374	schedy	PROSE_ONLY	CHD+CLOSE	UMSETZEN + CLOSE	MC025	Posten überführen; Schluss	2	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0375	schoal	PROSE_ONLY	HO+AL	EINGANGSPOSTEN + ZIEL	MC049	Zutat an die Arbeitsstelle geben	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0376	schol	PROSE_ONLY	DCHOL	DCHOL	MC142	vorigen Posten fortsetzen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0377	sh	PROSE_ONLY	SH	SH	MC114	halten	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0378	shckhedy	PROSE_ONLY	CKHE+CLOSE	TRENNEN/SEIHEN + CLOSE	MC143	seihen; Schluss	3	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0379	shckhy	PROSE_ONLY	CKH+Y	DURCHLAUF + AKTUELLER POSTEN	MC035	durchleiten	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0380	shcthey	PROSE_ONLY	CTH+E+Y	BEREIT + KURZ + AKTUELLER POSTEN	MC073	kurz bereithalten	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0381	shcthy	PROSE_ONLY	CTH+Y	BEREIT + AKTUELLER POSTEN	MC161	bereit	2	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0382	sheckhal	PROSE_ONLY	CKH+E+AL	DURCHLAUF + KURZ + ZIEL	MC058	kurz zur Zielstelle durchleiten	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0383	sheckhy	PROSE_ONLY	CKH+E+Y	DURCHLAUF + KURZ + AKTUELLER POSTEN	MC132	kurz durchleiten	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0384	shecthedchy	PROSE_ONLY	CTH+CHD+Y	BEREIT + UMSETZEN + AKTUELLER POSTEN	MC043	bereiten Posten umsetzen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0385	shecthy	PROSE_ONLY	CTH+E+Y	BEREIT + KURZ + AKTUELLER POSTEN	MC137	kurz bereit halten	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0386	shedal	PROSE_ONLY	SHED+AL	ABSETZEN + ZIEL	MC113	dort absetzen	2	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0387	shedy	PROSE_ONLY	SHED+E+CLOSE	ABSETZEN + KURZ + CLOSE	MC128	kurz absetzen lassen; Schluss	10	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0388	sheedy	PROSE_ONLY	SHED+EE+CLOSE	ABSETZEN + LÄNGER + CLOSE	MC003	länger absetzen; Schluss	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0389	shees	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	Position oder Bedingung halten + lange oder volle Diagrammstufe	1	1	A1_RIGHT_OUTER_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0390	sheey	PROSE_AND_ASTRO	SH+EE+Y	SH + LÄNGER + AKTUELLER POSTEN	MC095	laenger ruhen	1	diese Position laenger halten	1	1	A3_MIDDLE_WHEEL_RING_TEXT	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0391	shekchy	ASTRO_ONLY	KCH	BEARBEITEN	NONE	NONE	0	Position oder Bedingung halten + Diagrammplatz berechnen oder bearbeiten	1	1	A1_RIGHT_SECTOR_SLOT_04	lies den registrierten Werkstattwert dieses Registers
SF0392	sheody	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	Position oder Bedingung halten	1	1	A1_LEFT_LOCAL_FIELD_44	lies den registrierten Werkstattwert dieses Registers
SF0393	shey	PROSE_AND_ASTRO	CHEEY	CHEEY	MC119	klarer Auszug	2	abgelesener oder freigegebener Diagrammwert	1	1	A2_RIGHT_PANEL_HEADER	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0394	shfydaiin	PROSE_ONLY	SH+AIIN	SH + SOLLWERT	MC111	Standmaß	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0395	sho	PROSE_ONLY	HO	EINGANGSPOSTEN	MC034	Zutat	2	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0396	shokchy	ASTRO_ONLY	HO+KCH	EINGANGSPOSTEN + BEARBEITEN	NONE	NONE	0	Eingangsposten + Bearbeiten	1	1	A2_LEFT_PANEL_HEADER	lies den registrierten Werkstattwert dieses Registers
SF0397	shor	PROSE_ONLY	OR	SATZ/ANSATZ	MC080	Ansatz	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0398	shoyty	PROSE_ONLY	HO+Y+TY	EINGANGSPOSTEN + AKTUELLER POSTEN + TEIL	MC062	Zutatenteil	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0399	shs	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	Position oder Bedingung halten	1	1	A1_RIGHT_SECTOR_SLOT_03	lies den registrierten Werkstattwert dieses Registers
SF0400	shy	PROSE_ONLY	Y	AKTUELLER POSTEN	MC123	dieser Posten	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0401	skar	PROSE_ONLY	SK+AR	SK + QUELLE	MC089	vom Ausgang ausgießen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0402	sodar	ASTRO_ONLY	AR	QUELLE	NONE	NONE	0	Ausgangssektor, Ursprung oder Bezugswert	1	1	A1_LEFT_LOCAL_FIELD_24	lies den registrierten Werkstattwert dieses Registers
SF0403	soear	ASTRO_ONLY	AR	QUELLE	NONE	NONE	0	Ausgangssektor, Ursprung oder Bezugswert	1	1	A1_RIGHT_PHASE_STATION_02	lies den registrierten Werkstattwert dieses Registers
SF0404	soeey	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	lange oder volle Diagrammstufe	1	1	A1_RIGHT_RING_BAND_02	lies den registrierten Werkstattwert dieses Registers
SF0405	soiiin	PROSE_ONLY	IIN	STUFE	MC033	Sollstufe	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0406	sol	PROSE_ONLY	OL	FORTSETZEN	MC153	fortsetzen	3	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0407	solkaiin	PROSE_ONLY	SOLK+AIIN	SAMMELN + SOLLWERT	MC036	bis Sollmass sammeln	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0408	solkeedy	PROSE_ONLY	SOLK+EE+CLOSE	SAMMELN + LÄNGER + CLOSE	MC045	länger sammeln; Schluss	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0409	solkeey	PROSE_ONLY	SOLK+EE+Y	SAMMELN + LÄNGER + AKTUELLER POSTEN	MC020	länger sammeln	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0410	solkey	PROSE_ONLY	SOLK+E+Y	SAMMELN + KURZ + AKTUELLER POSTEN	MC050	kurz sammeln	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0411	solshedy	PROSE_ONLY	OL+SHED+CLOSE	FORTSETZEN + ABSETZEN + CLOSE	MC149	weiter absetzen; Schluss	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0412	sor	PROSE_AND_ASTRO	OR	SATZ/ANSATZ	MC080	Ansatz	1	Bedingungs- oder Tabellensatz	1	1	A1_LEFT_LOCAL_FIELD_39	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0413	soraiir	ASTRO_ONLY	OR	SATZ/ANSATZ	NONE	NONE	0	Bedingungs-, Tabellen- oder Wahlansatz	1	1	A1_LEFT_LOCAL_FIELD_17	lies den registrierten Werkstattwert dieses Registers
SF0414	sosho	ASTRO_ONLY	HO	EINGANGSPOSTEN	NONE	NONE	0	Himmelsobjekt oder Eingangsbedingung	1	1	A1_LEFT_LOCAL_FIELD_42	lies den registrierten Werkstattwert dieses Registers
SF0415	sotaiin	PROSE_ONLY	OT+AIIN	FOLGE/NÄCHSTER + SOLLWERT	MC060	Folgemaß	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0416	sotodan	PROSE_ONLY	OT+DAN	FOLGE/NÄCHSTER + DAN	MC068	danach anwenden	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0417	sshey	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	abgelesener oder freigegebener Wert	1	1	A1_RIGHT_OUTER_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0418	sshkchdy	PROSE_ONLY	SH+KCH+CHD+CLOSE	SH + BEARBEITEN + UMSETZEN + CLOSE	MC061	im Arbeitsgang schwenken; Schluss	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0419	sy	PROSE_AND_ASTRO	Y	AKTUELLER POSTEN	MC123	dieser Posten	1	dieser lokale Diagrammposten	1	1	A1_RIGHT_OUTER_RING_TEXT	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0420	sykos	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	sekundäre Grundklasse	1	1	A1_RIGHT_SECTOR_SLOT_04	lies den registrierten Werkstattwert dieses Registers
SF0421	taiin	PROSE_ONLY	AIIN	SOLLWERT	MC039	Sollmaß	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0422	tal	PROSE_ONLY	AL	ZIEL	MC154	dorthin	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0423	talam	PROSE_ONLY	AL+AM	ZIEL + AM	MC160	am Ziel verwahren	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0424	tchedy	PROSE_ONLY	CHD+CLOSE	UMSETZEN + CLOSE	MC025	Posten überführen; Schluss	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0425	tchody	PROSE_ONLY	HO+CLOSE	EINGANGSPOSTEN + CLOSE	MC037	Eingangsposten beiseitestellen; Schluss	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0426	tedy	PROSE_ONLY	SHED+E+CLOSE	ABSETZEN + KURZ + CLOSE	MC128	kurz absetzen lassen; Schluss	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0427	teeo	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	lange oder volle Diagrammstufe	1	1	A3_LEFT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0428	teol	PROSE_ONLY	E+OL	KURZ + FORTSETZEN	MC106	kurz weiterleiten	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0429	tey	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	aktueller Phasenwert	1	1	A3_LEFT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0430	tochso	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	Grundzustand dieses Platzes	1	1	A2_MIDDLE_PANEL_HEADER	lies den registrierten Werkstattwert dieses Registers
SF0431	todaiin	ASTRO_ONLY	AIIN	SOLLWERT	NONE	NONE	0	Sollwert oder Grad eines Diagrammplatzes	1	1	A1_LEFT_LOCAL_FIELD_48	lies den registrierten Werkstattwert dieses Registers
SF0432	tol	PROSE_AND_ASTRO	OL	FORTSETZEN	MC153	fortsetzen	1	im selben Ring oder Band fortsetzen	1	1	A1_LEFT_OUTER_STAR_STATION_05	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0433	tshey	PROSE_ONLY	CHEEY	CHEEY	MC141	Klarlauf zugeben	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0434	tshol	PROSE_ONLY	HO+L	EINGANGSPOSTEN + L	MC098	Zutat entnehmen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0435	y	PROSE_AND_ASTRO	Y	AKTUELLER POSTEN	MC123	dieser Posten	1	dieser lokale Diagrammposten	9	4	A1_LEFT_LOCAL_FIELD_16|A1_LEFT_OUTER_STAR_STATION_03|A3_LEFT_WHEEL_RING_TEXT|A3_MIDDLE_WHEEL_RING_TEXT	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0436	ycheody	ASTRO_ONLY	CHEO	AUSGABE/AUSZUG	NONE	NONE	0	aktueller Ablesewert fest	1	1	A1_LEFT_LOCAL_FIELD_45	lies den registrierten Werkstattwert dieses Registers
SF0437	ycheor	PROSE_ONLY	Y+CHEO+OR	AKTUELLER POSTEN + AUSGABE/AUSZUG + SATZ/ANSATZ	MC075	Auszugsansatz	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0438	ychey	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	aktueller Ablesewert	1	1	A3_MIDDLE_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0439	ydaiin	ASTRO_ONLY	AIIN	SOLLWERT	NONE	NONE	0	Sollwert oder Grad eines Diagrammplatzes	2	1	A1_LEFT_OUTER_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0440	ydam	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	festgelegter Aspektwert	1	1	A1_LEFT_LOCAL_FIELD_25	lies den registrierten Werkstattwert dieses Registers
SF0441	ydchos	ASTRO_ONLY	HO	EINGANGSPOSTEN	NONE	NONE	0	Himmelsobjekt oder Eingangsbedingung	1	1	A1_LEFT_LOCAL_FIELD_19	lies den registrierten Werkstattwert dieses Registers
SF0442	ydoly	ASTRO_ONLY	OL	FORTSETZEN	NONE	NONE	0	im selben Ring, Band oder Satz fortsetzen	1	1	A1_LEFT_OUTER_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0443	yekees	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	lange oder volle Diagrammstufe	1	1	A1_LEFT_LOCAL_FIELD_46	lies den registrierten Werkstattwert dieses Registers
SF0444	yetey	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	ausgewählter Phasenwert	1	1	A3_MIDDLE_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0445	yfain	ASTRO_ONLY	AIN	PORTION	NONE	NONE	0	gezaehlter Teil oder Unterabschnitt	1	1	A1_LEFT_LOCAL_FIELD_47	lies den registrierten Werkstattwert dieses Registers
SF0446	yka	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	aktuelle Qualität	1	1	A3_MIDDLE_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0447	ykady	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	aktuelle Qualität fest	1	1	A3_MIDDLE_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0448	ykaiin	PROSE_ONLY	Y+AIIN	AKTUELLER POSTEN + SOLLWERT	MC170	Postenmaß	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0449	ykain	PROSE_ONLY	Y+AIN	AKTUELLER POSTEN + PORTION	MC047	Postenportion	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0450	ykaly	ASTRO_ONLY	AL	ZIEL	NONE	NONE	0	Zielsektor, Zielstern oder Zielfeld	1	1	A1_RIGHT_SECTOR_SLOT_09	lies den registrierten Werkstattwert dieses Registers
SF0451	ykan	PROSE_ONLY	Y+AIN	AKTUELLER POSTEN + PORTION	MC148	dieser Anteil	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0452	ykar	ASTRO_ONLY	AR	QUELLE	NONE	NONE	0	Ausgangssektor, Ursprung oder Bezugswert	3	2	A1_RIGHT_SECTOR_SLOT_09|A3_MIDDLE_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0453	ykchdy	ASTRO_ONLY	KCH	BEARBEITEN	NONE	NONE	0	Wert oder Platzbezug uebertragen	1	1	A2_STAR_STATION_21	lies den registrierten Werkstattwert dieses Registers
SF0454	ykchey	ASTRO_ONLY	KCH	BEARBEITEN	NONE	NONE	0	Diagrammplatz berechnen oder bearbeiten	2	1	A1_RIGHT_OUTER_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0455	ykchos	ASTRO_ONLY	KCH	BEARBEITEN	NONE	NONE	0	Diagrammplatz berechnen oder bearbeiten	1	1	A1_RIGHT_SECTOR_SLOT_12	lies den registrierten Werkstattwert dieses Registers
SF0456	ykchy	ASTRO_ONLY	KCH	BEARBEITEN	NONE	NONE	0	Diagrammplatz berechnen oder bearbeiten	1	1	A1_RIGHT_SECTOR_SLOT_07	lies den registrierten Werkstattwert dieses Registers
SF0457	ykchys	ASTRO_ONLY	KCH	BEARBEITEN	NONE	NONE	0	Diagrammplatz berechnen oder bearbeiten	1	1	A1_RIGHT_SECTOR_SLOT_07	lies den registrierten Werkstattwert dieses Registers
SF0458	ykecho	ASTRO_ONLY	HO	EINGANGSPOSTEN	NONE	NONE	0	Himmelsobjekt oder Eingangsbedingung	1	1	A1_RIGHT_SECTOR_SLOT_02	lies den registrierten Werkstattwert dieses Registers
SF0459	ykeeal	ASTRO_ONLY	AL	ZIEL	NONE	NONE	0	lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld	1	1	A3_MIDDLE_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0460	ykeeody	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	lange oder volle Diagrammstufe	1	1	A3_MIDDLE_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0461	ykees	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	lange oder volle Diagrammstufe	1	1	A1_RIGHT_SECTOR_SLOT_12	lies den registrierten Werkstattwert dieses Registers
SF0462	ykeey	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	lange oder volle Diagrammstufe	1	1	A3_LEFT_RADIAL_SLOT_04	lies den registrierten Werkstattwert dieses Registers
SF0463	ykeody	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	Klassenplatz fest eingetragen	2	2	A1_RIGHT_SECTOR_SLOT_05|A3_LEFT_RADIAL_SLOT_19	lies den registrierten Werkstattwert dieses Registers
SF0464	ykey	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	aktuelle Klasse	1	1	A3_MIDDLE_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0465	ykeydy	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	aktuelle Klasse fest	1	1	A3_LEFT_RADIAL_SLOT_14	lies den registrierten Werkstattwert dieses Registers
SF0466	ykoaiin	ASTRO_ONLY	AIIN	SOLLWERT	NONE	NONE	0	Sollwert oder Grad eines Diagrammplatzes	1	1	A1_LEFT_OUTER_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0467	ykor	ASTRO_ONLY	OR	SATZ/ANSATZ	NONE	NONE	0	Bedingungs-, Tabellen- oder Wahlansatz	2	2	A1_LEFT_LOCAL_FIELD_26|A2_RIGHT_PANEL_HEADER	lies den registrierten Werkstattwert dieses Registers
SF0468	ykshy	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	Position oder Bedingung halten	1	1	A1_RIGHT_SECTOR_SLOT_01	lies den registrierten Werkstattwert dieses Registers
SF0469	yky	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	aktuelles Haus	1	1	A2_MULTIPANEL_HEADER_FRAGMENT_05	lies den registrierten Werkstattwert dieses Registers
SF0470	ypair	ASTRO_ONLY	AIR	LAUF/BAHN	NONE	NONE	0	Himmels-, Ring- oder Zeigerlauf	1	1	A1_LEFT_OUTER_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0471	yshey	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	abgelesener oder freigegebener Wert	1	1	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	lies den registrierten Werkstattwert dieses Registers
SF0472	ytalchos	ASTRO_ONLY	AL+HO	ZIEL + EINGANGSPOSTEN	NONE	NONE	0	Ziel + Eingangsposten	1	1	A1_LEFT_OUTER_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0473	ytchodly	ASTRO_ONLY	HO	EINGANGSPOSTEN	NONE	NONE	0	Himmelsobjekt oder Eingangsbedingung	1	1	A1_LEFT_OUTER_STAR_STATION_08	lies den registrierten Werkstattwert dieses Registers
SF0474	ytchody	ASTRO_ONLY	HO	EINGANGSPOSTEN	NONE	NONE	0	Himmelsobjekt oder Eingangsbedingung	1	1	A2_STAR_STATION_10	lies den registrierten Werkstattwert dieses Registers
SF0475	yteody	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	Phasenplatz fest eingetragen	1	1	A2_MIDDLE_PANEL_HEADER	lies den registrierten Werkstattwert dieses Registers
SF0476	yteoor	ASTRO_ONLY	OR	SATZ/ANSATZ	NONE	NONE	0	Bedingungs-, Tabellen- oder Wahlansatz	1	1	A1_LEFT_LOCAL_FIELD_26	lies den registrierten Werkstattwert dieses Registers
SF0477	yteos	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	sekundärer Phasenplatz	1	1	A1_LEFT_LOCAL_FIELD_40	lies den registrierten Werkstattwert dieses Registers
SF0478	ytey	PROSE_ONLY	Y+E+TY	AKTUELLER POSTEN + KURZ + TEIL	MC109	kurzen Teil des aktuellen Postens nehmen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0479	yto	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	aktueller Platz	2	2	A1_LEFT_LOCAL_FIELD_26|A3_LEFT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0480	ytoaiin	ASTRO_ONLY	AIIN	SOLLWERT	NONE	NONE	0	Sollwert oder Grad eines Diagrammplatzes	1	1	A1_LEFT_LOCAL_FIELD_37	lies den registrierten Werkstattwert dieses Registers
SF0481	ytodal	ASTRO_ONLY	AL	ZIEL	NONE	NONE	0	Zielsektor, Zielstern oder Zielfeld	1	1	A1_LEFT_OUTER_STAR_STATION_04	lies den registrierten Werkstattwert dieses Registers
SF0482	ytody	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	Platz fest eingetragen	2	2	A1_LEFT_LOCAL_FIELD_29|A3_LEFT_RADIAL_SLOT_07	lies den registrierten Werkstattwert dieses Registers
SF0483	ytoeopchey	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	Vergleichswert dieses Platzes	1	1	A1_LEFT_LOCAL_FIELD_41	lies den registrierten Werkstattwert dieses Registers
SF0484	ytokar	ASTRO_ONLY	OK+AR	AKTIVIEREN/ANSETZEN + QUELLE	NONE	NONE	0	Quelle aktivieren; lokaler YT-Rahmen	1	1	A1_LEFT_OUTER_STAR_STATION_10	lies den registrierten Werkstattwert dieses Registers
SF0485	ytor	ASTRO_ONLY	OR	SATZ/ANSATZ	NONE	NONE	0	Bedingungs-, Tabellen- oder Wahlansatz	1	1	A1_LEFT_LOCAL_FIELD_36	lies den registrierten Werkstattwert dieses Registers
SF0486	ytory	ASTRO_ONLY	OR	SATZ/ANSATZ	NONE	NONE	0	Bedingungs-, Tabellen- oder Wahlansatz	1	1	A3_LEFT_RADIAL_SLOT_05	lies den registrierten Werkstattwert dieses Registers
SF0487	ytyd	ASTRO_ONLY	TY	TEIL	NONE	NONE	0	Teilsektor oder Untereintrag	1	1	A3_RIGHT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
