statement_id	record_unit_id	page	loci	field_ids	event_ids	event_count	surface_sequence	owner_slot	owner_mode	link_select_slot	source_item_slot	quantity_slot	operation_slot	medium_flow_slot	target_slot	state_grade_slot	close_slot	event_slot_sequence	cell_count	work_cell_packets	inheritance_and_omission_note	line_continuity	concrete_german_reading
B3-S005	B3	f83r	f83r.6	F075	E239	1	schedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	schedy=Arbeitsbewegung abschließen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	schedy=Arbeitsbewegung abschließen	E239{OPERATION+CLOSE}	1	Z1[E239:schedy{OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Arbeitsbewegung abschließen.
B3-S006	B3	f83r	f83r.6	F076	E240|E241|E242	3	chedchy · qokal · olchedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	olchedy=weiterführen; Schluss	chedchy=den laufenden Posten zuführen oder umsetzen	GEERBT: kein neues Maß	chedchy=den laufenden Posten zuführen oder umsetzen | qokal=an der Zielstelle einsetzen | olchedy=weiterführen; Schluss	olchedy=weiterführen; Schluss	qokal=an der Zielstelle einsetzen	AUSGELASSEN: örtlicher Zustand	olchedy=weiterführen; Schluss	E240{OWNER_ITEM+OPERATION} > E241{OPERATION+TARGET} > E242{OPERATION+FLOW_TRANSFER+CLOSE}	1	Z1[E240:chedchy{OWNER_ITEM+OPERATION} > E241:qokal{OPERATION+TARGET} > E242:olchedy{OPERATION+FLOW_TRANSFER+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Den laufenden Posten zuführen oder umsetzen; an der Zielstelle einsetzen; weiterführen; Schluss.
B3-S007	B3	f83r	f83r.6	F077	E243|E244|E245	3	qokaiin · chedy · qokeedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	chedy=den laufenden Posten umsetzen oder durcharbeiten	qokaiin=auf das vorgeschriebene Maß einstellen	qokaiin=auf das vorgeschriebene Maß einstellen | chedy=den laufenden Posten umsetzen oder durcharbeiten | qokeedy=eintauchen oder einweichen und den Schritt abschließen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qokeedy=eintauchen oder einweichen und den Schritt abschließen	E243{QUANTITY+OPERATION} > E244{OWNER_ITEM+OPERATION} > E245{OPERATION+CLOSE}	1	Z1[E243:qokaiin{QUANTITY+OPERATION} > E244:chedy{OWNER_ITEM+OPERATION} > E245:qokeedy{OPERATION+CLOSE}]	MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Auf das vorgeschriebene Maß einstellen; den laufenden Posten umsetzen oder durcharbeiten; eintauchen oder einweichen und den Schritt abschließen.
B3-S008	B3	f83r	f83r.6	F078	E246	1	lchedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	lchedy=hinausführen; Schluss	lchedy=hinausführen; Schluss	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	lchedy=hinausführen; Schluss	E246{OPERATION+FLOW_TRANSFER+CLOSE}	1	Z1[E246:lchedy{OPERATION+FLOW_TRANSFER+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Hinausführen; Schluss.
B3-S009	B3	f83r	f83r.6	F079	E247	1	qoky	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	qoky=den laufenden Posten anwenden oder in Arbeit nehmen	GEERBT: kein neues Maß	qoky=den laufenden Posten anwenden oder in Arbeit nehmen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	OFFEN: nächste Arbeitszelle darf fortführen	E247{OWNER_ITEM+OPERATION}	1	Z1[E247:qoky{OWNER_ITEM+OPERATION}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand; CLOSE=OFFEN: nächste Arbeitszelle darf fortführen	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Den laufenden Posten anwenden oder in Arbeit nehmen.
B3-S010	B3	f83r	f83r.8	F080	E248|E249	2	pchedal · otedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	otedy=danach kurz oder gewöhnlich einwirken lassen und abschließen	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	pchedal=Einfüllstelle	pchedal=Einfüllstelle	pchedal=Einfüllstelle	AUSGELASSEN: örtlicher Zustand	otedy=danach kurz oder gewöhnlich einwirken lassen und abschließen	E248{OPERATION+FLOW_TRANSFER+TARGET} > E249{CLOSE}	1	Z1[E248:pchedal{OPERATION+FLOW_TRANSFER+TARGET} > E249:otedy{CLOSE}]	QUANTITY=GEERBT: kein neues Maß; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Einfüllstelle; danach kurz oder gewöhnlich einwirken lassen und abschließen.
B3-S011	B3	f83r	f83r.8	F081	E250|E251|E252|E253	4	shecthedchy · qoky · chedy · chary	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	qoky=den laufenden Posten anwenden oder in Arbeit nehmen | chedy=den laufenden Posten umsetzen oder durcharbeiten	GEERBT: kein neues Maß	shecthedchy=Stelle bestreichen | qoky=den laufenden Posten anwenden oder in Arbeit nehmen | chedy=den laufenden Posten umsetzen oder durcharbeiten | chary=abkühlen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	OFFEN: nächste Arbeitszelle darf fortführen	E250{OPERATION} > E251{OWNER_ITEM+OPERATION} > E252{OWNER_ITEM+OPERATION} > E253{OPERATION}	1	Z1[E250:shecthedchy{OPERATION} > E251:qoky{OWNER_ITEM+OPERATION} > E252:chedy{OWNER_ITEM+OPERATION} > E253:chary{OPERATION}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand; CLOSE=OFFEN: nächste Arbeitszelle darf fortführen	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Stelle bestreichen; den laufenden Posten anwenden oder in Arbeit nehmen; den laufenden Posten umsetzen oder durcharbeiten; abkühlen.
B3-S012	B3	f83r	f83r.11	F082	E254|E255	2	sor · shedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	sor=Zubereitung	GEERBT: kein neues Maß	ELLIPTISCH: auswählen, zuordnen oder fortsetzen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	E254{PREPARATION} > E255{STATE_GRADE+CLOSE}	1	Z1[E254:sor{PREPARATION} > E255:shedy{STATE_GRADE+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Zubereitung; kurz oder gewöhnlich ruhen lassen; Schluss.
B3-S013	B3	f83r	f83r.11	F083	E256|E257|E258|E259	4	qokaiin · chkain · shcthey · qokedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	shcthey=den laufenden Posten bereit halten	qokaiin=auf das vorgeschriebene Maß einstellen | chkain=eine Portion	qokaiin=auf das vorgeschriebene Maß einstellen | qokedy=kurz spülen oder benetzen und den Schritt abschließen	qokedy=kurz spülen oder benetzen und den Schritt abschließen	GEERBT: lokale Arbeitsstelle	shcthey=den laufenden Posten bereit halten	qokedy=kurz spülen oder benetzen und den Schritt abschließen	E256{QUANTITY+OPERATION} > E257{QUANTITY} > E258{OWNER_ITEM+STATE_GRADE} > E259{OPERATION+FLOW_TRANSFER+CLOSE}	1	Z1[E256:qokaiin{QUANTITY+OPERATION} > E257:chkain{QUANTITY} > E258:shcthey{OWNER_ITEM+STATE_GRADE} > E259:qokedy{OPERATION+FLOW_TRANSFER+CLOSE}]	TARGET=GEERBT: lokale Arbeitsstelle	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Auf das vorgeschriebene Maß einstellen; eine Portion; den laufenden Posten bereit halten; kurz spülen oder benetzen und den Schritt abschließen.
B3-S014	B3	f83r	f83r.11	F084	E260|E261	2	okair · sheedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	okair=Flüssigkeit in den Lauf bringen	okair=Flüssigkeit in den Lauf bringen	GEERBT: lokale Arbeitsstelle	sheedy=länger ruhen oder nachwirken lassen; Schluss	sheedy=länger ruhen oder nachwirken lassen; Schluss	E260{OPERATION+FLOW_TRANSFER} > E261{STATE_GRADE+CLOSE}	1	Z1[E260:okair{OPERATION+FLOW_TRANSFER} > E261:sheedy{STATE_GRADE+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Flüssigkeit in den Lauf bringen; länger ruhen oder nachwirken lassen; Schluss.
B3-S015	B3	f83r	f83r.11	F085	E262	1	lchedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	lchedy=hinausführen; Schluss	lchedy=hinausführen; Schluss	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	lchedy=hinausführen; Schluss	E262{OPERATION+FLOW_TRANSFER+CLOSE}	1	Z1[E262:lchedy{OPERATION+FLOW_TRANSFER+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Hinausführen; Schluss.
B3-S016	B3	f83r	f83r.11|f83r.14	F086|F087	E263|E264	2	lo · qokchedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	qokchedy=Ansatz umsetzen; Schluss	GEERBT: kein neues Maß	lo=unterer Ablauf | qokchedy=Ansatz umsetzen; Schluss	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qokchedy=Ansatz umsetzen; Schluss	E263{OPERATION} > E264{PREPARATION+OPERATION+CLOSE}	2	Z1[E263:lo{OPERATION}] || Z2[E264:qokchedy{PREPARATION+OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	CROSSES_PHYSICAL_LINE	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Unterer Ablauf; Ansatz umsetzen; Schluss.
B3-S017	B3	f83r	f83r.14	F088	E265	1	qokeedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	qokeedy=eintauchen oder einweichen und den Schritt abschließen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qokeedy=eintauchen oder einweichen und den Schritt abschließen	E265{OPERATION+CLOSE}	1	Z1[E265:qokeedy{OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Eintauchen oder einweichen und den Schritt abschließen.
B3-S018	B3	f83r	f83r.14	F089	E266	1	shedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	ELLIPTISCH: auswählen, zuordnen oder fortsetzen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	E266{STATE_GRADE+CLOSE}	1	Z1[E266:shedy{STATE_GRADE+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Kurz oder gewöhnlich ruhen lassen; Schluss.
B3-S019	B3	f83r	f83r.14	F090	E267	1	qokshedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	qokshedy=Ansatz zur Ruhe bringen oder absetzen lassen; abschließen	GEERBT: kein neues Maß	qokshedy=Ansatz zur Ruhe bringen oder absetzen lassen; abschließen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	qokshedy=Ansatz zur Ruhe bringen oder absetzen lassen; abschließen	qokshedy=Ansatz zur Ruhe bringen oder absetzen lassen; abschließen	E267{PREPARATION+OPERATION+STATE_GRADE+CLOSE}	1	Z1[E267:qokshedy{PREPARATION+OPERATION+STATE_GRADE+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Ansatz zur Ruhe bringen oder absetzen lassen; abschließen.
B3-S020	B3	f83r	f83r.14	F091	E268|E269	2	dal · lchedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	lchedy=hinausführen; Schluss	lchedy=hinausführen; Schluss	dal=Zielstelle	AUSGELASSEN: örtlicher Zustand	lchedy=hinausführen; Schluss	E268{TARGET} > E269{OPERATION+FLOW_TRANSFER+CLOSE}	1	Z1[E268:dal{TARGET} > E269:lchedy{OPERATION+FLOW_TRANSFER+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Zielstelle; hinausführen; Schluss.
B3-S021	B3	f83r	f83r.14|f83r.15	F092|F093	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	11	qokaiin · shcthy · dal · sy · saiin · shedal · shecthy · chey · tal · shcthy · dalchdy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	sy=der laufende Posten; dies oder es | chey=der laufende Posten; dies oder es	qokaiin=auf das vorgeschriebene Maß einstellen | saiin=vorgeschriebenes Maß	qokaiin=auf das vorgeschriebene Maß einstellen | dalchdy=lokal umsetzen; Schluss	AUSGELASSEN: kein eigener Lauf	dal=Zielstelle | shedal=Ruhe- oder Absetzstelle | tal=Zielstelle	shcthy=bereit | shedal=Ruhe- oder Absetzstelle | shecthy=warmes Wasser | shcthy=bereit	dalchdy=lokal umsetzen; Schluss	E270{QUANTITY+OPERATION} > E271{STATE_GRADE} > E272{TARGET} > E273{OWNER_ITEM} > E274{QUANTITY} > E275{TARGET+STATE_GRADE} > E276{STATE_GRADE} > E277{OWNER_ITEM} > E278{TARGET} > E279{STATE_GRADE} > E280{OPERATION+CLOSE}	2	Z1[E270:qokaiin{QUANTITY+OPERATION} > E271:shcthy{STATE_GRADE} > E272:dal{TARGET} > E273:sy{OWNER_ITEM}] || Z2[E274:saiin{QUANTITY} > E275:shedal{TARGET+STATE_GRADE} > E276:shecthy{STATE_GRADE} > E277:chey{OWNER_ITEM} > E278:tal{TARGET} > E279:shcthy{STATE_GRADE} > E280:dalchdy{OPERATION+CLOSE}]	MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf	CROSSES_PHYSICAL_LINE	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Auf das vorgeschriebene Maß einstellen; bereit; Zielstelle; der laufende Posten; dies oder es; vorgeschriebenes Maß; Ruhe- oder Absetzstelle; warmes Wasser; der laufende Posten; dies oder es; Zielstelle; bereit; lokal umsetzen; Schluss.
B3-S022	B3	f83r	f83r.15	F094	E281	1	qotchedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	qotchedy=danach oder erneut umsetzen; Schluss	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	qotchedy=danach oder erneut umsetzen; Schluss	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qotchedy=danach oder erneut umsetzen; Schluss	E281{OPERATION+CLOSE}	1	Z1[E281:qotchedy{OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Danach oder erneut umsetzen; Schluss.
B3-S023	B3	f83r	f83r.15	F095	E282	1	lchedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	lchedy=hinausführen; Schluss	lchedy=hinausführen; Schluss	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	lchedy=hinausführen; Schluss	E282{OPERATION+FLOW_TRANSFER+CLOSE}	1	Z1[E282:lchedy{OPERATION+FLOW_TRANSFER+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Hinausführen; Schluss.
B3-S024	B3	f83r	f83r.16	F096	E283	1	tchedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	tchedy=Arbeitsbewegung abschließen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	tchedy=Arbeitsbewegung abschließen	E283{OPERATION+CLOSE}	1	Z1[E283:tchedy{OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Arbeitsbewegung abschließen.
B3-S025	B3	f83r	f83r.16	F097	E284	1	qokchdy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	qokchdy=Ansatz umsetzen; Schluss	GEERBT: kein neues Maß	qokchdy=Ansatz umsetzen; Schluss	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qokchdy=Ansatz umsetzen; Schluss	E284{PREPARATION+OPERATION+CLOSE}	1	Z1[E284:qokchdy{PREPARATION+OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Ansatz umsetzen; Schluss.
B3-S026	B3	f83r	f83r.16|f83r.20	F098|F099	E285|E286|E287|E288|E289|E290|E291	7	cheedar · chldaiin · chedy · qokain · checthy · chealror · solkeedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	chedy=den laufenden Posten umsetzen oder durcharbeiten	chldaiin=bis zum vorgeschriebenen Stand absetzen lassen | qokain=eine Portion zugeben	cheedar=Beckenstation | chedy=den laufenden Posten umsetzen oder durcharbeiten | qokain=eine Portion zugeben	AUSGELASSEN: kein eigener Lauf	solkeedy=an der Sammelstelle stehen oder absetzen lassen; Schluss	chldaiin=bis zum vorgeschriebenen Stand absetzen lassen | checthy=bereit | chealror=bis klar | solkeedy=an der Sammelstelle stehen oder absetzen lassen; Schluss	solkeedy=an der Sammelstelle stehen oder absetzen lassen; Schluss	E285{OPERATION} > E286{QUANTITY+STATE_GRADE} > E287{OWNER_ITEM+OPERATION} > E288{QUANTITY+OPERATION} > E289{STATE_GRADE} > E290{STATE_GRADE} > E291{TARGET+STATE_GRADE+CLOSE}	2	Z1[E285:cheedar{OPERATION} > E286:chldaiin{QUANTITY+STATE_GRADE} > E287:chedy{OWNER_ITEM+OPERATION} > E288:qokain{QUANTITY+OPERATION} > E289:checthy{STATE_GRADE} > E290:chealror{STATE_GRADE}] || Z2[E291:solkeedy{TARGET+STATE_GRADE+CLOSE}]	MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf	CROSSES_PHYSICAL_LINE	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Beckenstation; bis zum vorgeschriebenen Stand absetzen lassen; den laufenden Posten umsetzen oder durcharbeiten; eine Portion zugeben; bereit; bis klar; an der Sammelstelle stehen oder absetzen lassen; Schluss.
B3-S027	B3	f83r	f83r.20	F100	E292	1	qoteedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	qoteedy=danach anhaltend einwirken lassen und abschließen	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	ELLIPTISCH: auswählen, zuordnen oder fortsetzen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qoteedy=danach anhaltend einwirken lassen und abschließen	E292{CLOSE}	1	Z1[E292:qoteedy{CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Danach anhaltend einwirken lassen und abschließen.
B3-S028	B3	f83r	f83r.20	F101	E293|E294	2	qokeey · qokedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	qokeey=den laufenden Posten anhaltend in Kontakt halten	GEERBT: kein neues Maß	qokeey=den laufenden Posten anhaltend in Kontakt halten | qokedy=kurz spülen oder benetzen und den Schritt abschließen	qokedy=kurz spülen oder benetzen und den Schritt abschließen	GEERBT: lokale Arbeitsstelle	qokeey=den laufenden Posten anhaltend in Kontakt halten	qokedy=kurz spülen oder benetzen und den Schritt abschließen	E293{OWNER_ITEM+OPERATION+STATE_GRADE} > E294{OPERATION+FLOW_TRANSFER+CLOSE}	1	Z1[E293:qokeey{OWNER_ITEM+OPERATION+STATE_GRADE} > E294:qokedy{OPERATION+FLOW_TRANSFER+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Den laufenden Posten anhaltend in Kontakt halten; kurz spülen oder benetzen und den Schritt abschließen.
