source_group_id	unit_id	page	visible_surface	clause_shape_id	source_slots	workshop_vernacular_clause	latin_formulary_clause	tabular_notation_clause	historical_mechanism	concrete_value_source
E254	B3-S012	f83r	sor	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	EX / LIQUOR / PRAEPARATIO: Ansatz.	SRC | Ansatz.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E255	B3-S012	f83r	shedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	OPERA USQUE / FIAT: kurz absetzen lassen; Schluss.	OP+GR | kurz absetzen lassen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E256	B3-S013	f83r	qokaiin	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	OPERA AD MENSURAM / GRADUM: auf Sollmaß einstellen.	OP+Q | auf Sollmaß einstellen.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E257	B3-S013	f83r	chkain	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: eine Portion.	MENSURA / PORTIO / GRADUS: eine Portion.	Q | eine Portion.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E258	B3-S013	f83r	shcthey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: kurz bereithalten.	OPERA USQUE / FIAT: kurz bereithalten.	OP+GR | kurz bereithalten.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E259	B3-S013	f83r	qokedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	OPERA USQUE / FIAT: kurz ansetzen; Schluss.	OP+GR | kurz ansetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E260	B3-S014	f83r	okair	C05	ACTION>SOURCE_OR_PREPARATION	Führe es aus dem Vorrat oder am Ansatz aus: Wasser einlassen.	EX MATERIA / IN PRAEPARATIONE: Wasser einlassen.	OP+EX | Wasser einlassen.	Rezeptquelle oder laufende Zubereitung als geerbtes Argument	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E261	B3-S014	f83r	sheedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: länger absetzen; Schluss.	OPERA USQUE / FIAT: länger absetzen; Schluss.	OP+GR | länger absetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E262	B3-S015	f83r	lchedy	C01	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	Setze die gelernte Fachkarte: abführen; Schluss.	NOMEN: abführen; Schluss.	N | abführen; Schluss.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E263	B3-S016	f83r	lo	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: abfuehren.	NOMEN: abfuehren.	N | abfuehren.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E264	B3-S016	f83r	qokchedy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: angesetzten Inhalt überführen; Schluss.	OPERA; CLAUDE SI SIGNATUM: angesetzten Inhalt überführen; Schluss.	OP(+FIN) | angesetzten Inhalt überführen; Schluss.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E265	B3-S017	f83r	qokeedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	OPERA USQUE / FIAT: länger ansetzen; Schluss.	OP+GR | länger ansetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E266	B3-S018	f83r	shedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	OPERA USQUE / FIAT: kurz absetzen lassen; Schluss.	OP+GR | kurz absetzen lassen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E267	B3-S019	f83r	qokshedy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: Absetzgang ansetzen; Schluss.	OPERA; CLAUDE SI SIGNATUM: Absetzgang ansetzen; Schluss.	OP(+FIN) | Absetzgang ansetzen; Schluss.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E268	B3-S020	f83r	dal	C11	TARGET	Setze die bezeichnete Zielstelle: dorthin.	AD LOCUM DESIGNATUM: dorthin.	AD | dorthin.	Bild-, Gefäß-, Körper- oder Stationsadresse	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E269	B3-S020	f83r	lchedy	C01	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	Setze die gelernte Fachkarte: abführen; Schluss.	NOMEN: abführen; Schluss.	N | abführen; Schluss.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E270	B3-S021	f83r	qokaiin	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	OPERA AD MENSURAM / GRADUM: auf Sollmaß einstellen.	OP+Q | auf Sollmaß einstellen.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E271	B3-S021	f83r	shcthy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: bereit.	HOC OPERA: bereit.	OP+HOC | bereit.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E272	B3-S021	f83r	dal	C11	TARGET	Setze die bezeichnete Zielstelle: dorthin.	AD LOCUM DESIGNATUM: dorthin.	AD | dorthin.	Bild-, Gefäß-, Körper- oder Stationsadresse	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E273	B3-S021	f83r	sy	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	HOC / IDEM: dieser Posten.	REF | dieser Posten.	verkürzte Anapher oder residuale Kurzform	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E274	B3-S021	f83r	saiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	MENSURA / PORTIO / GRADUS: Sollmaß.	Q | Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E275	B3-S021	f83r	shedal	C04	ACTION>TARGET	Führe es an der bezeichneten Stelle aus: dort absetzen.	AD LOCUM: dort absetzen.	OP+AD | dort absetzen.	medizinisches oder technisches Ziel aus Bild und laufendem Record	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E276	B3-S021	f83r	shecthy	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: kurz bereit halten.	OPERA USQUE / FIAT: kurz bereit halten.	OP+GR | kurz bereit halten.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E277	B3-S021	f83r	chey	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	HOC / IDEM: dieser Posten.	REF | dieser Posten.	verkürzte Anapher oder residuale Kurzform	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E278	B3-S021	f83r	tal	C11	TARGET	Setze die bezeichnete Zielstelle: dorthin.	AD LOCUM DESIGNATUM: dorthin.	AD | dorthin.	Bild-, Gefäß-, Körper- oder Stationsadresse	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E279	B3-S021	f83r	shcthy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: bereit.	HOC OPERA: bereit.	OP+HOC | bereit.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E280	B3-S021	f83r	dalchdy	C04	ACTION>TARGET>CLOSE	Führe es an der bezeichneten Stelle aus: dorthin umsetzen; Schluss.	AD LOCUM: dorthin umsetzen; Schluss.	OP+AD | dorthin umsetzen; Schluss.	medizinisches oder technisches Ziel aus Bild und laufendem Record	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E281	B3-S022	f83r	qotchedy	C02	ORDER>ACTION>CLOSE	Danach oder in demselben Gang: nächsten Posten überführen; Schluss.	DEINDE / IDEM: nächsten Posten überführen; Schluss.	ORD | nächsten Posten überführen; Schluss.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E282	B3-S023	f83r	lchedy	C01	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	Setze die gelernte Fachkarte: abführen; Schluss.	NOMEN: abführen; Schluss.	N | abführen; Schluss.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E283	B3-S024	f83r	tchedy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: Posten überführen; Schluss.	OPERA; CLAUDE SI SIGNATUM: Posten überführen; Schluss.	OP(+FIN) | Posten überführen; Schluss.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E284	B3-S025	f83r	qokchdy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: Umsetzung ansetzen; Schluss.	OPERA; CLAUDE SI SIGNATUM: Umsetzung ansetzen; Schluss.	OP(+FIN) | Umsetzung ansetzen; Schluss.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E285	B3-S026	f83r	cheedar	C05	ACTION>SOURCE_OR_PREPARATION	Führe es aus dem Vorrat oder am Ansatz aus: von dort umsetzen.	EX MATERIA / IN PRAEPARATIONE: von dort umsetzen.	OP+EX | von dort umsetzen.	Rezeptquelle oder laufende Zubereitung als geerbtes Argument	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E286	B3-S026	f83r	chldaiin	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: Absetzmaß.	OPERA AD MENSURAM / GRADUM: Absetzmaß.	OP+Q | Absetzmaß.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E287	B3-S026	f83r	chedy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	HOC OPERA: laufenden Posten umsetzen.	OP+HOC | laufenden Posten umsetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E288	B3-S026	f83r	qokain	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	OPERA AD MENSURAM / GRADUM: eine Portion zugeben.	OP+Q | eine Portion zugeben.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E289	B3-S026	f83r	checthy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: bereit.	HOC OPERA: bereit.	OP+HOC | bereit.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E290	B3-S026	f83r	chealror	C09	SOURCE_OR_PREPARATION>TARGET	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz von dort zur Zielstelle.	EX / LIQUOR / PRAEPARATIO: Ansatz von dort zur Zielstelle.	SRC | Ansatz von dort zur Zielstelle.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E291	B3-S026	f83r	solkeedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: länger sammeln; Schluss.	OPERA USQUE / FIAT: länger sammeln; Schluss.	OP+GR | länger sammeln; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E292	B3-S027	f83r	qoteedy	C02	ORDER>GRADE>CLOSE	Danach oder in demselben Gang: lange Folge; Schluss.	DEINDE / IDEM: lange Folge; Schluss.	ORD | lange Folge; Schluss.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E293	B3-S028	f83r	qokeey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	OPERA USQUE / FIAT: länger ansetzen.	OP+GR | länger ansetzen.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E294	B3-S028	f83r	qokedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	OPERA USQUE / FIAT: kurz ansetzen; Schluss.	OP+GR | kurz ansetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E295	B3-S029	f83r	sol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	DEINDE / IDEM: fortsetzen.	ORD | fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E296	B3-S029	f83r	cheeety	C10	QUANTITY_OR_STAGE>GRADE	Setze Maß, Portion oder Stufe: ganzen Teilposten.	MENSURA / PORTIO / GRADUS: ganzen Teilposten.	Q | ganzen Teilposten.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E297	B3-S029	f83r	qokedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	OPERA USQUE / FIAT: kurz ansetzen; Schluss.	OP+GR | kurz ansetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E298	B3-S030	f83r	qoky	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	HOC OPERA: aktuellen Posten ansetzen.	OP+HOC | aktuellen Posten ansetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E299	B3-S030	f83r	saiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	MENSURA / PORTIO / GRADUS: Sollmaß.	Q | Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E300	B3-S030	f83r	schedair	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: Wasser weiterleiten.	EX / LIQUOR / PRAEPARATIO: Wasser weiterleiten.	SRC | Wasser weiterleiten.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E301	B3-S030	f83r	otchedy	C02	ORDER>ACTION>CLOSE	Danach oder in demselben Gang: nächsten Posten überführen; Schluss.	DEINDE / IDEM: nächsten Posten überführen; Schluss.	ORD | nächsten Posten überführen; Schluss.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E302	B3-S031	f83r	qokeedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	OPERA USQUE / FIAT: länger ansetzen; Schluss.	OP+GR | länger ansetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E303	B3-S032	f83r	chedain	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: Portion umsetzen.	OPERA AD MENSURAM / GRADUM: Portion umsetzen.	OP+Q | Portion umsetzen.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E304	B3-S032	f83r	chedy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	HOC OPERA: laufenden Posten umsetzen.	OP+HOC | laufenden Posten umsetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E305	B3-S032	f83r	qotedaiin	C02	ORDER>QUANTITY_OR_STAGE>GRADE	Danach oder in demselben Gang: kurzes Folgemass.	DEINDE / IDEM: kurzes Folgemass.	ORD | kurzes Folgemass.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E306	B3-S032	f83r	otaiin	C02	ORDER>QUANTITY_OR_STAGE	Danach oder in demselben Gang: Folgemaß.	DEINDE / IDEM: Folgemaß.	ORD | Folgemaß.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E307	B3-S032	f83r	otedy	C02	ORDER>GRADE>CLOSE	Danach oder in demselben Gang: kurze Folge; Schluss.	DEINDE / IDEM: kurze Folge; Schluss.	ORD | kurze Folge; Schluss.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E308	B3-S033	f83r	ldy	C01	LEARNED_OR_LOCAL_BODY>CLOSE	Setze die gelernte Fachkarte: abziehen; Ende.	NOMEN: abziehen; Ende.	N | abziehen; Ende.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E309	B3-S034	f83r	soiiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollstufe.	MENSURA / PORTIO / GRADUS: Sollstufe.	Q | Sollstufe.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E310	B3-S034	f83r	checthy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: bereit.	HOC OPERA: bereit.	OP+HOC | bereit.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E311	B3-S034	f83r	chety	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: Teil abtrennen.	OPERA AD MENSURAM / GRADUM: Teil abtrennen.	OP+Q | Teil abtrennen.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E312	B3-S034	f83r	otaiin	C02	ORDER>QUANTITY_OR_STAGE	Danach oder in demselben Gang: Folgemaß.	DEINDE / IDEM: Folgemaß.	ORD | Folgemaß.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E313	B3-S034	f83r	olsaly	C11	TARGET>REFERENT	Setze die bezeichnete Zielstelle: untere Zielstelle.	AD LOCUM DESIGNATUM: untere Zielstelle.	AD | untere Zielstelle.	Bild-, Gefäß-, Körper- oder Stationsadresse	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E314	B3-S034	f83r	shedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	OPERA USQUE / FIAT: kurz absetzen lassen; Schluss.	OP+GR | kurz absetzen lassen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E315	B4-S001	f83r	qokeedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	OPERA USQUE / FIAT: länger ansetzen; Schluss.	OP+GR | länger ansetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E316	B4-S002	f83r	qolchey	C02	ORDER>REFERENT	Danach oder in demselben Gang: diesen Posten weiterfuehren.	DEINDE / IDEM: diesen Posten weiterfuehren.	ORD | diesen Posten weiterfuehren.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E317	B4-S002	f83r	qokeey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	OPERA USQUE / FIAT: länger ansetzen.	OP+GR | länger ansetzen.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E318	B4-S002	f83r	qokedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	OPERA USQUE / FIAT: kurz ansetzen; Schluss.	OP+GR | kurz ansetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E319	B4-S003	f83r	chedy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	HOC OPERA: laufenden Posten umsetzen.	OP+HOC | laufenden Posten umsetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E320	B4-S003	f83r	otal	C02	ORDER>TARGET	Danach oder in demselben Gang: danach dorthin.	DEINDE / IDEM: danach dorthin.	ORD | danach dorthin.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E321	B4-S003	f83r	otchey	C02	ORDER>REFERENT	Danach oder in demselben Gang: nächster Teilposten.	DEINDE / IDEM: nächster Teilposten.	ORD | nächster Teilposten.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E322	B4-S003	f83r	qokeey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	OPERA USQUE / FIAT: länger ansetzen.	OP+GR | länger ansetzen.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E323	B4-S003	f83r	qoky	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	HOC OPERA: aktuellen Posten ansetzen.	OP+HOC | aktuellen Posten ansetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E324	B4-S003	f83r	tol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	DEINDE / IDEM: fortsetzen.	ORD | fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E325	B4-S003	f83r	shedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	OPERA USQUE / FIAT: kurz absetzen lassen; Schluss.	OP+GR | kurz absetzen lassen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E326	B4-S004	f83r	qokylddy	C01	LEARNED_OR_LOCAL_BODY>ACTION>REFERENT	Setze die gelernte Fachkarte: aktuellen Posten befestigen; Schluss.	NOMEN: aktuellen Posten befestigen; Schluss.	N | aktuellen Posten befestigen; Schluss.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E327	B4-S005	f83r	dain	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Tuch.	NOMEN: Tuch.	N | Tuch.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E328	B4-S005	f83r	chedy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	HOC OPERA: laufenden Posten umsetzen.	OP+HOC | laufenden Posten umsetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E329	B4-S005	f83r	qokeedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	OPERA USQUE / FIAT: länger ansetzen; Schluss.	OP+GR | länger ansetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E330	B4-S006	f83r	shckhedy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: seihen; Schluss.	OPERA; CLAUDE SI SIGNATUM: seihen; Schluss.	OP(+FIN) | seihen; Schluss.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E331	B4-S007	f83r	shckhedy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: seihen; Schluss.	OPERA; CLAUDE SI SIGNATUM: seihen; Schluss.	OP(+FIN) | seihen; Schluss.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E332	B4-S008	f83r	saiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	MENSURA / PORTIO / GRADUS: Sollmaß.	Q | Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E333	B4-S008	f83r	cheeky	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: länger erwärmen und offen halten.	OPERA USQUE / FIAT: länger erwärmen und offen halten.	OP+GR | länger erwärmen und offen halten.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E334	B4-S008	f83r	sheey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: laenger ruhen.	OPERA USQUE / FIAT: laenger ruhen.	OP+GR | laenger ruhen.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E335	B4-S008	f83r	qokedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	OPERA USQUE / FIAT: kurz ansetzen; Schluss.	OP+GR | kurz ansetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
