boundary_recovery_id	gdt452_recovery_id	terminal_event_id	terminal_statement_id	terminal_page	terminal_owner_de	stopped_target_recipe	stop_blocked_factor_rules	stop_final_decision	stop_state_preserved	boundary_class	boundary_state_source	boundary_incoming_action	boundary_incoming_argument	boundary_scope_incoming_action	boundary_event_id	boundary_recipe	boundary_next_recipe	boundary_baseline_decision	boundary_recovery_decision	boundary_recovery_route	boundary_blocked_factor_rules	boundary_recovery_status	cross_owner_stop_state_used	meaning_revision	surface_prediction	occurrence_prediction
G453-R0578	G452-R04715	G407-E1534	P1009-S092	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	S+CHD+DY	PAIR:S>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E1535	K+EE+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0579	G452-R04716	G407-E3395	P1009-S481	f82r	mehrere getrennte Bad- und Leitungsstationen	S+CHD+DY	PAIR:S>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3396	R+SH+E+AL	AL+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0580	G452-R04717	G407-E2147	P1009-S248	f76r	unbebilderter Textabschnitt A8	S+CHD+DY	PAIR:S>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	P	Y	NONE	G407-E2148	OK+Y	CH+K+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0581	G452-R04718	G407-E2613	P1009-S366	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	S+CHD+DY	PAIR:S>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	SH	Y	NONE	G407-E2614	OT+AIN	CHD+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0582	G452-R04719	G407-E1666	P1009-S115	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	SH+CHD+DY	PAIR:SH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E1667	OK+EE+Y	OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0583	G452-R04720	G407-E2876	G404-S046	f81r	F81R_LOWER_POOL	SH+CHD+DY	PAIR:SH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2877	OK+E+Y	OT+E+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0584	G452-R04721	G407-E2327	P1009-S280	f76r	unbebilderter Textabschnitt C	SH+CHD+DY	PAIR:SH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	Y	NONE	G407-E2328	S+AL	D_ADDR+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0585	G452-R04722	G407-E2931	P1009-S384	f81v	gemeinsames zweireihiges Badfeld	SH+CHD+DY	PAIR:SH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	Y	NONE	G407-E2932	SH+E+K	AIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0586	G452-R04723	G407-E2765	G404-S015	f81r	F81R_UPPER_POOL	SH+CHD+DY	PAIR:SH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	AIN	NONE	G407-E2766	OK+EE+Y	OT+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0587	G452-R04724	G407-E1477	P1009-S078	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	SH+CHD+DY	PAIR:SH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E1478	OK+SH+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0588	G452-R04725	G407-E1534	P1009-S092	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	SH+CHD+DY	PAIR:SH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E1535	K+EE+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0589	G452-R04726	G407-E3395	P1009-S481	f82r	mehrere getrennte Bad- und Leitungsstationen	SH+CHD+DY	PAIR:SH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3396	R+SH+E+AL	AL+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0590	G452-R04727	G407-E2147	P1009-S248	f76r	unbebilderter Textabschnitt A8	SH+CHD+DY	PAIR:SH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	P	Y	NONE	G407-E2148	OK+Y	CH+K+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0591	G452-R04728	G407-E2613	P1009-S366	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH+CHD+DY	PAIR:SH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	SH	Y	NONE	G407-E2614	OT+AIN	CHD+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0592	G452-R04753	G407-E2202	P1009-S257	f76r	unbebilderter Textabschnitt B	CH+SH+E+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	NONE	NONE	G407-E2203	O+P+CHD+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0593	G452-R04754	G407-E2202	P1009-S257	f76r	unbebilderter Textabschnitt B	CHD+SH+E+DY	PAIR:CHD>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	NONE	NONE	G407-E2203	O+P+CHD+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0594	G452-R04755	G407-E2202	P1009-S257	f76r	unbebilderter Textabschnitt B	P+K+E+DY	PAIR:P>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	NONE	NONE	G407-E2203	O+P+CHD+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0595	G452-R04756	G407-E2202	P1009-S257	f76r	unbebilderter Textabschnitt B	P+OK+E+DY	PAIR:P>OK	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	NONE	NONE	G407-E2203	O+P+CHD+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0596	G452-R04757	G407-E2202	P1009-S257	f76r	unbebilderter Textabschnitt B	P+P+E+DY	PAIR:P>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	NONE	NONE	G407-E2203	O+P+CHD+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0597	G452-R04758	G407-E2202	P1009-S257	f76r	unbebilderter Textabschnitt B	P+R+E+DY	PAIR:P>R	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	NONE	NONE	G407-E2203	O+P+CHD+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0598	G452-R04759	G407-E2202	P1009-S257	f76r	unbebilderter Textabschnitt B	P+S+E+DY	PAIR:P>S	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	NONE	NONE	G407-E2203	O+P+CHD+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0599	G452-R04760	G407-E2202	P1009-S257	f76r	unbebilderter Textabschnitt B	P+T+E+DY	PAIR:P>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	NONE	NONE	G407-E2203	O+P+CHD+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0600	G452-R04761	G407-E2202	P1009-S257	f76r	unbebilderter Textabschnitt B	SH+SH+E+DY	PAIR:SH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	NONE	NONE	G407-E2203	O+P+CHD+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0601	G452-R04856	G407-E1781	P1009-S158	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CH+SH+E+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	AIN	NONE	G407-E1782	S+OK+EE+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0602	G452-R04857	G407-E3399	P1009-S484	f82r	mehrere getrennte Bad- und Leitungsstationen	CH+SH+E+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3400	OT+EE+DY	NONE	READ	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0603	G452-R04858	G407-E1781	P1009-S158	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CHD+SH+E+DY	PAIR:CHD>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	AIN	NONE	G407-E1782	S+OK+EE+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0604	G452-R04859	G407-E3399	P1009-S484	f82r	mehrere getrennte Bad- und Leitungsstationen	CHD+SH+E+DY	PAIR:CHD>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3400	OT+EE+DY	NONE	READ	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0605	G452-R04860	G407-E1781	P1009-S158	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	R+K+E+DY	PAIR:R>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	AIN	NONE	G407-E1782	S+OK+EE+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0606	G452-R04861	G407-E3399	P1009-S484	f82r	mehrere getrennte Bad- und Leitungsstationen	R+K+E+DY	PAIR:R>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3400	OT+EE+DY	NONE	READ	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0607	G452-R04862	G407-E1781	P1009-S158	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	R+OK+E+DY	PAIR:R>OK	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	AIN	NONE	G407-E1782	S+OK+EE+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0608	G452-R04863	G407-E3399	P1009-S484	f82r	mehrere getrennte Bad- und Leitungsstationen	R+OK+E+DY	PAIR:R>OK	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3400	OT+EE+DY	NONE	READ	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0609	G452-R04864	G407-E1781	P1009-S158	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	R+P+E+DY	PAIR:R>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	AIN	NONE	G407-E1782	S+OK+EE+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0610	G452-R04865	G407-E3399	P1009-S484	f82r	mehrere getrennte Bad- und Leitungsstationen	R+P+E+DY	PAIR:R>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3400	OT+EE+DY	NONE	READ	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0611	G452-R04866	G407-E1781	P1009-S158	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	R+R+E+DY	PAIR:R>R	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	AIN	NONE	G407-E1782	S+OK+EE+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0612	G452-R04867	G407-E3399	P1009-S484	f82r	mehrere getrennte Bad- und Leitungsstationen	R+R+E+DY	PAIR:R>R	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3400	OT+EE+DY	NONE	READ	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0613	G452-R04868	G407-E1781	P1009-S158	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	R+S+E+DY	PAIR:R>S	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	AIN	NONE	G407-E1782	S+OK+EE+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0614	G452-R04869	G407-E3399	P1009-S484	f82r	mehrere getrennte Bad- und Leitungsstationen	R+S+E+DY	PAIR:R>S	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3400	OT+EE+DY	NONE	READ	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0615	G452-R04870	G407-E1781	P1009-S158	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	SH+SH+E+DY	PAIR:SH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	AIN	NONE	G407-E1782	S+OK+EE+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0616	G452-R04871	G407-E3399	P1009-S484	f82r	mehrere getrennte Bad- und Leitungsstationen	SH+SH+E+DY	PAIR:SH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3400	OT+EE+DY	NONE	READ	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0617	G452-R04964	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	CHD+K+CHD+DY	PAIR:CHD>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0618	G452-R04965	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	K+K+CHD+DY	PAIR:K>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0619	G452-R04966	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	OK+K+CHD+DY	PAIR:OK>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0620	G452-R04967	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	P+K+CHD+DY	PAIR:P>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0621	G452-R04968	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	R+K+CHD+DY	PAIR:R>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0622	G452-R04969	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	S+CH+CHD+DY	PAIR:CH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0623	G452-R04970	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	S+CHD+CHD+DY	PAIR:S>CHD|PAIR:CHD>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0624	G452-R04971	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	S+K+K+DY	PAIR:K>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0625	G452-R04972	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	S+K+P+DY	PAIR:K>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0626	G452-R04973	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	S+K+R+DY	PAIR:K>R	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0627	G452-R04974	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	S+K+S+DY	PAIR:K>S	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0628	G452-R04975	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	S+K+T+DY	PAIR:K>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0629	G452-R04976	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	S+P+CHD+DY	PAIR:S>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0630	G452-R04977	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	S+R+CHD+DY	PAIR:S>R	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0631	G452-R04978	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	S+S+CHD+DY	PAIR:S>S|PAIR:S>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0632	G452-R04979	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	S+SH+CHD+DY	PAIR:SH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0633	G452-R04980	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	S+T+CHD+DY	PAIR:S>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0634	G452-R04981	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	T+K+CHD+DY	PAIR:T>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0635	G452-R05010	G407-E1782	P1009-S159	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CHD+OK+EE+DY	PAIR:CHD>OK	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	SH	AIN	NONE	G407-E1783	OK+EE+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0636	G452-R05011	G407-E1782	P1009-S159	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	P+OK+EE+DY	PAIR:P>OK	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	SH	AIN	NONE	G407-E1783	OK+EE+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
