root	working_value_de	global_running_event_id	global_running_ordinal	physical_page	register	locus	source_statement_id	owner_de	surface	component_recipe	card_ordinal	atom_ordinal_in_card	flat_atom_ordinal	leave_one_page_support_class	other_surface_pages	other_recipe_pages	unsupported_adjacent_pairs	working_core_reading_de	semantic_disposition
L	VERBINDUNG	G407-E4108	4108	f89r	PHARMA	f89r1.15	P1009-S611	Gefäß-/Pflanzenteilgruppe B	tcheol	T+CH+E+O+L	1	5	5	EXACT_SURFACE_FROM_OTHER_PAGE	f82r	f82r	NONE	EINSTELLEN · NEHMEN · GRAD I · AUSFÜHRUNG · VERBINDUNG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIR	BAHN	G407-E4109	4109	f89r	PHARMA	f89r1.15	P1009-S611	Gefäß-/Pflanzenteilgruppe B	qoeair	CARRIER_Q+O+E+AIR	1	4	4	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	E+AIR	BEGINNMARKER · AUSFÜHRUNG · GRAD I · BAHN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E4110	4110	f89r	PHARMA	f89r1.15	P1009-S611	Gefäß-/Pflanzenteilgruppe B	sheol	SH+E+OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f72r|f75r|f76r|f82r|f83r|f88v	f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v	NONE	HALTEN · GRAD I · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E4110	4110	f89r	PHARMA	f89r1.15	P1009-S611	Gefäß-/Pflanzenteilgruppe B	sheol	SH+E+OL	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f72r|f75r|f76r|f82r|f83r|f88v	f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v	NONE	HALTEN · GRAD I · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E4111	4111	f89r	PHARMA	f89r1.15	P1009-S611	Gefäß-/Pflanzenteilgruppe B	qocphey	CH+P+E+Y	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f1r|f77r	NONE	NEHMEN · EINSETZEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
P	EINSETZEN	G407-E4111	4111	f89r	PHARMA	f89r1.15	P1009-S611	Gefäß-/Pflanzenteilgruppe B	qocphey	CH+P+E+Y	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f1r|f77r	NONE	NEHMEN · EINSETZEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4111	4111	f89r	PHARMA	f89r1.15	P1009-S611	Gefäß-/Pflanzenteilgruppe B	qocphey	CH+P+E+Y	1	4	4	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f1r|f77r	NONE	NEHMEN · EINSETZEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
S	WÄHLEN	G407-E4112	4112	f89r	PHARMA	f89r1.15	P1009-S611	Gefäß-/Pflanzenteilgruppe B	saiin	S+AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f67r2|f72r|f75r|f76r|f77r|f81v|f83r|f88r|f88v	f67r2|f72r|f75r|f76r|f77r|f81v|f83r|f88r|f88v	NONE	WÄHLEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E4112	4112	f89r	PHARMA	f89r1.15	P1009-S611	Gefäß-/Pflanzenteilgruppe B	saiin	S+AIIN	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f67r2|f72r|f75r|f76r|f77r|f81v|f83r|f88r|f88v	f67r2|f72r|f75r|f76r|f77r|f81v|f83r|f88r|f88v	NONE	WÄHLEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E4113	4113	f89r	PHARMA	f89r1.15	P1009-S611	Gefäß-/Pflanzenteilgruppe B	cheocphey	CH+CH+P+E+Y	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f77r|f81r	NONE	NEHMEN · NEHMEN · EINSETZEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E4113	4113	f89r	PHARMA	f89r1.15	P1009-S611	Gefäß-/Pflanzenteilgruppe B	cheocphey	CH+CH+P+E+Y	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f77r|f81r	NONE	NEHMEN · NEHMEN · EINSETZEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
P	EINSETZEN	G407-E4113	4113	f89r	PHARMA	f89r1.15	P1009-S611	Gefäß-/Pflanzenteilgruppe B	cheocphey	CH+CH+P+E+Y	1	3	3	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f77r|f81r	NONE	NEHMEN · NEHMEN · EINSETZEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4113	4113	f89r	PHARMA	f89r1.15	P1009-S611	Gefäß-/Pflanzenteilgruppe B	cheocphey	CH+CH+P+E+Y	1	5	5	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f77r|f81r	NONE	NEHMEN · NEHMEN · EINSETZEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E4114	4114	f89r	PHARMA	f89r1.15	P1009-S611	Gefäß-/Pflanzenteilgruppe B	dal	AL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f18r|f1r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f95v	f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AR	AUSGANG	G407-E4115	4115	f89r	PHARMA	f89r1.15	P1009-S611	Gefäß-/Pflanzenteilgruppe B	darolg	AR+OL	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f71v|f77r|f81r	NONE	AUSGANG · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E4115	4115	f89r	PHARMA	f89r1.15	P1009-S611	Gefäß-/Pflanzenteilgruppe B	darolg	AR+OL	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f71v|f77r|f81r	NONE	AUSGANG · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E4117	4117	f89r	PHARMA	f89r1.16	P1009-S611	Gefäß-/Pflanzenteilgruppe B	sheey	SH+EE+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f72r|f76r|f77r|f81v|f82r|f83r	f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r	NONE	HALTEN · GRAD II · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4117	4117	f89r	PHARMA	f89r1.16	P1009-S611	Gefäß-/Pflanzenteilgruppe B	sheey	SH+EE+Y	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f72r|f76r|f77r|f81v|f82r|f83r	f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r	NONE	HALTEN · GRAD II · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E4118	4118	f89r	PHARMA	f89r1.16	P1009-S611	Gefäß-/Pflanzenteilgruppe B	qokey	OK+E+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f75r|f76r|f81r|f81v|f82r|f83r	f67r2|f75r|f76r|f81r|f81v|f82r|f83r	NONE	SETZEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4118	4118	f89r	PHARMA	f89r1.16	P1009-S611	Gefäß-/Pflanzenteilgruppe B	qokey	OK+E+Y	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f75r|f76r|f81r|f81v|f82r|f83r	f67r2|f75r|f76r|f81r|f81v|f82r|f83r	NONE	SETZEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
L	VERBINDUNG	G407-E4119	4119	f89r	PHARMA	f89r1.16	P1009-S611	Gefäß-/Pflanzenteilgruppe B	l	L	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r	f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r	NONE	VERBINDUNG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E4120	4120	f89r	PHARMA	f89r1.16	P1009-S611	Gefäß-/Pflanzenteilgruppe B	daiin	AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E4121	4121	f89r	PHARMA	f89r1.16	P1009-S611	Gefäß-/Pflanzenteilgruppe B	dalchom	AL+CHD+DY	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f72r|f76r|f77r|f83r	NONE	ZIELORT · BEARBEITEN · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CHD	BEARBEITEN	G407-E4121	4121	f89r	PHARMA	f89r1.16	P1009-S611	Gefäß-/Pflanzenteilgruppe B	dalchom	AL+CHD+DY	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f72r|f76r|f77r|f83r	NONE	ZIELORT · BEARBEITEN · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4122	4122	f89r	PHARMA	f89r1.16	P1009-S612	Gefäß-/Pflanzenteilgruppe B	chy	Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f17r|f1r|f56r|f72r|f75r|f76r|f77r|f81v|f88r|f95v	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E4123	4123	f89r	PHARMA	f89r1.16	P1009-S612	Gefäß-/Pflanzenteilgruppe B	chol	OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f67r2|f72r|f76r|f77r|f81r|f88r	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E4124	4124	f89r	PHARMA	f89r1.16	P1009-S612	Gefäß-/Pflanzenteilgruppe B	cheos	CH+E+O+S	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f67r2|f88r|f88v	f67r2|f88r|f88v	NONE	NEHMEN · GRAD I · AUSFÜHRUNG · WÄHLEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
S	WÄHLEN	G407-E4124	4124	f89r	PHARMA	f89r1.16	P1009-S612	Gefäß-/Pflanzenteilgruppe B	cheos	CH+E+O+S	1	4	4	EXACT_SURFACE_FROM_OTHER_PAGE	f67r2|f88r|f88v	f67r2|f88r|f88v	NONE	NEHMEN · GRAD I · AUSFÜHRUNG · WÄHLEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E4125	4125	f89r	PHARMA	f89r1.16	P1009-S612	Gefäß-/Pflanzenteilgruppe B	aiin	AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4126	4126	f89r	PHARMA	f89r1.16	P1009-S612	Gefäß-/Pflanzenteilgruppe B	dy	Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f13r|f18r|f24v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88v	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E4127	4127	f89r	PHARMA	f89r1.17	P1009-S612	Gefäß-/Pflanzenteilgruppe B	qeaiin	CARRIER_Q+E+AIIN	1	3	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	BEGINNMARKER · GRAD I · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4128	4128	f89r	PHARMA	f89r1.17	P1009-S612	Gefäß-/Pflanzenteilgruppe B	cheyl	Y+L	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	POSTEN · VERBINDUNG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
L	VERBINDUNG	G407-E4128	4128	f89r	PHARMA	f89r1.17	P1009-S612	Gefäß-/Pflanzenteilgruppe B	cheyl	Y+L	1	2	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	POSTEN · VERBINDUNG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
S	WÄHLEN	G407-E4129	4129	f89r	PHARMA	f89r1.17	P1009-S612	Gefäß-/Pflanzenteilgruppe B	seey	S+EE+Y	1	1	1	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	S+EE	WÄHLEN · GRAD II · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4129	4129	f89r	PHARMA	f89r1.17	P1009-S612	Gefäß-/Pflanzenteilgruppe B	seey	S+EE+Y	1	3	3	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	S+EE	WÄHLEN · GRAD II · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OT	DANACH	G407-E4130	4130	f89r	PHARMA	f89r1.17	P1009-S612	Gefäß-/Pflanzenteilgruppe B	qotey	OT+E+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f76r|f77r|f81r	f72r|f75r|f76r|f77r|f81r	NONE	DANACH · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4130	4130	f89r	PHARMA	f89r1.17	P1009-S612	Gefäß-/Pflanzenteilgruppe B	qotey	OT+E+Y	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f76r|f77r|f81r	f72r|f75r|f76r|f77r|f81r	NONE	DANACH · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E4131	4131	f89r	PHARMA	f89r1.17	P1009-S612	Gefäß-/Pflanzenteilgruppe B	qokeeol	OK+EE+OL	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f72r|f83r	NONE	SETZEN · GRAD II · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E4131	4131	f89r	PHARMA	f89r1.17	P1009-S612	Gefäß-/Pflanzenteilgruppe B	qokeeol	OK+EE+OL	1	3	3	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f72r|f83r	NONE	SETZEN · GRAD II · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E4132	4132	f89r	PHARMA	f89r1.17	P1009-S612	Gefäß-/Pflanzenteilgruppe B	daiin	AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4133	4133	f89r	PHARMA	f89r1.17	P1009-S612	Gefäß-/Pflanzenteilgruppe B	edy	E+Y	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f18r|f75r|f82r	NONE	GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E4134	4134	f89r	PHARMA	f89r1.17	P1009-S612	Gefäß-/Pflanzenteilgruppe B	daiin	AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E4136	4136	f89r	PHARMA	f89r1.18	P1009-S612	Gefäß-/Pflanzenteilgruppe B	dals	AL+S	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	ZIELORT · WÄHLEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
S	WÄHLEN	G407-E4136	4136	f89r	PHARMA	f89r1.18	P1009-S612	Gefäß-/Pflanzenteilgruppe B	dals	AL+S	1	2	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	ZIELORT · WÄHLEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E4137	4137	f89r	PHARMA	f89r1.18	P1009-S612	Gefäß-/Pflanzenteilgruppe B	al	AL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f83r|f95v	f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E4138	4138	f89r	PHARMA	f89r1.18	P1009-S612	Gefäß-/Pflanzenteilgruppe B	dal	AL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f18r|f1r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f95v	f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E4139	4139	f89r	PHARMA	f89r1.18	P1009-S612	Gefäß-/Pflanzenteilgruppe B	cheody	CH+E+O+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f88r|f88v	f55v|f88r|f88v	NONE	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4139	4139	f89r	PHARMA	f89r1.18	P1009-S612	Gefäß-/Pflanzenteilgruppe B	cheody	CH+E+O+Y	1	4	4	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f88r|f88v	f55v|f88r|f88v	NONE	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIN	ANTEIL	G407-E4140	4140	f89r	PHARMA	f89r1.18	P1009-S612	Gefäß-/Pflanzenteilgruppe B	dainaldy	D_ADDR+AIN+AL+DY	1	2	2	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	AIN+AL	HIER · ANTEIL · ZIELORT · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E4140	4140	f89r	PHARMA	f89r1.18	P1009-S612	Gefäß-/Pflanzenteilgruppe B	dainaldy	D_ADDR+AIN+AL+DY	1	3	3	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	AIN+AL	HIER · ANTEIL · ZIELORT · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E4141	4141	f89r	PHARMA	f89r1.18	P1009-S613	Gefäß-/Pflanzenteilgruppe B	al	AL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f83r|f95v	f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E4142	4142	f89r	PHARMA	f89r1.18	P1009-S613	Gefäß-/Pflanzenteilgruppe B	daldal	AL+AL	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f81v	NONE	ZIELORT · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E4142	4142	f89r	PHARMA	f89r1.18	P1009-S613	Gefäß-/Pflanzenteilgruppe B	daldal	AL+AL	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f81v	NONE	ZIELORT · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
P	EINSETZEN	G407-E4143	4143	f89r	PHARMA	f89r1.19	P1009-S614	Gefäß-/Pflanzenteilgruppe C	pshol	P+SH+OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f1r	f1r	NONE	EINSETZEN · HALTEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E4143	4143	f89r	PHARMA	f89r1.19	P1009-S614	Gefäß-/Pflanzenteilgruppe C	pshol	P+SH+OL	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f1r	f1r	NONE	EINSETZEN · HALTEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E4143	4143	f89r	PHARMA	f89r1.19	P1009-S614	Gefäß-/Pflanzenteilgruppe C	pshol	P+SH+OL	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f1r	f1r	NONE	EINSETZEN · HALTEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E4144	4144	f89r	PHARMA	f89r1.19	P1009-S614	Gefäß-/Pflanzenteilgruppe C	sheo	SH+E+O	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f1r|f71v|f88v	f1r|f71v|f88v	NONE	HALTEN · GRAD I · AUSFÜHRUNG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4145	4145	f89r	PHARMA	f89r1.19	P1009-S614	Gefäß-/Pflanzenteilgruppe C	qoay	CARRIER_Q+O+A_ADDR+Y	1	4	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	BEGINNMARKER · AUSFÜHRUNG · HIER · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E4146	4146	f89r	PHARMA	f89r1.19	P1009-S614	Gefäß-/Pflanzenteilgruppe C	cheocphy	CH+E+O+CH+P+Y	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · GRAD I · AUSFÜHRUNG · NEHMEN · EINSETZEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E4146	4146	f89r	PHARMA	f89r1.19	P1009-S614	Gefäß-/Pflanzenteilgruppe C	cheocphy	CH+E+O+CH+P+Y	1	4	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · GRAD I · AUSFÜHRUNG · NEHMEN · EINSETZEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
P	EINSETZEN	G407-E4146	4146	f89r	PHARMA	f89r1.19	P1009-S614	Gefäß-/Pflanzenteilgruppe C	cheocphy	CH+E+O+CH+P+Y	1	5	5	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · GRAD I · AUSFÜHRUNG · NEHMEN · EINSETZEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E4146	4146	f89r	PHARMA	f89r1.19	P1009-S614	Gefäß-/Pflanzenteilgruppe C	cheocphy	CH+E+O+CH+P+Y	1	6	6	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · GRAD I · AUSFÜHRUNG · NEHMEN · EINSETZEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
S	WÄHLEN	G407-E4147	4147	f89r	PHARMA	f89r1.19	P1009-S614	Gefäß-/Pflanzenteilgruppe C	s	S	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f11r|f13r|f1r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f95v	f11r|f13r|f1r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f95v	NONE	WÄHLEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
