surface	occurrence_count	physical_pages	truth_recipe	revised_working_recipe	gdt528_rank	gdt528_revised_rank	gdt528_top1	gdt529_rank	gdt529_revised_rank	gdt529_top1	gdt529_top5	truth_gdt528_score	truth_square_feature	truth_gdt529_score	truth_square_trace	top1_gdt528_score	top1_square_feature	top1_gdt529_score	top1_square_trace	top1_alignment_trace	decision_change_class	working_policy	gdt530_working_recipe	gdt530_working_rank	gdt530_literal_reading_de	gdt530_short_phrase_de	gdt530_evidence	gdt530_policy	gdt531_working_recipe	gdt531_working_rank	gdt531_literal_reading_de	gdt531_short_phrase_de	gdt531_evidence	gdt531_policy
kodalchy	1	f4r	K+O+D_ADDR+AL+CH+Y	K+O+D_ADDR+AL+CH+Y	1	1	K+O+D_ADDR+AL+CH+Y	1	1	K+O+D_ADDR+AL+CH+Y	K+O+D_ADDR+AL+CH+Y | K+O+D_ADDR+AL+Y | K+O+AL+CH+Y | K+O+D_ADDR+AL+LOCAL_C+Y | K+O+AL+LOCAL_C+Y	5.487663305	0.000000000	5.487663305	NO_TERMINAL_M	5.487663305	0.000000000	5.487663305	NO_TERMINAL_M	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	K+O+D_ADDR+AL+CH+Y	1	GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · ZIELORT · NEHMEN · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	K+O+D_ADDR+AL+CH+Y	1	GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · ZIELORT · NEHMEN · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
kodary	1	f66r	K+O+D_ADDR+AR+Y	K+O+D_ADDR+AR+Y	1	1	K+O+D_ADDR+AR+Y	1	1	K+O+D_ADDR+AR+Y	K+O+D_ADDR+AR+Y | CH+K+O+D_ADDR+AR+Y | K+O+D_ADDR+D_ADDR+AR+Y | OK+D_ADDR+AR+Y | K+O+D_ADDR+R+Y	3.323445735	0.000000000	3.323445735	NO_TERMINAL_M	3.323445735	0.000000000	3.323445735	NO_TERMINAL_M	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	K+O+D_ADDR+AR+Y	1	GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · AUSGANG · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	K+O+D_ADDR+AR+Y	1	GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · AUSGANG · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
kody	1	f66r	K+O+DY	K+O+DY	1	1	K+O+DY	1	1	K+O+DY	K+O+DY | K+O+D_ADDR+Y | K+O+Y | OK+DY | CH+K+O+D_ADDR+Y	3.122656721	0.000000000	3.122656721	NO_TERMINAL_M	3.122656721	0.000000000	3.122656721	NO_TERMINAL_M	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	K+O+DY	1	GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	K+O+DY	1	GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
ld	1	f66r	L+D_ADDR	L+D_ADDR	1	1	L+D_ADDR	1	1	L+D_ADDR	L+D_ADDR | L | AL | AL+D_ADDR | L+CHD	2.833697076	0.000000000	2.833697076	NO_TERMINAL_M	2.833697076	0.000000000	2.833697076	NO_TERMINAL_M	l=>l~L@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	L+D_ADDR	1	VERBINDUNG · [D_ADDR:STEUERUNG=HIER]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	L+D_ADDR	1	VERBINDUNG · [D_ADDR:STEUERUNG=HIER]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
lkeol	1	f66r	L+K+E+OL	L+K+E+OL	1	1	L+K+E+OL	1	1	L+K+E+OL	L+K+E+OL | L+K+E+O+L | OL+K+E+L | K+E+OL+L | AL+K+E+OL	2.573603644	0.000000000	2.573603644	NO_TERMINAL_M	2.573603644	0.000000000	2.573603644	NO_TERMINAL_M	l=>l~L@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	L+K+E+OL	1	VERBINDUNG · GEBEN · [E:STEUERUNG=GRAD I] · FORTSETZEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	L+K+E+OL	1	VERBINDUNG · GEBEN · [E:STEUERUNG=GRAD I] · FORTSETZEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
lodaiin	1	f66r	L+O+D_ADDR+AIIN	L+O+D_ADDR+AIIN	1	1	L+O+D_ADDR+AIIN	1	1	L+O+D_ADDR+AIIN	L+O+D_ADDR+AIIN | L+O+AIIN | OL+AIIN | OL+D_ADDR+AIIN | L+O+D_ADDR+IIN	3.303729151	0.000000000	3.303729151	NO_TERMINAL_M	3.303729151	0.000000000	3.303729151	NO_TERMINAL_M	l=>l~L@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	L+O+D_ADDR+AIIN	1	VERBINDUNG · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · WERT	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	L+O+D_ADDR+AIIN	1	VERBINDUNG · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · WERT	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
lpchees	1	f66r	L+P+CH+EE+S	L+P+CH+EE+S	1	1	L+P+CH+EE+S	1	1	L+P+CH+EE+S	L+P+CH+EE+S | L+P+LOCAL_C+EE+S | L+P+EE+S | L+P+CH+EE | L+P+LOCAL_C+SH+EE+S	6.950282624	0.000000000	6.950282624	NO_TERMINAL_M	6.950282624	0.000000000	6.950282624	NO_TERMINAL_M	l=>l~L@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	L+P+CH+EE+S	1	VERBINDUNG · EINSETZEN · NEHMEN · [EE:STEUERUNG=GRAD II] · WÄHLEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	L+P+CH+EE+S	1	VERBINDUNG · EINSETZEN · NEHMEN · [EE:STEUERUNG=GRAD II] · WÄHLEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
lsheody	1	f66r	L+SH+E+O+D_ADDR+Y	L+SH+E+O+D_ADDR+Y	1	1	L+SH+E+O+D_ADDR+Y	1	1	L+SH+E+O+D_ADDR+Y	L+SH+E+O+D_ADDR+Y | L+SH+E+O+DY | L+SH+E+O+Y | L+SH+E+O+D_ADDR+DY | L+E+O+DY	4.144303225	0.000000000	4.144303225	NO_TERMINAL_M	4.144303225	0.000000000	4.144303225	NO_TERMINAL_M	l=>l~L@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	L+SH+E+O+D_ADDR+Y	1	VERBINDUNG · HALTEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	L+SH+E+O+D_ADDR+Y	1	VERBINDUNG · HALTEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
ltsholy	1	f66r	L+T+SH+OL+Y	L+T+SH+OL+Y	1	1	L+T+SH+OL+Y	1	1	L+T+SH+OL+Y	L+T+SH+OL+Y | L+T+OL+Y | L+SH+OL+Y | L+T+S+OL+Y | AL+T+SH+OL+Y	4.582489968	0.000000000	4.582489968	NO_TERMINAL_M	4.582489968	0.000000000	4.582489968	NO_TERMINAL_M	l=>l~L@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	L+T+SH+OL+Y	1	VERBINDUNG · EINSTELLEN · HALTEN · FORTSETZEN · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	L+T+SH+OL+Y	1	VERBINDUNG · EINSTELLEN · HALTEN · FORTSETZEN · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
ofaram	1	f66r	O+LOCAL_CHAR_F+AR+AM_ADDR	O+LOCAL_CHAR_F+AR+AM_ADDR	1	1	O+LOCAL_CHAR_F+AR+AM_ADDR	1	1	O+LOCAL_CHAR_F+AR+AM_ADDR	O+LOCAL_CHAR_F+AR+AM_ADDR | O+LOCAL_CHAR_F+AR+A_ADDR+AM_ADDR | O+LOCAL_CHAR_F+A_ADDR+R+AM_ADDR | O+LOCAL_CHAR_F+A_ADDR+AR+AM_ADDR | O+LOCAL_CHAR_F+AR+A_ADDR+M_LOCAL	3.118715320	0.000000000	3.118715320	NO_EXACT_M_LESS_BASE	3.118715320	0.000000000	3.118715320	NO_EXACT_M_LESS_BASE	o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | am=>am~AM_ADDR@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	O+LOCAL_CHAR_F+AR+AM_ADDR	1	[O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:STEUERUNG=HIER] · AUSGANG · [AM_ADDR:STEUERUNG=HIER]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	O+LOCAL_CHAR_F+AR+AM_ADDR	1	[O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:STEUERUNG=HIER] · AUSGANG · [AM_ADDR:STEUERUNG=HIER]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
okalchedy	1	f66r	OK+AL+CHD+Y	OK+AL+CHD+Y	1	1	OK+AL+CHD+Y	1	1	OK+AL+CHD+Y	OK+AL+CHD+Y | OK+AL+CHD+DY | OK+AL+CH+E+DY | OK+AL+LOCAL_C+E+DY | OK+L+CHD+DY	5.480329664	0.000000000	5.480329664	NO_TERMINAL_M	5.480329664	0.000000000	5.480329664	NO_TERMINAL_M	ok=>ok~OK@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ched=>ched~CHD@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OK+AL+CHD+Y	1	SETZEN · ZIELORT · BEARBEITEN · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OK+AL+CHD+Y	1	SETZEN · ZIELORT · BEARBEITEN · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
okedals	1	f66r	OK+AL+S	OK+AL+S	1	1	OK+AL+S	1	1	OK+AL+S	OK+AL+S | OK+E+D_ADDR+AL+S | OK+E+AL+S | OK+E+AL | OK+E+D_ADDR+AL+SH	6.417205445	0.000000000	5.488854965	NO_TERMINAL_M	6.417205445	0.000000000	5.488854965	NO_TERMINAL_M	ok=>ok~OK@edit0+alias0.000 | edal=>dal~AL@edit1+alias0.273 | s=>s~S@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OK+AL+S	1	SETZEN · ZIELORT · WÄHLEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OK+AL+S	1	SETZEN · ZIELORT · WÄHLEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
okedam	1	f31r	OK+E+D_ADDR+AM_ADDR	OK+E+D_ADDR+AM_ADDR	1	1	OK+E+D_ADDR+AM_ADDR	1	1	OK+E+D_ADDR+AM_ADDR	OK+E+D_ADDR+AM_ADDR | OK+E+DA+AM_ADDR | OK+E+AM_ADDR | OK+E+DY | OK+AM_ADDR	4.774480648	0.000000000	4.774480648	NO_EXACT_M_LESS_BASE	4.774480648	0.000000000	4.774480648	NO_EXACT_M_LESS_BASE	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | am=>am~AM_ADDR@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OK+E+D_ADDR+AM_ADDR	1	SETZEN · [E:STEUERUNG=GRAD I] · [D_ADDR:STEUERUNG=HIER] · [AM_ADDR:STEUERUNG=HIER]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OK+E+D_ADDR+AM_ADDR	1	SETZEN · [E:STEUERUNG=GRAD I] · [D_ADDR:STEUERUNG=HIER] · [AM_ADDR:STEUERUNG=HIER]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
okoy	1	f20v	OK+O+Y	OK+O+Y	1	1	OK+O+Y	1	1	OK+O+Y	OK+O+Y | O+K+O+Y | O+OK+Y | OK+O+D_ADDR+Y	2.268247658	0.000000000	2.268247658	NO_TERMINAL_M	2.268247658	0.000000000	2.268247658	NO_TERMINAL_M	ok=>ok~OK@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OK+O+Y	1	SETZEN · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OK+O+Y	1	SETZEN · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
olsheor	1	f31r	OL+SH+E+OR	OL+SH+E+OR	1	1	OL+SH+E+OR	1	1	OL+SH+E+OR	OL+SH+E+OR | O+L+SH+E+OR | OL+SH+E+O+R | OL+K+E+OR | OL+E+OR	3.968831649	0.000000000	3.968831649	NO_TERMINAL_M	3.968831649	0.000000000	3.968831649	NO_TERMINAL_M	ol=>ol~OL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OL+SH+E+OR	1	FORTSETZEN · HALTEN · [E:STEUERUNG=GRAD I] · EINHEIT	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OL+SH+E+OR	1	FORTSETZEN · HALTEN · [E:STEUERUNG=GRAD I] · EINHEIT	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
otalor	1	f66r	OT+AL+OR	OT+AL+OR	1	1	OT+AL+OR	1	1	OT+AL+OR	OT+AL+OR | OT+L+OR | O+L+AL+OR | OT+AL+O+R | O+T+AL+OR	3.084508197	0.000000000	3.084508197	NO_TERMINAL_M	3.084508197	0.000000000	3.084508197	NO_TERMINAL_M	ot=>ot~OT@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OT+AL+OR	1	DANACH · ZIELORT · EINHEIT	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OT+AL+OR	1	DANACH · ZIELORT · EINHEIT	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
otcheo	1	f66r	OT+CH+E+O	OT+CH+E+O	1	1	OT+CH+E+O	1	1	OT+CH+E+O	OT+CH+E+O | OT+CH+E+O+D_ADDR | OT+E+O | OT+LOCAL_C+E+O | OT+CH+SH+E+O	0.760859050	0.000000000	0.760859050	NO_TERMINAL_M	0.760859050	0.000000000	0.760859050	NO_TERMINAL_M	ot=>ot~OT@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OT+CH+E+O	1	DANACH · NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OT+CH+E+O	1	DANACH · NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
oteochey	1	f66r	OT+E+O+CH+E+Y	OT+E+O+CH+E+Y	1	1	OT+E+O+CH+E+Y	1	1	OT+E+O+CH+E+Y	OT+E+O+CH+E+Y | OT+E+O+LOCAL_C+E+Y | OT+E+O+Y | OT+E+O+LOCAL_C+SH+E+Y | OT+E+O+CH+Y	4.595359433	0.000000000	4.595359433	NO_TERMINAL_M	4.595359433	0.000000000	4.595359433	NO_TERMINAL_M	ot=>ot~OT@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OT+E+O+CH+E+Y	1	DANACH · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · [E:STEUERUNG=GRAD I] · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OT+E+O+CH+E+Y	1	DANACH · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · [E:STEUERUNG=GRAD I] · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
p	1	f66r	P	P	1	1	P	1	1	P	P	2.429767297	0.000000000	2.429767297	NO_TERMINAL_M	2.429767297	0.000000000	2.429767297	NO_TERMINAL_M	p=>p~P@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	P	1	EINSETZEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	P	1	EINSETZEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
pchof	1	f66r	P+CH+O+LOCAL_CHAR_F	P+CH+O+LOCAL_CHAR_F	1	1	P+CH+O+LOCAL_CHAR_F	1	1	P+CH+O+LOCAL_CHAR_F	P+CH+O+LOCAL_CHAR_F | P+LOCAL_C+O+LOCAL_CHAR_F | P+O+LOCAL_CHAR_F | O+P+CH+LOCAL_CHAR_F | P+CH+SH+O+LOCAL_CHAR_F	3.724625272	0.000000000	3.724625272	NO_TERMINAL_M	3.724625272	0.000000000	3.724625272	NO_TERMINAL_M	p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	P+CH+O+LOCAL_CHAR_F	1	EINSETZEN · NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:STEUERUNG=HIER]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	P+CH+O+LOCAL_CHAR_F	1	EINSETZEN · NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:STEUERUNG=HIER]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
pdaiin	1	f66r	P+AIIN	P+AIIN	1	1	P+AIIN	1	1	P+AIIN	P+AIIN | P+D_ADDR+AIIN | P+DA+AIIN | P+DA+IIN | P+D_ADDR+IIN	4.213988083	0.000000000	4.213988083	NO_TERMINAL_M	4.213988083	0.000000000	4.213988083	NO_TERMINAL_M	p=>p~P@edit0+alias0.000 | daiin=>daiin~AIIN@edit0+alias0.284	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	P+AIIN	1	EINSETZEN · WERT	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	P+AIIN	1	EINSETZEN · WERT	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
pofochey	1	f20v	P+O+LOCAL_CHAR_F+O+CH+E+Y	P+O+LOCAL_CHAR_F+O+CH+E+Y	1	1	P+O+LOCAL_CHAR_F+O+CH+E+Y	1	1	P+O+LOCAL_CHAR_F+O+CH+E+Y	P+O+LOCAL_CHAR_F+O+CH+E+Y | P+O+LOCAL_CHAR_F+O+LOCAL_C+E+Y | P+O+LOCAL_CHAR_F+O+Y | O+P+LOCAL_CHAR_F+O+CH+E+Y | P+O+LOCAL_CHAR_F+O+CH+Y	7.013062121	0.000000000	7.013062121	NO_TERMINAL_M	7.013062121	0.000000000	7.013062121	NO_TERMINAL_M	p=>p~P@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	P+O+LOCAL_CHAR_F+O+CH+E+Y	1	EINSETZEN · [O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:STEUERUNG=HIER] · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · [E:STEUERUNG=GRAD I] · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	P+O+LOCAL_CHAR_F+O+CH+E+Y	1	EINSETZEN · [O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:STEUERUNG=HIER] · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · [E:STEUERUNG=GRAD I] · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
