global_group_serial	source_kind	register	unit_id	page	local_serial	locus	field_or_address	statement_or_station	exact_identity	surface_display_only	formal_control	mnemonic_or_status	structural_status	iatromedical_content_class	IATROMEDICAL_SIMPLE_BATH_ELECTION	practical_content_class	PRACTICAL_MATERIAL_PROCESS_SCHEDULE	content_preference	content_status	roundtrip_status
632	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A2	f68r1	251	f68r1.37	f68r1.37:1	CENTRE_LEGEND	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.37::1::12226	oky	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	CENTRAL_CATALOGUE_LEGEND_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/5; KEINE KARTENGLOSSE] Der Mond besitzt	SCHEDULE	redaktionell gesetzten Reihenfolge	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
633	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A2	f68r1	252	f68r1.37	f68r1.37:2	CENTRE_LEGEND	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.37::2::12227	okchdy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	CENTRAL_CATALOGUE_LEGEND_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/5; KEINE KARTENGLOSSE] in dieser lokalen	SCHEDULE	oder in einer im	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
634	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A2	f68r1	253	f68r1.37	f68r1.37:3	CENTRE_LEGEND	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.37::3::12228	okardy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	CENTRAL_CATALOGUE_LEGEND_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 3/5; KEINE KARTENGLOSSE] Editionswelt einen vollständigen	SCHEDULE	lokalen Exemplar ausdrücklich	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
635	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A2	f68r1	254	f68r1.37	f68r1.37:4	CENTRE_LEGEND	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.37::4::12229	qear	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	CENTRAL_CATALOGUE_LEGEND_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 4/5; KEINE KARTENGLOSSE] Kreis aus achtundzwanzig	SCHEDULE	notierten Drehung; übertrage keine	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
636	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A2	f68r1	255	f68r1.37	f68r1.37:5	CENTRE_LEGEND	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.37::5::12230	oygy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	CENTRAL_CATALOGUE_LEGEND_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 5/5; KEINE KARTENGLOSSE] räumlichen Häusern.	SCHEDULE	Stelle auf f69v.	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
637	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	256	f69v.1	f69v.1:1	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::1::12946	dair	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/40; KEINE KARTENGLOSSE] Rubrik der	SCHEDULE	Die drei	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
638	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	257	f69v.1	f69v.1:2	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::2::12947	cheyky	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/40; KEINE KARTENGLOSSE] achtundzwanzig Wahlstellen.	SCHEDULE	Kreisrubriken lehren achtundzwanzig	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
639	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	258	f69v.1	f69v.1:3	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::3::12948	otaza	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 3/40; KEINE KARTENGLOSSE] Nimm zuerst	SCHEDULE	voneinander unabhängige	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
640	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	259	f69v.1	f69v.1:4	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::4::12949	sar	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 4/40; KEINE KARTENGLOSSE] den bekannten	SCHEDULE	Werkstattregeln; ihre Nummern	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
641	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	260	f69v.1	f69v.1:5	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::5::12950	ar	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 5/40; KEINE KARTENGLOSSE] Mondort oder	SCHEDULE	sind nur	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
642	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	261	f69v.1	f69v.1:6	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::6::12951	chykar	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 6/40; KEINE KARTENGLOSSE] die im	SCHEDULE	redaktionelle Adressen.	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
643	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	262	f69v.1	f69v.1:7	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::7::12952	okoirsh	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 7/40; KEINE KARTENGLOSSE] Kalender gelernte	SCHEDULE	Regel 01: sammle	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
644	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	263	f69v.1	f69v.1:8	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::8::12953	ar	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 8/40; KEINE KARTENGLOSSE] laufende	SCHEDULE	Wurzeln nur	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
645	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	264	f69v.1	f69v.1:9	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::9::12954	chetody	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 9/40; KEINE KARTENGLOSSE] Stelle.	SCHEDULE	bei trockenem Boden	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
646	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	265	f69v.1	f69v.1:10	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::10::12955	okeeos	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 10/40; KEINE KARTENGLOSSE] Prüfe	SCHEDULE	und binde	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
647	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	266	f69v.1	f69v.1:11	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::11::12956	o	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 11/40; KEINE KARTENGLOSSE] dann	SCHEDULE	sie getrennt.	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
648	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	267	f69v.1	f69v.1:12	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::12::12957	tey	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 12/40; KEINE KARTENGLOSSE] die	SCHEDULE	Regel 02: schneide	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
649	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	268	f69v.1	f69v.1:13	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::13::12958	otokeeey	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 13/40; KEINE KARTENGLOSSE] Kräfte	SCHEDULE	frische Wurzeln	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
650	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	269	f69v.1	f69v.1:14	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::14::12959	okeeody	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 14/40; KEINE KARTENGLOSSE] des	SCHEDULE	klein und lege	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
651	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	270	f69v.1	f69v.1:15	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::15::12960	okeey	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 15/40; KEINE KARTENGLOSSE] Kranken,	SCHEDULE	sie luftig	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
652	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	271	f69v.1	f69v.1:16	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::16::12961	doiir	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 16/40; KEINE KARTENGLOSSE] die	SCHEDULE	aus. Regel	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
653	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	272	f69v.1	f69v.1:17	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::17::12962	teeo	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 17/40; KEINE KARTENGLOSSE] Art	SCHEDULE	03: pflücke Blüten	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
654	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	273	f69v.1	f69v.1:18	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::18::12963	y	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 18/40; KEINE KARTENGLOSSE] des	SCHEDULE	vor der	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
655	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	274	f69v.1	f69v.1:19	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::19::12964	chey	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 19/40; KEINE KARTENGLOSSE] Eingriffs	SCHEDULE	Mittagshitze und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
656	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	275	f69v.1	f69v.1:20	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::20::12965	ot	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 20/40; KEINE KARTENGLOSSE] und	SCHEDULE	drücke sie nicht.	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
657	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	276	f69v.1	f69v.1:21	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::21::12966	y	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 21/40; KEINE KARTENGLOSSE] den	SCHEDULE	Regel 04:	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
658	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	277	f69v.1	f69v.1:22	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::22::12967	okedy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 22/40; KEINE KARTENGLOSSE] beherrschten	SCHEDULE	sortiere welke Blätter	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
659	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	278	f69v.1	f69v.1:23	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::23::12968	chsdy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 23/40; KEINE KARTENGLOSSE] Körperbezirk.	SCHEDULE	aus und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
660	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	279	f69v.1	f69v.1:24	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::24::12969	okeod	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 24/40; KEINE KARTENGLOSSE] Eine	SCHEDULE	verwahre nur	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
661	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	280	f69v.1	f69v.1:25	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::25::12970	y	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 25/40; KEINE KARTENGLOSSE] günstige	SCHEDULE	gesunde Ware. Regel	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
662	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	281	f69v.1	f69v.1:26	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::26::12971	dy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 26/40; KEINE KARTENGLOSSE] Stelle	SCHEDULE	05: trockne	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
663	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	282	f69v.1	f69v.1:27	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::27::12972	choaiin	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 27/40; KEINE KARTENGLOSSE] erlaubt	SCHEDULE	duftende Pflanzen im	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
664	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	283	f69v.1	f69v.1:28	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::28::12973	okar	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 28/40; KEINE KARTENGLOSSE] nur	SCHEDULE	Schatten auf	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
665	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	284	f69v.1	f69v.1:29	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::29::12974	okar	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 29/40; KEINE KARTENGLOSSE] die	SCHEDULE	sauberem Tuch.	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
666	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	285	f69v.1	f69v.1:30	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::30::12975	chol	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 30/40; KEINE KARTENGLOSSE] im	SCHEDULE	Regel 06: weiche	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
667	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	286	f69v.1	f69v.1:31	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::31::12976	chees	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 31/40; KEINE KARTENGLOSSE] Rezept	SCHEDULE	harte Pflanzenteile	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
668	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	287	f69v.1	f69v.1:32	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::32::12977	yto	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 32/40; KEINE KARTENGLOSSE] bereits	SCHEDULE	über Nacht in	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
669	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	288	f69v.1	f69v.1:33	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::33::12978	odair	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 33/40; KEINE KARTENGLOSSE] bestimmte	SCHEDULE	kaltem Wasser	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
670	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	289	f69v.1	f69v.1:34	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::34::12979	oty	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 34/40; KEINE KARTENGLOSSE] Maßnahme;	SCHEDULE	ein. Regel	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
671	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	290	f69v.1	f69v.1:35	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::35::12980	oteeo	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 35/40; KEINE KARTENGLOSSE] sie	SCHEDULE	07: setze eine	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
672	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A3	f69v	291	f69v.1	f69v.1:36	RUBRIC1	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::36::12981	dar	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 36/40; KEINE KARTENGLOSSE] erfindet	SCHEDULE	kleine helle	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
