group_serial	page	unit_id	locus	event_index	source_event_serial	astro_local_group_identity	surface_ZL3b	locus_role	inventory_item	formal_value	mnemonic	iatromedical_content_class	IATROMEDICAL_ELECTION	practical_content_class	PRACTICAL_SCHEDULE	content_preference	external_label_status	rotation_start_status	direct_f68_f69_mapping	content_status
287	f69v	A3	f69v.1	32	12977	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::32::12977	yto	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 32/40; KEINE KARTENGLOSSE] bereits	SCHEDULE	über Nacht in	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
288	f69v	A3	f69v.1	33	12978	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::33::12978	odair	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 33/40; KEINE KARTENGLOSSE] bestimmte	SCHEDULE	kaltem Wasser	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
289	f69v	A3	f69v.1	34	12979	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::34::12979	oty	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 34/40; KEINE KARTENGLOSSE] Maßnahme;	SCHEDULE	ein. Regel	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
290	f69v	A3	f69v.1	35	12980	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::35::12980	oteeo	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 35/40; KEINE KARTENGLOSSE] sie	SCHEDULE	07: setze eine	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
291	f69v	A3	f69v.1	36	12981	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::36::12981	dar	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 36/40; KEINE KARTENGLOSSE] erfindet	SCHEDULE	kleine helle	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
292	f69v	A3	f69v.1	37	12982	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::37::12982	o	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 37/40; KEINE KARTENGLOSSE] weder	SCHEDULE	Waschcharge vor der	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
293	f69v	A3	f69v.1	38	12983	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::38::12983	eykeody	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 38/40; KEINE KARTENGLOSSE] Krankheit	SCHEDULE	großen an.	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
294	f69v	A3	f69v.1	39	12984	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::39::12984	dchor	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 39/40; KEINE KARTENGLOSSE] noch	SCHEDULE	Regel 08:	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
295	f69v	A3	f69v.1	40	12985	ASTRO_LOCAL_ADDRESS::f69v::f69v.1::40::12985	char	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 40/40; KEINE KARTENGLOSSE] Arznei.	SCHEDULE	führe einen Farbauszug	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
296	f69v	A3	f69v.2	1	12986	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::1::12986	yka	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/38; KEINE KARTENGLOSSE] Bei schädlichem	SCHEDULE	zuerst über	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
297	f69v	A3	f69v.2	2	12987	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::2::12987	chol	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/38; KEINE KARTENGLOSSE] Mondstand, Verbindung	SCHEDULE	ein grobes	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
298	f69v	A3	f69v.2	3	12988	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::3::12988	ykar	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/38; KEINE KARTENGLOSSE] mit Saturn	SCHEDULE	Filter. Regel 09:	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
299	f69v	A3	f69v.2	4	12989	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::4::12989	dal	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 4/38; KEINE KARTENGLOSSE] oder	SCHEDULE	temperiere Duftöl	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
300	f69v	A3	f69v.2	5	12990	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::5::12990	ykady	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 5/38; KEINE KARTENGLOSSE] Mars	SCHEDULE	nur bei kleiner	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
301	f69v	A3	f69v.2	6	12991	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::6::12991	iokeeor	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 6/38; KEINE KARTENGLOSSE] oder	SCHEDULE	Flamme und	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
302	f69v	A3	f69v.2	7	12992	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::7::12992	cheey	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 7/38; KEINE KARTENGLOSSE] Beherrschung	SCHEDULE	unter Aufsicht.	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
303	f69v	A3	f69v.2	8	12993	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::8::12993	choly	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 8/38; KEINE KARTENGLOSSE] des	SCHEDULE	Regel 10: prüfe	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
304	f69v	A3	f69v.2	9	12994	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::9::12994	ykeeal	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 9/38; KEINE KARTENGLOSSE] betroffenen	SCHEDULE	eine neue	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
305	f69v	A3	f69v.2	10	12995	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::10::12995	cheo	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 10/38; KEINE KARTENGLOSSE] Körperteils	SCHEDULE	Farbe zuerst an	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
306	f69v	A3	f69v.2	11	12996	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::11::12996	oaram	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 11/38; KEINE KARTENGLOSSE] werde	SCHEDULE	einem alten	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
307	f69v	A3	f69v.2	12	12997	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::12::12997	ockhy	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 12/38; KEINE KARTENGLOSSE] ein	SCHEDULE	Stoffrest. Regel	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
308	f69v	A3	f69v.2	13	12998	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::13::12998	sheey	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 13/38; KEINE KARTENGLOSSE] starker	SCHEDULE	11: spüle das	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
309	f69v	A3	f69v.2	14	12999	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::14::12999	aiin	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 14/38; KEINE KARTENGLOSSE] Eingriff	SCHEDULE	Hauptbecken einmal	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
310	f69v	A3	f69v.2	15	13000	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::15::13000	y	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 15/38; KEINE KARTENGLOSSE] verschoben.	SCHEDULE	mit klarem Wasser	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
311	f69v	A3	f69v.2	16	13001	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::16::13001	daiial	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 16/38; KEINE KARTENGLOSSE] Bei	SCHEDULE	vor. Regel	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
312	f69v	A3	f69v.2	17	13002	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::17::13002	cheody	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 17/38; KEINE KARTENGLOSSE] unsicherem	SCHEDULE	12: wiederhole	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
313	f69v	A3	f69v.2	18	13003	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::18::13003	cheal	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 18/38; KEINE KARTENGLOSSE] Anfang	SCHEDULE	die Beckenwaschung genau	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
314	f69v	A3	f69v.2	19	13004	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::19::13004	yetey	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 19/38; KEINE KARTENGLOSSE] des	SCHEDULE	einmal und	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
315	f69v	A3	f69v.2	20	13005	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::20::13005	chear	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 20/38; KEINE KARTENGLOSSE] Kreises	SCHEDULE	nicht öfter. Regel	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
316	f69v	A3	f69v.2	21	13006	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::21::13006	y	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 21/38; KEINE KARTENGLOSSE] benutze	SCHEDULE	13: lasse	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
317	f69v	A3	f69v.2	22	13007	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::22::13007	dy	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 22/38; KEINE KARTENGLOSSE] die	SCHEDULE	trübe Flüssigkeit	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
318	f69v	A3	f69v.2	23	13008	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::23::13008	ykey	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 23/38; KEINE KARTENGLOSSE] lokal	SCHEDULE	stehen und ziehe	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
319	f69v	A3	f69v.2	24	13009	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::24::13009	ch	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 24/38; KEINE KARTENGLOSSE] gelernte	SCHEDULE	nur den	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
320	f69v	A3	f69v.2	25	13010	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::25::13010	y	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 25/38; KEINE KARTENGLOSSE] Reihenfolge	SCHEDULE	klaren Teil ab.	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
321	f69v	A3	f69v.2	26	13011	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::26::13011	dy	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 26/38; KEINE KARTENGLOSSE] des	SCHEDULE	Regel 14:	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
322	f69v	A3	f69v.2	27	13012	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::27::13012	chol	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 27/38; KEINE KARTENGLOSSE] Exemplars	SCHEDULE	halte den	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
323	f69v	A3	f69v.2	28	13013	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::28::13013	ykar	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 28/38; KEINE KARTENGLOSSE] und	SCHEDULE	warmen Posten bedeckt	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
324	f69v	A3	f69v.2	29	13014	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::29::13014	ol	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 29/38; KEINE KARTENGLOSSE] übertrage	SCHEDULE	bis zur	COEQUAL	NONE	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
