statement_id	record_unit_id	page	statement_ordinal_in_record	constituent_fields	constituent_loci	physical_line_count	internal_cross_line_boundaries	event_count	event_serials	exact_card_sequence	closure_sequence	entry_boundary_class	exit_boundary_class	ordered_template_sequence	parse_status	recognized_event_count	exemplar_only_event_count	record_reset_status	pre_state	owner_active_target_previous_operations	inferred_missing_slots	operation_trace	post_state	backward_from_full_transition_log	backward_from_post_state_only	iatromedical_statement_exemplar	practical_statement_exemplar	domain_selection	complete_source_recovery_without_exemplar	formal_roundtrip	strongest_segmentation_rival	semantic_contract
H4-S002	H4	f55v	2	F011	f55v.5	1	NONE	3	61|62|63	2f1c5e56e8f0ff459065|6f7ff8287eddf4da9fdb|e026af581c99322fbd46	F011:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	START_NEW_CLAUSE	PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY	AMBIGUOUS	1	2	WITHIN_RECORD_TRANSITION	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(H4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(H4:I001) -> TARGET/STATION:CARRY(UNSET) -> PREVIOUS_ITEM:CARRY(UNSET) -> TARGET/STATION:INTRODUCE(H4:T001;LOCAL_MARKED_TARGET)	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	YES	YES	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:miss eine Portion des Ansatzes ab] ; [GENRE:wringe sie durch Leinwand und lasse sie klar absetzen] ; [FORMAL:CLOSE_B3; keine Wortbedeutung] [GENRE:verwahre den klaren Auszug]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge aus H4-P01 abteilen] ; LOCAL[weichen Blattrest aus der Flotte heben] ; LOCAL[Rest pressen, Flüssigkeit seihen und beide Fraktionen schließen]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=weichen Rest abteilen [Ganzfeldexemplar H4, Feld 2/4]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
H4-S003	H4	f55v	3	F012	f55v.11	1	NONE	4	64|65|66|67	f7dc90b2c31fd341f0a4|807591efc3d3f7ddbfab|2c1a5fd92b9e3c762242|1b1ffdd869fb1429ad03	F012:TERMINAL	START_NEW_CLAUSE	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	4	WITHIN_RECORD_TRANSITION	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	CARRY/INTRODUCE/RESET/INTRODUCE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(H4:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(H4:I001) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(H4:I002) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE)	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	YES	NO	[GENRE:wasche eine unreine äußere Wunde] ; [GENRE:mit dem klaren Auszug] ; [EXEMPLAR:einmal oder nach örtlicher Vorschrift] ; [FORMAL:CLOSE; keine Wortbedeutung] [GENRE:beende diesen Gebrauch]	LOCAL[zweite Blattfraktion H4-R02 eröffnen] ; LOCAL[zweite Fraktion mit frischem Wasser waschen] ; LOCAL[Fraktion warm mazerieren] ; LOCAL[zweite Blattflotte H4-P03 seihen und schließen]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=NEXT_PARALLEL_CELL: beide Linien können als zwei gleichrangige Fraktionen desselben Blattes gelten.; NONMEDICAL=zwei Arbeitsfraktionen vergleichen [Ganzfeldexemplar H4, Feld 3/4]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
H4-S004	H4	f55v	4	F013	f55v.11	1	NONE	6	68|69|70|71|72|73	2f1c5e56e8f0ff459065|308e8ea2d5d190c498e8|204b04837409088c48f9|7a4bb8136330ee4e6e56|b921a237be883a820352|6afeb5c9ab9f6cbdea0d	F013:OPEN	WITHIN_LOCUS_FIELD_BOUNDARY	RECORD_END	PARAMETER_ASSIGN > TARGET_ASSIGN > EXEMPLAR_ONLY > LINK_ACTIVE > EXEMPLAR_ONLY > EXEMPLAR_ONLY	AMBIGUOUS	3	3	WITHIN_RECORD_TRANSITION	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	CARRY/RESUME/CARRY/CARRY	OWNER	OWNER:CARRY(H4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(H4:I002) -> TARGET/STATION:CARRY(UNSET) -> PREVIOUS_ITEM:CARRY(H4:I001) -> ACTIVE_ITEM/PREPARATION:RESUME_OR_CONFIRM(H4:I002;ANSATZ?)	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	YES	NO	[CARD:MASS?] [EXEMPLAR:nimm ein örtliches Maß der zurückbehaltenen Blätter] ; [FORMAL:LOKALEN_RELATIONSSLOT_SETZEN; keine Wortbedeutung] [EXEMPLAR:lege sie an die bezeichnete äußere Stelle] ; [GENRE:erwärme sie gelinde] ; [CARD:ANSATZ?] [REGISTER:H4:I002 als zweiten Ansatz führen] ; [GENRE:mische sie mit Honig] ; [GENRE:lege den warmen Umschlag frisch auf]	MASS?=vorgesehenen Mengenwert buchen ; LOCAL[Sollmenge der zweiten Flotte buchen] ; LOKALEN_RELATIONSSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[opaken Relationsslot für Fraktionspaar und Lagergefäß setzen] ; LOCAL[erste und zweite Flotte nebeneinander prüfen] ; ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[zweite Flotte als aktiven Ansatz H4-P03 führen] ; LOCAL[Presskuchen und Flotten als Paarposten etikettieren] ; LOCAL[Paarposten H4-P04 bedeckt lagern]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Fraktionen buchen [Ganzfeldexemplar H4, Feld 4/4]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
H5-S001	H5	f56r	1	F014|F015	f56r.5|f56r.7	2	H5-LB01	9	74|75|76|77|78|79|80|81|82	b9d7b6d68209a9019e7a|2cc054357a929df85f64|0ec6a45e2950e8e7061d|2f1c5e56e8f0ff459065|2cc054357a929df85f64|893c570f3fa3fce99711|10488b911aae52b3b334|276a7c2d74d1143446f4|dd0ecaf5e27d81befffc	F014:OPEN > F015:OPEN	RECORD_START	RESUME_ACTIVE_ITEM	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > ACTION_APPLY > TARGET_ASSIGN	AMBIGUOUS	3	6	PASS_RESET_AT_RECORD_START	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	INTRODUCE/INTRODUCE/INTRODUCE/RESET	ACTIVE_ITEM/PREPARATION	OWNER:INTRODUCE(H5:O01) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(H5:I001) -> TARGET/STATION:RESET -> PREVIOUS_ITEM:RESET -> TARGET/STATION:INTRODUCE(H5:T001;LOCAL_MARKED_TARGET)	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	YES	YES	[IMAGE:vom rundblättrigen Sonnentau] ; [GENRE:sammle] [IMAGE:das ganze oberirdische Kraut im feuchten Moor] ; [EXEMPLAR:zu Beginn der Blüte] ; [CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:nur ein kleines örtliches Maß] ; [GENRE:zerstoße die frischen klebrigen Blätter] ; [GENRE:lege sie auf] ; [EXEMPLAR:eine einzelne Warze oder ein Hühnerauge] ; [CARD:ANWENDEN?] [EXEMPLAR:nur kurz anwenden] ; [CARD:ZIEL?] [EXEMPLAR:an der örtlich bezeichneten Hautstelle]	LOCAL[Bildbesitzer H5 als drüsiges Feuchtland-Rohlos H5-R01 eröffnen] ; LOCAL[kleine Gesamtpflanzenprobe sammeln] ; LOCAL[feine Wurzel- und Krautfraktion trennen] ; MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge der Krautfraktion buchen] ; LOCAL[Krautfraktion in wenig Wasser einweichen] ; LOCAL[weiches Material quetschen] ; LOCAL[klebrige Flüssigkeit als Prüfcharge H5-P01 auffangen] ; ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL[aktive Prüfcharge H5-P01 auf Prüffläche H5-T01 einsetzen] ; ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL[Zieladresse H5-T01 nach dem Auftrag im Register festhalten]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=RESUME_ACTIVE_ITEM: F015 könnte eine neue Klausel mit demselben Pflanzenteil beginnen.; NONMEDICAL=klebriges Feuchtlandmaterial übernehmen [Ganzfeldexemplar H5, Feld 1/7] || klebriges Feuchtlandmaterial übernehmen [Ganzfeldexemplar H5, Feld 2/7]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
H5-S002	H5	f56r	2	F016	f56r.8	1	NONE	4	83|84|85|86	d665560c8ff80799a82c|c10aec6d4dd877ec8bd8|276a7c2d74d1143446f4|95987d6f198d6d247511	F016:TERMINAL	RESUME_ACTIVE_ITEM	NEXT_PARALLEL_CELL	EXEMPLAR_ONLY > EXEMPLAR_ONLY > ACTION_APPLY > EXEMPLAR_ONLY	AMBIGUOUS	1	3	WITHIN_RECORD_TRANSITION	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	CARRY/RESUME/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER:CARRY(H5:O01) -> ACTIVE_ITEM/PREPARATION:RESUME(H5:I001) -> TARGET/STATION:CARRY(H5:T001) -> PREVIOUS_ITEM:CARRY(UNSET) -> TARGET/STATION:INTRODUCE(H5:T002;LOCAL_SHADOW_PLACE)	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T002;PREVIOUS_ITEM=UNSET	YES	NO	[GENRE:nimm die Auflage wieder ab] ; [GENRE:wasche die Stelle mit Wasser] ; [CARD:ANWENDEN?] [EXEMPLAR:wiederhole den Gebrauch nur falls vertragen] ; [FORMAL:CLOSE; keine Wortbedeutung] [GENRE:beende die äußere Anwendung]	LOCAL[H5-P01 als aktive Charge wieder aufnehmen] ; LOCAL[zweite Prüffläche H5-T02 bereitstellen] ; ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL[aktive Charge auf H5-T02 einsetzen] ; LOCAL[beschichtete Prüffläche lufttrocknen lassen und schließen]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=CONTINUE_SAME_CLAUSE: der Zeilenreset kann bloßer Reflow innerhalb derselben Anwendung sein.; NONMEDICAL=klein dosieren [Ganzfeldexemplar H5, Feld 3/7]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
H5-S003	H5	f56r	3	F017	f56r.12	1	NONE	4	87|88|89|90	ad3581d3144f69a5912d|2cc054357a929df85f64|b74e9e65637b7c8538dd|1322bc176443fc2a8a86	F017:OPEN	NEXT_PARALLEL_CELL	RESUME_ACTIVE_ITEM	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	4	WITHIN_RECORD_TRANSITION	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T002;PREVIOUS_ITEM=UNSET	CARRY/INTRODUCE/INTRODUCE/INTRODUCE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(H5:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(H5:I001) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(H5:I002) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE) -> TARGET/STATION:INTRODUCE(H5:T003;LOCAL_SHADOW_PLACE)	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T003;PREVIOUS_ITEM=H5:I001	YES	NO	[IMAGE:nimm vom übrigen Kraut die blühenden Stiele] ; [GENRE:trockne sie im Schatten] ; [GENRE:zerreibe sie grob] ; [GENRE:verwahre sie trocken]	LOCAL[Kopf- oder Knospenfraktion H5-R02 eröffnen] ; LOCAL[schmale Blattfraktion H5-R03 getrennt einführen] ; LOCAL[beide Fraktionen mit Loszeichen versehen] ; LOCAL[beide im Schatten trocknen]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=START_NEW_CLAUSE: die neue Linie kann statt einer Parallelzelle einen neuen Rezeptabschnitt eröffnen.; NONMEDICAL=klein dosieren [Ganzfeldexemplar H5, Feld 4/7]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
H5-S004	H5	f56r	4	F018	f56r.13	1	NONE	3	91|92|93	9ad66e67803a12e745de|087a47b5423438cd6b6a|75a523fcf039b006f97b	F018:OPEN	RESUME_ACTIVE_ITEM	NEXT_PARALLEL_CELL	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	3	WITHIN_RECORD_TRANSITION	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T003;PREVIOUS_ITEM=H5:I001	CARRY/RESUME/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(H5:O01) -> ACTIVE_ITEM/PREPARATION:RESUME(H5:I002) -> TARGET/STATION:CARRY(H5:T003) -> PREVIOUS_ITEM:CARRY(H5:I001) -> TARGET/STATION:INTRODUCE(H5:T004;LOCAL_SHADOW_PLACE)	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T004;PREVIOUS_ITEM=H5:I001	YES	NO	[GENRE:setze daraus einen schwachen Auszug an] ; [GENRE:mit mildem Wein] ; [GENRE:seihe ihn durch ein Tuch]	LOCAL[getrocknete Blattfraktion H5-R03 wieder aufnehmen] ; LOCAL[Lagerfach H5-T04 zuweisen] ; LOCAL[Fraktion trocken im Lagerfach verwahren]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=START_NEW_CLAUSE: frisch und getrocknet können zwei unabhängige Zubereitungen bezeichnen.; NONMEDICAL=Materialprobe trennen [Ganzfeldexemplar H5, Feld 5/7]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
H5-S005	H5	f56r	5	F019	f56r.18	1	NONE	4	94|95|96|97	2cc054357a929df85f64|9ad66e67803a12e745de|c71c72da4e09e0833392|61a075bc54793c1c781f	F019:OPEN	NEXT_PARALLEL_CELL	NEXT_PARALLEL_CELL	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	4	WITHIN_RECORD_TRANSITION	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T004;PREVIOUS_ITEM=H5:I001	CARRY/INTRODUCE/RESET/INTRODUCE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(H5:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(H5:I002) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(H5:I003) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE)	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H5:I002	YES	NO	[GENRE:füge Honig hinzu] ; [GENRE:erwärme gelinde] ; [GENRE:gib den Auszug als Brusttrank] ; [GENRE:bei trockenem Husten]	LOCAL[frischen Pflanzenrest H5-R04 als neue Arbeitscharge einführen] ; LOCAL[Rest mit wenig Wasser wieder anfeuchten] ; LOCAL[Rest zu gleichmäßiger Klebmasse arbeiten] ; LOCAL[frische Masse H5-P02 im bedeckten Topf lagern]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=RESUME_ACTIVE_ITEM: F019 kann den in F018 verwahrten Rest wieder aufnehmen.; NONMEDICAL=Materialprobe trennen [Ganzfeldexemplar H5, Feld 6/7]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
H5-S006	H5	f56r	6	F020	f56r.19	1	NONE	3	98|99|100	faf321940aed922846a9|9bb7122b386ebbc6138f|2f1c5e56e8f0ff459065	F020:OPEN	NEXT_PARALLEL_CELL	RECORD_END	SELECT_PART > EXEMPLAR_ONLY > PARAMETER_ASSIGN	AMBIGUOUS	2	1	WITHIN_RECORD_TRANSITION	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H5:I002	CARRY/INTRODUCE/RESET/INTRODUCE	OWNER	OWNER:CARRY(H5:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(H5:I003) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(H5:I004) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE) -> ACTIVE_ITEM/PREPARATION:CONFIRM_INTRODUCED(H5:I004;ANTEIL?)	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=H5:I003	YES	NO	[CARD:ANTEIL?] [REGISTER:H5:I004 als ausgewählten Teil führen] ; [EXEMPLAR:je Gabe] ; [CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:ein kleines örtliches Maß]	ANTEIL?=bezeichnete Fraktion wählen ; LOCAL[bezeichnete Blütenfraktion H5-R05 wählen] ; LOCAL[geöffnete Blüte als Referenzteil einlegen] ; MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge des Referenzloses buchen]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=CONTINUE_SAME_CLAUSE: F020 könnte nur den Anteil der vorherigen Honigmischung spezifizieren.; NONMEDICAL=trocknen und lagern [Ganzfeldexemplar H5, Feld 7/7]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B1-S001	B1	f81v	1	F021	f81v.2	1	NONE	1	101	7db18b2f0fb7ed0fcfd3	F021:TERMINAL	RECORD_START	WITHIN_LOCUS_FIELD_BOUNDARY	TERMINAL_FLUSH	UNIQUE	1	0	PASS_RESET_AT_RECORD_START	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	INTRODUCE/INTRODUCE/INTRODUCE/RESET	ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER:INTRODUCE(B1:O01) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B1:I001) -> TARGET/STATION:RESET -> PREVIOUS_ITEM:RESET -> TARGET/STATION:INTRODUCE(B1:T001;LOCAL_MARKED_TARGET)	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001;PREVIOUS_ITEM=UNSET	YES	YES	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A020:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Ein erstes Feld kann Überschrift oder Rubrik statt Klausel sein.; NONMEDICAL=Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 1/24]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
