event_serial	page	locus	record_unit_id	field_id	statement_id	event_index_in_locus	event_index_in_record	surface_display_only	exact_joint_card_id	formal_formula_opaque	formal_value	terminal_status	strict_formal_prompt	working_exact_mnemonic_or_UNKNOWN_EXEMPLAR	semantic_tail_status	compiler_channel	bounded_template	template_trigger_origin	template_parse_status	required_registers	symbolic_register_effect	field_and_line_operation	iatromedical_local_exemplar	practical_local_exemplar	domain_selection	complete_source_recovery_without_exemplar	formal_roundtrip	semantic_contract	source_lineage
299	f83r	f83r.20	B3	F103	B3-S030	9	71	saiin	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	MASS?	CREATIVE_SHORT_PROMPT_NOT_TRANSLATION	EXACT_MNEMONIC	PARAMETER_ASSIGN	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	ACTIVE_ITEM/PREPARATION	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY	OPEN_FIELD_CUT>LINE_RESET	[CARD:MASS?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I003] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	MASS?=vorgesehenen Mengenwert buchen ; LOCAL_ARGUMENT[Mengenbuch=B3:F103:M]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_SELECTED_PARSE>V68_DUAL>V69_R3
300	f83r	f83r.22	B3	F104	B3-S030	1	72	schedair	b154ff779abe5f196c80	OPAQUE_PAYLOAD + <ARG_AIR>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A011+A012+A022:ziehe die klare Flüssigkeit ab]	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
301	f83r	f83r.22	B3	F104	B3-S030	2	73	otchedy	4de12cf322dfb76ded1e	CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	FRAME_OT+TERMINAL	TERMINAL	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	CLOSE_AND_COMMIT>SPACE	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A013+A022:mische zu gleichen Teilen und beende den Schritt]	LOCAL_EXEMPLAR[klaren Oberlauf abnehmen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
302	f83r	f83r.22	B3	F105	B3-S031	3	74	qokeedy	7d25241b0e56c836372a	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	CLOSE_AND_COMMIT>SPACE	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
303	f83r	f83r.22	B3	F106	B3-S032	4	75	chedain	d784b2abcaf1a3703de2	OPAQUE_PAYLOAD + <ARG_AIN>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A005+A011+A015+A022:beginne die Spülung]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
304	f83r	f83r.22	B3	F106	B3-S032	5	76	chedy	6f7ff8287eddf4da9fdb	VARIANT_D(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A013+A022:rühre, bis alles gleichmäßig vermischt ist]	LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
305	f83r	f83r.22	B3	F106	B3-S032	6	77	qotedaiin	1779decef17481ec2853	FRAME_OT(OPAQUE_PAYLOAD + <ARG_AIIN>)	FRAME_OT	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A011+A022:das breite Gefäß]	LOCAL_EXEMPLAR[Rückstand vom Filter abnehmen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
306	f83r	f83r.22	B3	F106	B3-S032	7	78	otaiin	54d0e228ca346110af05	MARK(<ARG_AIIN>)	MARK_OPAQUE_REFERENCE	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A009+A011+A022:für dieselbe Dauer wie zuvor]	LOCAL_EXEMPLAR[Filtrat im Zielbecken auffangen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
307	f83r	f83r.22	B3	F106	B3-S032	8	79	otedy	c45ebac60774620561e2	CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	FRAME_OT+TERMINAL	TERMINAL	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	CLOSE_AND_COMMIT>SPACE	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:lasse es bis zur Klarheit ziehen und beende den Schritt]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
308	f83r	f83r.22	B3	F107	B3-S033	9	80	ldy	04a3877f0fc81b7597c9	CLOSE(LINK)	LINK_ACTIVE_STATE+TERMINAL	TERMINAL	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	CLOSE_AND_COMMIT>LINE_RESET	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A022:ziehe es ab und beende den Schritt]	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
309	f83r	f83r.24	B3	F108	B3-S034	1	81	soiiin	2c82523794dcb7d2b343	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:bis es klar ist]	LOCAL_EXEMPLAR[fertige Charge markieren;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
310	f83r	f83r.24	B3	F108	B3-S034	2	82	checthy	e0b630cb1b5df5e7105b	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	BEREIT?	CREATIVE_SHORT_PROMPT_NOT_TRANSLATION	EXACT_MNEMONIC	STATE_GATE	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	ACTIVE_ITEM/PREPARATION	ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE	APPEND_FIELD>SPACE	[CARD:BEREIT?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I004] [EXEMPLAR:A004+A011+A022:den örtlichen Prüfzustand der Charge feststellen]	BEREIT?=Freigabestand der aktiven Charge prüfen ; LOCAL_ARGUMENT[Arbeitsstand der Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_SELECTED_PARSE>V68_DUAL>V69_R3
311	f83r	f83r.24	B3	F108	B3-S034	3	83	chety	80ebbbbf238eee9f0aef	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:Gleichmäßig bearbeiten]	LOCAL_EXEMPLAR[Charge an den nächsten Lauf übergeben;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
312	f83r	f83r.24	B3	F108	B3-S034	4	84	otaiin	54d0e228ca346110af05	MARK(<ARG_AIIN>)	MARK_OPAQUE_REFERENCE	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A009+A011+A022:für dieselbe Dauer wie zuvor]	LOCAL_EXEMPLAR[offenen Arbeitsstand fortschreiben;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
313	f83r	f83r.24	B3	F108	B3-S034	5	85	olsaly	7811a7daff25d476e28d	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A011+A022:das untere Becken]	LOCAL_EXEMPLAR[fertige Charge markieren;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
314	f83r	f83r.24	B3	F108	B3-S034	6	86	shedy	bc4f1f5c006c74a4d26d	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	CLOSE_AND_COMMIT>LINE_RESET	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_EXEMPLAR[Zielstation bestätigen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
315	f83r	f83r.25	B4	F109	B4-S001	1	1	qokeedy	7d25241b0e56c836372a	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	CLOSE_AND_COMMIT>SPACE	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A005+A006+A008+A011+A015+A023:tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt]	LOCAL_EXEMPLAR[Beckenrand und Fugen sichten;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
316	f83r	f83r.25	B4	F110	B4-S002	2	2	qolchey	e2eb77ca9d9e1a8ba29a	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A002+A009+A011+A023:fülle danach das Gefäß]	LOCAL_EXEMPLAR[Spülwasser zuführen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
317	f83r	f83r.25	B4	F110	B4-S002	3	3	qokeey	0275fbf14e07935b0a45	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	TEMPERIEREN?	CREATIVE_SHORT_PROMPT_NOT_TRANSLATION	EXACT_MNEMONIC	ACTION_TEMPER	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	ACTIVE_ITEM/PREPARATION	TEMPER(ACTIVE_ITEM/PREPARATION)	APPEND_FIELD>SPACE	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I001] [EXEMPLAR:A005+A008+A011+A015+A023:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_SELECTED_PARSE>V68_DUAL>V69_R3
318	f83r	f83r.25	B4	F110	B4-S002	4	4	qokedy	7db18b2f0fb7ed0fcfd3	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	SPÜLEN?	CREATIVE_SHORT_PROMPT_NOT_TRANSLATION	EXACT_MNEMONIC	TERMINAL_FLUSH	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	ACTIVE_ITEM/PREPARATION|TARGET/STATION	FLUSH(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT	CLOSE_AND_COMMIT>SPACE	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=B4:T001] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A023:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_SELECTED_PARSE>V68_DUAL>V69_R3
319	f83r	f83r.25	B4	F111	B4-S003	5	5	chedy	6f7ff8287eddf4da9fdb	VARIANT_D(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A010+A011+A013+A023:rühre, bis alles gleichmäßig vermischt ist]	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
320	f83r	f83r.25	B4	F111	B4-S003	6	6	otal	90bcf0a9ec0ef56399e6	MARK(<ARG_AL>)	MARK_OPAQUE_REFERENCE	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OPEN_FIELD_CUT>LINE_RESET	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A003+A011+A023:zum unteren Ablauf hin]	LOCAL_EXEMPLAR[Leitungsöffnung ausstreichen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
321	f83r	f83r.26	B4	F112	B4-S003	1	7	otchey	faf321940aed922846a9	FRAME_OT(OPAQUE_PAYLOAD)	FRAME_OT	NONCLOSE	NONE	ANTEIL?	CREATIVE_SHORT_PROMPT_NOT_TRANSLATION	EXACT_MNEMONIC	SELECT_PART	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	OWNER|ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	PREVIOUS_ITEM:=ACTIVE_ITEM/PREPARATION;ACTIVE_ITEM/PREPARATION:=EXACT_SELECTED_PART	APPEND_FIELD>SPACE	[CARD:ANTEIL?] [REGISTER:OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;PREVIOUS_ITEM=B4:I001] [EXEMPLAR:A010+A011+A023:einen recordlokalen Anteil auswählen]	ANTEIL?=bezeichnete Teilcharge wählen ; LOCAL_ARGUMENT[Teilcharge aus B4:F112]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_SELECTED_PARSE>V68_DUAL>V69_R3
