statement_id	record_unit_id	page	statement_ordinal_in_record	constituent_fields	event_count	event_serials	primary_template	licensed_primitive_sequence	parse_status	pre_state	post_state	iatromedical_statement_text	practical_statement_text	local_comparison	strongest_practical_contradiction	roundtrip_status	semantic_ceiling
B3-S015	B3	f83r	15	F085	1	262	TERMINAL_DRAIN	TERMINAL_DRAIN	UNIQUE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	[EXEMPLAR:A001+A002+A003+A011+A022:lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt]	Den unteren Ablauf an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Charge ablassen und committen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S016	B3	f83r	16	F086|F087	2	263|264	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	[EXEMPLAR:A001+A003+A008+A011+A022:schließe den unteren Ablauf; lasse es abkühlen und beende den Schritt]	Filter, Leitungsöffnung und Beckenrand an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Arbeitsstand offen weitertragen. || An Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 Beckenrand, Zulauf und Filteraufnahme prüfen; den Ausgangsstand als lokalen Anlagenposten eröffnen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S017	B3	f83r	17	F088	1	265	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	[EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	Vorratswasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S018	B3	f83r	18	F089	1	266	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	[EXEMPLAR:A011+A012+A022:lasse es bis zur Bereitschaft stehen und beende den Schritt]	Die Charge von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 über Rinne und Gefälle umlaufen lassen, den Rücklauf auffangen und erneut zuführen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S019	B3	f83r	19	F090	1	267	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	[EXEMPLAR:A001+A005+A007+A008+A011+A015+A022:erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt]	Den unteren Ablauf an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S020	B3	f83r	20	F091	2	268|269	COMPOSITE_SEQUENCE	TARGET_ASSIGN > TERMINAL_DRAIN	UNIQUE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009;PREVIOUS_ITEM=B3:I002	[EXEMPLAR:A001+A002+A003+A004+A011+A013+A014+A022:An die bezeichnete Zielstelle führen ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt]	Den unteren Ablauf an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen; Charge ablassen und committen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S021	B3	f83r	21	F092|F093	11	270|271|272|273|274|275|276|277|278|279|280	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > STATE_GATE > TARGET_ASSIGN > PARAMETER_ASSIGN > TARGET_ASSIGN > STATE_GATE	AMBIGUOUS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	[EXEMPLAR:A001+A004+A005+A007+A008+A010+A011+A012+A013+A014+A015+A022:beginne den nächsten abgemessenen Posten ; Sobald die Zubereitung gebrauchsfertig ist ; An die bezeichnete Zielstelle führen ; Diese aktive Portion; Ein vorgeschriebenes Maß ; für einen Zeitabschnitt ; warmes Wasser ; Diese aktive Portion ; An die bezeichnete Zielstelle führen ; Sobald die Zubereitung gebrauchsfertig ist ; behalte den Rückstand und beende den Schritt]	Die fertige Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 markieren, der nächsten Station übergeben und den offenen Arbeitsstand fortschreiben. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen; Bereit-/Klarstand prüfen; Ziel-/Relationsslot setzen. Arbeitsstand offen weitertragen. || Den unteren Ablauf an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen; Ziel-/Relationsslot setzen; Bereit-/Klarstand prüfen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S022	B3	f83r	22	F094	1	281	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	[EXEMPLAR:A010+A011+A013+A022:mische zu gleichen Teilen und beende den Schritt]	Die Rücklaufleitung an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S023	B3	f83r	23	F095	1	282	TERMINAL_DRAIN	TERMINAL_DRAIN	UNIQUE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	[EXEMPLAR:A001+A002+A003+A011+A022:lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt]	Den unteren Ablauf an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Charge ablassen und committen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S024	B3	f83r	24	F096	1	283	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	[EXEMPLAR:A001+A002+A003+A005+A009+A011+A015+A022:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	Den unteren Ablauf an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S025	B3	f83r	25	F097	1	284	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	[EXEMPLAR:A008+A009+A011+A022:erwärme es einmal und beende den Schritt]	Filter, Leitungsöffnung und Beckenrand an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S026	B3	f83r	26	F098|F099	7	285|286|287|288|289|290|291	COMPOSITE_SEQUENCE	STATE_GATE	AMBIGUOUS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	[EXEMPLAR:A001+A002+A003+A005+A007+A010+A011+A012+A013+A014+A015+A022:richte die bezeichnete Beckenstation ein ; nach dem Absetzen ; rühre, bis alles gleichmäßig vermischt ist ; gib einen abgemessenen Anteil in das Gefäß ; Sobald die Zubereitung gebrauchsfertig ist ; bis der Strom klar wird; lasse die Flüssigkeit sich setzen und beende den Schritt]	Die fertige Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 markieren, der nächsten Station übergeben und den offenen Arbeitsstand fortschreiben. Lizenzierte Slotfolge: Bereit-/Klarstand prüfen. Arbeitsstand offen weitertragen. || Frisches Wasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S027	B3	f83r	27	F100	1	292	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	[EXEMPLAR:A004+A006+A008+A011+A014+A022:lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	Frisches Wasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S028	B3	f83r	28	F101	2	293|294	COMPOSITE_SEQUENCE	ACTION_TEMPER > TERMINAL_FLUSH	UNIQUE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T013;PREVIOUS_ITEM=B3:I001	[EXEMPLAR:A001+A004+A005+A008+A009+A011+A014+A015+A022:temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt]	Frisches Wasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: aktive Charge temperieren; Leitung spülen und committen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S029	B3	f83r	29	F102	3	295|296|297	COMPOSITE_SEQUENCE	LINK_ACTIVE > TERMINAL_FLUSH	AMBIGUOUS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T013;PREVIOUS_ITEM=B3:I001	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	[EXEMPLAR:A004+A005+A007+A009+A011+A012+A013+A014+A015+A022:Mit der vorigen Zubereitung weiter ; nach der ersten Spülung ; spüle die bezeichnete Stelle einmal und beende den Schritt]	Frisches Wasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: aktiven Arbeitsstand verknüpfen; Leitung spülen und committen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S030	B3	f83r	30	F103|F104	4	298|299|300|301	COMPOSITE_SEQUENCE	ACTION_APPLY > PARAMETER_ASSIGN	AMBIGUOUS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	[EXEMPLAR:A001+A010+A011+A012+A013+A022:Die aktive Portion verwenden ; Ein vorgeschriebenes Maß; ziehe die klare Flüssigkeit ab ; mische zu gleichen Teilen und beende den Schritt]	Eine abgeteilte Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 auf das technische Arbeitsziel geben, den Durchgang beobachten und den Rest auffangen. Lizenzierte Slotfolge: aktive Charge an der Station einsetzen; Mengen-/Parameterslot setzen. Arbeitsstand offen weitertragen. || Die Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 stehen lassen, Klarlauf und Bodensatz trennen und den erreichten Stand buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S031	B3	f83r	31	F105	1	302	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	[EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	Filter, Leitungsöffnung und Beckenrand an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S032	B3	f83r	32	F106	5	303|304|305|306|307	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T015;PREVIOUS_ITEM=B3:I001	[EXEMPLAR:A002+A005+A009+A010+A011+A012+A013+A015+A022:beginne die Spülung ; rühre, bis alles gleichmäßig vermischt ist ; das breite Gefäß ; für dieselbe Dauer wie zuvor ; lasse es bis zur Klarheit ziehen und beende den Schritt]	Das Filtertuch an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S033	B3	f83r	33	F107	1	308	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T015;PREVIOUS_ITEM=B3:I001	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T015;PREVIOUS_ITEM=B3:I001	[EXEMPLAR:A011+A022:ziehe es ab und beende den Schritt]	Die Rücklaufleitung an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S034	B3	f83r	34	F108	6	309|310|311|312|313|314	COMPOSITE_SEQUENCE	STATE_GATE	AMBIGUOUS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T015;PREVIOUS_ITEM=B3:I001	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I004;TARGET/STATION=B3:T016;PREVIOUS_ITEM=B3:I003	[EXEMPLAR:A002+A005+A007+A009+A010+A011+A012+A015+A022:bis es klar ist ; Sobald die Zubereitung gebrauchsfertig ist ; Gleichmäßig bearbeiten ; für dieselbe Dauer wie zuvor ; das untere Becken ; lasse es bis zur Bereitschaft stehen und beende den Schritt]	Die fertige Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 markieren, der nächsten Station übergeben und den offenen Arbeitsstand fortschreiben. Lizenzierte Slotfolge: Bereit-/Klarstand prüfen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B4-S001	B4	f83r	1	F109	1	315	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	[EXEMPLAR:A001+A005+A006+A008+A011+A015+A023:tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt]	An Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 Beckenrand, Zulauf und Filteraufnahme prüfen; den Ausgangsstand als lokalen Anlagenposten eröffnen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B4-S002	B4	f83r	2	F110	3	316|317|318	COMPOSITE_SEQUENCE	ACTION_TEMPER > TERMINAL_FLUSH	AMBIGUOUS	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=B4:T001;PREVIOUS_ITEM=UNSET	[EXEMPLAR:A001+A002+A004+A005+A008+A009+A011+A014+A015+A023:fülle danach das Gefäß ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt]	Frisches Wasser an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: aktive Charge temperieren; Leitung spülen und committen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B4-S003	B4	f83r	3	F111|F112	7	319|320|321|322|323|324|325	COMPOSITE_SEQUENCE	SELECT_PART > ACTION_TEMPER > ACTION_APPLY > LINK_ACTIVE	AMBIGUOUS	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=B4:T001;PREVIOUS_ITEM=UNSET	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	[EXEMPLAR:A001+A003+A007+A008+A009+A010+A011+A012+A013+A014+A023:rühre, bis alles gleichmäßig vermischt ist ; zum unteren Ablauf hin; Nimm den bezeichneten Anteil ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt]	Filter, Leitungsöffnung und Beckenrand an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Arbeitsstand offen weitertragen. || Die aktive Beckencharge an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 gelinde erwärmen, mit der Handprobe kontrollieren und warm halten. Lizenzierte Slotfolge: Teilcharge wählen; aktive Charge temperieren; aktive Charge an der Station einsetzen; aktiven Arbeitsstand verknüpfen. Feldbuchung schließen.	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
