edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt579_mixed_scope_voice_clause_de	relation_resumption_voice_working_clause_de	gdt579_source_roundtrip_de	full_two_slot_expansion_de	resumption_voice_status	assignment_id	resumption_root	written_slot_count	guard	audible_first_action_root	grammar_boundary_status	focus_voice_repair_count	represented_event_focus_count	event_repair_id	content_ready_boundary_clause_de	gdt580_exact_roundtrip_de	gdt581_guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt581_exact_roundtrip_de	gdt582_guard	gdt583_target_slot_count	gdt583_target_roots	gdt583_rule_ids	gdt583_refined_slot_trace_de	gdt583_refined_working_clause_de	gdt583_guard
19	G407-E0019	G407-S001	19	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthar	CH+T+AR	NONSTATE_CARD	NOT_APPLICABLE	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:CH=Entnimm|RUNNING:G407-E0019@1|ACTION:G407-E0019@1:CH] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0019@2|ACTION:G407-E0019@2:T] [3:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G407-E0019@3|ACTION:G407-E0019@2:T]	Entnimm; Stelle ein oder temperiere: von der Quelle oder aus dem Ausgangsgefäß.	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_SOURCE_FIX	[1:CH=Entnimm|RUNNING:G407-E0019@1|ACTION:G407-E0019@1:CH|GDT582_RETAINED_NON_TARGET] [2:T=Lege fest|RUNNING:G407-E0019@2|ACTION:G407-E0019@2:T|T_SOURCE_FIX] [3:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G407-E0019@3|ACTION:G407-E0019@2:T|GDT582_RETAINED_NON_TARGET]	Entnimm; Lege fest: von der Quelle oder aus dem Ausgangsgefäß.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
20	G407-E0020	G407-S001	20	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthar	CH+T+AR	NONSTATE_CARD	NOT_APPLICABLE	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:CH=Entnimm|RUNNING:G407-E0020@1|ACTION:G407-E0020@1:CH] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0020@2|ACTION:G407-E0020@2:T] [3:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G407-E0020@3|ACTION:G407-E0020@2:T]	Entnimm; Stelle ein oder temperiere: von der Quelle oder aus dem Ausgangsgefäß.	Entnimm denselben Kennwert und lege ihn fest; von der Ausgangszeile.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_SOURCE_FIX	[1:CH=Entnimm|RUNNING:G407-E0020@1|ACTION:G407-E0020@1:CH|GDT582_RETAINED_NON_TARGET] [2:T=Lege fest|RUNNING:G407-E0020@2|ACTION:G407-E0020@2:T|T_SOURCE_FIX] [3:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G407-E0020@3|ACTION:G407-E0020@2:T|GDT582_RETAINED_NON_TARGET]	Entnimm; Lege fest: von der Quelle oder aus dem Ausgangsgefäß.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
22	G407-E0022	G407-S001	22	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	syaiir	S+Y+IIN+R	NONSTATE_CARD	NOT_APPLICABLE	Wähle den laufenden Eintrag und kennzeichne ihn; auf der bezeichneten Stufe.	Wähle den laufenden Eintrag und kennzeichne ihn; auf der bezeichneten Stufe.	Wähle den laufenden Eintrag und kennzeichne ihn; auf der bezeichneten Stufe.	Wähle den laufenden Eintrag und kennzeichne ihn; auf der bezeichneten Stufe.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	S	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Wähle den laufenden Eintrag und kennzeichne ihn; auf der bezeichneten Stufe.	Wähle den laufenden Eintrag und kennzeichne ihn; auf der bezeichneten Stufe.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	4	0	[1:S=Sondere aus|RUNNING:G407-E0022@1|ACTION:G407-E0022@1:S] [2:Y=Arbeitsgut|RUNNING:G407-E0022@2|ACTION:G407-E0022@1:S] [3:IIN=auf der bezeichneten Stufe|RUNNING:G407-E0022@3|ACTION:G407-E0022@4:R] [4:R=Kennzeichne oder prüfe|RUNNING:G407-E0022@4|ACTION:G407-E0022@4:R]	Sondere aus: Arbeitsgut; Kennzeichne oder prüfe: auf der bezeichneten Stufe.	Wähle den laufenden Eintrag und kennzeichne ihn; auf der bezeichneten Stufe.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	S	S_SOURCE_SORT_OUT	[1:S=Sondere aus|RUNNING:G407-E0022@1|ACTION:G407-E0022@1:S|S_SOURCE_SORT_OUT] [2:Y=Arbeitsgut|RUNNING:G407-E0022@2|ACTION:G407-E0022@1:S|GDT582_RETAINED_NON_TARGET] [3:IIN=auf der bezeichneten Stufe|RUNNING:G407-E0022@3|ACTION:G407-E0022@4:R|GDT582_RETAINED_NON_TARGET] [4:R=Kennzeichne oder prüfe|RUNNING:G407-E0022@4|ACTION:G407-E0022@4:R|GDT582_RETAINED_NON_TARGET]	Sondere aus: Arbeitsgut; Kennzeichne oder prüfe: auf der bezeichneten Stufe.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
23	G407-E0023	G407-S001	23	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	sheky	SH+E+K+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den laufenden Eintrag fest und ordne ihn zu; auf Grad I.	Halte den laufenden Eintrag fest und ordne ihn zu; auf Grad I.	Halte den laufenden Eintrag fest und ordne ihn zu; auf Grad I.	Halte den laufenden Eintrag fest und ordne ihn zu; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte den laufenden Eintrag fest und ordne ihn zu; auf Grad I.	Halte den laufenden Eintrag fest und ordne ihn zu; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	4	0	[1:SH=Lass ruhen|RUNNING:G407-E0023@1|ACTION:G407-E0023@1:SH] [2:E=auf Grad I|RUNNING:G407-E0023@2|ACTION:G407-E0023@1:SH] [3:K=Gib zu|RUNNING:G407-E0023@3|ACTION:G407-E0023@3:K] [4:Y=Arbeitsgut|RUNNING:G407-E0023@4|ACTION:G407-E0023@3:K]	Lass ruhen: auf Grad I; Gib zu: Arbeitsgut.	Halte den laufenden Eintrag fest und ordne ihn zu; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_SOURCE_REST	[1:SH=Lass ruhen|RUNNING:G407-E0023@1|ACTION:G407-E0023@1:SH|SH_SOURCE_REST] [2:E=auf Grad I|RUNNING:G407-E0023@2|ACTION:G407-E0023@1:SH|GDT582_RETAINED_NON_TARGET] [3:K=Gib zu|RUNNING:G407-E0023@3|ACTION:G407-E0023@3:K|GDT582_RETAINED_NON_TARGET] [4:Y=Arbeitsgut|RUNNING:G407-E0023@4|ACTION:G407-E0023@3:K|GDT582_RETAINED_NON_TARGET]	Lass ruhen: auf Grad I; Gib zu: Arbeitsgut.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
26	G407-E0026	G407-S001	26	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	shod	SH+O+D_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Halte denselben Kennwert fest; als Ausführung; an der D-Stelle.	Halte denselben Kennwert fest; als Ausführung; an der D-Stelle.	Halte denselben Kennwert fest; als Ausführung; an der D-Stelle.	Halte denselben Kennwert fest; als Ausführung; an der D-Stelle.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte denselben Kennwert fest; als Ausführung; an der D-Stelle.	Halte denselben Kennwert fest; als Ausführung; an der D-Stelle.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:SH=Lass ruhen|RUNNING:G407-E0026@1|ACTION:G407-E0026@1:SH] [2:O=in Arbeitsform|RUNNING:G407-E0026@2|ACTION:G407-E0026@1:SH] [3:D_ADDR=an der Arbeitsstelle|RUNNING:G407-E0026@3|ACTION:G407-E0026@1:SH]	Lass ruhen: in Arbeitsform, an der Arbeitsstelle.	Halte denselben Kennwert fest; als Ausführung; an der D-Stelle.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_SOURCE_REST	[1:SH=Lass ruhen|RUNNING:G407-E0026@1|ACTION:G407-E0026@1:SH|SH_SOURCE_REST] [2:O=in Arbeitsform|RUNNING:G407-E0026@2|ACTION:G407-E0026@1:SH|GDT582_RETAINED_NON_TARGET] [3:D_ADDR=an der Arbeitsstelle|RUNNING:G407-E0026@3|ACTION:G407-E0026@1:SH|GDT582_RETAINED_NON_TARGET]	Lass ruhen: in Arbeitsform, an der Arbeitsstelle.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
27	G407-E0027	G407-S001	27	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthoary	CH+T+O+AR+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den laufenden Eintrag und lege ihn fest; von der Ausgangszeile; als Ausführung.	Entnimm den laufenden Eintrag und lege ihn fest; von der Ausgangszeile; als Ausführung.	Entnimm den laufenden Eintrag und lege ihn fest; von der Ausgangszeile; als Ausführung.	Entnimm den laufenden Eintrag und lege ihn fest; von der Ausgangszeile; als Ausführung.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Entnimm den laufenden Eintrag und lege ihn fest; von der Ausgangszeile; als Ausführung.	Entnimm den laufenden Eintrag und lege ihn fest; von der Ausgangszeile; als Ausführung.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	5	0	[1:CH=Entnimm|RUNNING:G407-E0027@1|ACTION:G407-E0027@1:CH] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0027@2|ACTION:G407-E0027@2:T] [3:O=in Arbeitsform|RUNNING:G407-E0027@3|ACTION:G407-E0027@2:T] [4:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G407-E0027@4|ACTION:G407-E0027@2:T] [5:Y=Arbeitsgut|RUNNING:G407-E0027@5|ACTION:G407-E0027@2:T]	Entnimm; Stelle ein oder temperiere: in Arbeitsform, von der Quelle oder aus dem Ausgangsgefäß, Arbeitsgut.	Entnimm den laufenden Eintrag und lege ihn fest; von der Ausgangszeile; als Ausführung.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_SOURCE_FIX	[1:CH=Entnimm|RUNNING:G407-E0027@1|ACTION:G407-E0027@1:CH|GDT582_RETAINED_NON_TARGET] [2:T=Lege fest|RUNNING:G407-E0027@2|ACTION:G407-E0027@2:T|T_SOURCE_FIX] [3:O=in Arbeitsform|RUNNING:G407-E0027@3|ACTION:G407-E0027@2:T|GDT582_RETAINED_NON_TARGET] [4:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G407-E0027@4|ACTION:G407-E0027@2:T|GDT582_RETAINED_NON_TARGET] [5:Y=Arbeitsgut|RUNNING:G407-E0027@5|ACTION:G407-E0027@2:T|GDT582_RETAINED_NON_TARGET]	Entnimm; Lege fest: in Arbeitsform, von der Quelle oder aus dem Ausgangsgefäß, Arbeitsgut.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
28	G407-E0028	G407-S001	28	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthes	CH+T+E+S	NONSTATE_CARD	NOT_APPLICABLE	Entnimm denselben laufenden Eintrag, lege ihn fest und wähle ihn; auf Grad I.	Entnimm denselben laufenden Eintrag, lege ihn fest und wähle ihn; auf Grad I.	Entnimm denselben laufenden Eintrag, lege ihn fest und wähle ihn; auf Grad I.	Entnimm denselben laufenden Eintrag, lege ihn fest und wähle ihn; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Entnimm denselben laufenden Eintrag, lege ihn fest und wähle ihn; auf Grad I.	Entnimm denselben laufenden Eintrag, lege ihn fest und wähle ihn; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	4	0	[1:CH=Entnimm|RUNNING:G407-E0028@1|ACTION:G407-E0028@1:CH] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0028@2|ACTION:G407-E0028@2:T] [3:E=auf Grad I|RUNNING:G407-E0028@3|ACTION:G407-E0028@2:T] [4:S=Sondere aus|RUNNING:G407-E0028@4|ACTION:G407-E0028@4:S]	Entnimm; Stelle ein oder temperiere: auf Grad I; Sondere aus.	Entnimm denselben laufenden Eintrag, lege ihn fest und wähle ihn; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	2	S|T	S_SOURCE_SORT_OUT|T_SOURCE_FIX	[1:CH=Entnimm|RUNNING:G407-E0028@1|ACTION:G407-E0028@1:CH|GDT582_RETAINED_NON_TARGET] [2:T=Lege fest|RUNNING:G407-E0028@2|ACTION:G407-E0028@2:T|T_SOURCE_FIX] [3:E=auf Grad I|RUNNING:G407-E0028@3|ACTION:G407-E0028@2:T|GDT582_RETAINED_NON_TARGET] [4:S=Sondere aus|RUNNING:G407-E0028@4|ACTION:G407-E0028@4:S|S_SOURCE_SORT_OUT]	Entnimm; Lege fest: auf Grad I; Sondere aus.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
31	G407-E0031	G407-S001	31	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	soiin	S+O+IIN	NONSTATE_CARD	NOT_APPLICABLE	Wähle denselben laufenden Eintrag; als Ausführung und auf der bezeichneten Stufe.	Wähle denselben laufenden Eintrag; als Ausführung und auf der bezeichneten Stufe.	Wähle denselben laufenden Eintrag; als Ausführung und auf der bezeichneten Stufe.	Wähle denselben laufenden Eintrag; als Ausführung und auf der bezeichneten Stufe.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	S	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Wähle denselben laufenden Eintrag; als Ausführung und auf der bezeichneten Stufe.	Wähle denselben laufenden Eintrag; als Ausführung und auf der bezeichneten Stufe.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:S=Sondere aus|RUNNING:G407-E0031@1|ACTION:G407-E0031@1:S] [2:O=in Arbeitsform|RUNNING:G407-E0031@2|ACTION:G407-E0031@1:S] [3:IIN=auf der bezeichneten Stufe|RUNNING:G407-E0031@3|ACTION:G407-E0031@1:S]	Sondere aus: in Arbeitsform, auf der bezeichneten Stufe.	Wähle denselben laufenden Eintrag; als Ausführung und auf der bezeichneten Stufe.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	S	S_SOURCE_SORT_OUT	[1:S=Sondere aus|RUNNING:G407-E0031@1|ACTION:G407-E0031@1:S|S_SOURCE_SORT_OUT] [2:O=in Arbeitsform|RUNNING:G407-E0031@2|ACTION:G407-E0031@1:S|GDT582_RETAINED_NON_TARGET] [3:IIN=auf der bezeichneten Stufe|RUNNING:G407-E0031@3|ACTION:G407-E0031@1:S|GDT582_RETAINED_NON_TARGET]	Sondere aus: in Arbeitsform, auf der bezeichneten Stufe.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
35	G407-E0035	G407-S001	35	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthiar	CH+T+LOCAL_CHAR_I+AR	NONSTATE_CARD	NOT_APPLICABLE	Entnimm denselben laufenden Eintrag und lege ihn fest; von der Ausgangszeile; mit der i-Variante.	Entnimm denselben laufenden Eintrag und lege ihn fest; von der Ausgangszeile; mit der i-Variante.	Entnimm denselben laufenden Eintrag und lege ihn fest; von der Ausgangszeile; mit der i-Variante.	Entnimm denselben laufenden Eintrag und lege ihn fest; von der Ausgangszeile; mit der i-Variante.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Entnimm denselben laufenden Eintrag und lege ihn fest; von der Ausgangszeile; mit der i-Variante.	Entnimm denselben laufenden Eintrag und lege ihn fest; von der Ausgangszeile; mit der i-Variante.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	4	0	[1:CH=Entnimm|RUNNING:G407-E0035@1|ACTION:G407-E0035@1:CH] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0035@2|ACTION:G407-E0035@2:T] [3:LOCAL_CHAR_I=in der Innenform|RUNNING:G407-E0035@3|ACTION:G407-E0035@2:T] [4:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G407-E0035@4|ACTION:G407-E0035@2:T]	Entnimm; Stelle ein oder temperiere: in der Innenform, von der Quelle oder aus dem Ausgangsgefäß.	Entnimm denselben laufenden Eintrag und lege ihn fest; von der Ausgangszeile; mit der i-Variante.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_SOURCE_FIX	[1:CH=Entnimm|RUNNING:G407-E0035@1|ACTION:G407-E0035@1:CH|GDT582_RETAINED_NON_TARGET] [2:T=Lege fest|RUNNING:G407-E0035@2|ACTION:G407-E0035@2:T|T_SOURCE_FIX] [3:LOCAL_CHAR_I=in der Innenform|RUNNING:G407-E0035@3|ACTION:G407-E0035@2:T|GDT582_RETAINED_NON_TARGET] [4:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G407-E0035@4|ACTION:G407-E0035@2:T|GDT582_RETAINED_NON_TARGET]	Entnimm; Lege fest: in der Innenform, von der Quelle oder aus dem Ausgangsgefäß.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
40	G407-E0040	G407-S001	40	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	sair	S+AIR	NONSTATE_CARD	NOT_APPLICABLE	Wähle dieselbe Eintragseinheit; entlang der Lesebahn.	Wähle dieselbe Eintragseinheit; entlang der Lesebahn.	Wähle dieselbe Eintragseinheit; entlang der Lesebahn.	Wähle dieselbe Eintragseinheit; entlang der Lesebahn.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	S	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Wähle dieselbe Eintragseinheit; entlang der Lesebahn.	Wähle dieselbe Eintragseinheit; entlang der Lesebahn.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:S=Sondere aus|RUNNING:G407-E0040@1|ACTION:G407-E0040@1:S] [2:AIR=entlang des Arbeitswegs|RUNNING:G407-E0040@2|ACTION:G407-E0040@1:S]	Sondere aus: entlang des Arbeitswegs.	Wähle dieselbe Eintragseinheit; entlang der Lesebahn.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	S	S_SOURCE_SORT_OUT	[1:S=Sondere aus|RUNNING:G407-E0040@1|ACTION:G407-E0040@1:S|S_SOURCE_SORT_OUT] [2:AIR=entlang des Arbeitswegs|RUNNING:G407-E0040@2|ACTION:G407-E0040@1:S|GDT582_RETAINED_NON_TARGET]	Sondere aus: entlang des Arbeitswegs.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
43	G407-E0043	G407-S001	43	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthaiin	CH+T+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Kennwert und lege ihn fest.	Entnimm den Kennwert und lege ihn fest.	Entnimm den Kennwert und lege ihn fest.	Entnimm den Kennwert und lege ihn fest.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Entnimm den Kennwert und lege ihn fest.	Entnimm den Kennwert und lege ihn fest.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:CH=Entnimm|RUNNING:G407-E0043@1|ACTION:G407-E0043@1:CH] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0043@2|ACTION:G407-E0043@2:T] [3:AIIN=Flüssigkeitsmaß|RUNNING:G407-E0043@3|ACTION:G407-E0043@2:T]	Entnimm; Stelle ein oder temperiere: Flüssigkeitsmaß.	Entnimm den Kennwert und lege ihn fest.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_SOURCE_FIX	[1:CH=Entnimm|RUNNING:G407-E0043@1|ACTION:G407-E0043@1:CH|GDT582_RETAINED_NON_TARGET] [2:T=Lege fest|RUNNING:G407-E0043@2|ACTION:G407-E0043@2:T|T_SOURCE_FIX] [3:AIIN=Flüssigkeitsmaß|RUNNING:G407-E0043@3|ACTION:G407-E0043@2:T|GDT582_RETAINED_NON_TARGET]	Entnimm; Lege fest: Flüssigkeitsmaß.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
