assignment_ordinal	slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	surface	slot_position	root	primary_governor_key	direct_governor_tokens	governor_group_tokens	governor_object_scope	same_card_action_inventory	previous_visible_action	next_visible_action	gdt582_broad_default_de	gdt583_rule_id	gdt583_working_default_de	gdt583_concrete_sense_de	gdt583_reading_tier	gdt583_change_status	gdt583_rationale	gdt583_context_signature	gdt583_guard
1821	LOCAL_COMPONENT:P912-E2147@1	LOCAL_COMPONENT	P912-E2147	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	shokey	1	SH	LOCAL_ACTION:P912-E2147@1:SH	SH	SH	SAME_CARD_DIRECT_HOST	OK|SH	NONE	OK	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[SH]::G[SH]::P[NONE]::N[OK]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1822	LOCAL_COMPONENT:P912-E2151@1	LOCAL_COMPONENT	P912-E2151	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	s	1	S	LOCAL_ACTION:P912-E2151@1:S	S	S	SAME_CARD_DIRECT_HOST	S	NONE	NONE	Wähle aus	S_CELESTIAL_SELECT	Wähle aus	Sektor, Position oder Tabellenwert auswählen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	celestiales Auswahlregister	CELESTIAL::D[S]::G[S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1823	LOCAL_COMPONENT:P912-E2154@1	LOCAL_COMPONENT	P912-E2154	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	cheey	1	SH	LOCAL_ACTION:P912-E2154@1:SH	EE|SH|Y	EE|SH|Y	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[EE|SH|Y]::G[EE|SH|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1824	LOCAL_COMPONENT:P912-E2163@1	LOCAL_COMPONENT	P912-E2163	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	sheo	1	SH	LOCAL_ACTION:P912-E2163@1:SH	E|O|SH	E|O|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[E|O|SH]::G[E|O|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1825	LOCAL_COMPONENT:P912-E2166@3	LOCAL_COMPONENT	P912-E2166	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	chetalchs	3	T	LOCAL_ACTION:P912-E2166@3:T	AL|T	AL|T	SAME_CARD_DIRECT_HOST	CH|T	CH	CH	Stelle ein	T_CELESTIAL_SET	Stelle die Ringposition ein	Ringposition oder Tabellenwert einstellen	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[AL|T]::G[AL|T]::P[CH]::N[CH]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1826	LOCAL_COMPONENT:P912-E2168@1	LOCAL_COMPONENT	P912-E2168	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	shoteeody	1	SH	LOCAL_ACTION:P912-E2168@1:SH	O|SH	O|SH	SAME_CARD_DIRECT_HOST	SH|T	NONE	T	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[O|SH]::G[O|SH]::P[NONE]::N[T]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1827	LOCAL_COMPONENT:P912-E2168@3	LOCAL_COMPONENT	P912-E2168	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	shoteeody	3	T	LOCAL_ACTION:P912-E2168@3:T	EE|O|T	EE|O|T	SAME_CARD_DIRECT_HOST	SH|T	SH	NONE	Stelle ein	T_CELESTIAL_SET	Stelle die Ringposition ein	Ringposition oder Tabellenwert einstellen	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[EE|O|T]::G[EE|O|T]::P[SH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1828	LOCAL_COMPONENT:P912-E2176@1	LOCAL_COMPONENT	P912-E2176	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	shes	1	SH	LOCAL_ACTION:P912-E2176@1:SH	E|SH|S_ADDR	E|SH|S_ADDR	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[E|SH|S_ADDR]::G[E|SH|S_ADDR]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1829	LOCAL_COMPONENT:P912-E2177@1	LOCAL_COMPONENT	P912-E2177	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	to	1	T	LOCAL_ACTION:P912-E2177@1:T	O|T	O|T	SAME_CARD_DIRECT_HOST	T	NONE	NONE	Stelle ein	T_CELESTIAL_SET	Stelle die Ringposition ein	Ringposition oder Tabellenwert einstellen	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[O|T]::G[O|T]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1830	LOCAL_COMPONENT:P912-E2181@1	LOCAL_COMPONENT	P912-E2181	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	sheal	1	SH	LOCAL_ACTION:P912-E2181@1:SH	AL|E|SH	AL|E|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[AL|E|SH]::G[AL|E|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1831	LOCAL_COMPONENT:P912-E2183@1	LOCAL_COMPONENT	P912-E2183	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	tar	1	T	LOCAL_ACTION:P912-E2183@1:T	AR|T	AR|T	SAME_CARD_DIRECT_HOST	T	NONE	NONE	Stelle ein	T_CELESTIAL_SET	Stelle die Ringposition ein	Ringposition oder Tabellenwert einstellen	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[AR|T]::G[AR|T]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1832	LOCAL_COMPONENT:P912-E2187@1	LOCAL_COMPONENT	P912-E2187	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	sal	1	S	LOCAL_ACTION:P912-E2187@1:S	AL|S	AL|S	SAME_CARD_DIRECT_HOST	S	NONE	NONE	Wähle aus	S_CELESTIAL_SELECT	Wähle aus	Sektor, Position oder Tabellenwert auswählen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	celestiales Auswahlregister	CELESTIAL::D[AL|S]::G[AL|S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1833	LOCAL_COMPONENT:P912-E2193@3	LOCAL_COMPONENT	P912-E2193	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	okolshy	3	SH	LOCAL_ACTION:P912-E2193@3:SH	SH|Y	SH|Y	SAME_CARD_DIRECT_HOST	OK|SH	OK	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[SH|Y]::G[SH|Y]::P[OK]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1834	LOCAL_COMPONENT:P912-E2194@2	LOCAL_COMPONENT	P912-E2194	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	otshshdy	2	SH	LOCAL_ACTION:P912-E2194@2:SH	SH	SH	SAME_CARD_DIRECT_HOST	SH	NONE	SH	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[SH]::G[SH]::P[NONE]::N[SH]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1835	LOCAL_COMPONENT:P912-E2194@3	LOCAL_COMPONENT	P912-E2194	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	otshshdy	3	SH	LOCAL_ACTION:P912-E2194@3:SH	SH	SH	SAME_CARD_DIRECT_HOST	SH	SH	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[SH]::G[SH]::P[SH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1836	LOCAL_COMPONENT:P912-E2196@3	LOCAL_COMPONENT	P912-E2196	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	ypsharal	3	SH	LOCAL_ACTION:P912-E2196@3:SH	AL|AR|SH	AL|AR|SH	SAME_CARD_DIRECT_HOST	P|SH	P	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[AL|AR|SH]::G[AL|AR|SH]::P[P]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1837	LOCAL_COMPONENT:P912-E2202@1	LOCAL_COMPONENT	P912-E2202	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	shol	1	SH	LOCAL_ACTION:P912-E2202@1:SH	SH	SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[SH]::G[SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1838	LOCAL_COMPONENT:P912-E2204@1	LOCAL_COMPONENT	P912-E2204	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	saiin	1	S	LOCAL_ACTION:P912-E2204@1:S	AIIN|S	AIIN|S	SAME_CARD_DIRECT_HOST	S	NONE	NONE	Wähle aus	S_CELESTIAL_SELECT	Wähle aus	Sektor, Position oder Tabellenwert auswählen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	celestiales Auswahlregister	CELESTIAL::D[AIIN|S]::G[AIIN|S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1839	LOCAL_COMPONENT:P912-E2205@1	LOCAL_COMPONENT	P912-E2205	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	sheo	1	SH	LOCAL_ACTION:P912-E2205@1:SH	E|O|SH	E|O|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[E|O|SH]::G[E|O|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1840	LOCAL_COMPONENT:P912-E2212@1	LOCAL_COMPONENT	P912-E2212	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	chees	1	SH	LOCAL_ACTION:P912-E2212@1:SH	EE|SH|S_ADDR	EE|SH|S_ADDR	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[EE|SH|S_ADDR]::G[EE|SH|S_ADDR]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1841	LOCAL_COMPONENT:P912-E2214@4	LOCAL_COMPONENT	P912-E2214	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	opotey	4	T	LOCAL_ACTION:P912-E2214@4:T	E|T|Y	E|T|Y	SAME_CARD_DIRECT_HOST	P|T	P	NONE	Stelle ein	T_CELESTIAL_SET	Stelle die Ringposition ein	Ringposition oder Tabellenwert einstellen	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[E|T|Y]::G[E|T|Y]::P[P]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1842	LOCAL_COMPONENT:P912-E2217@1	LOCAL_COMPONENT	P912-E2217	NOT_APPLICABLE	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	s	1	S	LOCAL_ACTION:P912-E2217@1:S	S	S	SAME_CARD_DIRECT_HOST	S	NONE	NONE	Wähle aus	S_CELESTIAL_SELECT	Wähle aus	Sektor, Position oder Tabellenwert auswählen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	celestiales Auswahlregister	CELESTIAL::D[S]::G[S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1843	LOCAL_COMPONENT:P912-E2234@1	LOCAL_COMPONENT	P912-E2234	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	tchy	1	T	LOCAL_ACTION:P912-E2234@1:T	T|Y	T|Y	SAME_CARD_DIRECT_HOST	T	NONE	NONE	Stelle ein	T_CELESTIAL_SET	Stelle die Ringposition ein	Ringposition oder Tabellenwert einstellen	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[T|Y]::G[T|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1844	LOCAL_COMPONENT:P912-E2235@2	LOCAL_COMPONENT	P912-E2235	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	otsheo	2	SH	LOCAL_ACTION:P912-E2235@2:SH	E|O|SH	E|O|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[E|O|SH]::G[E|O|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1845	LOCAL_COMPONENT:P912-E2236@4	LOCAL_COMPONENT	P912-E2236	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	oteotey	4	T	LOCAL_ACTION:P912-E2236@4:T	E|O|T|Y	E|O|T|Y	SAME_CARD_DIRECT_HOST	T	NONE	NONE	Stelle ein	T_CELESTIAL_SET	Stelle die Ringposition ein	Ringposition oder Tabellenwert einstellen	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[E|O|T|Y]::G[E|O|T|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1846	LOCAL_COMPONENT:P912-E2237@1	LOCAL_COMPONENT	P912-E2237	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	shey	1	SH	LOCAL_ACTION:P912-E2237@1:SH	E|SH|Y	E|SH|Y	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[E|SH|Y]::G[E|SH|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1847	LOCAL_COMPONENT:P912-E2238@1	LOCAL_COMPONENT	P912-E2238	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	shecth	1	SH	LOCAL_ACTION:P912-E2238@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[E|SH]::G[E|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1848	LOCAL_COMPONENT:P912-E2240@2	LOCAL_COMPONENT	P912-E2240	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	dateey	2	T	LOCAL_ACTION:P912-E2240@2:T	DA|EE|T|Y	DA|EE|T|Y	SAME_CARD_DIRECT_HOST	T	NONE	NONE	Stelle ein	T_CELESTIAL_SET	Stelle die Ringposition ein	Ringposition oder Tabellenwert einstellen	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[DA|EE|T|Y]::G[DA|EE|T|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1849	LOCAL_COMPONENT:P912-E2241@1	LOCAL_COMPONENT	P912-E2241	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	sal	1	S	LOCAL_ACTION:P912-E2241@1:S	AL|S	AL|S	SAME_CARD_DIRECT_HOST	S	NONE	NONE	Wähle aus	S_CELESTIAL_SELECT	Wähle aus	Sektor, Position oder Tabellenwert auswählen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	celestiales Auswahlregister	CELESTIAL::D[AL|S]::G[AL|S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1850	LOCAL_COMPONENT:P912-E2244@3	LOCAL_COMPONENT	P912-E2244	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	choeteedy	3	T	LOCAL_ACTION:P912-E2244@3:T	E|EE|HO|T	E|EE|HO|T	SAME_CARD_DIRECT_HOST	T	NONE	NONE	Stelle ein	T_CELESTIAL_SET	Stelle die Ringposition ein	Ringposition oder Tabellenwert einstellen	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[E|EE|HO|T]::G[E|EE|HO|T]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1851	LOCAL_COMPONENT:P912-E2245@4	LOCAL_COMPONENT	P912-E2245	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	oteoteotsho	4	T	LOCAL_ACTION:P912-E2245@4:T	E|O|T	E|O|T	SAME_CARD_DIRECT_HOST	SH|T	NONE	T	Stelle ein	T_CELESTIAL_SET	Stelle die Ringposition ein	Ringposition oder Tabellenwert einstellen	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[E|O|T]::G[E|O|T]::P[NONE]::N[T]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1852	LOCAL_COMPONENT:P912-E2245@7	LOCAL_COMPONENT	P912-E2245	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	oteoteotsho	7	T	LOCAL_ACTION:P912-E2245@7:T	O|T	O|T	SAME_CARD_DIRECT_HOST	SH|T	T	SH	Stelle ein	T_CELESTIAL_SET	Stelle die Ringposition ein	Ringposition oder Tabellenwert einstellen	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[O|T]::G[O|T]::P[T]::N[SH]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1853	LOCAL_COMPONENT:P912-E2245@8	LOCAL_COMPONENT	P912-E2245	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	oteoteotsho	8	SH	LOCAL_ACTION:P912-E2245@8:SH	O|SH	O|SH	SAME_CARD_DIRECT_HOST	SH|T	T	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[O|SH]::G[O|SH]::P[T]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1854	LOCAL_COMPONENT:P912-E2246@2	LOCAL_COMPONENT	P912-E2246	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	yteos	2	T	LOCAL_ACTION:P912-E2246@2:T	E|O|S_ADDR|T|Y	E|O|S_ADDR|T|Y	SAME_CARD_DIRECT_HOST	T	NONE	NONE	Stelle ein	T_CELESTIAL_SET	Stelle die Ringposition ein	Ringposition oder Tabellenwert einstellen	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[E|O|S_ADDR|T|Y]::G[E|O|S_ADDR|T|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1855	LOCAL_COMPONENT:P912-E2248@1	LOCAL_COMPONENT	P912-E2248	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	sheodaly	1	SH	LOCAL_ACTION:P912-E2248@1:SH	AL|E|O|SH|Y	AL|E|O|SH|Y	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[AL|E|O|SH|Y]::G[AL|E|O|SH|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1856	LOCAL_COMPONENT:P912-E2257@1	LOCAL_COMPONENT	P912-E2257	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	sheeos	1	SH	LOCAL_ACTION:P912-E2257@1:SH	EE|O|SH|S_ADDR	EE|O|SH|S_ADDR	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte fest	SH_CELESTIAL_FIX	Halte die Position fest	Ringposition oder Tabellenwert festhalten	REGISTER_SUBREADING	LEXICALLY_REFINED	celestiales Positions- und Tabellenregister	CELESTIAL::D[EE|O|SH|S_ADDR]::G[EE|O|SH|S_ADDR]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
1857	LOCAL_COMPONENT:P912-E2263@1	LOCAL_COMPONENT	P912-E2263	NOT_APPLICABLE	f70v	CELESTIAL	Fischrad mit Stern tragenden Figuren	s	1	S	LOCAL_ACTION:P912-E2263@1:S	S	S	SAME_CARD_DIRECT_HOST	S	NONE	NONE	Wähle aus	S_CELESTIAL_SELECT	Wähle aus	Sektor, Position oder Tabellenwert auswählen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	celestiales Auswahlregister	CELESTIAL::D[S]::G[S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
