action_carry_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	inherited_action_root	inherited_action_value_de	action_source_type	action_source_event_id	source_card_distance	action_scope_frame_id	action_scope_kind	control_action_context_witness	context_voice_working_clause_de	guard
521	G407-E3516	G407-S572	f83r	BIOLOGICAL	qol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3514	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
522	G407-E3519	G407-S573	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
523	G407-E3520	G407-S574	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
524	G407-E3522	G407-S575	f83r	BIOLOGICAL	otedy	OT+E+DY	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3521	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: bearbeite denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
525	G407-E3561	G407-S583	f83r	BIOLOGICAL	otal	OT+AL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3560	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: führe denselben Stationsposten zu; zur Zielstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
526	G407-E3575	G407-S587	f83r	BIOLOGICAL	qedy	CARRIER_Q+E+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S03	BARE	YES	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; am Beginn; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
527	G407-E3613	G407-S598	f83r	BIOLOGICAL	otor	OT+OR	P	EINSETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze die Stationseinheit ein.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
528	G407-E3632	G407-S602	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3631	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: führe denselben Stationsposten zu; auf Grad II; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
529	G407-E3635	G407-S604	f83r	BIOLOGICAL	sol	OL	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
530	G407-E3642	G407-S606	f83r	BIOLOGICAL	otedy	OT+E+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
531	G407-E3643	G407-S607	f83r	BIOLOGICAL	sol	OL	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
532	G407-E3655	G407-S611	f83r	BIOLOGICAL	qotedaiin	OT+E+AIIN	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3654	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: bearbeite den Stationswert; auf Grad I.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
533	G407-E3656	G407-S611	f83r	BIOLOGICAL	otaiin	OT+AIIN	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3654	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: bearbeite den Stationswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
534	G407-E3657	G407-S611	f83r	BIOLOGICAL	otedy	OT+E+DY	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3654	3	GDT569-S02	DANACH	YES	Danach im laufenden Gang: bearbeite denselben Stationswert; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
535	G407-E3658	G407-S612	f83r	BIOLOGICAL	ldy	L+DY	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S03	BARE	YES	Im laufenden Gang: Bearbeite denselben Stationswert; über die sichtbare Verbindung; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
536	G407-E3660	G407-S613	f83r	BIOLOGICAL	qotedy	OT+E+DY	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3659	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: bearbeite denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
537	G407-E3666	G407-S616	f83r	BIOLOGICAL	otor	OT+OR	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3665	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: stelle die Stationseinheit ein.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
538	G407-E3671	G407-S616	f83r	BIOLOGICAL	otaiin	OT+AIIN	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3670	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: stelle den Stationswert ein.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
539	G407-E3672	G407-S616	f83r	BIOLOGICAL	olsaly	OL+AL+Y	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3670	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: stelle den Stationsposten ein; zur Zielstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
540	G407-E3675	G407-S618	f83r	BIOLOGICAL	qolchey	OL+Y	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze den Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
541	G407-E3679	G407-S619	f83r	BIOLOGICAL	otal	OT+AL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3678	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: bearbeite denselben Stationsposten; zur Zielstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
542	G407-E3680	G407-S619	f83r	BIOLOGICAL	otchey	OT+Y	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3678	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: bearbeite den Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
543	G407-E3696	G407-S626	f83r	BIOLOGICAL	oldy	OL+DY	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsposten; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
544	G407-E3699	G407-S627	f83r	BIOLOGICAL	qody	CARRIER_Q+O+DY	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3698	1	GDT569-S03	BARE	YES	Im laufenden Gang: Halte denselben Stationsposten; am Beginn; zur Ausführung; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
545	G407-E3701	G407-S628	f83r	BIOLOGICAL	oldy	OL+DY	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3700	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: führe denselben Stationsposten zu; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
546	G407-E3710	G407-S633	f83r	BIOLOGICAL	ldy	L+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S03	BARE	YES	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; über die sichtbare Verbindung; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
547	G407-E3736	G407-S637	f83r	BIOLOGICAL	sol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3735	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
548	G407-E3744	G407-S640	f83r	BIOLOGICAL	dairydy	AIR+Y+DY	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3743	1	GDT569-S03	BARE	YES	Im laufenden Gang: Führe den Stationsposten zu; entlang der Stationsbahn; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
549	G407-E3756	G407-S643	f83r	BIOLOGICAL	sol	OL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3754	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: führe denselben Stationsanteil zu.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
550	G407-E3757	G407-S643	f83r	BIOLOGICAL	ol	OL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3754	3	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: führe denselben Stationsanteil zu.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
551	G407-E3765	G407-S643	f83r	BIOLOGICAL	qotal	OT+AL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3764	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: bearbeite denselben Stationsposten; zur Zielstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
552	G407-E3774	G407-S646	f83r	BIOLOGICAL	lol	L+OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3773	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: entnimm denselben Stationsposten; über die sichtbare Verbindung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
553	G407-E3777	G407-S646	f83r	BIOLOGICAL	sol	OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3775	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite denselben Stationswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
554	G407-E3783	G407-S647	f83r	BIOLOGICAL	ol	OL	R	MARKIEREN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3782	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: markiere denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
555	G407-E3786	G407-S647	f83r	BIOLOGICAL	qotar	OT+AR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3785	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: entnimm denselben Stationsposten; von der Ausgangsstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
556	G407-E3787	G407-S647	f83r	BIOLOGICAL	ol	OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3785	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: entnimm denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
557	G407-E3789	G407-S647	f83r	BIOLOGICAL	ol	OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3785	4	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: entnimm denselben Stationswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
558	G407-E3793	G407-S647	f83r	BIOLOGICAL	sol	OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3785	8	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: entnimm dieselbe Stationseinheit.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
559	G407-E3819	G407-S648	f88r	PHARMA	otam	OT+AM_ADDR	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3815	4	GDT569-S02	DANACH	YES	Danach im laufenden Gang: wähle dieselbe Ansatzeinheit; an der bezeichneten Stelle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
560	G407-E3832	G407-S648	f88r	PHARMA	doleeey	D_ADDR+OL+EEE+Y	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3831	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: nimm den Drogenposten; an der bezeichneten Stelle; auf Grad III.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
561	G407-E3848	G407-S649	f88r	PHARMA	oldy	OL+DY	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3847	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: nimm denselben Drogenposten; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
562	G407-E3865	G407-S650	f88r	PHARMA	oteor	OT+E+OR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3864	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: nimm die Ansatzeinheit; auf Grad I.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
563	G407-E3868	G407-S650	f88r	PHARMA	teol	E+OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3867	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: wähle denselben Mengenwert; auf Grad I.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
564	G407-E3873	G407-S650	f88r	PHARMA	ol	OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3872	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Drogenposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
565	G407-E3878	G407-S650	f88r	PHARMA	chol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3877	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Mengenwert als Ansatz an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
566	G407-E3880	G407-S650	f88r	PHARMA	ol	OL	R	MARKIEREN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3879	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: markiere denselben Mengenwert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
567	G407-E3890	G407-S652	f88r	PHARMA	chol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3889	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Drogenposten als Ansatz an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
568	G407-E3893	G407-S652	f88r	PHARMA	chol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3892	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Drogenposten als Ansatz an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
569	G407-E3897	G407-S652	f88r	PHARMA	oldal	OL+DA+L	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3894	3	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Mengenwert; auf der zweiten Stufe; über die Gefäßverbindung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
570	G407-E3900	G407-S652	f88r	PHARMA	chol	OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3899	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: nimm denselben Drogenposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
571	G407-E3915	G407-S652	f88r	PHARMA	chol	OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3914	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: nimm dieselbe Ansatzeinheit.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
572	G407-E3926	G407-S652	f88r	PHARMA	chol	OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3925	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: nimm denselben Drogenposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
573	G407-E3927	G407-S652	f88r	PHARMA	dol	D_ADDR+OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3925	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: nimm denselben Drogenposten; an der bezeichneten Stelle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
574	G407-E3970	G407-S656	f88v	PHARMA	qotody	OT+O+DY	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte; zur Ausführung; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
575	G407-E3972	G407-S657	f88v	PHARMA	oldaiin	OL+D_ADDR+AIIN	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3971	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: gib den Mengenwert zu; an der bezeichneten Stelle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
576	G407-E3973	G407-S657	f88v	PHARMA	qoteody	OT+E+O+DY	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3971	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: gib denselben Mengenwert zu; auf Grad I; zur Ausführung; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
577	G407-E3974	G407-S658	f88v	PHARMA	yfolaiin	Y+LOCAL_CHAR_F+OL+AIIN	K	GEBEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: gib den Drogenposten und den Mengenwert zu; an der bezeichneten Stelle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
578	G407-E3988	G407-S658	f88v	PHARMA	oteody	OT+E+O+Y	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3987	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: nimm den Drogenposten; auf Grad I; zur Ausführung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
579	G407-E3995	G407-S659	f88v	PHARMA	otol	OT+OL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3994	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: gib denselben Drogenposten zu; weiterführen.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
580	G407-E3998	G407-S659	f88v	PHARMA	qotody	OT+O+DY	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E3997	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: nimm denselben Drogenposten; zur Ausführung; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
581	G407-E4003	G407-S660	f88v	PHARMA	ol	OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E4002	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Mengenwert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
582	G407-E4005	G407-S660	f88v	PHARMA	olaiin	OL+AIIN	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E4004	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze den Mengenwert als Ansatz an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
583	G407-E4008	G407-S660	f88v	PHARMA	oteody	OT+E+O+Y	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E4007	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: stelle den Drogenposten ein; auf Grad I; zur Ausführung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
584	G407-E4012	G407-S660	f88v	PHARMA	oteol	OT+E+OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E4011	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: nimm denselben Drogenposten; auf Grad I; weiterführen.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
585	G407-E4016	G407-S660	f88v	PHARMA	oteeody	OT+EE+O+DY	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E4015	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: stelle denselben Drogenposten ein; auf Grad II; zur Ausführung; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
586	G407-E4027	G407-S663	f88v	PHARMA	qoteo	OT+E+O	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte denselben Drogenanteil; auf Grad I; zur Ausführung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
587	G407-E4070	G407-S667	f89r	PHARMA	oldain	OL+AIN	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E4069	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: wähle den Drogenanteil.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
588	G407-E4081	G407-S668	f89r	PHARMA	chol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E4080	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Mengenwert als Ansatz an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
589	G407-E4083	G407-S668	f89r	PHARMA	chol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E4080	3	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Mengenwert als Ansatz an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
590	G407-E4100	G407-S668	f89r	PHARMA	chol	OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E4099	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: wähle denselben Drogenanteil.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
591	G407-E4115	G407-S669	f89r	PHARMA	darolg	AR+OL	P	EINSETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E4113	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Drogenposten ein; vom Ausgangsgefäß.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
592	G407-E4123	G407-S670	f89r	PHARMA	chol	OL	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite denselben Drogenposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
593	G407-E4130	G407-S670	f89r	PHARMA	qotey	OT+E+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E4129	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: wähle den Drogenposten; auf Grad I.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
594	G407-E4140	G407-S670	f89r	PHARMA	dainaldy	D_ADDR+AIN+AL+DY	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E4139	1	GDT569-S03	BARE	YES	Im laufenden Gang: Nimm den Drogenanteil; an der bezeichneten Stelle; zum Zielgefäß; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
595	G407-E4167	G407-S672	f89r	PHARMA	otcham	OT+AM_ADDR	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E4166	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: bearbeite denselben Drogenposten; an der bezeichneten Stelle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
596	G407-E4168	G407-S672	f89r	PHARMA	ol	OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E4166	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite denselben Drogenposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
597	G407-E4177	G407-S672	f89r	PHARMA	qotol	OT+OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E4176	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte denselben Drogenposten; weiterführen.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
598	G407-E4182	G407-S672	f89r	PHARMA	oteos	OT+E+O+S_ADDR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E4178	4	GDT569-S02	DANACH	YES	Danach im laufenden Gang: nimm denselben Drogenanteil; auf Grad I; zur Ausführung; an der bezeichneten Stelle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
