argument_carry_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	inherited_argument_root	explicit_argument_phrase_de	carried_argument_phrase_de	carried_argument_realization_count	control_prior_marker_count	context_voice_working_clause_de	guard
979	G407-E3844	G407-S649	f88r	PHARMA	cphol	CH+P+OL	Y	den Drogenposten	denselben Drogenposten	2	2	Weiter: nimm denselben Drogenposten und setze denselben Drogenposten ein.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
980	G407-E3847	G407-S649	f88r	PHARMA	otchol	OT+CH+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Danach: nimm denselben Drogenposten; weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
981	G407-E3848	G407-S649	f88r	PHARMA	oldy	OL+DY	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter im laufenden Gang: nimm denselben Drogenposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
982	G407-E3851	G407-S650	f88r	PHARMA	chokol	OK+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: setze denselben Drogenposten als Ansatz an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
983	G407-E3853	G407-S650	f88r	PHARMA	qoekol	CARRIER_Q+O+E+K+OL	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter: gib denselben Mengenwert zu; am Beginn; zur Ausführung; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
984	G407-E3854	G407-S650	f88r	PHARMA	qoekol	CARRIER_Q+O+E+K+OL	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter: gib denselben Mengenwert zu; am Beginn; zur Ausführung; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
985	G407-E3855	G407-S650	f88r	PHARMA	qockhol	CARRIER_Q+O+CH+K+OL	AIIN	den Mengenwert	denselben Mengenwert	2	2	Weiter: nimm denselben Mengenwert und gib denselben Mengenwert zu; am Beginn; zur Ausführung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
986	G407-E3856	G407-S650	f88r	PHARMA	okol	OK+OL	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter: setze denselben Mengenwert als Ansatz an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
987	G407-E3858	G407-S650	f88r	PHARMA	dsheol	SH+E+OL	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter: halte denselben Mengenwert; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
988	G407-E3868	G407-S650	f88r	PHARMA	teol	E+OL	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter im laufenden Gang: wähle denselben Mengenwert; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
989	G407-E3871	G407-S650	f88r	PHARMA	qokeol	OK+E+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
990	G407-E3873	G407-S650	f88r	PHARMA	ol	OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter im laufenden Gang: halte denselben Drogenposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
991	G407-E3874	G407-S650	f88r	PHARMA	sheeol	SH+EE+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: halte denselben Drogenposten; auf Grad II.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
992	G407-E3875	G407-S650	f88r	PHARMA	sheoldg	SH+E+OL+D_ADDR+LOCAL_CHAR_G	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: halte denselben Drogenposten; auf Grad I; an der bezeichneten Stelle; als Variante.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
993	G407-E3878	G407-S650	f88r	PHARMA	chol	OL	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter im laufenden Gang: setze denselben Mengenwert als Ansatz an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
994	G407-E3880	G407-S650	f88r	PHARMA	ol	OL	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter im laufenden Gang: markiere denselben Mengenwert.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
995	G407-E3885	G407-S651	f88r	PHARMA	cthol	CH+T+OL	Y	den Drogenposten	denselben Drogenposten	2	2	Weiter: nimm denselben Drogenposten und stelle denselben Drogenposten ein.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
996	G407-E3888	G407-S651	f88r	PHARMA	okoldy	OK+OL+DY	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: setze denselben Drogenposten als Ansatz an; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
997	G407-E3889	G407-S652	f88r	PHARMA	qokol	OK+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: setze denselben Drogenposten als Ansatz an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
998	G407-E3890	G407-S652	f88r	PHARMA	chol	OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter im laufenden Gang: setze denselben Drogenposten als Ansatz an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
999	G407-E3891	G407-S652	f88r	PHARMA	qokol	OK+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: setze denselben Drogenposten als Ansatz an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1000	G407-E3892	G407-S652	f88r	PHARMA	qokol	OK+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: setze denselben Drogenposten als Ansatz an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1001	G407-E3893	G407-S652	f88r	PHARMA	chol	OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter im laufenden Gang: setze denselben Drogenposten als Ansatz an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1002	G407-E3897	G407-S652	f88r	PHARMA	oldal	OL+DA+L	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter im laufenden Gang: halte denselben Mengenwert; auf der zweiten Stufe; über die Gefäßverbindung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1003	G407-E3900	G407-S652	f88r	PHARMA	chol	OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter im laufenden Gang: nimm denselben Drogenposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1004	G407-E3910	G407-S652	f88r	PHARMA	qokol	OK+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: setze denselben Drogenposten als Ansatz an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1005	G407-E3913	G407-S652	f88r	PHARMA	qokol	OK+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: setze denselben Drogenposten als Ansatz an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1006	G407-E3915	G407-S652	f88r	PHARMA	chol	OL	OR	die Ansatzeinheit	dieselbe Ansatzeinheit	1	1	Weiter im laufenden Gang: nimm dieselbe Ansatzeinheit.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1007	G407-E3926	G407-S652	f88r	PHARMA	chol	OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter im laufenden Gang: nimm denselben Drogenposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1008	G407-E3927	G407-S652	f88r	PHARMA	dol	D_ADDR+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter im laufenden Gang: nimm denselben Drogenposten; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1009	G407-E3949	G407-S653	f88v	PHARMA	olcheody	OL+CH+E+O+DY	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: nimm denselben Drogenposten; auf Grad I; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1010	G407-E3950	G407-S654	f88v	PHARMA	qoekeol	O+E+K+E+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: gib denselben Drogenposten zu; zur Ausführung; auf Grad I; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1011	G407-E3966	G407-S654	f88v	PHARMA	cheorol	CH+E+O+R+OL	Y	den Drogenposten	denselben Drogenposten	2	2	Weiter: nimm denselben Drogenposten und markiere denselben Drogenposten; auf Grad I; zur Ausführung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1012	G407-E3967	G407-S654	f88v	PHARMA	chekol	CH+K+OL	Y	den Drogenposten	denselben Drogenposten	2	2	Weiter: nimm denselben Drogenposten und gib denselben Drogenposten zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1013	G407-E3973	G407-S657	f88v	PHARMA	qoteody	OT+E+O+DY	AIIN	den Mengenwert	denselben Mengenwert	1	1	Danach im laufenden Gang: gib denselben Mengenwert zu; auf Grad I; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1014	G407-E3989	G407-S658	f88v	PHARMA	qockhol	CARRIER_Q+O+CH+K+OL	Y	den Drogenposten	denselben Drogenposten	2	2	Weiter: nimm denselben Drogenposten und gib denselben Drogenposten zu; am Beginn; zur Ausführung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1015	G407-E3990	G407-S658	f88v	PHARMA	okol	OK+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: setze denselben Drogenposten als Ansatz an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1016	G407-E3992	G407-S658	f88v	PHARMA	qokody	OK+O+DY	Y	den Drogenposten	denselben Drogenposten	1	1	Setze denselben Drogenposten als Ansatz an; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1017	G407-E3995	G407-S659	f88v	PHARMA	otol	OT+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Danach im laufenden Gang: gib denselben Drogenposten zu; weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1018	G407-E3996	G407-S659	f88v	PHARMA	cheeol	SH+EE+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: halte denselben Drogenposten; auf Grad II.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1019	G407-E3998	G407-S659	f88v	PHARMA	qotody	OT+O+DY	Y	den Drogenposten	denselben Drogenposten	1	1	Danach im laufenden Gang: nimm denselben Drogenposten; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1020	G407-E3999	G407-S660	f88v	PHARMA	soteol	S+OT+E+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Danach: wähle denselben Drogenposten; auf Grad I; weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1021	G407-E4000	G407-S660	f88v	PHARMA	chotam	CH+OT+AM_ADDR	Y	den Drogenposten	denselben Drogenposten	1	1	Danach: nimm denselben Drogenposten; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1022	G407-E4003	G407-S660	f88v	PHARMA	ol	OL	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter im laufenden Gang: halte denselben Mengenwert.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1023	G407-E4012	G407-S660	f88v	PHARMA	oteol	OT+E+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Danach im laufenden Gang: nimm denselben Drogenposten; auf Grad I; weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1024	G407-E4016	G407-S660	f88v	PHARMA	oteeody	OT+EE+O+DY	Y	den Drogenposten	denselben Drogenposten	1	1	Danach im laufenden Gang: stelle denselben Drogenposten ein; auf Grad II; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1025	G407-E4017	G407-S661	f88v	PHARMA	cpheody	CH+P+E+O+DY	Y	den Drogenposten	denselben Drogenposten	2	2	Nimm denselben Drogenposten und setze denselben Drogenposten ein; auf Grad I; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1026	G407-E4026	G407-S662	f88v	PHARMA	shedy	SH+E+DY	AIN	den Drogenanteil	denselben Drogenanteil	1	1	Halte denselben Drogenanteil; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1027	G407-E4027	G407-S663	f88v	PHARMA	qoteo	OT+E+O	AIN	den Drogenanteil	denselben Drogenanteil	1	1	Danach im laufenden Gang: halte denselben Drogenanteil; auf Grad I; zur Ausführung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1028	G407-E4032	G407-S663	f88v	PHARMA	tol	T+OL	AIN	den Drogenanteil	denselben Drogenanteil	1	1	Weiter: stelle denselben Drogenanteil ein.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1029	G407-E4035	G407-S663	f88v	PHARMA	sheol	SH+E+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: halte denselben Drogenposten; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1030	G407-E4043	G407-S663	f88v	PHARMA	sheedy	SH+EE+DY	OR	die Ansatzeinheit	dieselbe Ansatzeinheit	1	1	Halte dieselbe Ansatzeinheit; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1031	G407-E4056	G407-S664	f88v	PHARMA	saldy	S+AL+DY	Y	den Drogenposten	denselben Drogenposten	1	1	Wähle denselben Drogenposten; zum Zielgefäß; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1032	G407-E4071	G407-S667	f89r	PHARMA	dshody	SH+O+DY	AIN	den Drogenanteil	denselben Drogenanteil	1	1	Halte denselben Drogenanteil; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1033	G407-E4080	G407-S668	f89r	PHARMA	qokeol	OK+E+OL	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter: setze denselben Mengenwert als Ansatz an; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1034	G407-E4081	G407-S668	f89r	PHARMA	chol	OL	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter im laufenden Gang: setze denselben Mengenwert als Ansatz an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1035	G407-E4083	G407-S668	f89r	PHARMA	chol	OL	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter im laufenden Gang: setze denselben Mengenwert als Ansatz an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1036	G407-E4095	G407-S668	f89r	PHARMA	ckhol	CH+K+OL	AIIN	den Mengenwert	denselben Mengenwert	2	2	Weiter: nimm denselben Mengenwert und gib denselben Mengenwert zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1037	G407-E4100	G407-S668	f89r	PHARMA	chol	OL	AIN	den Drogenanteil	denselben Drogenanteil	1	1	Weiter im laufenden Gang: wähle denselben Drogenanteil.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1038	G407-E4115	G407-S669	f89r	PHARMA	darolg	AR+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter im laufenden Gang: setze denselben Drogenposten ein; vom Ausgangsgefäß.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1039	G407-E4121	G407-S669	f89r	PHARMA	dalchom	AL+CHD+DY	AIIN	den Mengenwert	denselben Mengenwert	1	1	Bearbeite denselben Mengenwert; zum Zielgefäß; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1040	G407-E4123	G407-S670	f89r	PHARMA	chol	OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter im laufenden Gang: bearbeite denselben Drogenposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1041	G407-E4131	G407-S670	f89r	PHARMA	qokeeol	OK+EE+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad II.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1042	G407-E4167	G407-S672	f89r	PHARMA	otcham	OT+AM_ADDR	Y	den Drogenposten	denselben Drogenposten	1	1	Danach im laufenden Gang: bearbeite denselben Drogenposten; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1043	G407-E4168	G407-S672	f89r	PHARMA	ol	OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter im laufenden Gang: bearbeite denselben Drogenposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1044	G407-E4173	G407-S672	f89r	PHARMA	sheol	SH+E+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: halte denselben Drogenposten; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1045	G407-E4177	G407-S672	f89r	PHARMA	qotol	OT+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Danach im laufenden Gang: halte denselben Drogenposten; weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1046	G407-E4182	G407-S672	f89r	PHARMA	oteos	OT+E+O+S_ADDR	AIN	den Drogenanteil	denselben Drogenanteil	1	1	Danach im laufenden Gang: nimm denselben Drogenanteil; auf Grad I; zur Ausführung; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1047	G407-E4197	G407-S675	f89r	PHARMA	cpheeedol	CH+P+EEE+D_ADDR+OL	Y	den Drogenposten	denselben Drogenposten	2	2	Weiter: nimm denselben Drogenposten und setze denselben Drogenposten ein; auf Grad III; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1048	G407-E4212	G407-S675	f89r	PHARMA	tchodol	T+CH+O+D_ADDR+OL	Y	den Drogenposten	denselben Drogenposten	2	2	Weiter: stelle denselben Drogenposten ein und nimm denselben Drogenposten; zur Ausführung; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1049	G407-E4216	G407-S675	f89r	PHARMA	dol	D_ADDR+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter im laufenden Gang: wähle denselben Drogenposten; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1050	G407-E4218	G407-S675	f89r	PHARMA	tol	T+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: stelle denselben Drogenposten ein.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1051	G407-E4224	G407-S675	f89r	PHARMA	qody	CARRIER_Q+O+DY	Y	den Drogenposten	denselben Drogenposten	1	1	Im laufenden Gang: Nimm denselben Drogenposten; am Beginn; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1052	G407-E4233	G407-S678	f89r	PHARMA	qoteol	OT+E+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Danach im laufenden Gang: nimm denselben Drogenposten; auf Grad I; weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1053	G407-E4235	G407-S678	f89r	PHARMA	otol	OT+OL	AIIN	den Mengenwert	denselben Mengenwert	1	1	Danach im laufenden Gang: nimm denselben Mengenwert; weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1054	G407-E4239	G407-S678	f89r	PHARMA	otchol	OT+CH+OL	AIIN	den Mengenwert	denselben Mengenwert	1	1	Danach: nimm denselben Mengenwert; weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1055	G407-E4244	G407-S678	f89r	PHARMA	lkeopol	L+K+E+O+P+OL	Y	den Drogenposten	denselben Drogenposten	2	2	Weiter: gib denselben Drogenposten zu und setze denselben Drogenposten ein; über die Gefäßverbindung; auf Grad I; zur Ausführung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1056	G407-E4249	G407-S678	f89r	PHARMA	okeol	OK+E+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1057	G407-E4251	G407-S678	f89r	PHARMA	okeeol	OK+EE+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad II.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1058	G407-E4253	G407-S678	f89r	PHARMA	ol	OL	OR	die Ansatzeinheit	dieselbe Ansatzeinheit	1	1	Weiter im laufenden Gang: setze dieselbe Ansatzeinheit als Ansatz an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1059	G407-E4256	G407-S678	f89r	PHARMA	chol	OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter im laufenden Gang: gib denselben Drogenposten zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1060	G407-E4258	G407-S678	f89r	PHARMA	chol	OL	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter im laufenden Gang: gib denselben Mengenwert zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1061	G407-E4260	G407-S678	f89r	PHARMA	koldam	K+OL+DY	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter: gib denselben Mengenwert zu; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1062	G407-E4261	G407-S679	f89r	PHARMA	olcheol	OL+CH+E+O+DY	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter: nimm denselben Mengenwert; auf Grad I; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1063	G407-E4262	G407-S680	f89r	PHARMA	dol	D_ADDR+OL	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter im laufenden Gang: nimm denselben Mengenwert; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1064	G407-E4265	G407-S680	f89r	PHARMA	ol	OL	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter im laufenden Gang: wähle denselben Mengenwert.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1065	G407-E4272	G407-S680	f89r	PHARMA	qokeol	OK+E+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1066	G407-E4277	G407-S680	f89r	PHARMA	qokol	OK+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: setze denselben Drogenposten als Ansatz an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1067	G407-E4294	G407-S681	f89r	PHARMA	sheol	SH+E+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: halte denselben Drogenposten; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1068	G407-E4298	G407-S681	f89r	PHARMA	opcheol	O+P+CH+E+OL	OR	die Ansatzeinheit	dieselbe Ansatzeinheit	2	2	Weiter: setze dieselbe Ansatzeinheit ein und nimm dieselbe Ansatzeinheit; zur Ausführung; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1069	G407-E4299	G407-S681	f89r	PHARMA	shody	SH+O+DY	OR	die Ansatzeinheit	dieselbe Ansatzeinheit	1	1	Halte dieselbe Ansatzeinheit; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1070	G407-E4303	G407-S682	f89r	PHARMA	oldy	OL+DY	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter im laufenden Gang: setze denselben Drogenposten als Ansatz an; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1071	G407-E4305	G407-S683	f89r	PHARMA	ytoldy	OL+DY	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter im laufenden Gang: halte denselben Drogenposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1072	G407-E4309	G407-S684	f89r	PHARMA	keol	K+E+OL	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter: gib denselben Mengenwert zu; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1073	G407-E4314	G407-S684	f89r	PHARMA	okeol	OK+E+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1074	G407-E4320	G407-S685	f89r	PHARMA	okeol	OK+E+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1075	G407-E4326	G407-S685	f89r	PHARMA	qokeol	OK+E+OL	Y	den Drogenposten	denselben Drogenposten	1	1	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
1076	G407-E4332	G407-S685	f89r	PHARMA	qokeol	OK+E+OL	AIIN	den Mengenwert	denselben Mengenwert	1	1	Weiter: setze denselben Mengenwert als Ansatz an; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
