surface	family_class	left_string	page	physical_folio	locus	token_ordinal	token_index	surface_rank_in_current_line	line_token_count	line_position	norm_position	section	language	hand	paragraph_start_line	paragraph_end_line	true_paragraph_start	true_paragraph_end	left_surface	right_surface	reader_exact	zl3b_surface_count	it2a_surface_count	rf1b_surface_count	reader_exact_method	current_line	component_export_credit	occurrence_id
otar	LEFT_STRING_PLUS_AR	ot	f108v	f108	f108v.23	8	8	1	11	MIDDLE	0.700000000000	S	B	3	0	0	0	0	cheeky	aiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeeor okeey qoeey chodaal daiin checthal cheeky otar aiin chckhy lteedy	0	G789-O1038
tchar	LEFT_STRING_PLUS_AR	tch	f108v	f108	f108v.24	10	10	1	12	MIDDLE	0.818181818182	S	B	3	0	0	0	0	daiin	okeedaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	daiin chekeek checkhy ol r ain odar sheey daiin tchar okeedaiin oram	0	G789-O1039
ar	BARE_AR	NONE	f108v	f108	f108v.26	7	7	1	14	MIDDLE	0.461538461538	S	B	3	0	0	0	0	dlaiin	or	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sair okeaiin cheol shedy qokeeey dlaiin ar or lkar char aiin okal ldyr ls	0	G789-O1040
lkar	LEFT_STRING_PLUS_AR	lk	f108v	f108	f108v.26	9	9	1	14	MIDDLE	0.615384615385	S	B	3	0	0	0	0	or	char	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sair okeaiin cheol shedy qokeeey dlaiin ar or lkar char aiin okal ldyr ls	0	G789-O1041
char	LEFT_STRING_PLUS_AR	ch	f108v	f108	f108v.26	10	10	1	14	MIDDLE	0.692307692308	S	B	3	0	0	0	0	lkar	aiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sair okeaiin cheol shedy qokeeey dlaiin ar or lkar char aiin okal ldyr ls	0	G789-O1042
okar	LEFT_STRING_PLUS_AR	ok	f108v	f108	f108v.27	4	4	1	13	MIDDLE	0.250000000000	S	B	3	0	0	0	0	lkeeey	ar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sal lcheal lkeeey okar ar ain olcheees ol cheal okaiin ykar al okalam	0	G789-O1043
ar	BARE_AR	NONE	f108v	f108	f108v.27	5	5	1	13	MIDDLE	0.333333333333	S	B	3	0	0	0	0	okar	ain	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sal lcheal lkeeey okar ar ain olcheees ol cheal okaiin ykar al okalam	0	G789-O1044
ykar	LEFT_STRING_PLUS_AR	yk	f108v	f108	f108v.27	11	11	1	13	MIDDLE	0.833333333333	S	B	3	0	0	0	0	okaiin	al	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sal lcheal lkeeey okar ar ain olcheees ol cheal okaiin ykar al okalam	0	G789-O1045
rar	LEFT_STRING_PLUS_AR	r	f108v	f108	f108v.39	5	5	1	13	MIDDLE	0.333333333333	S	B	3	0	0	0	0	chey	ain	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sain chey lkedain chey rar ain al chear olor chedaiin oteey chedy rl	0	G789-O1046
chear	LEFT_STRING_PLUS_AR	che	f108v	f108	f108v.39	8	8	1	13	MIDDLE	0.583333333333	S	B	3	0	0	0	0	al	olor	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sain chey lkedain chey rar ain al chear olor chedaiin oteey chedy rl	0	G789-O1047
shear	LEFT_STRING_PLUS_AR	she	f108v	f108	f108v.41	6	6	1	11	MIDDLE	0.500000000000	S	B	3	0	0	0	0	lsheedain	olkedy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dshedy tedy checkhey sheeky lsheedain shear olkedy chy kar tar otaiin	0	G789-O1048
kar	LEFT_STRING_PLUS_AR	k	f108v	f108	f108v.41	9	9	1	11	MIDDLE	0.800000000000	S	B	3	0	0	0	0	chy	tar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dshedy tedy checkhey sheeky lsheedain shear olkedy chy kar tar otaiin	0	G789-O1049
tar	LEFT_STRING_PLUS_AR	t	f108v	f108	f108v.41	10	10	1	11	MIDDLE	0.900000000000	S	B	3	0	0	0	0	kar	otaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dshedy tedy checkhey sheeky lsheedain shear olkedy chy kar tar otaiin	0	G789-O1050
keear	LEFT_STRING_PLUS_AR	kee	f108v	f108	f108v.49	7	7	1	12	MIDDLE	0.545454545455	S	B	3	0	0	0	0	cheol	qokeedy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	saiin okain cheey lkaiin cheal cheol keear qokeedy qokeey checkhedy qokal oam	0	G789-O1051
lar	LEFT_STRING_PLUS_AR	l	f108v	f108	f108v.51	11	11	1	11	LAST	1.000000000000	S	B	3	0	0	0	0	okeey	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ssheodain qokeeo okeey qoksheedy char air okeey qokeeolchey olkeey okeey lar	0	G789-O1052
olchar	LEFT_STRING_PLUS_AR	olch	f108v	f108	f108v.53	1	1	1	5	FIRST	0.000000000000	S	B	3	0	1	0	0	EDGE	ol	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	olchar ol chedy lshy otedy	0	G789-O1053
shar	LEFT_STRING_PLUS_AR	sh	f111r	f111	f111r.1	2	2	1	11	MIDDLE	0.100000000000	S	B	3	1	0	0	0	kcholchdar	aiip	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	kcholchdar shar aiip chepchedy chetalshy sheek shear shey ror am shey	0	G789-O1054
shear	LEFT_STRING_PLUS_AR	she	f111r	f111	f111r.1	7	7	1	11	MIDDLE	0.600000000000	S	B	3	1	0	0	0	sheek	shey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	kcholchdar shar aiip chepchedy chetalshy sheek shear shey ror am shey	0	G789-O1055
qokear	LEFT_STRING_PLUS_AR	qoke	f111r	f111	f111r.3	6	6	1	11	MIDDLE	0.500000000000	S	B	3	0	0	0	0	qokeey	chal	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dsheedy lkeedy chckhy lchedy qokeey qokear chal qokeear cheokedy sal lokam	0	G789-O1056
ar	BARE_AR	NONE	f111r	f111	f111r.4	13	13	1	14	MIDDLE	0.923076923077	S	B	3	0	0	0	0	lor	am	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	saiin oteedy qokeey daiin okedal chedy qokedy l shedy chchy okeey lor ar am	0	G789-O1057
otar	LEFT_STRING_PLUS_AR	ot	f111r	f111	f111r.7	11	11	1	13	MIDDLE	0.833333333333	S	B	3	0	0	0	0	otedy	aiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sshedy qokeey checthey oteedy lchedy chol sheeol qokeody raiin otedy otar aiin om	0	G789-O1058
qokear	LEFT_STRING_PLUS_AR	qoke	f111r	f111	f111r.10	4	4	1	12	MIDDLE	0.272727272727	S	B	3	0	0	0	0	shedy	ochey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ykeedaiin shekain shedy qokear ochey reeey qokeey olaiiin chedy lkeeody oraiin oty	0	G789-O1059
ar	BARE_AR	NONE	f111r	f111	f111r.11	7	7	1	12	MIDDLE	0.545454545455	S	B	3	0	0	0	0	sheedy	ay	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dshey lkeedy lkeedy cheedy oteedaiin sheedy ar ay shkaiin chey daiin daram	0	G789-O1060
ar	BARE_AR	NONE	f111r	f111	f111r.12	9	9	1	11	MIDDLE	0.800000000000	S	B	3	0	0	0	0	oteolair	shedam	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dsheeo qokeedy otchedey lshey lkeedy oteey qokeedy oteolair ar shedam cheam	0	G789-O1061
tar	LEFT_STRING_PLUS_AR	t	f111r	f111	f111r.15	11	11	1	12	MIDDLE	0.909090909091	S	B	3	0	0	0	0	otedar	pchdam	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sheeodar aiin sheey shey oteody oteedy chey daiin oteol otedar tar pchdam	0	G789-O1062
shtar	LEFT_STRING_PLUS_AR	sht	f111r	f111	f111r.16	10	10	1	11	MIDDLE	0.900000000000	S	B	3	0	0	0	0	sheedy	keedy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dchedshey qokeedy okeodain shet sheota oteal tey lkeey sheedy shtar keedy	0	G789-O1063
okar	LEFT_STRING_PLUS_AR	ok	f111r	f111	f111r.21	2	2	1	19	MIDDLE	0.055555555556	S	B	3	0	0	0	0	daiin	ain	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	daiin okar ain teey oteey ox o r shey chey ky deedy cheo dain sheet ar al l cheotydy	0	G789-O1064
ar	BARE_AR	NONE	f111r	f111	f111r.21	16	16	1	19	MIDDLE	0.833333333333	S	B	3	0	0	0	0	sheet	al	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	daiin okar ain teey oteey ox o r shey chey ky deedy cheo dain sheet ar al l cheotydy	0	G789-O1065
char	LEFT_STRING_PLUS_AR	ch	f111r	f111	f111r.24	9	9	1	12	MIDDLE	0.727272727273	S	B	3	0	0	0	0	oteodain	lky	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sain chckhey cheos lchal lkechey okeey lkechedy oteodain char lky lchr ainai	0	G789-O1066
oxar	LEFT_STRING_PLUS_AR	ox	f111r	f111	f111r.25	11	11	1	14	MIDDLE	0.769230769231	S	B	3	0	0	0	0	oy	aiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	so sheor okeedy oteeey qokeey qokeeo s chedar alal oy oxar aiin odaiin chody	0	G789-O1067
ar	BARE_AR	NONE	f111r	f111	f111r.29	9	9	1	13	MIDDLE	0.666666666667	S	B	3	0	0	0	0	al	qokeedy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	salkeedy lkeedy chckhy rky chey okeeo chr al ar qokeedy qokedy qoteedy qod	0	G789-O1068
chtar	LEFT_STRING_PLUS_AR	cht	f111r	f111	f111r.30	4	4	1	11	MIDDLE	0.300000000000	S	B	3	0	0	0	0	qotchey	ar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qockhedy qokeechy qotchey chtar ar chkeey lkar aiin chedy qokeey qoirain	0	G789-O1069
ar	BARE_AR	NONE	f111r	f111	f111r.30	5	5	1	11	MIDDLE	0.400000000000	S	B	3	0	0	0	0	chtar	chkeey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qockhedy qokeechy qotchey chtar ar chkeey lkar aiin chedy qokeey qoirain	0	G789-O1070
lkar	LEFT_STRING_PLUS_AR	lk	f111r	f111	f111r.30	7	7	1	11	MIDDLE	0.600000000000	S	B	3	0	0	0	0	chkeey	aiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qockhedy qokeechy qotchey chtar ar chkeey lkar aiin chedy qokeey qoirain	0	G789-O1071
tear	LEFT_STRING_PLUS_AR	te	f111r	f111	f111r.32	5	5	1	11	MIDDLE	0.400000000000	S	B	3	0	0	0	0	keey	qoteey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dsheeoteey qokeeo l keey tear qoteey qotain cho lkeeedy lchechdy qokechy	0	G789-O1072
ar	BARE_AR	NONE	f111r	f111	f111r.33	4	4	1	14	MIDDLE	0.230769230769	S	B	3	0	0	0	0	ain	ol	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qoeeeo s ain ar ol keey lkair cheda chkal keeodal eees chody qokeedy dl	0	G789-O1073
ar	BARE_AR	NONE	f111r	f111	f111r.34	6	6	1	12	MIDDLE	0.454545454545	S	B	3	0	0	0	0	olain	akeom	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	teo olkeeo al lkeeey olain ar akeom qokain al qokeeod lkedlkey teedar	0	G789-O1074
ar	BARE_AR	NONE	f111r	f111	f111r.35	3	3	1	6	MIDDLE	0.400000000000	S	B	3	0	1	0	0	chedl	aiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	y chedl ar aiin aiy dam	0	G789-O1075
cheamar	LEFT_STRING_PLUS_AR	cheam	f111r	f111	f111r.39	10	10	1	10	LAST	1.000000000000	S	B	3	0	0	0	0	qokeey	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	saiin chckhedy okain oteain shok qokechdy okechedy chedy qokeey cheamar	0	G789-O1076
lkar	LEFT_STRING_PLUS_AR	lk	f111r	f111	f111r.46	8	8	1	13	MIDDLE	0.583333333333	S	B	3	0	0	0	0	chey	al	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	y cheeo lkeey oteed lkeedy okeeshey chey lkar al olchal or aiin cheom	0	G789-O1077
qeear	LEFT_STRING_PLUS_AR	qee	f111r	f111	f111r.47	5	5	1	9	MIDDLE	0.500000000000	S	B	3	0	1	0	0	qoteedy	al	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sheedy qokeey sheey qoteedy qeear al chedy okeey chedy	0	G789-O1078
kar	LEFT_STRING_PLUS_AR	k	f111r	f111	f111r.51	5	5	1	13	MIDDLE	0.333333333333	S	B	3	1	0	0	0	chl	r	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	polkeeo shey cheokeain chl kar r aiin char ain al lkeedy qokal okchy	0	G789-O1079
char	LEFT_STRING_PLUS_AR	ch	f111r	f111	f111r.52	10	10	1	12	MIDDLE	0.818181818182	S	B	3	0	0	0	0	chckhy	aiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dair al qokeey qokaiin sheal qokeain shckhy sain chckhy char aiin alom	0	G789-O1080
chcthar	LEFT_STRING_PLUS_AR	chcth	f111v	f111	f111v.3	9	9	1	12	MIDDLE	0.727272727273	S	B	3	0	0	0	0	dain	otar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dain chedy shedal otedy oteey chedy qokeey dain chcthar otar qotain otaim	0	G789-O1081
otar	LEFT_STRING_PLUS_AR	ot	f111v	f111	f111v.3	10	10	1	12	MIDDLE	0.818181818182	S	B	3	0	0	0	0	chcthar	qotain	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dain chedy shedal otedy oteey chedy qokeey dain chcthar otar qotain otaim	0	G789-O1082
okear	LEFT_STRING_PLUS_AR	oke	f111v	f111	f111v.9	3	3	1	12	MIDDLE	0.181818181818	S	B	3	0	0	0	0	shedal	l	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	lshey shedal okear l kedy cheolkeey lkey okeey qokeey qokey qokain am	0	G789-O1083
chear	LEFT_STRING_PLUS_AR	che	f111v	f111	f111v.10	10	10	1	13	MIDDLE	0.750000000000	S	B	3	0	0	0	0	qokain	qoteol	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	soiin shed qoksheo lor cheo lol aiin shey qokain chear qoteol shcthy ldy	0	G789-O1084
shear	LEFT_STRING_PLUS_AR	she	f111v	f111	f111v.11	3	3	1	11	MIDDLE	0.200000000000	S	B	3	0	0	0	0	lcheey	aiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	y lcheey shear aiin sheear otain otedy qokain chedkain shedaitain shalg	0	G789-O1085
qear	LEFT_STRING_PLUS_AR	qe	f111v	f111	f111v.12	1	1	1	11	FIRST	0.000000000000	S	B	3	0	0	0	0	EDGE	ain	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qear ain shey okeeey qokaiin checkhy sho lchal sheey shckhey kshartar	0	G789-O1086
chetar	LEFT_STRING_PLUS_AR	chet	f111v	f111	f111v.13	6	6	1	12	MIDDLE	0.454545454545	S	B	3	0	0	0	0	kedy	okaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sheaiin okaiin shckhy cheol kedy chetar okaiin shal lchdal tedy tar amd	0	G789-O1087
tar	LEFT_STRING_PLUS_AR	t	f111v	f111	f111v.13	11	11	1	12	MIDDLE	0.909090909091	S	B	3	0	0	0	0	tedy	amd	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sheaiin okaiin shckhy cheol kedy chetar okaiin shal lchdal tedy tar amd	0	G789-O1088
chear	LEFT_STRING_PLUS_AR	che	f111v	f111	f111v.14	3	3	1	12	MIDDLE	0.181818181818	S	B	3	0	0	0	0	qokain	ol	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qocheol qokain chear ol oin shedy qotaiin qokeechy olkeey lkain lal gm	0	G789-O1089
okar	LEFT_STRING_PLUS_AR	ok	f111v	f111	f111v.16	6	6	1	13	MIDDLE	0.416666666667	S	B	3	0	0	0	0	lchedy	al	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokain sheol qokain shckhey lchedy okar al qotal shedy otain far aiin am	0	G789-O1090
far	LEFT_STRING_PLUS_AR	f	f111v	f111	f111v.16	11	11	1	13	MIDDLE	0.833333333333	S	B	3	0	0	0	0	otain	aiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokain sheol qokain shckhey lchedy okar al qotal shedy otain far aiin am	0	G789-O1091
ar	BARE_AR	NONE	f111v	f111	f111v.17	9	9	1	12	MIDDLE	0.727272727273	S	B	3	0	0	0	0	saiin	lchal	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	solkain shey okaiin sheey qokain chkal chckhy saiin ar lchal she otain	0	G789-O1092
char	LEFT_STRING_PLUS_AR	ch	f111v	f111	f111v.19	7	7	1	11	MIDDLE	0.600000000000	S	B	3	0	0	0	0	qokain	shcthey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokaiin cheal tain qokain shey qokain char shcthey qoky chy qokaiin	0	G789-O1093
shar	LEFT_STRING_PLUS_AR	sh	f111v	f111	f111v.20	3	3	1	11	MIDDLE	0.200000000000	S	B	3	0	0	0	0	qokal	qoteal	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shain qokal shar qoteal qotain chedy qotain shcthy qokshedy qotain ar	0	G789-O1094
ar	BARE_AR	NONE	f111v	f111	f111v.20	11	11	1	11	LAST	1.000000000000	S	B	3	0	0	0	0	qotain	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shain qokal shar qoteal qotain chedy qotain shcthy qokshedy qotain ar	0	G789-O1095
rar	LEFT_STRING_PLUS_AR	r	f111v	f111	f111v.21	5	5	1	15	MIDDLE	0.285714285714	S	B	3	0	0	0	0	qol	ain	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	0	G789-O1096
chear	LEFT_STRING_PLUS_AR	che	f111v	f111	f111v.21	14	14	1	15	MIDDLE	0.928571428571	S	B	3	0	0	0	0	qokain	alam	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	0	G789-O1097
ychear	LEFT_STRING_PLUS_AR	yche	f111v	f111	f111v.22	2	2	1	11	MIDDLE	0.100000000000	S	B	3	0	0	0	0	saiin	olsheey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	saiin ychear olsheey chetain chedy qokain okain al chan okalchey lkeeey	0	G789-O1098
qokar	LEFT_STRING_PLUS_AR	qok	f111v	f111	f111v.23	3	3	1	11	MIDDLE	0.200000000000	S	B	3	0	0	0	0	sheckhy	chalkain	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokaiin sheckhy qokar chalkain chckhedy lcheol okaiin qokain cheol daiin lam	0	G789-O1099
qokar	LEFT_STRING_PLUS_AR	qok	f111v	f111	f111v.24	2	2	1	11	MIDDLE	0.100000000000	S	B	3	0	0	0	0	cheodain	otain	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	cheodain qokar otain chedy lkain chey shckhy qokl chedy qokar chctham	0	G789-O1100
qokar	LEFT_STRING_PLUS_AR	qok	f111v	f111	f111v.24	10	10	2	11	MIDDLE	0.900000000000	S	B	3	0	0	0	0	chedy	chctham	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	cheodain qokar otain chedy lkain chey shckhy qokl chedy qokar chctham	0	G789-O1101
chear	LEFT_STRING_PLUS_AR	che	f111v	f111	f111v.28	3	3	1	4	MIDDLE	0.666666666667	S	B	3	0	1	0	0	okain	lkain	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qorchain okain chear lkain	0	G789-O1102
shokar	LEFT_STRING_PLUS_AR	shok	f111v	f111	f111v.30	1	1	1	11	FIRST	0.000000000000	S	B	3	0	1	0	0	EDGE	okeokain	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shokar okeokain sheekain qokain chechey qokeey qetain otain ar lkain lky	0	G789-O1103
ar	BARE_AR	NONE	f111v	f111	f111v.30	9	9	1	11	MIDDLE	0.800000000000	S	B	3	0	1	0	0	otain	lkain	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shokar okeokain sheekain qokain chechey qokeey qetain otain ar lkain lky	0	G789-O1104
tar	LEFT_STRING_PLUS_AR	t	f111v	f111	f111v.32	1	1	1	13	FIRST	0.000000000000	S	B	3	0	0	0	0	EDGE	chey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tar chey tain chkar alkar chey qol chedy okain chey l cheey charan	0	G789-O1105
chkar	LEFT_STRING_PLUS_AR	chk	f111v	f111	f111v.32	4	4	1	13	MIDDLE	0.250000000000	S	B	3	0	0	0	0	tain	alkar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tar chey tain chkar alkar chey qol chedy okain chey l cheey charan	0	G789-O1106
alkar	LEFT_STRING_PLUS_AR	alk	f111v	f111	f111v.32	5	5	1	13	MIDDLE	0.333333333333	S	B	3	0	0	0	0	chkar	chey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tar chey tain chkar alkar chey qol chedy okain chey l cheey charan	0	G789-O1107
char	LEFT_STRING_PLUS_AR	ch	f111v	f111	f111v.33	12	12	1	12	LAST	1.000000000000	S	B	3	0	1	0	1	cheal	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	y sheeil oair ain okan sheain y qokan chan aman cheal char	0	G789-O1108
polar	LEFT_STRING_PLUS_AR	pol	f111v	f111	f111v.34	1	1	1	11	FIRST	0.000000000000	S	B	3	1	0	1	0	EDGE	okar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	polar okar teody qokain talol tarol opchedy qotar otar chtal sam	0	G789-O1109
okar	LEFT_STRING_PLUS_AR	ok	f111v	f111	f111v.34	2	2	1	11	MIDDLE	0.100000000000	S	B	3	1	0	0	0	polar	teody	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	polar okar teody qokain talol tarol opchedy qotar otar chtal sam	0	G789-O1110
qotar	LEFT_STRING_PLUS_AR	qot	f111v	f111	f111v.34	8	8	1	11	MIDDLE	0.700000000000	S	B	3	1	0	0	0	opchedy	otar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	polar okar teody qokain talol tarol opchedy qotar otar chtal sam	0	G789-O1111
otar	LEFT_STRING_PLUS_AR	ot	f111v	f111	f111v.34	9	9	1	11	MIDDLE	0.800000000000	S	B	3	1	0	0	0	qotar	chtal	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	polar okar teody qokain talol tarol opchedy qotar otar chtal sam	0	G789-O1112
qokar	LEFT_STRING_PLUS_AR	qok	f111v	f111	f111v.36	4	4	1	10	MIDDLE	0.333333333333	S	B	3	0	1	0	0	chey	ar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shain okaiin chey qokar ar ar ain olr ar olor	0	G789-O1113
ar	BARE_AR	NONE	f111v	f111	f111v.36	5	5	1	10	MIDDLE	0.444444444444	S	B	3	0	1	0	0	qokar	ar	1	3	3	3	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shain okaiin chey qokar ar ar ain olr ar olor	0	G789-O1114
ar	BARE_AR	NONE	f111v	f111	f111v.36	6	6	2	10	MIDDLE	0.555555555556	S	B	3	0	1	0	0	ar	ain	1	3	3	3	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shain okaiin chey qokar ar ar ain olr ar olor	0	G789-O1115
ar	BARE_AR	NONE	f111v	f111	f111v.36	9	9	3	10	MIDDLE	0.888888888889	S	B	3	0	1	0	0	olr	olor	1	3	3	3	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shain okaiin chey qokar ar ar ain olr ar olor	0	G789-O1116
chear	LEFT_STRING_PLUS_AR	che	f111v	f111	f111v.38	7	7	1	11	MIDDLE	0.600000000000	S	B	3	0	0	0	0	qotl	chedy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ycheey o aiin checkhey otain qotl chear chedy qokeey okeedy lkeey	0	G789-O1117
chear	LEFT_STRING_PLUS_AR	che	f111v	f111	f111v.42	4	4	1	12	MIDDLE	0.272727272727	S	B	3	0	0	0	0	keey	qokeain	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	cheeo l keey chear qokeain okeeor cheedy okain chedy chedy teedy lcheam	0	G789-O1118
