locus_row	diagram_id	page	locus	group_count	group_serials	opaque_local_ids	surface_sequence	complete_visible_label	v71_owner_status	selected_visible_owner	local_namespace	local_owner_kind	silent_argument_default	visible_basis	continuous_local_reading	source_status	confidence	historical_celestial_rival	technical_formal_rival	contradiction	orientation_status	cross_namespace_join	prose_card_import	global_7x12	semantic_ceiling
69	A1	f67r2	f67r2.69	2	151|152	A1:G151|A1:G152	s|ay	s ay	DIRECT_VISIBLE	A1_RIGHT_PHASE_STATION_06	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_DISC_CONDITION_LABEL	lokaler Scheiben-/Bedingungsplatz 06 des rechten f67r2-Rades	farbige kleine Scheiben liegen in getrennten Feldern des rechten Rades	Am Besitzer [A1_RIGHT_PHASE_STATION_06] setze das vollständige opake Lokaletikett «s ay». Setze das Etikett an den sichtbaren Scheiben-/Bedingungsplatz des rechten Rades; seine Funktion liefert nur das lokale Exemplar. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
70	A1	f67r2	f67r2.70	1	153	A1:G153	osar	osar	DIRECT_VISIBLE	A1_RIGHT_PHASE_STATION_07	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_DISC_CONDITION_LABEL	lokaler Scheiben-/Bedingungsplatz 07 des rechten f67r2-Rades	farbige kleine Scheiben liegen in getrennten Feldern des rechten Rades	Am Besitzer [A1_RIGHT_PHASE_STATION_07] setze das vollständige opake Lokaletikett «osar». Setze das Etikett an den sichtbaren Scheiben-/Bedingungsplatz des rechten Rades; seine Funktion liefert nur das lokale Exemplar. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
71	A1	f67r2	f67r2.71	1	154	A1:G154	oran	oran	DIRECT_VISIBLE	A1_RIGHT_PHASE_STATION_08	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_DISC_CONDITION_LABEL	lokaler Scheiben-/Bedingungsplatz 08 des rechten f67r2-Rades	farbige kleine Scheiben liegen in getrennten Feldern des rechten Rades	Am Besitzer [A1_RIGHT_PHASE_STATION_08] setze das vollständige opake Lokaletikett «oran». Setze das Etikett an den sichtbaren Scheiben-/Bedingungsplatz des rechten Rades; seine Funktion liefert nur das lokale Exemplar. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
72	A1	f67r2	f67r2.72	12	155|156|157|158|159|160|161|162|163|164|165|166	A1:G155|A1:G156|A1:G157|A1:G158|A1:G159|A1:G160|A1:G161|A1:G162|A1:G163|A1:G164|A1:G165|A1:G166	dar|aldaiin|ydaiin|qkoy|ydaiin|qofair|ypair|ykoaiin|ydoly|ytalchos|oly|okey	dar aldaiin ydaiin qkoy ydaiin qofair ypair ykoaiin ydoly ytalchos oly okey	DIRECT_VISIBLE	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_RING_LEGEND	äußeres Textband des linken f67r2-Rades	konzentrische Schrift umschließt nur das linke Kreisbild	Am Besitzer [A1_LEFT_OUTER_RING_TEXT] setze das vollständige opake Lokaletikett «dar aldaiin ydaiin qkoy ydaiin qofair ypair ykoaiin ydoly ytalchos oly okey». Kopiere diese Legende vollständig in das Ringband des linken Rades und lies sie nur in diesem Rad zurück. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
73	A1	f67r2	f67r2.73	11	167|168|169|170|171|172|173|174|175|176|177	A1:G167|A1:G168|A1:G169|A1:G170|A1:G171|A1:G172|A1:G173|A1:G174|A1:G175|A1:G176|A1:G177	sshey|sy|shees|qeykeey|ykchey|ykchey|qokeochy|oaiin|okol|ar|olar	sshey sy shees qeykeey ykchey ykchey qokeochy oaiin okol ar olar	DIRECT_VISIBLE	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_RING_LEGEND	äußeres Textband des rechten f67r2-Rades	konzentrische Schrift umschließt nur das rechte Kreisbild	Am Besitzer [A1_RIGHT_OUTER_RING_TEXT] setze das vollständige opake Lokaletikett «sshey sy shees qeykeey ykchey ykchey qokeochy oaiin okol ar olar». Kopiere diese Legende vollständig in das Ringband des rechten Rades und lies sie nur in diesem Rad zurück. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
74	A1	f67r2	f67r2.74	13	178|179|180|181|182|183|184|185|186|187|188|189|190	A1:G178|A1:G179|A1:G180|A1:G181|A1:G182|A1:G183|A1:G184|A1:G185|A1:G186|A1:G187|A1:G188|A1:G189|A1:G190	yshey|qokeeody|cheos|oeeos|qockhy|chos|aiin|okeeody|qokoaiin|odain|ar|air|ay	yshey qokeeody cheos oeeos qockhy chos aiin okeeody qokoaiin odain ar air ay	UNRESOLVED	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	PAIRED_WHEEL_LEGEND_UNRESOLVED	seitenlokale Legende; das Exemplar entscheidet linkes oder rechtes Rad	der verbleibende Textblock ist keinem der zwei Räder durch eine Kante zugewiesen	Am Besitzer [A1_PAIRED_WHEEL_LEGEND_UNRESOLVED] setze das vollständige opake Lokaletikett «yshey qokeeody cheos oeeos qockhy chos aiin okeeody qokoaiin odain ar air ay». Kopiere die seitenlokale Legende exakt; das Masterexemplar entscheidet, welchem der zwei Räder sie dient. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP; OWNER_ASSIGNMENT_REQUIRES_MASTER_EXEMPLAR	LOW	gemeinsame Rubrik zweier astronomischer Konkordanzräder	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Die sichtbare Nähe entscheidet nicht, ob die Legende links, rechts oder der ganzen Seite gehört.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
75	A2	f68r1	f68r1.1	9	191|192|193|194|195|196|197|198|199	A2:G001|A2:G002|A2:G003|A2:G004|A2:G005|A2:G006|A2:G007|A2:G008|A2:G009	shokchy|chteey|choteey|cphol|cheor|opcheeol|otor|choctheeey|okchoal	shokchy chteey choteey cphol cheor opcheeol otor choctheeey okchoal	PAGE_OWNER_ONLY	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	oberer Textblock steht im linken freien Sternfeldpaneel	Am Besitzer [A2_LEFT_PANEL_HEADER] setze das vollständige opake Lokaletikett «shokchy chteey choteey cphol cheor opcheeol otor choctheeey okchoal». Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
76	A2	f68r1	f68r1.2	9	200|201|202|203|204|205|206|207|208	A2:G010|A2:G011|A2:G012|A2:G013|A2:G014|A2:G015|A2:G016|A2:G017|A2:G018	tochso|otchl|qokeeedy|cheey|cheeteey|yteody|chpor|cheokorchey|chod	tochso otchl qokeeedy cheey cheeteey yteody chpor cheokorchey chod	PAGE_OWNER_ONLY	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	oberer Textblock steht im mittleren freien Sternfeldpaneel	Am Besitzer [A2_MIDDLE_PANEL_HEADER] setze das vollständige opake Lokaletikett «tochso otchl qokeeedy cheey cheeteey yteody chpor cheokorchey chod». Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
77	A2	f68r1	f68r1.3	8	209|210|211|212|213|214|215|216	A2:G019|A2:G020|A2:G021|A2:G022|A2:G023|A2:G024|A2:G025|A2:G026	ykor|shey|qocheey|chokal|okeey|ror|eckhear|daram	ykor shey qocheey chokal okeey ror eckhear daram	PAGE_OWNER_ONLY	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Text folgt dem rechten sektorgegliederten Kreisfeld	Am Besitzer [A2_RIGHT_PANEL_HEADER] setze das vollständige opake Lokaletikett «ykor shey qocheey chokal okeey ror eckhear daram». Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
78	A2	f68r1	f68r1.4	2	217|218	A2:G027|A2:G028	dchor|okaiiin	dchor okaiiin	UNRESOLVED	A2_MULTIPANEL_HEADER_FRAGMENT_04	A68_MULTIPANEL_STAR_ATLAS	STAR_PANEL_HEADER	mehrpaneelige Seitenlegende laut Exemplar	Headerfragment gehört zum manifestierten Mehrpaneelfeld, besitzt aber keine sichtbare Objektkante	Am Besitzer [A2_MULTIPANEL_HEADER_FRAGMENT_04] setze das vollständige opake Lokaletikett «dchor okaiiin». Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP; OWNER_ASSIGNMENT_REQUIRES_MASTER_EXEMPLAR	LOW	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
79	A2	f68r1	f68r1.5	1	219	A2:G029	yky	yky	UNRESOLVED	A2_MULTIPANEL_HEADER_FRAGMENT_05	A68_MULTIPANEL_STAR_ATLAS	STAR_PANEL_HEADER	mehrpaneelige Seitenlegende laut Exemplar	Headerfragment gehört zum manifestierten Mehrpaneelfeld, besitzt aber keine sichtbare Objektkante	Am Besitzer [A2_MULTIPANEL_HEADER_FRAGMENT_05] setze das vollständige opake Lokaletikett «yky». Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP; OWNER_ASSIGNMENT_REQUIRES_MASTER_EXEMPLAR	LOW	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
80	A2	f68r1	f68r1.6	1	220	A2:G030	dary	dary	UNRESOLVED	A2_MULTIPANEL_HEADER_FRAGMENT_06	A68_MULTIPANEL_STAR_ATLAS	STAR_PANEL_HEADER	mehrpaneelige Seitenlegende laut Exemplar	Headerfragment gehört zum manifestierten Mehrpaneelfeld, besitzt aber keine sichtbare Objektkante	Am Besitzer [A2_MULTIPANEL_HEADER_FRAGMENT_06] setze das vollständige opake Lokaletikett «dary». Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP; OWNER_ASSIGNMENT_REQUIRES_MASTER_EXEMPLAR	LOW	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
81	A2	f68r1	f68r1.7	1	221	A2:G031	chkchykoly	chkchykoly	UNRESOLVED	A2_MULTIPANEL_HEADER_FRAGMENT_07	A68_MULTIPANEL_STAR_ATLAS	STAR_PANEL_HEADER	mehrpaneelige Seitenlegende laut Exemplar	Headerfragment gehört zum manifestierten Mehrpaneelfeld, besitzt aber keine sichtbare Objektkante	Am Besitzer [A2_MULTIPANEL_HEADER_FRAGMENT_07] setze das vollständige opake Lokaletikett «chkchykoly». Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP; OWNER_ASSIGNMENT_REQUIRES_MASTER_EXEMPLAR	LOW	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
82	A2	f68r1	f68r1.8	1	222	A2:G032	okodaly	okodaly	UNRESOLVED	A2_CENTRE_KEY_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	FACE_CENTRE_KEY_UNRESOLVED	eines der sichtbaren Gesichtmedaillons; genaue Wahl nur aus dem Exemplar	das Querfeld besitzt mindestens fünf Zentren statt eines eindeutigen Gesamtzentrums	Am Besitzer [A2_CENTRE_KEY_UNRESOLVED] setze das vollständige opake Lokaletikett «okodaly». Kopiere den Zentralschlüssel beim sichtbaren Gesichtsmedaillon; welches der mehreren Zentren gemeint ist, entscheidet das Exemplar. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP; OWNER_ASSIGNMENT_REQUIRES_MASTER_EXEMPLAR	LOW	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
83	A2	f68r1	f68r1.9	1	223	A2:G033	odchecthy	odchecthy	DIRECT_VISIBLE	A2_STAR_STATION_01	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 01 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_01] setze das vollständige opake Lokaletikett «odchecthy». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
84	A2	f68r1	f68r1.10	1	224	A2:G034	otcheody	otcheody	DIRECT_VISIBLE	A2_STAR_STATION_02	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 02 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_02] setze das vollständige opake Lokaletikett «otcheody». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
85	A2	f68r1	f68r1.11	1	225	A2:G035	okoaly	okoaly	DIRECT_VISIBLE	A2_STAR_STATION_03	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 03 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_03] setze das vollständige opake Lokaletikett «okoaly». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
86	A2	f68r1	f68r1.12	1	226	A2:G036	chocfhy	chocfhy	DIRECT_VISIBLE	A2_STAR_STATION_04	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 04 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_04] setze das vollständige opake Lokaletikett «chocfhy». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
87	A2	f68r1	f68r1.13	1	227	A2:G037	octhey	octhey	DIRECT_VISIBLE	A2_STAR_STATION_05	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 05 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_05] setze das vollständige opake Lokaletikett «octhey». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
