group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface_display_only	owner_status	local_namespace_owner	exact_literal_layer	concrete_local_default	source_class	confidence	historical_celestial_rival	technical_or_formal_rival	strongest_contradiction	orientation_status	cross_namespace_mapping	semantic_ceiling
333	A3	f69v	f69v.2	38	A3:G078	chey	DIRECT_VISIBLE	A3_MIDDLE_WHEEL_RING_TEXT	[SURFACE:chey] > [OPAQUE_LOCAL:A3:G078] > [OWNER:A3_MIDDLE_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_MIDDLE_WHEEL_RING_TEXT“ Fragment 38 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
334	A3	f69v	f69v.3	1	A3:G079	doair	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:doair] > [OPAQUE_LOCAL:A3:G079] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 1 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
335	A3	f69v	f69v.3	2	A3:G080	otaldal	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:otaldal] > [OPAQUE_LOCAL:A3:G080] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 2 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
336	A3	f69v	f69v.3	3	A3:G081	dair	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:dair] > [OPAQUE_LOCAL:A3:G081] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 3 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
337	A3	f69v	f69v.3	4	A3:G082	chdy	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:chdy] > [OPAQUE_LOCAL:A3:G082] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 4 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
338	A3	f69v	f69v.3	5	A3:G083	otoar	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:otoar] > [OPAQUE_LOCAL:A3:G083] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 5 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
339	A3	f69v	f69v.3	6	A3:G084	ar	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:ar] > [OPAQUE_LOCAL:A3:G084] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 6 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
340	A3	f69v	f69v.3	7	A3:G085	chy	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:chy] > [OPAQUE_LOCAL:A3:G085] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 7 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
341	A3	f69v	f69v.3	8	A3:G086	qoteor	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:qoteor] > [OPAQUE_LOCAL:A3:G086] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 8 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
342	A3	f69v	f69v.3	9	A3:G087	cho	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:cho] > [OPAQUE_LOCAL:A3:G087] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 9 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
343	A3	f69v	f69v.3	10	A3:G088	qotair	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:qotair] > [OPAQUE_LOCAL:A3:G088] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 10 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
344	A3	f69v	f69v.3	11	A3:G089	chda	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:chda] > [OPAQUE_LOCAL:A3:G089] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 11 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
345	A3	f69v	f69v.3	12	A3:G090	oteeal	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:oteeal] > [OPAQUE_LOCAL:A3:G090] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 12 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
346	A3	f69v	f69v.3	13	A3:G091	cheor	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:cheor] > [OPAQUE_LOCAL:A3:G091] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 13 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
347	A3	f69v	f69v.3	14	A3:G092	ar	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:ar] > [OPAQUE_LOCAL:A3:G092] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 14 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
348	A3	f69v	f69v.3	15	A3:G093	air	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:air] > [OPAQUE_LOCAL:A3:G093] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 15 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
349	A3	f69v	f69v.3	16	A3:G094	oteody	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:oteody] > [OPAQUE_LOCAL:A3:G094] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 16 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
350	A3	f69v	f69v.3	17	A3:G095	ytyd	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:ytyd] > [OPAQUE_LOCAL:A3:G095] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 17 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
351	A3	f69v	f69v.3	18	A3:G096	a	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:a] > [OPAQUE_LOCAL:A3:G096] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 18 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
352	A3	f69v	f69v.3	19	A3:G097	dchy	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:dchy] > [OPAQUE_LOCAL:A3:G097] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 19 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
353	A3	f69v	f69v.3	20	A3:G098	otoly	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:otoly] > [OPAQUE_LOCAL:A3:G098] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 20 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
354	A3	f69v	f69v.3	21	A3:G099	okeodal	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:okeodal] > [OPAQUE_LOCAL:A3:G099] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 21 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
355	A3	f69v	f69v.3	22	A3:G100	oteoarar	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:oteoarar] > [OPAQUE_LOCAL:A3:G100] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 22 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
356	A3	f69v	f69v.3	23	A3:G101	cheteeser	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	[SURFACE:cheteeser] > [OPAQUE_LOCAL:A3:G101] > [OWNER:A3_RIGHT_WHEEL_RING_TEXT] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im eigenständigen Rad „A3_RIGHT_WHEEL_RING_TEXT“ Fragment 23 der örtlichen Radlegende eintragen; kein Wert darf in ein anderes f69v-Rad übergehen.	INDEPENDENT_CELESTIAL_WHEEL_RING_LEGEND	0.34	Kosmographischer Rivale: eigenständige Rad-, Sphären- oder Kalenderlegende ohne Arbeitsanweisung.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
