local_locus_id	diagram_id	page	source_locus	locus_ordinal_editorial	group_count	local_group_ids	surface_sequence_display_only_exact	v75_local_namespace	v75_instrument_id	smallest_visible_owner	owner_status	local_lookup_address	source_class	formal_role_sequence_address_only	complete_concrete_technical_locus_reading	orientation_and_start_alternatives	crosspage_contract	confidence	iatromedical_rival	formal_iconographic_rival	visible_basis	contradiction	semantic_ceiling
A1:L042	A1	f67r2	f67r2.42	42	3	A1:G103|A1:G104|A1:G105	sosho chos ockhy	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_42	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_42	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_42“. Kopiere die sichtbare Gruppe „sosho“ als Fragment 1/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_42“. Kopiere die sichtbare Gruppe „chos“ als Fragment 2/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_42“. Kopiere die sichtbare Gruppe „ockhy“ als Fragment 3/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L043	A1	f67r2	f67r2.43	43	4	A1:G106|A1:G107|A1:G108|A1:G109	daiin aiin os qsg	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_43	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_43	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_43“. Kopiere die sichtbare Gruppe „daiin“ als Fragment 1/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_43“. Kopiere die sichtbare Gruppe „aiin“ als Fragment 2/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_43“. Kopiere die sichtbare Gruppe „os“ als Fragment 3/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_43“. Kopiere die sichtbare Gruppe „qsg“ als Fragment 4/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L044	A1	f67r2	f67r2.44	44	3	A1:G110|A1:G111|A1:G112	ofydy sheody aiin	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_44	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_44	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_44“. Kopiere die sichtbare Gruppe „ofydy“ als Fragment 1/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_44“. Kopiere die sichtbare Gruppe „sheody“ als Fragment 2/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_44“. Kopiere die sichtbare Gruppe „aiin“ als Fragment 3/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L045	A1	f67r2	f67r2.45	45	3	A1:G113|A1:G114|A1:G115	ycheody es odaiiin	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_45	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_45	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_45“. Kopiere die sichtbare Gruppe „ycheody“ als Fragment 1/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_45“. Kopiere die sichtbare Gruppe „es“ als Fragment 2/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_45“. Kopiere die sichtbare Gruppe „odaiiin“ als Fragment 3/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L046	A1	f67r2	f67r2.46	46	2	A1:G116|A1:G117	yekees oraly	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_46	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_46	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_46“. Kopiere die sichtbare Gruppe „yekees“ als Fragment 1/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_46“. Kopiere die sichtbare Gruppe „oraly“ als Fragment 2/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L047	A1	f67r2	f67r2.47	47	1	A1:G118	yfain	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_47	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_47	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	ROW_KEY	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_47“. Kopiere die sichtbare Gruppe „yfain“ als Fragment 1/1 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L048	A1	f67r2	f67r2.48	48	3	A1:G119|A1:G120|A1:G121	todaiin dain dy	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_48	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_48	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_48“. Kopiere die sichtbare Gruppe „todaiin“ als Fragment 1/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_48“. Kopiere die sichtbare Gruppe „dain“ als Fragment 2/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_48“. Kopiere die sichtbare Gruppe „dy“ als Fragment 3/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L049	A1	f67r2	f67r2.49	49	3	A1:G122|A1:G123|A1:G124	os choer aiin	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_49	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_49	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_49“. Kopiere die sichtbare Gruppe „os“ als Fragment 1/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_49“. Kopiere die sichtbare Gruppe „choer“ als Fragment 2/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_49“. Kopiere die sichtbare Gruppe „aiin“ als Fragment 3/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L050	A1	f67r2	f67r2.50	50	2	A1:G125|A1:G126	choeea sal	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_50	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_50	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_50“. Kopiere die sichtbare Gruppe „choeea“ als Fragment 1/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_50“. Kopiere die sichtbare Gruppe „sal“ als Fragment 2/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L051	A1	f67r2	f67r2.51	51	1	A1:G127	dadaiin	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_51	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_51	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_51“. Kopiere die sichtbare Gruppe „dadaiin“ als Fragment 1/1 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L052	A1	f67r2	f67r2.52	52	1	A1:G128	qotoear	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_OUTER_STAR_STATION_01	DIRECT_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_OUTER_STAR_STATION_01	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	AUXILIARY_KEY	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_OUTER_STAR_STATION_01“. Kopiere die sichtbare Gruppe „qotoear“ als Fragment 1/1 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	wiederholte sichtbare Sternplätze liegen in der äußeren Zone des linken Rades	wiederholte sichtbare Sternplätze liegen in der äußeren Zone des linken Rades. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L053	A1	f67r2	f67r2.53	53	1	A1:G129	dchdar	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_OUTER_STAR_STATION_02	DIRECT_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_OUTER_STAR_STATION_02	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	AUXILIARY_KEY	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_OUTER_STAR_STATION_02“. Kopiere die sichtbare Gruppe „dchdar“ als Fragment 1/1 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	wiederholte sichtbare Sternplätze liegen in der äußeren Zone des linken Rades	wiederholte sichtbare Sternplätze liegen in der äußeren Zone des linken Rades. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L054	A1	f67r2	f67r2.54	54	2	A1:G130|A1:G131	y saldal	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_OUTER_STAR_STATION_03	DIRECT_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_OUTER_STAR_STATION_03	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	AUXILIARY_KEY > AUXILIARY_QUALIFIER_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_OUTER_STAR_STATION_03“. Kopiere die sichtbare Gruppe „y“ als Fragment 1/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_OUTER_STAR_STATION_03“. Kopiere die sichtbare Gruppe „saldal“ als Fragment 2/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	wiederholte sichtbare Sternplätze liegen in der äußeren Zone des linken Rades	wiederholte sichtbare Sternplätze liegen in der äußeren Zone des linken Rades. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
