field_serial	field_id	page	record_unit_id	locus	field_ordinal_in_locus	field_ordinal_in_record	event_count	surface_sequence	formal_sequence_opaque	FORMAL_VALUE	source_closure_status	boundary_before	statement_id	field_position_in_statement	statement_spans_physical_lines	exact_short_mnemonics_in_field	exact_anchor_count_in_field	unknown_exemplar_events_in_field	anchor_silent_trace_in_field	canonical_local_expansion_unchanged	statement_german_source_expansion	silent_additions_rule	source_clause_type	strongest_historical_rival	interpretation_status	source_lineage
77	F077	f83r	B3	f83r.6	3	7	3	qokaiin chedy qokeedy	SET(<ARG_AIIN>) | VARIANT_D(OPAQUE_PAYLOAD) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S006	1/1	NO	NONE	0	3	[EXEMPLAR:beginne den nächsten abgemessenen Posten] | [EXEMPLAR:rühre, bis alles gleichmäßig vermischt ist] | [EXEMPLAR:bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt]	beginne den nächsten abgemessenen Posten ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	beginne den nächsten abgemessenen Posten; rühre, bis alles gleichmäßig vermischt ist; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 7/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
78	F078	f83r	B3	f83r.6	4	8	1	lchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S007	1/1	NO	LCHE=ABLASSEN?	1	0	{lchedy/LCHE=ABLASSEN?}[STILL_GRAMMAR:verbrauchte Flüssigkeit, Zielgefäß und Zellschluss]	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 8/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
79	F079	f83r	B3	f83r.6	5	9	1	qoky	OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B3_S008	1/1	NO	OKY=ANWENDEN?	1	0	{qoky/OKY=ANWENDEN?}[STILL_GRAMMAR:Objekt, Ziel und Flexion des Gebrauchsverbs]	Die aktive Portion verwenden	Die aktive Portion verwenden.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 9/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
80	F080	f83r	B3	f83r.8	1	10	2	pchedal otedy	OPAQUE_PAYLOAD + <ARG_AL> | CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	NEXT_PARALLEL_CELL	B3_S009	1/1	NO	NONE	0	2	[EXEMPLAR:fülle danach das Gefäß] | [EXEMPLAR:lasse es bis zur Klarheit ziehen und beende den Schritt]	fülle danach das Gefäß ; lasse es bis zur Klarheit ziehen und beende den Schritt	fülle danach das Gefäß; lasse es bis zur Klarheit ziehen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARALLEL_WORKCELL	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 10/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
81	F081	f83r	B3	f83r.8	2	11	4	shecthedchy qoky chedy chary	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | VARIANT_D(OPAQUE_PAYLOAD) | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B3_S010	1/1	NO	OKY=ANWENDEN?	1	3	[EXEMPLAR:wende es an der markierten Stelle an] | {qoky/OKY=ANWENDEN?}[STILL_GRAMMAR:Objekt, Ziel und Flexion des Gebrauchsverbs] | [EXEMPLAR:rühre, bis alles gleichmäßig vermischt ist] | [EXEMPLAR:und lasse es abkühlen]	wende es an der markierten Stelle an ; Die aktive Portion verwenden ; rühre, bis alles gleichmäßig vermischt ist ; und lasse es abkühlen	wende es an der markierten Stelle an; Die aktive Portion verwenden; rühre, bis alles gleichmäßig vermischt ist; und lasse es abkühlen.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	durch Stationen führen [Ganzfeldexemplar B3, Feld 11/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
82	F082	f83r	B3	f83r.11	1	12	2	sor shedy	OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	RESUME_ACTIVE_ITEM	B3_S011	1/1	NO	OR=ANSATZ?	1	1	{sor/OR=ANSATZ?}[STILL_GRAMMAR:Artikel, Materialart und Herstellungszustand] | [EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	Die bereitete Arbeitsflüssigkeit ; lasse es bis zur Bereitschaft stehen und beende den Schritt	Die bereitete Arbeitsflüssigkeit; lasse es bis zur Bereitschaft stehen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_ACTIVE_FLUID_OR_STATION_RESUMPTION	durch Stationen führen [Ganzfeldexemplar B3, Feld 12/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
83	F083	f83r	B3	f83r.11	2	13	4	qokaiin chkain shcthey qokedy	SET(<ARG_AIIN>) | OPAQUE_PAYLOAD + <ARG_AIN> | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S012	1/1	NO	OKE=SPÜLEN?	1	3	[EXEMPLAR:beginne den nächsten abgemessenen Posten] | [EXEMPLAR:ein abgemessener Anteil] | [EXEMPLAR:unter derselben Einstellung] | {qokedy/OKE=SPÜLEN?}[STILL_GRAMMAR:Objekt oder Ort, Wiederholungszahl und Zellschluss]	beginne den nächsten abgemessenen Posten ; ein abgemessener Anteil ; unter derselben Einstellung ; spüle die bezeichnete Stelle einmal und beende den Schritt	beginne den nächsten abgemessenen Posten; ein abgemessener Anteil; unter derselben Einstellung; spüle die bezeichnete Stelle einmal und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	durch Stationen führen [Ganzfeldexemplar B3, Feld 13/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
84	F084	f83r	B3	f83r.11	3	14	2	okair sheedy	SET(<ARG_AIR>) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S013	1/1	NO	NONE	0	2	[EXEMPLAR:öffne danach den oberen Lauf] | [EXEMPLAR:wasche einmal und beende den Schritt]	öffne danach den oberen Lauf ; wasche einmal und beende den Schritt	öffne danach den oberen Lauf; wasche einmal und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	durch Stationen führen [Ganzfeldexemplar B3, Feld 14/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
85	F085	f83r	B3	f83r.11	4	15	1	lchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S014	1/1	NO	LCHE=ABLASSEN?	1	0	{lchedy/LCHE=ABLASSEN?}[STILL_GRAMMAR:verbrauchte Flüssigkeit, Zielgefäß und Zellschluss]	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	durch Stationen führen [Ganzfeldexemplar B3, Feld 15/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
86	F086	f83r	B3	f83r.11	5	16	1	lo	OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B3_S015	1/1	NO	NONE	0	1	[EXEMPLAR:schließe den unteren Ablauf]	schließe den unteren Ablauf	schließe den unteren Ablauf.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	durch Stationen führen [Ganzfeldexemplar B3, Feld 16/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
87	F087	f83r	B3	f83r.14	1	17	1	qokchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	START_NEW_CLAUSE	B3_S016	1/1	NO	NONE	0	1	[EXEMPLAR:lasse es abkühlen und beende den Schritt]	lasse es abkühlen und beende den Schritt	lasse es abkühlen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	durch Stationen führen [Ganzfeldexemplar B3, Feld 17/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
88	F088	f83r	B3	f83r.14	2	18	1	qokeedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S017	1/1	NO	NONE	0	1	[EXEMPLAR:bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt]	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	durch Stationen führen [Ganzfeldexemplar B3, Feld 18/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
89	F089	f83r	B3	f83r.14	3	19	1	shedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S018	1/1	NO	NONE	0	1	[EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	lasse es bis zur Bereitschaft stehen und beende den Schritt	lasse es bis zur Bereitschaft stehen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	durch Stationen führen [Ganzfeldexemplar B3, Feld 19/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
90	F090	f83r	B3	f83r.14	4	20	1	qokshedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S019	1/1	NO	NONE	0	1	[EXEMPLAR:koche sanft und beende diesen Arbeitsschritt]	koche sanft und beende diesen Arbeitsschritt	koche sanft und beende diesen Arbeitsschritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	absetzen und klären [Ganzfeldexemplar B3, Feld 20/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
91	F091	f83r	B3	f83r.14	5	21	2	dal lchedy	OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S020	1/1	NO	AL=ZIEL? | LCHE=ABLASSEN?	2	0	{dal/AL=ZIEL?}[STILL_GRAMMAR:Bewegungsverb, Deixis und konkreter Ort oder Körperteil] | {lchedy/LCHE=ABLASSEN?}[STILL_GRAMMAR:verbrauchte Flüssigkeit, Zielgefäß und Zellschluss]	An die bezeichnete Zielstelle führen ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	An die bezeichnete Zielstelle führen; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	absetzen und klären [Ganzfeldexemplar B3, Feld 21/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
92	F092	f83r	B3	f83r.14	6	22	4	qokaiin shcthy dal sy	SET(<ARG_AIIN>) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B3_S021	1/2	YES	CTHY=BEREIT? | AL=ZIEL?	2	2	[EXEMPLAR:beginne den nächsten abgemessenen Posten] | {shcthy/CTHY=BEREIT?}[STILL_GRAMMAR:Subjekt, Kopula und zeitliche Schwellenkonstruktion] | {dal/AL=ZIEL?}[STILL_GRAMMAR:Bewegungsverb, Deixis und konkreter Ort oder Körperteil] | [EXEMPLAR:Diese aktive Portion]	beginne den nächsten abgemessenen Posten ; Sobald die Zubereitung gebrauchsfertig ist ; An die bezeichnete Zielstelle führen ; Diese aktive Portion	beginne den nächsten abgemessenen Posten; Sobald die Zubereitung gebrauchsfertig ist; An die bezeichnete Zielstelle führen; Diese aktive Portion; Ein vorgeschriebenes Maß; für einen Zeitabschnitt; warmes Wasser; Diese aktive Portion; An die bezeichnete Zielstelle führen; Sobald die Zubereitung gebrauchsfertig ist; behalte den Rückstand und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_REFLOWED_WORKCELL_CLAUSE	absetzen und klären [Ganzfeldexemplar B3, Feld 22/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
93	F093	f83r	B3	f83r.15	1	23	7	saiin shedal shecthy chey tal shcthy dalchdy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD + <ARG_AL> | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	CONTINUE_SAME_CLAUSE	B3_S021	2/2	YES	AIIN=MASS? | AL=ZIEL? | CTHY=BEREIT?	3	4	{saiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff] | [EXEMPLAR:für einen Zeitabschnitt] | [EXEMPLAR:warmes Wasser] | [EXEMPLAR:Diese aktive Portion] | {tal/AL=ZIEL?}[STILL_GRAMMAR:Bewegungsverb, Deixis und konkreter Ort oder Körperteil] | {shcthy/CTHY=BEREIT?}[STILL_GRAMMAR:Subjekt, Kopula und zeitliche Schwellenkonstruktion] | [EXEMPLAR:behalte den Rückstand und beende den Schritt]	Ein vorgeschriebenes Maß ; für einen Zeitabschnitt ; warmes Wasser ; Diese aktive Portion ; An die bezeichnete Zielstelle führen ; Sobald die Zubereitung gebrauchsfertig ist ; behalte den Rückstand und beende den Schritt	beginne den nächsten abgemessenen Posten; Sobald die Zubereitung gebrauchsfertig ist; An die bezeichnete Zielstelle führen; Diese aktive Portion; Ein vorgeschriebenes Maß; für einen Zeitabschnitt; warmes Wasser; Diese aktive Portion; An die bezeichnete Zielstelle führen; Sobald die Zubereitung gebrauchsfertig ist; behalte den Rückstand und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_REFLOWED_WORKCELL_CLAUSE	absetzen und klären [Ganzfeldexemplar B3, Feld 23/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
94	F094	f83r	B3	f83r.15	2	24	1	qotchedy	CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S022	1/1	NO	NONE	0	1	[EXEMPLAR:mische zu gleichen Teilen und beende den Schritt]	mische zu gleichen Teilen und beende den Schritt	mische zu gleichen Teilen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	absetzen und klären [Ganzfeldexemplar B3, Feld 24/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
95	F095	f83r	B3	f83r.15	3	25	1	lchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S023	1/1	NO	LCHE=ABLASSEN?	1	0	{lchedy/LCHE=ABLASSEN?}[STILL_GRAMMAR:verbrauchte Flüssigkeit, Zielgefäß und Zellschluss]	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	absetzen und klären [Ganzfeldexemplar B3, Feld 25/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
96	F096	f83r	B3	f83r.16	1	26	1	tchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	NEXT_PARALLEL_CELL	B3_S024	1/1	NO	NONE	0	1	[EXEMPLAR:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARALLEL_WORKCELL	absetzen und klären [Ganzfeldexemplar B3, Feld 26/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
97	F097	f83r	B3	f83r.16	2	27	1	qokchdy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S025	1/1	NO	NONE	0	1	[EXEMPLAR:erwärme es einmal und beende den Schritt]	erwärme es einmal und beende den Schritt	erwärme es einmal und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	absetzen und klären [Ganzfeldexemplar B3, Feld 27/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
98	F098	f83r	B3	f83r.16	3	28	6	cheedar chldaiin chedy qokain checthy chealror	OPAQUE_PAYLOAD + <ARG_AR> | OPAQUE_PAYLOAD + <ARG_AIIN> | VARIANT_D(OPAQUE_PAYLOAD) | SET(<ARG_AIN>) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B3_S026	1/2	YES	CTHY=BEREIT?	1	5	[EXEMPLAR:setze die Person an das Becken] | [EXEMPLAR:nach dem Absetzen] | [EXEMPLAR:rühre, bis alles gleichmäßig vermischt ist] | [EXEMPLAR:gib einen abgemessenen Anteil in das Gefäß] | {checthy/CTHY=BEREIT?}[STILL_GRAMMAR:Subjekt, Kopula und zeitliche Schwellenkonstruktion] | [EXEMPLAR:bis der Strom klar wird]	setze die Person an das Becken ; nach dem Absetzen ; rühre, bis alles gleichmäßig vermischt ist ; gib einen abgemessenen Anteil in das Gefäß ; Sobald die Zubereitung gebrauchsfertig ist ; bis der Strom klar wird	setze die Person an das Becken; nach dem Absetzen; rühre, bis alles gleichmäßig vermischt ist; gib einen abgemessenen Anteil in das Gefäß; Sobald die Zubereitung gebrauchsfertig ist; bis der Strom klar wird; lasse die Flüssigkeit sich setzen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_REFLOWED_WORKCELL_CLAUSE	absetzen und klären [Ganzfeldexemplar B3, Feld 28/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
99	F099	f83r	B3	f83r.20	1	29	1	solkeedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	CONTINUE_SAME_CLAUSE	B3_S026	2/2	YES	NONE	0	1	[EXEMPLAR:lasse die Flüssigkeit sich setzen und beende den Schritt]	lasse die Flüssigkeit sich setzen und beende den Schritt	setze die Person an das Becken; nach dem Absetzen; rühre, bis alles gleichmäßig vermischt ist; gib einen abgemessenen Anteil in das Gefäß; Sobald die Zubereitung gebrauchsfertig ist; bis der Strom klar wird; lasse die Flüssigkeit sich setzen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_REFLOWED_WORKCELL_CLAUSE	absetzen und klären [Ganzfeldexemplar B3, Feld 29/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
