statement_id	record_unit_id	page	field_ids	loci	field_count	event_count	spans_physical_lines	entry_relation	interline_relations_inside_statement	final_closure_status	exact_short_mnemonic_sequence	exact_anchor_count	unknown_exemplar_event_count	anchor_silent_trace	silent_anchor_grammar	silent_unknown_event_expansions	german_source_expansion	source_clause_type	historical_mechanism	strongest_historical_rival	interpretation_status	source_lineage
B3_S035	B3	f83r	F108	f83r.24	1	6	NO	NEXT_PARALLEL_CELL	NONE	TERMINAL	CTHY=BEREIT?	1	5	[EXEMPLAR:bis es klar ist] | {checthy/CTHY=BEREIT?}[STILL_GRAMMAR:Subjekt, Kopula und zeitliche Schwellenkonstruktion] | [EXEMPLAR:Gleichmäßig bearbeiten] | [EXEMPLAR:für dieselbe Dauer wie zuvor] | [EXEMPLAR:das untere Becken] | [EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	Subjekt, Kopula und zeitliche Schwellenkonstruktion	bis es klar ist | Gleichmäßig bearbeiten | für dieselbe Dauer wie zuvor | das untere Becken | lasse es bis zur Bereitschaft stehen und beende den Schritt	bis es klar ist; Sobald die Zubereitung gebrauchsfertig ist; Gleichmäßig bearbeiten; für dieselbe Dauer wie zuvor; das untere Becken; lasse es bis zur Bereitschaft stehen und beende den Schritt.	BIO_PARALLEL_WORKCELL	Benachbarte kurze Zellen werden als parallele Bade-/Gefäßanweisungen gelesen, nicht als durchlaufender grammatischer Satz.	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 38/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B4_S001	B4	f83r	F109	f83r.25	1	1	NO	RECORD_START	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt]	NONE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 1/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B4_S002	B4	f83r	F110	f83r.25	1	3	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	OKEEY=TEMPERIEREN? | OKE=SPÜLEN?	2	1	[EXEMPLAR:fülle danach das Gefäß] | {qokeey/OKEEY=TEMPERIEREN?}[STILL_GRAMMAR:Arbeitsflüssigkeit, Temperaturgrad und Dauer] | {qokedy/OKE=SPÜLEN?}[STILL_GRAMMAR:Objekt oder Ort, Wiederholungszahl und Zellschluss]	Arbeitsflüssigkeit, Temperaturgrad und Dauer | Objekt oder Ort, Wiederholungszahl und Zellschluss	fülle danach das Gefäß	fülle danach das Gefäß; temperiere die Arbeitsflüssigkeit und halte sie lauwarm; spüle die bezeichnete Stelle einmal und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 2/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B4_S003	B4	f83r	F111	f83r.25	1	2	NO	INTRA_LINE_FIELD_BREAK	NONE	OPEN	NONE	0	2	[EXEMPLAR:rühre, bis alles gleichmäßig vermischt ist] | [EXEMPLAR:zum unteren Ablauf hin]	NONE	rühre, bis alles gleichmäßig vermischt ist | zum unteren Ablauf hin	rühre, bis alles gleichmäßig vermischt ist; zum unteren Ablauf hin.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 3/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B4_S004	B4	f83r	F112	f83r.26	1	5	NO	NEXT_PARALLEL_CELL	NONE	TERMINAL	OTCHEY=ANTEIL? | OKEEY=TEMPERIEREN? | OKY=ANWENDEN?	3	2	{otchey/OTCHEY=ANTEIL?}[STILL_GRAMMAR:Imperativ, Artikel und Auswahlmerkmal] | {qokeey/OKEEY=TEMPERIEREN?}[STILL_GRAMMAR:Arbeitsflüssigkeit, Temperaturgrad und Dauer] | {qoky/OKY=ANWENDEN?}[STILL_GRAMMAR:Objekt, Ziel und Flexion des Gebrauchsverbs] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	Imperativ, Artikel und Auswahlmerkmal | Arbeitsflüssigkeit, Temperaturgrad und Dauer | Objekt, Ziel und Flexion des Gebrauchsverbs	Mit der vorigen Zubereitung weiter | lasse es bis zur Bereitschaft stehen und beende den Schritt	Nimm den bezeichneten Anteil; temperiere die Arbeitsflüssigkeit und halte sie lauwarm; Die aktive Portion verwenden; Mit der vorigen Zubereitung weiter; lasse es bis zur Bereitschaft stehen und beende den Schritt.	BIO_PARALLEL_WORKCELL	Benachbarte kurze Zellen werden als parallele Bade-/Gefäßanweisungen gelesen, nicht als durchlaufender grammatischer Satz.	bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 4/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B4_S005	B4	f83r	F113	f83r.26	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:binde es auf die Stelle und beende den Schritt]	NONE	binde es auf die Stelle und beende den Schritt	binde es auf die Stelle und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 5/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B4_S006	B4	f83r	F114	f83r.27	1	3	NO	NEXT_PARALLEL_CELL	NONE	TERMINAL	NONE	0	3	[EXEMPLAR:durch ein Tuch] | [EXEMPLAR:rühre, bis alles gleichmäßig vermischt ist] | [EXEMPLAR:bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt]	NONE	durch ein Tuch | rühre, bis alles gleichmäßig vermischt ist | bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	durch ein Tuch; rühre, bis alles gleichmäßig vermischt ist; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	BIO_PARALLEL_WORKCELL	Benachbarte kurze Zellen werden als parallele Bade-/Gefäßanweisungen gelesen, nicht als durchlaufender grammatischer Satz.	Rückstand filtern [Ganzfeldexemplar B4, Feld 6/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B4_S007	B4	f83r	F115	f83r.27	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:seihe es einmal durch ein Tuch und beende den Schritt]	NONE	seihe es einmal durch ein Tuch und beende den Schritt	seihe es einmal durch ein Tuch und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Rückstand filtern [Ganzfeldexemplar B4, Feld 7/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B4_S008	B4	f83r	F116	f83r.27	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:seihe es einmal durch ein Tuch und beende den Schritt]	NONE	seihe es einmal durch ein Tuch und beende den Schritt	seihe es einmal durch ein Tuch und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Rückstand filtern [Ganzfeldexemplar B4, Feld 8/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B4_S009	B4	f83r	F117	f83r.28	1	4	NO	NEXT_PARALLEL_CELL	NONE	TERMINAL	AIIN=MASS? | OKE=SPÜLEN?	2	2	{saiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff] | [EXEMPLAR:solange es noch warm ist] | [EXEMPLAR:die erste Öffnung] | {qokedy/OKE=SPÜLEN?}[STILL_GRAMMAR:Objekt oder Ort, Wiederholungszahl und Zellschluss]	Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff | Objekt oder Ort, Wiederholungszahl und Zellschluss	solange es noch warm ist | die erste Öffnung	Ein vorgeschriebenes Maß; solange es noch warm ist; die erste Öffnung; spüle die bezeichnete Stelle einmal und beende den Schritt.	BIO_PARALLEL_WORKCELL	Benachbarte kurze Zellen werden als parallele Bade-/Gefäßanweisungen gelesen, nicht als durchlaufender grammatischer Satz.	Rückstand filtern [Ganzfeldexemplar B4, Feld 9/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B4_S010	B4	f83r	F118	f83r.28	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	NONE	lasse es bis zur Bereitschaft stehen und beende den Schritt	lasse es bis zur Bereitschaft stehen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Rückstand filtern [Ganzfeldexemplar B4, Feld 10/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B4_S011	B4	f83r	F119	f83r.28	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:koche sanft und beende diesen Arbeitsschritt]	NONE	koche sanft und beende diesen Arbeitsschritt	koche sanft und beende diesen Arbeitsschritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	unten ablassen [Ganzfeldexemplar B4, Feld 11/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B4_S012	B4	f83r	F120	f83r.35	1	5	NO	START_NEW_CLAUSE	NONE	OPEN	AIIN=MASS?	1	4	{saiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff] | [EXEMPLAR:bei sanfter Wärme] | [EXEMPLAR:das breite Gefäß] | [EXEMPLAR:gib einen abgemessenen Anteil in das Gefäß] | [EXEMPLAR:rühre, bis alles gleichmäßig vermischt ist]	Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff	bei sanfter Wärme | das breite Gefäß | gib einen abgemessenen Anteil in das Gefäß | rühre, bis alles gleichmäßig vermischt ist	Ein vorgeschriebenes Maß; bei sanfter Wärme; das breite Gefäß; gib einen abgemessenen Anteil in das Gefäß; rühre, bis alles gleichmäßig vermischt ist.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	unten ablassen [Ganzfeldexemplar B4, Feld 12/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B4_S013	B4	f83r	F121	f83r.37	1	2	NO	RESUME_ACTIVE_ITEM	NONE	TERMINAL	NONE	0	2	[EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:wasche zweimal und beende den Schritt]	NONE	Mit der vorigen Zubereitung weiter | wasche zweimal und beende den Schritt	Mit der vorigen Zubereitung weiter; wasche zweimal und beende den Schritt.	BIO_ACTIVE_FLUID_OR_STATION_RESUMPTION	Arbeitsflüssigkeit, Gefäß oder Station bleibt als aktiver Registerposten still und wird in einer neuen Kurzklausel wieder aufgenommen.	unten ablassen [Ganzfeldexemplar B4, Feld 13/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B4_S014	B4	f83r	F122	f83r.37	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	LCHE=ABLASSEN?	1	0	{lchedy/LCHE=ABLASSEN?}[STILL_GRAMMAR:verbrauchte Flüssigkeit, Zielgefäß und Zellschluss]	verbrauchte Flüssigkeit, Zielgefäß und Zellschluss	NONE	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	unten ablassen [Ganzfeldexemplar B4, Feld 14/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B4_S015	B4	f83r	F123	f83r.37	1	2	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	2	[EXEMPLAR:lasse die Mischung einlaufen] | [EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	NONE	lasse die Mischung einlaufen | lasse es bis zur Bereitschaft stehen und beende den Schritt	lasse die Mischung einlaufen; lasse es bis zur Bereitschaft stehen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	unten ablassen [Ganzfeldexemplar B4, Feld 15/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B4_S016	B4	f83r	F124	f83r.38	1	4	NO	START_NEW_CLAUSE	NONE	TERMINAL	OR=ANSATZ?	1	3	{or/OR=ANSATZ?}[STILL_GRAMMAR:Artikel, Materialart und Herstellungszustand] | [EXEMPLAR:Diese aktive Portion] | [EXEMPLAR:über der örtlich bezeichneten Stelle] | [EXEMPLAR:gebrauche sie sofort und beende den Schritt]	Artikel, Materialart und Herstellungszustand	Diese aktive Portion | über der örtlich bezeichneten Stelle | gebrauche sie sofort und beende den Schritt	Die bereitete Arbeitsflüssigkeit; Diese aktive Portion; über der örtlich bezeichneten Stelle; gebrauche sie sofort und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	neu ansetzen [Ganzfeldexemplar B4, Feld 16/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B4_S017	B4	f83r	F125|F126	f83r.39|f83r.41	2	6	YES	START_NEW_CLAUSE	CONTINUE_SAME_CLAUSE	TERMINAL	EY=KLAR? | LCHE=ABLASSEN?	2	4	[EXEMPLAR:gib einen abgemessenen Anteil in das Gefäß] | {shey/EY=KLAR?}[STILL_GRAMMAR:Trägerflüssigkeit, Zustandsverb und gegebenenfalls Ablauf] | [EXEMPLAR:ein abgemessener Anteil] | [EXEMPLAR:für die angegebene Dauer] || [EXEMPLAR:öffne danach den oberen Lauf] | {lchedy/LCHE=ABLASSEN?}[STILL_GRAMMAR:verbrauchte Flüssigkeit, Zielgefäß und Zellschluss]	Trägerflüssigkeit, Zustandsverb und gegebenenfalls Ablauf | verbrauchte Flüssigkeit, Zielgefäß und Zellschluss	gib einen abgemessenen Anteil in das Gefäß | ein abgemessener Anteil | für die angegebene Dauer | öffne danach den oberen Lauf	gib einen abgemessenen Anteil in das Gefäß; Bis die Flüssigkeit klar abläuft; ein abgemessener Anteil; für die angegebene Dauer; öffne danach den oberen Lauf; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt.	BIO_REFLOWED_WORKCELL_CLAUSE	Ein offener Bade-, Gefäß- oder Leitungsprozess läuft in der nächsten physischen Zeile bis zur lokalen Operation oder Terminalformel weiter.	neu ansetzen [Ganzfeldexemplar B4, Feld 17/20] | neu ansetzen [Ganzfeldexemplar B4, Feld 18/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B4_S018	B4	f83r	F127|F128	f83r.41|f83r.44	2	4	YES	INTRA_LINE_FIELD_BREAK	CONTINUE_SAME_CLAUSE	TERMINAL	AL=ZIEL?	1	3	[EXEMPLAR:das untere Becken] | {dal/AL=ZIEL?}[STILL_GRAMMAR:Bewegungsverb, Deixis und konkreter Ort oder Körperteil] || [EXEMPLAR:gieße das erwärmte Wasser ein] | [EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	Bewegungsverb, Deixis und konkreter Ort oder Körperteil	das untere Becken | gieße das erwärmte Wasser ein | lasse es bis zur Bereitschaft stehen und beende den Schritt	das untere Becken; An die bezeichnete Zielstelle führen; gieße das erwärmte Wasser ein; lasse es bis zur Bereitschaft stehen und beende den Schritt.	BIO_REFLOWED_WORKCELL_CLAUSE	Ein offener Bade-, Gefäß- oder Leitungsprozess läuft in der nächsten physischen Zeile bis zur lokalen Operation oder Terminalformel weiter.	neu ansetzen [Ganzfeldexemplar B4, Feld 19/20] | neu ansetzen [Ganzfeldexemplar B4, Feld 20/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B5_S001	B5	f83r	F129	f83r.47	1	1	NO	RECORD_START	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:ziehe es ab und beende den Schritt]	NONE	ziehe es ab und beende den Schritt	ziehe es ab und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Restbestand abziehen [Ganzfeldexemplar B5, Feld 1/5]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B5_S002	B5	f83r	F130	f83r.47	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:erwärme es einmal und beende den Schritt]	NONE	erwärme es einmal und beende den Schritt	erwärme es einmal und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Restbestand abziehen [Ganzfeldexemplar B5, Feld 2/5]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B5_S003	B5	f83r	F131|F132	f83r.47|f83r.48	2	6	YES	INTRA_LINE_FIELD_BREAK	CONTINUE_SAME_CLAUSE	OPEN	AL=ZIEL? | AIIN=MASS?	2	4	[EXEMPLAR:für einen Zeitabschnitt] || {dal/AL=ZIEL?}[STILL_GRAMMAR:Bewegungsverb, Deixis und konkreter Ort oder Körperteil] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:bis es warm ist] | [EXEMPLAR:mit der vorigen Mischung] | {aiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff]	Bewegungsverb, Deixis und konkreter Ort oder Körperteil | Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff	für einen Zeitabschnitt | Mit der vorigen Zubereitung weiter | bis es warm ist | mit der vorigen Mischung	für einen Zeitabschnitt; An die bezeichnete Zielstelle führen; Mit der vorigen Zubereitung weiter; bis es warm ist; mit der vorigen Mischung; Ein vorgeschriebenes Maß.	BIO_REFLOWED_WORKCELL_CLAUSE	Ein offener Bade-, Gefäß- oder Leitungsprozess läuft in der nächsten physischen Zeile bis zur lokalen Operation oder Terminalformel weiter.	einmal erwärmen [Ganzfeldexemplar B5, Feld 3/5] | für die Arbeitsfrist halten [Ganzfeldexemplar B5, Feld 4/5]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B5_S004	B5	f83r	F133	f83r.49	1	3	NO	RESUME_ACTIVE_ITEM	NONE	OPEN	NONE	0	3	[EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:die zweite Öffnung] | [EXEMPLAR:rühre, bis alles gleichmäßig vermischt ist]	NONE	Mit der vorigen Zubereitung weiter | die zweite Öffnung | rühre, bis alles gleichmäßig vermischt ist	Mit der vorigen Zubereitung weiter; die zweite Öffnung; rühre, bis alles gleichmäßig vermischt ist.	BIO_ACTIVE_FLUID_OR_STATION_RESUMPTION	Arbeitsflüssigkeit, Gefäß oder Station bleibt als aktiver Registerposten still und wird in einer neuen Kurzklausel wieder aufgenommen.	nächster Station übergeben [Ganzfeldexemplar B5, Feld 5/5]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B6_S001	B6	f83r	F134|F135	f83r.52|f83r.54	2	9	YES	RECORD_START	CONTINUE_SAME_CLAUSE	OPEN	AIIN=MASS?	1	8	[EXEMPLAR:setze die Person an das Becken] | [EXEMPLAR:ohne Kochen] | [EXEMPLAR:die erste Öffnung] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] || {daiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:durch ein Tuch] | [EXEMPLAR:Diese aktive Portion] | [EXEMPLAR:an der bezeichneten Stelle]	Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff	setze die Person an das Becken | ohne Kochen | die erste Öffnung | Mit der vorigen Zubereitung weiter | Mit der vorigen Zubereitung weiter | durch ein Tuch | Diese aktive Portion | an der bezeichneten Stelle	setze die Person an das Becken; ohne Kochen; die erste Öffnung; Mit der vorigen Zubereitung weiter; Ein vorgeschriebenes Maß; Mit der vorigen Zubereitung weiter; durch ein Tuch; Diese aktive Portion; an der bezeichneten Stelle.	BIO_REFLOWED_WORKCELL_CLAUSE	Ein offener Bade-, Gefäß- oder Leitungsprozess läuft in der nächsten physischen Zeile bis zur lokalen Operation oder Terminalformel weiter.	kalten Vorlauf übernehmen [Ganzfeldexemplar B6, Feld 1/2] | zum sichtbaren Ziel führen [Ganzfeldexemplar B6, Feld 2/2]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
