changed_event_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	sigla_card_ids	source_clause_de	target_clause_de	source_roundtrip_de	guard
584	G407-E4502	G407-S701	f95v	HERBAL	odaiin	O+D_ADDR+AIIN	GDT576-C01	Im laufenden Gang halte den Arbeitswert; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang halte den Arbeitswert; als Ausführung; an der D-Stelle.	Im laufenden Gang halte den Arbeitswert; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
585	G407-E4504	G407-S702	f95v	HERBAL	tshdal	T+SH+D_ADDR+AL	GDT576-C01	Stelle denselben Pflanzenposten ein und halte ihn; zur Zielstelle; an der bezeichneten Stelle.	Stelle denselben Pflanzenposten ein und halte ihn; zur Zielstelle; an der D-Stelle.	Stelle denselben Pflanzenposten ein und halte ihn; zur Zielstelle; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
586	G407-E4508	G407-S704	f95v	HERBAL	dkshey	D_ADDR+K+SH+E+Y	GDT576-C01	Gib den Pflanzenposten zu und halte ihn; auf Grad I; an der bezeichneten Stelle.	Gib den Pflanzenposten zu und halte ihn; auf Grad I; an der D-Stelle.	Gib den Pflanzenposten zu und halte ihn; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
587	G407-E4509	G407-S704	f95v	HERBAL	chefar	CH+E+LOCAL_CHAR_F+AR	GDT576-C05	Nimm denselben Pflanzenposten; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	Nimm denselben Pflanzenposten; vom Ausgangsmaterial; auf Grad I; bei der f-Kennmarke.	Nimm denselben Pflanzenposten; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
588	G407-E4512	G407-S705	f95v	HERBAL	shedar	SH+E+D_ADDR+AR	GDT576-C01	Halte denselben Pflanzenposten; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	Halte denselben Pflanzenposten; vom Ausgangsmaterial; auf Grad I; an der D-Stelle.	Halte denselben Pflanzenposten; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
589	G407-E4513	G407-S705	f95v	HERBAL	chdam	CHD+AM_ADDR	GDT576-C03	Bearbeite denselben Pflanzenposten; an der bezeichneten Stelle.	Bearbeite denselben Pflanzenposten; an der AM-Stelle.	Bearbeite denselben Pflanzenposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
590	G407-E4514	G407-S705	f95v	HERBAL	dshey	D_ADDR+SH+E+Y	GDT576-C01	Halte den Pflanzenposten; auf Grad I; an der bezeichneten Stelle.	Halte den Pflanzenposten; auf Grad I; an der D-Stelle.	Halte den Pflanzenposten; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
591	G407-E4523	G407-S705	f95v	HERBAL	dolkain	D_ADDR+OL+K+AIN	GDT576-C01	Weiter: gib den Materialanteil zu; an der bezeichneten Stelle.	Weiter: gib den Materialanteil zu; an der D-Stelle.	Weiter: gib den Materialanteil zu; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
592	G407-E4525	G407-S706	f95v	HERBAL	dchody	D_ADDR+CH+O+DY	GDT576-C01	Nimm denselben Materialanteil; an der bezeichneten Stelle; als Ausführung; schließe den Schritt.	Nimm denselben Materialanteil; an der D-Stelle; als Ausführung; schließe den Schritt.	Nimm denselben Materialanteil; an der bezeichneten Stelle; als Ausführung; schließe den Schritt.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
593	G407-E4528	G407-S707	f95v	HERBAL	fchodaiin	LOCAL_CHAR_F+CH+O+D_ADDR+AIIN	GDT576-C05|GDT576-C01	Nimm den Arbeitswert; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	Nimm den Arbeitswert; als Ausführung; bei der f-Kennmarke und an der D-Stelle.	Nimm den Arbeitswert; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
594	G407-E4530	G407-S707	f95v	HERBAL	dar	D_ADDR+AR	GDT576-C01	Im laufenden Gang stelle denselben Arbeitswert ein; vom Ausgangsmaterial; an der bezeichneten Stelle.	Im laufenden Gang stelle denselben Arbeitswert ein; vom Ausgangsmaterial; an der D-Stelle.	Im laufenden Gang stelle denselben Arbeitswert ein; vom Ausgangsmaterial; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
595	G407-E4538	G407-S709	f95v	HERBAL	kshed	K+SH+E+D_ADDR	GDT576-C01	Gib denselben Arbeitswert zu und halte ihn; auf Grad I; an der bezeichneten Stelle.	Gib denselben Arbeitswert zu und halte ihn; auf Grad I; an der D-Stelle.	Gib denselben Arbeitswert zu und halte ihn; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
596	G407-E4539	G407-S709	f95v	HERBAL	qokeeod	OK+EE+O+D_ADDR	GDT576-C01	Setze denselben Arbeitswert im Arbeitsgang an; auf Grad II und als Ausführung; an der bezeichneten Stelle.	Setze denselben Arbeitswert im Arbeitsgang an; auf Grad II und als Ausführung; an der D-Stelle.	Setze denselben Arbeitswert im Arbeitsgang an; auf Grad II und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
597	G407-E4546	G407-S710	f95v	HERBAL	chody	CH+O+D_ADDR+Y	GDT576-C01	Nimm den Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	Nimm den Pflanzenposten; als Ausführung; an der D-Stelle.	Nimm den Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
598	G407-E4552	G407-S711	f95v	HERBAL	pshedar	P+SH+E+D_ADDR+AR	GDT576-C01	Setze denselben Arbeitswert ein und halte ihn; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	Setze denselben Arbeitswert ein und halte ihn; vom Ausgangsmaterial; auf Grad I; an der D-Stelle.	Setze denselben Arbeitswert ein und halte ihn; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
599	G407-E4569	G407-S714	f95v	HERBAL	dolkchy	D_ADDR+OL+K+Y	GDT576-C01	Weiter: gib den Pflanzenposten zu; an der bezeichneten Stelle.	Weiter: gib den Pflanzenposten zu; an der D-Stelle.	Weiter: gib den Pflanzenposten zu; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
600	G515-E0001	G515-S001	f4r	HERBAL	kodalchy	K+O+D_ADDR+AL+CH+Y	GDT576-C01	Gib den Pflanzenposten zu und nimm ihn; zur Zielstelle; zur Ausführung; an der bezeichneten Stelle.	Gib den Pflanzenposten zu und nimm ihn; zur Zielstelle; zur Ausführung; an der D-Stelle.	Gib den Pflanzenposten zu und nimm ihn; zur Zielstelle; zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
601	G515-E0002	G515-S001	f4r	HERBAL	chpady	CH+P+A_ADDR+DY	GDT576-C02	Nimm denselben Pflanzenposten und setze ihn ein; an der bezeichneten Stelle; schließe den Schritt.	Nimm denselben Pflanzenposten und setze ihn ein; an der A-Stelle; schließe den Schritt.	Nimm denselben Pflanzenposten und setze ihn ein; an der bezeichneten Stelle; schließe den Schritt.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
602	G515-E0007	G515-S002	f4r	HERBAL	doiin	D_ADDR+O+IIN	GDT576-C01	Im laufenden Satz halte denselben Pflanzenposten; zur Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	Im laufenden Satz halte denselben Pflanzenposten; zur Ausführung und auf der bezeichneten Stufe; an der D-Stelle.	Im laufenden Satz halte denselben Pflanzenposten; zur Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
603	G515-E0010	G515-S002	f4r	HERBAL	dchor	D_ADDR+CH+OR	GDT576-C01	Nimm die Arbeitseinheit; an der bezeichneten Stelle.	Nimm die Arbeitseinheit; an der D-Stelle.	Nimm die Arbeitseinheit; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
604	G515-E0018	G515-S002	f4r	HERBAL	chom	HO+M_LOCAL	GDT576-C06	Im laufenden Satz nimm denselben Arbeitswert; in der bezeichneten Klasse und an der bezeichneten Stelle.	Im laufenden Satz nimm denselben Arbeitswert; in der bezeichneten Klasse und bei der m-Ortsmarke.	Im laufenden Satz nimm denselben Arbeitswert; in der bezeichneten Klasse und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
605	G515-E0032	G515-S003	f4r	HERBAL	pydaiin	P+Y+D_ADDR+AIIN	GDT576-C01	Setze den Pflanzenposten und den Arbeitswert ein; an der bezeichneten Stelle.	Setze den Pflanzenposten und den Arbeitswert ein; an der D-Stelle.	Setze den Pflanzenposten und den Arbeitswert ein; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
606	G515-E0038	G515-S004	f4r	HERBAL	dytcheey	D_ADDR+Y+T+CH+EE+Y	GDT576-C01	Stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein und nimm den äußeren Pflanzenposten und den inneren Pflanzenposten; auf Grad II; an der bezeichneten Stelle.	Stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein und nimm den äußeren Pflanzenposten und den inneren Pflanzenposten; auf Grad II; an der D-Stelle.	Stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein und nimm den äußeren Pflanzenposten und den inneren Pflanzenposten; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
607	G515-E0042	G515-S004	f4r	HERBAL	cthom	CH+T+O+M_LOCAL	GDT576-C06	Nimm denselben Arbeitswert und stelle ihn ein; zur Ausführung; an der bezeichneten Stelle.	Nimm denselben Arbeitswert und stelle ihn ein; zur Ausführung; bei der m-Ortsmarke.	Nimm denselben Arbeitswert und stelle ihn ein; zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
608	G515-E0065	G515-S006	f20v	HERBAL	faiis	LOCAL_CHAR_F+IIN+S	GDT576-C05	Wähle; auf der bezeichneten Stufe; an der bezeichneten Stelle.	Wähle; auf der bezeichneten Stufe; bei der f-Kennmarke.	Wähle; auf der bezeichneten Stufe; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
609	G515-E0069	G515-S006	f20v	HERBAL	pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	GDT576-C05	Setze den Pflanzenposten ein und nimm ihn; zur Ausführung im äußeren Zweig, zur Ausführung im inneren Zweig und auf Grad I; an der bezeichneten Stelle.	Setze den Pflanzenposten ein und nimm ihn; zur Ausführung im äußeren Zweig, zur Ausführung im inneren Zweig und auf Grad I; bei der f-Kennmarke.	Setze den Pflanzenposten ein und nimm ihn; zur Ausführung im äußeren Zweig, zur Ausführung im inneren Zweig und auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
610	G515-E0083	G515-S007	f20v	HERBAL	chodaiin	CH+O+D_ADDR+AIIN	GDT576-C01	Nimm den Arbeitswert; zur Ausführung; an der bezeichneten Stelle.	Nimm den Arbeitswert; zur Ausführung; an der D-Stelle.	Nimm den Arbeitswert; zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
611	G515-E0100	G515-S008	f20v	HERBAL	folchol	LOCAL_CHAR_F+OL+OL	GDT576-C05	Weiter im laufenden Gang: halte; an der bezeichneten Stelle; führe den Gang weiter.	Weiter im laufenden Gang: halte; bei der f-Kennmarke; führe den Gang weiter.	Weiter im laufenden Gang: halte; an der bezeichneten Stelle; führe den Gang weiter.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
612	G515-E0104	G515-S008	f20v	HERBAL	fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	GDT576-C05|GDT576-C01	Halte den Pflanzenposten und nimm ihn; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	Halte den Pflanzenposten und nimm ihn; zur Ausführung; bei der f-Kennmarke und an der D-Stelle.	Halte den Pflanzenposten und nimm ihn; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
613	G515-E0108	G515-S008	f20v	HERBAL	doiiin	D_ADDR+O+IIN	GDT576-C01	Im laufenden Satz setze denselben Pflanzenposten ein; zur Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	Im laufenden Satz setze denselben Pflanzenposten ein; zur Ausführung und auf der bezeichneten Stufe; an der D-Stelle.	Im laufenden Satz setze denselben Pflanzenposten ein; zur Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
614	G515-E0130	G515-S008	f20v	HERBAL	d	D_ADDR	GDT576-C01	Im laufenden Satz halte denselben Arbeitswert; an der bezeichneten Stelle.	Im laufenden Satz halte denselben Arbeitswert; an der D-Stelle.	Im laufenden Satz halte denselben Arbeitswert; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
615	G515-E0133	G515-S008	f20v	HERBAL	keody	K+E+O+D_ADDR+Y	GDT576-C01	Gib den Pflanzenposten zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	Gib den Pflanzenposten zu; auf Grad I und zur Ausführung; an der D-Stelle.	Gib den Pflanzenposten zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
616	G515-E0137	G515-S008	f20v	HERBAL	shd	SH+D_ADDR	GDT576-C01	Halte denselben Pflanzenposten; an der bezeichneten Stelle.	Halte denselben Pflanzenposten; an der D-Stelle.	Halte denselben Pflanzenposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
617	G515-E0139	G515-S008	f20v	HERBAL	d	D_ADDR	GDT576-C01	Im laufenden Satz halte denselben Pflanzenposten; an der bezeichneten Stelle.	Im laufenden Satz halte denselben Pflanzenposten; an der D-Stelle.	Im laufenden Satz halte denselben Pflanzenposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
618	G515-E0151	G515-S009	f31r	HERBAL	keedey	K+EE+D_ADDR+E+Y	GDT576-C01	Gib den Pflanzenposten zu; auf Grad II und auf Grad I; an der bezeichneten Stelle.	Gib den Pflanzenposten zu; auf Grad II und auf Grad I; an der D-Stelle.	Gib den Pflanzenposten zu; auf Grad II und auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
619	G515-E0152	G515-S009	f31r	HERBAL	qofchedy	CARRIER_Q+O+LOCAL_CHAR_F+CHD+Y	GDT576-C05	Bearbeite den Pflanzenposten; mit Beginnmarker und zur Ausführung; an der bezeichneten Stelle.	Bearbeite den Pflanzenposten; mit Beginnmarker und zur Ausführung; bei der f-Kennmarke.	Bearbeite den Pflanzenposten; mit Beginnmarker und zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
620	G515-E0157	G515-S009	f31r	HERBAL	chepakeo	CH+E+P+A_ADDR+K+E+O	GDT576-C02	Nimm denselben Arbeitswert, setze ihn ein und gib ihn zu; auf Grad I im äußeren Zweig, auf Grad I im inneren Zweig und zur Ausführung; an der bezeichneten Stelle.	Nimm denselben Arbeitswert, setze ihn ein und gib ihn zu; auf Grad I im äußeren Zweig, auf Grad I im inneren Zweig und zur Ausführung; an der A-Stelle.	Nimm denselben Arbeitswert, setze ihn ein und gib ihn zu; auf Grad I im äußeren Zweig, auf Grad I im inneren Zweig und zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
621	G515-E0158	G515-S009	f31r	HERBAL	dcheey	D_ADDR+CH+EE+Y	GDT576-C01	Nimm den Pflanzenposten; auf Grad II; an der bezeichneten Stelle.	Nimm den Pflanzenposten; auf Grad II; an der D-Stelle.	Nimm den Pflanzenposten; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
622	G515-E0165	G515-S010	f31r	HERBAL	qef	E+LOCAL_CHAR_F	GDT576-C05	Im laufenden Satz gib denselben Pflanzenposten zu; auf Grad I; an der bezeichneten Stelle.	Im laufenden Satz gib denselben Pflanzenposten zu; auf Grad I; bei der f-Kennmarke.	Im laufenden Satz gib denselben Pflanzenposten zu; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
623	G515-E0177	G515-S010	f31r	HERBAL	dar	D_ADDR+AR	GDT576-C01	Im laufenden Satz wähle denselben Pflanzenposten; vom Ausgangsmaterial; an der bezeichneten Stelle.	Im laufenden Satz wähle denselben Pflanzenposten; vom Ausgangsmaterial; an der D-Stelle.	Im laufenden Satz wähle denselben Pflanzenposten; vom Ausgangsmaterial; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
624	G515-E0186	G515-S010	f31r	HERBAL	sheeody	SH+EE+O+D_ADDR+Y	GDT576-C01	Halte den Pflanzenposten; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	Halte den Pflanzenposten; auf Grad II und zur Ausführung; an der D-Stelle.	Halte den Pflanzenposten; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
625	G515-E0188	G515-S011	f31r	HERBAL	tshokeody	T+SH+OK+E+O+D_ADDR+Y	GDT576-C01	Stelle den Pflanzenposten ein, halte ihn und setze ihn im Arbeitsgang an; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	Stelle den Pflanzenposten ein, halte ihn und setze ihn im Arbeitsgang an; auf Grad I und zur Ausführung; an der D-Stelle.	Stelle den Pflanzenposten ein, halte ihn und setze ihn im Arbeitsgang an; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
626	G515-E0192	G515-S013	f31r	HERBAL	cheda	CHD+A_ADDR	GDT576-C02	Bearbeite; an der bezeichneten Stelle.	Bearbeite; an der A-Stelle.	Bearbeite; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
627	G515-E0196	G515-S013	f31r	HERBAL	ykeedar	Y+K+EE+D_ADDR+AR	GDT576-C01	Gib den Pflanzenposten zu; vom Ausgangsmaterial; auf Grad II; an der bezeichneten Stelle.	Gib den Pflanzenposten zu; vom Ausgangsmaterial; auf Grad II; an der D-Stelle.	Gib den Pflanzenposten zu; vom Ausgangsmaterial; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
628	G515-E0201	G515-S014	f31r	HERBAL	ykeedy	Y+K+EE+D_ADDR+Y	GDT576-C01	Gib den äußeren Pflanzenposten und den inneren Pflanzenposten zu; auf Grad II; an der bezeichneten Stelle.	Gib den äußeren Pflanzenposten und den inneren Pflanzenposten zu; auf Grad II; an der D-Stelle.	Gib den äußeren Pflanzenposten und den inneren Pflanzenposten zu; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
629	G515-E0207	G515-S017	f31r	HERBAL	cheod	CH+E+O+D_ADDR	GDT576-C01	Nimm; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	Nimm; auf Grad I und zur Ausführung; an der D-Stelle.	Nimm; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
630	G515-E0208	G515-S017	f31r	HERBAL	qokeody	OK+E+O+D_ADDR+Y	GDT576-C01	Setze den Pflanzenposten im Arbeitsgang an; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	Setze den Pflanzenposten im Arbeitsgang an; auf Grad I und zur Ausführung; an der D-Stelle.	Setze den Pflanzenposten im Arbeitsgang an; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
631	G515-E0221	G515-S022	f31r	HERBAL	dar	D_ADDR+AR	GDT576-C01	Vom Ausgangsmaterial; an der bezeichneten Stelle.	Vom Ausgangsmaterial; an der D-Stelle.	Vom Ausgangsmaterial; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
632	G515-E0222	G515-S022	f31r	HERBAL	shedshey	SH+E+D_ADDR+SH+E+Y	GDT576-C01	Halte den Pflanzenposten und halte ihn; auf Grad I im äußeren Zweig und auf Grad I im inneren Zweig; an der bezeichneten Stelle.	Halte den Pflanzenposten und halte ihn; auf Grad I im äußeren Zweig und auf Grad I im inneren Zweig; an der D-Stelle.	Halte den Pflanzenposten und halte ihn; auf Grad I im äußeren Zweig und auf Grad I im inneren Zweig; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
633	G515-E0227	G515-S022	f31r	HERBAL	deey	D_ADDR+EE+Y	GDT576-C01	Im laufenden Satz setze den Pflanzenposten im Arbeitsgang an; auf Grad II; an der bezeichneten Stelle.	Im laufenden Satz setze den Pflanzenposten im Arbeitsgang an; auf Grad II; an der D-Stelle.	Im laufenden Satz setze den Pflanzenposten im Arbeitsgang an; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
634	G515-E0230	G515-S022	f31r	HERBAL	okaiiin	OK+A_ADDR+LOCAL_CHAR_I+IIN	GDT576-C02|GDT576-C08	Setze denselben Pflanzenposten im Arbeitsgang an; auf der bezeichneten Stufe; an der bezeichneten Stelle und mit der lokalen Variante i.	Setze denselben Pflanzenposten im Arbeitsgang an; auf der bezeichneten Stufe; an der A-Stelle und mit der i-Variante.	Setze denselben Pflanzenposten im Arbeitsgang an; auf der bezeichneten Stufe; an der bezeichneten Stelle und mit der lokalen Variante i.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
635	G515-E0237	G515-S023	f31r	HERBAL	dar	D_ADDR+AR	GDT576-C01	Im laufenden Satz bearbeite denselben Arbeitswert; vom Ausgangsmaterial; an der bezeichneten Stelle.	Im laufenden Satz bearbeite denselben Arbeitswert; vom Ausgangsmaterial; an der D-Stelle.	Im laufenden Satz bearbeite denselben Arbeitswert; vom Ausgangsmaterial; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
636	G515-E0243	G515-S026	f31r	HERBAL	saiis	S+A_ADDR+IIN+S	GDT576-C02	Wähle und wähle; auf der bezeichneten Stufe; an der bezeichneten Stelle.	Wähle und wähle; auf der bezeichneten Stufe; an der A-Stelle.	Wähle und wähle; auf der bezeichneten Stufe; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
637	G515-E0248	G515-S027	f31r	HERBAL	yshedair	Y+SH+E+D_ADDR+AIR	GDT576-C01	Halte den Pflanzenposten; entlang der Verarbeitungsbahn; auf Grad I; an der bezeichneten Stelle.	Halte den Pflanzenposten; entlang der Verarbeitungsbahn; auf Grad I; an der D-Stelle.	Halte den Pflanzenposten; entlang der Verarbeitungsbahn; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
638	G515-E0251	G515-S027	f31r	HERBAL	okedam	OK+E+D_ADDR+AM_ADDR	GDT576-C01|GDT576-C03	Setze denselben Pflanzenposten im Arbeitsgang an; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	Setze denselben Pflanzenposten im Arbeitsgang an; auf Grad I; an der D-Stelle und an der AM-Stelle.	Setze denselben Pflanzenposten im Arbeitsgang an; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
639	G515-E0303	G515-S030	f66r	SOURCE_SECTION_T	chap	CH+A_ADDR+P	GDT576-C02	Entnimm und setze ein; an der bezeichneten Stelle.	Entnimm und setze ein; an der A-Stelle.	Entnimm und setze ein; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
640	G515-E0304	G515-S030	f66r	SOURCE_SECTION_T	chefchy	CH+E+LOCAL_CHAR_F+CH+Y	GDT576-C05	Entnimm den laufenden Eintrag und entnimm ihn; auf Grad I; an der bezeichneten Stelle.	Entnimm den laufenden Eintrag und entnimm ihn; auf Grad I; bei der f-Kennmarke.	Entnimm den laufenden Eintrag und entnimm ihn; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
641	G515-E0305	G515-S030	f66r	SOURCE_SECTION_T	shddy	SH+D_ADDR+DY	GDT576-C01	Halte denselben laufenden Eintrag fest; an der bezeichneten Stelle; schließe den Schritt.	Halte denselben laufenden Eintrag fest; an der D-Stelle; schließe den Schritt.	Halte denselben laufenden Eintrag fest; an der bezeichneten Stelle; schließe den Schritt.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
642	G515-E0311	G515-S031	f66r	SOURCE_SECTION_T	qokeedar	OK+EE+D_ADDR+AR	GDT576-C01	Trage denselben laufenden Eintrag ein; von der Ausgangszeile; auf Grad II; an der bezeichneten Stelle.	Trage denselben laufenden Eintrag ein; von der Ausgangszeile; auf Grad II; an der D-Stelle.	Trage denselben laufenden Eintrag ein; von der Ausgangszeile; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
