stream_ordinal	event_id	statement_id	physical_page	register	owner_de	surface	component_recipe	intake_tier	state_bank_was_new	active_action_before	active_argument_before	explicit_action_roots	explicit_argument_roots	inherited_action_root	inherited_argument_root	active_action_after	active_argument_after	reader_status	reader_clause_de	baseline_reader_clause_de	order_repair_rule	clause_changed_by_order_repair	state_matches_gdt436	expected_order_safe_clause_de	clause_matches_gdt437	meaning_change
3489	G407-E3489	P1009-S507	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shedy	SH+E+DY	T0_EXACT_OBSERVED	NO	T	AIIN	SH	NONE	NONE	AIIN	SH	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Stationswert [wie zuvor]; auf Grad I; schließe den Schritt.	Halte den Stationswert [wie zuvor]; auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Stationswert [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO
3490	G407-E3490	P1009-S508	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qekaiin	CARRIER_Q+E+K+AIIN	T0_EXACT_OBSERVED	NO	SH	AIIN	K	AIIN	NONE	NONE	K	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Führe den Stationswert zu; als neuen Einsatz und auf Grad I.	Führe den Stationswert zu; als neuen Einsatz und auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Führe den Stationswert zu; als neuen Einsatz und auf Grad I.	YES	NO
3491	G407-E3491	P1009-S508	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chedy	CHD+Y	T0_EXACT_OBSERVED	NO	K	AIIN	CHD	Y	NONE	NONE	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Bearbeite den Stationsposten.	YES	NO
3492	G407-E3492	P1009-S508	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	deey	D_ADDR+EE+Y	T0_EXACT_OBSERVED	NO	CHD	Y	NONE	Y	CHD	NONE	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang bearbeite den Stationsposten; auf Grad II; an der bezeichneten Stelle.	Im laufenden Gang bearbeite den Stationsposten; auf Grad II; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang bearbeite den Stationsposten; auf Grad II; an der bezeichneten Stelle.	YES	NO
3493	G407-E3493	P1009-S508	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qotaiin	OT+AIIN	T0_EXACT_OBSERVED	NO	CHD	Y	NONE	AIIN	CHD	NONE	CHD	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Danach im laufenden Gang bearbeite den Stationswert.	Danach im laufenden Gang bearbeite den Stationswert.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Danach im laufenden Gang bearbeite den Stationswert.	YES	NO
3494	G407-E3494	P1009-S508	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	checkhy	CH+E+CH+K+Y	T0_EXACT_OBSERVED	NO	CHD	AIIN	CH|CH|K	Y	NONE	NONE	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Entnimm den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.	Entnimm den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Entnimm den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.	YES	NO
3495	G407-E3495	P1009-S508	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qoty	OT+Y	T0_EXACT_OBSERVED	NO	K	Y	NONE	Y	K	NONE	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Danach im laufenden Gang führe den Stationsposten zu.	Danach im laufenden Gang führe den Stationsposten zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Danach im laufenden Gang führe den Stationsposten zu.	YES	NO
3496	G407-E3496	P1009-S508	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	cheg	CH+E+LOCAL_CHAR_G	T0_EXACT_OBSERVED	NO	K	Y	CH	NONE	NONE	Y	CH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Entnimm den Stationsposten [wie zuvor]; auf Grad I; mit der lokalen Variante.	Entnimm den Stationsposten [wie zuvor]; auf Grad I; mit der lokalen Variante.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Entnimm den Stationsposten [wie zuvor]; auf Grad I; mit der lokalen Variante.	YES	NO
3497	G407-E3497	P1009-S508	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shedy	SH+E+DY	T0_EXACT_OBSERVED	NO	CH	Y	SH	NONE	NONE	Y	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO
3498	G407-E3498	P1009-S509	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokeey	OK+EE+Y	T0_EXACT_OBSERVED	NO	SH	Y	OK	Y	NONE	NONE	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten im Stationsgang an; auf Grad II.	Setze den Stationsposten im Stationsgang an; auf Grad II.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten im Stationsgang an; auf Grad II.	YES	NO
3499	G407-E3499	P1009-S509	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	rchedy	R+CHD+Y	T0_EXACT_OBSERVED	NO	OK	Y	R|CHD	Y	NONE	NONE	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Markiere den Stationsposten und bearbeite den Stationsposten.	Markiere den Stationsposten und bearbeite den Stationsposten.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Markiere den Stationsposten und bearbeite den Stationsposten.	YES	NO
3500	G407-E3500	P1009-S509	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qoteedy	OT+EE+DY	T0_EXACT_OBSERVED	NO	CHD	Y	NONE	NONE	CHD	Y	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Danach im laufenden Gang bearbeite den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.	Danach im laufenden Gang bearbeite den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Danach im laufenden Gang bearbeite den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.	YES	NO
3501	G407-E3501	P1009-S510	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lo	L+O	T0_EXACT_OBSERVED	NO	CHD	Y	NONE	NONE	CHD	Y	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; als Ausführung.	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; als Ausführung.	YES	NO
3502	G407-E3502	P1009-S510	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	schedy	CHD+DY	T0_EXACT_OBSERVED	NO	CHD	Y	CHD	NONE	NONE	Y	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	Bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	YES	NO
3503	G407-E3503	P1009-S511	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chedchy	CHD+Y	T0_EXACT_OBSERVED	NO	CHD	Y	CHD	Y	NONE	NONE	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Bearbeite den Stationsposten.	YES	NO
3504	G407-E3504	P1009-S511	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokal	OK+AL	T0_EXACT_OBSERVED	NO	CHD	Y	OK	NONE	NONE	Y	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	YES	NO
3505	G407-E3505	P1009-S511	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	olchedy	OL+CHD+DY	T0_EXACT_OBSERVED	NO	OK	Y	CHD	NONE	NONE	Y	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	Weiter bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	YES	NO
3506	G407-E3506	P1009-S512	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokaiin	OK+AIIN	T0_EXACT_OBSERVED	NO	CHD	Y	OK	AIIN	NONE	NONE	OK	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationswert im Stationsgang an.	Setze den Stationswert im Stationsgang an.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationswert im Stationsgang an.	YES	NO
3507	G407-E3507	P1009-S512	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chedy	CHD+Y	T0_EXACT_OBSERVED	NO	OK	AIIN	CHD	Y	NONE	NONE	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Bearbeite den Stationsposten.	YES	NO
3508	G407-E3508	P1009-S512	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokeedy	OK+EE+DY	T0_EXACT_OBSERVED	NO	CHD	Y	OK	NONE	NONE	Y	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	YES	NO
3509	G407-E3509	P1009-S513	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchedy	L+CHD+DY	T0_EXACT_OBSERVED	NO	OK	Y	CHD	NONE	NONE	Y	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	YES	NO
3510	G407-E3510	P1009-S514	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qoky	OK+Y	T0_EXACT_OBSERVED	NO	CHD	Y	OK	Y	NONE	NONE	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten im Stationsgang an.	Setze den Stationsposten im Stationsgang an.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten im Stationsgang an.	YES	NO
3511	G407-E3511	P1009-S514	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	solshed	S+OL+SH+E	T0_EXACT_OBSERVED	NO	OK	Y	S|SH	NONE	NONE	Y	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter wähle den Stationsposten [wie zuvor] und halte den Stationsposten [wie zuvor]; auf Grad I.	Weiter wähle den Stationsposten [wie zuvor] und halte den Stationsposten [wie zuvor]; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter wähle den Stationsposten [wie zuvor] und halte den Stationsposten [wie zuvor]; auf Grad I.	YES	NO
3512	G407-E3512	P1009-S514	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lsheedy	L+SH+EE+D_ADDR+Y	T0_EXACT_OBSERVED	NO	SH	Y	SH	Y	NONE	NONE	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	YES	NO
3513	G407-E3513	P1009-S514	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qeeedy	CARRIER_Q+EEE+D_ADDR+Y	T0_EXACT_OBSERVED	NO	SH	Y	NONE	Y	SH	NONE	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang halte den Stationsposten; als neuen Einsatz und auf Grad III; an der bezeichneten Stelle.	Im laufenden Gang halte den Stationsposten; als neuen Einsatz und auf Grad III; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang halte den Stationsposten; als neuen Einsatz und auf Grad III; an der bezeichneten Stelle.	YES	NO
3514	G407-E3514	P1009-S514	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qoky	OK+Y	T0_EXACT_OBSERVED	NO	SH	Y	OK	Y	NONE	NONE	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten im Stationsgang an.	Setze den Stationsposten im Stationsgang an.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten im Stationsgang an.	YES	NO
3515	G407-E3515	P1009-S514	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	o	O	T0_EXACT_OBSERVED	NO	OK	Y	NONE	NONE	OK	Y	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; als Ausführung.	Im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; als Ausführung.	YES	NO
3516	G407-E3516	P1009-S514	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qol	OL	T0_EXACT_OBSERVED	NO	OK	Y	NONE	NONE	OK	Y	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an.	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an.	YES	NO
3517	G407-E3517	P1009-S514	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	rsheedy	R+SH+EE+D_ADDR+Y	T0_EXACT_OBSERVED	NO	OK	Y	R|SH	Y	NONE	NONE	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Markiere den Stationsposten und halte den Stationsposten; auf Grad II; an der bezeichneten Stelle.	Markiere den Stationsposten und halte den Stationsposten; auf Grad II; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Markiere den Stationsposten und halte den Stationsposten; auf Grad II; an der bezeichneten Stelle.	YES	NO
3518	G407-E3518	P1009-S514	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokedy	OK+E+DY	T0_EXACT_OBSERVED	NO	SH	Y	OK	NONE	NONE	Y	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	YES	NO
3519	G407-E3519	P1009-S515	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qoteedy	OT+EE+DY	T0_EXACT_OBSERVED	NO	OK	Y	NONE	NONE	OK	Y	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Danach im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	Danach im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Danach im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	YES	NO
3520	G407-E3520	P1009-S516	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qoteedy	OT+EE+DY	T0_EXACT_OBSERVED	NO	OK	Y	NONE	NONE	OK	Y	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Danach im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	Danach im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Danach im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	YES	NO
3521	G407-E3521	P1009-S517	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	pchedal	P+CHD+AL	T0_EXACT_OBSERVED	NO	OK	Y	P|CHD	NONE	NONE	Y	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; zur Zielstation.	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; zur Zielstation.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; zur Zielstation.	YES	NO
3522	G407-E3522	P1009-S517	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	otedy	OT+E+DY	T0_EXACT_OBSERVED	NO	CHD	Y	NONE	NONE	CHD	Y	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Danach im laufenden Gang bearbeite den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	Danach im laufenden Gang bearbeite den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Danach im laufenden Gang bearbeite den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO
3523	G407-E3523	P1009-S518	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shecthedchy	SH+E+CH+T+CHD+Y	T0_EXACT_OBSERVED	NO	CHD	Y	SH|CH|T|CHD	Y	NONE	NONE	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Stationsposten, entnimm den Stationsposten, stelle den Stationsposten ein und bearbeite den Stationsposten; auf Grad I.	Halte den Stationsposten, entnimm den Stationsposten, stelle den Stationsposten ein und bearbeite den Stationsposten; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Stationsposten, entnimm den Stationsposten, stelle den Stationsposten ein und bearbeite den Stationsposten; auf Grad I.	YES	NO
3524	G407-E3524	P1009-S518	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qoky	OK+Y	T0_EXACT_OBSERVED	NO	CHD	Y	OK	Y	NONE	NONE	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten im Stationsgang an.	Setze den Stationsposten im Stationsgang an.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten im Stationsgang an.	YES	NO
3525	G407-E3525	P1009-S518	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chedy	CHD+Y	T0_EXACT_OBSERVED	NO	OK	Y	CHD	Y	NONE	NONE	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Bearbeite den Stationsposten.	YES	NO
3526	G407-E3526	P1009-S518	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chary	AR+Y	T0_EXACT_OBSERVED	NO	CHD	Y	NONE	Y	CHD	NONE	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Von der Ausgangsstation: im laufenden Gang bearbeite den Stationsposten.	Im laufenden Gang bearbeite den Stationsposten; von der Ausgangsstation.	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	YES	YES	Von der Ausgangsstation: im laufenden Gang bearbeite den Stationsposten.	YES	NO__RELATION_ARGUMENT_ORDER_ONLY
3527	G407-E3527	P1009-S518	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	pchor	P+CH+OR	T0_EXACT_OBSERVED	NO	CHD	Y	P|CH	OR	NONE	NONE	CH	OR	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze die Stationseinheit ein und entnimm die Stationseinheit.	Setze die Stationseinheit ein und entnimm die Stationseinheit.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze die Stationseinheit ein und entnimm die Stationseinheit.	YES	NO
3528	G407-E3528	P1009-S518	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	checphedy	CH+E+CH+P+E+DY	T0_EXACT_OBSERVED	NO	CH	OR	CH|CH|P	NONE	NONE	OR	P	OR	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Entnimm die Stationseinheit [wie zuvor], entnimm die Stationseinheit [wie zuvor] und setze die Stationseinheit [wie zuvor] ein; auf Grad I und auf Grad I; schließe den Schritt.	Entnimm die Stationseinheit [wie zuvor], entnimm die Stationseinheit [wie zuvor] und setze die Stationseinheit [wie zuvor] ein; auf Grad I und auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Entnimm die Stationseinheit [wie zuvor], entnimm die Stationseinheit [wie zuvor] und setze die Stationseinheit [wie zuvor] ein; auf Grad I und auf Grad I; schließe den Schritt.	YES	NO
3529	G407-E3529	P1009-S519	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokedy	OK+E+DY	T0_EXACT_OBSERVED	NO	P	OR	OK	NONE	NONE	OR	OK	OR	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze die Stationseinheit [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	Setze die Stationseinheit [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze die Stationseinheit [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	YES	NO
3530	G407-E3530	P1009-S520	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lsheedy	L+SH+EE+D_ADDR+Y	T0_EXACT_OBSERVED	NO	OK	OR	SH	Y	NONE	NONE	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	YES	NO
3531	G407-E3531	P1009-S520	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokchdy	OK+CHD+DY	T0_EXACT_OBSERVED	NO	SH	Y	OK|CHD	NONE	NONE	Y	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten [wie zuvor] im Stationsgang an und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten [wie zuvor] im Stationsgang an und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	YES	NO
3532	G407-E3532	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	r	R	T0_EXACT_OBSERVED	NO	CHD	Y	R	NONE	NONE	Y	R	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Markiere den Stationsposten [wie zuvor].	Markiere den Stationsposten [wie zuvor].	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Markiere den Stationsposten [wie zuvor].	YES	NO
3533	G407-E3533	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shedkedy	SH+E+K+E+D_ADDR+Y	T0_EXACT_OBSERVED	NO	R	Y	SH|K	Y	NONE	NONE	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Stationsposten und führe den Stationsposten zu; auf Grad I und auf Grad I; an der bezeichneten Stelle.	Halte den Stationsposten und führe den Stationsposten zu; auf Grad I und auf Grad I; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Stationsposten und führe den Stationsposten zu; auf Grad I und auf Grad I; an der bezeichneten Stelle.	YES	NO
3534	G407-E3534	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qopshdy	CARRIER_Q+O+P+SH+D_ADDR+Y	T0_EXACT_OBSERVED	NO	K	Y	P|SH	Y	NONE	NONE	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten ein und halte den Stationsposten; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	Setze den Stationsposten ein und halte den Stationsposten; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten ein und halte den Stationsposten; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	YES	NO
