dy_ordinal	cohort	event_id	source_event_id	statement_id	physical_page	register	card_ordinal_in_statement	statement_event_count	distance_to_statement_end	surface	recipe	dy_occurrence_in_recipe	dy_atom_position	recipe_atom_count	dy_recipe_terminal	closure_scope	statement_end_mode	explicit_action_roots	current_reading_de	successor_event_id	successor_surface	successor_recipe	successor_reading_de	successor_inherited_action_source_event_id	successor_inherited_argument_source_event_id	guard
543	OLD26_GDT407	G407-E3630	P912-E1579	G407-S601	f83r	BIOLOGICAL	2	2	0	lchedy	L+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
544	OLD26_GDT407	G407-E3632	P912-E1581	G407-S602	f83r	BIOLOGICAL	2	2	0	qoteedy	OT+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
545	OLD26_GDT407	G407-E3634	P912-E1583	G407-S603	f83r	BIOLOGICAL	2	2	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
546	OLD26_GDT407	G407-E3637	P912-E1586	G407-S604	f83r	BIOLOGICAL	3	3	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
547	OLD26_GDT407	G407-E3641	P912-E1590	G407-S605	f83r	BIOLOGICAL	4	4	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
548	OLD26_GDT407	G407-E3642	P912-E1591	G407-S606	f83r	BIOLOGICAL	1	1	0	otedy	OT+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
549	OLD26_GDT407	G407-E3645	P912-E1594	G407-S607	f83r	BIOLOGICAL	3	3	0	lkedy	L+K+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	K	VERBINDUNG · GEBEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
550	OLD26_GDT407	G407-E3647	P912-E1596	G407-S608	f83r	BIOLOGICAL	2	2	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
551	OLD26_GDT407	G407-E3651	P912-E1600	G407-S609	f83r	BIOLOGICAL	4	4	0	otchedy	OT+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	DANACH · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
552	OLD26_GDT407	G407-E3652	P912-E1601	G407-S610	f83r	BIOLOGICAL	1	1	0	qokeedy	OK+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
553	OLD26_GDT407	G407-E3657	P912-E1606	G407-S611	f83r	BIOLOGICAL	5	5	0	otedy	OT+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
554	OLD26_GDT407	G407-E3658	P912-E1607	G407-S612	f83r	BIOLOGICAL	1	1	0	ldy	L+DY	1	2	2	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	NONE	VERBINDUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
555	OLD26_GDT407	G407-E3660	P912-E1609	G407-S613	f83r	BIOLOGICAL	2	2	0	qotedy	OT+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
556	OLD26_GDT407	G407-E3662	P912-E1611	G407-S614	f83r	BIOLOGICAL	2	2	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
557	OLD26_GDT407	G407-E3663	P912-E1612	G407-S615	f83r	BIOLOGICAL	1	1	0	qokedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
558	OLD26_GDT407	G407-E3673	P912-E1622	G407-S616	f83r	BIOLOGICAL	10	10	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
559	OLD26_GDT407	G407-E3674	P912-E1623	G407-S617	f83r	BIOLOGICAL	1	1	0	qokeedy	OK+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
560	OLD26_GDT407	G407-E3677	P912-E1626	G407-S618	f83r	BIOLOGICAL	3	3	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
561	OLD26_GDT407	G407-E3684	P912-E1633	G407-S619	f83r	BIOLOGICAL	7	7	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
562	OLD26_GDT407	G407-E3685	P912-E1634	G407-S620	f83r	BIOLOGICAL	1	1	0	qokylddy	OK+Y+L+D_ADDR+DY	1	5	5	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · AKTIVER POSTEN · VERBINDUNG · HIER · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
563	OLD26_GDT407	G407-E3688	P912-E1637	G407-S621	f83r	BIOLOGICAL	3	3	0	qokeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
564	OLD26_GDT407	G407-E3689	P912-E1638	G407-S622	f83r	BIOLOGICAL	1	1	0	shckhedy	SH+CH+K+E+DY	1	5	5	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH|CH|K	HALTEN · NEHMEN · GEBEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
565	OLD26_GDT407	G407-E3690	P912-E1639	G407-S623	f83r	BIOLOGICAL	1	1	0	shckhedy	SH+CH+K+E+DY	1	5	5	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH|CH|K	HALTEN · NEHMEN · GEBEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
566	OLD26_GDT407	G407-E3694	P912-E1643	G407-S624	f83r	BIOLOGICAL	4	4	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
567	OLD26_GDT407	G407-E3695	P912-E1644	G407-S625	f83r	BIOLOGICAL	1	1	0	shedy	SH+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
568	OLD26_GDT407	G407-E3696	P912-E1645	G407-S626	f83r	BIOLOGICAL	1	1	0	oldy	OL+DY	1	2	2	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	NONE	FORTSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
569	OLD26_GDT407	G407-E3699	P912-E1648	G407-S627	f83r	BIOLOGICAL	3	3	0	qody	CARRIER_Q+O+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	BEGINNMARKER · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
570	OLD26_GDT407	G407-E3701	P912-E1650	G407-S628	f83r	BIOLOGICAL	2	2	0	oldy	OL+DY	1	2	2	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	FORTSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
571	OLD26_GDT407	G407-E3703	P912-E1652	G407-S629	f83r	BIOLOGICAL	2	2	0	okeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
572	OLD26_GDT407	G407-E3704	P912-E1653	G407-S630	f83r	BIOLOGICAL	1	1	0	qokeedy	OK+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
573	OLD26_GDT407	G407-E3708	P912-E1657	G407-S631	f83r	BIOLOGICAL	4	4	0	qotchedy	OT+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	DANACH · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
574	OLD26_GDT407	G407-E3709	P912-E1658	G407-S632	f83r	BIOLOGICAL	1	1	0	okeedy	OK+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
575	OLD26_GDT407	G407-E3710	P912-E1659	G407-S633	f83r	BIOLOGICAL	1	1	0	ldy	L+DY	1	2	2	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	NONE	VERBINDUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
576	OLD26_GDT407	G407-E3713	P912-E1662	G407-S634	f83r	BIOLOGICAL	3	3	0	lchedy	L+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
577	OLD26_GDT407	G407-E3722	P912-E1671	G407-S635	f83r	BIOLOGICAL	9	9	0	lchedy	L+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
578	OLD26_GDT407	G407-E3734	P912-E1683	G407-S636	f83r	BIOLOGICAL	12	12	0	lshedy	L+SH+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	VERBINDUNG · HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
579	OLD26_GDT407	G407-E3737	P912-E1686	G407-S637	f83r	BIOLOGICAL	3	3	0	lkedy	L+K+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	K	VERBINDUNG · GEBEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
580	OLD26_GDT407	G407-E3738	P912-E1687	G407-S638	f83r	BIOLOGICAL	1	1	0	lchedy	L+CHD+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
581	OLD26_GDT407	G407-E3740	P912-E1689	G407-S639	f83r	BIOLOGICAL	2	2	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
582	OLD26_GDT407	G407-E3744	P912-E1693	G407-S640	f83r	BIOLOGICAL	4	4	0	dairydy	AIR+Y+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	LAUF · AKTIVER POSTEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
583	OLD26_GDT407	G407-E3750	P912-E1699	G407-S641	f83r	BIOLOGICAL	6	6	0	olchedy	OL+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	FORTSETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
584	OLD26_GDT407	G407-E3753	P912-E1702	G407-S642	f83r	BIOLOGICAL	3	3	0	lchedy	L+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
585	OLD26_GDT407	G407-E3768	P912-E1717	G407-S643	f83r	BIOLOGICAL	15	15	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
586	OLD26_GDT407	G407-E3769	P912-E1720	G407-S644	f83r	BIOLOGICAL	1	1	0	otchdy	OT+CHD+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	CHD	DANACH · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
587	OLD26_GDT407	G407-E3770	P912-E1721	G407-S645	f83r	BIOLOGICAL	1	1	0	qokchdy	OK+CHD+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK|CHD	SETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
588	OLD26_GDT407	G407-E3848	P912-E2426	G407-S649	f88r	PHARMA	6	6	0	oldy	OL+DY	1	2	2	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	FORTSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
589	OLD26_GDT407	G407-E3888	P912-E2470	G407-S651	f88r	PHARMA	7	7	0	okoldy	OK+OL+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · FORTSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
590	OLD26_GDT407	G407-E3949	P1003-E0438	G407-S653	f88v	PHARMA	20	20	0	olcheody	OL+CH+E+O+DY	1	5	5	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CH	FORTSETZEN · NEHMEN · GRAD I · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
591	OLD26_GDT407	G407-E3969	P1003-E0462	G407-S655	f88v	PHARMA	1	1	0	kosholdy	K+O+SH+OL+DY	1	5	5	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	K|SH	GEBEN · AUSFÜHRUNG · HALTEN · FORTSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
592	OLD26_GDT407	G407-E3970	P1003-E0463	G407-S656	f88v	PHARMA	1	1	0	qotody	OT+O+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
593	OLD26_GDT407	G407-E3973	P1003-E0466	G407-S657	f88v	PHARMA	3	3	0	qoteody	OT+E+O+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · GRAD I · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
594	OLD26_GDT407	G407-E3992	P1003-E0485	G407-S658	f88v	PHARMA	19	19	0	qokody	OK+O+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
595	OLD26_GDT407	G407-E3998	P1003-E0491	G407-S659	f88v	PHARMA	6	6	0	qotody	OT+O+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
596	OLD26_GDT407	G407-E4016	P1003-E0509	G407-S660	f88v	PHARMA	18	18	0	oteeody	OT+EE+O+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · GRAD II · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
597	OLD26_GDT407	G407-E4017	P1003-E0510	G407-S661	f88v	PHARMA	1	1	0	cpheody	CH+P+E+O+DY	1	5	5	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	CH|P	NEHMEN · EINSETZEN · GRAD I · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
598	OLD26_GDT407	G407-E4026	P1003-E0519	G407-S662	f88v	PHARMA	9	9	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
599	OLD26_GDT407	G407-E4043	P1003-E0536	G407-S663	f88v	PHARMA	17	17	0	sheedy	SH+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
600	OLD26_GDT407	G407-E4056	P1003-E0549	G407-S664	f88v	PHARMA	13	13	0	saldy	S+AL+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	S	WÄHLEN · ZIELORT · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
601	OLD26_GDT407	G407-E4071	P1008-E1053	G407-S667	f89r	PHARMA	7	7	0	dshody	SH+O+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
602	OLD26_GDT407	G407-E4121	P1008-E1109	G407-S669	f89r	PHARMA	14	14	0	dalchom	AL+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	ZIELORT · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
603	OLD26_GDT407	G407-E4140	P1008-E1128	G407-S670	f89r	PHARMA	19	19	0	dainaldy	D_ADDR+AIN+AL+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	HIER · ANTEIL · ZIELORT · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
604	OLD26_GDT407	G407-E4190	P1008-E1187	G407-S673	f89r	PHARMA	4	4	0	cholkeedy	OL+K+EE+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	K	FORTSETZEN · GEBEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
605	OLD26_GDT407	G407-E4191	P1008-E1188	G407-S674	f89r	PHARMA	1	1	0	qokedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
606	OLD26_GDT407	G407-E4224	P1008-E1221	G407-S675	f89r	PHARMA	33	33	0	qody	CARRIER_Q+O+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	BEGINNMARKER · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
