unified_serial	register	page	unit_or_locus	source_group_identity	visible_identity	owner_or_namespace	construction_or_address	current_short_reading	content_layer	content_unit_id	medical_master_frame	nonmedical_master_frame	formal_reading_changed	surface_changed
599	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.4	A218	A2:G028	A2_LOCAL_OWNER_UNRESOLVED	A2_MULTIPANEL_HEADER_FRAGMENT_04	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
600	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.5	A219	A2:G029	A2_LOCAL_OWNER_UNRESOLVED	A2_MULTIPANEL_HEADER_FRAGMENT_05	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
601	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.6	A220	A2:G030	A2_LOCAL_OWNER_UNRESOLVED	A2_MULTIPANEL_HEADER_FRAGMENT_06	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
602	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.7	A221	A2:G031	A2_LOCAL_OWNER_UNRESOLVED	A2_MULTIPANEL_HEADER_FRAGMENT_07	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
603	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.8	A222	A2:G032	A2_LOCAL_OWNER_UNRESOLVED	A2_CENTRE_KEY_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
604	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.9	A223	A2:G033	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
605	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.10	A224	A2:G034	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
606	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.11	A225	A2:G035	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_03	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
607	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.12	A226	A2:G036	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_04	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
608	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.13	A227	A2:G037	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_05	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
609	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.14	A228	A2:G038	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_06	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
610	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.15	A229	A2:G039	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_07	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
611	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.16	A230	A2:G040	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_08	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
612	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.17	A231	A2:G041	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_09	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
613	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.18	A232	A2:G042	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_10	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
614	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.19	A233	A2:G043	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_11	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
615	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.20	A234	A2:G044	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_12	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
616	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.21	A235	A2:G045	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_13	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
617	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.22	A236	A2:G046	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_14	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
618	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.23	A237	A2:G047	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_15	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
619	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.24	A238	A2:G048	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_16	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
620	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.25	A239	A2:G049	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_17	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
621	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.26	A240	A2:G050	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_18	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
622	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.27	A241	A2:G051	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_19	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
623	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.28	A242	A2:G052	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_20	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
624	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.29	A243	A2:G053	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_21	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
625	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.30	A244	A2:G054	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_22	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
626	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.31	A245	A2:G055	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_23	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
627	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.32	A246	A2:G056	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_24	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
628	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.33	A247	A2:G057	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_25	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
629	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.34	A248	A2:G058	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_26	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
630	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.35	A249	A2:G059	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_27	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
631	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.36	A250	A2:G060	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	A2_STAR_STATION_28	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
632	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.37	A251	A2:G061	A2_LOCAL_OWNER_UNRESOLVED	A2_CENTRAL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
633	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.37	A252	A2:G062	A2_LOCAL_OWNER_UNRESOLVED	A2_CENTRAL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
634	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.37	A253	A2:G063	A2_LOCAL_OWNER_UNRESOLVED	A2_CENTRAL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
635	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.37	A254	A2:G064	A2_LOCAL_OWNER_UNRESOLVED	A2_CENTRAL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
636	ASTRO_LOCAL_LOOKUP	f68r1	f68r1.37	A255	A2:G065	A2_LOCAL_OWNER_UNRESOLVED	A2_CENTRAL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A2	Wähle das sichtbare Paneel oder Zentrum und danach genau einen lokalen Sternplatz. Kopiere sein Etikett als paneelgebundenen Exemplareintrag. Ein anderes Zentrum eröffnet einen neuen Namensraum.	Zeige einen lokalen Sternplatz im passenden Paneel und kopiere dessen Exemplaretikett; Zentren und 28 Plätze bilden keine erzwungene Folge.	NO	NO
637	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A256	A3:G001	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
638	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A257	A3:G002	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
639	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A258	A3:G003	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	Wähle linkes, mittleres oder rechtes Rad. Links kann einer von 28 lokalen Plätzen nachgeschlagen werden; Mitte und rechts tragen eigene Rubriken. Kein Wert darf zwischen den drei Rädern wandern.	Benutze links das örtliche 28-Platz-Kalenderinventar, in der Mitte einen Zustands- oder Wetterring und rechts einen Licht- oder Qualitätsring; halte alle drei Schlüssel getrennt.	NO	NO
