global_ordinal	line_ordinal	page	locus	token_index	eva	section	language	hand	v48_line_surface_match	route	review_class	review_position	raw_v48_unknown_before	working_meaning_de	contextual_render_de	composition	semantic_features	confidence	meaning_source	scope_state	baseline_v48_gloss_de	baseline_v48_source	baseline_v48_scope_state	value_attachment	explicit_action	explicit_action_de
174	27	f81r	f81r.27	5	dol	B	B	2	1	INHERITED_V48	E	0	0	Materialmaß	Materialmaß	INHERITED_V48_LINE_CARD	DESCRIPTOR	KNOWN_EXACT_WHOLE	GDT638:ROUND_11	KNOWN_EXACT_WHOLE	Materialmaß	GDT638:ROUND_11	KNOWN_EXACT_WHOLE	0	0	NONE
175	27	f81r	f81r.27	6	qokchedy	B	B	2	1	INHERITED_V48	E	0	0	heiß und trocken in der Mitte des Grades, abgeschlossen	heiß und trocken in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	heiß und trocken in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
176	28	f81r	f81r.28	1	qokesdy	B	B	2	1	ROLE_COMPOSED_REVIEW	P	1	1	erhitze Saatgut bis zur Mittelstufe und stelle es fertig	erhitze Saatgut bis zur Mittelstufe und stelle es fertig	QO_COMMAND+K_HOT+E_MIDDLE+S_SEED+DY_FINISHED	ACTION+STAGE+STATE	MEDIUM	GDT674_RAW_UNKNOWN_REVIEW_CARD	PAGE_LOCAL_REVIEW_NOT_PROMOTED	[qokesdy:?]	OPEN	UNKNOWN_SURFACE	0	0	NONE
177	28	f81r	f81r.28	2	chedy	B	B	2	1	INHERITED_V48	E	0	0	trocken in der Mitte des Grades, abgeschlossen	trocken in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	trocken in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
178	28	f81r	f81r.28	3	qokar	B	B	2	1	INHERITED_V48	E	0	0	heiße Drogenfraktion I	heiße Drogenfraktion I	INHERITED_V48_LINE_CARD	MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT654:REVISE_CONFLICTING_EXACT	KNOWN_EXACT_WHOLE	heiße Drogenfraktion I	GDT654:REVISE_CONFLICTING_EXACT	KNOWN_EXACT_WHOLE	0	0	NONE
179	28	f81r	f81r.28	4	chey	B	B	2	1	INHERITED_V48	E	0	0	trocken in der Mitte des Grades	trocken in der Mitte des Grades	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	trocken in der Mitte des Grades	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
180	28	f81r	f81r.28	5	taiin	B	B	2	1	INHERITED_V48	E	0	0	kalt, Grad III	kalt, Grad III	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_CONTEXT_LICENSED	V13:QUALITY_DEGREE_SERIES	KNOWN_CONTEXT_LICENSED	kalt, Grad III	V13:QUALITY_DEGREE_SERIES	KNOWN_CONTEXT_LICENSED	0	0	NONE
181	28	f81r	f81r.28	6	otey	B	B	2	1	INHERITED_V48	E	0	0	kalter Ansatz in der Mitte des Grades	kalter Ansatz in der Mitte des Grades	INHERITED_V48_LINE_CARD	STAGE+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	kalter Ansatz in der Mitte des Grades	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
182	28	f81r	f81r.28	7	lchl	B	B	2	1	LOCAL_WHOLE_REVIEW	W	1	1	getrocknetes Drogenholz	getrocknetes Drogenholz	LEARNED_LCHL_WHOLE	MATERIAL	LOW	GDT674_RAW_UNKNOWN_REVIEW_CARD	PAGE_LOCAL_REVIEW_NOT_PROMOTED	[lchl:?]	OPEN	UNKNOWN_SURFACE	0	0	NONE
183	29	f81r	f81r.29	1	y	B	B	2	1	OCCURRENCE_CONTEXT_REVIEW	O	1	0	Eintrag:	Eintrag:	LINE_INITIAL_Y_ENTRY	DESCRIPTOR	MEDIUM	GDT674_CONTEXT_RECHECK_OF_V48	OCCURRENCE_ONLY_NOT_PROMOTED	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	0	0	NONE
184	29	f81r	f81r.29	2	sheedy	B	B	2	1	INHERITED_V48	E	0	0	feucht am Ende des Grades, abgeschlossen	feucht am Ende des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	READER_BOUNDARY_UNSTABLE	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	feucht am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	0	0	NONE
185	29	f81r	f81r.29	3	shy	B	B	2	1	INHERITED_V48	E	0	0	feucht am Anfang des Grades	feucht am Anfang des Grades	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	feucht am Anfang des Grades	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
186	29	f81r	f81r.29	4	chey	B	B	2	1	INHERITED_V48	E	0	0	trocken in der Mitte des Grades	trocken in der Mitte des Grades	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	trocken in der Mitte des Grades	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
187	29	f81r	f81r.29	5	l	B	B	2	1	INHERITED_V48	E	0	0	Holzdroge in der gebundenen Anschlussform	Holzdroge in der gebundenen Anschlussform	INHERITED_V48_LINE_CARD	MATERIAL	READER_BOUNDARY_UNSTABLE	GDT663:L_READER_MERGE_RIGHT:lchcthy	READER_BOUNDARY_UNSTABLE	Holzdroge in der gebundenen Anschlussform	GDT663:L_READER_MERGE_RIGHT:lchcthy	READER_BOUNDARY_UNSTABLE	0	0	NONE
188	29	f81r	f81r.29	6	chcthy	B	B	2	1	INHERITED_V48	E	0	0	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	INHERITED_V48_LINE_CARD	MATERIAL+STATE	READER_BOUNDARY_UNSTABLE	V13:DRY_CTH_MATERIAL	READER_BOUNDARY_UNSTABLE	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	V13:DRY_CTH_MATERIAL	READER_BOUNDARY_UNSTABLE	0	0	NONE
189	29	f81r	f81r.29	7	ytar	B	B	2	1	INHERITED_V48	E	0	0	nimm hiervon die erste gekühlte Drogenfraktion	nimm hiervon die erste gekühlte Drogenfraktion	INHERITED_V48_LINE_CARD	ACTION+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT664:EXACT_WHOLE:ytar	KNOWN_EXACT_WHOLE	nimm hiervon die erste gekühlte Drogenfraktion	GDT664:EXACT_WHOLE:ytar	KNOWN_EXACT_WHOLE	0	1	nimm hiervon die erste gekühlte Drogenfraktion
190	29	f81r	f81r.29	8	olkaiin	B	B	2	1	INHERITED_V48	E	0	0	heiße Drogenbasis, Stufe III	heiße Drogenbasis, Stufe III	INHERITED_V48_LINE_CARD	STAGE+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT663:EXACT_WHOLE:olkaiin	KNOWN_EXACT_WHOLE	heiße Drogenbasis, Stufe III	GDT663:EXACT_WHOLE:olkaiin	KNOWN_EXACT_WHOLE	0	0	NONE
191	29	f81r	f81r.29	9	ol	B	B	2	1	INHERITED_V48	E	0	0	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	INHERITED_V48_LINE_CARD	MATERIAL	AMBIGUOUS_ACTIVE_RIVAL	V13:QUALITY_STATE_MATERIAL_CARRIER	AMBIGUOUS_ACTIVE_RIVAL	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	V13:QUALITY_STATE_MATERIAL_CARRIER	AMBIGUOUS_ACTIVE_RIVAL	0	0	NONE
192	30	f81r	f81r.30	1	l	B	B	2	1	INHERITED_V48	E	0	0	Pfund / Gewichtseinheit	Pfund / Gewichtseinheit	INHERITED_V48_LINE_CARD	QUANTITY	KNOWN_CONTEXT_LICENSED	GDT663:L_FREE_WEIGHT_SIGLUM:NONE	KNOWN_CONTEXT_LICENSED	Pfund / Gewichtseinheit	GDT663:L_FREE_WEIGHT_SIGLUM:NONE	KNOWN_CONTEXT_LICENSED	0	0	NONE
193	30	f81r	f81r.30	2	shedy	B	B	2	1	INHERITED_V48	E	0	0	feucht in der Mitte des Grades, abgeschlossen	feucht in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	READER_BOUNDARY_UNSTABLE	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	feucht in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	0	0	NONE
194	30	f81r	f81r.30	3	qokedy	B	B	2	1	INHERITED_V48	E	0	0	heiß in der Mitte des Grades, abgeschlossen	heiß in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	heiß in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
195	30	f81r	f81r.30	4	sor	B	B	2	1	INHERITED_V48	E	0	0	Samenportion	Samenportion	INHERITED_V48_LINE_CARD	MATERIAL	KNOWN_EXACT_WHOLE	V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE	Samenportion	V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE	0	0	NONE
196	30	f81r	f81r.30	5	olkar	B	B	2	1	ROLE_COMPOSED_REVIEW	P	1	1	erste erhitzte Holzdrogenfraktion im Ansatz	erste erhitzte Holzdrogenfraktion im Ansatz	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	MATERIAL+STATE	HIGH	GDT674_RAW_UNKNOWN_REVIEW_CARD	PAGE_LOCAL_REVIEW_NOT_PROMOTED	[olkar:?]	OPEN	UNKNOWN_SURFACE	0	0	NONE
197	30	f81r	f81r.30	6	ol	B	B	2	1	INHERITED_V48	E	0	0	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	INHERITED_V48_LINE_CARD	MATERIAL	READER_BOUNDARY_UNSTABLE	V13:QUALITY_STATE_MATERIAL_CARRIER	READER_BOUNDARY_UNSTABLE	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	V13:QUALITY_STATE_MATERIAL_CARRIER	READER_BOUNDARY_UNSTABLE	0	0	NONE
198	30	f81r	f81r.30	7	kaiin	B	B	2	1	INHERITED_V48	E	0	0	heiß, Grad III	Heizstufe III des unmittelbar vorangehenden Grundansatzes	INHERITED_V48_LINE_CARD	MATERIAL	READER_BOUNDARY_UNSTABLE	V13:TARGET_SURFACE_DEFAULT	READER_BOUNDARY_UNSTABLE	heiß, Grad III	V13:TARGET_SURFACE_DEFAULT	READER_BOUNDARY_UNSTABLE	1	0	NONE
199	30	f81r	f81r.30	8	olkshdy	B	B	2	1	ROLE_COMPOSED_REVIEW	P	1	1	Holzdrogenansatz erhitzen, einweichen und fertigstellen	Holzdrogenansatz erhitzen, einweichen und fertigstellen	O_PREP+L_WOOD+K_HOT+SH_MOIST+DY_FINISHED	ACTION+MATERIAL+STATE	HIGH	GDT674_RAW_UNKNOWN_REVIEW_CARD	PAGE_LOCAL_REVIEW_NOT_PROMOTED	[olkshdy:?]	OPEN	UNKNOWN_SURFACE	0	0	NONE
200	31	f81r	f81r.31	1	sol	B	B	2	1	INHERITED_V48	E	0	0	Samenmaterial/Saatgut	Samenmaterial/Saatgut	INHERITED_V48_LINE_CARD	MATERIAL	KNOWN_EXACT_WHOLE	V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE	Samenmaterial/Saatgut	V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE	0	0	NONE
201	31	f81r	f81r.31	2	shedy	B	B	2	1	INHERITED_V48	E	0	0	feucht in der Mitte des Grades, abgeschlossen	feucht in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	feucht in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
202	31	f81r	f81r.31	3	ol	B	B	2	1	INHERITED_V48	E	0	0	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	INHERITED_V48_LINE_CARD	MATERIAL	AMBIGUOUS_ACTIVE_RIVAL	V13:QUALITY_STATE_MATERIAL_CARRIER	AMBIGUOUS_ACTIVE_RIVAL	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	V13:QUALITY_STATE_MATERIAL_CARRIER	AMBIGUOUS_ACTIVE_RIVAL	0	0	NONE
203	31	f81r	f81r.31	4	lchedy	B	B	2	1	INHERITED_V48	E	0	0	getrocknetes Drogenholz	getrocknetes Drogenholz	INHERITED_V48_LINE_CARD	MATERIAL	READER_BOUNDARY_UNSTABLE	V13:SCOPED_CONCRETE_HEAD_FORM	READER_BOUNDARY_UNSTABLE	getrocknetes Drogenholz	V13:SCOPED_CONCRETE_HEAD_FORM	READER_BOUNDARY_UNSTABLE	0	0	NONE
204	31	f81r	f81r.31	5	shedy	B	B	2	1	INHERITED_V48	E	0	0	feucht in der Mitte des Grades, abgeschlossen	feucht in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	READER_BOUNDARY_UNSTABLE	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	feucht in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	0	0	NONE
205	31	f81r	f81r.31	6	shy	B	B	2	1	INHERITED_V48	E	0	0	feucht am Anfang des Grades	feucht am Anfang des Grades	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	feucht am Anfang des Grades	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
206	31	f81r	f81r.31	7	olkedy	B	B	2	1	INHERITED_V48	E	0	0	erhitzte Drogenbasis, fertig	erhitzte Drogenbasis, fertig	INHERITED_V48_LINE_CARD	MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT662:EXACT_WHOLE:olkedy	KNOWN_EXACT_WHOLE	erhitzte Drogenbasis, fertig	GDT662:EXACT_WHOLE:olkedy	KNOWN_EXACT_WHOLE	0	0	NONE
207	31	f81r	f81r.31	8	ches	B	B	2	1	INHERITED_V48	E	0	0	trockenes Drogenmaterial, Mittelstufe	trockenes Drogenmaterial, Mittelstufe	INHERITED_V48_LINE_CARD	STAGE+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT661:EXACT_WHOLE:ches	KNOWN_EXACT_WHOLE	trockenes Drogenmaterial, Mittelstufe	GDT661:EXACT_WHOLE:ches	KNOWN_EXACT_WHOLE	0	0	NONE
208	31	f81r	f81r.31	9	ar	B	B	2	1	INHERITED_V48	E	0	0	Drogenfraktion I	erste Fraktion des trockenen Drogenmaterials	INHERITED_V48_LINE_CARD	QUANTITY+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT654:NEW_EXACT_WHOLE	KNOWN_EXACT_WHOLE	Drogenfraktion I	GDT654:NEW_EXACT_WHOLE	KNOWN_EXACT_WHOLE	1	0	NONE
209	31	f81r	f81r.31	10	or	B	B	2	1	INHERITED_V48	E	0	0	Drogenportion	eine Portion des trockenen Drogenmaterials	INHERITED_V48_LINE_CARD	QUANTITY+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT654:REVISE_AMBIGUOUS_TO_EXACT	KNOWN_EXACT_WHOLE	Drogenportion	GDT654:REVISE_AMBIGUOUS_TO_EXACT	KNOWN_EXACT_WHOLE	1	0	NONE
210	31	f81r	f81r.31	11	oraiiin	B	B	2	1	INHERITED_V48	E	0	0	Drogenportion IV	Portion IV des trockenen Drogenmaterials	INHERITED_V48_LINE_CARD	QUANTITY+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT663:EXACT_WHOLE:oraiiin	KNOWN_EXACT_WHOLE	Drogenportion IV	GDT663:EXACT_WHOLE:oraiiin	KNOWN_EXACT_WHOLE	1	0	NONE
