identity_profile_id	surface	side	neighbour_surface	anchor_kind	axis_tags	external_occurrences	physical_folios	target_token_stable_occurrences	neighbour_token_stable_occurrences	pair_sequence_stable_occurrences	pair_sequence_stable_folios	semantic_credit	confirmed_lexeme	component_export_credit
G805-I0806	ol	R1	cheody	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0807	ol	R1	cheokchey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0808	ol	R1	cheol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	6	6	4	5	3	3	0	0	0
G805-I0809	ol	R1	cheor	UNMAPPED	NONE	3	2	2	2	2	2	0	0	0
G805-I0810	ol	R1	cheos	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|AMOUNT|VALUE|PREPARATION	1	1	1	1	1	1	0	0	0
G805-I0811	ol	R1	chesey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0812	ol	R1	chety	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0813	ol	R1	chey	UNMAPPED	NONE	8	7	7	7	7	6	0	0	0
G805-I0814	ol	R1	chl	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|PROCESS	1	1	1	1	1	1	0	0	0
G805-I0815	ol	R1	chlor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0816	ol	R1	chockhar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0817	ol	R1	chody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0818	ol	R1	choiin	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0819	ol	R1	chokaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0820	ol	R1	chol	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0821	ol	R1	chor	UNMAPPED	NONE	2	2	1	2	1	1	0	0	0
G805-I0822	ol	R1	chorcholsal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0823	ol	R1	chory	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0824	ol	R1	choy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0825	ol	R1	chs	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0826	ol	R1	chsey	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0827	ol	R1	chsky	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0828	ol	R1	chy	UNMAPPED	NONE	4	4	3	4	3	3	0	0	0
G805-I0829	ol	R1	daiin	UNMAPPED	NONE	8	7	8	7	6	6	0	0	0
G805-I0830	ol	R1	dain	UNMAPPED	NONE	3	3	3	2	2	2	0	0	0
G805-I0831	ol	R1	dair	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0832	ol	R1	dal	UNMAPPED	NONE	4	4	2	2	2	2	0	0	0
G805-I0833	ol	R1	daldy	UNMAPPED	NONE	2	2	2	1	1	1	0	0	0
G805-I0834	ol	R1	dam	UNMAPPED	NONE	3	3	3	2	2	2	0	0	0
G805-I0835	ol	R1	dar	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0836	ol	R1	dchckhy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0837	ol	R1	dl	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0838	ol	R1	dld	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0839	ol	R1	dol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0840	ol	R1	dorchedchey	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0841	ol	R1	dy	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0842	ol	R1	ear	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0843	ol	R1	eeedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0844	ol	R1	eees	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0845	ol	R1	ekar	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0846	ol	R1	eses	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0847	ol	R1	k	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0848	ol	R1	kaiiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0849	ol	R1	kaiin	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	9	7	6	5	5	5	0	0	0
G805-I0850	ol	R1	kain	UNMAPPED	NONE	5	5	3	4	4	4	0	0	0
G805-I0851	ol	R1	kaldaim	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0852	ol	R1	kalol	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0853	ol	R1	kar	UNMAPPED	NONE	2	2	1	1	1	1	0	0	0
G805-I0854	ol	R1	karar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0855	ol	R1	kchdy	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0856	ol	R1	kchedy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|DRY|VALUE|CLOSE	2	2	0	0	0	0	0	0	0
G805-I0857	ol	R1	kcheeky	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0858	ol	R1	kchy	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0859	ol	R1	kechy	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0860	ol	R1	kedaiiin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0861	ol	R1	kedy	UNMAPPED	NONE	3	2	1	0	0	0	0	0	0
G805-I0862	ol	R1	keedy	UNMAPPED	NONE	4	4	4	1	1	1	0	0	0
G805-I0863	ol	R1	keeed	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0864	ol	R1	keeo	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0865	ol	R1	keeody	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0866	ol	R1	keeol	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0867	ol	R1	keeor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0868	ol	R1	keey	UNMAPPED	NONE	4	4	2	1	1	1	0	0	0
G805-I0869	ol	R1	keo	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0870	ol	R1	keodar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0871	ol	R1	kor	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0872	ol	R1	l	UNMAPPED	NONE	3	3	2	0	0	0	0	0	0
G805-I0873	ol	R1	lal	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0874	ol	R1	lchdaiin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0875	ol	R1	lchedy	UNMAPPED	NONE	3	2	3	2	2	1	0	0	0
G805-I0876	ol	R1	lcheol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0877	ol	R1	lcheor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0878	ol	R1	lchey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0879	ol	R1	lcho	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0880	ol	R1	ld	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0881	ol	R1	lkain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0882	ol	R1	lkan	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0883	ol	R1	lkar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0884	ol	R1	lkechch	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0885	ol	R1	lkedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0886	ol	R1	loeees	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0887	ol	R1	loiin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0888	ol	R1	lom	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0889	ol	R1	lor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0890	ol	R1	loty	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0891	ol	R1	ls	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0892	ol	R1	o	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0893	ol	R1	oaiin	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	AMOUNT|PREPARATION	2	2	1	1	1	1	0	0	0
G805-I0894	ol	R1	oain	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0895	ol	R1	ochedar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0896	ol	R1	oeeal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0897	ol	R1	oiiin	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0898	ol	R1	oiin	UNMAPPED	NONE	5	5	4	3	3	3	0	0	0
G805-I0899	ol	R1	oin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0900	ol	R1	okachey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0901	ol	R1	okaiiin	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0902	ol	R1	okaiin	UNMAPPED	NONE	6	6	5	6	5	5	0	0	0
G805-I0903	ol	R1	okalor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0904	ol	R1	okchy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0905	ol	R1	okedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0906	ol	R1	okeedyqol	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0907	ol	R1	okeeey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0908	ol	R1	okeey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0909	ol	R1	okes	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0910	ol	R1	oky	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0911	ol	R1	ol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	7	5	7	7	7	5	0	0	0
G805-I0912	ol	R1	olaiin	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	AMOUNT|MATERIAL	5	5	5	4	4	4	0	0	0
G805-I0913	ol	R1	olain	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0914	ol	R1	oldaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0915	ol	R1	olkaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0916	ol	R1	olkain	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE|MATERIAL	1	1	1	1	1	1	0	0	0
G805-I0917	ol	R1	olkar	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0918	ol	R1	olkeey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0919	ol	R1	oloqorain	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0920	ol	R1	olor	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0921	ol	R1	ols	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	MATERIAL	1	1	1	1	1	1	0	0	0
G805-I0922	ol	R1	olshdy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0923	ol	R1	olsheedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0924	ol	R1	olsheey	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0925	ol	R1	oly	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	PROCESS	2	2	2	2	2	2	0	0	0
G805-I0926	ol	R1	oqaiin	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0927	ol	R1	or	UNMAPPED	NONE	6	6	5	4	4	4	0	0	0
G805-I0928	ol	R1	ory	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0929	ol	R1	otaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0930	ol	R1	otchdy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0931	ol	R1	otchedy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|DRY|VALUE|PREPARATION|CLOSE	1	1	0	0	0	0	0	0	0
G805-I0932	ol	R1	otchy	UNMAPPED	NONE	2	2	1	2	2	2	0	0	0
G805-I0933	ol	R1	oteedy	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0934	ol	R1	otlaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0935	ol	R1	otol	UNMAPPED	NONE	2	1	2	2	2	1	0	0	0
G805-I0936	ol	R1	pchedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0937	ol	R1	qockhey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0938	ol	R1	qokaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0939	ol	R1	qokal	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0940	ol	R1	qokar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0941	ol	R1	qokeedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0942	ol	R1	qokeey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	1	1	1	1	1	1	0	0	0
G805-I0943	ol	R1	qokol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	1	1	0	1	0	0	0	0	0
G805-I0944	ol	R1	qoky	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	2	2	2	2	2	2	0	0	0
G805-I0945	ol	R1	qoly	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0946	ol	R1	qoteedy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|VALUE|CLOSE	1	1	1	0	0	0	0	0	0
G805-I0947	ol	R1	qoteeol	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0948	ol	R1	r	UNMAPPED	NONE	3	3	3	3	3	3	0	0	0
G805-I0949	ol	R1	raiin	UNMAPPED	NONE	3	3	3	1	1	1	0	0	0
G805-I0950	ol	R1	rain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0951	ol	R1	rar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0952	ol	R1	raralchl	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0953	ol	R1	rol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0954	ol	R1	rsheedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0955	ol	R1	s	UNMAPPED	NONE	7	7	7	6	6	6	0	0	0
G805-I0956	ol	R1	schodchy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0957	ol	R1	shal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0958	ol	R1	sham	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0959	ol	R1	shdair	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0960	ol	R1	sheckhal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0961	ol	R1	sheckhy	UNMAPPED	NONE	1	1	1	1	0	0	0	0	0
G805-I0962	ol	R1	shedar	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0963	ol	R1	shedy	UNMAPPED	NONE	20	14	14	9	9	8	0	0	0
G805-I0964	ol	R1	sheed	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0965	ol	R1	sheedy	UNMAPPED	NONE	4	4	4	2	2	2	0	0	0
G805-I0966	ol	R1	sheeol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0967	ol	R1	sheeoy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0968	ol	R1	shees	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0969	ol	R1	sheey	UNMAPPED	NONE	9	9	8	9	8	8	0	0	0
G805-I0970	ol	R1	sheockhey	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0971	ol	R1	sheol	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	MOIST|MATERIAL	3	3	2	2	2	2	0	0	0
G805-I0972	ol	R1	sheoly	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0973	ol	R1	sheor	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	MOIST|PART|MATERIAL	1	1	0	0	0	0	0	0	0
G805-I0974	ol	R1	shey	UNMAPPED	NONE	6	5	5	3	2	2	0	0	0
G805-I0975	ol	R1	sho	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0976	ol	R1	shodain	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0977	ol	R1	shol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0978	ol	R1	sshr	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0979	ol	R1	tchdy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0980	ol	R1	tedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0981	ol	R1	teedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0982	ol	R1	teeedy	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0983	ol	R1	teey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|VALUE	1	1	1	1	1	1	0	0	0
G805-I0984	ol	R1	teody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0985	ol	R1	tey	UNMAPPED	NONE	2	1	2	2	2	1	0	0	0
G805-I0986	ol	R1	ty	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0987	ol	R1	y	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0988	ol	R1	ydaiin	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0989	ol	R1	ykar	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|PART|MATERIAL	1	1	0	1	0	0	0	0	0
G805-I0990	ol	R1	ytedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0991	ol	R1	ytol	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0992	otal	L1	NONE	BOUNDARY	BOUNDARY	3	3	3	0	0	0	0	0	0
G805-I0993	otal	L1	aiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0994	otal	L1	ain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0995	otal	L1	alaiin	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0996	otal	L1	aldy	UNMAPPED	NONE	2	2	1	2	1	1	0	0	0
G805-I0997	otal	L1	char	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0998	otal	L1	chckhes	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0999	otal	L1	chcthy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1000	otal	L1	chdy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1001	otal	L1	cheal	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|VALUE|MATERIAL	1	1	1	1	1	1	0	0	0
G805-I1002	otal	L1	checkhy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|VALUE|PREPARATION	1	1	1	1	1	1	0	0	0
G805-I1003	otal	L1	chedy	UNMAPPED	NONE	2	2	2	1	1	1	0	0	0
G805-I1004	otal	L1	cheey	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1005	otal	L1	cheody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1006	otal	L1	cheoty	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1007	otal	L1	chey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1008	otal	L1	chody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1009	otal	L1	chykaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1010	otal	L1	chykeor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1011	otal	L1	cthey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1012	otal	L1	cthor	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	AMOUNT|MATERIAL	1	1	1	0	0	0	0	0	0
G805-I1013	otal	L1	cthy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1014	otal	L1	daiin	UNMAPPED	NONE	4	4	4	3	3	3	0	0	0
G805-I1015	otal	L1	dalkar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1016	otal	L1	dar	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1017	otal	L1	dshedy	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1018	otal	L1	kaldaiin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1019	otal	L1	kchdar	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1020	otal	L1	kedar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1021	otal	L1	kshedy	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1022	otal	L1	kshotol	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1023	otal	L1	l	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I1024	otal	L1	lcheedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1025	otal	L1	lfchedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1026	otal	L1	lkaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1027	otal	L1	lkar	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I1028	otal	L1	lor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1029	otal	L1	okal	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	2	2	2	2	2	2	0	0	0
G805-I1030	otal	L1	okar	UNMAPPED	NONE	1	1	1	0	1	1	0	0	0
G805-I1031	otal	L1	okshedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1032	otal	L1	oky	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1033	otal	L1	olchdy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1034	otal	L1	olkain	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE|MATERIAL	1	1	1	1	1	1	0	0	0
G805-I1035	otal	L1	olkeechey	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1036	otal	L1	olkeey	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1037	otal	L1	opalkar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1038	otal	L1	opcholor	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1039	otal	L1	ory	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1040	otal	L1	otaiin	UNMAPPED	NONE	5	4	5	5	5	4	0	0	0
G805-I1041	otal	L1	otain	UNMAPPED	NONE	3	3	3	3	3	3	0	0	0
G805-I1042	otal	L1	otair	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1043	otal	L1	otal	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	2	2	2	2	2	2	0	0	0
G805-I1044	otal	L1	otar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1045	otal	L1	otedal	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I1046	otal	L1	otedy	UNMAPPED	NONE	2	2	2	1	2	2	0	0	0
G805-I1047	otal	L1	oteey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|VALUE|PREPARATION	2	2	2	2	2	2	0	0	0
G805-I1048	otal	L1	otody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1049	otal	L1	otshey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1050	otal	L1	poiin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1051	otal	L1	qetair	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1052	otal	L1	qokaiin	UNMAPPED	NONE	4	4	4	4	4	4	0	0	0
G805-I1053	otal	L1	qokain	UNMAPPED	NONE	3	3	3	3	3	3	0	0	0
G805-I1054	otal	L1	qokair	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|PART|PROCESS	1	1	1	1	1	1	0	0	0
G805-I1055	otal	L1	qokal	UNMAPPED	NONE	3	3	3	3	3	3	0	0	0
G805-I1056	otal	L1	qokalchar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1057	otal	L1	qokar	UNMAPPED	NONE	2	2	2	0	0	0	0	0	0
G805-I1058	otal	L1	qokas	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1059	otal	L1	qokchdy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1060	otal	L1	qokedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1061	otal	L1	qokeey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	1	1	1	1	1	1	0	0	0
G805-I1062	otal	L1	qokor	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|AMOUNT|MATERIAL	1	1	1	0	0	0	0	0	0
G805-I1063	otal	L1	qopchedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1064	otal	L1	qotaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1065	otal	L1	qotain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1066	otal	L1	qotar	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I1067	otal	L1	qoteedy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|VALUE|CLOSE	1	1	1	1	1	1	0	0	0
G805-I1068	otal	L1	qotol	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|MATERIAL	1	1	1	1	1	1	0	0	0
G805-I1069	otal	L1	raiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1070	otal	L1	shdy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1071	otal	L1	sheckhy	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1072	otal	L1	shedy	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I1073	otal	L1	sheedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1074	otal	L1	tchtod	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1075	otal	L1	tolkain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1076	otal	L1	y	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
