clause_id	physical_page	register	start_event	end_event	events	instruction_count	instruction_ids	crosses_physical_line	end_reason	fluent_clause_de
P915-C246	f83r	BIOLOGICAL	P912-E1407	P912-E1409	3	3	P917-I0968|P917-I0969|P917-I0970	NO	LICENSED_DY_CLOSE	Weiter kurz entnehmen und einsetzen. Von der Entnahmestelle einsetzen und umsetzen. Ruhen lassen; fertig.
P915-C247	f83r	BIOLOGICAL	P912-E1410	P912-E1417	8	7	P917-I0971|P917-I0972|P917-I0973|P917-I0974|P917-I0975|P917-I0976|P917-I0977	YES	LICENSED_DY_CLOSE	Diesen Posten bearbeiten, einsetzen und umsetzen unter q-Träger. Weiter diesen Posten länger halten. Nach Sollmaß ansetzen. Weiter halten. Entnehmen und prüfen in den nächsten Lauf. Diesen Posten kurz halten. Danach länger weiterarbeiten; fertig.
P915-C248	f83r	BIOLOGICAL	P912-E1418	P912-E1422	5	3	P917-I0978|P917-I0979|P917-I0980	YES	LICENSED_DY_CLOSE	Kurz den Zustand markieren, entnehmen und prüfen. Von der Entnahmestelle diesen Posten umsetzen. Aus diesem Teil den Ansatz länger an der Sammelstelle aufnehmen; fertig.
P915-C249	f83r	BIOLOGICAL	P912-E1423	P912-E1424	2	1	P917-I0981	NO	LICENSED_DY_CLOSE	Danach länger behandeln zur Ziel- oder Anschlussstelle; fertig.
P915-C250	f83r	BIOLOGICAL	P912-E1425	P912-E1428	4	1	P917-I0982	NO	LICENSED_DY_CLOSE	Nach Sollmaß diesen Posten umsetzen in den nächsten Lauf; fertig.
P915-C251	f83r	BIOLOGICAL	P912-E1429	P912-E1432	4	2	P917-I0983|P917-I0984	YES	LICENSED_DY_CLOSE	Nach Sollmaß ansetzen. Danach aus diesem Teil von der Entnahmestelle kurz ansetzen und halten zur Ziel- oder Anschlussstelle; fertig.
P915-C252	f83r	BIOLOGICAL	P912-E1433	P912-E1434	2	2	P917-I0985|P917-I0986	NO	LICENSED_DY_CLOSE	Diesen Posten umsetzen. Kurz ansetzen; fertig.
P915-C253	f83r	BIOLOGICAL	P912-E1435	P912-E1438	4	3	P917-I0987|P917-I0988|P917-I0989	NO	LICENSED_DY_CLOSE	Aus diesem Teil diesen Posten kurz behandeln. Von der Entnahmestelle nach Sollmaß kurz halten und bearbeiten. Ruhen lassen; fertig.
P915-C254	f83r	BIOLOGICAL	P912-E1439	P912-E1446	8	5	P917-I0990|P917-I0991|P917-I0992|P917-I0993|P917-I0994	YES	LICENSED_DY_CLOSE	Nach Sollmaß kurz zugeben oder zuordnen unter q-Träger. Diesen Posten umsetzen. Danach aus diesem Teil nach Sollmaß diesen Posten länger kurz entnehmen durch den Durchlass. Danach diesen Posten kurz entnehmen mit g-Zeichen. Ruhen lassen; fertig.
P915-C255	f83r	BIOLOGICAL	P912-E1447	P912-E1449	3	3	P917-I0995|P917-I0996|P917-I0997	NO	LICENSED_DY_CLOSE	Diesen Posten länger ansetzen. Diesen Posten den Zustand markieren und umsetzen. Danach länger weiterarbeiten; fertig.
P915-C256	f83r	BIOLOGICAL	P912-E1450	P912-E1451	2	2	P917-I0998|P917-I0999	YES	LICENSED_DY_CLOSE	Bearbeiten in den nächsten Lauf. Umsetzen; fertig.
P915-C257	f83r	BIOLOGICAL	P912-E1452	P912-E1454	3	3	P917-I1000|P917-I1001|P917-I1002	NO	LICENSED_DY_CLOSE	Diesen Posten umsetzen. Ansetzen zur Ziel- oder Anschlussstelle. Weiter umsetzen; fertig.
P915-C258	f83r	BIOLOGICAL	P912-E1455	P912-E1457	3	3	P917-I1003|P917-I1004|P917-I1005	NO	LICENSED_DY_CLOSE	Nach Sollmaß ansetzen. Diesen Posten umsetzen. Länger ansetzen; fertig.
P915-C259	f83r	BIOLOGICAL	P912-E1458	P912-E1458	1	1	P917-I1006	NO	LICENSED_DY_CLOSE	Umsetzen in den nächsten Lauf; fertig.
P915-C260	f83r	BIOLOGICAL	P912-E1459	P912-E1467	9	7	P917-I1007|P917-I1008|P917-I1009|P917-I1010|P917-I1011|P917-I1012|P917-I1013	YES	LICENSED_DY_CLOSE	Diesen Posten ansetzen. Weiter prüfen und ruhen lassen. Aus diesem Teil diesen Posten länger spülen. Aus diesem Teil diesen Posten vollständig ansetzen unter q-Träger. Bearbeiten. Weiter aus diesem Teil diesen Posten länger den Zustand markieren und halten. Kurz ansetzen; fertig.
P915-C261	f83r	BIOLOGICAL	P912-E1468	P912-E1468	1	1	P917-I1014	NO	LICENSED_DY_CLOSE	Danach länger weiterarbeiten; fertig.
P915-C262	f83r	BIOLOGICAL	P912-E1469	P912-E1469	1	1	P917-I1015	NO	LICENSED_DY_CLOSE	Danach länger weiterarbeiten; fertig.
P915-C263	f83r	BIOLOGICAL	P912-E1470	P912-E1471	2	2	P917-I1016|P917-I1017	NO	LICENSED_DY_CLOSE	Einsetzen und umsetzen zur Ziel- oder Anschlussstelle. Danach kurz weiterarbeiten; fertig.
P915-C264	f83r	BIOLOGICAL	P912-E1472	P912-E1477	6	5	P917-I1018|P917-I1019|P917-I1020|P917-I1021|P917-I1022	YES	LICENSED_DY_CLOSE	Diesen Posten kurz halten, bis bereit führen und umsetzen. Diesen Posten ansetzen. Diesen Posten umsetzen. Von der Entnahmestelle diesen Posten und den Ansatz einsetzen und entnehmen. Kurz entnehmen und in den Gegengang führen; fertig.
P915-C265	f83r	BIOLOGICAL	P912-E1478	P912-E1478	1	1	P917-I1023	NO	LICENSED_DY_CLOSE	Kurz ansetzen; fertig.
P915-C266	f83r	BIOLOGICAL	P912-E1479	P912-E1480	2	2	P917-I1024|P917-I1025	NO	LICENSED_DY_CLOSE	Aus diesem Teil diesen Posten länger spülen. Ansetzen und umsetzen; fertig.
P915-C267	f83r	BIOLOGICAL	P912-E1481	P912-E1499	19	15	P917-I1026|P917-I1027|P917-I1028|P917-I1029|P917-I1030|P917-I1031|P917-I1032|P917-I1033|P917-I1034|P917-I1035|P917-I1036|P917-I1037|P917-I1038|P917-I1039|P917-I1040	YES	LICENSED_DY_CLOSE	Den Zustand markieren. Aus diesem Teil diesen Posten kurz ruhen lassen und zugeben oder zuordnen. Aus diesem Teil diesen Posten bearbeiten, einsetzen und halten unter q-Träger. Diesen Posten bearbeiten und einsetzen unter q-Träger. Diesen Posten länger an der Sammelstelle aufnehmen. Den Zustand markieren, entnehmen und prüfen. Länger entnehmen mit b-Zeichen. Weiter prüfen. Nach Sollmaß prüfen und zugeben oder zuordnen zur Ziel- oder Anschlussstelle. Als eine Portion bis bereit führen zur Ziel- oder Anschlussstelle. Prüfen. Nach Sollmaß diesen Posten behandeln. Prüfen in den nächsten Lauf zur Ziel- oder Anschlussstelle zur Innenstelle. Den Ansatz prüfen. Ruhen lassen; fertig.
P915-C268	f83r	BIOLOGICAL	P912-E1500	P912-E1503	4	4	P917-I1041|P917-I1042|P917-I1043|P917-I1044	NO	LICENSED_DY_CLOSE	Nach Sollmaß ansetzen. Als eine Portion behandeln. Diesen Posten kurz halten und bis bereit führen. Kurz ansetzen; fertig.
P915-C269	f83r	BIOLOGICAL	P912-E1504	P912-E1505	2	2	P917-I1045|P917-I1046	NO	LICENSED_DY_CLOSE	Ansetzen entlang des Laufs. Länger halten; fertig.
P915-C270	f83r	BIOLOGICAL	P912-E1506	P912-E1506	1	1	P917-I1047	NO	LICENSED_DY_CLOSE	Umsetzen in den nächsten Lauf; fertig.
P915-C271	f83r	BIOLOGICAL	P912-E1507	P912-E1514	8	6	P917-I1048|P917-I1049|P917-I1050|P917-I1051|P917-I1052|P917-I1053	YES	LICENSED_DY_CLOSE	Bearbeiten in den nächsten Lauf. Weiter bearbeiten durch den Durchlass unter q-Träger. Diesen Posten kurz halten durch den Durchlass. Danach kurz ansetzen zur Ziel- oder Anschlussstelle. Aus diesem Teil diesen Posten kurz halten durch den Durchlass. Kurz ansetzen zur Ziel- oder Anschlussstelle; fertig.
P915-C272	f83r	BIOLOGICAL	P912-E1515	P912-E1515	1	1	P917-I1054	NO	LICENSED_DY_CLOSE	Kurz ansetzen; fertig.
P915-C273	f83r	BIOLOGICAL	P912-E1516	P912-E1519	4	4	P917-I1055|P917-I1056|P917-I1057|P917-I1058	YES	LICENSED_DY_CLOSE	Ansetzen zur Ziel- oder Anschlussstelle. Den Auszug prüfen zur Ziel- oder Anschlussstelle in den nächsten Lauf. Von der Entnahmestelle bearbeiten. Ruhen lassen; fertig.
P915-C274	f83r	BIOLOGICAL	P912-E1520	P912-E1523	4	4	P917-I1059|P917-I1060|P917-I1061|P917-I1062	NO	LICENSED_DY_CLOSE	Prüfen. Aus diesem Teil diesen Posten kurz bearbeiten zur Ziel- oder Anschlussstelle. Prüfen entlang des Laufs. Kurz ansetzen; fertig.
P915-C275	f83r	BIOLOGICAL	P912-E1524	P912-E1524	1	1	P917-I1063	NO	LICENSED_DY_CLOSE	Kurz unter q-Träger weiterarbeiten; fertig.
P915-C276	f83r	BIOLOGICAL	P912-E1525	P912-E1525	1	1	P917-I1064	NO	LICENSED_DY_CLOSE	Kurz entnehmen und in den Gegengang führen in den nächsten Lauf; fertig.
P915-C277	f83r	BIOLOGICAL	P912-E1526	P912-E1528	3	3	P917-I1065|P917-I1066|P917-I1067	YES	LICENSED_DY_CLOSE	Auf der zweiten Stufe den Zustand markieren in den nächsten Lauf. Diesen Posten ansetzen und umsetzen. Länger ansetzen; fertig.
P915-C278	f83r	BIOLOGICAL	P912-E1529	P912-E1529	1	1	P917-I1068	NO	LICENSED_DY_CLOSE	Ruhen lassen; fertig.
P915-C279	f83r	BIOLOGICAL	P912-E1530	P912-E1530	1	1	P917-I1069	NO	LICENSED_DY_CLOSE	Kurz ansetzen und halten; fertig.
P915-C280	f83r	BIOLOGICAL	P912-E1531	P912-E1532	2	1	P917-I1070	NO	LICENSED_DY_CLOSE	Umsetzen zur Ziel- oder Anschlussstelle in den nächsten Lauf; fertig.
P915-C281	f83r	BIOLOGICAL	P912-E1533	P912-E1543	11	8	P917-I1071|P917-I1072|P917-I1073|P917-I1074|P917-I1075|P917-I1076|P917-I1077|P917-I1078	YES	LICENSED_DY_CLOSE	Nach Sollmaß ansetzen. Diesen Posten halten und bis bereit führen. Nach Sollmaß diesen Posten prüfen zur Ziel- oder Anschlussstelle. Ruhen lassen zur Ziel- oder Anschlussstelle. Diesen Posten kurz halten und bis bereit führen. Diesen Posten bearbeiten zur Ziel- oder Anschlussstelle. Diesen Posten halten und bis bereit führen. Umsetzen zur Ziel- oder Anschlussstelle; fertig.
P915-C282	f83r	BIOLOGICAL	P912-E1544	P912-E1544	1	1	P917-I1079	NO	LICENSED_DY_CLOSE	Danach umsetzen; fertig.
P915-C283	f83r	BIOLOGICAL	P912-E1545	P912-E1545	1	1	P917-I1080	NO	LICENSED_DY_CLOSE	Umsetzen in den nächsten Lauf; fertig.
P915-C284	f83r	BIOLOGICAL	P912-E1546	P912-E1547	2	2	P917-I1081|P917-I1082	NO	LICENSED_DY_CLOSE	Diesen Posten bearbeiten und umsetzen. Ansetzen und umsetzen; fertig.
P915-C285	f83r	BIOLOGICAL	P912-E1548	P912-E1561	14	12	P917-I1083|P917-I1084|P917-I1085|P917-I1086|P917-I1087|P917-I1088|P917-I1089|P917-I1090|P917-I1091|P917-I1092|P917-I1093|P917-I1094	YES	LICENSED_DY_CLOSE	Von der Entnahmestelle nach Sollmaß diesen Posten länger umsetzen in den nächsten Lauf. Als eine Portion ansetzen. Diesen Posten bis bereit führen. Den Ansatz den Zustand markieren zur Ziel- oder Anschlussstelle. Aus diesem Teil den Auszug und diesen Posten kurz zugeben oder zuordnen. Aus diesem Teil länger zugeben oder zuordnen in den nächsten Lauf. Diesen Posten kurz halten durch den Durchlass. Nach Sollmaß diesen Posten bearbeiten. Diesen Posten kurz halten und entnehmen. Diesen Posten kurz prüfen, entnehmen und bearbeiten. Aus diesem Teil auf der zweiten Stufe diesen Posten einsetzen und spülen. Kurz halten, bearbeiten und in den Gegengang führen; fertig.
P915-C286	f83r	BIOLOGICAL	P912-E1562	P912-E1563	2	1	P917-I1095	NO	LICENSED_DY_CLOSE	Danach den Ansatz ruhen lassen; fertig.
P915-C287	f83r	BIOLOGICAL	P912-E1564	P912-E1574	11	11	P917-I1096|P917-I1097|P917-I1098|P917-I1099|P917-I1100|P917-I1101|P917-I1102|P917-I1103|P917-I1104|P917-I1105|P917-I1106	YES	LICENSED_DY_CLOSE	Diesen Posten bearbeiten, einsetzen und ruhen lassen. Danach aus diesem Teil diesen Posten halten. Weiter aus diesem Teil kurz ansetzen. Aus diesem Teil diesen Posten halten. Weiter aus diesem Teil diesen Posten prüfen. Von der Entnahmestelle prüfen. Nach Sollmaß ruhen lassen. Diesen Posten kurz bearbeiten durch den Durchlass. Als eine Portion prüfen. Umsetzen. Ruhen lassen; fertig.
P915-C288	f83r	BIOLOGICAL	P912-E1575	P912-E1577	3	2	P917-I1107|P917-I1108	NO	LICENSED_DY_CLOSE	Kurz bearbeiten zur Ziel- oder Anschlussstelle unter q-Träger. Ruhen lassen zur Ziel- oder Anschlussstelle; fertig.
P915-C289	f83r	BIOLOGICAL	P912-E1578	P912-E1579	2	2	P917-I1109|P917-I1110	NO	LICENSED_DY_CLOSE	Diesen Posten kurz halten. Umsetzen in den nächsten Lauf; fertig.
P915-C290	f83r	BIOLOGICAL	P912-E1580	P912-E1581	2	2	P917-I1111|P917-I1112	NO	LICENSED_DY_CLOSE	Aus diesem Teil diesen Posten länger an der Sammelstelle aufnehmen. Danach länger weiterarbeiten; fertig.
P915-C291	f83r	BIOLOGICAL	P912-E1582	P912-E1583	2	2	P917-I1113|P917-I1114	NO	LICENSED_DY_CLOSE	Diesen Posten länger ansetzen. Kurz ansetzen; fertig.
P915-C292	f83r	BIOLOGICAL	P912-E1584	P912-E1586	3	2	P917-I1115|P917-I1116	NO	LICENSED_DY_CLOSE	Weiter diesen Posten vollständig bearbeiten. Kurz ansetzen; fertig.
P915-C293	f83r	BIOLOGICAL	P912-E1587	P912-E1590	4	4	P917-I1117|P917-I1118|P917-I1119|P917-I1120	YES	LICENSED_DY_CLOSE	Diesen Posten ansetzen. Nach Sollmaß prüfen. Aus diesem Teil diesen Posten länger an der Sammelstelle aufnehmen. Kurz ansetzen; fertig.
P915-C294	f83r	BIOLOGICAL	P912-E1591	P912-E1591	1	1	P917-I1121	NO	LICENSED_DY_CLOSE	Danach kurz weiterarbeiten; fertig.
P915-C295	f83r	BIOLOGICAL	P912-E1592	P912-E1594	3	2	P917-I1122|P917-I1123	NO	LICENSED_DY_CLOSE	Weiter diesen Posten umsetzen. Kurz zugeben oder zuordnen in den nächsten Lauf; fertig.
P915-C296	f83r	BIOLOGICAL	P912-E1595	P912-E1596	2	2	P917-I1124|P917-I1125	NO	LICENSED_DY_CLOSE	Diesen Posten ansetzen und umsetzen. Kurz ansetzen; fertig.
P915-C297	f83r	BIOLOGICAL	P912-E1597	P912-E1600	4	4	P917-I1126|P917-I1127|P917-I1128|P917-I1129	YES	LICENSED_DY_CLOSE	Aus diesem Teil diesen Posten entnehmen durch den Durchlass. Von der Entnahmestelle prüfen. Umsetzen entlang des Laufs. Danach umsetzen; fertig.
P915-C298	f83r	BIOLOGICAL	P912-E1601	P912-E1601	1	1	P917-I1130	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C299	f83r	BIOLOGICAL	P912-E1602	P912-E1606	5	3	P917-I1131|P917-I1132|P917-I1133	NO	LICENSED_DY_CLOSE	Als eine Portion umsetzen. Diesen Posten umsetzen. Danach nach Sollmaß kurz weiterarbeiten; fertig.
P915-C300	f83r	BIOLOGICAL	P912-E1607	P912-E1607	1	1	P917-I1134	NO	LICENSED_DY_CLOSE	In den nächsten Lauf weiterarbeiten; fertig.
P915-C301	f83r	BIOLOGICAL	P912-E1608	P912-E1609	2	2	P917-I1135|P917-I1136	NO	LICENSED_DY_CLOSE	Diesen Posten bearbeiten und umsetzen. Danach kurz weiterarbeiten; fertig.
P915-C302	f83r	BIOLOGICAL	P912-E1610	P912-E1611	2	2	P917-I1137|P917-I1138	NO	LICENSED_DY_CLOSE	Ansetzen zur Ziel- oder Anschlussstelle. Ruhen lassen; fertig.
P915-C303	f83r	BIOLOGICAL	P912-E1612	P912-E1612	1	1	P917-I1139	NO	LICENSED_DY_CLOSE	Kurz ansetzen; fertig.
P915-C304	f83r	BIOLOGICAL	P912-E1613	P912-E1622	10	7	P917-I1140|P917-I1141|P917-I1142|P917-I1143|P917-I1144|P917-I1145|P917-I1146	YES	LICENSED_DY_CLOSE	Aus diesem Teil diesen Posten kurz halten und bis bereit führen. Diesen Posten kurz halten und bis bereit führen. Danach den Ansatz und diesen Posten umsetzen. Auf der angegebenen Stufe prüfen und bearbeiten mit i-Zeichen. Diesen Posten bis bereit führen. Diesen Posten bearbeiten. Danach weiter nach Sollmaß diesen Posten ruhen lassen zur Ziel- oder Anschlussstelle; fertig.
P915-C305	f83r	BIOLOGICAL	P912-E1623	P912-E1623	1	1	P917-I1147	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C306	f83r	BIOLOGICAL	P912-E1624	P912-E1626	3	2	P917-I1148|P917-I1149	NO	LICENSED_DY_CLOSE	Weiter diesen Posten länger ansetzen. Kurz ansetzen; fertig.
P915-C307	f83r	BIOLOGICAL	P912-E1627	P912-E1633	7	5	P917-I1150|P917-I1151|P917-I1152|P917-I1153|P917-I1154	YES	LICENSED_DY_CLOSE	Diesen Posten umsetzen. Danach diesen Posten länger ansetzen zur Ziel- oder Anschlussstelle. Diesen Posten ansetzen. Weiter bearbeiten. Ruhen lassen; fertig.
P915-C308	f83r	BIOLOGICAL	P912-E1634	P912-E1634	1	1	P917-I1155	NO	LICENSED_DY_CLOSE	Diesen Posten ansetzen; fertig.
P915-C309	f83r	BIOLOGICAL	P912-E1635	P912-E1637	3	2	P917-I1156|P917-I1157	NO	LICENSED_DY_CLOSE	Als eine Portion diesen Posten umsetzen. Länger ansetzen; fertig.
P915-C310	f83r	BIOLOGICAL	P912-E1638	P912-E1638	1	1	P917-I1158	NO	LICENSED_DY_CLOSE	Kurz halten durch den Durchlass; fertig.
P915-C311	f83r	BIOLOGICAL	P912-E1639	P912-E1639	1	1	P917-I1159	NO	LICENSED_DY_CLOSE	Kurz halten durch den Durchlass; fertig.
P915-C312	f83r	BIOLOGICAL	P912-E1640	P912-E1643	4	4	P917-I1160|P917-I1161|P917-I1162|P917-I1163	NO	LICENSED_DY_CLOSE	Nach Sollmaß prüfen. Diesen Posten länger behandeln. Diesen Posten länger halten. Kurz ansetzen; fertig.
P915-C313	f83r	BIOLOGICAL	P912-E1644	P912-E1644	1	1	P917-I1164	NO	LICENSED_DY_CLOSE	Ruhen lassen; fertig.
P915-C314	f83r	BIOLOGICAL	P912-E1645	P912-E1645	1	1	P917-I1165	NO	LICENSED_DY_CLOSE	Weiter weiterarbeiten; fertig.
P915-C315	f83r	BIOLOGICAL	P912-E1646	P912-E1648	3	3	P917-I1166|P917-I1167|P917-I1168	NO	LICENSED_DY_CLOSE	Diesen Posten prüfen und umsetzen zur Ziel- oder Anschlussstelle. Diesen Posten länger halten. Bearbeiten unter q-Träger; fertig.
P915-C316	f83r	BIOLOGICAL	P912-E1649	P912-E1650	2	2	P917-I1169|P917-I1170	NO	LICENSED_DY_CLOSE	Aus diesem Teil kurz zugeben oder zuordnen zur bezeichneten s-Stelle. Weiter weiterarbeiten; fertig.
P915-C317	f83r	BIOLOGICAL	P912-E1651	P912-E1652	2	2	P917-I1171|P917-I1172	NO	LICENSED_DY_CLOSE	Prüfen. Länger ansetzen; fertig.
P915-C318	f83r	BIOLOGICAL	P912-E1653	P912-E1653	1	1	P917-I1173	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C319	f83r	BIOLOGICAL	P912-E1654	P912-E1657	4	4	P917-I1174|P917-I1175|P917-I1176|P917-I1177	YES	LICENSED_DY_CLOSE	Diesen Posten ansetzen. Nach Sollmaß prüfen. Diesen Posten kurz bearbeiten und umsetzen. Danach umsetzen; fertig.
P915-C320	f83r	BIOLOGICAL	P912-E1658	P912-E1658	1	1	P917-I1178	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C321	f83r	BIOLOGICAL	P912-E1659	P912-E1659	1	1	P917-I1179	NO	LICENSED_DY_CLOSE	In den nächsten Lauf weiterarbeiten; fertig.
P915-C322	f83r	BIOLOGICAL	P912-E1660	P912-E1662	3	2	P917-I1180|P917-I1181	NO	LICENSED_DY_CLOSE	Den Auszug und diesen Posten ansetzen und umsetzen in den nächsten Lauf. Umsetzen in den nächsten Lauf; fertig.
P915-C323	f83r	BIOLOGICAL	P912-E1663	P912-E1671	9	7	P917-I1182|P917-I1183|P917-I1184|P917-I1185|P917-I1186|P917-I1187|P917-I1188	YES	LICENSED_DY_CLOSE	Diesen Posten kurz ansetzen. Diesen Posten prüfen. Nach Sollmaß diesen Posten länger halten, zugeben oder zuordnen und entnehmen. Diesen Posten kurz ansetzen. Als eine Portion prüfen. Diesen Posten halten und zugeben oder zuordnen. Umsetzen in den nächsten Lauf; fertig.
P915-C324	f83r	BIOLOGICAL	P912-E1672	P912-E1683	12	10	P917-I1189|P917-I1190|P917-I1191|P917-I1192|P917-I1193|P917-I1194|P917-I1195|P917-I1196|P917-I1197|P917-I1198	YES	LICENSED_DY_CLOSE	Weiter aus diesem Teil ruhen lassen. Diesen Posten ansetzen. Nach Sollmaß prüfen. Diesen Posten kurz behandeln. Weiter länger ansetzen. Als eine Portion ansetzen. Diesen Posten umsetzen. Den Ansatz prüfen. Nach Sollmaß diesen Posten kurz halten. Kurz spülen; fertig.
P915-C325	f83r	BIOLOGICAL	P912-E1684	P912-E1686	3	2	P917-I1199|P917-I1200	YES	LICENSED_DY_CLOSE	Diesen Posten ansetzen. Weiter kurz zugeben oder zuordnen in den nächsten Lauf; fertig.
P915-C326	f83r	BIOLOGICAL	P912-E1687	P912-E1687	1	1	P917-I1201	NO	LICENSED_DY_CLOSE	Umsetzen in den nächsten Lauf; fertig.
P915-C327	f83r	BIOLOGICAL	P912-E1688	P912-E1689	2	2	P917-I1202|P917-I1203	NO	LICENSED_DY_CLOSE	Weiter ansetzen. Ruhen lassen; fertig.
P915-C328	f83r	BIOLOGICAL	P912-E1690	P912-E1693	4	2	P917-I1204|P917-I1205	NO	LICENSED_DY_CLOSE	Den Ansatz und diesen Posten kurz bearbeiten durch den Durchlass. Mit diesen Posten entlang des Laufs weiterarbeiten; fertig.
P915-C329	f83r	BIOLOGICAL	P912-E1694	P912-E1699	6	6	P917-I1206|P917-I1207|P917-I1208|P917-I1209|P917-I1210|P917-I1211	YES	LICENSED_DY_CLOSE	Als eine Portion ansetzen. Diesen Posten kurz halten. Als eine Portion zugeben oder zuordnen. Entnehmen durch den Durchlass zur Ziel- oder Anschlussstelle. Weiter diesen Posten prüfen und umsetzen. Weiter umsetzen; fertig.
P915-C330	f83r	BIOLOGICAL	P912-E1700	P912-E1702	3	3	P917-I1212|P917-I1213|P917-I1214	YES	LICENSED_DY_CLOSE	Nach Sollmaß umsetzen. Diesen Posten kurz an der Sammelstelle aufnehmen. Umsetzen in den nächsten Lauf; fertig.
P915-C331	f83r	BIOLOGICAL	P912-E1703	P912-E1717	15	9	P917-I1215|P917-I1216|P917-I1217|P917-I1218|P917-I1219|P917-I1220|P917-I1221|P917-I1222|P917-I1223	YES	LICENSED_DY_CLOSE	Als eine Portion an der Sammelstelle aufnehmen. Weiter aus diesem Teil diesen Posten entnehmen und bis bereit führen zur Ziel- oder Anschlussstelle. Diesen Posten umsetzen in den nächsten Lauf. Diesen Posten umsetzen in den nächsten Lauf. Weiter nach Sollmaß kurz halten. Diesen Posten umsetzen. Danach von der Entnahmestelle prüfen zur Ziel- oder Anschlussstelle. Von der Entnahmestelle zugeben oder zuordnen. Ruhen lassen; fertig.
P915-C332	f83r	BIOLOGICAL	P912-E1720	P912-E1720	1	1	P917-I1224	NO	LICENSED_DY_CLOSE	Danach umsetzen; fertig.
P915-C333	f83r	BIOLOGICAL	P912-E1721	P912-E1721	1	1	P917-I1225	NO	LICENSED_DY_CLOSE	Ansetzen und umsetzen; fertig.
P915-C334	f83r	BIOLOGICAL	P912-E1722	P912-E1730	9	3	P917-I1226|P917-I1227|P917-I1228	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Ruhen lassen zur Ziel- oder Anschlussstelle. Weiter den Auszug umsetzen zur Ziel- oder Anschlussstelle in den nächsten Lauf. Weiter nach Sollmaß auf der zweiten Stufe auf der angegebenen Stufe diesen Posten umsetzen.
P915-C335	f83r	BIOLOGICAL	P912-E1733	P912-E1748	16	6	P917-I1229|P917-I1230|P917-I1231|P917-I1232|P917-I1233|P917-I1234	YES	PAGE_END_OPEN	Diesen Posten länger an der Sammelstelle aufnehmen. Diesen Posten kurz zugeben oder zuordnen. Diesen Posten den Zustand markieren zur Ziel- oder Anschlussstelle. Weiter prüfen und behandeln zur Ziel- oder Anschlussstelle. Danach weiter von der Entnahmestelle nach Sollmaß als eine Portion den Auszug, diesen Posten und den Ansatz den Zustand markieren und bearbeiten in den nächsten Lauf zur Ziel- oder Anschlussstelle. Bis bereit führen zur Ziel- oder Anschlussstelle.
P915-C336	f67r2	ZODIAC	P912-E1777	P912-E1783	7	5	P917-I1235|P917-I1236|P917-I1237|P917-I1238|P917-I1239	YES	LICENSED_DY_CLOSE	Weiter aus diesem Teil bearbeiten, einsetzen und bearbeiten. Prüfen. Aus diesem Teil als eine Portion diesen Posten länger prüfen und bearbeiten zur Ziel- oder Anschlussstelle. Aus diesem Teil auf der angegebenen Stufe bearbeiten. Weiter weiterarbeiten; fertig.
P915-C337	f67r2	ZODIAC	P912-E1785	P912-E1803	19	10	P917-I1240|P917-I1241|P917-I1242|P917-I1243|P917-I1244|P917-I1245|P917-I1246|P917-I1247|P917-I1248|P917-I1249	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Auf der zweiten Stufe auf der angegebenen Stufe kurz bearbeiten. Kurz ansetzen, bearbeiten und prüfen. Als eine Portion kurz bearbeiten und zugeben oder zuordnen. Danach nach Sollmaß diesen Posten und den Ansatz prüfen und den Zustand markieren. Diesen Posten bearbeiten und einsetzen. Aus diesem Teil nach Sollmaß diesen Posten entnehmen, bearbeiten und prüfen zur Ziel- oder Anschlussstelle. Von der Entnahmestelle als eine Portion diesen Posten entnehmen, bearbeiten und pressen oder trennen zur Innenstelle. Von der Entnahmestelle prüfen zur Ziel- oder Anschlussstelle. Als eine Portion prüfen. Von der Entnahmestelle zur Innenstelle weiterarbeiten.
P915-C338	f67r2	ZODIAC	P912-E1805	P912-E1817	13	10	P917-I1250|P917-I1251|P917-I1252|P917-I1253|P917-I1254|P917-I1255|P917-I1256|P917-I1257|P917-I1258|P917-I1259	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Von der Entnahmestelle diesen Posten bearbeiten, einsetzen und entnehmen. Als eine Portion prüfen zur Ziel- oder Anschlussstelle. Auf der zweiten Stufe prüfen, bearbeiten und den Zustand markieren. Von der Entnahmestelle bearbeiten mit f-Zeichen. Von der Entnahmestelle auf der zweiten Stufe diesen Posten und den Ansatz kurz bearbeiten zur Innenstelle. Diesen Posten bearbeiten. Diesen Posten und den Ansatz zugeben oder zuordnen. Kurz ansetzen und bearbeiten. Den Zustand markieren. Nach Sollmaß zur Innenstelle weiterarbeiten.
P915-C339	f67r2	ZODIAC	P912-E1820	P912-E1820	1	1	P917-I1260	NO	LICENSED_DY_CLOSE	Diesen Posten bearbeiten; fertig.
