unified_serial	domain	page	unit_id	local_address	visible_identity	owner_or_namespace	construction_or_event	short_form_reading	concrete_unit_reading_de	content_precision
584	CELESTIAL_ALMANAC	f68r1	A2	f68r1.2:4	A2:G013	A2_MIDDLE_PANEL_HEADER @ A2_MIDDLE_PANEL_ONLY	Kopiere Gruppe 4 am Besitzer A2_MIDDLE_PANEL_HEADER.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
585	CELESTIAL_ALMANAC	f68r1	A2	f68r1.2:5	A2:G014	A2_MIDDLE_PANEL_HEADER @ A2_MIDDLE_PANEL_ONLY	Kopiere Gruppe 5 am Besitzer A2_MIDDLE_PANEL_HEADER.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
586	CELESTIAL_ALMANAC	f68r1	A2	f68r1.2:6	A2:G015	A2_MIDDLE_PANEL_HEADER @ A2_MIDDLE_PANEL_ONLY	Kopiere Gruppe 6 am Besitzer A2_MIDDLE_PANEL_HEADER.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
587	CELESTIAL_ALMANAC	f68r1	A2	f68r1.2:7	A2:G016	A2_MIDDLE_PANEL_HEADER @ A2_MIDDLE_PANEL_ONLY	Kopiere Gruppe 7 am Besitzer A2_MIDDLE_PANEL_HEADER.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
588	CELESTIAL_ALMANAC	f68r1	A2	f68r1.2:8	A2:G017	A2_MIDDLE_PANEL_HEADER @ A2_MIDDLE_PANEL_ONLY	Kopiere Gruppe 8 am Besitzer A2_MIDDLE_PANEL_HEADER.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
589	CELESTIAL_ALMANAC	f68r1	A2	f68r1.2:9	A2:G018	A2_MIDDLE_PANEL_HEADER @ A2_MIDDLE_PANEL_ONLY	Kopiere Gruppe 9 am Besitzer A2_MIDDLE_PANEL_HEADER.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
590	CELESTIAL_ALMANAC	f68r1	A2	f68r1.3:1	A2:G019	A2_RIGHT_PANEL_HEADER @ A2_RIGHT_PANEL_ONLY	Kopiere Gruppe 1 am Besitzer A2_RIGHT_PANEL_HEADER.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
591	CELESTIAL_ALMANAC	f68r1	A2	f68r1.3:2	A2:G020	A2_RIGHT_PANEL_HEADER @ A2_RIGHT_PANEL_ONLY	Kopiere Gruppe 2 am Besitzer A2_RIGHT_PANEL_HEADER.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
592	CELESTIAL_ALMANAC	f68r1	A2	f68r1.3:3	A2:G021	A2_RIGHT_PANEL_HEADER @ A2_RIGHT_PANEL_ONLY	Kopiere Gruppe 3 am Besitzer A2_RIGHT_PANEL_HEADER.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
593	CELESTIAL_ALMANAC	f68r1	A2	f68r1.3:4	A2:G022	A2_RIGHT_PANEL_HEADER @ A2_RIGHT_PANEL_ONLY	Kopiere Gruppe 4 am Besitzer A2_RIGHT_PANEL_HEADER.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
594	CELESTIAL_ALMANAC	f68r1	A2	f68r1.3:5	A2:G023	A2_RIGHT_PANEL_HEADER @ A2_RIGHT_PANEL_ONLY	Kopiere Gruppe 5 am Besitzer A2_RIGHT_PANEL_HEADER.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
595	CELESTIAL_ALMANAC	f68r1	A2	f68r1.3:6	A2:G024	A2_RIGHT_PANEL_HEADER @ A2_RIGHT_PANEL_ONLY	Kopiere Gruppe 6 am Besitzer A2_RIGHT_PANEL_HEADER.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
596	CELESTIAL_ALMANAC	f68r1	A2	f68r1.3:7	A2:G025	A2_RIGHT_PANEL_HEADER @ A2_RIGHT_PANEL_ONLY	Kopiere Gruppe 7 am Besitzer A2_RIGHT_PANEL_HEADER.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
597	CELESTIAL_ALMANAC	f68r1	A2	f68r1.3:8	A2:G026	A2_RIGHT_PANEL_HEADER @ A2_RIGHT_PANEL_ONLY	Kopiere Gruppe 8 am Besitzer A2_RIGHT_PANEL_HEADER.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
598	CELESTIAL_ALMANAC	f68r1	A2	f68r1.4:1	A2:G027	A2_MULTIPANEL_HEADER_FRAGMENT_04 @ A2_LOCAL_OWNER_UNRESOLVED	Kopiere Gruppe 1 am Besitzer A2_MULTIPANEL_HEADER_FRAGMENT_04.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
599	CELESTIAL_ALMANAC	f68r1	A2	f68r1.4:2	A2:G028	A2_MULTIPANEL_HEADER_FRAGMENT_04 @ A2_LOCAL_OWNER_UNRESOLVED	Kopiere Gruppe 2 am Besitzer A2_MULTIPANEL_HEADER_FRAGMENT_04.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
600	CELESTIAL_ALMANAC	f68r1	A2	f68r1.5:1	A2:G029	A2_MULTIPANEL_HEADER_FRAGMENT_05 @ A2_LOCAL_OWNER_UNRESOLVED	Kopiere Gruppe 1 am Besitzer A2_MULTIPANEL_HEADER_FRAGMENT_05.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
601	CELESTIAL_ALMANAC	f68r1	A2	f68r1.6:1	A2:G030	A2_MULTIPANEL_HEADER_FRAGMENT_06 @ A2_LOCAL_OWNER_UNRESOLVED	Kopiere Gruppe 1 am Besitzer A2_MULTIPANEL_HEADER_FRAGMENT_06.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
602	CELESTIAL_ALMANAC	f68r1	A2	f68r1.7:1	A2:G031	A2_MULTIPANEL_HEADER_FRAGMENT_07 @ A2_LOCAL_OWNER_UNRESOLVED	Kopiere Gruppe 1 am Besitzer A2_MULTIPANEL_HEADER_FRAGMENT_07.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
603	CELESTIAL_ALMANAC	f68r1	A2	f68r1.8:1	A2:G032	A2_CENTRE_KEY_UNRESOLVED @ A2_LOCAL_OWNER_UNRESOLVED	Kopiere Gruppe 1 am Besitzer A2_CENTRE_KEY_UNRESOLVED.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
604	CELESTIAL_ALMANAC	f68r1	A2	f68r1.9:1	A2:G033	A2_STAR_STATION_01 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_01.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
605	CELESTIAL_ALMANAC	f68r1	A2	f68r1.10:1	A2:G034	A2_STAR_STATION_02 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_02.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
606	CELESTIAL_ALMANAC	f68r1	A2	f68r1.11:1	A2:G035	A2_STAR_STATION_03 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_03.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
607	CELESTIAL_ALMANAC	f68r1	A2	f68r1.12:1	A2:G036	A2_STAR_STATION_04 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_04.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
608	CELESTIAL_ALMANAC	f68r1	A2	f68r1.13:1	A2:G037	A2_STAR_STATION_05 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_05.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
609	CELESTIAL_ALMANAC	f68r1	A2	f68r1.14:1	A2:G038	A2_STAR_STATION_06 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_06.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
610	CELESTIAL_ALMANAC	f68r1	A2	f68r1.15:1	A2:G039	A2_STAR_STATION_07 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_07.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
611	CELESTIAL_ALMANAC	f68r1	A2	f68r1.16:1	A2:G040	A2_STAR_STATION_08 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_08.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
612	CELESTIAL_ALMANAC	f68r1	A2	f68r1.17:1	A2:G041	A2_STAR_STATION_09 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_09.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
613	CELESTIAL_ALMANAC	f68r1	A2	f68r1.18:1	A2:G042	A2_STAR_STATION_10 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_10.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
614	CELESTIAL_ALMANAC	f68r1	A2	f68r1.19:1	A2:G043	A2_STAR_STATION_11 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_11.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
615	CELESTIAL_ALMANAC	f68r1	A2	f68r1.20:1	A2:G044	A2_STAR_STATION_12 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_12.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
616	CELESTIAL_ALMANAC	f68r1	A2	f68r1.21:1	A2:G045	A2_STAR_STATION_13 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_13.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
617	CELESTIAL_ALMANAC	f68r1	A2	f68r1.22:1	A2:G046	A2_STAR_STATION_14 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_14.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
618	CELESTIAL_ALMANAC	f68r1	A2	f68r1.23:1	A2:G047	A2_STAR_STATION_15 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_15.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
619	CELESTIAL_ALMANAC	f68r1	A2	f68r1.24:1	A2:G048	A2_STAR_STATION_16 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_16.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
620	CELESTIAL_ALMANAC	f68r1	A2	f68r1.25:1	A2:G049	A2_STAR_STATION_17 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_17.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
621	CELESTIAL_ALMANAC	f68r1	A2	f68r1.26:1	A2:G050	A2_STAR_STATION_18 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_18.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
622	CELESTIAL_ALMANAC	f68r1	A2	f68r1.27:1	A2:G051	A2_STAR_STATION_19 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_19.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
623	CELESTIAL_ALMANAC	f68r1	A2	f68r1.28:1	A2:G052	A2_STAR_STATION_20 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_20.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
624	CELESTIAL_ALMANAC	f68r1	A2	f68r1.29:1	A2:G053	A2_STAR_STATION_21 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_21.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
625	CELESTIAL_ALMANAC	f68r1	A2	f68r1.30:1	A2:G054	A2_STAR_STATION_22 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_22.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
626	CELESTIAL_ALMANAC	f68r1	A2	f68r1.31:1	A2:G055	A2_STAR_STATION_23 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_23.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
627	CELESTIAL_ALMANAC	f68r1	A2	f68r1.32:1	A2:G056	A2_STAR_STATION_24 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_24.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
628	CELESTIAL_ALMANAC	f68r1	A2	f68r1.33:1	A2:G057	A2_STAR_STATION_25 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_25.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
629	CELESTIAL_ALMANAC	f68r1	A2	f68r1.34:1	A2:G058	A2_STAR_STATION_26 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_26.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
630	CELESTIAL_ALMANAC	f68r1	A2	f68r1.35:1	A2:G059	A2_STAR_STATION_27 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_27.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
631	CELESTIAL_ALMANAC	f68r1	A2	f68r1.36:1	A2:G060	A2_STAR_STATION_28 @ A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_28.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
632	CELESTIAL_ALMANAC	f68r1	A2	f68r1.37:1	A2:G061	A2_CENTRAL_LEGEND_UNRESOLVED @ A2_LOCAL_OWNER_UNRESOLVED	Kopiere Gruppe 1 am Besitzer A2_CENTRAL_LEGEND_UNRESOLVED.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
633	CELESTIAL_ALMANAC	f68r1	A2	f68r1.37:2	A2:G062	A2_CENTRAL_LEGEND_UNRESOLVED @ A2_LOCAL_OWNER_UNRESOLVED	Kopiere Gruppe 2 am Besitzer A2_CENTRAL_LEGEND_UNRESOLVED.	örtliche opake Nomenklatorkarte	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	UNCHANGED
