locus_reading_id	physical_page	source_page	register	locus	usage_class	visible_owner_de	groups	source_sequence	workshop_flow_de	sentence_boundary_claim
P910-L315	f67r2	f67r2	ZODIAC	f67r2.74	PROSE	zwei lokale Himmelsraeder	13	yshey qokeeody cheos oeeos qockhy chos aiin okeeody qokoaiin odain ar air ay	mit dem aktuellen Posten oder Bezug; halte den Bezug; im kurzen Grad; mit dem aktuellen Posten oder Bezug; setze die Ringstelle; im laengeren Grad; lies den Ringgang; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; lies den lokalen Eintrag; verwende die Stern- oder Phasenkennung; lies den Ringgang; im laengeren Grad; lies den Ringgang; verwende die Stern- oder Phasenkennung; lies den Ringgang; folge dem Ringdurchgang; mit dem aktuellen Posten oder Bezug; lies die Kennung; lies den Ringgang; verwende die Stern- oder Phasenkennung; nach vorgeschriebenem Mass; setze die Ringstelle; im laengeren Grad; lies den Ringgang; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; setze die Ringstelle; lies den Ringgang; nach vorgeschriebenem Mass; lies den Ringgang; an der Teil- oder Unteradresse; eine Portion oder Einheit; von der Bezugsstelle; entlang des Ringlaufs; an der lokalen Adresse; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L316	f68r1	f68r1	ZODIAC	f68r1.1	PROSE	mehrteiliger Sternatlas mit lokalen Zentren	9	shokchy chteey choteey cphol cheor opcheeol otor choctheeey okchoal	halte den Bezug; setze die Ringstelle; lies die Kennung; mit dem aktuellen Posten oder Bezug; lies die Kennung; markiere die Stelle; im laengeren Grad; mit dem aktuellen Posten oder Bezug; lies die Kennung; danach oder an der naechsten Stelle; im laengeren Grad; mit dem aktuellen Posten oder Bezug; lies den im Muster bezeichneten Ringwert Z-W005; lies den lokalen Eintrag; setze den markierten Zustand; lies den Ringgang; beginne den Eintrag; lies die Kennung; im laengeren Grad; fahre fort; danach oder an der naechsten Stelle; mit dem lokalen Eintrag; lies die Kennung; lies den Ringgang; pruefe den Stellenstatus; im vollen Grad; mit dem aktuellen Posten oder Bezug; setze die Ringstelle; lies die Kennung; lies den Ringgang; an der Figurenstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L317	f68r1	f68r1	ZODIAC	f68r1.2	PROSE	mehrteiliger Sternatlas mit lokalen Zentren	9	tochso otchl qokeeedy cheey cheeteey yteody chpor cheokorchey chod	markiere die Stelle; lies den Ringgang; lies die Kennung; verwende die Stern- oder Phasenkennung; lies den Ringgang; danach oder an der naechsten Stelle; lies die Kennung; verbinde mit der naechsten Stelle; setze die Ringstelle; im vollen Grad; schliesse die Teilfolge; halte den Bezug; im laengeren Grad; mit dem aktuellen Posten oder Bezug; lies die Kennung; im laengeren Grad; markiere die Stelle; im laengeren Grad; mit dem aktuellen Posten oder Bezug; lies den im Muster bezeichneten Ringwert Z-W012; lies die Kennung; beginne den Eintrag; mit dem lokalen Eintrag; lies den lokalen Eintrag; ordne den Wert zu; mit dem lokalen Eintrag; lies die Kennung; im kurzen Grad; mit dem aktuellen Posten oder Bezug; lies die Kennung; lies den Ringgang; an der Teil- oder Unteradresse	NONE__PHYSICAL_LOCUS_ONLY
P910-L318	f68r1	f68r1	ZODIAC	f68r1.3	PROSE	mehrteiliger Sternatlas mit lokalen Zentren	8	ykor shey qocheey chokal okeey ror eckhear daram	mit dem aktuellen Posten oder Bezug; ordne den Wert zu; mit dem lokalen Eintrag; halte den Bezug; im kurzen Grad; mit dem aktuellen Posten oder Bezug; lies den Ringgang; lies die Kennung; im laengeren Grad; mit dem aktuellen Posten oder Bezug; setze die Ringstelle; an der Figurenstelle; setze die Ringstelle; im laengeren Grad; mit dem aktuellen Posten oder Bezug; setze den markierten Zustand; mit dem lokalen Eintrag; im kurzen Grad; folge dem Ringdurchgang; im kurzen Grad; von der Bezugsstelle; auf der markierten zweiten Stufe; setze den markierten Zustand; an der lokalen Adresse; an der lokalen M-Adresse	NONE__PHYSICAL_LOCUS_ONLY
P910-L319	f68r1	f68r1	ZODIAC	f68r1.4	PROSE	mehrteiliger Sternatlas mit lokalen Zentren	2	dchor okaiiin	an der Teil- oder Unteradresse; lies die Kennung; mit dem lokalen Eintrag; setze die Ringstelle; an der lokalen Adresse; verwende das lokale I-Kennzeichen; auf der angegebenen Stufe oder am Index	NONE__PHYSICAL_LOCUS_ONLY
P910-L320	f68r1	f68r1	ZODIAC	f68r1.5	PROSE	mehrteiliger Sternatlas mit lokalen Zentren	1	yky	lies den im Muster bezeichneten Ringwert Z-W011	NONE__PHYSICAL_LOCUS_ONLY
P910-L321	f68r1	f68r1	ZODIAC	f68r1.6	PROSE	mehrteiliger Sternatlas mit lokalen Zentren	1	dary	auf der markierten zweiten Stufe; setze den markierten Zustand; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L322	f68r1	f68r1	ZODIAC	f68r1.7	PROSE	mehrteiliger Sternatlas mit lokalen Zentren	1	chkchykoly	setze den Kennungszustand; lies die Kennung; mit dem aktuellen Posten oder Bezug; ordne den Wert zu; fahre fort; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L323	f68r1	f68r1	ZODIAC	f68r1.8	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	okodaly	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.8)	NONE__PHYSICAL_LOCUS_ONLY
P910-L324	f68r1	f68r1	ZODIAC	f68r1.9	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	odchecthy	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.9)	NONE__PHYSICAL_LOCUS_ONLY
P910-L325	f68r1	f68r1	ZODIAC	f68r1.10	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	otcheody	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.10)	NONE__PHYSICAL_LOCUS_ONLY
P910-L326	f68r1	f68r1	ZODIAC	f68r1.11	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	okoaly	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.11)	NONE__PHYSICAL_LOCUS_ONLY
P910-L327	f68r1	f68r1	ZODIAC	f68r1.12	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	chocfhy	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.12)	NONE__PHYSICAL_LOCUS_ONLY
P910-L328	f68r1	f68r1	ZODIAC	f68r1.13	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	octhey	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.13)	NONE__PHYSICAL_LOCUS_ONLY
P910-L329	f68r1	f68r1	ZODIAC	f68r1.14	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	otshey	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.14)	NONE__PHYSICAL_LOCUS_ONLY
P910-L330	f68r1	f68r1	ZODIAC	f68r1.15	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	otydy	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.15)	NONE__PHYSICAL_LOCUS_ONLY
P910-L331	f68r1	f68r1	ZODIAC	f68r1.16	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	okear	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.16)	NONE__PHYSICAL_LOCUS_ONLY
P910-L332	f68r1	f68r1	ZODIAC	f68r1.17	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	cphocthy	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.17)	NONE__PHYSICAL_LOCUS_ONLY
P910-L333	f68r1	f68r1	ZODIAC	f68r1.18	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	ytchody	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.18)	NONE__PHYSICAL_LOCUS_ONLY
P910-L334	f68r1	f68r1	ZODIAC	f68r1.19	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	otys	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.19)	NONE__PHYSICAL_LOCUS_ONLY
P910-L335	f68r1	f68r1	ZODIAC	f68r1.20	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	olor	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.20)	NONE__PHYSICAL_LOCUS_ONLY
P910-L336	f68r1	f68r1	ZODIAC	f68r1.21	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	ockhy	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.21)	NONE__PHYSICAL_LOCUS_ONLY
P910-L337	f68r1	f68r1	ZODIAC	f68r1.22	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	ofcheor	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.22)	NONE__PHYSICAL_LOCUS_ONLY
P910-L338	f68r1	f68r1	ZODIAC	f68r1.23	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	otchdy	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.23)	NONE__PHYSICAL_LOCUS_ONLY
P910-L339	f68r1	f68r1	ZODIAC	f68r1.24	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	otykchs	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.24)	NONE__PHYSICAL_LOCUS_ONLY
P910-L340	f68r1	f68r1	ZODIAC	f68r1.25	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	otol	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.25)	NONE__PHYSICAL_LOCUS_ONLY
P910-L341	f68r1	f68r1	ZODIAC	f68r1.26	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	otor	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.26)	NONE__PHYSICAL_LOCUS_ONLY
P910-L342	f68r1	f68r1	ZODIAC	f68r1.27	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	oiinar	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.27)	NONE__PHYSICAL_LOCUS_ONLY
P910-L343	f68r1	f68r1	ZODIAC	f68r1.28	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	okoldy	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.28)	NONE__PHYSICAL_LOCUS_ONLY
P910-L344	f68r1	f68r1	ZODIAC	f68r1.29	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	ykchdy	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.29)	NONE__PHYSICAL_LOCUS_ONLY
P910-L345	f68r1	f68r1	ZODIAC	f68r1.30	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	oeeody	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.30)	NONE__PHYSICAL_LOCUS_ONLY
P910-L346	f68r1	f68r1	ZODIAC	f68r1.31	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	ocphy	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.31)	NONE__PHYSICAL_LOCUS_ONLY
P910-L347	f68r1	f68r1	ZODIAC	f68r1.32	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	okeeodal	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.32)	NONE__PHYSICAL_LOCUS_ONLY
P910-L348	f68r1	f68r1	ZODIAC	f68r1.33	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	okshor	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.33)	NONE__PHYSICAL_LOCUS_ONLY
P910-L349	f68r1	f68r1	ZODIAC	f68r1.34	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	osdaiin	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.34)	NONE__PHYSICAL_LOCUS_ONLY
P910-L350	f68r1	f68r1	ZODIAC	f68r1.35	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	otochedy	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.35)	NONE__PHYSICAL_LOCUS_ONLY
P910-L351	f68r1	f68r1	ZODIAC	f68r1.36	LABEL	mehrteiliger Sternatlas mit lokalen Zentren	1	dolchedy	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.36)	NONE__PHYSICAL_LOCUS_ONLY
P910-L352	f68r1	f68r1	ZODIAC	f68r1.37	RING_TEXT	mehrteiliger Sternatlas mit lokalen Zentren	5	oky okchdy okardy qear oygy	setze die Ringstelle; mit dem aktuellen Posten oder Bezug; setze die Ringstelle; wechsle zur Bezugsstelle; schliesse die Teilfolge; setze die Ringstelle; von der Bezugsstelle; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; im kurzen Grad; von der Bezugsstelle; lies den im Muster bezeichneten Ringwert Z-W017	NONE__PHYSICAL_LOCUS_ONLY
P910-L353	f69v	f69v	ZODIAC	f69v.1	RING_TEXT	drei getrennte heterogene Himmelsraeder	40	dair cheyky otaza sar ar chykar okoirsh ar chetody okeeos o tey otokeeey okeeody okeey doiir teeo y chey ot y okedy chsdy okeod y dy choaiin okar okar chol chees yto odair oty oteeo dar o eykeody dchor char	an der Teil- oder Unteradresse; entlang des Ringlaufs; lies die Kennung; im kurzen Grad; mit dem aktuellen Posten oder Bezug; ordne den Wert zu; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; an der lokalen Adresse; verwende das lokale Z-Kennzeichen; an der lokalen Adresse; verwende die Stern- oder Phasenkennung; von der Bezugsstelle; von der Bezugsstelle; lies die Kennung; mit dem aktuellen Posten oder Bezug; ordne den Wert zu; von der Bezugsstelle; setze die Ringstelle; lies den Ringgang; verwende das lokale I-Kennzeichen; setze den markierten Zustand; halte den Bezug; von der Bezugsstelle; lies die Kennung; im kurzen Grad; markiere die Stelle; lies den Ringgang; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; setze die Ringstelle; im laengeren Grad; lies den Ringgang; verwende die Stern- oder Phasenkennung; lies den Ringgang; lies den im Muster bezeichneten Ringwert Z-W018; danach oder an der naechsten Stelle; setze die Ringstelle; im vollen Grad; mit dem aktuellen Posten oder Bezug; setze die Ringstelle; im laengeren Grad; lies den Ringgang; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; setze die Ringstelle; im laengeren Grad; mit dem aktuellen Posten oder Bezug; lies den im Muster bezeichneten Ringwert Z-W015; markiere die Stelle; im laengeren Grad; lies den Ringgang; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; setze die Ringstelle; im kurzen Grad; schliesse die Teilfolge; lies die Kennung; verwende die Stern- oder Phasenkennung; schliesse die Teilfolge; setze die Ringstelle; im kurzen Grad; lies den Ringgang; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; lies die Kennung; lies den Ringgang; nach vorgeschriebenem Mass; setze die Ringstelle; von der Bezugsstelle; setze die Ringstelle; von der Bezugsstelle; fahre fort; halte den Bezug; im laengeren Grad; an der lokalen S-Adresse; lies den im Muster bezeichneten Ringwert Z-W019; lies den Ringgang; an der Teil- oder Unteradresse; entlang des Ringlaufs; danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; im laengeren Grad; lies den Ringgang; an der Teil- oder Unteradresse; von der Bezugsstelle; lies den Ringgang; lies den im Muster bezeichneten Ringwert Z-W016; an der Teil- oder Unteradresse; lies die Kennung; mit dem lokalen Eintrag; von der Bezugsstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L354	f69v	f69v	ZODIAC	f69v.2	RING_TEXT	drei getrennte heterogene Himmelsraeder	38	yka chol ykar dal ykady iokeeor cheey choly ykeeal cheo oaram ockhy sheey aiin y daiial cheody cheal yetey chear y dy ykey ch y dy chol ykar ol y ykeeody chey dal ody airchy choky ychey chey	mit dem aktuellen Posten oder Bezug; ordne den Wert zu; an der lokalen Adresse; fahre fort; mit dem aktuellen Posten oder Bezug; ordne den Wert zu; von der Bezugsstelle; an der Figurenstelle; mit dem aktuellen Posten oder Bezug; ordne den Wert zu; an der lokalen Adresse; mit dem aktuellen Posten oder Bezug; setze die Ringstelle; im laengeren Grad; mit dem lokalen Eintrag; halte den Bezug; im laengeren Grad; mit dem aktuellen Posten oder Bezug; fahre fort; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; ordne den Wert zu; im laengeren Grad; an der Figurenstelle; lies den lokalen Eintrag; lies den Ringgang; von der Bezugsstelle; an der lokalen M-Adresse; lies den Ringgang; folge dem Ringdurchgang; mit dem aktuellen Posten oder Bezug; halte den Bezug; im laengeren Grad; mit dem aktuellen Posten oder Bezug; nach vorgeschriebenem Mass; mit dem aktuellen Posten oder Bezug; auf der markierten zweiten Stufe; auf der angegebenen Stufe oder am Index; an der Figurenstelle; lies den lokalen Eintrag; mit dem aktuellen Posten oder Bezug; an der Figurenstelle; mit dem aktuellen Posten oder Bezug; im kurzen Grad; markiere die Stelle; im kurzen Grad; mit dem aktuellen Posten oder Bezug; lies die Kennung; im kurzen Grad; von der Bezugsstelle; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; ordne den Wert zu; im kurzen Grad; mit dem aktuellen Posten oder Bezug; lies die Kennung; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; fahre fort; mit dem aktuellen Posten oder Bezug; ordne den Wert zu; von der Bezugsstelle; fahre fort; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; ordne den Wert zu; im laengeren Grad; lies den Ringgang; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; an der Figurenstelle; lies den Ringgang; schliesse die Teilfolge; entlang des Ringlaufs; mit dem aktuellen Posten oder Bezug; setze die Ringstelle; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L355	f69v	f69v	ZODIAC	f69v.3	RING_TEXT	drei getrennte heterogene Himmelsraeder	29	doair otaldal dair chdy otoar ar chy qoteor cho qotair chda oteeal cheor ar air oteody ytyd a dchy otoly okeodal oteoarar cheteeser dair chey okody dal oteey oteey	an der Teil- oder Unteradresse; lies den Ringgang; entlang des Ringlaufs; danach oder an der naechsten Stelle; an der Figurenstelle; an der Figurenstelle; an der Teil- oder Unteradresse; entlang des Ringlaufs; wechsle zur Bezugsstelle; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; lies den Ringgang; von der Bezugsstelle; von der Bezugsstelle; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; im kurzen Grad; mit dem lokalen Eintrag; verwende den Figurenteil; danach oder an der naechsten Stelle; entlang des Ringlaufs; wechsle zur Bezugsstelle; an der lokalen Adresse; danach oder an der naechsten Stelle; im laengeren Grad; an der Figurenstelle; lies den lokalen Eintrag; setze den markierten Zustand; von der Bezugsstelle; entlang des Ringlaufs; danach oder an der naechsten Stelle; im kurzen Grad; lies den Ringgang; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; markiere die Stelle; mit dem aktuellen Posten oder Bezug; mit dem lokalen D-Kennzeichen; an der lokalen Adresse; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; fahre fort; mit dem aktuellen Posten oder Bezug; setze die Ringstelle; im kurzen Grad; lies den Ringgang; an der Figurenstelle; danach oder an der naechsten Stelle; im kurzen Grad; lies den Ringgang; von der Bezugsstelle; von der Bezugsstelle; lies die Kennung; im kurzen Grad; markiere die Stelle; im laengeren Grad; an der lokalen S-Adresse; im kurzen Grad; setze den markierten Zustand; an der Teil- oder Unteradresse; entlang des Ringlaufs; mit dem aktuellen Posten oder Bezug; setze die Ringstelle; lies den Ringgang; mit dem aktuellen Posten oder Bezug; an der Figurenstelle; danach oder an der naechsten Stelle; im laengeren Grad; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; im laengeren Grad; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L356	f69v	f69v	ZODIAC	f69v.4	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	2	okeey sar	setze die Ringstelle; im laengeren Grad; mit dem aktuellen Posten oder Bezug; verwende die Stern- oder Phasenkennung; von der Bezugsstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L357	f69v	f69v	ZODIAC	f69v.5	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	2	okeo dy	setze die Ringstelle; im kurzen Grad; lies den Ringgang; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L358	f69v	f69v	ZODIAC	f69v.6	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	ochoyk	lies den Ringgang; lies die Kennung; lies den Ringgang; mit dem aktuellen Posten oder Bezug; ordne den Wert zu	NONE__PHYSICAL_LOCUS_ONLY
P910-L359	f69v	f69v	ZODIAC	f69v.7	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	ykeey	mit dem aktuellen Posten oder Bezug; ordne den Wert zu; im laengeren Grad; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L360	f69v	f69v	ZODIAC	f69v.8	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	ytory	mit dem aktuellen Posten oder Bezug; markiere die Stelle; mit dem lokalen Eintrag; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L361	f69v	f69v	ZODIAC	f69v.9	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	oeesy	lies den Ringgang; im laengeren Grad; verwende die Stern- oder Phasenkennung; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L362	f69v	f69v	ZODIAC	f69v.10	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	ytody	lies den im Muster bezeichneten Ringwert Z-W003	NONE__PHYSICAL_LOCUS_ONLY
P910-L363	f69v	f69v	ZODIAC	f69v.11	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	okody	setze die Ringstelle; lies den Ringgang; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L364	f69v	f69v	ZODIAC	f69v.12	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	otody	danach oder an der naechsten Stelle; lies den Ringgang; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L365	f69v	f69v	ZODIAC	f69v.13	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	okeal	setze die Ringstelle; im kurzen Grad; an der Figurenstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L366	f69v	f69v	ZODIAC	f69v.14	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	okeod	setze die Ringstelle; im kurzen Grad; lies den Ringgang; an der Teil- oder Unteradresse	NONE__PHYSICAL_LOCUS_ONLY
P910-L367	f69v	f69v	ZODIAC	f69v.15	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	oteeys	danach oder an der naechsten Stelle; im laengeren Grad; mit dem aktuellen Posten oder Bezug; verwende die Stern- oder Phasenkennung	NONE__PHYSICAL_LOCUS_ONLY
P910-L368	f69v	f69v	ZODIAC	f69v.16	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	oteol	danach oder an der naechsten Stelle; im kurzen Grad; fahre fort	NONE__PHYSICAL_LOCUS_ONLY
P910-L369	f69v	f69v	ZODIAC	f69v.17	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	ykeydy	lies den im Muster bezeichneten Ringwert Z-W002	NONE__PHYSICAL_LOCUS_ONLY
P910-L370	f69v	f69v	ZODIAC	f69v.18	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	okeod	setze die Ringstelle; im kurzen Grad; lies den Ringgang; an der Teil- oder Unteradresse	NONE__PHYSICAL_LOCUS_ONLY
P910-L371	f69v	f69v	ZODIAC	f69v.19	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	saral	verwende die Stern- oder Phasenkennung; von der Bezugsstelle; an der Figurenstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L372	f69v	f69v	ZODIAC	f69v.20	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	saiir	lies den im Muster bezeichneten Ringwert Z-W001	NONE__PHYSICAL_LOCUS_ONLY
P910-L373	f69v	f69v	ZODIAC	f69v.21	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	okolar	setze die Ringstelle; fahre fort; von der Bezugsstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L374	f69v	f69v	ZODIAC	f69v.22	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	ykeody	mit dem aktuellen Posten oder Bezug; ordne den Wert zu; im kurzen Grad; lies den Ringgang; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L375	f69v	f69v	ZODIAC	f69v.23	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	sarydy	verwende die Stern- oder Phasenkennung; von der Bezugsstelle; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L376	f69v	f69v	ZODIAC	f69v.24	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	otchy	danach oder an der naechsten Stelle; lies die Kennung; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L377	f69v	f69v	ZODIAC	f69v.25	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	2	okeey dy	setze die Ringstelle; im laengeren Grad; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L378	f69v	f69v	ZODIAC	f69v.26	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	2	okey d	setze die Ringstelle; im kurzen Grad; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse	NONE__PHYSICAL_LOCUS_ONLY
P910-L379	f69v	f69v	ZODIAC	f69v.27	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	okeod	setze die Ringstelle; im kurzen Grad; lies den Ringgang; an der Teil- oder Unteradresse	NONE__PHYSICAL_LOCUS_ONLY
