dictionary_entry_id	surface	register	usage_class	component_recipe	meaning_mode	portable_value_de	register_default_de	local_code	events	physical_pages	default_reading_de
P910-D1006	oteo	ZODIAC	LABEL	OT+E+O	LOCAL_NOMENCLATOR	DANACH ODER NAECHSTE STELLE · KURZER GRAD · AKTIVER REGISTERGANG	Kennung fuer aries inner figure 03	Z-L093	1	f70v	lies die gelernte lokale Kennung: Kennung fuer aries inner figure 03
P910-D1007	oteoeey	ZODIAC	LABEL	OT+E+O+EE+Y	LOCAL_NOMENCLATOR	DANACH ODER NAECHSTE STELLE · KURZER GRAD · AKTIVER REGISTERGANG · LAENGERER GRAD · AKTUELLER POSTEN ODER BEZUG	Kennung fuer aries inner figure 04	Z-L094	1	f70v	lies die gelernte lokale Kennung: Kennung fuer aries inner figure 04
P910-D1008	oteosal	ZODIAC	LABEL	OT+E+O+S_ADDR+AL	LOCAL_NOMENCLATOR	DANACH ODER NAECHSTE STELLE · KURZER GRAD · AKTIVER REGISTERGANG · LOKALE S-ADRESSE · AUFNAHME- ODER ANSCHLUSSSTELLE	Kennung fuer pisces inner figure 07	Z-L095	1	f70v	lies die gelernte lokale Kennung: Kennung fuer pisces inner figure 07
P910-D1009	otochedy	ZODIAC	LABEL	OT+O+CHD+Y	LOCAL_NOMENCLATOR	DANACH ODER NAECHSTE STELLE · AKTIVER REGISTERGANG · POSTENWECHSEL ODER UMSETZEN · AKTUELLER POSTEN ODER BEZUG	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.35)	Z-L096	1	f68r1	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.35)
P910-D1010	otody	ZODIAC	LABEL	OT+O+DY	LOCAL_NOMENCLATOR	DANACH ODER NAECHSTE STELLE · AKTIVER REGISTERGANG · LIZENZIERTER ABSCHLUSS	Kennung fuer pisces outer figure 08	Z-L097	1	f70v	lies die gelernte lokale Kennung: Kennung fuer pisces outer figure 08
P910-D1011	otol	ZODIAC	LABEL	OT+OL	LOCAL_NOMENCLATOR	DANACH ODER NAECHSTE STELLE · FORTSETZEN	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.25)	Z-L098	1	f68r1	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.25)
P910-D1012	otolal	ZODIAC	LABEL	OT+OL+AL	LOCAL_NOMENCLATOR	DANACH ODER NAECHSTE STELLE · FORTSETZEN · AUFNAHME- ODER ANSCHLUSSSTELLE	Kennung fuer pisces central fish pair	Z-L099	1	f70v	lies die gelernte lokale Kennung: Kennung fuer pisces central fish pair
P910-D1013	otolor	ZODIAC	LABEL	OT+OL+OR	LOCAL_NOMENCLATOR	DANACH ODER NAECHSTE STELLE · FORTSETZEN · ANSATZ ODER ZUBEREITUNG	Kennung am zwei lokale Himmelsraeder (f67r2.62)	Z-L100	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.62)
P910-D1014	otor	ZODIAC	LABEL	OT+OR	LOCAL_NOMENCLATOR	DANACH ODER NAECHSTE STELLE · ANSATZ ODER ZUBEREITUNG	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.26)	Z-L101	1	f68r1	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.26)
P910-D1015	otshey	ZODIAC	LABEL	OT+SH+E+Y	LOCAL_NOMENCLATOR	DANACH ODER NAECHSTE STELLE · HALTEN ODER FESTHALTEN · KURZER GRAD · AKTUELLER POSTEN ODER BEZUG	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.14)	Z-L102	1	f68r1	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.14)
P910-D1016	otshshdy	ZODIAC	LABEL	OT+SH+SH+DY	LOCAL_NOMENCLATOR	DANACH ODER NAECHSTE STELLE · HALTEN ODER FESTHALTEN · HALTEN ODER FESTHALTEN · LIZENZIERTER ABSCHLUSS	Kennung fuer aries outer figure 09	Z-L103	1	f70v	lies die gelernte lokale Kennung: Kennung fuer aries outer figure 09
P910-D1017	oty	ZODIAC	LABEL	OT+Y	LOCAL_NOMENCLATOR	DANACH ODER NAECHSTE STELLE · AKTUELLER POSTEN ODER BEZUG	Kennung fuer pisces outer figure 04	Z-L104	2	f70v	lies die gelernte lokale Kennung: Kennung fuer pisces outer figure 04
P910-D1018	otydy	ZODIAC	LABEL	OT+Y+D_ADDR+Y	LOCAL_NOMENCLATOR	DANACH ODER NAECHSTE STELLE · AKTUELLER POSTEN ODER BEZUG · TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.15)	Z-L105	1	f68r1	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.15)
P910-D1019	otykchs	ZODIAC	LABEL	OT+Y+K+CH+S	LOCAL_NOMENCLATOR	DANACH ODER NAECHSTE STELLE · AKTUELLER POSTEN ODER BEZUG · ZUORDNEN ODER ZUGEBEN · AUSWAEHLEN ODER ABNEHMEN · KONTEXTMARKER	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.24)	Z-L106	1	f68r1	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.24)
P910-D1020	otys	ZODIAC	LABEL	OT+Y+S	LOCAL_NOMENCLATOR	DANACH ODER NAECHSTE STELLE · AKTUELLER POSTEN ODER BEZUG · KONTEXTMARKER	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.19)	Z-L107	1	f68r1	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.19)
P910-D1021	qotoear	ZODIAC	LABEL	OT+O+E+AR	LOCAL_NOMENCLATOR	DANACH ODER NAECHSTE STELLE · AKTIVER REGISTERGANG · KURZER GRAD · AUSGANGS- ODER ENTNAHMESTELLE	Kennung am zwei lokale Himmelsraeder (f67r2.52)	Z-L108	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.52)
P910-D1022	s	ZODIAC	LABEL	S	LOCAL_NOMENCLATOR	KONTEXTMARKER	Kennung am zwei lokale Himmelsraeder (f67r2.1)	Z-L109	3	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.1)
P910-D1023	sal	ZODIAC	LABEL	S+AL	LOCAL_NOMENCLATOR	KONTEXTMARKER · AUFNAHME- ODER ANSCHLUSSSTELLE	Kennung fuer aries outer figure 02	Z-L110	1	f70v	lies die gelernte lokale Kennung: Kennung fuer aries outer figure 02
P910-D1024	saldal	ZODIAC	LABEL	S+AL+DA+L	LOCAL_NOMENCLATOR	KONTEXTMARKER · AUFNAHME- ODER ANSCHLUSSSTELLE · MARKIERTE ODER ZWEITE STUFE · LEITEN ODER VERBINDEN	Kennung am zwei lokale Himmelsraeder (f67r2.54)	Z-L111	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.54)
P910-D1025	salols	ZODIAC	LABEL	S_LABEL+AL+OL+S_LABEL	LOCAL_NOMENCLATOR	LOKALES S-KENNZEICHEN · AUFNAHME- ODER ANSCHLUSSSTELLE · FORTSETZEN · LOKALES S-KENNZEICHEN	Kennung fuer pisces inner figure 08	Z-L112	1	f70v	lies die gelernte lokale Kennung: Kennung fuer pisces inner figure 08
P910-D1026	shekchy	ZODIAC	LABEL	SH+E+K+CH+Y	LOCAL_NOMENCLATOR	HALTEN ODER FESTHALTEN · KURZER GRAD · ZUORDNEN ODER ZUGEBEN · AUSWAEHLEN ODER ABNEHMEN · AKTUELLER POSTEN ODER BEZUG	Kennung am zwei lokale Himmelsraeder (f67r2.4)	Z-L113	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.4)
P910-D1027	shs	ZODIAC	LABEL	SH+S	LOCAL_NOMENCLATOR	HALTEN ODER FESTHALTEN · KONTEXTMARKER	Kennung am zwei lokale Himmelsraeder (f67r2.3)	Z-L114	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.3)
P910-D1028	soear	ZODIAC	LABEL	S+O+E+AR	LOCAL_NOMENCLATOR	KONTEXTMARKER · AKTIVER REGISTERGANG · KURZER GRAD · AUSGANGS- ODER ENTNAHMESTELLE	Kennung am zwei lokale Himmelsraeder (f67r2.65)	Z-L115	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.65)
P910-D1029	sykos	ZODIAC	LABEL	WHOLE[sykos]	LOCAL_NOMENCLATOR	GELERNTE LOKALE GANZKARTE	Kennung am zwei lokale Himmelsraeder (f67r2.4)	Z-L116	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.4)
P910-D1030	tar	ZODIAC	LABEL	T+AR	LOCAL_NOMENCLATOR	BEARBEITEN ODER MARKIEREN · AUSGANGS- ODER ENTNAHMESTELLE	Kennung fuer aries outer figure 01	Z-L117	1	f70v	lies die gelernte lokale Kennung: Kennung fuer aries outer figure 01
P910-D1031	tol	ZODIAC	LABEL	T+OL	LOCAL_NOMENCLATOR	BEARBEITEN ODER MARKIEREN · FORTSETZEN	Kennung am zwei lokale Himmelsraeder (f67r2.56)	Z-L118	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.56)
P910-D1032	y	ZODIAC	LABEL	Y	LOCAL_NOMENCLATOR	AKTUELLER POSTEN ODER BEZUG	Kennung am zwei lokale Himmelsraeder (f67r2.54)	Z-L119	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.54)
P910-D1033	yfain	ZODIAC	LABEL	Y+LOCAL_CHAR_F+AIN	LOCAL_NOMENCLATOR	AKTUELLER POSTEN ODER BEZUG · LOKALES ZEICHEN F · PORTION ODER EINHEIT	Kennung am zwei lokale Himmelsraeder (f67r2.47)	Z-L120	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.47)
P910-D1034	ykaly	ZODIAC	LABEL	Y+K+AL+Y	LOCAL_NOMENCLATOR	AKTUELLER POSTEN ODER BEZUG · ZUORDNEN ODER ZUGEBEN · AUFNAHME- ODER ANSCHLUSSSTELLE · AKTUELLER POSTEN ODER BEZUG	Kennung am zwei lokale Himmelsraeder (f67r2.9)	Z-L121	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.9)
P910-D1035	ykar	ZODIAC	LABEL	Y+K+AR	LOCAL_NOMENCLATOR	AKTUELLER POSTEN ODER BEZUG · ZUORDNEN ODER ZUGEBEN · AUSGANGS- ODER ENTNAHMESTELLE	Kennung am zwei lokale Himmelsraeder (f67r2.9)	Z-L122	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.9)
P910-D1036	ykary	ZODIAC	LABEL	Y+K+AR+Y	LOCAL_NOMENCLATOR	AKTUELLER POSTEN ODER BEZUG · ZUORDNEN ODER ZUGEBEN · AUSGANGS- ODER ENTNAHMESTELLE · AKTUELLER POSTEN ODER BEZUG	Kennung fuer pisces outer figure 02	Z-L123	1	f70v	lies die gelernte lokale Kennung: Kennung fuer pisces outer figure 02
P910-D1037	ykchdy	ZODIAC	LABEL	Y+K+CHD+Y	LOCAL_NOMENCLATOR	AKTUELLER POSTEN ODER BEZUG · ZUORDNEN ODER ZUGEBEN · POSTENWECHSEL ODER UMSETZEN · AKTUELLER POSTEN ODER BEZUG	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.29)	Z-L124	1	f68r1	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.29)
P910-D1038	ykchos	ZODIAC	LABEL	Y+K+CH+O+S	LOCAL_NOMENCLATOR	AKTUELLER POSTEN ODER BEZUG · ZUORDNEN ODER ZUGEBEN · AUSWAEHLEN ODER ABNEHMEN · AKTIVER REGISTERGANG · KONTEXTMARKER	Kennung am zwei lokale Himmelsraeder (f67r2.12)	Z-L125	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.12)
P910-D1039	ykchy	ZODIAC	LABEL	Y+K+Y	LOCAL_NOMENCLATOR	AKTUELLER POSTEN ODER BEZUG · ZUORDNEN ODER ZUGEBEN · AKTUELLER POSTEN ODER BEZUG	Kennung am zwei lokale Himmelsraeder (f67r2.7)	Z-L126	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.7)
P910-D1040	ykchys	ZODIAC	LABEL	Y+K+CH+Y+S	LOCAL_NOMENCLATOR	AKTUELLER POSTEN ODER BEZUG · ZUORDNEN ODER ZUGEBEN · AUSWAEHLEN ODER ABNEHMEN · AKTUELLER POSTEN ODER BEZUG · KONTEXTMARKER	Kennung am zwei lokale Himmelsraeder (f67r2.7)	Z-L127	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.7)
P910-D1041	ykecho	ZODIAC	LABEL	Y+K+E+CH+O	LOCAL_NOMENCLATOR	AKTUELLER POSTEN ODER BEZUG · ZUORDNEN ODER ZUGEBEN · KURZER GRAD · AUSWAEHLEN ODER ABNEHMEN · AKTIVER REGISTERGANG	Kennung am zwei lokale Himmelsraeder (f67r2.2)	Z-L128	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.2)
P910-D1042	ykees	ZODIAC	LABEL	Y+K+EE+S	LOCAL_NOMENCLATOR	AKTUELLER POSTEN ODER BEZUG · ZUORDNEN ODER ZUGEBEN · LAENGERER GRAD · KONTEXTMARKER	Kennung am zwei lokale Himmelsraeder (f67r2.12)	Z-L129	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.12)
P910-D1043	ykeody	ZODIAC	LABEL	Y+K+E+O+DY	LOCAL_NOMENCLATOR	AKTUELLER POSTEN ODER BEZUG · ZUORDNEN ODER ZUGEBEN · KURZER GRAD · AKTIVER REGISTERGANG · LIZENZIERTER ABSCHLUSS	Kennung am zwei lokale Himmelsraeder (f67r2.5)	Z-L130	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.5)
P910-D1044	ykolaiin	ZODIAC	LABEL	Y+K+OL+AIIN	LOCAL_NOMENCLATOR	AKTUELLER POSTEN ODER BEZUG · ZUORDNEN ODER ZUGEBEN · FORTSETZEN · VORGESCHRIEBENES MASS	Kennung fuer pisces inner figure 10	Z-L131	1	f70v	lies die gelernte lokale Kennung: Kennung fuer pisces inner figure 10
P910-D1045	ykshy	ZODIAC	LABEL	Y+K+Y	LOCAL_NOMENCLATOR	AKTUELLER POSTEN ODER BEZUG · ZUORDNEN ODER ZUGEBEN · AKTUELLER POSTEN ODER BEZUG	Kennung am zwei lokale Himmelsraeder (f67r2.1)	Z-L132	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.1)
P910-D1046	ypsharal	ZODIAC	LABEL	Y+P+SH+AR+AL	LOCAL_NOMENCLATOR	AKTUELLER POSTEN ODER BEZUG · BEGINNEN ODER EINSETZEN · HALTEN ODER FESTHALTEN · AUSGANGS- ODER ENTNAHMESTELLE · AUFNAHME- ODER ANSCHLUSSSTELLE	Kennung fuer aries outer figure 10	Z-L133	1	f70v	lies die gelernte lokale Kennung: Kennung fuer aries outer figure 10
P910-D1047	ytchodly	ZODIAC	LABEL	Y+T+CH+O+D_ADDR+L+Y	LOCAL_NOMENCLATOR	AKTUELLER POSTEN ODER BEZUG · BEARBEITEN ODER MARKIEREN · AUSWAEHLEN ODER ABNEHMEN · AKTIVER REGISTERGANG · TEIL- ODER UNTERADRESSE · LEITEN ODER VERBINDEN · AKTUELLER POSTEN ODER BEZUG	Kennung am zwei lokale Himmelsraeder (f67r2.59)	Z-L134	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.59)
P910-D1048	ytchody	ZODIAC	LABEL	Y+T+CH+O+D_ADDR+Y	LOCAL_NOMENCLATOR	AKTUELLER POSTEN ODER BEZUG · BEARBEITEN ODER MARKIEREN · AUSWAEHLEN ODER ABNEHMEN · AKTIVER REGISTERGANG · TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.18)	Z-L135	1	f68r1	lies die gelernte lokale Kennung: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.18)
P910-D1049	ytoaiin	ZODIAC	LABEL	Y+T+O+AIIN	LOCAL_NOMENCLATOR	AKTUELLER POSTEN ODER BEZUG · BEARBEITEN ODER MARKIEREN · AKTIVER REGISTERGANG · VORGESCHRIEBENES MASS	Kennung am zwei lokale Himmelsraeder (f67r2.37)	Z-L136	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.37)
P910-D1050	ytodal	ZODIAC	LABEL	Y+T+O+DA+L	LOCAL_NOMENCLATOR	AKTUELLER POSTEN ODER BEZUG · BEARBEITEN ODER MARKIEREN · AKTIVER REGISTERGANG · MARKIERTE ODER ZWEITE STUFE · LEITEN ODER VERBINDEN	Kennung am zwei lokale Himmelsraeder (f67r2.55)	Z-L137	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.55)
P910-D1051	ytokar	ZODIAC	LABEL	Y+T+OK+AR	LOCAL_NOMENCLATOR	AKTUELLER POSTEN ODER BEZUG · BEARBEITEN ODER MARKIEREN · GANG ANSETZEN ODER AKTIVIEREN · AUSGANGS- ODER ENTNAHMESTELLE	Kennung am zwei lokale Himmelsraeder (f67r2.61)	Z-L138	1	f67r2	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.61)
P910-D1052	aiin	ZODIAC	PROSE	AIIN	LEARNED_COMPONENT_RECIPE	VORGESCHRIEBENES MASS	Zahl- oder Masswert der Stelle		5	f67r2	nach vorgeschriebenem Mass
P910-D1053	ain	ZODIAC	PROSE	AIN	LEARNED_COMPONENT_RECIPE	PORTION ODER EINHEIT	Einheit im Ring		2	f67r2	eine Portion oder Einheit
P910-D1054	air	ZODIAC	PROSE	AIR	LEARNED_COMPONENT_RECIPE	LAUF ODER BAHN	Ringlauf		2	f67r2	entlang des Ringlaufs
P910-D1055	alaiin	ZODIAC	PROSE	AL+AIIN	NEW_COMPONENT_COMPOSITION	AUFNAHME- ODER ANSCHLUSSSTELLE · VORGESCHRIEBENES MASS	Figurenstelle · Zahl- oder Masswert der Stelle		1	f67r2	an der Figurenstelle; nach vorgeschriebenem Mass
P910-D1056	aldaiin	ZODIAC	PROSE	AL+D_ADDR+AIIN	NEW_COMPONENT_COMPOSITION	AUFNAHME- ODER ANSCHLUSSSTELLE · TEIL- ODER UNTERADRESSE · VORGESCHRIEBENES MASS	Figurenstelle · Teilring · Zahl- oder Masswert der Stelle		1	f67r2	an der Figurenstelle; an der Teil- oder Unteradresse; nach vorgeschriebenem Mass
P910-D1057	aldy	ZODIAC	PROSE	AL+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	AUFNAHME- ODER ANSCHLUSSSTELLE · TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG	Figurenstelle · Teilring · aktuelle Ringstelle		1	f67r2	an der Figurenstelle; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug
P910-D1058	am	ZODIAC	PROSE	AM_ADDR	LEARNED_COMPONENT_RECIPE	LOKALE M-ADRESSE	Gegen- oder Innenfeld		2	f67r2	an der lokalen M-Adresse
P910-D1059	amy	ZODIAC	PROSE	WHOLE[amy]	LOCAL_WORKSHOP_CARD	GELERNTE LOKALE GANZKARTE	lies den im Muster bezeichneten Ringwert Z-W004	Z-W004	1	f67r2	lies den im Muster bezeichneten Ringwert Z-W004
P910-D1060	ar	ZODIAC	PROSE	AR	LEARNED_COMPONENT_RECIPE	AUSGANGS- ODER ENTNAHMESTELLE	Bezugsstelle		5	f67r2	von der Bezugsstelle
P910-D1061	ay	ZODIAC	PROSE	A_ADDR+Y	NEW_COMPONENT_COMPOSITION	LOKALE ADRESSE · AKTUELLER POSTEN ODER BEZUG	lokale Ringstelle · aktuelle Ringstelle		1	f67r2	an der lokalen Adresse; mit dem aktuellen Posten oder Bezug
P910-D1062	chedaiin	ZODIAC	PROSE	CHD+AIIN	LEARNED_COMPONENT_RECIPE	POSTENWECHSEL ODER UMSETZEN · VORGESCHRIEBENES MASS	Bezugsstelle wechseln · Zahl- oder Masswert der Stelle		1	f67r2	wechsle zur Bezugsstelle; nach vorgeschriebenem Mass
P910-D1063	cheeteey	ZODIAC	PROSE	CH+EE+T+EE+Y	NEW_COMPONENT_COMPOSITION	AUSWAEHLEN ODER ABNEHMEN · LAENGERER GRAD · BEARBEITEN ODER MARKIEREN · LAENGERER GRAD · AKTUELLER POSTEN ODER BEZUG	Kennung ablesen · laengerer Ringwert · Stelle markieren · laengerer Ringwert · aktuelle Ringstelle		1	f68r1	lies die Kennung; im laengeren Grad; markiere die Stelle; im laengeren Grad; mit dem aktuellen Posten oder Bezug
P910-D1064	cheey	ZODIAC	PROSE	SH+EE+Y	LEARNED_COMPONENT_RECIPE	HALTEN ODER FESTHALTEN · LAENGERER GRAD · AKTUELLER POSTEN ODER BEZUG	Bezug festhalten · laengerer Ringwert · aktuelle Ringstelle		1	f68r1	halte den Bezug; im laengeren Grad; mit dem aktuellen Posten oder Bezug
P910-D1065	chekody	ZODIAC	PROSE	CHK+O+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	ZUSTANDSBEHANDLUNG · AKTIVER REGISTERGANG · TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG	Kennungszustand setzen · Ringgang · Teilring · aktuelle Ringstelle		1	f67r2	setze den Kennungszustand; lies den Ringgang; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug
P910-D1066	cheokorchey	ZODIAC	PROSE	CHEO+K+OR+CH+E+Y	NEW_COMPONENT_COMPOSITION	REGISTERABHAENGIGER EINTRAG · ZUORDNEN ODER ZUGEBEN · ANSATZ ODER ZUBEREITUNG · AUSWAEHLEN ODER ABNEHMEN · KURZER GRAD · AKTUELLER POSTEN ODER BEZUG	Kennung oder Eintrag · Wert zuordnen · lokaler Eintrag · Kennung ablesen · kurzer Ringwert · aktuelle Ringstelle		1	f68r1	lies den lokalen Eintrag; ordne den Wert zu; mit dem lokalen Eintrag; lies die Kennung; im kurzen Grad; mit dem aktuellen Posten oder Bezug
P910-D1067	cheor	ZODIAC	PROSE	CHEO+R	LEARNED_COMPONENT_RECIPE	REGISTERABHAENGIGER EINTRAG · MARKIERTER ZUSTAND	Kennung oder Eintrag · Kennungszustand		1	f68r1	lies den lokalen Eintrag; setze den markierten Zustand
P910-D1068	cheos	ZODIAC	PROSE	CHEO+S	NEW_COMPONENT_COMPOSITION	REGISTERABHAENGIGER EINTRAG · KONTEXTMARKER	Kennung oder Eintrag · Stern- oder Phasenkennung		1	f67r2	lies den lokalen Eintrag; verwende die Stern- oder Phasenkennung
P910-D1069	chkchykoly	ZODIAC	PROSE	CHK+CH+Y+K+OL+Y	NEW_COMPONENT_COMPOSITION	ZUSTANDSBEHANDLUNG · AUSWAEHLEN ODER ABNEHMEN · AKTUELLER POSTEN ODER BEZUG · ZUORDNEN ODER ZUGEBEN · FORTSETZEN · AKTUELLER POSTEN ODER BEZUG	Kennungszustand setzen · Kennung ablesen · aktuelle Ringstelle · Wert zuordnen · im Ring weiter · aktuelle Ringstelle		1	f68r1	setze den Kennungszustand; lies die Kennung; mit dem aktuellen Posten oder Bezug; ordne den Wert zu; fahre fort; mit dem aktuellen Posten oder Bezug
P910-D1070	chocfhy	ZODIAC	PROSE	CH+O+CFH+Y	NEW_COMPONENT_COMPOSITION	AUSWAEHLEN ODER ABNEHMEN · AKTIVER REGISTERGANG · PRESS- ODER TRENNOPERATION · AKTUELLER POSTEN ODER BEZUG	Kennung ablesen · Ringgang · Kennungsoperation · aktuelle Ringstelle		1	f67r2	lies die Kennung; lies den Ringgang; verwende die lokale Trennkennung; mit dem aktuellen Posten oder Bezug
P910-D1071	choctheeey	ZODIAC	PROSE	CH+O+CTH+EEE+Y	NEW_COMPONENT_COMPOSITION	AUSWAEHLEN ODER ABNEHMEN · AKTIVER REGISTERGANG · BEREIT- ODER STATUSMARKER · VOLLER GRAD · AKTUELLER POSTEN ODER BEZUG	Kennung ablesen · Ringgang · Stellenstatus · voller Ringwert · aktuelle Ringstelle		1	f68r1	lies die Kennung; lies den Ringgang; pruefe den Stellenstatus; im vollen Grad; mit dem aktuellen Posten oder Bezug
P910-D1072	chod	ZODIAC	PROSE	CH+O+D_ADDR	NEW_COMPONENT_COMPOSITION	AUSWAEHLEN ODER ABNEHMEN · AKTIVER REGISTERGANG · TEIL- ODER UNTERADRESSE	Kennung ablesen · Ringgang · Teilring		1	f68r1	lies die Kennung; lies den Ringgang; an der Teil- oder Unteradresse
P910-D1073	choeea	ZODIAC	PROSE	CH+O+EE+A_ADDR	NEW_COMPONENT_COMPOSITION	AUSWAEHLEN ODER ABNEHMEN · AKTIVER REGISTERGANG · LAENGERER GRAD · LOKALE ADRESSE	Kennung ablesen · Ringgang · laengerer Ringwert · lokale Ringstelle		1	f67r2	lies die Kennung; lies den Ringgang; im laengeren Grad; an der lokalen Adresse
P910-D1074	choer	ZODIAC	PROSE	CH+O+E+R	NEW_COMPONENT_COMPOSITION	AUSWAEHLEN ODER ABNEHMEN · AKTIVER REGISTERGANG · KURZER GRAD · MARKIERTER ZUSTAND	Kennung ablesen · Ringgang · kurzer Ringwert · Kennungszustand		1	f67r2	lies die Kennung; lies den Ringgang; im kurzen Grad; setze den markierten Zustand
P910-D1075	chokal	ZODIAC	PROSE	OK+AL	NEW_COMPONENT_COMPOSITION	GANG ANSETZEN ODER AKTIVIEREN · AUFNAHME- ODER ANSCHLUSSSTELLE	Ringstelle setzen · Figurenstelle		1	f68r1	setze die Ringstelle; an der Figurenstelle
P910-D1076	chol	ZODIAC	PROSE	OL	LEARNED_COMPONENT_RECIPE	FORTSETZEN	im Ring weiter		1	f67r2	fahre fort
P910-D1077	chos	ZODIAC	PROSE	CH+O+S	NEW_COMPONENT_COMPOSITION	AUSWAEHLEN ODER ABNEHMEN · AKTIVER REGISTERGANG · KONTEXTMARKER	Kennung ablesen · Ringgang · Stern- oder Phasenkennung		2	f67r2	lies die Kennung; lies den Ringgang; verwende die Stern- oder Phasenkennung
P910-D1078	choteey	ZODIAC	PROSE	CH+OT+EE+Y	LEARNED_COMPONENT_RECIPE	AUSWAEHLEN ODER ABNEHMEN · DANACH ODER NAECHSTE STELLE · LAENGERER GRAD · AKTUELLER POSTEN ODER BEZUG	Kennung ablesen · naechster Ringplatz · laengerer Ringwert · aktuelle Ringstelle		1	f68r1	lies die Kennung; danach oder an der naechsten Stelle; im laengeren Grad; mit dem aktuellen Posten oder Bezug
P910-D1079	chpor	ZODIAC	PROSE	CH+P+OR	NEW_COMPONENT_COMPOSITION	AUSWAEHLEN ODER ABNEHMEN · BEGINNEN ODER EINSETZEN · ANSATZ ODER ZUBEREITUNG	Kennung ablesen · Eintrag beginnen · lokaler Eintrag		1	f68r1	lies die Kennung; beginne den Eintrag; mit dem lokalen Eintrag
