locus_order	physical_page	source_page	register	locus	source_kind	events	owner_bound_events	repaired_events	surface_sequence	atomic_sequence_de	continuous_reading_de	physical_line_is_sentence_end
338	f68r1	f68r1	ZODIAC	f68r1.23	L	1	1	1	otchdy	DANACH · UMSETZEN · SCHLUSS	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.23)	NO
339	f68r1	f68r1	ZODIAC	f68r1.24	L	1	1	1	otykchs	DANACH · DIESER POSTEN · ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · KONTEXT/PROBE	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.24)	NO
340	f68r1	f68r1	ZODIAC	f68r1.25	L	1	1	1	otol	DANACH · FORTSETZEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.25)	NO
341	f68r1	f68r1	ZODIAC	f68r1.26	L	1	1	1	otor	DANACH · ANSATZ/EINTRAG	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.26)	NO
342	f68r1	f68r1	ZODIAC	f68r1.27	L	1	1	1	oiinar	GANG · STUFE · QUELLSTELLE	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.27)	NO
343	f68r1	f68r1	ZODIAC	f68r1.28	L	1	1	1	okoldy	ANSETZEN · FORTSETZEN · SCHLUSS	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.28)	NO
344	f68r1	f68r1	ZODIAC	f68r1.29	L	1	1	1	ykchdy	DIESER POSTEN · ZUORDNEN/ZUGEBEN · UMSETZEN · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.29)	NO
345	f68r1	f68r1	ZODIAC	f68r1.30	L	1	1	1	oeeody	GANG · LANG · GANG · TEILADRESSE · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.30)	NO
346	f68r1	f68r1	ZODIAC	f68r1.31	L	1	1	1	ocphy	GANG · GEGEN-/EMPFANGSGANG · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.31)	NO
347	f68r1	f68r1	ZODIAC	f68r1.32	L	1	1	1	okeeodal	ANSETZEN · LANG · GANG · ZWEITE STUFE · LEITEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.32)	NO
348	f68r1	f68r1	ZODIAC	f68r1.33	L	1	1	1	okshor	ANSETZEN · HALTEN · ANSATZ/EINTRAG	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.33)	NO
349	f68r1	f68r1	ZODIAC	f68r1.34	L	1	1	1	osdaiin	GANG · KONTEXT/PROBE · TEILADRESSE · SOLL-MASS	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.34)	NO
350	f68r1	f68r1	ZODIAC	f68r1.35	L	1	1	1	otochedy	DANACH · GANG · UMSETZEN · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.35)	NO
351	f68r1	f68r1	ZODIAC	f68r1.36	L	1	1	1	dolchedy	TEILADRESSE · FORTSETZEN · UMSETZEN · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.36)	NO
352	f68r1	f68r1	ZODIAC	f68r1.37	C	5	0	1	oky · okchdy · okardy · qear · oygy	ANSETZEN · DIESER POSTEN | ANSETZEN · UMSETZEN · SCHLUSS | ANSETZEN · QUELLSTELLE · TEILADRESSE · DIESER POSTEN | KURZ · QUELLSTELLE | GANG · DIESER POSTEN · G-KENNZEICHEN · DIESER POSTEN	die Ringstelle setzen; diesen Posten; die Ringstelle setzen; die Bezugsstelle wechseln; den Schritt schließen; die Ringstelle setzen; von der Quellstelle; an der Teiladresse; diesen Posten; kurz; von der Quellstelle; den Ringgang lesen; diesen Posten; mit G-Kennzeichen; diesen Posten	NO
353	f69v	f69v	ZODIAC	f69v.1	C	40	0	4	dair · cheyky · otaza · sar · ar · chykar · okoirsh · ar · chetody · okeeos · o · tey · otokeeey · okeeody · okeey · doiir · teeo · y · chey · ot · y · okedy · chsdy · okeod · y · dy · choaiin · okar · okar · chol · chees · yto · odair · oty · oteeo · dar · o · eykeody · dchor · char	TEILADRESSE · LAUF | ENTNEHMEN/ABLESEN · KURZ · DIESER POSTEN · ZUORDNEN/ZUGEBEN · DIESER POSTEN | DANACH · LOKALE ADRESSE · Z-KENNZEICHEN · LOKALE ADRESSE | KONTEXT/PROBE · QUELLSTELLE | QUELLSTELLE | ENTNEHMEN/ABLESEN · DIESER POSTEN · ZUORDNEN/ZUGEBEN · QUELLSTELLE | ANSETZEN · GANG · I-KENNZEICHEN · MARKIERTER ZUSTAND · HALTEN | QUELLSTELLE | ENTNEHMEN/ABLESEN · KURZ · BEARBEITEN/MARKIEREN · GANG · TEILADRESSE · DIESER POSTEN | ANSETZEN · LANG · GANG · KONTEXT/PROBE | GANG | BEARBEITEN/MARKIEREN · KURZ · DIESER POSTEN | DANACH · ANSETZEN · VOLL · DIESER POSTEN | ANSETZEN · LANG · GANG · TEILADRESSE · DIESER POSTEN | ANSETZEN · LANG · DIESER POSTEN | TEILADRESSE · GANG · STUFE · MARKIERTER ZUSTAND | BEARBEITEN/MARKIEREN · LANG · GANG | DIESER POSTEN | DIESER POSTEN | DANACH | DIESER POSTEN | ANSETZEN · KURZ · SCHLUSS | ENTNEHMEN/ABLESEN · KONTEXT/PROBE · SCHLUSS | ANSETZEN · KURZ · GANG · TEILADRESSE | DIESER POSTEN | DIESER POSTEN | ENTNEHMEN/ABLESEN · GANG · SOLL-MASS | ANSETZEN · QUELLSTELLE | ANSETZEN · QUELLSTELLE | FORTSETZEN | HALTEN · LANG · S-ADRESSE | DIESER POSTEN · BEARBEITEN/MARKIEREN · GANG | GANG · TEILADRESSE · LAUF | DANACH · DIESER POSTEN | DANACH · LANG · GANG | TEILADRESSE · QUELLSTELLE | GANG | KURZ · DIESER POSTEN · ZUORDNEN/ZUGEBEN · KURZ · GANG · SCHLUSS | TEILADRESSE · ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG | QUELLSTELLE	an der Teiladresse; entlang des Laufs; die Kennung ablesen; kurz; diesen Posten; den Wert zuordnen; diesen Posten; danach; an der lokalen Adresse; mit lokalem Z-Kennzeichen; an der lokalen Adresse; die Sternkennung lesen; von der Quellstelle; von der Quellstelle; die Kennung ablesen; diesen Posten; den Wert zuordnen; von der Quellstelle; die Ringstelle setzen; den Ringgang lesen; mit lokalem I-Kennzeichen; den Kennungszustand markieren; den Bezug halten; von der Quellstelle; die Kennung ablesen; kurz; die Stelle markieren; den Ringgang lesen; an der Teiladresse; diesen Posten; die Ringstelle setzen; länger; den Ringgang lesen; die Sternkennung lesen; den Ringgang lesen; die Stelle markieren; kurz; diesen Posten; danach; die Ringstelle setzen; vollständig; diesen Posten; die Ringstelle setzen; länger; den Ringgang lesen; an der Teiladresse; diesen Posten; die Ringstelle setzen; länger; diesen Posten; an der Teiladresse; den Ringgang lesen; auf der Stufe; den Kennungszustand markieren; die Stelle markieren; länger; den Ringgang lesen; diesen Posten; diesen Posten; danach; diesen Posten; die Ringstelle setzen; kurz; den Schritt schließen; die Kennung ablesen; die Sternkennung lesen; den Schritt schließen; die Ringstelle setzen; kurz; den Ringgang lesen; an der Teiladresse; diesen Posten; diesen Posten; die Kennung ablesen; den Ringgang lesen; nach Sollmaß; die Ringstelle setzen; von der Quellstelle; die Ringstelle setzen; von der Quellstelle; fortsetzen; den Bezug halten; länger; an der S-Adresse; diesen Posten; die Stelle markieren; den Ringgang lesen; den Ringgang lesen; an der Teiladresse; entlang des Laufs; danach; diesen Posten; danach; länger; den Ringgang lesen; an der Teiladresse; von der Quellstelle; den Ringgang lesen; kurz; diesen Posten; den Wert zuordnen; kurz; den Ringgang lesen; den Schritt schließen; an der Teiladresse; die Kennung ablesen; mit dem lokalen Eintrag; von der Quellstelle	NO
354	f69v	f69v	ZODIAC	f69v.2	C	38	0	0	yka · chol · ykar · dal · ykady · iokeeor · cheey · choly · ykeeal · cheo · oaram · ockhy · sheey · aiin · y · daiial · cheody · cheal · yetey · chear · y · dy · ykey · ch · y · dy · chol · ykar · ol · y · ykeeody · chey · dal · ody · airchy · choky · ychey · chey	DIESER POSTEN · ZUORDNEN/ZUGEBEN · LOKALE ADRESSE | FORTSETZEN | DIESER POSTEN · ZUORDNEN/ZUGEBEN · QUELLSTELLE | ZIELSTELLE | DIESER POSTEN · ZUORDNEN/ZUGEBEN · LOKALE ADRESSE · DIESER POSTEN | ANSETZEN · LANG · ANSATZ/EINTRAG | HALTEN · LANG · DIESER POSTEN | FORTSETZEN · DIESER POSTEN | DIESER POSTEN · ZUORDNEN/ZUGEBEN · LANG · ZIELSTELLE | REGISTER-EINTRAG | GANG · QUELLSTELLE · GEGEN-/INNENFELD | GANG · DURCHLASS · DIESER POSTEN | HALTEN · LANG · DIESER POSTEN | SOLL-MASS | DIESER POSTEN | ZWEITE STUFE · STUFE · ZIELSTELLE | REGISTER-EINTRAG · DIESER POSTEN | ZIELSTELLE | DIESER POSTEN · KURZ · BEARBEITEN/MARKIEREN · KURZ · DIESER POSTEN | ENTNEHMEN/ABLESEN · KURZ · QUELLSTELLE | DIESER POSTEN | DIESER POSTEN | DIESER POSTEN · ZUORDNEN/ZUGEBEN · KURZ · DIESER POSTEN | ENTNEHMEN/ABLESEN | DIESER POSTEN | DIESER POSTEN | FORTSETZEN | DIESER POSTEN · ZUORDNEN/ZUGEBEN · QUELLSTELLE | FORTSETZEN | DIESER POSTEN | DIESER POSTEN · ZUORDNEN/ZUGEBEN · LANG · GANG · DIESER POSTEN | DIESER POSTEN | ZIELSTELLE | GANG · SCHLUSS | LAUF · DIESER POSTEN | ANSETZEN · DIESER POSTEN | DIESER POSTEN · DIESER POSTEN | DIESER POSTEN	diesen Posten; den Wert zuordnen; an der lokalen Adresse; fortsetzen; diesen Posten; den Wert zuordnen; von der Quellstelle; zur Zielstelle; diesen Posten; den Wert zuordnen; an der lokalen Adresse; diesen Posten; die Ringstelle setzen; länger; mit dem lokalen Eintrag; den Bezug halten; länger; diesen Posten; fortsetzen; diesen Posten; diesen Posten; den Wert zuordnen; länger; zur Zielstelle; den lokalen Eintrag lesen; den Ringgang lesen; von der Quellstelle; am Gegen-/Innenfeld; den Ringgang lesen; durch den Durchlass; diesen Posten; den Bezug halten; länger; diesen Posten; nach Sollmaß; diesen Posten; auf der zweiten Stufe; auf der Stufe; zur Zielstelle; den lokalen Eintrag lesen; diesen Posten; zur Zielstelle; diesen Posten; kurz; die Stelle markieren; kurz; diesen Posten; die Kennung ablesen; kurz; von der Quellstelle; diesen Posten; diesen Posten; diesen Posten; den Wert zuordnen; kurz; diesen Posten; die Kennung ablesen; diesen Posten; diesen Posten; fortsetzen; diesen Posten; den Wert zuordnen; von der Quellstelle; fortsetzen; diesen Posten; diesen Posten; den Wert zuordnen; länger; den Ringgang lesen; diesen Posten; diesen Posten; zur Zielstelle; den Ringgang lesen; den Schritt schließen; entlang des Laufs; diesen Posten; die Ringstelle setzen; diesen Posten; diesen Posten; diesen Posten; diesen Posten	NO
355	f69v	f69v	ZODIAC	f69v.3	C	29	0	0	doair · otaldal · dair · chdy · otoar · ar · chy · qoteor · cho · qotair · chda · oteeal · cheor · ar · air · oteody · ytyd · a · dchy · otoly · okeodal · oteoarar · cheteeser · dair · chey · okody · dal · oteey · oteey	TEILADRESSE · GANG · LAUF | DANACH · ZIELSTELLE · ZIELSTELLE | TEILADRESSE · LAUF | UMSETZEN · DIESER POSTEN | DANACH · GANG · QUELLSTELLE | QUELLSTELLE | DIESER POSTEN | DANACH · KURZ · ANSATZ/EINTRAG | OBJEKTTEIL | DANACH · LAUF | UMSETZEN · LOKALE ADRESSE | DANACH · LANG · ZIELSTELLE | REGISTER-EINTRAG · MARKIERTER ZUSTAND | QUELLSTELLE | LAUF | DANACH · KURZ · GANG · DIESER POSTEN | DIESER POSTEN · BEARBEITEN/MARKIEREN · DIESER POSTEN · D-KENNZEICHEN | LOKALE ADRESSE | TEILADRESSE · DIESER POSTEN | DANACH · FORTSETZEN · DIESER POSTEN | ANSETZEN · KURZ · GANG · ZIELSTELLE | DANACH · KURZ · GANG · QUELLSTELLE · QUELLSTELLE | ENTNEHMEN/ABLESEN · KURZ · BEARBEITEN/MARKIEREN · LANG · S-ADRESSE · KURZ · MARKIERTER ZUSTAND | TEILADRESSE · LAUF | DIESER POSTEN | ANSETZEN · GANG · DIESER POSTEN | ZIELSTELLE | DANACH · LANG · DIESER POSTEN | DANACH · LANG · DIESER POSTEN	an der Teiladresse; den Ringgang lesen; entlang des Laufs; danach; zur Zielstelle; zur Zielstelle; an der Teiladresse; entlang des Laufs; die Bezugsstelle wechseln; diesen Posten; danach; den Ringgang lesen; von der Quellstelle; von der Quellstelle; diesen Posten; danach; kurz; mit dem lokalen Eintrag; den Figurenteil verwenden; danach; entlang des Laufs; die Bezugsstelle wechseln; an der lokalen Adresse; danach; länger; zur Zielstelle; den lokalen Eintrag lesen; den Kennungszustand markieren; von der Quellstelle; entlang des Laufs; danach; kurz; den Ringgang lesen; diesen Posten; diesen Posten; die Stelle markieren; diesen Posten; mit D-Kennzeichen; an der lokalen Adresse; an der Teiladresse; diesen Posten; danach; fortsetzen; diesen Posten; die Ringstelle setzen; kurz; den Ringgang lesen; zur Zielstelle; danach; kurz; den Ringgang lesen; von der Quellstelle; von der Quellstelle; die Kennung ablesen; kurz; die Stelle markieren; länger; an der S-Adresse; kurz; den Kennungszustand markieren; an der Teiladresse; entlang des Laufs; diesen Posten; die Ringstelle setzen; den Ringgang lesen; diesen Posten; zur Zielstelle; danach; länger; diesen Posten; danach; länger; diesen Posten	NO
356	f69v	f69v	ZODIAC	f69v.4	R	2	0	0	okeey · sar	ANSETZEN · LANG · DIESER POSTEN | KONTEXT/PROBE · QUELLSTELLE	die Ringstelle setzen; länger; diesen Posten; die Sternkennung lesen; von der Quellstelle	NO
357	f69v	f69v	ZODIAC	f69v.5	R	2	0	0	okeo · dy	ANSETZEN · KURZ · GANG | DIESER POSTEN	die Ringstelle setzen; kurz; den Ringgang lesen; diesen Posten	NO
358	f69v	f69v	ZODIAC	f69v.6	R	1	0	0	ochoyk	GANG · ENTNEHMEN/ABLESEN · GANG · DIESER POSTEN · ZUORDNEN/ZUGEBEN	den Ringgang lesen; die Kennung ablesen; den Ringgang lesen; diesen Posten; den Wert zuordnen	NO
359	f69v	f69v	ZODIAC	f69v.7	R	1	0	0	ykeey	DIESER POSTEN · ZUORDNEN/ZUGEBEN · LANG · DIESER POSTEN	diesen Posten; den Wert zuordnen; länger; diesen Posten	NO
360	f69v	f69v	ZODIAC	f69v.8	R	1	0	0	ytory	DIESER POSTEN · BEARBEITEN/MARKIEREN · ANSATZ/EINTRAG · DIESER POSTEN	diesen Posten; die Stelle markieren; mit dem lokalen Eintrag; diesen Posten	NO
361	f69v	f69v	ZODIAC	f69v.9	R	1	0	0	oeesy	GANG · LANG · KONTEXT/PROBE · DIESER POSTEN	den Ringgang lesen; länger; die Sternkennung lesen; diesen Posten	NO
362	f69v	f69v	ZODIAC	f69v.10	R	1	0	1	ytody	DIESER POSTEN · BEARBEITEN/MARKIEREN · GANG · SCHLUSS	diesen Posten; die Stelle markieren; den Ringgang lesen; den Schritt schließen	NO
363	f69v	f69v	ZODIAC	f69v.11	R	1	0	0	okody	ANSETZEN · GANG · DIESER POSTEN	die Ringstelle setzen; den Ringgang lesen; diesen Posten	NO
364	f69v	f69v	ZODIAC	f69v.12	R	1	0	0	otody	DANACH · GANG · SCHLUSS	danach; den Ringgang lesen; den Schritt schließen	NO
365	f69v	f69v	ZODIAC	f69v.13	R	1	0	0	okeal	ANSETZEN · KURZ · ZIELSTELLE	die Ringstelle setzen; kurz; zur Zielstelle	NO
366	f69v	f69v	ZODIAC	f69v.14	R	1	0	0	okeod	ANSETZEN · KURZ · GANG · TEILADRESSE	die Ringstelle setzen; kurz; den Ringgang lesen; an der Teiladresse	NO
367	f69v	f69v	ZODIAC	f69v.15	R	1	0	0	oteeys	DANACH · LANG · DIESER POSTEN · KONTEXT/PROBE	danach; länger; diesen Posten; die Sternkennung lesen	NO
368	f69v	f69v	ZODIAC	f69v.16	R	1	0	0	oteol	DANACH · KURZ · FORTSETZEN	danach; kurz; fortsetzen	NO
369	f69v	f69v	ZODIAC	f69v.17	R	1	0	1	ykeydy	DIESER POSTEN · ZUORDNEN/ZUGEBEN · KURZ · DIESER POSTEN · SCHLUSS	diesen Posten; den Wert zuordnen; kurz; diesen Posten; den Schritt schließen	NO
370	f69v	f69v	ZODIAC	f69v.18	R	1	0	0	okeod	ANSETZEN · KURZ · GANG · TEILADRESSE	die Ringstelle setzen; kurz; den Ringgang lesen; an der Teiladresse	NO
371	f69v	f69v	ZODIAC	f69v.19	R	1	0	0	saral	KONTEXT/PROBE · QUELLSTELLE · ZIELSTELLE	die Sternkennung lesen; von der Quellstelle; zur Zielstelle	NO
372	f69v	f69v	ZODIAC	f69v.20	R	1	0	1	saiir	KONTEXT/PROBE · SOLL-MASS · MARKIERTER ZUSTAND	die Sternkennung lesen; nach Sollmaß; den Kennungszustand markieren	NO
373	f69v	f69v	ZODIAC	f69v.21	R	1	0	0	okolar	ANSETZEN · FORTSETZEN · QUELLSTELLE	die Ringstelle setzen; fortsetzen; von der Quellstelle	NO
374	f69v	f69v	ZODIAC	f69v.22	R	1	0	0	ykeody	DIESER POSTEN · ZUORDNEN/ZUGEBEN · KURZ · GANG · SCHLUSS	diesen Posten; den Wert zuordnen; kurz; den Ringgang lesen; den Schritt schließen	NO
375	f69v	f69v	ZODIAC	f69v.23	R	1	0	0	sarydy	KONTEXT/PROBE · QUELLSTELLE · DIESER POSTEN · TEILADRESSE · DIESER POSTEN	die Sternkennung lesen; von der Quellstelle; diesen Posten; an der Teiladresse; diesen Posten	NO
376	f69v	f69v	ZODIAC	f69v.24	R	1	0	0	otchy	DANACH · ENTNEHMEN/ABLESEN · DIESER POSTEN	danach; die Kennung ablesen; diesen Posten	NO
377	f69v	f69v	ZODIAC	f69v.25	R	2	0	0	okeey · dy	ANSETZEN · LANG · DIESER POSTEN | DIESER POSTEN	die Ringstelle setzen; länger; diesen Posten; diesen Posten	NO
378	f69v	f69v	ZODIAC	f69v.26	R	2	0	0	okey · d	ANSETZEN · KURZ · DIESER POSTEN | TEILADRESSE	die Ringstelle setzen; kurz; diesen Posten; an der Teiladresse	NO
379	f69v	f69v	ZODIAC	f69v.27	R	1	0	0	okeod	ANSETZEN · KURZ · GANG · TEILADRESSE	die Ringstelle setzen; kurz; den Ringgang lesen; an der Teiladresse	NO
380	f69v	f69v	ZODIAC	f69v.28	R	1	0	0	okodchy	ANSETZEN · GANG · TEILADRESSE · ENTNEHMEN/ABLESEN · DIESER POSTEN	die Ringstelle setzen; den Ringgang lesen; an der Teiladresse; die Kennung ablesen; diesen Posten	NO
381	f69v	f69v	ZODIAC	f69v.29	R	1	0	0	okeody	ANSETZEN · KURZ · GANG · TEILADRESSE · DIESER POSTEN	die Ringstelle setzen; kurz; den Ringgang lesen; an der Teiladresse; diesen Posten	NO
382	f69v	f69v	ZODIAC	f69v.30	R	1	0	0	okcheys	ANSETZEN · ENTNEHMEN/ABLESEN · KURZ · DIESER POSTEN · KONTEXT/PROBE	die Ringstelle setzen; die Kennung ablesen; kurz; diesen Posten; die Sternkennung lesen	NO
383	f69v	f69v	ZODIAC	f69v.31	R	2	0	0	oar · alys	GANG · QUELLSTELLE | ZIELSTELLE · DIESER POSTEN · KONTEXT/PROBE	den Ringgang lesen; von der Quellstelle; zur Zielstelle; diesen Posten; die Sternkennung lesen	NO
384	f70v	f70v1	ZODIAC	f70v1.1	C	38	0	0	dalalody · oteoshey · okoksheo · shokey · raiin · otor · ochy · s · air · cheody · cheey · oteo · chy · daiir · chcthy · dlal · oteodaiin · ykeody · oteody · sheo · daiin · oteedy · chetalchs · zar · shoteeody · okeeo · dal · cheody · okchoteees · oteeody · cheokeo · otaiin · shes · to · ar · oly · daly · sheal	ZIELSTELLE · ZIELSTELLE · GANG · SCHLUSS | DANACH · KURZ · GANG · HALTEN · KURZ · DIESER POSTEN | ANSETZEN · ANSETZEN · HALTEN · KURZ · GANG | HALTEN · ANSETZEN · KURZ · DIESER POSTEN | MARKIERTER ZUSTAND · SOLL-MASS | DANACH · ANSATZ/EINTRAG | GANG · DIESER POSTEN | KONTEXT/PROBE | LAUF | REGISTER-EINTRAG · DIESER POSTEN | HALTEN · LANG · DIESER POSTEN | DANACH · KURZ · GANG | DIESER POSTEN | ZWEITE STUFE · STUFE · MARKIERTER ZUSTAND | ENTNEHMEN/ABLESEN · STATUS · DIESER POSTEN | TEILADRESSE · LEITEN · ZIELSTELLE | DANACH · KURZ · GANG · SOLL-MASS | DIESER POSTEN · ZUORDNEN/ZUGEBEN · KURZ · GANG · SCHLUSS | DANACH · KURZ · GANG · DIESER POSTEN | HALTEN · KURZ · GANG | SOLL-MASS | DANACH · LANG · SCHLUSS | ENTNEHMEN/ABLESEN · KURZ · BEARBEITEN/MARKIEREN · ZIELSTELLE · ENTNEHMEN/ABLESEN · S-ADRESSE | Z-BEZUG · QUELLSTELLE | HALTEN · GANG · BEARBEITEN/MARKIEREN · LANG · GANG · SCHLUSS | ANSETZEN · LANG · GANG | ZIELSTELLE | REGISTER-EINTRAG · DIESER POSTEN | ANSETZEN · ENTNEHMEN/ABLESEN · DANACH · VOLL · S-ADRESSE | DANACH · LANG · GANG · SCHLUSS | ENTNEHMEN/ABLESEN · KURZ · ANSETZEN · KURZ · GANG | DANACH · SOLL-MASS | HALTEN · KURZ · S-ADRESSE | BEARBEITEN/MARKIEREN · GANG | QUELLSTELLE | FORTSETZEN · DIESER POSTEN | ZIELSTELLE · DIESER POSTEN | HALTEN · KURZ · ZIELSTELLE	zur Zielstelle; zur Zielstelle; den Ringgang lesen; den Schritt schließen; danach; kurz; den Ringgang lesen; den Bezug halten; kurz; diesen Posten; die Ringstelle setzen; die Ringstelle setzen; den Bezug halten; kurz; den Ringgang lesen; den Bezug halten; die Ringstelle setzen; kurz; diesen Posten; den Kennungszustand markieren; nach Sollmaß; danach; mit dem lokalen Eintrag; den Ringgang lesen; diesen Posten; die Sternkennung lesen; entlang des Laufs; den lokalen Eintrag lesen; diesen Posten; den Bezug halten; länger; diesen Posten; danach; kurz; den Ringgang lesen; diesen Posten; auf der zweiten Stufe; auf der Stufe; den Kennungszustand markieren; die Kennung ablesen; den Stellenstatus prüfen; diesen Posten; an der Teiladresse; weiterleiten; zur Zielstelle; danach; kurz; den Ringgang lesen; nach Sollmaß; diesen Posten; den Wert zuordnen; kurz; den Ringgang lesen; den Schritt schließen; danach; kurz; den Ringgang lesen; diesen Posten; den Bezug halten; kurz; den Ringgang lesen; nach Sollmaß; danach; länger; den Schritt schließen; die Kennung ablesen; kurz; die Stelle markieren; zur Zielstelle; die Kennung ablesen; an der S-Adresse; am Z-Bezug; von der Quellstelle; den Bezug halten; den Ringgang lesen; die Stelle markieren; länger; den Ringgang lesen; den Schritt schließen; die Ringstelle setzen; länger; den Ringgang lesen; zur Zielstelle; den lokalen Eintrag lesen; diesen Posten; die Ringstelle setzen; die Kennung ablesen; danach; vollständig; an der S-Adresse; danach; länger; den Ringgang lesen; den Schritt schließen; die Kennung ablesen; kurz; die Ringstelle setzen; kurz; den Ringgang lesen; danach; nach Sollmaß; den Bezug halten; kurz; an der S-Adresse; die Stelle markieren; den Ringgang lesen; von der Quellstelle; fortsetzen; diesen Posten; zur Zielstelle; diesen Posten; den Bezug halten; kurz; zur Zielstelle	NO
385	f70v	f70v1	ZODIAC	f70v1.2	L	4	4	4	otalchy · tar · am · dy	DANACH · ZIELSTELLE · DIESER POSTEN | BEARBEITEN/MARKIEREN · QUELLSTELLE | GEGEN-/INNENFELD | DIESER POSTEN	Bild-/Musterwert: Kennung fuer aries outer figure 01; Bild-/Musterwert: Kennung fuer aries outer figure 01; Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.28); Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.57)	NO
386	f70v	f70v1	ZODIAC	f70v1.3	L	2	2	2	opchey · sal	GANG · BEGINNEN/EINSETZEN · DIESER POSTEN | KONTEXT/PROBE · ZIELSTELLE	Bild-/Musterwert: Kennung fuer aries outer figure 02; Bild-/Musterwert: Kennung fuer aries outer figure 02	NO
387	f70v	f70v1	ZODIAC	f70v1.4	L	1	1	1	otakaizan	DANACH · LOKALE ADRESSE · ZUORDNEN/ZUGEBEN · PORTION · Z-BEZUG · ZUSATZ	Bild-/Musterwert: Kennung fuer aries outer figure 03	NO
388	f70v	f70v1	ZODIAC	f70v1.5	L	1	1	1	okalal	ANSETZEN · ZIELSTELLE · ZIELSTELLE	Bild-/Musterwert: Kennung fuer aries outer figure 04	NO
389	f70v	f70v1	ZODIAC	f70v1.6	L	1	1	1	otaly	DANACH · ZIELSTELLE · DIESER POSTEN	Bild-/Musterwert: Kennung fuer aries outer figure 05	NO
390	f70v	f70v1	ZODIAC	f70v1.7	L	1	1	1	oalcheg	GANG · ZIELSTELLE · ENTNEHMEN/ABLESEN · KURZ · G-KENNZEICHEN	Bild-/Musterwert: Kennung fuer aries outer figure 06	NO
391	f70v	f70v1	ZODIAC	f70v1.8	L	1	1	1	otchodals	DANACH · ENTNEHMEN/ABLESEN · GANG · ZIELSTELLE · S-ADRESSE	Bild-/Musterwert: Kennung fuer aries outer figure 07	NO
392	f70v	f70v1	ZODIAC	f70v1.9	L	1	1	1	okolshy	ANSETZEN · FORTSETZEN · HALTEN · DIESER POSTEN	Bild-/Musterwert: Kennung fuer aries outer figure 08	NO
393	f70v	f70v1	ZODIAC	f70v1.10	L	1	1	1	otshshdy	DANACH · HALTEN · HALTEN · SCHLUSS	Bild-/Musterwert: Kennung fuer aries outer figure 09	NO
394	f70v	f70v1	ZODIAC	f70v1.11	L	2	2	2	otal · ypsharal	DANACH · ZIELSTELLE | DIESER POSTEN · BEGINNEN/EINSETZEN · HALTEN · QUELLSTELLE · ZIELSTELLE	Bild-/Musterwert: Kennung fuer aries outer figure 10; Bild-/Musterwert: Kennung fuer aries outer figure 10	NO
