dictionary_entry_id	surface	register	usage_class	component_recipe	meaning_mode	owner_binding_required	events	physical_pages	loci	atomic_default_de	fluent_default_de
P912-D1088	salshey	BIOLOGICAL	PROSE	S+A_ADDR+LSH+E+Y	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.21	KONTEXT/PROBE · LOKALE ADRESSE · WASCHEN/SPUELEN · KURZ · DIESER POSTEN	die Station prüfen; an der lokalen Adresse; die Station spülen; kurz; diesen Posten
P912-D1089	sam	BIOLOGICAL	PROSE	S+AM_ADDR	REPAIRED_COMPONENT_COMPOSITION	NO	1	f83r	f83r.10	KONTEXT/PROBE · GEGEN-/INNENFELD	die Station prüfen; am Gegen-/Innenfeld
P912-D1090	sam	PHARMA	PROSE	S+AM_ADDR	REPAIRED_COMPONENT_COMPOSITION	NO	2	f88r	f88r.11|f88r.8	KONTEXT/PROBE · GEGEN-/INNENFELD	und dann; am Gegen-/Innenfeld
P912-D1091	sar	BIOLOGICAL	PROSE	S+AR	LEARNED_COMPONENT_RECIPE	NO	7	f75r|f81v|f82r|f83r	f75r.18|f75r.22|f81v.2|f82r.6|f83r.19|f83r.21|f83r.43	KONTEXT/PROBE · QUELLSTELLE	die Station prüfen; von der Quellstelle
P912-D1092	sar	HERBAL	PROSE	S+AR	LEARNED_COMPONENT_RECIPE	NO	1	f55v	f55v.3	KONTEXT/PROBE · QUELLSTELLE	prüfen oder weitergehen; von der Quellstelle
P912-D1093	sar	PHARMA	PROSE	S+AR	LEARNED_COMPONENT_RECIPE	NO	1	f88r	f88r.8	KONTEXT/PROBE · QUELLSTELLE	und dann; von der Quellstelle
P912-D1094	sar	ZODIAC	DIAGRAM_TEXT	S+AR	LEARNED_COMPONENT_RECIPE	NO	1	f69v	f69v.4	KONTEXT/PROBE · QUELLSTELLE	die Sternkennung lesen; von der Quellstelle
P912-D1095	sar	ZODIAC	RING_TEXT	S+AR	LEARNED_COMPONENT_RECIPE	NO	1	f69v	f69v.1	KONTEXT/PROBE · QUELLSTELLE	die Sternkennung lesen; von der Quellstelle
P912-D1096	saral	ZODIAC	DIAGRAM_TEXT	S+AR+AL	NEW_COMPONENT_COMPOSITION	NO	1	f69v	f69v.19	KONTEXT/PROBE · QUELLSTELLE · ZIELSTELLE	die Sternkennung lesen; von der Quellstelle; zur Zielstelle
P912-D1097	saral	ZODIAC	PROSE	S+AR+AL	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.20	KONTEXT/PROBE · QUELLSTELLE · ZIELSTELLE	die Sternkennung lesen; von der Quellstelle; zur Zielstelle
P912-D1098	sarol	BIOLOGICAL	PROSE	S+AR+OL	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.45	KONTEXT/PROBE · QUELLSTELLE · FORTSETZEN	die Station prüfen; von der Quellstelle; fortsetzen
P912-D1099	sarydy	ZODIAC	DIAGRAM_TEXT	S+AR+Y+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f69v	f69v.23	KONTEXT/PROBE · QUELLSTELLE · DIESER POSTEN · TEILADRESSE · DIESER POSTEN	die Sternkennung lesen; von der Quellstelle; diesen Posten; an der Teiladresse; diesen Posten
P912-D1100	sasoldal	BIOLOGICAL	LABEL	S+A_ADDR+S+OL+DA+L	OWNER_BOUND_COMPOUND_LABEL	YES	1	f83r	f83r.50	KONTEXT/PROBE · LOKALE ADRESSE · KONTEXT/PROBE · FORTSETZEN · ZWEITE STUFE · LEITEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D1101	schedair	BIOLOGICAL	PROSE	CHD+AIR	LEARNED_COMPONENT_RECIPE	NO	1	f83r	f83r.22	UMSETZEN · LAUF	den Posten umsetzen; entlang des Laufs
P912-D1102	schedy	BIOLOGICAL	PROSE	CHD+DY	LEARNED_COMPONENT_RECIPE	NO	2	f81v|f83r	f81v.7|f83r.6	UMSETZEN · SCHLUSS	den Posten umsetzen; den Schritt schließen
P912-D1103	schety	BIOLOGICAL	PROSE	S+CH+E+T+Y	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.17	KONTEXT/PROBE · ENTNEHMEN/ABLESEN · KURZ · BEARBEITEN/MARKIEREN · DIESER POSTEN	die Station prüfen; den Posten abnehmen; kurz; den Abschnitt bedienen; diesen Posten
P912-D1104	schey	HERBAL	PROSE	S+CH+E+Y	NEW_COMPONENT_COMPOSITION	NO	1	f56r	f56r.17	KONTEXT/PROBE · ENTNEHMEN/ABLESEN · KURZ · DIESER POSTEN	prüfen oder weitergehen; den Pflanzenteil entnehmen; kurz; diesen Posten
P912-D1105	schoal	HERBAL	PROSE	SH+O+AL	LEARNED_COMPONENT_RECIPE	NO	1	f11r	f11r.1	HALTEN · GANG · ZIELSTELLE	den Ansatz halten; den Verarbeitungsgang ausführen; zur Zielstelle
P912-D1106	schol	HERBAL	PROSE	RESUME_CARD	LEARNED_COMPONENT_RECIPE	NO	1	f56r	f56r.8	WIEDERAUFNAHME	den vorigen Posten wiederaufnehmen
P912-D1107	sh	HERBAL	PROSE	SH	NEW_COMPONENT_COMPOSITION	NO	1	f56r	f56r.12	HALTEN	den Ansatz halten
P912-D1108	shaiin	HERBAL	PROSE	SH+AIIN	LEARNED_COMPONENT_RECIPE	NO	1	f13r	f13r.3	HALTEN · SOLL-MASS	den Ansatz halten; nach Sollmaß
P912-D1109	shal	BIOLOGICAL	PROSE	SH+AL	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.17	HALTEN · ZIELSTELLE	den Posten halten; zur Zielstelle
P912-D1110	shal	ZODIAC	RING_TEXT	SH+AL	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.32	HALTEN · ZIELSTELLE	den Bezug halten; zur Zielstelle
P912-D1111	shchey	BIOLOGICAL	PROSE	SH+Y	LEARNED_COMPONENT_RECIPE	NO	1	f81v	f81v.25	HALTEN · DIESER POSTEN	den Posten halten; diesen Posten
P912-D1112	shchey	ZODIAC	RING_TEXT	SH+Y	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.21	HALTEN · DIESER POSTEN	den Bezug halten; diesen Posten
P912-D1113	shckhedy	BIOLOGICAL	PROSE	SH+CKH+E+DY	LEARNED_COMPONENT_RECIPE	NO	3	f81v|f83r	f81v.27|f83r.27	HALTEN · DURCHLASS · KURZ · SCHLUSS	den Posten halten; durch den Durchlass; kurz; den Schritt schließen
P912-D1114	shckhey	BIOLOGICAL	PROSE	SH+CKH+E+Y	NEW_COMPONENT_COMPOSITION	NO	2	f82r|f83r	f82r.22|f83r.17	HALTEN · DURCHLASS · KURZ · DIESER POSTEN	den Posten halten; durch den Durchlass; kurz; diesen Posten
P912-D1115	shckhy	BIOLOGICAL	PROSE	SH+CKH+Y	LEARNED_COMPONENT_RECIPE	NO	4	f75r|f81v|f82r	f75r.25|f75r.45|f81v.19|f82r.1	HALTEN · DURCHLASS · DIESER POSTEN	den Posten halten; durch den Durchlass; diesen Posten
P912-D1116	shcthey	BIOLOGICAL	PROSE	SH+CTH+E+Y	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.11	HALTEN · STATUS · KURZ · DIESER POSTEN	den Posten halten; den Stationsstatus prüfen; kurz; diesen Posten
P912-D1117	shcthy	BIOLOGICAL	PROSE	SH+CTH+Y	NEW_COMPONENT_COMPOSITION	NO	2	f83r	f83r.14|f83r.15	HALTEN · STATUS · DIESER POSTEN	den Posten halten; den Stationsstatus prüfen; diesen Posten
P912-D1118	shdy	BIOLOGICAL	PROSE	SH+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.18	HALTEN · TEILADRESSE · DIESER POSTEN	den Posten halten; an der Teiladresse; diesen Posten
P912-D1119	sheal	ZODIAC	RING_TEXT	SH+E+AL	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v1.1	HALTEN · KURZ · ZIELSTELLE	den Bezug halten; kurz; zur Zielstelle
P912-D1120	shear	PHARMA	PROSE	SH+E+AR	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.28	HALTEN · KURZ · QUELLSTELLE	den Ansatz halten; kurz; von der Quellstelle
P912-D1121	shechy	BIOLOGICAL	PROSE	SH+E+CH+Y	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.17	HALTEN · KURZ · ENTNEHMEN/ABLESEN · DIESER POSTEN	den Posten halten; kurz; den Posten abnehmen; diesen Posten
P912-D1122	sheckhal	BIOLOGICAL	PROSE	SH+E+CKH+AL	LEARNED_COMPONENT_RECIPE	NO	1	f81v	f81v.7	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	den Posten halten; kurz; durch den Durchlass; zur Zielstelle
P912-D1123	sheckhdy	BIOLOGICAL	PROSE	SH+E+CKH+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.12	HALTEN · KURZ · DURCHLASS · TEILADRESSE · DIESER POSTEN	den Posten halten; kurz; durch den Durchlass; an der Teiladresse; diesen Posten
P912-D1124	sheckhy	BIOLOGICAL	PROSE	SH+E+CKH+Y	LEARNED_COMPONENT_RECIPE	NO	3	f82r|f83r	f82r.4|f82r.6|f83r.12	HALTEN · KURZ · DURCHLASS · DIESER POSTEN	den Posten halten; kurz; durch den Durchlass; diesen Posten
P912-D1125	shecth	ZODIAC	RING_TEXT	SH+E+CTH	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.1	HALTEN · KURZ · STATUS	den Bezug halten; kurz; den Stellenstatus prüfen
P912-D1126	shecthedchy	BIOLOGICAL	PROSE	SH+E+CTH+CHD+Y	LEARNED_COMPONENT_RECIPE	NO	1	f83r	f83r.8	HALTEN · KURZ · STATUS · UMSETZEN · DIESER POSTEN	den Posten halten; kurz; den Stationsstatus prüfen; den Posten umsetzen; diesen Posten
P912-D1127	shecthedy	BIOLOGICAL	PROSE	SH+E+CTH+E+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.23	HALTEN · KURZ · STATUS · KURZ · TEILADRESSE · DIESER POSTEN	den Posten halten; kurz; den Stationsstatus prüfen; kurz; an der Teiladresse; diesen Posten
P912-D1128	shecthy	BIOLOGICAL	PROSE	SH+E+CTH+Y	LEARNED_COMPONENT_RECIPE	NO	3	f75r|f83r	f75r.28|f83r.15|f83r.23	HALTEN · KURZ · STATUS · DIESER POSTEN	den Posten halten; kurz; den Stationsstatus prüfen; diesen Posten
P912-D1129	shedaiin	BIOLOGICAL	PROSE	SHED+AIIN	NEW_COMPONENT_COMPOSITION	NO	3	f82r|f83r	f82r.32|f82r.6|f83r.19	RUHESTUFE · SOLL-MASS	an der Station halten; nach Sollmaß
P912-D1130	shedal	BIOLOGICAL	PROSE	SHED+AL	LEARNED_COMPONENT_RECIPE	NO	2	f83r	f83r.15|f83r.47	RUHESTUFE · ZIELSTELLE	an der Station halten; zur Zielstelle
P912-D1131	shedkedy	BIOLOGICAL	PROSE	SHED+K+E+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.9	RUHESTUFE · ZUORDNEN/ZUGEBEN · KURZ · TEILADRESSE · DIESER POSTEN	an der Station halten; den Posten einsetzen; kurz; an der Teiladresse; diesen Posten
P912-D1132	shedy	BIOLOGICAL	PROSE	SHED+DY	LEARNED_COMPONENT_RECIPE	NO	46	f75r|f81v|f82r|f83r	f75r.1|f75r.11|f75r.15|f75r.17|f75r.18|f75r.27|f75r.30|f75r.31|f75r.32|f75r.33|f75r.35|f75r.40|f75r.46|f81v.12|f81v.16|f81v.17|f81v.18|f81v.19|f81v.23|f81v.8|f82r.18|f82r.20|f82r.28|f82r.30|f82r.6|f82r.7|f83r.1|f83r.11|f83r.13|f83r.14|f83r.18|f83r.19|f83r.23|f83r.24|f83r.26|f83r.28|f83r.37|f83r.4|f83r.44|f83r.5	RUHESTUFE · SCHLUSS	an der Station halten; den Schritt schließen
P912-D1133	sheeal	BIOLOGICAL	PROSE	SH+EE+AL	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.25	HALTEN · LANG · ZIELSTELLE	den Posten halten; länger; zur Zielstelle
P912-D1134	sheedy	BIOLOGICAL	PROSE	SH+EE+DY	LEARNED_COMPONENT_RECIPE	NO	7	f75r|f81v|f82r|f83r	f75r.16|f75r.18|f75r.28|f81v.8|f82r.25|f82r.8|f83r.11	HALTEN · LANG · SCHLUSS	den Posten halten; länger; den Schritt schließen
P912-D1135	sheekchy	BIOLOGICAL	PROSE	SH+EE+K+CH+Y	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.33	HALTEN · LANG · ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · DIESER POSTEN	den Posten halten; länger; den Posten einsetzen; den Posten abnehmen; diesen Posten
P912-D1136	sheeky	BIOLOGICAL	PROSE	SH+EE+K+Y	LEARNED_COMPONENT_RECIPE	NO	2	f75r|f81v	f75r.3|f81v.14	HALTEN · LANG · ZUORDNEN/ZUGEBEN · DIESER POSTEN	den Posten halten; länger; den Posten einsetzen; diesen Posten
P912-D1137	sheeol	PHARMA	PROSE	SH+EE+OL	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.21	HALTEN · LANG · FORTSETZEN	den Ansatz halten; länger; fortsetzen
P912-D1138	sheeos	ZODIAC	RING_TEXT	SH+EE+O+S_ADDR	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.1	HALTEN · LANG · GANG · S-ADRESSE	den Bezug halten; länger; den Ringgang lesen; an der S-Adresse
P912-D1139	shees	ZODIAC	PROSE	SH+EE+S	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.73	HALTEN · LANG · KONTEXT/PROBE	den Bezug halten; länger; die Sternkennung lesen
P912-D1140	sheeteey	ZODIAC	RING_TEXT	SH+EE+T+EE+Y	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.21	HALTEN · LANG · BEARBEITEN/MARKIEREN · LANG · DIESER POSTEN	den Bezug halten; länger; die Stelle markieren; länger; diesen Posten
P912-D1141	sheety	BIOLOGICAL	PROSE	SH+EE+T+Y	LEARNED_COMPONENT_RECIPE	NO	2	f75r	f75r.35|f75r.37	HALTEN · LANG · BEARBEITEN/MARKIEREN · DIESER POSTEN	den Posten halten; länger; den Abschnitt bedienen; diesen Posten
P912-D1142	sheey	BIOLOGICAL	PROSE	SH+EE+Y	LEARNED_COMPONENT_RECIPE	NO	5	f81v|f82r|f83r	f81v.15|f82r.22|f82r.25|f82r.32|f83r.28	HALTEN · LANG · DIESER POSTEN	den Posten halten; länger; diesen Posten
P912-D1143	sheey	ZODIAC	RING_TEXT	SH+EE+Y	LEARNED_COMPONENT_RECIPE	NO	1	f69v	f69v.2	HALTEN · LANG · DIESER POSTEN	den Bezug halten; länger; diesen Posten
P912-D1144	shek	BIOLOGICAL	PROSE	SH+E+K	NEW_COMPONENT_COMPOSITION	NO	2	f81v	f81v.1|f81v.3	HALTEN · KURZ · ZUORDNEN/ZUGEBEN	den Posten halten; kurz; den Posten einsetzen
P912-D1145	shekal	BIOLOGICAL	PROSE	SH+E+K+AL	NEW_COMPONENT_COMPOSITION	NO	1	f81v	f81v.1	HALTEN · KURZ · ZUORDNEN/ZUGEBEN · ZIELSTELLE	den Posten halten; kurz; den Posten einsetzen; zur Zielstelle
P912-D1146	shekchy	ZODIAC	LABEL	SH+E+K+CH+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.4	HALTEN · KURZ · ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D1147	shekor	PHARMA	PROSE	SH+E+K+OR	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.8	HALTEN · KURZ · ZUORDNEN/ZUGEBEN · ANSATZ/EINTRAG	den Ansatz halten; kurz; die Zutat zugeben; mit dem Gefäßansatz
P912-D1148	sheky	BIOLOGICAL	PROSE	SH+E+K+Y	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.6	HALTEN · KURZ · ZUORDNEN/ZUGEBEN · DIESER POSTEN	den Posten halten; kurz; den Posten einsetzen; diesen Posten
P912-D1149	sheo	ZODIAC	RING_TEXT	SH+E+O	LEARNED_COMPONENT_RECIPE	NO	2	f70v	f70v1.1|f70v1.12	HALTEN · KURZ · GANG	den Bezug halten; kurz; den Ringgang lesen
P912-D1150	sheodaly	ZODIAC	RING_TEXT	SH+E+O+AL+Y	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.1	HALTEN · KURZ · GANG · ZIELSTELLE · DIESER POSTEN	den Bezug halten; kurz; den Ringgang lesen; zur Zielstelle; diesen Posten
P912-D1151	sheody	ZODIAC	PROSE	SH+E+O+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.44	HALTEN · KURZ · GANG · TEILADRESSE · DIESER POSTEN	den Bezug halten; kurz; den Ringgang lesen; an der Teiladresse; diesen Posten
P912-D1152	sheokey	HERBAL	PROSE	SH+E+OK+E+Y	NEW_COMPONENT_COMPOSITION	NO	1	f55v	f55v.7	HALTEN · KURZ · ANSETZEN · KURZ · DIESER POSTEN	den Ansatz halten; kurz; die Zubereitung ansetzen; kurz; diesen Posten
P912-D1153	sheoky	PHARMA	PROSE	SH+E+OK+Y	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.26	HALTEN · KURZ · ANSETZEN · DIESER POSTEN	den Ansatz halten; kurz; den Ansatz beginnen; diesen Posten
P912-D1154	sheol	BIOLOGICAL	PROSE	SH+E+OL	LEARNED_COMPONENT_RECIPE	NO	4	f75r|f82r|f83r	f75r.26|f75r.46|f82r.20|f83r.43	HALTEN · KURZ · FORTSETZEN	den Posten halten; kurz; fortsetzen
P912-D1155	sheoldg	PHARMA	PROSE	SH+E+OL+D_ADDR+LOCAL_CHAR_G	REGISTER_COMPOSITION_WITH_LOCAL_SIGN	NO	1	f88r	f88r.21	HALTEN · KURZ · FORTSETZEN · TEILADRESSE · G-KENNZEICHEN	den Ansatz halten; kurz; fortsetzen; an der Teiladresse; mit lokalem G-Kennzeichen
P912-D1156	sheom	PHARMA	PROSE	SH+E+O+AM_ADDR	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.8	HALTEN · KURZ · GANG · GEGEN-/INNENFELD	den Ansatz halten; kurz; den Zubereitungsgang ausführen; am Gegen-/Innenfeld
P912-D1157	sheor	PHARMA	PROSE	SH+E+OR	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.7	HALTEN · KURZ · ANSATZ/EINTRAG	den Ansatz halten; kurz; mit dem Gefäßansatz
P912-D1158	shepchy	BIOLOGICAL	PROSE	SH+E+P+Y	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.17	HALTEN · KURZ · BEGINNEN/EINSETZEN · DIESER POSTEN	den Posten halten; kurz; die Station beginnen; diesen Posten
P912-D1159	shes	ZODIAC	RING_TEXT	SH+E+S_ADDR	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v1.1	HALTEN · KURZ · S-ADRESSE	den Bezug halten; kurz; an der S-Adresse
P912-D1160	shetar	BIOLOGICAL	PROSE	SH+E+T+AR	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.4	HALTEN · KURZ · BEARBEITEN/MARKIEREN · QUELLSTELLE	den Posten halten; kurz; den Abschnitt bedienen; von der Quellstelle
P912-D1161	shey	BIOLOGICAL	PROSE	SH+E+Y	LEARNED_COMPONENT_RECIPE	NO	20	f75r|f81v|f82r|f83r	f75r.10|f75r.12|f75r.19|f75r.2|f75r.20|f75r.22|f75r.4|f75r.5|f81v.1|f81v.26|f82r.1|f83r.19|f83r.2|f83r.36|f83r.39	HALTEN · KURZ · DIESER POSTEN	den Posten halten; kurz; diesen Posten
P912-D1162	shey	HERBAL	PROSE	SH+E+Y	LEARNED_COMPONENT_RECIPE	NO	2	f11r|f13r	f11r.1|f13r.9	HALTEN · KURZ · DIESER POSTEN	den Ansatz halten; kurz; diesen Posten
P912-D1163	shey	ZODIAC	PROSE	SH+E+Y	LEARNED_COMPONENT_RECIPE	NO	1	f68r1	f68r1.3	HALTEN · KURZ · DIESER POSTEN	den Bezug halten; kurz; diesen Posten
P912-D1164	shey	ZODIAC	RING_TEXT	SH+E+Y	LEARNED_COMPONENT_RECIPE	NO	2	f70v	f70v2.1|f70v2.21	HALTEN · KURZ · DIESER POSTEN	den Bezug halten; kurz; diesen Posten
P912-D1165	shfydaiin	HERBAL	PROSE	SH+Y+AIIN	LEARNED_COMPONENT_RECIPE	NO	1	f11r	f11r.1	HALTEN · DIESER POSTEN · SOLL-MASS	den Ansatz halten; diesen Posten; nach Sollmaß
P912-D1166	shkchy	HERBAL	PROSE	SH+K+Y	LEARNED_COMPONENT_RECIPE	NO	1	f13r	f13r.2	HALTEN · ZUORDNEN/ZUGEBEN · DIESER POSTEN	den Ansatz halten; Material zugeben; diesen Posten
P912-D1167	shky	BIOLOGICAL	PROSE	SH+K+Y	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.34	HALTEN · ZUORDNEN/ZUGEBEN · DIESER POSTEN	den Posten halten; den Posten einsetzen; diesen Posten
P912-D1168	sho	HERBAL	PROSE	SH+O	NEW_COMPONENT_COMPOSITION	NO	2	f56r	f56r.18|f56r.7	HALTEN · GANG	den Ansatz halten; den Verarbeitungsgang ausführen
P912-D1169	shochy	HERBAL	PROSE	HO+Y	LEARNED_COMPONENT_RECIPE	NO	1	f13r	f13r.8	OBJEKTTEIL · DIESER POSTEN	den Objektteil nehmen; diesen Posten
P912-D1170	shocphedy	BIOLOGICAL	PROSE	SH+O+CPH+E+DY	CPH_COMPONENT_COMPOSITION	NO	1	f83r	f83r.18	HALTEN · GANG · GEGEN-/EMPFANGSGANG · KURZ · SCHLUSS	den Posten halten; den Stationsgang ausführen; zum Gegenlauf oder Empfänger zurückführen; kurz; den Schritt schließen
P912-D1171	shokaiin	HERBAL	PROSE	SH+OK+AIIN	NEW_COMPONENT_COMPOSITION	NO	1	f56r	f56r.2	HALTEN · ANSETZEN · SOLL-MASS	den Ansatz halten; die Zubereitung ansetzen; nach Sollmaß
P912-D1172	shokain	BIOLOGICAL	PROSE	SH+OK+AIN	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.16	HALTEN · ANSETZEN · PORTION	den Posten halten; die Station ansetzen; eine Portion
P912-D1173	shokchy	ZODIAC	PROSE	SH+OK+CH+Y	NEW_COMPONENT_COMPOSITION	NO	1	f68r1	f68r1.1	HALTEN · ANSETZEN · ENTNEHMEN/ABLESEN · DIESER POSTEN	den Bezug halten; die Ringstelle setzen; die Kennung ablesen; diesen Posten
P912-D1174	shokey	ZODIAC	RING_TEXT	SH+OK+E+Y	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v1.1	HALTEN · ANSETZEN · KURZ · DIESER POSTEN	den Bezug halten; die Ringstelle setzen; kurz; diesen Posten
P912-D1175	shol	BIOLOGICAL	PROSE	SH+OL	LEARNED_COMPONENT_RECIPE	NO	3	f81v|f83r	f81v.23|f81v.25|f83r.2	HALTEN · FORTSETZEN	den Posten halten; fortsetzen
P912-D1176	shol	HERBAL	PROSE	SH+OL	LEARNED_COMPONENT_RECIPE	NO	3	f13r|f56r	f13r.1|f56r.9	HALTEN · FORTSETZEN	den Ansatz halten; fortsetzen
P912-D1177	shol	ZODIAC	RING_TEXT	SH+OL	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v1.12	HALTEN · FORTSETZEN	den Bezug halten; fortsetzen
P912-D1178	sholfchor	PHARMA	PROSE	SH+OL+LOCAL_CHAR_F+CH+OR	REGISTER_COMPOSITION_WITH_LOCAL_SIGN	NO	1	f88r	f88r.7	HALTEN · FORTSETZEN · F-KENNZEICHEN · ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG	den Ansatz halten; fortsetzen; mit lokalem F-Kennzeichen; die Zutat entnehmen; mit dem Gefäßansatz
P912-D1179	shor	HERBAL	PROSE	SH+OR	NEW_COMPONENT_COMPOSITION	NO	4	f10r|f11r	f10r.1|f10r.9|f11r.5	HALTEN · ANSATZ/EINTRAG	den Ansatz halten; mit dem Pflanzenansatz
P912-D1180	shorodo	HERBAL	PROSE	SH+OR+O+D_ADDR+O	LEARNED_COMPONENT_RECIPE	NO	1	f13r	f13r.5	HALTEN · ANSATZ/EINTRAG · GANG · TEILADRESSE · GANG	den Ansatz halten; mit dem Pflanzenansatz; den Verarbeitungsgang ausführen; an der Teiladresse; den Verarbeitungsgang ausführen
P912-D1181	shoteeody	ZODIAC	RING_TEXT	SH+O+T+EE+O+DY	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v1.1	HALTEN · GANG · BEARBEITEN/MARKIEREN · LANG · GANG · SCHLUSS	den Bezug halten; den Ringgang lesen; die Stelle markieren; länger; den Ringgang lesen; den Schritt schließen
P912-D1182	shoy	PHARMA	PROSE	SH+O+Y	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.21	HALTEN · GANG · DIESER POSTEN	den Ansatz halten; den Zubereitungsgang ausführen; diesen Posten
P912-D1183	shoyty	HERBAL	PROSE	SH+O+Y+T+Y	LEARNED_COMPONENT_RECIPE	NO	1	f11r	f11r.1	HALTEN · GANG · DIESER POSTEN · BEARBEITEN/MARKIEREN · DIESER POSTEN	den Ansatz halten; den Verarbeitungsgang ausführen; diesen Posten; den Teil bearbeiten; diesen Posten
P912-D1184	shs	ZODIAC	LABEL	SH+S	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.3	HALTEN · KONTEXT/PROBE	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D1185	shtol	BIOLOGICAL	PROSE	SH+T+OL	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.27	HALTEN · BEARBEITEN/MARKIEREN · FORTSETZEN	den Posten halten; den Abschnitt bedienen; fortsetzen
P912-D1186	shy	BIOLOGICAL	PROSE	Y	LEARNED_COMPONENT_RECIPE	NO	3	f75r|f83r	f75r.17|f75r.25|f83r.36	DIESER POSTEN	diesen Posten
P912-D1187	shy	HERBAL	PROSE	Y	LEARNED_COMPONENT_RECIPE	NO	4	f10r|f13r|f56r	f10r.6|f13r.2|f13r.5|f56r.11	DIESER POSTEN	diesen Posten
P912-D1188	shy	PHARMA	PROSE	Y	LEARNED_COMPONENT_RECIPE	NO	1	f88r	f88r.11	DIESER POSTEN	diesen Posten
P912-D1189	shyk	BIOLOGICAL	PROSE	Y+K	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.1	DIESER POSTEN · ZUORDNEN/ZUGEBEN	diesen Posten; den Posten einsetzen
P912-D1190	skal	BIOLOGICAL	PROSE	S+K+AL	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.10	KONTEXT/PROBE · ZUORDNEN/ZUGEBEN · ZIELSTELLE	die Station prüfen; den Posten einsetzen; zur Zielstelle
P912-D1191	skar	BIOLOGICAL	PROSE	K+AR	LEARNED_COMPONENT_RECIPE	NO	1	f83r	f83r.44	ZUORDNEN/ZUGEBEN · QUELLSTELLE	den Posten einsetzen; von der Quellstelle
P912-D1192	sl	HERBAL	PROSE	S+L	NEW_COMPONENT_COMPOSITION	NO	1	f55v	f55v.12	KONTEXT/PROBE · LEITEN	prüfen oder weitergehen; weiterleiten
