source_occurrence_id	target_family	surface	page	locus	ordinal	line_token_count	d1_features	r3_features	line_features	d1_donors	r3_donors	line_donors	written_line_eva	all_target_surfaces_blocked_as_donors	all_donors_reader_exact_and_clean	component_credit
G767-CF0185	CHOR_SCHOR_LCHOR	chor	f7r	f7r.10	3	5	VALUE_AMOUNT	VALUE_AMOUNT	VALUE_AMOUNT	daiin@4:d1[VALUE_AMOUNT]	daiin@4:d1[VALUE_AMOUNT]	daiin@4:d1[VALUE_AMOUNT]	s chain chor daiin chckhy	1	1	0
G767-CF0186	CHOR_SCHOR_LCHOR	lchor	f80r	f80r.53	6	7	DRY	DRY	DRY	cheol@5:d1[DRY]	cheol@5:d1[DRY]	cheol@5:d1[DRY]	lol eey lchey qokal cheol lchor otlol	1	1	0
G767-CF0187	CHOR_SCHOR_LCHOR	chor	f85r1	f85r1.11	7	12	DRY|STAGE|VALUE_AMOUNT	DRY|STAGE|VALUE_AMOUNT	DRY|STAGE|VALUE_AMOUNT|H1	chdal@6:d1[DRY|STAGE|VALUE_AMOUNT]	dal@5:d2[VALUE_AMOUNT]|chdal@6:d1[DRY|STAGE|VALUE_AMOUNT]	pdar@1:d6[H1]|dal@5:d2[VALUE_AMOUNT]|chdal@6:d1[DRY|STAGE|VALUE_AMOUNT]	pdar ol shdair qopcheedy dal chdal chor shefshoro raiin dolor aiin opakam	1	1	0
G767-CF0188	CHOR_SCHOR_LCHOR	chor	f85r1	f85r1.21	10	11	NONE	NONE	DRY|VALUE_AMOUNT|PREP	NONE	NONE	oraiin@3:d7[VALUE_AMOUNT]|cheocthey@6:d4[DRY|PREP]	daiir cheody oraiin ol okaiin cheocthey olor otedy qotaiin chor chedy	1	1	0
G767-CF0189	CHOR_SCHOR_LCHOR	chor	f85r1	f85r1.6	5	7	HOT|STAGE	MOIST|HOT|STAGE|H1	MOIST|HOT|STAGE|H1	qokeey@4:d1[HOT|STAGE]	shey@2:d3[MOIST|STAGE]|pchey@3:d2[H1]|qokeey@4:d1[HOT|STAGE]|shedy@7:d2[MOIST|STAGE]	shey@2:d3[MOIST|STAGE]|pchey@3:d2[H1]|qokeey@4:d1[HOT|STAGE]|shedy@7:d2[MOIST|STAGE]	roraiin shey pchey qokeey chor ol shedy	1	1	0
G767-CF0190	OFCH_CONTAINING	chofchdy	f85r1	f85r1.9	9	11	NONE	NONE	NONE	NONE	NONE	NONE	tsheed lchey qokeshy dair shedar sheol qo ar chofchdy qotdy ofar	1	1	0
G767-CF0191	CHOR_SCHOR_LCHOR	chor	f86v5	f86v5.10	7	11	NONE	MOIST|STAGE	MOIST|HOT|STAGE|VALUE_AMOUNT	NONE	shedy@4:d3[MOIST|STAGE]	ykar@1:d6[HOT|VALUE_AMOUNT]|kar@3:d4[HOT|VALUE_AMOUNT]|shedy@4:d3[MOIST|STAGE]|ytam@11:d4[VALUE_AMOUNT]	ykar olkal kar shedy shor qokar chor or ykaiin otam ytam	1	1	0
G767-CF0192	OFCH_CONTAINING	ofchedy	f86v6	f86v6.25	8	10	NONE	HOT|STAGE|PROCESS_CLOSE	HOT|COLD|STAGE|VALUE_AMOUNT|PROCESS_CLOSE	NONE	ykaiin@5:d3[HOT|STAGE|PROCESS_CLOSE]	yteedy@1:d7[HOT|COLD|STAGE|VALUE_AMOUNT|PROCESS_CLOSE]|qokar@2:d6[HOT|VALUE_AMOUNT]|ykaiin@5:d3[HOT|STAGE|PROCESS_CLOSE]	yteedy qokar olkar qodar ykaiin or okeeeey ofchedy qokaiin araram	1	1	0
G767-CF0193	CHOR_SCHOR_LCHOR	chor	f86v6	f86v6.3	5	12	DRY|STAGE	DRY|STAGE|VALUE_AMOUNT	DRY|STAGE|VALUE_AMOUNT	chedy@4:d1[DRY|STAGE]	chdal@3:d2[DRY|STAGE|VALUE_AMOUNT]|chedy@4:d1[DRY|STAGE]	chdal@3:d2[DRY|STAGE|VALUE_AMOUNT]|chedy@4:d1[DRY|STAGE]|chdal@9:d4[DRY|STAGE|VALUE_AMOUNT]	qolchy olkeedy chdal chedy chor ar arody qokchdy chdal okar chdy otaiin	1	1	0
G767-CF0194	CHOR_SCHOR_LCHOR	chor	f87r	f87r.5	5	9	NONE	NONE	VALUE_AMOUNT	NONE	NONE	daiin@1:d4[VALUE_AMOUNT]	daiin ctheey ckheckhy cthody chor s al dar chor	1	1	0
G767-CF0195	CHOR_SCHOR_LCHOR	chor	f87r	f87r.5	9	9	NONE	NONE	VALUE_AMOUNT	NONE	NONE	daiin@1:d8[VALUE_AMOUNT]	daiin ctheey ckheckhy cthody chor s al dar chor	1	1	0
G767-CF0196	CHOR_SCHOR_LCHOR	chor	f87r	f87r.8	3	5	NONE	NONE	NONE	NONE	NONE	NONE	solsheor ysaiin chor cheory kchody	1	1	0
G767-CF0197	CHOR_SCHOR_LCHOR	chor	f88r	f88r.20	7	10	NONE	DRY|STAGE	DRY|HOT|STAGE|VALUE_AMOUNT	NONE	chy@4:d3[DRY|STAGE]	dsheol@1:d6[VALUE_AMOUNT]|qokeey@2:d5[HOT|STAGE]|chy@4:d3[DRY|STAGE]	dsheol qokeey s chy s aiin chor oteor aiin chosals	1	1	0
G767-CF0198	CHOR_SCHOR_LCHOR	chor	f88r	f88r.21	2	8	STAGE	STAGE	STAGE	teol@1:d1[STAGE]	teol@1:d1[STAGE]	teol@1:d1[STAGE]	teol chor olsheody qokeol shoy ol sheeol sheoldg	1	1	0
G767-CF0199	CHOR_SCHOR_LCHOR	chor	f88v	f88v.17	3	8	NONE	PREP	DRY|STAGE|PREP|PROCESS_CLOSE	NONE	qockhol@5:d2[PREP]	qockhol@5:d2[PREP]|cheedy@7:d4[DRY|STAGE|PROCESS_CLOSE]	qokeey qokeody chor oteody qockhol okol cheedy qokody	1	1	0
G767-CF0200	CHOR_SCHOR_LCHOR	chor	f89r1	f89r1.10	8	10	VALUE_AMOUNT	VALUE_AMOUNT	DRY|HOT|STAGE|VALUE_AMOUNT|PREP	dal@7:d1[VALUE_AMOUNT]	dal@7:d1[VALUE_AMOUNT]|daiin@10:d2[VALUE_AMOUNT]	chol@3:d5[DRY]|cheoky@4:d4[DRY|HOT|STAGE|PREP]|dal@7:d1[VALUE_AMOUNT]|daiin@10:d2[VALUE_AMOUNT]	tdain s chol cheoky cheody qokar dal chor y daiin	1	1	0
G767-CF0201	OFCH_CONTAINING	ofcheol	f89v1	f89v1.5	4	9	NONE	VALUE_AMOUNT	VALUE_AMOUNT	NONE	daiin@6:d2[VALUE_AMOUNT]	daiin@6:d2[VALUE_AMOUNT]	koldal sfal cfhey ofcheol opolsy daiin qopol oldaiin octhody	1	1	0
G767-CF0202	CHOR_SCHOR_LCHOR	chor	f89v1	f89v1.7	10	11	NONE	NONE	DRY|STAGE|VALUE_AMOUNT	NONE	NONE	daiin@2:d8[VALUE_AMOUNT]|cheey@3:d7[DRY|STAGE]|qoor@6:d4[VALUE_AMOUNT]	qokey daiin cheey ctho dy qoor shear s ol chor chearory	1	1	0
G767-CF0203	CHOR_SCHOR_LCHOR	chor	f8r	f8r.1	2	9	NONE	NONE	MOIST|STAGE	NONE	NONE	shy@7:d5[MOIST|STAGE]	pshol chor otshal chopy cphol chody shy cfhodar shor	1	1	0
G767-CF0204	CHOR_SCHOR_LCHOR	chor	f8r	f8r.18	5	7	VALUE_AMOUNT	VALUE_AMOUNT	VALUE_AMOUNT	daiin@4:d1[VALUE_AMOUNT]	daiin@4:d1[VALUE_AMOUNT]	daiin@4:d1[VALUE_AMOUNT]	okar cfhaiin chaiin daiin chor cha rchealcham	1	1	0
G767-CF0205	CHOR_SCHOR_LCHOR	chor	f8r	f8r.3	6	7	NONE	NONE	MOIST|STAGE	NONE	NONE	shy@2:d4[MOIST|STAGE]	chodar shy sy chodaiin shokchy chor dy	1	1	0
G767-CF0206	CHOR_SCHOR_LCHOR	chor	f8r	f8r.4	2	9	COLD|VALUE_AMOUNT	DRY|MOIST|COLD|STAGE|VALUE_AMOUNT	DRY|MOIST|COLD|STAGE|VALUE_AMOUNT	qotor@1:d1[COLD|VALUE_AMOUNT]	qotor@1:d1[COLD|VALUE_AMOUNT]|sheey@4:d2[MOIST|STAGE]|dchol@5:d3[DRY|VALUE_AMOUNT]	qotor@1:d1[COLD|VALUE_AMOUNT]|sheey@4:d2[MOIST|STAGE]|dchol@5:d3[DRY|VALUE_AMOUNT]|dam@9:d7[VALUE_AMOUNT]	qotor chor chor sheey dchol shesed chof chy dam	1	1	0
G767-CF0207	CHOR_SCHOR_LCHOR	chor	f8r	f8r.4	3	9	MOIST|STAGE	DRY|MOIST|COLD|STAGE|VALUE_AMOUNT	DRY|MOIST|COLD|STAGE|VALUE_AMOUNT	sheey@4:d1[MOIST|STAGE]	qotor@1:d2[COLD|VALUE_AMOUNT]|sheey@4:d1[MOIST|STAGE]|dchol@5:d2[DRY|VALUE_AMOUNT]	qotor@1:d2[COLD|VALUE_AMOUNT]|sheey@4:d1[MOIST|STAGE]|dchol@5:d2[DRY|VALUE_AMOUNT]|dam@9:d6[VALUE_AMOUNT]	qotor chor chor sheey dchol shesed chof chy dam	1	1	0
G767-CF0208	OFCH_CONTAINING	ofchey	f8r	f8r.9	5	8	MOIST|STAGE|H1	MOIST|STAGE|PREP|H1	MOIST|STAGE|PREP|H1	pchey@4:d1[H1]|dsheey@6:d1[MOIST|STAGE]	sho@2:d3[MOIST|PREP]|pcheey@3:d2[H1]|pchey@4:d1[H1]|dsheey@6:d1[MOIST|STAGE]	sho@2:d3[MOIST|PREP]|pcheey@3:d2[H1]|pchey@4:d1[H1]|dsheey@6:d1[MOIST|STAGE]	tchoep sho pcheey pchey ofchey dsheey sholdaiin shor	1	1	0
G767-CF0209	CHOR_SCHOR_LCHOR	chor	f8v	f8v.15	5	10	NONE	DRY|HOT|STAGE	DRY|HOT|STAGE	NONE	chol@2:d3[DRY]|cheeky@8:d3[DRY|HOT|STAGE]	chol@2:d3[DRY]|cheeky@8:d3[DRY|HOT|STAGE]	or chol chan chy chor cheain char cheeky chor ry	1	1	0
G767-CF0210	CHOR_SCHOR_LCHOR	chor	f8v	f8v.15	9	10	DRY|HOT|STAGE	DRY|HOT|STAGE	DRY|HOT|STAGE	cheeky@8:d1[DRY|HOT|STAGE]	cheeky@8:d1[DRY|HOT|STAGE]	chol@2:d7[DRY]|cheeky@8:d1[DRY|HOT|STAGE]	or chol chan chy chor cheain char cheeky chor ry	1	1	0
G767-CF0211	CHOR_SCHOR_LCHOR	chor	f8v	f8v.16	1	8	NONE	COLD|STAGE|PREP	DRY|COLD|STAGE|VALUE_AMOUNT|PREP	NONE	oteey@4:d3[COLD|STAGE|PREP]	oteey@4:d3[COLD|STAGE|PREP]|dchor@5:d4[VALUE_AMOUNT]|cho@7:d6[DRY|PREP]	chor cheor chear oteey dchor chodey cho raiin	1	1	0
G767-CF0212	CHOR_SCHOR_LCHOR	chor	f8v	f8v.2	3	8	H2	H2	H2	sar@2:d1[H2]	sar@2:d1[H2]	sar@2:d1[H2]	shcthal sar chor sheaiin shor chykchy otaiin y	1	1	0
G767-CF0213	OFCH_CONTAINING	qofchol	f90r1	f90r1.4	7	7	NONE	NONE	NONE	NONE	NONE	NONE	talchor chodaiin chocfhor qokchor chockhy okchod qofchol	1	1	0
G767-CF0214	OFCH_CONTAINING	ofchoshy	f93r	f93r.2	10	11	NONE	NONE	DRY|MOIST|PREP	NONE	NONE	chol@3:d7[DRY]|sheo@6:d4[MOIST|PREP]	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	1	1	0
G767-CF0215	CHOR_SCHOR_LCHOR	chor	f95r2	f95r2.3	2	10	NONE	DRY|HOT|VALUE_AMOUNT|PROCESS_CLOSE	DRY|HOT|VALUE_AMOUNT|PROCESS_CLOSE	NONE	qokol@4:d2[HOT|PROCESS_CLOSE]|chkar@5:d3[DRY|HOT|VALUE_AMOUNT]	qokol@4:d2[HOT|PROCESS_CLOSE]|chkar@5:d3[DRY|HOT|VALUE_AMOUNT]|aram@10:d8[VALUE_AMOUNT]	todaiin chor chckhy qokol chkar ol otaiin ofar okain aram	1	1	0
G767-CF0216	OFCH_CONTAINING	ofchdy	f95v2	f95v2.1	5	9	NONE	STAGE|PREP	STAGE|PREP	NONE	shody@3:d2[STAGE|PREP]	shody@3:d2[STAGE|PREP]	tchody podar shody qofaiin ofchdy otedy qotedaiin shor olsain	1	1	0
G767-CF0217	CHOR_SCHOR_LCHOR	chor	f96r	f96r.4	2	8	NONE	NONE	DRY|MOIST|STAGE|PREP	NONE	NONE	sheockhy@7:d5[MOIST|STAGE|PREP]|choly@8:d6[DRY]	or chor chkchol chokchor s or sheockhy choly	1	1	0
G767-CF0218	CHOR_SCHOR_LCHOR	chor	f99r	f99r.17	8	10	HOT|STAGE|VALUE_AMOUNT|PROCESS_CLOSE	HOT|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	HOT|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	oraiin@7:d1[VALUE_AMOUNT]|qokeeor@9:d1[HOT|STAGE|VALUE_AMOUNT|PROCESS_CLOSE]	ckhor@6:d2[VALUE_AMOUNT|PREP]|oraiin@7:d1[VALUE_AMOUNT]|qokeeor@9:d1[HOT|STAGE|VALUE_AMOUNT|PROCESS_CLOSE]|chory@10:d2[STAGE|VALUE_AMOUNT]	ckhor@6:d2[VALUE_AMOUNT|PREP]|oraiin@7:d1[VALUE_AMOUNT]|qokeeor@9:d1[HOT|STAGE|VALUE_AMOUNT|PROCESS_CLOSE]|chory@10:d2[STAGE|VALUE_AMOUNT]	dcheor chr al yckhy okeol ckhor oraiin chor qokeeor chory	1	1	0
G767-CF0219	CHOR_SCHOR_LCHOR	chor	f99r	f99r.41	7	10	DRY	DRY|STAGE|PREP|H1	DRY|STAGE|PREP|H1	choly@8:d1[DRY]	pchol@4:d3[H1]|ckhey@5:d2[STAGE|PREP]|choly@8:d1[DRY]	pchol@4:d3[H1]|ckhey@5:d2[STAGE|PREP]|choly@8:d1[DRY]	tsheeor cpheol ey pchol ckhey ypchol chor choly qotocthey qkory	1	1	0
G767-CF0220	CHOR_SCHOR_LCHOR	chor	f99v	f99v.28	1	2	NONE	NONE	NONE	NONE	NONE	NONE	chor olekor	1	1	0
G767-CF0221	CHOR_SCHOR_LCHOR	chor	f9r	f9r.5	2	10	VALUE_AMOUNT|H2	VALUE_AMOUNT|CTHY_LEAF|H2	DRY|MOIST|COLD|VALUE_AMOUNT|CTHY_LEAF|PREP|H2	daiin@1:d1[VALUE_AMOUNT]|sor@3:d1[H2]	daiin@1:d1[VALUE_AMOUNT]|sor@3:d1[H2]|cthy@4:d2[CTHY_LEAF]	daiin@1:d1[VALUE_AMOUNT]|sor@3:d1[H2]|cthy@4:d2[CTHY_LEAF]|shol@6:d4[MOIST]|otchol@8:d6[DRY|COLD|PREP]	daiin chor sor cthy chokoiin shol dsholdy otchol ot dy	1	1	0
G767-CF0222	CHOR_SCHOR_LCHOR	chor	f9v	f9v.12	3	3	NONE	DRY|HOT|STAGE	DRY|HOT|STAGE	NONE	chkaiin@1:d2[DRY|HOT|STAGE]	chkaiin@1:d2[DRY|HOT|STAGE]	chkaiin ckhy chor	1	1	0
G767-CF0223	CHOR_SCHOR_LCHOR	chor	f9v	f9v.2	6	11	DRY	DRY|HOT|STAGE|VALUE_AMOUNT	DRY|HOT|STAGE|VALUE_AMOUNT	chol@5:d1[DRY]	chkaiin@3:d3[DRY|HOT|STAGE]|cthor@4:d2[VALUE_AMOUNT]|chol@5:d1[DRY]	dchor@1:d5[VALUE_AMOUNT]|chkaiin@3:d3[DRY|HOT|STAGE]|cthor@4:d2[VALUE_AMOUNT]|chol@5:d1[DRY]	dchor qoaiin chkaiin cthor chol chor cphol dy oty qokaiin dy	1	1	0
G767-CF0224	CHOR_SCHOR_LCHOR	chor	f9v	f9v.3	2	9	HOT|STAGE|PROCESS_CLOSE	HOT|STAGE|VALUE_AMOUNT|CTHY_LEAF|PROCESS_CLOSE	HOT|STAGE|VALUE_AMOUNT|CTHY_LEAF|PREP|PROCESS_CLOSE	ykey@1:d1[HOT|STAGE|PROCESS_CLOSE]	ykey@1:d1[HOT|STAGE|PROCESS_CLOSE]|daiin@4:d2[VALUE_AMOUNT]|cthy@5:d3[CTHY_LEAF]	ykey@1:d1[HOT|STAGE|PROCESS_CLOSE]|daiin@4:d2[VALUE_AMOUNT]|cthy@5:d3[CTHY_LEAF]|oeees@8:d6[PREP]|daiin@9:d7[VALUE_AMOUNT]	ykey chor ykaiin daiin cthy otaiin oky oeees daiin	1	1	0
