unified_order	section	page	unit_id	source_id	visible_surface	atomic_or_local_value_de	page_job	complete_workshop_expansion_de
638	ASTRO	f69v	A3	A3:G090	oteeal	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld.	EXECUTION	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld.
639	ASTRO	f69v	A3	A3:G091	cheor	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che.	EXECUTION	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che.
640	ASTRO	f69v	A3	A3:G092	ar	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	EXECUTION	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.
641	ASTRO	f69v	A3	A3:G093	air	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf.	EXECUTION	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf.
642	ASTRO	f69v	A3	A3:G094	oteody	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung; lokaler Namensrest eody.	EXECUTION	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung; lokaler Namensrest eody.
643	ASTRO	f69v	A3	A3:G095	ytyd	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Teilsektor oder Untereintrag; lokaler Namensrest y/d.	EXECUTION	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Teilsektor oder Untereintrag; lokaler Namensrest y/d.
644	ASTRO	f69v	A3	A3:G096	a	Licht Sonnen- oder Waermebedingung am rechten Rad: A3_RIGHT_WHEEL_RING_TEXT: Hauptwert.	EXECUTION	Licht Sonnen- oder Waermebedingung am rechten Rad: A3_RIGHT_WHEEL_RING_TEXT: Hauptwert.
645	ASTRO	f69v	A3	A3:G097	dchy	Licht Sonnen- oder Waermebedingung am rechten Rad: A3_RIGHT_WHEEL_RING_TEXT: fester Zustand.	EXECUTION	Licht Sonnen- oder Waermebedingung am rechten Rad: A3_RIGHT_WHEEL_RING_TEXT: fester Zustand.
646	ASTRO	f69v	A3	A3:G098	otoly	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest y.	EXECUTION	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest y.
647	ASTRO	f69v	A3	A3:G099	okeodal	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest eod.	EXECUTION	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest eod.
648	ASTRO	f69v	A3	A3:G100	oteoarar	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest eo.	EXECUTION	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest eo.
649	ASTRO	f69v	A3	A3:G101	cheteeser	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest chet/ser.	EXECUTION	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest chet/ser.
650	ASTRO	f69v	A3	A3:G102	dair	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	EXECUTION	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.
651	ASTRO	f69v	A3	A3:G103	chey	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	EXECUTION	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
652	ASTRO	f69v	A3	A3:G104	okody	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest ody.	EXECUTION	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest ody.
653	ASTRO	f69v	A3	A3:G105	dal	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	EXECUTION	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.
654	ASTRO	f69v	A3	A3:G106	oteey	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Diagrammposten in langer Stufe.	EXECUTION	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Diagrammposten in langer Stufe.
655	ASTRO	f69v	A3	A3:G107	oteey	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Diagrammposten in langer Stufe.	EXECUTION	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Diagrammposten in langer Stufe.
656	ASTRO	f67r2	A1	A1:G036	dolchsody	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_15: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest d/chsody.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_15: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest d/chsody.
657	ASTRO	f67r2	A1	A1:G037	odaeiin	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_16: Grad- oder Bedingungsstufe; lokaler Namensrest odae.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_16: Grad- oder Bedingungsstufe; lokaler Namensrest odae.
658	ASTRO	f67r2	A1	A1:G038	okoes	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_16: Diagrammposten setzen oder aktivieren; lokaler Namensrest oes.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_16: Diagrammposten setzen oder aktivieren; lokaler Namensrest oes.
659	ASTRO	f67r2	A1	A1:G039	oekain	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_16: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest oek.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_16: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest oek.
660	ASTRO	f67r2	A1	A1:G040	y	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_16: dieser lokale Diagrammposten.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_16: dieser lokale Diagrammposten.
661	ASTRO	f67r2	A1	A1:G041	otchey	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_17: naechster Diagrammposten.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_17: naechster Diagrammposten.
662	ASTRO	f67r2	A1	A1:G042	soraiir	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_17: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest s/aiir.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_17: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest s/aiir.
663	ASTRO	f67r2	A1	A1:G043	dy	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_17: dieser lokale Diagrammposten.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_17: dieser lokale Diagrammposten.
664	ASTRO	f67r2	A1	A1:G044	qopchy	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_18: neuer Paarbezug.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_18: neuer Paarbezug.
665	ASTRO	f67r2	A1	A1:G045	daiin	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_18: Sollwert oder Grad des bezeichneten Himmelsplatzes.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_18: Sollwert oder Grad des bezeichneten Himmelsplatzes.
666	ASTRO	f67r2	A1	A1:G046	dal	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_18: zum bezeichneten Zielplatz.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_18: zum bezeichneten Zielplatz.
667	ASTRO	f67r2	A1	A1:G047	ydchos	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_19: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ydc/s.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_19: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ydc/s.
668	ASTRO	f67r2	A1	A1:G048	ain	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_19: gezaehlter Teil oder Unterabschnitt.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_19: gezaehlter Teil oder Unterabschnitt.
669	ASTRO	f67r2	A1	A1:G049	ar	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_19: Ausgangssektor, Ursprung oder Bezugswert.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_19: Ausgangssektor, Ursprung oder Bezugswert.
670	ASTRO	f67r2	A1	A1:G050	amy	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_19: aktueller Aspektwert.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_19: aktueller Aspektwert.
671	ASTRO	f67r2	A1	A1:G051	chocfhy	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_20: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_20: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.
672	ASTRO	f67r2	A1	A1:G052	saral	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_20: Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_20: Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s.
673	ASTRO	f67r2	A1	A1:G053	sain	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_21: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_21: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s.
674	ASTRO	f67r2	A1	A1:G054	am	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_21: Aspektwert.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_21: Aspektwert.
675	ASTRO	f67r2	A1	A1:G055	ar	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_21: Ausgangssektor, Ursprung oder Bezugswert.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_21: Ausgangssektor, Ursprung oder Bezugswert.
676	ASTRO	f67r2	A1	A1:G056	okal	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_22: am Zielplatz setzen.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_22: am Zielplatz setzen.
677	ASTRO	f67r2	A1	A1:G057	oparchy	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_23: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest op/chy.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_23: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest op/chy.
678	ASTRO	f67r2	A1	A1:G058	salsain	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_23: Zielsektor, Zielstern oder Zielfeld + gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s/s.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_23: Zielsektor, Zielstern oder Zielfeld + gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s/s.
679	ASTRO	f67r2	A1	A1:G059	sodar	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest sod.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest sod.
680	ASTRO	f67r2	A1	A1:G060	ofar	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest of.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest of.
681	ASTRO	f67r2	A1	A1:G061	ar	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert.
682	ASTRO	f67r2	A1	A1:G062	ydam	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_25: festgelegter Aspektwert.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_25: festgelegter Aspektwert.
683	ASTRO	f67r2	A1	A1:G063	yteoor	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yteo.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yteo.
684	ASTRO	f67r2	A1	A1:G064	yto	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_26: aktueller Platz.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_26: aktueller Platz.
685	ASTRO	f67r2	A1	A1:G065	ykor	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yk.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yk.
686	ASTRO	f67r2	A1	A1:G066	okeo	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_27: Diagrammposten setzen oder aktivieren; lokaler Namensrest eo.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_27: Diagrammposten setzen oder aktivieren; lokaler Namensrest eo.
687	ASTRO	f67r2	A1	A1:G067	r	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_27: Bezugswert.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_27: Bezugswert.
688	ASTRO	f67r2	A1	A1:G068	aiin	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_27: Sollwert oder Grad des bezeichneten Himmelsplatzes.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_27: Sollwert oder Grad des bezeichneten Himmelsplatzes.
689	ASTRO	f67r2	A1	A1:G069	am	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_27: Aspektwert.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_27: Aspektwert.
690	ASTRO	f67r2	A1	A1:G070	okain	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_28: einen gezaehlten Teilwert zugeben.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_28: einen gezaehlten Teilwert zugeben.
691	ASTRO	f67r2	A1	A1:G071	am	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_28: Aspektwert.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_28: Aspektwert.
692	ASTRO	f67r2	A1	A1:G072	ytody	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_29: Platz fest eingetragen.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_29: Platz fest eingetragen.
693	ASTRO	f67r2	A1	A1:G073	saiin	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_29: Sollwert oder Grad des bezeichneten Himmelsplatzes.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_29: Sollwert oder Grad des bezeichneten Himmelsplatzes.
694	ASTRO	f67r2	A1	A1:G074	ochol	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest och.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest och.
695	ASTRO	f67r2	A1	A1:G075	olol	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen.
696	ASTRO	f67r2	A1	A1:G076	opcholdy	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_31: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opch/dy.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_31: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opch/dy.
697	ASTRO	f67r2	A1	A1:G077	dosar	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_32: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dos.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_32: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dos.
698	ASTRO	f67r2	A1	A1:G078	odas	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_32: fester Nebenwert.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_32: fester Nebenwert.
699	ASTRO	f67r2	A1	A1:G079	air	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_32: Himmels-, Ring- oder Zeigerlauf.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_32: Himmels-, Ring- oder Zeigerlauf.
700	ASTRO	f67r2	A1	A1:G080	alaiin	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_32: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_32: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes.
701	ASTRO	f67r2	A1	A1:G081	dokan	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_33: Diagrammposten setzen oder aktivieren; lokaler Namensrest d/an.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_33: Diagrammposten setzen oder aktivieren; lokaler Namensrest d/an.
702	ASTRO	f67r2	A1	A1:G082	oear	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_33: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest oe.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_33: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest oe.
703	ASTRO	f67r2	A1	A1:G083	odal	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_33: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_33: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.
704	ASTRO	f67r2	A1	A1:G084	ofar	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_34: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest of.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_34: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest of.
705	ASTRO	f67r2	A1	A1:G085	oeoldan	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_34: im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden; lokaler Namensrest oe.	ELIGIBILITY	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_34: im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden; lokaler Namensrest oe.
