event_fragment_id	source_event_id	record_id	bundle_id	physical_page	register	record_event_ordinal	bundle_event_ordinal	boundary_context	active_model	surface	strict_template_id	strict_occurrence_count	strict_recurrence_class	strict_frame	recipe_frame	role_shape_id	role_occurrence_count	role_recurrence_class	role_frame	owner_neutral_phrase_de	definitive_fragment_reading_de	all_fragments_have_default
G481-E143	P1003-E0555	G475-R104	G474-B111	f88v	PHARMA	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	CATALOGUE	otydary	G481-ET117	1	SINGLETON	CATALOGUE[DANACH · {N1} · HIER · AUSGANG · {N1} @START_FRESH_SIBLING:FORWARD_OPEN]	CATALOGUE[OT+D_ADDR+AR @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES092	1	SINGLETON	CATALOGUE[ORDER · NAME · MOD · REL · NAME @START_FRESH_SIBLING:FORWARD_OPEN]	Namenseintrag »{N1}« / Namenseintrag »{N1}« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Droge »y«.	YES
G481-E144	P1003-E0556	G475-R105	G474-B112	f88v	PHARMA	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	CATALOGUE	otdordy	G481-ET001	5	CROSS_REGISTER	CATALOGUE[DANACH · {N1} @START_FRESH_SIBLING:FORWARD_OPEN]	CATALOGUE[OT @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES001	5	CROSS_REGISTER	CATALOGUE[ORDER · NAME @START_FRESH_SIBLING:FORWARD_OPEN]	Namenseintrag »{N1}« — Folgevermerk. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	Droge »dordy« — Folgevermerk. Reihenfolge konkret: OT — danach Droge »dordy«.	YES
G481-E145	P1003-E0557	G475-R106	G474-B113	f88v	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	dararda	G481-ET118	1	SINGLETON	CATALOGUE[{N1} · AUSGANG · AUSGANG · {N2} @NONE]	CATALOGUE[AR+AR @NONE]	G481-ES093	1	SINGLETON	CATALOGUE[NAME · REL · REL · NAME @NONE]	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung, Ausgangszuordnung.	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.	YES
G481-E146	P1008-E1038	G475-R107	G474-B114	f89r	PHARMA	1	1	RECORD_START:PAGE_START	INSTRUCTION	okchshy	G481-ET119	1	SINGLETON	INSTRUCTION[SETZEN · NEHMEN · POSTEN @NONE]	INSTRUCTION[OK+CH+Y @NONE]	G481-ES094	1	SINGLETON	INSTRUCTION[ACTION · ACTION · ARG @NONE]	Setze den Posten als Ansatz an und nimm den Posten.	Setze den Drogenposten als Ansatz an und nimm den Drogenposten.	YES
G481-E147	P1008-E1039	G475-R107	G474-B115	f89r	PHARMA	2	1	CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL	INSTRUCTION	qkol	G481-ET120	1	SINGLETON	INSTRUCTION[{N1} · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	INSTRUCTION[OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	G481-ES095	1	SINGLETON	INSTRUCTION[NAME · ORDER @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	Weiter beziehe den Namenseintrag »{N1}«. Reihenfolge konkret: OL — Namenseintrag »{N1}« weiterführen.	Weiter beziehe den Drogeneintrag »qk«. Reihenfolge konkret: OL — Droge »qk« weiterführen.	YES
G481-E148	P1008-E1040	G475-R107	G474-B116	f89r	PHARMA	3	1	CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL	INSTRUCTION	oldam	G481-ET121	1	SINGLETON	INSTRUCTION[FORTSETZEN · {N1} · HIER @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	INSTRUCTION[OL+AM_ADDR @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	G481-ES096	1	SINGLETON	INSTRUCTION[ORDER · NAME · MOD @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	Weiter beziehe den Namenseintrag »{N1}« an der bezeichneten Stelle. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«.	Weiter beziehe den Drogeneintrag »d« an der bezeichneten Stelle. Reihenfolge konkret: OL — weiter mit Droge »d«.	YES
G481-E149	P1008-E1041	G475-R108	G474-B117	f89r	PHARMA	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	CATALOGUE	otoldy	G481-ET122	2	SAME_PAGE_RECURRENT	CATALOGUE[DANACH · FORTSETZEN · {N1} @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	CATALOGUE[OT+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	G481-ES097	2	SAME_PAGE_RECURRENT	CATALOGUE[ORDER · ORDER · NAME @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	Namenseintrag »{N1}« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Namenseintrag »{N1}« weiterführen.	Droge »dy« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »dy« weiterführen.	YES
G481-E150	P1008-E1042	G475-R109	G474-B118	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	ararchodaiin	G481-ET123	1	SINGLETON	CATALOGUE[AUSGANG · AUSGANG · {N1} · WERT @NONE]	CATALOGUE[AR+AR+AIIN @NONE]	G481-ES098	1	SINGLETON	CATALOGUE[REL · REL · NAME · ARG @NONE]	Namenseintrag »{N1}« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	YES
G481-E151	P1008-E1090	G475-R110	G474-B119	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	ykyd	G481-ET124	1	SINGLETON	INSTRUCTION[POSTEN · GEBEN · POSTEN · HIER @NONE]	INSTRUCTION[Y+K+Y+D_ADDR @NONE]	G481-ES099	1	SINGLETON	INSTRUCTION[ARG · ACTION · ARG · MOD @NONE]	Gib den Posten [außen] und den Posten [innen] zu an der bezeichneten Stelle.	Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle.	YES
G481-E152	P1008-E1091	G475-R110	G474-B120	f89r	PHARMA	2	1	CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL	INSTRUCTION	chol	G481-ET125	1	SINGLETON	INSTRUCTION[FORTSETZEN @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	INSTRUCTION[OL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	G481-ES100	1	SINGLETON	INSTRUCTION[ORDER @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	Weiter beziehe den Eintrag. Reihenfolge konkret: OL — im aktiven Eintrag weiter.	Weiter beziehe den Eintrag. Reihenfolge konkret: OL — im aktiven Eintrag weiter.	YES
G481-E153	P1008-E1092	G475-R110	G474-B120	f89r	PHARMA	3	2	WITHIN_BUNDLE	INSTRUCTION	ches	G481-ET074	2	CROSS_REGISTER	INSTRUCTION[NEHMEN · GRAD I · WÄHLEN @NONE]	INSTRUCTION[CH+E+S @NONE]	G481-ES057	2	CROSS_REGISTER	INSTRUCTION[ACTION · MOD · ACTION @NONE]	Nimm den Eintrag und wähle den Eintrag, auf Grad I.	Nimm den Eintrag und wähle den Eintrag, auf Grad I.	YES
G481-E154	P1008-E1093	G475-R111	G474-B121	f89r	PHARMA	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	CATALOGUE	otorain	G481-ET126	1	SINGLETON	CATALOGUE[DANACH · {N1} · ANTEIL @START_FRESH_SIBLING:FORWARD_OPEN]	CATALOGUE[OT+AIN @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES033	2	CROSS_REGISTER	CATALOGUE[ORDER · NAME · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	Namenseintrag »{N1}« — Folgevermerk, Anteilsangabe. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	Droge »or« — Folgevermerk, Anteilsangabe. Reihenfolge konkret: OT — danach Droge »or«.	YES
G481-E155	P1008-E1094	G475-R112	G474-B122	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okaiin	G481-ET080	3	CROSS_REGISTER	INSTRUCTION[SETZEN · WERT @NONE]	INSTRUCTION[OK+AIIN @NONE]	G481-ES063	4	CROSS_REGISTER	INSTRUCTION[ACTION · ARG @NONE]	Setze den Wert als Ansatz an.	Setze den Mengenwert als Ansatz an.	YES
G481-E156	P1008-E1095	G475-R112	G474-B122	f89r	PHARMA	2	2	WITHIN_BUNDLE	INSTRUCTION	dan	G481-ET127	1	SINGLETON	INSTRUCTION[ANTEIL @NONE]	INSTRUCTION[AIN @NONE]	G481-ES101	2	SAME_PAGE_RECURRENT	INSTRUCTION[ARG @NONE]	Im selben Gang setze den Anteil als Ansatz an.	Im selben Gang setze den Drogenanteil als Ansatz an.	YES
G481-E157	P1008-E1175	G475-R113	G474-B123	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	ykocfhy	G481-ET128	1	SINGLETON	INSTRUCTION[{N1} · NEHMEN · HIER · POSTEN @NONE]	INSTRUCTION[CH+LOCAL_CHAR_F+Y @NONE]	G481-ES102	1	SINGLETON	INSTRUCTION[NAME · ACTION · MOD · ARG @NONE]	Nimm den Namenseintrag »{N1}« und den Posten an der bezeichneten Stelle.	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	YES
G481-E158	P1008-E1176	G475-R114	G474-B124	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	saldam	G481-ET129	1	SINGLETON	CATALOGUE[{N1} · ZIELORT · {N2} · HIER @NONE]	CATALOGUE[AL+AM_ADDR @NONE]	G481-ES103	1	SINGLETON	CATALOGUE[NAME · REL · NAME · MOD @NONE]	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Zielzuordnung, Hier-Vermerk.	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	YES
G481-E159	P1008-E1177	G475-R115	G474-B125	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	sydarary	G481-ET130	1	SINGLETON	CATALOGUE[{N1} · HIER · AUSGANG · AUSGANG · {N2} @NONE]	CATALOGUE[D_ADDR+AR+AR @NONE]	G481-ES104	1	SINGLETON	CATALOGUE[NAME · MOD · REL · REL · NAME @NONE]	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	YES
G481-E160	P1008-E1178	G475-R116	G474-B126	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	COORDINATE	yddy	G481-ET131	1	SINGLETON	COORDINATE[POSTEN · HIER · POSTEN @NONE]	COORDINATE[Y+D_ADDR+Y @NONE]	G481-ES105	1	SINGLETON	COORDINATE[ARG · MOD · ARG @NONE]	Adressspur: Posten → hier → Posten.	Adressspur: Drogenposten → hier → Drogenposten.	YES
G481-E161	P1008-E1179	G475-R117	G474-B127	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	odory	G481-ET132	1	SINGLETON	CATALOGUE[{N1} · EINHEIT · POSTEN @NONE]	CATALOGUE[OR+Y @NONE]	G481-ES023	2	CROSS_REGISTER	CATALOGUE[NAME · ARG · ARG @NONE]	Namenseintrag »{N1}« — Einheitsangabe, Postenangabe.	Droge »od« — Einheitsangabe, Postenangabe.	YES
G481-E162	P1008-E1180	G475-R117	G474-B128	f89r	PHARMA	2	1	CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL	CATALOGUE	doly	G481-ET133	1	SINGLETON	CATALOGUE[{N1} · FORTSETZEN · POSTEN @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	CATALOGUE[OL+Y @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	G481-ES106	1	SINGLETON	CATALOGUE[NAME · ORDER · ARG @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	Namenseintrag »{N1}« — Fortsetzungsvermerk, Postenangabe. Reihenfolge konkret: OL — Namenseintrag »{N1}« in Posten weiterführen.	Droge »d« — Fortsetzungsvermerk, Postenangabe. Reihenfolge konkret: OL — Droge »d« in Posten weiterführen.	YES
G481-E163	P1008-E1181	G475-R118	G474-B129	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	opchosam	G481-ET134	1	SINGLETON	CATALOGUE[{N1} · HIER @NONE]	CATALOGUE[AM_ADDR @NONE]	G481-ES107	1	SINGLETON	CATALOGUE[NAME · MOD @NONE]	Namenseintrag »{N1}« — Hier-Vermerk.	Droge »opchos« — Hier-Vermerk.	YES
G481-E164	P1008-E1182	G475-R119	G474-B130	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	INSTRUCTION	saloiinsheol	G481-ET135	1	SINGLETON	INSTRUCTION[{N1} · ZIELORT · {N2} · HALTEN · {N3} · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	INSTRUCTION[AL+SH+OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	G481-ES108	1	SINGLETON	INSTRUCTION[NAME · REL · NAME · ACTION · NAME · ORDER @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	Weiter halte den Namenseintrag »{N1}«, den Namenseintrag »{N2}« und den Namenseintrag »{N3}« zum Zielort. Reihenfolge konkret: OL — Namenseintrag »{N3}« weiterführen.	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß. Reihenfolge konkret: OL — Droge »e« weiterführen.	YES
G481-E165	P1008-E1183	G475-R120	G474-B131	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	opcheor	G481-ET136	1	SINGLETON	INSTRUCTION[AUSFÜHRUNG · EINSETZEN · NEHMEN · GRAD I · EINHEIT @NONE]	INSTRUCTION[O+P+CH+E+OR @NONE]	G481-ES109	1	SINGLETON	INSTRUCTION[MOD · ACTION · ACTION · MOD · ARG @NONE]	Setze die Einheit ein und nimm die Einheit, als Ausführung und auf Grad I.	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	YES
G481-E166	P1008-E1228	G475-R121	G474-B132	f89r	PHARMA	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	CATALOGUE	otold	G481-ET122	2	SAME_PAGE_RECURRENT	CATALOGUE[DANACH · FORTSETZEN · {N1} @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	CATALOGUE[OT+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	G481-ES097	2	SAME_PAGE_RECURRENT	CATALOGUE[ORDER · ORDER · NAME @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	Namenseintrag »{N1}« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Namenseintrag »{N1}« weiterführen.	Droge »d« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »d« weiterführen.	YES
G481-E167	P1008-E1229	G475-R121	G474-B132	f89r	PHARMA	2	2	WITHIN_BUNDLE	CATALOGUE	y	G481-ET137	1	SINGLETON	CATALOGUE[POSTEN @NONE]	CATALOGUE[Y @NONE]	G481-ES110	1	SINGLETON	CATALOGUE[ARG @NONE]	Eintrag »{N1}« — Postenangabe.	Eintrag »y« — Postenangabe.	YES
G481-E168	P1008-E1230	G475-R122	G474-B133	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	INSTRUCTION	okol	G481-ET138	1	SINGLETON	INSTRUCTION[SETZEN · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	INSTRUCTION[OK+OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	G481-ES111	2	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · ORDER @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	Weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OL — Setzen weiterführen.	Weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OL — Setzen weiterführen.	YES
G481-E169	P1008-E1231	G475-R122	G474-B133	f89r	PHARMA	2	2	WITHIN_BUNDLE	INSTRUCTION	shol	G481-ET139	1	SINGLETON	INSTRUCTION[HALTEN · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	INSTRUCTION[SH+OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	G481-ES111	2	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · ORDER @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	Weiter halte den Eintrag. Reihenfolge konkret: OL — Halten weiterführen.	Weiter halte den Eintrag. Reihenfolge konkret: OL — Halten weiterführen.	YES
G481-E170	P1008-E1232	G475-R122	G474-B133	f89r	PHARMA	3	3	WITHIN_BUNDLE	INSTRUCTION	dy	G481-ET140	1	SINGLETON	INSTRUCTION[POSTEN @NONE]	INSTRUCTION[Y @NONE]	G481-ES101	2	SAME_PAGE_RECURRENT	INSTRUCTION[ARG @NONE]	Im selben Gang halte den Posten.	Im selben Gang halte den Drogenposten.	YES
G481-E171	P1008-E1233	G475-R123	G474-B134	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	opchoroiin	G481-ET141	1	SINGLETON	CATALOGUE[{N1} · AUSFÜHRUNG · STUFE @NONE]	CATALOGUE[O+IIN @NONE]	G481-ES112	1	SINGLETON	CATALOGUE[NAME · MOD · MOD @NONE]	Namenseintrag »{N1}« — Ausführungsvermerk, Stufenvermerk.	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.	YES
G481-E172	P1008-E1296	G475-R124	G474-B135	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	korainy	G481-ET142	1	SINGLETON	INSTRUCTION[GEBEN · EINHEIT · ANTEIL · POSTEN @NONE]	INSTRUCTION[K+OR+AIN+Y @NONE]	G481-ES113	1	SINGLETON	INSTRUCTION[ACTION · ARG · ARG · ARG @NONE]	Gib die Einheit, den Anteil und den Posten zu.	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	YES
G481-E173	P1008-E1297	G475-R125	G474-B136	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	sodar	G481-ET143	1	SINGLETON	INSTRUCTION[WÄHLEN · AUSFÜHRUNG · ZWEITE STUFE · MARKIEREN @NONE]	INSTRUCTION[S+O+DA+R @NONE]	G481-ES114	1	SINGLETON	INSTRUCTION[ACTION · MOD · MOD · ACTION @NONE]	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	YES
G481-E174	P1008-E1298	G475-R126	G474-B137	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	cheys	G481-ET033	2	CROSS_REGISTER	INSTRUCTION[POSTEN · WÄHLEN @NONE]	INSTRUCTION[Y+S @NONE]	G481-ES029	2	CROSS_REGISTER	INSTRUCTION[ARG · ACTION @NONE]	Wähle den Posten.	Wähle den Drogenposten.	YES
G481-E175	P1008-E1299	G475-R127	G474-B138	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	cheody	G481-ET144	1	SINGLETON	INSTRUCTION[NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN @NONE]	INSTRUCTION[CH+E+O+Y @NONE]	G481-ES115	1	SINGLETON	INSTRUCTION[ACTION · MOD · MOD · ARG @NONE]	Nimm den Posten, auf Grad I und als Ausführung.	Nimm den Drogenposten, auf Grad I und als Ausführung.	YES
G481-E176	P1008-E1300	G475-R128	G474-B139	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	oporain	G481-ET145	2	SAME_PAGE_RECURRENT	CATALOGUE[{N1} · ANTEIL @NONE]	CATALOGUE[AIN @NONE]	G481-ES058	6	CROSS_REGISTER	CATALOGUE[NAME · ARG @NONE]	Namenseintrag »{N1}« — Anteilsangabe.	Droge »opor« — Anteilsangabe.	YES
G481-E177	P1008-E1301	G475-R129	G474-B140	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okshdchos	G481-ET146	1	SINGLETON	INSTRUCTION[SETZEN · HALTEN · {N1} @NONE]	INSTRUCTION[OK+SH @NONE]	G481-ES116	1	SINGLETON	INSTRUCTION[ACTION · ACTION · NAME @NONE]	Setze den Namenseintrag »{N1}« als Ansatz an und halte den Namenseintrag »{N1}«.	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.	YES
G481-E178	P1008-E1408	G475-R130	G474-B141	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okain	G481-ET147	1	SINGLETON	INSTRUCTION[SETZEN · ANTEIL @NONE]	INSTRUCTION[OK+AIN @NONE]	G481-ES063	4	CROSS_REGISTER	INSTRUCTION[ACTION · ARG @NONE]	Setze den Anteil als Ansatz an.	Setze den Drogenanteil als Ansatz an.	YES
G481-E179	P1008-E1409	G475-R131	G474-B142	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	yorain	G481-ET145	2	SAME_PAGE_RECURRENT	CATALOGUE[{N1} · ANTEIL @NONE]	CATALOGUE[AIN @NONE]	G481-ES058	6	CROSS_REGISTER	CATALOGUE[NAME · ARG @NONE]	Namenseintrag »{N1}« — Anteilsangabe.	Droge »yor« — Anteilsangabe.	YES
G481-E180	P1008-E1410	G475-R132	G474-B143	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	ofakal	G481-ET148	1	SINGLETON	CATALOGUE[AUSFÜHRUNG · HIER · {N1} · ZIELORT @NONE]	CATALOGUE[O+LOCAL_CHAR_F+AL @NONE]	G481-ES117	1	SINGLETON	CATALOGUE[MOD · MOD · NAME · REL @NONE]	Namenseintrag »{N1}« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	YES
G481-E181	P1008-E1411	G475-R133	G474-B144	f89r	PHARMA	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	COORDINATE	otalsy	G481-ET061	2	CROSS_REGISTER	COORDINATE[DANACH · ZIELORT · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AL+Y @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES018	3	CROSS_REGISTER	COORDINATE[ORDER · REL · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	Adressspur: danach → Zielort → Posten. Reihenfolge konkret: OT — danach Zielort.	Adressspur: danach → Zielgefäß → Drogenposten. Reihenfolge konkret: OT — danach Zielort.	YES
G481-E182	P1008-E1412	G475-R134	G474-B145	f89r	PHARMA	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	ytarem	G481-ET094	2	CROSS_REGISTER	CATALOGUE[{N1} · AUSGANG · {N2} @NONE]	CATALOGUE[AR @NONE]	G481-ES075	2	CROSS_REGISTER	CATALOGUE[NAME · REL · NAME @NONE]	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung.	Droge »yt« / Droge »em« — Ausgangszuordnung.	YES
G481-E183	P1008-E1413	G475-R135	G474-B146	f89r	PHARMA	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	COORDINATE	otolarol	G481-ET149	1	SINGLETON	COORDINATE[DANACH · FORTSETZEN · AUSGANG · FORTSETZEN @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	COORDINATE[OT+OL+AR+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	G481-ES118	1	SINGLETON	COORDINATE[ORDER · ORDER · REL · ORDER @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	Adressspur: danach → weiter → Ausgang → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Ausgang weiterführen; OL — Ausgang weiterführen.	Adressspur: danach → weiter → Ausgangsgefäß → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Ausgang weiterführen; OL — Ausgang weiterführen.	YES
