unified_serial	register	page	unit_or_locus	source_group_identity	visible_identity	owner_or_namespace	construction_or_address	current_short_reading	content_layer	finite_source_unit	allowed_source_program	free_master_noun_allowed	selected_source_vocabulary	content_selection_status
672	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A291	A3:G036	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
673	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A292	A3:G037	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
674	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A293	A3:G038	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
675	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A294	A3:G039	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
676	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A295	A3:G040	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
677	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A296	A3:G041	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
678	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A297	A3:G042	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
679	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A298	A3:G043	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
680	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A299	A3:G044	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
681	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A300	A3:G045	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
682	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A301	A3:G046	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
683	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A302	A3:G047	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
684	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A303	A3:G048	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
685	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A304	A3:G049	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
686	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A305	A3:G050	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
687	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A306	A3:G051	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
688	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A307	A3:G052	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
689	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A308	A3:G053	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
690	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A309	A3:G054	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
691	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A310	A3:G055	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
692	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A311	A3:G056	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
693	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A312	A3:G057	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
694	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A313	A3:G058	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
695	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A314	A3:G059	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
696	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A315	A3:G060	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
697	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A316	A3:G061	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
698	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A317	A3:G062	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
699	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A318	A3:G063	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
700	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A319	A3:G064	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
701	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A320	A3:G065	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
702	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A321	A3:G066	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
703	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A322	A3:G067	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
704	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A323	A3:G068	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
705	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A324	A3:G069	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
706	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A325	A3:G070	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
707	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A326	A3:G071	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
708	ASTRO_LOCAL_LOOKUP	f69v	f69v.2	A327	A3:G072	A3_MIDDLE_WHEEL_ONLY	A3_MIDDLE_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
