language	model_kind	config	seed	unit	category	output	train_occurrences	held_occurrences
old_italian	real	primary_42L_4D_34S_7N_11W	47	C	W	questa	1445	711
old_italian	real	primary_42L_4D_34S_7N_11W	47	ar	W	sovra	1423	766
old_italian	real	primary_42L_4D_34S_7N_11W	47	or	S	si	1322	535
old_italian	real	primary_42L_4D_34S_7N_11W	47	s	W	comincio	1322	486
old_italian	real	primary_42L_4D_34S_7N_11W	47	aN	S	che	1169	556
old_italian	real	primary_42L_4D_34S_7N_11W	47	d	W	quanto	1144	597
old_italian	real	primary_42L_4D_34S_7N_11W	47	o	W	maestro	1126	609
old_italian	real	primary_42L_4D_34S_7N_11W	47	ok	N		1084	625
old_italian	real	primary_42L_4D_34S_7N_11W	47	ot	S	par	1033	689
old_italian	real	primary_42L_4D_34S_7N_11W	47	k	W	quelli	1025	478
old_italian	real	primary_42L_4D_34S_7N_11W	47	al	S	chi	915	476
old_italian	real	primary_42L_4D_34S_7N_11W	47	S	W	volse	910	439
old_italian	real	primary_42L_4D_34S_7N_11W	47	t	W	alcuna	883	359
old_italian	real	primary_42L_4D_34S_7N_11W	47	Ce	W	altre	866	609
old_italian	real	primary_42L_4D_34S_7N_11W	47	qok	S	per	862	444
old_italian	real	primary_42L_4D_34S_7N_11W	47	daN	L	e	844	387
old_italian	real	primary_42L_4D_34S_7N_11W	47	Cedy	S	era	732	448
old_italian	real	primary_42L_4D_34S_7N_11W	47	qot	S	mon	727	353
old_italian	real	primary_42L_4D_34S_7N_11W	47	e	N		699	453
old_italian	real	primary_42L_4D_34S_7N_11W	47	Cy	L	e	671	212
old_italian	real	primary_42L_4D_34S_7N_11W	47	E	N		669	497
old_italian	real	primary_42L_4D_34S_7N_11W	47	l	S	di	666	524
old_italian	real	primary_42L_4D_34S_7N_11W	47	ody	L	e	608	272
old_italian	real	primary_42L_4D_34S_7N_11W	47	dy	S	tro	603	204
old_italian	real	primary_42L_4D_34S_7N_11W	47	aI	S	non	597	414
old_italian	real	primary_42L_4D_34S_7N_11W	47	p	N		572	338
old_italian	real	primary_42L_4D_34S_7N_11W	47	Se	S	ver	570	260
old_italian	real	primary_42L_4D_34S_7N_11W	47	Col	S	con	522	188
old_italian	real	primary_42L_4D_34S_7N_11W	47	Cey	S	man	521	264
old_italian	real	primary_42L_4D_34S_7N_11W	47	Ey	L	e	505	370
old_italian	real	primary_42L_4D_34S_7N_11W	47	ey	L	a	498	259
old_italian	real	primary_42L_4D_34S_7N_11W	47	Edy	S	ti	469	312
old_italian	real	primary_42L_4D_34S_7N_11W	47	edy	L	o	446	253
old_italian	real	primary_42L_4D_34S_7N_11W	47	od	N		445	222
old_italian	real	primary_42L_4D_34S_7N_11W	47	Sedy	S	gia	418	173
old_italian	real	primary_42L_4D_34S_7N_11W	47	am	S	del	408	242
old_italian	real	primary_42L_4D_34S_7N_11W	47	olk	S	tor	402	152
old_italian	real	primary_42L_4D_34S_7N_11W	47	yk	N		396	149
old_italian	real	primary_42L_4D_34S_7N_11W	47	Cor	S	cio	376	100
old_italian	real	primary_42L_4D_34S_7N_11W	47	yt	S	pri	375	90
old_italian	real	primary_42L_4D_34S_7N_11W	47	r	L	a	374	250
old_italian	real	primary_42L_4D_34S_7N_11W	47	qo	S	vol	371	233
old_italian	real	primary_42L_4D_34S_7N_11W	47	Co	S	ser	364	121
old_italian	real	primary_42L_4D_34S_7N_11W	47	dal	S	son	362	174
old_italian	real	primary_42L_4D_34S_7N_11W	47	T	S	su	344	121
old_italian	real	primary_42L_4D_34S_7N_11W	47	dar	L	e	341	227
old_italian	real	primary_42L_4D_34S_7N_11W	47	Cdy	S	cia	331	167
old_italian	real	primary_42L_4D_34S_7N_11W	47	a	L	l	278	128
old_italian	real	primary_42L_4D_34S_7N_11W	47	Ky	L	a	273	120
old_italian	real	primary_42L_4D_34S_7N_11W	47	ai	L	t	264	143
old_italian	real	primary_42L_4D_34S_7N_11W	47	air	S	ma	254	210
old_italian	real	primary_42L_4D_34S_7N_11W	47	Ty	L	a	251	74
old_italian	real	primary_42L_4D_34S_7N_11W	47	K	L	l	250	98
old_italian	real	primary_42L_4D_34S_7N_11W	47	Sey	L	e	236	148
old_italian	real	primary_42L_4D_34S_7N_11W	47	N	L	i	222	88
old_italian	real	primary_42L_4D_34S_7N_11W	47	f	N		220	104
old_italian	real	primary_42L_4D_34S_7N_11W	47	ky	L	i	204	69
old_italian	real	primary_42L_4D_34S_7N_11W	47	So	S	de	201	76
old_italian	real	primary_42L_4D_34S_7N_11W	47	qokaI	D	ii	201	74
old_italian	real	primary_42L_4D_34S_7N_11W	47	i	L	r	199	118
old_italian	real	primary_42L_4D_34S_7N_11W	47	op	L	s	198	110
old_italian	real	primary_42L_4D_34S_7N_11W	47	Sol	S	col	195	51
old_italian	real	primary_42L_4D_34S_7N_11W	47	qokaN	L	d	190	72
old_italian	real	primary_42L_4D_34S_7N_11W	47	qokEdy	S	me	189	105
old_italian	real	primary_42L_4D_34S_7N_11W	47	qokal	L	s	187	41
old_italian	real	primary_42L_4D_34S_7N_11W	47	qokedy	D	xx	185	62
old_italian	real	primary_42L_4D_34S_7N_11W	47	CE	L	l	178	98
old_italian	real	primary_42L_4D_34S_7N_11W	47	Sy	S	tre	173	68
old_italian	real	primary_42L_4D_34S_7N_11W	47	eol	L	o	173	75
old_italian	real	primary_42L_4D_34S_7N_11W	47	q	L	s	173	71
old_italian	real	primary_42L_4D_34S_7N_11W	47	CEy	L	l	171	113
old_italian	real	primary_42L_4D_34S_7N_11W	47	Ceol	S	al	167	77
old_italian	real	primary_42L_4D_34S_7N_11W	47	daI	S	piu	165	148
old_italian	real	primary_42L_4D_34S_7N_11W	47	os	L	a	164	86
old_italian	real	primary_42L_4D_34S_7N_11W	47	qol	S	qui	158	45
old_italian	real	primary_42L_4D_34S_7N_11W	47	lk	L	s	156	249
old_italian	real	primary_42L_4D_34S_7N_11W	47	qokEy	L	l	149	134
old_italian	real	primary_42L_4D_34S_7N_11W	47	okaN	L	d	144	92
old_italian	real	primary_42L_4D_34S_7N_11W	47	okal	S	fu	143	52
old_italian	real	primary_42L_4D_34S_7N_11W	47	m	L	i	138	80
old_italian	real	primary_42L_4D_34S_7N_11W	47	otal	S	pre	130	48
old_italian	real	primary_42L_4D_34S_7N_11W	47	oky	L	a	129	44
old_italian	real	primary_42L_4D_34S_7N_11W	47	oty	L	l	127	48
old_italian	real	primary_42L_4D_34S_7N_11W	47	P	L	i	107	66
old_italian	real	primary_42L_4D_34S_7N_11W	47	n	L	o	86	37
old_italian	real	primary_42L_4D_34S_7N_11W	47	g	L	i	73	38
old_italian	real	primary_42L_4D_34S_7N_11W	47	F	L	i	35	13
old_italian	real	primary_42L_4D_34S_7N_11W	47	I	L	d	18	9
old_italian	real	primary_42L_4D_34S_7N_11W	47	x	L	o	14	11
old_italian	real	primary_42L_4D_34S_7N_11W	47	b	L	o	12	3
old_italian	real	primary_42L_4D_34S_7N_11W	47	j	L	o	7	3
old_italian	real	primary_42L_4D_34S_7N_11W	47	u	L	d	5	3
old_italian	real	primary_42L_4D_34S_7N_11W	47	c	D	ee	4	1
old_italian	real	primary_42L_4D_34S_7N_11W	47	h	L	u	2	1
old_italian	real	primary_42L_4D_34S_7N_11W	47	z	L	d	2	1
old_italian	real	primary_42L_4D_34S_7N_11W	47	v	D	nn	1	0
old_italian	real	primary_42L_4D_34S_7N_11W	71	ol	W	disse	1825	712
old_italian	real	primary_42L_4D_34S_7N_11W	71	y	W	dicendo	1554	554
old_italian	real	primary_42L_4D_34S_7N_11W	71	C	W	quanto	1445	711
old_italian	real	primary_42L_4D_34S_7N_11W	71	ar	W	che	1423	766
old_italian	real	primary_42L_4D_34S_7N_11W	71	or	W	alcuna	1322	535
old_italian	real	primary_42L_4D_34S_7N_11W	71	s	W	quelle	1322	486
old_italian	real	primary_42L_4D_34S_7N_11W	71	aN	S	del	1169	556
old_italian	real	primary_42L_4D_34S_7N_11W	71	d	W	altrui	1144	597
old_italian	real	primary_42L_4D_34S_7N_11W	71	o	W	rispuose	1126	609
old_italian	real	primary_42L_4D_34S_7N_11W	71	ok	S	per	1084	625
old_italian	real	primary_42L_4D_34S_7N_11W	71	ot	S	ver	1033	689
old_italian	real	primary_42L_4D_34S_7N_11W	71	k	W	inferno	1025	478
old_italian	real	primary_42L_4D_34S_7N_11W	71	al	W	poscia	915	476
old_italian	real	primary_42L_4D_34S_7N_11W	71	S	S	di	910	439
old_italian	real	primary_42L_4D_34S_7N_11W	71	t	S	cor	883	359
old_italian	real	primary_42L_4D_34S_7N_11W	71	Ce	N		866	609
old_italian	real	primary_42L_4D_34S_7N_11W	71	qok	S	ma	862	444
old_italian	real	primary_42L_4D_34S_7N_11W	71	daN	L	e	844	387
old_italian	real	primary_42L_4D_34S_7N_11W	71	Cedy	S	lor	732	448
old_italian	real	primary_42L_4D_34S_7N_11W	71	qot	S	pre	727	353
old_italian	real	primary_42L_4D_34S_7N_11W	71	e	W	quello	699	453
old_italian	real	primary_42L_4D_34S_7N_11W	71	Cy	S	cio	671	212
old_italian	real	primary_42L_4D_34S_7N_11W	71	E	N		669	497
old_italian	real	primary_42L_4D_34S_7N_11W	71	l	N		666	524
old_italian	real	primary_42L_4D_34S_7N_11W	71	ody	S	tro	608	272
old_italian	real	primary_42L_4D_34S_7N_11W	71	dy	S	gia	603	204
old_italian	real	primary_42L_4D_34S_7N_11W	71	aI	L	i	597	414
old_italian	real	primary_42L_4D_34S_7N_11W	71	p	N		572	338
old_italian	real	primary_42L_4D_34S_7N_11W	71	Se	S	de	570	260
old_italian	real	primary_42L_4D_34S_7N_11W	71	Col	S	si	522	188
old_italian	real	primary_42L_4D_34S_7N_11W	71	Cey	S	non	521	264
old_italian	real	primary_42L_4D_34S_7N_11W	71	Ey	L	a	505	370
old_italian	real	primary_42L_4D_34S_7N_11W	71	ey	L	i	498	259
old_italian	real	primary_42L_4D_34S_7N_11W	71	Edy	N		469	312
old_italian	real	primary_42L_4D_34S_7N_11W	71	edy	L	i	446	253
old_italian	real	primary_42L_4D_34S_7N_11W	71	od	S	ser	445	222
old_italian	real	primary_42L_4D_34S_7N_11W	71	Sedy	S	ne	418	173
old_italian	real	primary_42L_4D_34S_7N_11W	71	am	S	gio	408	242
old_italian	real	primary_42L_4D_34S_7N_11W	71	olk	S	era	402	152
old_italian	real	primary_42L_4D_34S_7N_11W	71	yk	S	men	396	149
old_italian	real	primary_42L_4D_34S_7N_11W	71	Cor	S	ti	376	100
old_italian	real	primary_42L_4D_34S_7N_11W	71	yt	S	suo	375	90
old_italian	real	primary_42L_4D_34S_7N_11W	71	r	L	a	374	250
old_italian	real	primary_42L_4D_34S_7N_11W	71	qo	S	col	371	233
old_italian	real	primary_42L_4D_34S_7N_11W	71	Co	S	chi	364	121
old_italian	real	primary_42L_4D_34S_7N_11W	71	dal	S	tra	362	174
old_italian	real	primary_42L_4D_34S_7N_11W	71	T	S	tor	344	121
old_italian	real	primary_42L_4D_34S_7N_11W	71	dar	S	giu	341	227
old_italian	real	primary_42L_4D_34S_7N_11W	71	Cdy	S	nte	331	167
old_italian	real	primary_42L_4D_34S_7N_11W	71	a	N		278	128
old_italian	real	primary_42L_4D_34S_7N_11W	71	Ky	L	l	273	120
old_italian	real	primary_42L_4D_34S_7N_11W	71	ai	L	i	264	143
old_italian	real	primary_42L_4D_34S_7N_11W	71	air	L	i	254	210
old_italian	real	primary_42L_4D_34S_7N_11W	71	Ty	L	e	251	74
old_italian	real	primary_42L_4D_34S_7N_11W	71	K	L	s	250	98
old_italian	real	primary_42L_4D_34S_7N_11W	71	Sey	L	e	236	148
old_italian	real	primary_42L_4D_34S_7N_11W	71	N	L	o	222	88
old_italian	real	primary_42L_4D_34S_7N_11W	71	f	L	e	220	104
old_italian	real	primary_42L_4D_34S_7N_11W	71	ky	L	e	204	69
old_italian	real	primary_42L_4D_34S_7N_11W	71	So	S	tan	201	76
old_italian	real	primary_42L_4D_34S_7N_11W	71	qokaI	D	xx	201	74
old_italian	real	primary_42L_4D_34S_7N_11W	71	i	L	n	199	118
old_italian	real	primary_42L_4D_34S_7N_11W	71	op	N		198	110
old_italian	real	primary_42L_4D_34S_7N_11W	71	Sol	L	a	195	51
old_italian	real	primary_42L_4D_34S_7N_11W	71	qokaN	L	l	190	72
old_italian	real	primary_42L_4D_34S_7N_11W	71	qokEdy	D	ii	189	105
old_italian	real	primary_42L_4D_34S_7N_11W	71	qokal	L	e	187	41
old_italian	real	primary_42L_4D_34S_7N_11W	71	qokedy	L	s	185	62
old_italian	real	primary_42L_4D_34S_7N_11W	71	CE	L	l	178	98
old_italian	real	primary_42L_4D_34S_7N_11W	71	Sy	S	man	173	68
old_italian	real	primary_42L_4D_34S_7N_11W	71	eol	L	i	173	75
old_italian	real	primary_42L_4D_34S_7N_11W	71	q	L	n	173	71
old_italian	real	primary_42L_4D_34S_7N_11W	71	CEy	S	ch	171	113
old_italian	real	primary_42L_4D_34S_7N_11W	71	Ceol	L	a	167	77
old_italian	real	primary_42L_4D_34S_7N_11W	71	daI	L	l	165	148
old_italian	real	primary_42L_4D_34S_7N_11W	71	os	S	sti	164	86
old_italian	real	primary_42L_4D_34S_7N_11W	71	qol	S	qui	158	45
old_italian	real	primary_42L_4D_34S_7N_11W	71	lk	L	s	156	249
old_italian	real	primary_42L_4D_34S_7N_11W	71	qokEy	L	l	149	134
old_italian	real	primary_42L_4D_34S_7N_11W	71	okaN	L	a	144	92
old_italian	real	primary_42L_4D_34S_7N_11W	71	okal	L	o	143	52
old_italian	real	primary_42L_4D_34S_7N_11W	71	m	L	o	138	80
old_italian	real	primary_42L_4D_34S_7N_11W	71	otal	S	tri	130	48
old_italian	real	primary_42L_4D_34S_7N_11W	71	oky	L	a	129	44
old_italian	real	primary_42L_4D_34S_7N_11W	71	oty	S	re	127	48
old_italian	real	primary_42L_4D_34S_7N_11W	71	P	L	l	107	66
old_italian	real	primary_42L_4D_34S_7N_11W	71	n	L	o	86	37
old_italian	real	primary_42L_4D_34S_7N_11W	71	g	L	o	73	38
old_italian	real	primary_42L_4D_34S_7N_11W	71	F	L	n	35	13
old_italian	real	primary_42L_4D_34S_7N_11W	71	I	L	s	18	9
old_italian	real	primary_42L_4D_34S_7N_11W	71	x	L	n	14	11
old_italian	real	primary_42L_4D_34S_7N_11W	71	b	L	o	12	3
old_italian	real	primary_42L_4D_34S_7N_11W	71	j	L	n	7	3
old_italian	real	primary_42L_4D_34S_7N_11W	71	u	L	d	5	3
old_italian	real	primary_42L_4D_34S_7N_11W	71	c	L	m	4	1
old_italian	real	primary_42L_4D_34S_7N_11W	71	h	L	v	2	1
old_italian	real	primary_42L_4D_34S_7N_11W	71	z	D	tt	2	1
old_italian	real	primary_42L_4D_34S_7N_11W	71	v	D	ll	1	0
old_italian	real	primary_42L_4D_34S_7N_11W	89	ol	W	questa	1825	712
old_italian	real	primary_42L_4D_34S_7N_11W	89	y	W	rispuose	1554	554
old_italian	real	primary_42L_4D_34S_7N_11W	89	C	W	inferno	1445	711
old_italian	real	primary_42L_4D_34S_7N_11W	89	ar	W	quello	1423	766
old_italian	real	primary_42L_4D_34S_7N_11W	89	or	W	dicendo	1322	535
old_italian	real	primary_42L_4D_34S_7N_11W	89	s	W	quando	1322	486
old_italian	real	primary_42L_4D_34S_7N_11W	89	aN	S	si	1169	556
old_italian	real	primary_42L_4D_34S_7N_11W	89	d	W	quelli	1144	597
old_italian	real	primary_42L_4D_34S_7N_11W	89	o	W	comincio	1126	609
old_italian	real	primary_42L_4D_34S_7N_11W	89	ok	S	per	1084	625
old_italian	real	primary_42L_4D_34S_7N_11W	89	ot	S	men	1033	689
old_italian	real	primary_42L_4D_34S_7N_11W	89	k	W	quanto	1025	478
old_italian	real	primary_42L_4D_34S_7N_11W	89	al	W	sovra	915	476
old_italian	real	primary_42L_4D_34S_7N_11W	89	S	W	questi	910	439
old_italian	real	primary_42L_4D_34S_7N_11W	89	t	S	con	883	359
old_italian	real	primary_42L_4D_34S_7N_11W	89	Ce	N		866	609
old_italian	real	primary_42L_4D_34S_7N_11W	89	qok	S	man	862	444
old_italian	real	primary_42L_4D_34S_7N_11W	89	daN	S	le	844	387
old_italian	real	primary_42L_4D_34S_7N_11W	89	Cedy	S	tro	732	448
old_italian	real	primary_42L_4D_34S_7N_11W	89	qot	S	son	727	353
old_italian	real	primary_42L_4D_34S_7N_11W	89	e	N		699	453
old_italian	real	primary_42L_4D_34S_7N_11W	89	Cy	L	a	671	212
old_italian	real	primary_42L_4D_34S_7N_11W	89	E	N		669	497
old_italian	real	primary_42L_4D_34S_7N_11W	89	l	S	cor	666	524
old_italian	real	primary_42L_4D_34S_7N_11W	89	ody	S	che	608	272
old_italian	real	primary_42L_4D_34S_7N_11W	89	dy	S	tre	603	204
old_italian	real	primary_42L_4D_34S_7N_11W	89	aI	L	a	597	414
old_italian	real	primary_42L_4D_34S_7N_11W	89	p	N		572	338
old_italian	real	primary_42L_4D_34S_7N_11W	89	Se	S	ter	570	260
old_italian	real	primary_42L_4D_34S_7N_11W	89	Col	S	tra	522	188
old_italian	real	primary_42L_4D_34S_7N_11W	89	Cey	L	e	521	264
old_italian	real	primary_42L_4D_34S_7N_11W	89	Ey	L	a	505	370
old_italian	real	primary_42L_4D_34S_7N_11W	89	ey	L	o	498	259
old_italian	real	primary_42L_4D_34S_7N_11W	89	Edy	L	a	469	312
old_italian	real	primary_42L_4D_34S_7N_11W	89	edy	L	o	446	253
old_italian	real	primary_42L_4D_34S_7N_11W	89	od	S	er	445	222
old_italian	real	primary_42L_4D_34S_7N_11W	89	Sedy	L	e	418	173
old_italian	real	primary_42L_4D_34S_7N_11W	89	am	L	e	408	242
old_italian	real	primary_42L_4D_34S_7N_11W	89	olk	S	col	402	152
old_italian	real	primary_42L_4D_34S_7N_11W	89	yk	S	chi	396	149
old_italian	real	primary_42L_4D_34S_7N_11W	89	Cor	S	de	376	100
old_italian	real	primary_42L_4D_34S_7N_11W	89	yt	N		375	90
old_italian	real	primary_42L_4D_34S_7N_11W	89	r	S	or	374	250
old_italian	real	primary_42L_4D_34S_7N_11W	89	qo	S	vol	371	233
old_italian	real	primary_42L_4D_34S_7N_11W	89	Co	S	al	364	121
old_italian	real	primary_42L_4D_34S_7N_11W	89	dal	S	non	362	174
old_italian	real	primary_42L_4D_34S_7N_11W	89	T	L	l	344	121
old_italian	real	primary_42L_4D_34S_7N_11W	89	dar	S	giu	341	227
old_italian	real	primary_42L_4D_34S_7N_11W	89	Cdy	L	e	331	167
old_italian	real	primary_42L_4D_34S_7N_11W	89	a	N		278	128
old_italian	real	primary_42L_4D_34S_7N_11W	89	Ky	L	a	273	120
old_italian	real	primary_42L_4D_34S_7N_11W	89	ai	S	as	264	143
old_italian	real	primary_42L_4D_34S_7N_11W	89	air	L	a	254	210
old_italian	real	primary_42L_4D_34S_7N_11W	89	Ty	L	e	251	74
old_italian	real	primary_42L_4D_34S_7N_11W	89	K	L	i	250	98
old_italian	real	primary_42L_4D_34S_7N_11W	89	Sey	L	o	236	148
old_italian	real	primary_42L_4D_34S_7N_11W	89	N	L	i	222	88
old_italian	real	primary_42L_4D_34S_7N_11W	89	f	S	in	220	104
old_italian	real	primary_42L_4D_34S_7N_11W	89	ky	S	cia	204	69
old_italian	real	primary_42L_4D_34S_7N_11W	89	So	S	lor	201	76
old_italian	real	primary_42L_4D_34S_7N_11W	89	qokaI	L	l	201	74
old_italian	real	primary_42L_4D_34S_7N_11W	89	i	L	c	199	118
old_italian	real	primary_42L_4D_34S_7N_11W	89	op	L	n	198	110
old_italian	real	primary_42L_4D_34S_7N_11W	89	Sol	S	gia	195	51
old_italian	real	primary_42L_4D_34S_7N_11W	89	qokaN	D	ii	190	72
old_italian	real	primary_42L_4D_34S_7N_11W	89	qokEdy	L	l	189	105
old_italian	real	primary_42L_4D_34S_7N_11W	89	qokal	S	que	187	41
old_italian	real	primary_42L_4D_34S_7N_11W	89	qokedy	S	qua	185	62
old_italian	real	primary_42L_4D_34S_7N_11W	89	CE	N		178	98
old_italian	real	primary_42L_4D_34S_7N_11W	89	Sy	S	una	173	68
old_italian	real	primary_42L_4D_34S_7N_11W	89	eol	L	o	173	75
old_italian	real	primary_42L_4D_34S_7N_11W	89	q	L	s	173	71
old_italian	real	primary_42L_4D_34S_7N_11W	89	CEy	L	e	171	113
old_italian	real	primary_42L_4D_34S_7N_11W	89	Ceol	S	se	167	77
old_italian	real	primary_42L_4D_34S_7N_11W	89	daI	S	ne	165	148
old_italian	real	primary_42L_4D_34S_7N_11W	89	os	S	tri	164	86
old_italian	real	primary_42L_4D_34S_7N_11W	89	qol	L	l	158	45
old_italian	real	primary_42L_4D_34S_7N_11W	89	lk	L	l	156	249
old_italian	real	primary_42L_4D_34S_7N_11W	89	qokEy	L	s	149	134
old_italian	real	primary_42L_4D_34S_7N_11W	89	okaN	L	i	144	92
old_italian	real	primary_42L_4D_34S_7N_11W	89	okal	S	qui	143	52
old_italian	real	primary_42L_4D_34S_7N_11W	89	m	L	i	138	80
old_italian	real	primary_42L_4D_34S_7N_11W	89	otal	L	s	130	48
old_italian	real	primary_42L_4D_34S_7N_11W	89	oky	L	i	129	44
old_italian	real	primary_42L_4D_34S_7N_11W	89	oty	L	l	127	48
old_italian	real	primary_42L_4D_34S_7N_11W	89	P	L	i	107	66
old_italian	real	primary_42L_4D_34S_7N_11W	89	n	L	o	86	37
old_italian	real	primary_42L_4D_34S_7N_11W	89	g	L	o	73	38
old_italian	real	primary_42L_4D_34S_7N_11W	89	F	L	n	35	13
old_italian	real	primary_42L_4D_34S_7N_11W	89	I	L	m	18	9
old_italian	real	primary_42L_4D_34S_7N_11W	89	x	L	s	14	11
old_italian	real	primary_42L_4D_34S_7N_11W	89	b	D	ee	12	3
old_italian	real	primary_42L_4D_34S_7N_11W	89	j	L	n	7	3
old_italian	real	primary_42L_4D_34S_7N_11W	89	u	D	ss	5	3
old_italian	real	primary_42L_4D_34S_7N_11W	89	c	L	d	4	1
old_italian	real	primary_42L_4D_34S_7N_11W	89	h	L	m	2	1
old_italian	real	primary_42L_4D_34S_7N_11W	89	z	D	tt	2	1
old_italian	real	primary_42L_4D_34S_7N_11W	89	v	L	u	1	0
old_italian	real	primary_42L_4D_34S_7N_11W	107	ol	W	quella	1825	712
old_italian	real	primary_42L_4D_34S_7N_11W	107	y	W	rispuose	1554	554
old_italian	real	primary_42L_4D_34S_7N_11W	107	C	W	comincio	1445	711
old_italian	real	primary_42L_4D_34S_7N_11W	107	ar	W	quanto	1423	766
old_italian	real	primary_42L_4D_34S_7N_11W	107	or	W	tutta	1322	535
old_italian	real	primary_42L_4D_34S_7N_11W	107	s	W	questa	1322	486
old_italian	real	primary_42L_4D_34S_7N_11W	107	aN	S	del	1169	556
old_italian	real	primary_42L_4D_34S_7N_11W	107	d	W	quelli	1144	597
old_italian	real	primary_42L_4D_34S_7N_11W	107	o	W	quando	1126	609
old_italian	real	primary_42L_4D_34S_7N_11W	107	ok	S	chi	1084	625
old_italian	real	primary_42L_4D_34S_7N_11W	107	ot	S	ver	1033	689
old_italian	real	primary_42L_4D_34S_7N_11W	107	k	W	inferno	1025	478
old_italian	real	primary_42L_4D_34S_7N_11W	107	al	W	questi	915	476
old_italian	real	primary_42L_4D_34S_7N_11W	107	S	W	presso	910	439
old_italian	real	primary_42L_4D_34S_7N_11W	107	t	S	per	883	359
old_italian	real	primary_42L_4D_34S_7N_11W	107	Ce	N		866	609
old_italian	real	primary_42L_4D_34S_7N_11W	107	qok	S	con	862	444
old_italian	real	primary_42L_4D_34S_7N_11W	107	daN	S	di	844	387
old_italian	real	primary_42L_4D_34S_7N_11W	107	Cedy	L	e	732	448
old_italian	real	primary_42L_4D_34S_7N_11W	107	qot	S	lor	727	353
old_italian	real	primary_42L_4D_34S_7N_11W	107	e	N		699	453
old_italian	real	primary_42L_4D_34S_7N_11W	107	Cy	L	e	671	212
old_italian	real	primary_42L_4D_34S_7N_11W	107	E	N		669	497
old_italian	real	primary_42L_4D_34S_7N_11W	107	l	S	ser	666	524
old_italian	real	primary_42L_4D_34S_7N_11W	107	ody	S	tro	608	272
old_italian	real	primary_42L_4D_34S_7N_11W	107	dy	L	i	603	204
old_italian	real	primary_42L_4D_34S_7N_11W	107	aI	L	a	597	414
old_italian	real	primary_42L_4D_34S_7N_11W	107	p	S	par	572	338
old_italian	real	primary_42L_4D_34S_7N_11W	107	Se	N		570	260
old_italian	real	primary_42L_4D_34S_7N_11W	107	Col	S	tra	522	188
old_italian	real	primary_42L_4D_34S_7N_11W	107	Cey	L	e	521	264
old_italian	real	primary_42L_4D_34S_7N_11W	107	Ey	L	o	505	370
old_italian	real	primary_42L_4D_34S_7N_11W	107	ey	S	che	498	259
old_italian	real	primary_42L_4D_34S_7N_11W	107	Edy	L	o	469	312
old_italian	real	primary_42L_4D_34S_7N_11W	107	edy	L	o	446	253
old_italian	real	primary_42L_4D_34S_7N_11W	107	od	S	non	445	222
old_italian	real	primary_42L_4D_34S_7N_11W	107	Sedy	S	gia	418	173
old_italian	real	primary_42L_4D_34S_7N_11W	107	am	L	a	408	242
old_italian	real	primary_42L_4D_34S_7N_11W	107	olk	S	tan	402	152
old_italian	real	primary_42L_4D_34S_7N_11W	107	yk	S	man	396	149
old_italian	real	primary_42L_4D_34S_7N_11W	107	Cor	L	e	376	100
old_italian	real	primary_42L_4D_34S_7N_11W	107	yt	S	son	375	90
old_italian	real	primary_42L_4D_34S_7N_11W	107	r	S	in	374	250
old_italian	real	primary_42L_4D_34S_7N_11W	107	qo	S	gra	371	233
old_italian	real	primary_42L_4D_34S_7N_11W	107	Co	S	cor	364	121
old_italian	real	primary_42L_4D_34S_7N_11W	107	dal	S	si	362	174
old_italian	real	primary_42L_4D_34S_7N_11W	107	T	N		344	121
old_italian	real	primary_42L_4D_34S_7N_11W	107	dar	S	tor	341	227
old_italian	real	primary_42L_4D_34S_7N_11W	107	Cdy	L	e	331	167
old_italian	real	primary_42L_4D_34S_7N_11W	107	a	N		278	128
old_italian	real	primary_42L_4D_34S_7N_11W	107	Ky	S	pre	273	120
old_italian	real	primary_42L_4D_34S_7N_11W	107	ai	S	or	264	143
old_italian	real	primary_42L_4D_34S_7N_11W	107	air	L	o	254	210
old_italian	real	primary_42L_4D_34S_7N_11W	107	Ty	L	i	251	74
old_italian	real	primary_42L_4D_34S_7N_11W	107	K	S	men	250	98
old_italian	real	primary_42L_4D_34S_7N_11W	107	Sey	L	a	236	148
old_italian	real	primary_42L_4D_34S_7N_11W	107	N	L	a	222	88
old_italian	real	primary_42L_4D_34S_7N_11W	107	f	L	n	220	104
old_italian	real	primary_42L_4D_34S_7N_11W	107	ky	S	sta	204	69
old_italian	real	primary_42L_4D_34S_7N_11W	107	So	S	era	201	76
old_italian	real	primary_42L_4D_34S_7N_11W	107	qokaI	S	piu	201	74
old_italian	real	primary_42L_4D_34S_7N_11W	107	i	S	est	199	118
old_italian	real	primary_42L_4D_34S_7N_11W	107	op	L	l	198	110
old_italian	real	primary_42L_4D_34S_7N_11W	107	Sol	L	a	195	51
old_italian	real	primary_42L_4D_34S_7N_11W	107	qokaN	L	s	190	72
old_italian	real	primary_42L_4D_34S_7N_11W	107	qokEdy	S	un	189	105
old_italian	real	primary_42L_4D_34S_7N_11W	107	qokal	L	l	187	41
old_italian	real	primary_42L_4D_34S_7N_11W	107	qokedy	L	s	185	62
old_italian	real	primary_42L_4D_34S_7N_11W	107	CE	N		178	98
old_italian	real	primary_42L_4D_34S_7N_11W	107	Sy	L	o	173	68
old_italian	real	primary_42L_4D_34S_7N_11W	107	eol	L	o	173	75
old_italian	real	primary_42L_4D_34S_7N_11W	107	q	L	s	173	71
