contact_id	subject_kind	subject_surface	occurrence_id	source_selector	physical_folio	locus	token_index	side	neighbor_surface	pair_sequence_stable_all_three	assigned_disjoint_channel	channel_axis_tags	channel_macro_tags	global652_mapped	global652_axis_tags	global652_macro_tags	semantic_credit	renderer_license	component_export_credit
G806-C03813	K12_CONTROL	kol	GDT800-O2247	f51r	f51r	f51r.12	3	L1	ckheey	1	C3_GDT734_GLOBAL_RESIDUAL	VALUE|PREPARATION	CARRIER|SCALAR	1	VALUE|PREPARATION	CARRIER|SCALAR	0	0	0
G806-C03814	K12_CONTROL	kol	GDT800-O2247	f51r	f51r	f51r.12	3	R1	cheeal	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	DRY|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03815	K12_CONTROL	kol	GDT800-O2284	f52v	f52v	f52v.1	6	L1	ytor	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03816	K12_CONTROL	kol	GDT800-O2284	f52v	f52v	f52v.1	6	R1	chocphar	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03817	K12_CONTROL	kol	GDT800-O2313	f54v	f54v	f54v.10	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03818	K12_CONTROL	kol	GDT800-O2313	f54v	f54v	f54v.10	1	R1	aiin	0	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C03819	K12_CONTROL	kol	GDT800-O2398	f56v	f56v	f56v.8	5	L1	tcheey	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|DRY|VALUE	QUALITY|SCALAR	1	COLD|DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03820	K12_CONTROL	kol	GDT800-O2398	f56v	f56v	f56v.8	5	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03821	K12_CONTROL	kol	GDT800-O2539	f58v	f58v	f58v.32	9	L1	otal	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03822	K12_CONTROL	kol	GDT800-O2539	f58v	f58v	f58v.32	9	R1	olchedy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03823	K12_CONTROL	kol	GDT800-O2565	f66r	f66r	f66r.53	10	L1	qotey	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|VALUE	QUALITY|SCALAR	1	COLD|VALUE	QUALITY|SCALAR	0	0	0
G806-C03824	K12_CONTROL	kol	GDT800-O2565	f66r	f66r	f66r.53	10	R1	ar	1	C3_GDT734_GLOBAL_RESIDUAL	PART|MATERIAL	CARRIER	1	PART|MATERIAL	CARRIER	0	0	0
G806-C03825	K12_CONTROL	kol	GDT800-O2656	f75r	f75r	f75r.17	7	L1	shy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03826	K12_CONTROL	kol	GDT800-O2656	f75r	f75r	f75r.17	7	R1	shedy	0	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C03827	K12_CONTROL	kol	GDT800-O3912	f8v	f8v	f8v.14	5	L1	shol	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST	QUALITY	1	MOIST	QUALITY	0	0	0
G806-C03828	K12_CONTROL	kol	GDT800-O3912	f8v	f8v	f8v.14	5	R1	char	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03829	K12_CONTROL	kol	GDT800-O4007	f95r1	f95r	f95r1.2	8	L1	chdy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03830	K12_CONTROL	kol	GDT800-O4007	f95r1	f95r	f95r1.2	8	R1	chdy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03831	K12_CONTROL	lol	GDT800-O0102	f103r	f103r	f103r.14	7	L1	shey	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C03832	K12_CONTROL	lol	GDT800-O0102	f103r	f103r	f103r.14	7	R1	s	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03833	K12_CONTROL	lol	GDT800-O0276	f104v	f104v	f104v.29	5	L1	cheokcheo	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03834	K12_CONTROL	lol	GDT800-O0276	f104v	f104v	f104v.29	5	R1	kaiin	1	C2_GDT739_NARROW_PROJECTED	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C03835	K12_CONTROL	lol	GDT800-O0411	f106r	f106r	f106r.46	9	L1	cheedy	1	C2_GDT739_NARROW_PROJECTED	DRY|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	DRY|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	0	0	0
G806-C03836	K12_CONTROL	lol	GDT800-O0411	f106r	f106r	f106r.46	9	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03837	K12_CONTROL	lol	GDT800-O0529	f107r	f107r	f107r.47	3	L1	cheey	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03838	K12_CONTROL	lol	GDT800-O0529	f107r	f107r	f107r.47	3	R1	loeey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03839	K12_CONTROL	lol	GDT800-O0595	f107v	f107v	f107v.35	10	L1	qokeedy	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C03840	K12_CONTROL	lol	GDT800-O0595	f107v	f107v	f107v.35	10	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03841	K12_CONTROL	lol	GDT800-O0722	f108v	f108v	f108v.3	10	L1	oteey	1	C2_GDT739_NARROW_PROJECTED	COLD|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	COLD|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03842	K12_CONTROL	lol	GDT800-O0722	f108v	f108v	f108v.3	10	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03843	K12_CONTROL	lol	GDT800-O0853	f111v	f111v	f111v.10	6	L1	cheo	0	C2_GDT739_NARROW_PROJECTED	DRY|PREPARATION	CARRIER|QUALITY	1	DRY|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C03844	K12_CONTROL	lol	GDT800-O0853	f111v	f111v	f111v.10	6	R1	aiin	0	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C03845	K12_CONTROL	lol	GDT800-O0898	f111v	f111v	f111v.5	12	L1	qotedal	0	C3_GDT734_GLOBAL_RESIDUAL	VALUE|MATERIAL	CARRIER|SCALAR	1	VALUE|MATERIAL	CARRIER|SCALAR	0	0	0
G806-C03846	K12_CONTROL	lol	GDT800-O0898	f111v	f111v	f111v.5	12	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03847	K12_CONTROL	lol	GDT800-O1096	f113v	f113v	f113v.23	13	L1	lkl	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03848	K12_CONTROL	lol	GDT800-O1096	f113v	f113v	f113v.23	13	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03849	K12_CONTROL	lol	GDT800-O1215	f115r	f115r	f115r.23	10	L1	keeey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03850	K12_CONTROL	lol	GDT800-O1215	f115r	f115r	f115r.23	10	R1	chedy	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03851	K12_CONTROL	lol	GDT800-O1324	f116r	f116r	f116r.5	11	L1	oty	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03852	K12_CONTROL	lol	GDT800-O1324	f116r	f116r	f116r.5	11	R1	rol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03853	K12_CONTROL	lol	GDT800-O2180	f48v	f48v	f48v.9	8	L1	loldy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03854	K12_CONTROL	lol	GDT800-O2180	f48v	f48v	f48v.9	8	R1	otchdy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03855	K12_CONTROL	lol	GDT800-O2679	f75r	f75r	f75r.37	7	L1	qokechdy	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|DRY|PROCESS|CLOSE	PROCESS|QUALITY	1	HOT|DRY|PROCESS|CLOSE	PROCESS|QUALITY	0	0	0
G806-C03856	K12_CONTROL	lol	GDT800-O2679	f75r	f75r	f75r.37	7	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03857	K12_CONTROL	lol	GDT800-O2686	f75r	f75r	f75r.7	7	L1	chy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03858	K12_CONTROL	lol	GDT800-O2686	f75r	f75r	f75r.7	7	R1	chedy	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03859	K12_CONTROL	lol	GDT800-O2732	f75v	f75v	f75v.51	2	L1	okeey	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03860	K12_CONTROL	lol	GDT800-O2732	f75v	f75v	f75v.51	2	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03861	K12_CONTROL	lol	GDT800-O2735	f75v	f75v	f75v.60	6	L1	qotchdy	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|DRY|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	COLD|DRY|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	0	0	0
G806-C03862	K12_CONTROL	lol	GDT800-O2735	f75v	f75v	f75v.60	6	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03863	K12_CONTROL	lol	GDT800-O2761	f76r	f76r	f76r.33	12	L1	shey	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C03864	K12_CONTROL	lol	GDT800-O2761	f76r	f76r	f76r.33	12	R1	r	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03865	K12_CONTROL	lol	GDT800-O2778	f76r	f76r	f76r.43	9	L1	chaly	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03866	K12_CONTROL	lol	GDT800-O2778	f76r	f76r	f76r.43	9	R1	chdy	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03867	K12_CONTROL	lol	GDT800-O2820	f76v	f76v	f76v.38	5	L1	qokeedy	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C03868	K12_CONTROL	lol	GDT800-O2820	f76v	f76v	f76v.38	5	R1	saiiin	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03869	K12_CONTROL	lol	GDT800-O2835	f77r	f77r	f77r.15	10	L1	lchedy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03870	K12_CONTROL	lol	GDT800-O2835	f77r	f77r	f77r.15	10	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03871	K12_CONTROL	lol	GDT800-O2836	f77r	f77r	f77r.16	8	L1	qokeedy	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C03872	K12_CONTROL	lol	GDT800-O2836	f77r	f77r	f77r.16	8	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03873	K12_CONTROL	lol	GDT800-O2837	f77r	f77r	f77r.17	9	L1	qokeedy	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C03874	K12_CONTROL	lol	GDT800-O2837	f77r	f77r	f77r.17	9	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03875	K12_CONTROL	lol	GDT800-O2846	f77r	f77r	f77r.30	7	L1	cheeky	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|DRY|VALUE	QUALITY|SCALAR	1	HOT|DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03876	K12_CONTROL	lol	GDT800-O2846	f77r	f77r	f77r.30	7	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03877	K12_CONTROL	lol	GDT800-O2867	f77v	f77v	f77v.10	11	L1	shedy	0	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C03878	K12_CONTROL	lol	GDT800-O2867	f77v	f77v	f77v.10	11	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03879	K12_CONTROL	lol	GDT800-O2998	f78v	f78v	f78v.27	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03880	K12_CONTROL	lol	GDT800-O2998	f78v	f78v	f78v.27	1	R1	kar	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|PART|MATERIAL	CARRIER|QUALITY	1	HOT|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C03881	K12_CONTROL	lol	GDT800-O3011	f78v	f78v	f78v.32	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03882	K12_CONTROL	lol	GDT800-O3011	f78v	f78v	f78v.32	1	R1	cheor	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|PART|MATERIAL	CARRIER|QUALITY	1	DRY|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C03883	K12_CONTROL	lol	GDT800-O3095	f79v	f79v	f79v.24	10	L1	qokeey	0	C2_GDT739_NARROW_PROJECTED	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C03884	K12_CONTROL	lol	GDT800-O3095	f79v	f79v	f79v.24	10	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03885	K12_CONTROL	lol	GDT800-O3122	f79v	f79v	f79v.8	8	L1	qoteedy	1	C2_GDT739_NARROW_PROJECTED	COLD|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	COLD|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	0	0	0
G806-C03886	K12_CONTROL	lol	GDT800-O3122	f79v	f79v	f79v.8	8	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03887	K12_CONTROL	lol	GDT800-O3159	f80r	f80r	f80r.24	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03888	K12_CONTROL	lol	GDT800-O3159	f80r	f80r	f80r.24	1	R1	chey	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03889	K12_CONTROL	lol	GDT800-O3166	f80r	f80r	f80r.27	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03890	K12_CONTROL	lol	GDT800-O3166	f80r	f80r	f80r.27	1	R1	shar	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST|PART|MATERIAL	CARRIER|QUALITY	1	MOIST|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C03891	K12_CONTROL	lol	GDT800-O3196	f80r	f80r	f80r.50	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03892	K12_CONTROL	lol	GDT800-O3196	f80r	f80r	f80r.50	1	R1	chey	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03893	K12_CONTROL	lol	GDT800-O3203	f80r	f80r	f80r.53	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03894	K12_CONTROL	lol	GDT800-O3203	f80r	f80r	f80r.53	1	R1	eey	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03895	K12_CONTROL	lol	GDT800-O3288	f81r	f81r	f81r.21	7	L1	otey	1	C2_GDT739_NARROW_PROJECTED	COLD|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	COLD|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03896	K12_CONTROL	lol	GDT800-O3288	f81r	f81r	f81r.21	7	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03897	K12_CONTROL	lol	GDT800-O3474	f83r	f83r	f83r.48	3	L1	cheol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03898	K12_CONTROL	lol	GDT800-O3474	f83r	f83r	f83r.48	3	R1	chdal	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|AMOUNT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	DRY|AMOUNT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03899	K12_CONTROL	lol	GDT800-O3730	f86v6	f86v	f86v6.5	2	L1	tar	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|PART|MATERIAL	CARRIER|QUALITY	1	COLD|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C03900	K12_CONTROL	lol	GDT800-O3730	f86v6	f86v	f86v6.5	2	R1	chol	1	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C03901	K12_CONTROL	okeol	GDT800-O0019	f100r	f100r	f100r.25	10	L1	cheockhy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03902	K12_CONTROL	okeol	GDT800-O0019	f100r	f100r	f100r.25	10	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03903	K12_CONTROL	okeol	GDT800-O0033	f100v	f100v	f100v.16	7	L1	sheeo	1	C2_GDT739_NARROW_PROJECTED	PREPARATION	CARRIER	1	PREPARATION	CARRIER	0	0	0
G806-C03904	K12_CONTROL	okeol	GDT800-O0033	f100v	f100v	f100v.16	7	R1	ches	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03905	K12_CONTROL	okeol	GDT800-O0034	f100v	f100v	f100v.16	10	L1	okeor	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|AMOUNT|VALUE|PREPARATION|PROCESS	CARRIER|PROCESS|QUALITY|SCALAR	1	HOT|AMOUNT|VALUE|PREPARATION|PROCESS	CARRIER|PROCESS|QUALITY|SCALAR	0	0	0
G806-C03906	K12_CONTROL	okeol	GDT800-O0034	f100v	f100v	f100v.16	10	R1	dy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03907	K12_CONTROL	okeol	GDT800-O0051	f102r1	f102r	f102r1.16	6	L1	dy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03908	K12_CONTROL	okeol	GDT800-O0051	f102r1	f102r	f102r1.16	6	R1	doeoear	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03909	K12_CONTROL	okeol	GDT800-O0077	f102v2	f102v	f102v2.18	3	L1	chyokeor	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03910	K12_CONTROL	okeol	GDT800-O0077	f102v2	f102v	f102v2.18	3	R1	okeol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03911	K12_CONTROL	okeol	GDT800-O0078	f102v2	f102v	f102v2.18	4	L1	okeol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03912	K12_CONTROL	okeol	GDT800-O0078	f102v2	f102v	f102v2.18	4	R1	shy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03913	K12_CONTROL	okeol	GDT800-O0085	f102v2	f102v	f102v2.32	4	L1	shoar	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03914	K12_CONTROL	okeol	GDT800-O0085	f102v2	f102v	f102v2.32	4	R1	shoy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03915	K12_CONTROL	okeol	GDT800-O0096	f103r	f103r	f103r.10	4	L1	oain	1	C3_GDT734_GLOBAL_RESIDUAL	PART|PREPARATION	CARRIER	1	PART|PREPARATION	CARRIER	0	0	0
G806-C03916	K12_CONTROL	okeol	GDT800-O0096	f103r	f103r	f103r.10	4	R1	chol	0	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C03917	K12_CONTROL	okeol	GDT800-O0277	f104v	f104v	f104v.3	5	L1	odaiin	1	C2_GDT739_NARROW_PROJECTED	VALUE|PREPARATION	CARRIER|SCALAR	1	VALUE|PREPARATION	CARRIER|SCALAR	0	0	0
G806-C03918	K12_CONTROL	okeol	GDT800-O0277	f104v	f104v	f104v.3	5	R1	ockhey	0	C2_GDT739_NARROW_PROJECTED	VALUE|PREPARATION	CARRIER|SCALAR	1	VALUE|PREPARATION	CARRIER|SCALAR	0	0	0
G806-C03919	K12_CONTROL	okeol	GDT800-O0342	f105v	f105v	f105v.12	3	L1	aiin	1	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C03920	K12_CONTROL	okeol	GDT800-O0342	f105v	f105v	f105v.12	3	R1	ykedor	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03921	K12_CONTROL	okeol	GDT800-O0469	f107r	f107r	f107r.10	3	L1	qokeedy	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C03922	K12_CONTROL	okeol	GDT800-O0469	f107r	f107r	f107r.10	3	R1	lchedy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03923	K12_CONTROL	okeol	GDT800-O0576	f107v	f107v	f107v.25	3	L1	kolkar	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03924	K12_CONTROL	okeol	GDT800-O0576	f107v	f107v	f107v.25	3	R1	qokeor	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03925	K12_CONTROL	okeol	GDT800-O0585	f107v	f107v	f107v.29	2	L1	tolkeeedy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03926	K12_CONTROL	okeol	GDT800-O0585	f107v	f107v	f107v.29	2	R1	cheody	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03927	K12_CONTROL	okeol	GDT800-O0608	f107v	f107v	f107v.8	3	L1	qokair	1	C2_GDT739_NARROW_PROJECTED	HOT|PART|PROCESS	CARRIER|PROCESS|QUALITY	1	HOT|PART|PROCESS	CARRIER|PROCESS|QUALITY	0	0	0
G806-C03928	K12_CONTROL	okeol	GDT800-O0608	f107v	f107v	f107v.8	3	R1	qokol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03929	K12_CONTROL	okeol	GDT800-O0650	f108r	f108r	f108r.33	5	L1	okedy	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03930	K12_CONTROL	okeol	GDT800-O0650	f108r	f108r	f108r.33	5	R1	chdy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03931	K12_CONTROL	okeol	GDT800-O0652	f108r	f108r	f108r.36	2	L1	okechy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03932	K12_CONTROL	okeol	GDT800-O0652	f108r	f108r	f108r.36	2	R1	okeedy	1	C2_GDT739_NARROW_PROJECTED	HOT|VALUE|PREPARATION|CLOSE	CARRIER|PROCESS|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION|CLOSE	CARRIER|PROCESS|QUALITY|SCALAR	0	0	0
G806-C03933	K12_CONTROL	okeol	GDT800-O0669	f108r	f108r	f108r.48	4	L1	l	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03934	K12_CONTROL	okeol	GDT800-O0669	f108r	f108r	f108r.48	4	R1	keol	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|MATERIAL	CARRIER|QUALITY	1	HOT|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C03935	K12_CONTROL	okeol	GDT800-O0690	f108v	f108v	f108v.16	5	L1	lkeey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03936	K12_CONTROL	okeol	GDT800-O0690	f108v	f108v	f108v.16	5	R1	okedy	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03937	K12_CONTROL	okeol	GDT800-O0746	f108v	f108v	f108v.47	7	L1	okeedal	0	C2_GDT739_NARROW_PROJECTED	HOT|AMOUNT|MATERIAL|PREPARATION|PROCESS	CARRIER|PROCESS|QUALITY|SCALAR	1	HOT|AMOUNT|MATERIAL|PREPARATION|PROCESS	CARRIER|PROCESS|QUALITY|SCALAR	0	0	0
G806-C03938	K12_CONTROL	okeol	GDT800-O0746	f108v	f108v	f108v.47	7	R1	lkeey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03939	K12_CONTROL	okeol	GDT800-O0974	f112v	f112v	f112v.2	7	L1	qokal	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03940	K12_CONTROL	okeol	GDT800-O0974	f112v	f112v	f112v.2	7	R1	oty	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03941	K12_CONTROL	okeol	GDT800-O1419	f17v	f17v	f17v.14	5	L1	chodaiin	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|AMOUNT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	DRY|AMOUNT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03942	K12_CONTROL	okeol	GDT800-O1419	f17v	f17v	f17v.14	5	R1	tchory	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
