target_reference	subject_kind	subject_surface	channel	denominator	view	candidate_a	candidate_b	a_l1_hits	a_l1_denominator	a_l1_rate	a_r1_hits	a_r1_denominator	a_r1_rate	candidate_a_score	b_l1_hits	b_l1_denominator	b_l1_rate	b_r1_hits	b_r1_denominator	b_r1_rate	candidate_b_score	uncentered_delta_a_minus_b	uncentered_delta_decimal	bilaterally_scoreable
otal	K12_CONTROL	okol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	11	38	11/38	2	36	1/18	59/342	16	38	8/19	12	36	1/3	43/114	-35/171	-0.204678362573	1
otal	K12_CONTROL	sol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	10	15	2/3	3	41	3/41	91/246	5	15	1/3	19	41	19/41	49/123	-7/246	-0.0284552845528	1
otal	K12_CONTROL	qotol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	11	25	11/25	0	35	0/1	11/50	7	25	7/25	11	35	11/35	52/175	-27/350	-0.0771428571429	1
otal	K12_CONTROL	cthol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	19	45	19/45	1	35	1/35	71/315	15	45	1/3	1	35	1/35	19/105	2/45	0.0444444444444	1
otal	K12_CONTROL	okeol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	9	27	1/3	3	28	3/28	37/168	12	27	4/9	7	28	1/4	25/72	-8/63	-0.126984126984	1
otal	K12_CONTROL	chol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	89	236	89/236	13	252	13/252	3187/14868	77	236	77/236	51	252	17/84	655/2478	-743/14868	-0.0499730965833	1
otal	TARGET	otal	C1_EXACT_LOCAL	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	0	0	NA	0	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	0
otal	TARGET	otal	C1_EXACT_LOCAL	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	0	0	NA	0	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	0
okal	TARGET	okal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	12	14	6/7	6	9	2/3	16/21	12	14	6/7	4	9	4/9	41/63	1/9	0.111111111111	1
okal	K12_CONTROL	al	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	7	14	1/2	5	8	5/8	9/16	14	14	1/1	2	8	1/4	5/8	-1/16	-0.0625	1
okal	K12_CONTROL	sheol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	5	9	5/9	7	12	7/12	41/72	8	9	8/9	3	12	1/4	41/72	0/1	0	1
okal	K12_CONTROL	qokal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	15	17	15/17	2	4	1/2	47/68	14	17	14/17	1	4	1/4	73/136	21/136	0.154411764706	1
okal	K12_CONTROL	dol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	3	6	1/2	2	2	1/1	3/4	5	6	5/6	0	2	0/1	5/12	1/3	0.333333333333	1
okal	K12_CONTROL	shol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	5	8	5/8	3	10	3/10	37/80	6	8	3/4	2	10	1/5	19/40	-1/80	-0.0125	1
okal	K12_CONTROL	dal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	6	8	3/4	2	5	2/5	23/40	8	8	1/1	1	5	1/5	3/5	-1/40	-0.025	1
okal	K12_CONTROL	okol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	2	4	1/2	2	4	1/2	1/2	1	4	1/4	1	4	1/4	1/4	1/4	0.25	1
okal	K12_CONTROL	sol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	1	2	1/2	3	5	3/5	11/20	2	2	1/1	3	5	3/5	4/5	-1/4	-0.25	1
okal	K12_CONTROL	qotol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	1	3	1/3	4	5	4/5	17/30	3	3	1/1	0	5	0/1	1/2	1/15	0.0666666666667	1
okal	K12_CONTROL	chol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	15	23	15/23	15	20	3/4	129/184	10	23	10/23	3	20	3/20	269/920	47/115	0.408695652174	1
okal	K12_CONTROL	cthol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	0	2	0/1	1	2	1/2	1/4	1	2	1/2	1	2	1/2	1/2	-1/4	-0.25	1
okal	K12_CONTROL	okeol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	2	5	2/5	5	5	1/1	7/10	3	5	3/5	1	5	1/5	2/5	3/10	0.3	1
okal	TARGET	okal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	5	6	5/6	5	7	5/7	65/84	5	6	5/6	2	7	2/7	47/84	3/14	0.214285714286	1
okal	K12_CONTROL	al	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	5	9	5/9	2	4	1/2	19/36	9	9	1/1	1	4	1/4	5/8	-7/72	-0.0972222222222	1
okal	K12_CONTROL	sheol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	1	5	1/5	6	9	2/3	13/30	5	5	1/1	2	9	2/9	11/18	-8/45	-0.177777777778	1
okal	K12_CONTROL	qokal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	9	9	1/1	1	3	1/3	2/3	8	9	8/9	1	3	1/3	11/18	1/18	0.0555555555556	1
okal	K12_CONTROL	dol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	2	4	1/2	2	2	1/1	3/4	3	4	3/4	0	2	0/1	3/8	3/8	0.375	1
okal	K12_CONTROL	shol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	3	6	1/2	3	10	3/10	2/5	4	6	2/3	2	10	1/5	13/30	-1/30	-0.0333333333333	1
okal	K12_CONTROL	dal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	5	7	5/7	1	4	1/4	27/56	7	7	1/1	1	4	1/4	5/8	-1/7	-0.142857142857	1
okal	K12_CONTROL	okol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	2	4	1/2	2	4	1/2	1/2	1	4	1/4	1	4	1/4	1/4	1/4	0.25	1
okal	K12_CONTROL	sol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	1	2	1/2	1	3	1/3	5/12	2	2	1/1	2	3	2/3	5/6	-5/12	-0.416666666667	1
okal	K12_CONTROL	qotol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	1	2	1/2	4	5	4/5	13/20	2	2	1/1	0	5	0/1	1/2	3/20	0.15	1
okal	K12_CONTROL	chol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	12	18	2/3	14	17	14/17	38/51	8	18	4/9	2	17	2/17	43/153	71/153	0.464052287582	1
okal	K12_CONTROL	cthol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	0	2	0/1	1	2	1/2	1/4	1	2	1/2	1	2	1/2	1/2	-1/4	-0.25	1
okal	K12_CONTROL	okeol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	1	4	1/4	3	3	1/1	5/8	2	4	1/2	1	3	1/3	5/12	5/24	0.208333333333	1
okal	TARGET	okal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	12	122	6/61	6	122	3/61	9/122	12	122	6/61	4	122	2/61	4/61	1/122	0.00819672131148	1
okal	K12_CONTROL	al	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	7	204	7/204	5	204	5/204	1/34	14	204	7/102	2	204	1/102	2/51	-1/102	-0.00980392156863	1
okal	K12_CONTROL	sheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	5	90	1/18	7	90	7/90	1/15	8	90	4/45	3	90	1/30	11/180	1/180	0.00555555555556	1
okal	K12_CONTROL	qokal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	15	180	1/12	2	180	1/90	17/360	14	180	7/90	1	180	1/180	1/24	1/180	0.00555555555556	1
okal	K12_CONTROL	dol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	3	76	3/76	2	76	1/38	5/152	5	76	5/76	0	76	0/1	5/152	0/1	0	1
okal	K12_CONTROL	shol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	5	163	5/163	3	163	3/163	4/163	6	163	6/163	2	163	2/163	4/163	0/1	0	1
okal	K12_CONTROL	dal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	6	191	6/191	2	191	2/191	4/191	8	191	8/191	1	191	1/191	9/382	-1/382	-0.00261780104712	1
okal	K12_CONTROL	okol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	2	53	2/53	2	53	2/53	2/53	1	53	1/53	1	53	1/53	1/53	1/53	0.0188679245283	1
okal	K12_CONTROL	sol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	1	57	1/57	3	57	1/19	2/57	2	57	2/57	3	57	1/19	5/114	-1/114	-0.00877192982456	1
okal	K12_CONTROL	qotol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	1	43	1/43	4	43	4/43	5/86	3	43	3/43	0	43	0/1	3/86	1/43	0.0232558139535	1
okal	K12_CONTROL	chol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	15	343	15/343	15	343	15/343	15/343	10	343	10/343	3	343	3/343	13/686	17/686	0.0247813411079	1
okal	K12_CONTROL	cthol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	0	51	0/1	1	51	1/51	1/102	1	51	1/51	1	51	1/51	1/51	-1/102	-0.00980392156863	1
okal	K12_CONTROL	okeol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	2	44	1/22	5	44	5/44	7/88	3	44	3/44	1	44	1/44	1/22	3/88	0.0340909090909	1
okal	TARGET	okal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	5	69	5/69	5	73	5/73	355/5037	5	69	5/69	2	73	2/73	503/10074	3/146	0.0205479452055	1
okal	K12_CONTROL	al	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	5	129	5/129	2	119	2/119	853/30702	9	129	3/43	1	119	1/119	200/5117	-347/30702	-0.0113021952967	1
okal	K12_CONTROL	sheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	1	57	1/57	6	57	2/19	7/114	5	57	5/57	2	57	2/57	7/114	0/1	0	1
okal	K12_CONTROL	qokal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	9	108	1/12	1	113	1/113	125/2712	8	108	2/27	1	113	1/113	253/6102	1/216	0.00462962962963	1
okal	K12_CONTROL	dol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	2	44	1/22	2	48	1/24	23/528	3	44	3/44	0	48	0/1	3/88	5/528	0.0094696969697	1
okal	K12_CONTROL	shol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	3	110	3/110	3	124	3/124	351/13640	4	110	2/55	2	124	1/62	179/6820	-7/13640	-0.000513196480938	1
okal	K12_CONTROL	dal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	5	120	1/24	1	80	1/80	13/480	7	120	7/120	1	80	1/80	17/480	-1/120	-0.00833333333333	1
okal	K12_CONTROL	okol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	2	38	1/19	2	36	1/18	37/684	1	38	1/38	1	36	1/36	37/1368	37/1368	0.0270467836257	1
okal	K12_CONTROL	sol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	1	15	1/15	1	41	1/41	28/615	2	15	2/15	2	41	2/41	56/615	-28/615	-0.0455284552846	1
okal	K12_CONTROL	qotol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	1	25	1/25	4	35	4/35	27/350	2	25	2/25	0	35	0/1	1/25	13/350	0.0371428571429	1
okal	K12_CONTROL	chol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	12	236	3/59	14	252	1/18	113/2124	8	236	2/59	2	252	1/126	311/14868	40/1239	0.0322841000807	1
okal	K12_CONTROL	cthol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	0	45	0/1	1	35	1/35	1/70	1	45	1/45	1	35	1/35	8/315	-1/90	-0.0111111111111	1
okal	K12_CONTROL	okeol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	1	27	1/27	3	28	3/28	109/1512	2	27	2/27	1	28	1/28	83/1512	13/756	0.0171957671958	1
okal	TARGET	okal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	44	60	11/15	27	48	9/16	311/480	40	60	2/3	4	48	1/12	3/8	131/480	0.272916666667	1
okal	K12_CONTROL	al	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	38	79	38/79	41	73	41/73	6013/11534	31	79	31/79	12	73	12/73	3211/11534	1401/5767	0.242933934455	1
okal	K12_CONTROL	sheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	22	28	11/14	8	34	4/17	243/476	21	28	3/4	5	34	5/34	61/136	59/952	0.061974789916	1
okal	K12_CONTROL	qokal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	64	78	32/39	34	78	17/39	49/78	69	78	23/26	7	78	7/78	19/39	11/78	0.141025641026	1
okal	K12_CONTROL	dol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	12	24	1/2	16	31	16/31	63/124	22	24	11/12	3	31	3/31	377/744	1/744	0.00134408602151	1
okal	K12_CONTROL	shol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	25	63	25/63	34	72	17/36	73/168	49	63	7/9	10	72	5/36	11/24	-1/42	-0.0238095238095	1
okal	K12_CONTROL	dal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	52	67	52/67	36	69	12/23	1000/1541	54	67	54/67	10	69	10/69	2198/4623	802/4623	0.173480423967	1
okal	K12_CONTROL	okol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	9	20	9/20	10	19	10/19	371/760	11	20	11/20	1	19	1/19	229/760	71/380	0.186842105263	1
okal	K12_CONTROL	sol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	10	12	5/6	2	27	2/27	49/108	11	12	11/12	2	27	2/27	107/216	-1/24	-0.0416666666667	1
okal	K12_CONTROL	qotol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	11	14	11/14	11	18	11/18	44/63	12	14	6/7	0	18	0/1	3/7	17/63	0.269841269841	1
okal	K12_CONTROL	chol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	69	149	69/149	71	145	71/145	10292/21605	109	149	109/149	18	145	18/145	18487/43210	2097/43210	0.0485304327702	1
okal	K12_CONTROL	cthol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	10	25	2/5	7	12	7/12	59/120	20	25	4/5	0	12	0/1	2/5	11/120	0.0916666666667	1
okal	K12_CONTROL	okeol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	9	14	9/14	8	11	8/11	211/308	9	14	9/14	2	11	2/11	127/308	3/11	0.272727272727	1
okal	TARGET	okal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	31	42	31/42	15	28	15/28	107/168	25	42	25/42	1	28	1/28	53/168	9/28	0.321428571429	1
okal	K12_CONTROL	al	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	30	52	15/26	28	49	4/7	209/364	24	52	6/13	6	49	6/49	186/637	719/2548	0.282182103611	1
okal	K12_CONTROL	sheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	16	21	16/21	5	23	5/23	473/966	16	21	16/21	2	23	2/23	205/483	3/46	0.0652173913043	1
okal	K12_CONTROL	qokal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	46	54	23/27	23	50	23/50	1771/2700	48	54	8/9	5	50	1/10	89/180	109/675	0.161481481481	1
okal	K12_CONTROL	dol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	6	16	3/8	12	23	12/23	165/368	14	16	7/8	2	23	2/23	177/368	-3/92	-0.0326086956522	1
okal	K12_CONTROL	shol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	16	43	16/43	28	60	7/15	541/1290	32	43	32/43	9	60	3/20	769/1720	-143/5160	-0.0277131782946	1
okal	K12_CONTROL	dal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	25	38	25/38	22	42	11/21	943/1596	31	38	31/38	8	42	4/21	803/1596	5/57	0.0877192982456	1
okal	K12_CONTROL	okol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	7	17	7/17	8	14	4/7	117/238	10	17	10/17	1	14	1/14	157/476	11/68	0.161764705882	1
okal	K12_CONTROL	sol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	8	9	8/9	1	20	1/20	169/360	8	9	8/9	1	20	1/20	169/360	0/1	0	1
okal	K12_CONTROL	qotol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	8	11	8/11	9	14	9/14	211/308	9	11	9/11	0	14	0/1	9/22	85/308	0.275974025974	1
okal	K12_CONTROL	chol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	49	111	49/111	58	106	29/53	2908/5883	81	111	27/37	11	106	11/106	3269/7844	1825/23532	0.0775539690634	1
okal	K12_CONTROL	cthol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	7	22	7/22	6	10	3/5	101/220	18	22	9/11	0	10	0/1	9/22	1/20	0.05	1
okal	K12_CONTROL	okeol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	6	10	3/5	7	9	7/9	31/45	7	10	7/10	2	9	2/9	83/180	41/180	0.227777777778	1
okal	TARGET	okal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	44	122	22/61	27	122	27/122	71/244	40	122	20/61	4	122	2/61	11/61	27/244	0.110655737705	1
okal	K12_CONTROL	al	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	38	204	19/102	41	204	41/204	79/408	31	204	31/204	12	204	1/17	43/408	3/34	0.0882352941176	1
okal	K12_CONTROL	sheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	22	90	11/45	8	90	4/45	1/6	21	90	7/30	5	90	1/18	13/90	1/45	0.0222222222222	1
okal	K12_CONTROL	qokal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	64	180	16/45	34	180	17/90	49/180	69	180	23/60	7	180	7/180	19/90	11/180	0.0611111111111	1
okal	K12_CONTROL	dol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	12	76	3/19	16	76	4/19	7/38	22	76	11/38	3	76	3/76	25/152	3/152	0.0197368421053	1
okal	K12_CONTROL	shol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	25	163	25/163	34	163	34/163	59/326	49	163	49/163	10	163	10/163	59/326	0/1	0	1
okal	K12_CONTROL	dal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	52	191	52/191	36	191	36/191	44/191	54	191	54/191	10	191	10/191	32/191	12/191	0.0628272251309	1
okal	K12_CONTROL	okol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	9	53	9/53	10	53	10/53	19/106	11	53	11/53	1	53	1/53	6/53	7/106	0.0660377358491	1
okal	K12_CONTROL	sol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	10	57	10/57	2	57	2/57	2/19	11	57	11/57	2	57	2/57	13/114	-1/114	-0.00877192982456	1
okal	K12_CONTROL	qotol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	11	43	11/43	11	43	11/43	11/43	12	43	12/43	0	43	0/1	6/43	5/43	0.116279069767	1
okal	K12_CONTROL	chol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	69	343	69/343	71	343	71/343	10/49	109	343	109/343	18	343	18/343	127/686	13/686	0.0189504373178	1
okal	K12_CONTROL	cthol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	10	51	10/51	7	51	7/51	1/6	20	51	20/51	0	51	0/1	10/51	-1/34	-0.0294117647059	1
okal	K12_CONTROL	okeol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	9	44	9/44	8	44	2/11	17/88	9	44	9/44	2	44	1/22	1/8	3/44	0.0681818181818	1
okal	TARGET	okal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	31	69	31/69	15	73	15/73	1649/5037	25	69	25/69	1	73	1/73	947/5037	234/1679	0.139368671828	1
okal	K12_CONTROL	al	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	30	129	10/43	28	119	4/17	171/731	24	129	8/43	6	119	6/119	605/5117	592/5117	0.115692788743	1
okal	K12_CONTROL	sheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	16	57	16/57	5	57	5/57	7/38	16	57	16/57	2	57	2/57	3/19	1/38	0.0263157894737	1
okal	K12_CONTROL	qokal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	46	108	23/54	23	113	23/113	3841/12204	48	108	4/9	5	113	5/113	497/2034	859/12204	0.0703867584399	1
okal	K12_CONTROL	dol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	6	44	3/22	12	48	1/4	17/88	14	44	7/22	2	48	1/24	95/528	7/528	0.0132575757576	1
