audit_serial	event_serial	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	selection_stratum	surface_examples_archive_only	local_or_page_owner	owner_status	legacy_handle_revealed_after_source_freeze	legacy_support_class	exact_literal_layer_from_selected_edition	legacy_context_expansion	occurrence_consistency_class	occurrence_consistency_reason	exact_source_match_row_id	portable_atomic_reading_after_v77	occurrence_audit_action	strongest_contradiction_from_selected_edition	semantic_ceiling
80	156	B1	f81v	f81v.24	F039	B1-S017	dd0ecaf5e27d81befffc	FROZEN_14_CONTROL	al|chal|cheal|dal|sal|tal	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	ZIEL?	EXACT_WORKING_MNEMONIC	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [CARD:ZIEL?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den aktiven Posten an der örtlich bezeichneten Station führen.	BROAD_CONTEXTUAL	a local target/station is repeatedly supplied by context, not by an attested atomic value	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
81	163	B1	f81v	f81v.27	F042	B1-S019	bc4f1f5c006c74a4d26d	TOP10_RECURRENT_NONCONTROL	cheedy|shedy|tedy	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	HIGH_CONTEXTUAL	all twelve Bio expansions mark readiness plus step ending; no historical lexical anchor	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
82	166	B1	f81v	f81v.27	F044	B1-S021	dd0ecaf5e27d81befffc	FROZEN_14_CONTROL	al|chal|cheal|dal|sal|tal	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	ZIEL?	EXACT_WORKING_MNEMONIC	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [CARD:ZIEL?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den aktiven Posten an der örtlich bezeichneten Station führen.	BROAD_CONTEXTUAL	a local target/station is repeatedly supplied by context, not by an attested atomic value	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
83	167	B2	f82r	f82r.2	F045	B2-S001	259b2b3b0bf859882e2c	TOP10_RECURRENT_NONCONTROL	dchedy|schedy|tchedy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	DIRECT_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:259b2b3b0bf859882e2c] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	HIGH_CONTEXTUAL	all four Bio expansions rinse a used vessel/run and close; no historical lexical anchor	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
84	168	B2	f82r	f82r.2	F046	B2-S002	28ffbc88b97772a75f1e	TOP10_RECURRENT_NONCONTROL	olchedy|qolchedy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:28ffbc88b97772a75f1e] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	HIGH_CONTEXTUAL	all three Bio expansions set aside a covered catch vessel and close	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
85	169	B2	f82r	f82r.2	F047	B2-S003	1645e612504fcef59ced	TOP10_RECURRENT_NONCONTROL	okain|qokain	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:1645e612504fcef59ced] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	Gib einen abgemessenen Anteil in das Gefäß.	HIGH_CONTEXTUAL	all seven Bio expansions add a measured share to a vessel; no historical lexical anchor	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
86	170	B2	f82r	f82r.2	F047	B2-S003	b921a237be883a820352	TOP10_RECURRENT_NONCONTROL	chey|chy|dy|shy|sy|y	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	Diese aktive Portion.	CONTRADICTORY	eighteen expansions include fraction, oil, heat, stirring, storage, use, honey, and deictic portion	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
87	171	B2	f82r	f82r.2	F047	B2-S003	7d25241b0e56c836372a	TOP10_RECURRENT_NONCONTROL	qokeedy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:7d25241b0e56c836372a] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	BROAD_CONTEXTUAL	a terminal construction recurs, but bathing, washing, and cloth immersion are supplied locally	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
88	172	B2	f82r	f82r.2	F048	B2-S004	308e8ea2d5d190c498e8	FROZEN_14_CONTROL	okal|qokal	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	LOKALEN_RELATIONSSLOT_SETZEN	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:308e8ea2d5d190c498e8] > [FORMAL:LOKALEN_RELATIONSSLOT_SETZEN] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den aktiven Posten an der örtlich bezeichneten Station führen.	FORMAL_ONLY	local relation-slot behavior is reusable; it supplies no word value	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
89	175	B2	f82r	f82r.3	F049	B2-S004	0275fbf14e07935b0a45	FROZEN_14_CONTROL	okeey|qokeey	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	TEMPERIEREN?	EXACT_WORKING_MNEMONIC	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:0275fbf14e07935b0a45] > [CARD:TEMPERIEREN?] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	Die Charge für den vorgesehenen Gebrauch temperieren.	HIGH_CONTEXTUAL	all seven Bio occurrences use a tempering expansion; no independent atomic source value	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
90	179	B2	f82r	f82r.3	F050	B2-S005	2cc8bb3c2af19607888f	TOP10_RECURRENT_NONCONTROL	chckhy|shckhy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:2cc8bb3c2af19607888f] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	Durch die verbundenen Läufe.	HIGH_CONTEXTUAL	all four Bio expansions point through connected runs; no historical lexical anchor	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
91	180	B2	f82r	f82r.3	F050	B2-S005	b5fcea1eaed06b2f2291	FROZEN_14_CONTROL	okaiin|qokaiin	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	STANDARDSLOT_SETZEN	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:b5fcea1eaed06b2f2291] > [FORMAL:STANDARDSLOT_SETZEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	FORMAL_ONLY	standard-slot placement recurs; it supplies no word value	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
92	181	B2	f82r	f82r.4	F051	B2-S005	b5fcea1eaed06b2f2291	FROZEN_14_CONTROL	okaiin|qokaiin	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	STANDARDSLOT_SETZEN	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:b5fcea1eaed06b2f2291] > [FORMAL:STANDARDSLOT_SETZEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	FORMAL_ONLY	standard-slot placement recurs; it supplies no word value	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
93	186	B2	f82r	f82r.4	F052	B2-S006	308e8ea2d5d190c498e8	FROZEN_14_CONTROL	okal|qokal	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	LOKALEN_RELATIONSSLOT_SETZEN	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:308e8ea2d5d190c498e8] > [FORMAL:LOKALEN_RELATIONSSLOT_SETZEN] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den aktiven Posten an der örtlich bezeichneten Station führen.	FORMAL_ONLY	local relation-slot behavior is reusable; it supplies no word value	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
94	188	B2	f82r	f82r.4	F052	B2-S006	276a7c2d74d1143446f4	FROZEN_14_CONTROL	choky|oky|qoky	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	ANWENDEN?	EXACT_WORKING_MNEMONIC	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:276a7c2d74d1143446f4] > [CARD:ANWENDEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen.	BROAD_CONTEXTUAL	use/application recurs, but route and object vary from internal use to external and bath use	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
95	192	B2	f82r	f82r.7	F054	B2-S008	bc4f1f5c006c74a4d26d	TOP10_RECURRENT_NONCONTROL	cheedy|shedy|tedy	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	HIGH_CONTEXTUAL	all twelve Bio expansions mark readiness plus step ending; no historical lexical anchor	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
96	194	B2	f82r	f82r.7	F056	B2-S010	0275fbf14e07935b0a45	FROZEN_14_CONTROL	okeey|qokeey	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	TEMPERIEREN?	EXACT_WORKING_MNEMONIC	[OWNER:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE] > [OPAQUE_CARD:0275fbf14e07935b0a45] > [CARD:TEMPERIEREN?] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	Die Charge für den vorgesehenen Gebrauch temperieren.	HIGH_CONTEXTUAL	all seven Bio occurrences use a tempering expansion; no independent atomic source value	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
97	195	B2	f82r	f82r.7	F056	B2-S010	276a7c2d74d1143446f4	FROZEN_14_CONTROL	choky|oky|qoky	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	ANWENDEN?	EXACT_WORKING_MNEMONIC	[OWNER:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE] > [OPAQUE_CARD:276a7c2d74d1143446f4] > [CARD:ANWENDEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen.	BROAD_CONTEXTUAL	use/application recurs, but route and object vary from internal use to external and bath use	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
98	197	B2	f82r	f82r.7	F056	B2-S010	b5df9126607030b95175	FROZEN_14_CONTROL	cheey|shey	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	KLAR?	EXACT_WORKING_MNEMONIC	[OWNER:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE] > [OPAQUE_CARD:b5df9126607030b95175] > [CARD:KLAR?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den örtlichen Prüfzustand der Charge feststellen.	MIXED_CONTEXTUAL	Herbal clear-state and Bio generic test-state expansions do not yield one atomic value	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
99	198	B2	f82r	f82r.19	F057	B2-S011	1645e612504fcef59ced	TOP10_RECURRENT_NONCONTROL	okain|qokain	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	UNRESOLVED	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B2_MIDDLE_RIGHT_AMBIGUOUS_STATION] > [OPAQUE_CARD:1645e612504fcef59ced] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	Gib einen abgemessenen Anteil in das Gefäß.	HIGH_CONTEXTUAL	all seven Bio expansions add a measured share to a vessel; no historical lexical anchor	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
100	199	B2	f82r	f82r.19	F057	B2-S011	4d4559019a961b834aa1	TOP10_RECURRENT_NONCONTROL	char|dar|sar	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	UNRESOLVED	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B2_MIDDLE_RIGHT_AMBIGUOUS_STATION] > [OPAQUE_CARD:4d4559019a961b834aa1] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT]	Daraus, aus demselben Ansatz.	BROAD_CONTEXTUAL	same-post linkage recurs, but merging and deictic source readings vary	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
101	200	B2	f82r	f82r.19	F057	B2-S011	1645e612504fcef59ced	TOP10_RECURRENT_NONCONTROL	okain|qokain	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	UNRESOLVED	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B2_MIDDLE_RIGHT_AMBIGUOUS_STATION] > [OPAQUE_CARD:1645e612504fcef59ced] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	Gib einen abgemessenen Anteil in das Gefäß.	HIGH_CONTEXTUAL	all seven Bio expansions add a measured share to a vessel; no historical lexical anchor	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
102	201	B2	f82r	f82r.19	F057	B2-S011	7d25241b0e56c836372a	TOP10_RECURRENT_NONCONTROL	qokeedy	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	UNRESOLVED	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B2_MIDDLE_RIGHT_AMBIGUOUS_STATION] > [OPAQUE_CARD:7d25241b0e56c836372a] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	BROAD_CONTEXTUAL	a terminal construction recurs, but bathing, washing, and cloth immersion are supplied locally	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
103	203	B2	f82r	f82r.23	F059	B2-S012	b5df9126607030b95175	FROZEN_14_CONTROL	cheey|shey	B2_LOWER_GREEN_MULTI_FIGURE_POOL	DIRECT_VISIBLE	KLAR?	EXACT_WORKING_MNEMONIC	[OWNER:B2_LOWER_GREEN_MULTI_FIGURE_POOL] > [OPAQUE_CARD:b5df9126607030b95175] > [CARD:KLAR?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den örtlichen Prüfzustand der Charge feststellen.	MIXED_CONTEXTUAL	Herbal clear-state and Bio generic test-state expansions do not yield one atomic value	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
104	205	B2	f82r	f82r.23	F059	B2-S012	0275fbf14e07935b0a45	FROZEN_14_CONTROL	okeey|qokeey	B2_LOWER_GREEN_MULTI_FIGURE_POOL	DIRECT_VISIBLE	TEMPERIEREN?	EXACT_WORKING_MNEMONIC	[OWNER:B2_LOWER_GREEN_MULTI_FIGURE_POOL] > [OPAQUE_CARD:0275fbf14e07935b0a45] > [CARD:TEMPERIEREN?] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	Die Charge für den vorgesehenen Gebrauch temperieren.	HIGH_CONTEXTUAL	all seven Bio occurrences use a tempering expansion; no independent atomic source value	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
