target_ordinal	surface	reader_decision	final_recipe	observed_requirement_modes	neutral_component_reading_de	known_contextual_readings_de	primary_structural_formula	primary_visible_formula	primary_anchor_recipe	primary_anchor_start_atom	primary_anchor_atom_count	primary_anchor_old_event_count	primary_anchor_old_surfaces	primary_visible_stem_status	primary_visible_stem_surface	extension_direction	left_extension_recipe	left_visible_affix	left_channel_class	left_channel_observation_count	left_channel_recipe_variants	left_interface_pair	left_interface_old_event_count	right_extension_recipe	right_visible_affix	right_channel_class	right_channel_observation_count	right_channel_recipe_variants	right_interface_pair	right_interface_old_event_count	primary_old_supported_interfaces	primary_interface_count	primary_full_arm_joint_count	primary_repeated_invariant_channel_count	primary_anchor_context_modes	primary_anchor_context_relation	primary_context_compatible	old_supercard_recipe_count	old_supercard_recipes	old_supercard_context_relation	primary_structural_support_class	recurrent_primary_anchor_family_target_count	initial_flag_reasons	secondary_bridge_present	secondary_structural_formula	secondary_anchor_recipe	secondary_visible_stem_status	secondary_visible_stem_surface	secondary_context_relation	secondary_supported_interfaces	secondary_interface_count	secondary_repaired_dimension	flag_resolution	current_caution	working_default	reading_scope	guard
101	saiis	READ_KNOWN_FRAGMENT_WORKING_CARD	S+A_ADDR+IIN+S	SELF_CONTAINED	Zweimal wählen; hier; auf der bezeichneten Stufe.	Wähle und wähle; auf der bezeichneten Stufe; an der bezeichneten Stelle.	[S+A_ADDR]+IIN+S	[sa]+iis	S+A_ADDR	1	2	1	sa	ALIGNED_EXACT_OLD_SURFACE_STEM	sa	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	IIN+S	iis	SINGLETON_VISIBLE_CHANNEL	1	IIN+S	A_ADDR>IIN	3	1	1	1	0	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_DISJOINT	NO	1	S+A_ADDR+IIN+S+OL	TARGET_MODE_SET_DISJOINT	EXACT_TARGET_SEQUENCE_INSIDE_OLD_SUPERCARD	1	ANCHOR_CONTEXT_MODE_DIFFERENCE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	EXPLICIT_WORKING_DEFAULT__NO_QUALIFIED_SECONDARY	ANCHOR_CONTEXT_MODE_DIFFERENCE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
103	shckhar	READ_KNOWN_FRAGMENT_WORKING_CARD	SH+CH+K+AR	REQUIRES_ACTIVE_ARGUMENT	Halten, nehmen und geben; vom Ausgang.	Halte den laufenden Eintrag [wie zuvor] fest, entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile.	SH+[CH+K+AR]	sh+[ckhar]	CH+K+AR	2	3	4	chekar|chkar|ckhar	ALIGNED_EXACT_OLD_SURFACE_STEM	ckhar	LEFT_EXTENSION	SH	sh	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	SH	SH>CH	28	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	1	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
104	shckheody	READ_KNOWN_FRAGMENT_WORKING_CARD	SH+CH+K+E+O+DY	REQUIRES_ACTIVE_ARGUMENT	Halten, nehmen und geben; auf Grad I; zur Ausführung; abschließen.	Halte die Eintragseinheit [wie zuvor] fest, entnimm die Eintragseinheit [wie zuvor] und ordne die Eintragseinheit [wie zuvor] zu; auf Grad I und zur Ausführung; schließe den Schritt.	SH+CH+K+[E+O]+DY	shckh+[eo]+dy	E+O	4	2	2	eo	ALIGNED_EXACT_OLD_SURFACE_STEM	eo	BOTH_SIDES	SH+CH+K	shckh	SINGLETON_VISIBLE_CHANNEL	1	SH+CH+K	K>E	91	DY	dy	REPEATED_AMBIGUOUS_VISIBLE_CHANNEL	6	DY|D_ADDR+Y	O>DY	46	2	2	1	0	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	2	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
112	shekeefy	READ_KNOWN_FRAGMENT_WORKING_CARD	SH+E+K+EE+LOCAL_CHAR_F+Y	SELF_CONTAINED	Den Posten halten und geben; auf Grad I; auf Grad II; hier.	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I und auf Grad II; an der bezeichneten Stelle.	[SH+E+K]+EE+LOCAL_CHAR_F+Y	[shek]+eefy	SH+E+K	1	3	2	shek	ALIGNED_EXACT_OLD_SURFACE_STEM	shek	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	EE+LOCAL_CHAR_F+Y	eefy	SINGLETON_VISIBLE_CHANNEL	1	EE+LOCAL_CHAR_F+Y	K>EE	70	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
117	sheod	READ_KNOWN_FRAGMENT_WORKING_CARD	SH+E+O+D_ADDR	SELF_CONTAINED	Halten; auf Grad I; zur Ausführung; hier.	Halte fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	[SH+E+O]+D_ADDR	[sheo]+d	SH+E+O	1	3	5	sheo	ALIGNED_EXACT_OLD_SURFACE_STEM	sheo	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	D_ADDR	d	REPEATED_INVARIANT_VISIBLE_CHANNEL	5	D_ADDR	O>D_ADDR	114	1	1	1	1	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	YES	3	O+L+SH+E+O+D_ADDR+Y|SH+E+O+D_ADDR+Y|Y+SH+E+O+D_ADDR	TARGET_MODE_SET_INCLUDED	EXACT_TARGET_SEQUENCE_INSIDE_OLD_SUPERCARD	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
120	shofol	READ_KNOWN_FRAGMENT_WORKING_CARD	SH+O+LOCAL_CHAR_F+OL	REQUIRES_ACTIVE_ARGUMENT	Halten; zur Ausführung; hier; fortsetzen.	Halte den laufenden Eintrag [wie zuvor] fest; zur Ausführung; an der bezeichneten Stelle; führe fort.	[SH+O]+LOCAL_CHAR_F+OL	[sho]+fol	SH+O	1	2	10	sho	ALIGNED_EXACT_OLD_SURFACE_STEM	sho	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	LOCAL_CHAR_F+OL	fol	SINGLETON_VISIBLE_CHANNEL	1	LOCAL_CHAR_F+OL	O>LOCAL_CHAR_F	11	1	1	0	0	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	2	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
121	shokaiir	READ_KNOWN_FRAGMENT_WORKING_CARD	SH+OK+IIN+R	SELF_CONTAINED	Halten, setzen und markieren; auf der bezeichneten Stufe.	Halte fest, trage ein und kennzeichne; auf der bezeichneten Stufe.	SH+[OK+IIN+R]	sh+[okaiir]	OK+IIN+R	2	3	2	okaiir	ALIGNED_EXACT_OLD_SURFACE_STEM	okaiir	LEFT_EXTENSION	SH	sh	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	SH	SH>OK	6	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	1	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_DISJOINT	NO	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	1	ANCHOR_CONTEXT_MODE_DIFFERENCE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	EXPLICIT_WORKING_DEFAULT__NO_QUALIFIED_SECONDARY	ANCHOR_CONTEXT_MODE_DIFFERENCE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
122	sholfordaiin	READ_KNOWN_FRAGMENT_WORKING_CARD	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	SELF_CONTAINED	Die Einheit und den Wert halten; fortsetzen; hier; hier.	Halte die Eintragseinheit und den Kennwert fest; an der bezeichneten Stelle und an der bezeichneten Stelle; führe fort.	[SH+OL]+LOCAL_CHAR_F+OR+D_ADDR+AIIN	[shol]+fordaiin	SH+OL	1	2	18	shol	ALIGNED_EXACT_OLD_SURFACE_STEM	shol	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	LOCAL_CHAR_F+OR+D_ADDR+AIIN	fordaiin	SINGLETON_VISIBLE_CHANNEL	1	LOCAL_CHAR_F+OR+D_ADDR+AIIN	OL>LOCAL_CHAR_F	1	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	2	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
126	shytchy	READ_KNOWN_FRAGMENT_WORKING_CARD	SH+Y+T+CH+Y	SELF_CONTAINED	Beide Posten halten, einstellen und nehmen.	Halte den Pflanzenposten [außen] und den Pflanzenposten [innen], stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und nimm den Pflanzenposten [außen] und den Pflanzenposten [innen].	SH+[Y+T]+CH+Y	sh+[yt]+chy	Y+T	2	2	1	yt	ALIGNED_EXACT_OLD_SURFACE_STEM	yt	BOTH_SIDES	SH	sh	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	SH	SH>Y	16	CH+Y	chy	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	CH+Y	T>CH	18	2	2	1	2	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	2	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
127	soaiin	READ_KNOWN_FRAGMENT_WORKING_CARD	S+O+AIIN	SELF_CONTAINED	Den Wert wählen; zur Ausführung.	Wähle den Arbeitswert; zur Ausführung.	S+[O+AIIN]	s+[oaiin]	O+AIIN	2	2	2	oaiin	ALIGNED_EXACT_OLD_SURFACE_STEM	oaiin	LEFT_EXTENSION	S	s	SINGLETON_VISIBLE_CHANNEL	1	S	S>O	13	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
128	tcheo	READ_KNOWN_FRAGMENT_WORKING_CARD	T+CH+E+O	REQUIRES_ACTIVE_ARGUMENT	Einstellen und nehmen; auf Grad I; zur Ausführung.	Lege den Kennwert [wie zuvor] fest und entnimm den Kennwert [wie zuvor]; auf Grad I und zur Ausführung.	T+[CH+E+O]	t+[cheo]	CH+E+O	2	3	6	cheo	ALIGNED_EXACT_OLD_SURFACE_STEM	cheo	LEFT_EXTENSION	T	t	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	T	T>CH	18	NONE	NONE	NONE	0	NONE	NONE	0	1	1	1	1	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	YES	1	T+CH+E+O+L	TARGET_MODE_SET_INCLUDED	EXACT_TARGET_SEQUENCE_INSIDE_OLD_SUPERCARD	3	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
133	tosheo	READ_KNOWN_FRAGMENT_WORKING_CARD	T+O+SH+E+O	REQUIRES_ACTIVE_ARGUMENT	Einstellen und halten; zur Ausführung; auf Grad I; erneut zur Ausführung.	Lege die Eintragseinheit [wie zuvor] fest und halte die Eintragseinheit [wie zuvor] fest; zur Ausführung [außen], auf Grad I und zur Ausführung [innen].	T+[O+SH+E+O]	t+[osheo]	O+SH+E+O	2	4	1	osheo	ALIGNED_EXACT_OLD_SURFACE_STEM	osheo	LEFT_EXTENSION	T	t	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	T	T>O	18	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	1	SELF_CONTAINED	TARGET_MODE_SET_DISJOINT	NO	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	1	ANCHOR_CONTEXT_MODE_DIFFERENCE	YES	T+O+[SH+E]+O	SH+E	ALIGNED_EXACT_OLD_SURFACE_STEM	she	TARGET_MODE_SET_EQUAL	2	2	CONTEXT	SECONDARY_BRIDGE_ADDED__PRIMARY_RETAINED	DUAL_DERIVATION__NO_PRIMARY_CHANGE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
134	tshokeody	READ_KNOWN_FRAGMENT_WORKING_CARD	T+SH+OK+E+O+D_ADDR+Y	SELF_CONTAINED	Den Posten einstellen, halten und setzen; auf Grad I; zur Ausführung; hier.	Stelle den Pflanzenposten ein, halte den Pflanzenposten und setze den Pflanzenposten im Arbeitsgang an; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	T+SH+[OK+E+O+D_ADDR+Y]	tsh+[okeody]	OK+E+O+D_ADDR+Y	3	5	12	okeody|qokeody|qokeoefy	ALIGNED_EXACT_OLD_SURFACE_STEM	okeody	LEFT_EXTENSION	T+SH	tsh	SINGLETON_VISIBLE_CHANNEL	1	T+SH	SH>OK	6	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
135	tydy	READ_KNOWN_FRAGMENT_WORKING_CARD	T+Y+DY	SELF_CONTAINED	Den Posten einstellen; abschließen.	Stelle den Pflanzenposten ein; schließe den Schritt.	T+[Y+DY]	t+[ydy]	Y+DY	2	2	1	ydy	ALIGNED_EXACT_OLD_SURFACE_STEM	ydy	LEFT_EXTENSION	T	t	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	T	T>Y	79	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
136	yches	READ_KNOWN_FRAGMENT_WORKING_CARD	Y+CH+E+S	SELF_CONTAINED	Den Posten nehmen und wählen; auf Grad I.	Nimm den Pflanzenposten und wähle den Pflanzenposten; auf Grad I.	Y+[CH+E+S]	y+[ches]	CH+E+S	2	3	6	ches	ALIGNED_EXACT_OLD_SURFACE_STEM	ches	LEFT_EXTENSION	Y	y	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	Y	Y>CH	14	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
137	ykeedar	READ_KNOWN_FRAGMENT_WORKING_CARD	Y+K+EE+D_ADDR+AR	SELF_CONTAINED	Den Posten geben; auf Grad II; hier; vom Ausgang.	Gib den Pflanzenposten zu; vom Ausgangsmaterial; auf Grad II; an der bezeichneten Stelle.	Y+K+EE+[D_ADDR+AR]	ykee+[dar]	D_ADDR+AR	4	2	47	dar	ALIGNED_EXACT_OLD_SURFACE_STEM	dar	LEFT_EXTENSION	Y+K+EE	ykee	SINGLETON_VISIBLE_CHANNEL	1	Y+K+EE	EE>D_ADDR	42	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	2	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
138	ykesho	READ_KNOWN_FRAGMENT_WORKING_CARD	Y+K+E+SH+O	SELF_CONTAINED	Den Posten geben und halten; auf Grad I; zur Ausführung.	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; auf Grad I und zur Ausführung.	Y+K+E+[SH+O]	yke+[sho]	SH+O	4	2	10	sho	ALIGNED_EXACT_OLD_SURFACE_STEM	sho	LEFT_EXTENSION	Y+K+E	yke	SINGLETON_VISIBLE_CHANNEL	1	Y+K+E	E>SH	2	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	2	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
142	yshedair	READ_KNOWN_FRAGMENT_WORKING_CARD	Y+SH+E+D_ADDR+AIR	SELF_CONTAINED	Den Posten halten; auf Grad I; hier; entlang der Bahn.	Halte den Pflanzenposten; entlang der Verarbeitungsbahn; auf Grad I; an der bezeichneten Stelle.	Y+[SH+E+D_ADDR]+AIR	y+[shed]+air	SH+E+D_ADDR	2	3	2	shed	ALIGNED_EXACT_OLD_SURFACE_STEM	shed	BOTH_SIDES	Y	y	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	Y	Y>SH	11	AIR	air	SINGLETON_VISIBLE_CHANNEL	1	AIR	D_ADDR>AIR	16	2	2	0	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
143	ysheeod	READ_KNOWN_FRAGMENT_WORKING_CARD	Y+SH+EE+O+D_ADDR	SELF_CONTAINED	Den Posten halten; auf Grad II; zur Ausführung; hier.	Halte den laufenden Eintrag fest; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	Y+[SH+EE+O]+D_ADDR	y+[sheeo]+d	SH+EE+O	2	3	1	sheeo	ALIGNED_EXACT_OLD_SURFACE_STEM	sheeo	BOTH_SIDES	Y	y	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	Y	Y>SH	11	D_ADDR	d	REPEATED_INVARIANT_VISIBLE_CHANNEL	5	D_ADDR	O>D_ADDR	114	2	2	0	2	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
