anaphor_ordinal	covered_argument_mention_ordinals	repeat_group_ordinal	event_id	statement_id	physical_page	register	state_status	surface	final_context_recipe	argument_root	argument_scope	source_form_class	pronoun_card_id	mention_ordinal_for_argument	mention_count_for_argument	covered_argument_mention_count	source_start_char	source_end_char	target_start_char	target_end_char	source_argument_phrase_de	pronoun_de	guard
772	772	623	G407-E3801	G407-S648	f88r	PHARMA	STATE_CARD	sholfchor	SH+OL+LOCAL_CHAR_F+CH+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P20	2	2	1	41	58	41	44	die Ansatzeinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
773	773	624	G407-E3803	G407-S648	f88r	PHARMA	STATE_CARD	chcthol	CH+CH+T+OL	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P20	2	2	1	55	77	55	58	dieselbe Ansatzeinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
774	774	625	G407-E3808	G407-S648	f88r	PHARMA	NONSTATE_CARD	shekor	SH+E+K+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P20	2	2	1	32	49	32	35	die Ansatzeinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
775	775	626	G407-E3830	G407-S648	f88r	PHARMA	NONSTATE_CARD	cheos	CH+E+O+S	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P18	2	2	1	36	56	36	39	denselben Mengenwert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
776	776	627	G407-E3844	G407-S649	f88r	PHARMA	STATE_CARD	cphol	CH+P+OL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	46	68	46	49	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
777	777	628	G407-E3846	G407-S649	f88r	PHARMA	NONSTATE_CARD	pcheoly	P+CH+E+O+L+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	36	52	36	39	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
778	778	629	G407-E3849	G407-S650	f88r	PHARMA	NONSTATE_CARD	salsaly	S+AL+S+AL+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	33	49	33	36	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
779	779	630	G407-E3855	G407-S650	f88r	PHARMA	STATE_CARD	qockhol	CARRIER_Q+O+CH+K+OL	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P18	2	2	1	42	62	42	45	denselben Mengenwert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
780	780	631	G407-E3867	G407-S650	f88r	PHARMA	NONSTATE_CARD	chosals	CH+O+S+AL+S	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P18	2	3	1	33	53	33	36	denselben Mengenwert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
781	781	631	G407-E3867	G407-S650	f88r	PHARMA	NONSTATE_CARD	chosals	CH+O+S+AL+S	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P18	3	3	1	64	84	47	50	denselben Mengenwert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
782	782	632	G407-E3879	G407-S650	f88r	PHARMA	NONSTATE_CARD	cheor	CH+E+O+R	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P18	2	2	1	39	59	39	42	denselben Mengenwert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
783	783	633	G407-E3881	G407-S650	f88r	PHARMA	STATE_CARD	chorcholsal	CH+OR+OL+S+AL	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P20	2	2	1	41	58	41	44	die Ansatzeinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
784	784	634	G407-E3883	G407-S651	f88r	PHARMA	NONSTATE_CARD	sheoky	SH+E+OK+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	33	49	33	36	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
785	785	635	G407-E3885	G407-S651	f88r	PHARMA	STATE_CARD	cthol	CH+T+OL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	47	69	47	50	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
786	786	636	G407-E3902	G407-S652	f88r	PHARMA	NONSTATE_CARD	ckhey	CH+K+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	30	46	30	33	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
787	787	637	G407-E3914	G407-S652	f88r	PHARMA	NONSTATE_CARD	kchor	K+CH+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P20	2	2	1	34	51	34	37	die Ansatzeinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
788	788	638	G407-E3918	G407-S652	f88r	PHARMA	NONSTATE_CARD	cheor	CH+E+O+R	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	41	63	41	44	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
789	789	639	G407-E3919	G407-S652	f88r	PHARMA	NONSTATE_CARD	cheotey	CH+E+O+T+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	33	49	33	36	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
790	790	640	G407-E3922	G407-S652	f88r	PHARMA	NONSTATE_CARD	chetchy	CH+E+T+CH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	3	1	30	46	30	33	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
791	791	640	G407-E3922	G407-S652	f88r	PHARMA	NONSTATE_CARD	chetchy	CH+E+T+CH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	3	3	1	60	76	47	50	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
792	792	641	G407-E3933	G407-S653	f88v	PHARMA	NONSTATE_CARD	roshckhy	R+O+SH+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	4	1	33	49	33	36	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
793	793	641	G407-E3933	G407-S653	f88v	PHARMA	NONSTATE_CARD	roshckhy	R+O+SH+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	3	4	1	56	72	43	46	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
794	794	641	G407-E3933	G407-S653	f88v	PHARMA	NONSTATE_CARD	roshckhy	R+O+SH+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	4	4	1	81	97	55	58	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
795	795	642	G407-E3934	G407-S653	f88v	PHARMA	NONSTATE_CARD	sorshy	S+OR+SH+Y	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P20	2	2	1	55	72	55	58	die Ansatzeinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
796	796	643	G407-E3934	G407-S653	f88v	PHARMA	NONSTATE_CARD	sorshy	S+OR+SH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	77	93	63	66	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
797	797	644	G407-E3936	G407-S653	f88v	PHARMA	NONSTATE_CARD	cheokal	CH+E+O+K+AL	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P18	2	2	1	34	54	34	37	denselben Mengenwert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
798	798	645	G407-E3943	G407-S653	f88v	PHARMA	NONSTATE_CARD	chkeor	CH+K+E+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P20	2	2	1	31	48	31	34	die Ansatzeinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
799	799	646	G407-E3952	G407-S654	f88v	PHARMA	NONSTATE_CARD	chckhy	CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	30	46	30	33	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
800	800	647	G407-E3955	G407-S654	f88v	PHARMA	NONSTATE_CARD	cheokam	CH+E+O+K+AM_ADDR	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	36	58	36	39	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
801	801	648	G407-E3962	G407-S654	f88v	PHARMA	NONSTATE_CARD	okearcheol	OK+E+AR+CH+E+O+L	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	52	74	52	55	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
802	802	649	G407-E3966	G407-S654	f88v	PHARMA	STATE_CARD	cheorol	CH+E+O+R+OL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	49	71	49	52	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
803	803	650	G407-E3967	G407-S654	f88v	PHARMA	STATE_CARD	chekol	CH+K+OL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	44	66	44	47	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
804	804	651	G407-E3989	G407-S658	f88v	PHARMA	STATE_CARD	qockhol	CARRIER_Q+O+CH+K+OL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	44	66	44	47	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
805	805	652	G407-E3994	G407-S659	f88v	PHARMA	NONSTATE_CARD	chockhy	HO+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	30	46	30	33	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
806	806	653	G407-E4007	G407-S660	f88v	PHARMA	NONSTATE_CARD	chocthey	CH+O+CH+T+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	3	1	28	44	28	31	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
807	807	653	G407-E4007	G407-S660	f88v	PHARMA	NONSTATE_CARD	chocthey	CH+O+CH+T+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	3	3	1	56	72	43	46	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
808	808	654	G407-E4010	G407-S660	f88v	PHARMA	NONSTATE_CARD	sqokeodaiin	S+OK+E+O+D_ADDR+AIIN	AIIN	SINGLE_ARGUMENT	EXPLICIT	GDT573-P18	2	2	1	31	45	31	34	den Mengenwert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
809	809	655	G407-E4013	G407-S660	f88v	PHARMA	NONSTATE_CARD	cheockhy	CH+E+O+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	3	1	28	44	28	31	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
810	810	655	G407-E4013	G407-S660	f88v	PHARMA	NONSTATE_CARD	cheockhy	CH+E+O+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	3	3	1	53	69	40	43	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
811	811	656	G407-E4017	G407-S661	f88v	PHARMA	STATE_CARD	cpheody	CH+P+E+O+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	38	60	38	41	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
812	812	657	G407-E4020	G407-S662	f88v	PHARMA	NONSTATE_CARD	cheor	CH+E+O+R	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	41	63	41	44	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
813	813	658	G407-E4051	G407-S664	f88v	PHARMA	NONSTATE_CARD	tos	T+O+S	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P20	2	2	1	44	66	44	47	dieselbe Ansatzeinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
814	814	659	G407-E4052	G407-S664	f88v	PHARMA	NONSTATE_CARD	checkhy	CH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	3	1	28	44	28	31	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
815	815	659	G407-E4052	G407-S664	f88v	PHARMA	NONSTATE_CARD	checkhy	CH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	3	3	1	53	69	40	43	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
816	816	660	G407-E4054	G407-S664	f88v	PHARMA	NONSTATE_CARD	cheos	CH+E+O+S	AIN	SINGLE_ARGUMENT	CARRIED	GDT573-P19	2	2	1	38	60	38	41	denselben Drogenanteil	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
817	817	661	G407-E4055	G407-S664	f88v	PHARMA	NONSTATE_CARD	cheockhy	CH+E+O+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	3	1	28	44	28	31	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
818	818	661	G407-E4055	G407-S664	f88v	PHARMA	NONSTATE_CARD	cheockhy	CH+E+O+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	3	3	1	53	69	40	43	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
819	819	662	G407-E4059	G407-S665	f88v	PHARMA	NONSTATE_CARD	cheor	CH+E+O+R	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	41	63	41	44	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
820	820	663	G407-E4063	G407-S666	f89r	PHARMA	STATE_CARD	qopcholy	CARRIER_Q+O+CH+T+OL+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	41	57	41	44	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
821	821	664	G407-E4065	G407-S667	f89r	PHARMA	NONSTATE_CARD	chepy	CH+E+P+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	32	48	32	35	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
822	822	665	G407-E4069	G407-S667	f89r	PHARMA	NONSTATE_CARD	sheeos	SH+EE+O+S	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P20	2	2	1	39	61	39	42	dieselbe Ansatzeinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
823	823	666	G407-E4072	G407-S668	f89r	PHARMA	NONSTATE_CARD	qocthy	O+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	33	49	33	36	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
824	824	667	G407-E4073	G407-S668	f89r	PHARMA	NONSTATE_CARD	chockhy	HO+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	30	46	30	33	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
825	825	668	G407-E4087	G407-S668	f89r	PHARMA	NONSTATE_CARD	ctheody	CH+T+E+O+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	33	49	33	36	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
826	826	669	G407-E4095	G407-S668	f89r	PHARMA	STATE_CARD	ckhol	CH+K+OL	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P18	2	2	1	42	62	42	45	denselben Mengenwert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
827	827	670	G407-E4101	G407-S668	f89r	PHARMA	NONSTATE_CARD	cheoky	CH+E+O+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	30	46	30	33	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
828	828	671	G407-E4111	G407-S669	f89r	PHARMA	NONSTATE_CARD	qocphey	CH+P+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	32	48	32	35	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
829	829	672	G407-E4113	G407-S669	f89r	PHARMA	NONSTATE_CARD	cheocphey	CH+CH+P+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	3	1	28	44	28	31	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
830	830	672	G407-E4113	G407-S669	f89r	PHARMA	NONSTATE_CARD	cheocphey	CH+CH+P+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	3	3	1	55	71	42	45	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
831	831	673	G407-E4124	G407-S670	f89r	PHARMA	NONSTATE_CARD	cheos	CH+E+O+S	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	38	60	38	41	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
832	832	674	G407-E4146	G407-S672	f89r	PHARMA	NONSTATE_CARD	cheocphy	CH+E+O+CH+P+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	3	1	28	44	28	31	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
833	833	674	G407-E4146	G407-S672	f89r	PHARMA	NONSTATE_CARD	cheocphy	CH+E+O+CH+P+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	3	3	1	55	71	42	45	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
834	834	675	G407-E4148	G407-S672	f89r	PHARMA	NONSTATE_CARD	sheyr	SH+E+Y+R	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	36	52	36	39	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
835	835	676	G407-E4163	G407-S672	f89r	PHARMA	NONSTATE_CARD	shoety	SH+O+E+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	34	50	34	37	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
836	836	677	G407-E4174	G407-S672	f89r	PHARMA	NONSTATE_CARD	qockhedy	O+CH+K+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	30	46	30	33	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
837	837	678	G407-E4197	G407-S675	f89r	PHARMA	STATE_CARD	cpheeedol	CH+P+EEE+D_ADDR+OL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	46	68	46	49	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
838	838	679	G407-E4199	G407-S675	f89r	PHARMA	NONSTATE_CARD	qockhey	O+CH+K+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	30	46	30	33	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
839	839	680	G407-E4202	G407-S675	f89r	PHARMA	NONSTATE_CARD	chos	CH+O+S	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	38	60	38	41	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
840	840	681	G407-E4208	G407-S675	f89r	PHARMA	STATE_CARD	dolchsyckheol	D_ADDR+OL+CH+S+Y+CH+K+E+OL	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	4	1	40	56	40	43	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
841	841	681	G407-E4208	G407-S675	f89r	PHARMA	STATE_CARD	dolchsyckheol	D_ADDR+OL+CH+S+Y+CH+K+E+OL	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	3	4	1	66	82	53	56	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
842	842	681	G407-E4208	G407-S675	f89r	PHARMA	STATE_CARD	dolchsyckheol	D_ADDR+OL+CH+S+Y+CH+K+E+OL	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	4	4	1	91	107	65	68	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
843	843	682	G407-E4212	G407-S675	f89r	PHARMA	STATE_CARD	tchodol	T+CH+O+D_ADDR+OL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	51	73	51	54	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
844	844	683	G407-E4215	G407-S675	f89r	PHARMA	NONSTATE_CARD	chos	CH+O+S	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	38	60	38	41	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
845	845	684	G407-E4225	G407-S676	f89r	PHARMA	NONSTATE_CARD	cheor	CH+E+O+R	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	41	63	41	44	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
846	846	685	G407-E4230	G407-S676	f89r	PHARMA	NONSTATE_CARD	cheoky	CH+E+O+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	30	46	30	33	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
847	847	686	G407-E4241	G407-S678	f89r	PHARMA	STATE_CARD	otolpchy	OT+OL+P+CH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	44	60	44	47	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
848	848	687	G407-E4244	G407-S678	f89r	PHARMA	STATE_CARD	lkeopol	L+K+E+O+P+OL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P17	2	2	1	48	70	48	51	denselben Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
849	849	688	G407-E4255	G407-S678	f89r	PHARMA	NONSTATE_CARD	cheky	CH+K+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P17	2	2	1	30	46	30	33	den Drogenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
850	850	689	G407-E4264	G407-S680	f89r	PHARMA	NONSTATE_CARD	tos	T+O+S	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P18	2	2	1	42	62	42	45	denselben Mengenwert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
