event_serial	statement_id	record_unit_id	page	local_address	visible_identity	short_form_reading	statement_translation_de	line_crossing_statement
287	B3-S026	B3	f83r	B3-S026	chedy	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
288	B3-S026	B3	f83r	B3-S026	qokain	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
289	B3-S026	B3	f83r	B3-S026	checthy	Führe es mit diesem laufenden Posten aus: bereit.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
290	B3-S026	B3	f83r	B3-S026	chealror	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz von dort zur Zielstelle.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
291	B3-S026	B3	f83r	B3-S026	solkeedy	Führe aus und beachte Dauer oder Endpunkt: länger sammeln; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
292	B3-S027	B3	f83r	B3-S027	qoteedy	Danach oder in demselben Gang: lange Folge; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Nimm die lange Folge und schließe	NO
293	B3-S028	B3	f83r	B3-S028	qokeey	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger, dann kurz an und schließe	NO
294	B3-S028	B3	f83r	B3-S028	qokedy	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger, dann kurz an und schließe	NO
295	B3-S029	B3	f83r	B3-S029	sol	Danach oder in demselben Gang: fortsetzen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.	NO
296	B3-S029	B3	f83r	B3-S029	cheeety	Setze Maß, Portion oder Stufe: ganzen Teilposten.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.	NO
297	B3-S029	B3	f83r	B3-S029	qokedy	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.	NO
298	B3-S030	B3	f83r	B3-S030	qoky	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
299	B3-S030	B3	f83r	B3-S030	saiin	Setze Maß, Portion oder Stufe: Sollmaß.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
300	B3-S030	B3	f83r	B3-S030	schedair	Nenne Quelle, Lauf, Auszug oder Ansatz: Wasser weiterleiten.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
301	B3-S030	B3	f83r	B3-S030	otchedy	Danach oder in demselben Gang: nächsten Posten überführen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
302	B3-S031	B3	f83r	B3-S031	qokeedy	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger an und schließe	NO
303	B3-S032	B3	f83r	B3-S032	chedain	Führe es in der angegebenen Portion oder Stufe aus: Portion umsetzen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.	NO
304	B3-S032	B3	f83r	B3-S032	chedy	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.	NO
305	B3-S032	B3	f83r	B3-S032	qotedaiin	Danach oder in demselben Gang: kurzes Folgemass.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.	NO
306	B3-S032	B3	f83r	B3-S032	otaiin	Danach oder in demselben Gang: Folgemaß.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.	NO
307	B3-S032	B3	f83r	B3-S032	otedy	Danach oder in demselben Gang: kurze Folge; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.	NO
308	B3-S033	B3	f83r	B3-S033	ldy	Setze die gelernte Fachkarte: abziehen; Ende.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Ziehe ab und schließe	NO
309	B3-S034	B3	f83r	B3-S034	soiiin	Setze Maß, Portion oder Stufe: Sollstufe.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	NO
310	B3-S034	B3	f83r	B3-S034	checthy	Führe es mit diesem laufenden Posten aus: bereit.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	NO
311	B3-S034	B3	f83r	B3-S034	chety	Führe es in der angegebenen Portion oder Stufe aus: Teil abtrennen.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	NO
312	B3-S034	B3	f83r	B3-S034	otaiin	Danach oder in demselben Gang: Folgemaß.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	NO
313	B3-S034	B3	f83r	B3-S034	olsaly	Setze die bezeichnete Zielstelle: untere Zielstelle.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	NO
314	B3-S034	B3	f83r	B3-S034	shedy	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	NO
315	B4-S001	B4	f83r	B4-S001	qokeedy	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze länger an und schließe	NO
316	B4-S002	B4	f83r	B4-S002	qolchey	Danach oder in demselben Gang: diesen Posten weiterfuehren.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.	NO
317	B4-S002	B4	f83r	B4-S002	qokeey	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.	NO
318	B4-S002	B4	f83r	B4-S002	qokedy	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.	NO
319	B4-S003	B4	f83r	B4-S003	chedy	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
320	B4-S003	B4	f83r	B4-S003	otal	Danach oder in demselben Gang: danach dorthin.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
321	B4-S003	B4	f83r	B4-S003	otchey	Danach oder in demselben Gang: nächster Teilposten.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
322	B4-S003	B4	f83r	B4-S003	qokeey	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
323	B4-S003	B4	f83r	B4-S003	qoky	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
324	B4-S003	B4	f83r	B4-S003	tol	Danach oder in demselben Gang: fortsetzen.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
325	B4-S003	B4	f83r	B4-S003	shedy	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
326	B4-S004	B4	f83r	B4-S004	qokylddy	Setze die gelernte Fachkarte: aktuellen Posten befestigen; Schluss.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Befestige den Posten und schließe	NO
327	B4-S005	B4	f83r	B4-S005	dain	Setze die gelernte Fachkarte: Tuch.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lege das Tuch ein, setze um, setze länger an und schließe	NO
328	B4-S005	B4	f83r	B4-S005	chedy	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lege das Tuch ein, setze um, setze länger an und schließe	NO
329	B4-S005	B4	f83r	B4-S005	qokeedy	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lege das Tuch ein, setze um, setze länger an und schließe	NO
330	B4-S006	B4	f83r	B4-S006	shckhedy	Führe die Handlung aus; schließe nur bei Endkarte: seihen; Schluss.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe	NO
331	B4-S007	B4	f83r	B4-S007	shckhedy	Führe die Handlung aus; schließe nur bei Endkarte: seihen; Schluss.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe	NO
332	B4-S008	B4	f83r	B4-S008	saiin	Setze Maß, Portion oder Stufe: Sollmaß.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.	NO
333	B4-S008	B4	f83r	B4-S008	cheeky	Führe aus und beachte Dauer oder Endpunkt: länger erwärmen und offen halten.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.	NO
334	B4-S008	B4	f83r	B4-S008	sheey	Führe aus und beachte Dauer oder Endpunkt: laenger ruhen.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.	NO
335	B4-S008	B4	f83r	B4-S008	qokedy	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.	NO
336	B4-S009	B4	f83r	B4-S009	shedy	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lass absetzen und schließe	NO
337	B4-S010	B4	f83r	B4-S010	oldy	Danach oder in demselben Gang: Fortsetzung abschließen.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe weiter und schließe	NO
338	B4-S011	B4	f83r	B4-S011	saiin	Setze Maß, Portion oder Stufe: Sollmaß.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
339	B4-S011	B4	f83r	B4-S011	cheky	Führe aus und beachte Dauer oder Endpunkt: kurz wärmen.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
340	B4-S011	B4	f83r	B4-S011	okeeol	Danach oder in demselben Gang: länger fortführen.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
341	B4-S011	B4	f83r	B4-S011	okain	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
342	B4-S011	B4	f83r	B4-S011	chdy	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
343	B4-S011	B4	f83r	B4-S011	sol	Danach oder in demselben Gang: fortsetzen.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
344	B4-S011	B4	f83r	B4-S011	lkedy	Setze die gelernte Fachkarte: kurz abführen; Schluss.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
345	B4-S012	B4	f83r	B4-S012	lchedy	Setze die gelernte Fachkarte: abführen; Schluss.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe ab und schließe	NO
346	B4-S013	B4	f83r	B4-S013	qokol	Danach oder in demselben Gang: Fortsetzung ansetzen.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze die Fortsetzung ein, lass absetzen und schließe	NO
347	B4-S013	B4	f83r	B4-S013	shedy	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze die Fortsetzung ein, lass absetzen und schließe	NO
348	B4-S014	B4	f83r	B4-S014	or	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.	NO
349	B4-S014	B4	f83r	B4-S014	chey	Nimm diesen Posten wieder auf: dieser Posten.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.	NO
350	B4-S014	B4	f83r	B4-S014	qockhey	Führe aus und beachte Dauer oder Endpunkt: kurzen Durchlauf ansetzen.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.	NO
351	B4-S014	B4	f83r	B4-S014	dairydy	Nenne Quelle, Lauf, Auszug oder Ansatz: Wasserlauf schliessen; Schluss.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.	NO
352	B4-S015	B4	f83r	B4-S015	qokain	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
353	B4-S015	B4	f83r	B4-S015	shey	Setze die gelernte Fachkarte: klarer Auszug.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
354	B4-S015	B4	f83r	B4-S015	kain	Setze Maß, Portion oder Stufe: eine Portion.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
355	B4-S015	B4	f83r	B4-S015	chckhal	Führe es an der bezeichneten Stelle aus: zur Zielstelle durchleiten.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
356	B4-S015	B4	f83r	B4-S015	solkey	Führe aus und beachte Dauer oder Endpunkt: kurz sammeln.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
357	B4-S015	B4	f83r	B4-S015	lchedy	Setze die gelernte Fachkarte: abführen; Schluss.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
358	B4-S016	B4	f83r	B4-S016	qolkain	Danach oder in demselben Gang: weitere Portion.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
359	B4-S016	B4	f83r	B4-S016	dal	Setze die bezeichnete Zielstelle: dorthin.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
360	B4-S016	B4	f83r	B4-S016	skar	Führe es aus dem Vorrat oder am Ansatz aus: vom Ausgang ausgießen.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
361	B4-S016	B4	f83r	B4-S016	shedy	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
362	B5-S001	B5	f83r	B5-S001	otchdy	Danach oder in demselben Gang: Folgegang vollziehen; Schluss.	An der linken figurenlosen Dienststation: Führe die Folgeumsetzung aus und schließe	NO
363	B5-S002	B5	f83r	B5-S002	qokchdy	Führe die Handlung aus; schließe nur bei Endkarte: Umsetzung ansetzen; Schluss.	An der linken figurenlosen Dienststation: Setze um und schließe	NO
364	B5-S003	B5	f83r	B5-S003	shedal	Führe es an der bezeichneten Stelle aus: dort absetzen.	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
365	B5-S003	B5	f83r	B5-S003	dal	Setze die bezeichnete Zielstelle: dorthin.	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
366	B5-S003	B5	f83r	B5-S003	cheol	Danach oder in demselben Gang: fortsetzen.	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
367	B5-S003	B5	f83r	B5-S003	lol	Setze die gelernte Fachkarte: von dort weiterfuehren.	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
368	B5-S003	B5	f83r	B5-S003	chdal	Führe es an der bezeichneten Stelle aus: dort umsetzen.	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
369	B5-S003	B5	f83r	B5-S003	aiin	Setze Maß, Portion oder Stufe: Sollmaß.	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
370	B5-S003	B5	f83r	B5-S003	sol	Danach oder in demselben Gang: fortsetzen.	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
371	B5-S003	B5	f83r	B5-S003	daiiin	Setze Maß, Portion oder Stufe: Öffnungsstufe.	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
372	B5-S003	B5	f83r	B5-S003	chedy	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
373	B6-S001	B6	f83r	B6-S001	solkeey	Führe aus und beachte Dauer oder Endpunkt: länger sammeln.	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
374	B6-S001	B6	f83r	B6-S001	qekey	Führe aus und beachte Dauer oder Endpunkt: aktuellen Posten kurz bearbeiten.	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
375	B6-S001	B6	f83r	B6-S001	raly	Setze die bezeichnete Zielstelle: diesen Posten dorthin.	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
376	B6-S001	B6	f83r	B6-S001	ol	Danach oder in demselben Gang: fortsetzen.	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
377	B6-S001	B6	f83r	B6-S001	daiin	Setze Maß, Portion oder Stufe: Sollmaß.	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
378	B6-S001	B6	f83r	B6-S001	ol	Danach oder in demselben Gang: fortsetzen.	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
379	B6-S001	B6	f83r	B6-S001	dain	Setze die gelernte Fachkarte: Tuch.	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
380	B6-S001	B6	f83r	B6-S001	chey	Nimm diesen Posten wieder auf: dieser Posten.	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
381	B6-S001	B6	f83r	B6-S001	ldalor	Setze die bezeichnete Zielstelle: Endziel.	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
