burst_id	burst_position	event_id	stream_ordinal	statement_id	physical_page	owner_de	source_recipe	replacement_recipe	neighbor_id	mutation_family	neutral_selection_class	schedule_rule
G455-B0397	2	G407-E3462	3462	P1009-S501	f83r	Variantenatlas lokaler Becken und Anwendungen	OL	OT	G447-N17443	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0398	1	G407-E3469	3469	P1009-S502	f83r	Variantenatlas lokaler Becken und Anwendungen	R+CH+E+S	CHD+CH+E+S	G447-N21520	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0398	2	G407-E3470	3470	P1009-S502	f83r	Variantenatlas lokaler Becken und Anwendungen	AR	AIR	G447-N00695	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0399	1	G407-E3474	3474	P1009-S503	f83r	Variantenatlas lokaler Becken und Anwendungen	OT+AL	AL	G447-N18695	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0399	2	G407-E3475	3475	P1009-S503	f83r	Variantenatlas lokaler Becken und Anwendungen	CH+K+EE+DY	CH+CHD+EE+DY	G447-N04434	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0400	1	G407-E3478	3478	P1009-S504	f83r	Variantenatlas lokaler Becken und Anwendungen	Y	AIIN	G447-N28193	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0400	2	G407-E3479	3479	P1009-S504	f83r	Variantenatlas lokaler Becken und Anwendungen	L+CHD+DY	L+DY	G447-N11690	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0401	1	G407-E3482	3482	P1009-S505	f83r	Variantenatlas lokaler Becken und Anwendungen	D_ADDR+AR	AR	G447-N07992	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0401	2	G407-E3483	3483	P1009-S505	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+SH+E+DY	CH+SH+E+DY	G447-N17314	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0402	1	G407-E3484	3484	P1009-S506	f83r	Variantenatlas lokaler Becken und Anwendungen	CHD+Y	CHD	G447-N07628	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0402	2	G407-E3485	3485	P1009-S506	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+E+DY	E+DY	G447-N16029	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0403	1	G407-E3486	3486	P1009-S507	f83r	Variantenatlas lokaler Becken und Anwendungen	CH+K+E+D_ADDR+Y	CH+CHD+E+D_ADDR+Y	G447-N04296	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0403	2	G407-E3487	3487	P1009-S507	f83r	Variantenatlas lokaler Becken und Anwendungen	AIIN	AIN	G447-N00002	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0404	1	G407-E3493	3493	P1009-S508	f83r	Variantenatlas lokaler Becken und Anwendungen	OT+AIIN	AIIN	G447-N18644	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0404	2	G407-E3494	3494	P1009-S508	f83r	Variantenatlas lokaler Becken und Anwendungen	CH+E+CH+K+Y	CH+E+CH+CHD+Y	G447-N02724	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0405	1	G407-E3499	3499	P1009-S509	f83r	Variantenatlas lokaler Becken und Anwendungen	R+CHD+Y	CHD+R+Y	G447-N21602	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0405	2	G407-E3500	3500	P1009-S509	f83r	Variantenatlas lokaler Becken und Anwendungen	OT+EE+DY	EE+DY	G447-N19400	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0406	1	G407-E3501	3501	P1009-S510	f83r	Variantenatlas lokaler Becken und Anwendungen	L+O	L	G447-N12143	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0406	2	G407-E3502	3502	P1009-S510	f83r	Variantenatlas lokaler Becken und Anwendungen	CHD+DY	DY	G447-N07578	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0407	1	G407-E3504	3504	P1009-S511	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+AL	AL	G447-N14917	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0407	2	G407-E3505	3505	P1009-S511	f83r	Variantenatlas lokaler Becken und Anwendungen	OL+CHD+DY	OL+DY	G447-N17659	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0408	1	G407-E3507	3507	P1009-S512	f83r	Variantenatlas lokaler Becken und Anwendungen	CHD+Y	CHD	G447-N07628	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0408	2	G407-E3508	3508	P1009-S512	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+EE+DY	EE+DY	G447-N16531	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0409	1	G407-E3517	3517	P1009-S514	f83r	Variantenatlas lokaler Becken und Anwendungen	R+SH+EE+D_ADDR+Y	SH+R+EE+D_ADDR+Y	G447-N21830	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0409	2	G407-E3518	3518	P1009-S514	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+E+DY	E+DY	G447-N16029	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0410	1	G407-E3521	3521	P1009-S517	f83r	Variantenatlas lokaler Becken und Anwendungen	P+CHD+AL	CHD+P+AL	G447-N20206	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0410	2	G407-E3522	3522	P1009-S517	f83r	Variantenatlas lokaler Becken und Anwendungen	OT+E+DY	E+DY	G447-N19154	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0411	1	G407-E3527	3527	P1009-S518	f83r	Variantenatlas lokaler Becken und Anwendungen	P+CH+OR	CHD+CH+OR	G447-N20140	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0411	2	G407-E3528	3528	P1009-S518	f83r	Variantenatlas lokaler Becken und Anwendungen	CH+E+CH+P+E+DY	CH+E+CH+CHD+E+DY	G447-N02764	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0412	1	G407-E3530	3530	P1009-S520	f83r	Variantenatlas lokaler Becken und Anwendungen	L+SH+EE+D_ADDR+Y	L+EE+D_ADDR+Y	G447-N12587	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0412	2	G407-E3531	3531	P1009-S520	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+CHD+DY	CHD+OK+DY	G447-N15771	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0413	1	G407-E3533	3533	P1009-S521	f83r	Variantenatlas lokaler Becken und Anwendungen	SH+E+K+E+D_ADDR+Y	E+K+E+D_ADDR+Y	G447-N24790	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0413	2	G407-E3534	3534	P1009-S521	f83r	Variantenatlas lokaler Becken und Anwendungen	CARRIER_Q+O+P+SH+D_ADDR+Y	CARRIER_Q+O+SH+P+D_ADDR+Y	G447-N01827	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0414	1	G407-E3552	3552	P1009-S522	f83r	Variantenatlas lokaler Becken und Anwendungen	CH+K+AIN	CH+CHD+AIN	G447-N04067	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0414	2	G407-E3553	3553	P1009-S522	f83r	Variantenatlas lokaler Becken und Anwendungen	SH+CH+T+E+Y	CH+SH+T+E+Y	G447-N23912	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0415	1	G407-E3555	3555	P1009-S523	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+AIR	AIR	G447-N14868	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0415	2	G407-E3556	3556	P1009-S523	f83r	Variantenatlas lokaler Becken und Anwendungen	SH+EE+DY	EE+DY	G447-N25791	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0416	1	G407-E3559	3559	P1009-S525	f83r	Variantenatlas lokaler Becken und Anwendungen	CARRIER_Q+O+CH+K+OL	CARRIER_Q+O+CH+CHD+OL	G447-N01372	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0416	2	G407-E3560	3560	P1009-S525	f83r	Variantenatlas lokaler Becken und Anwendungen	SH+E+CH+K+Y	SH+E+CH+CHD+Y	G447-N24373	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0417	1	G407-E3569	3569	P1009-S527	f83r	Variantenatlas lokaler Becken und Anwendungen	T+AR	AR	G447-N27192	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0417	2	G407-E3570	3570	P1009-S527	f83r	Variantenatlas lokaler Becken und Anwendungen	SH+E+DY	E+DY	G447-N24630	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0418	1	G407-E3573	3573	P1009-S528	f83r	Variantenatlas lokaler Becken und Anwendungen	S+AIR	AIR	G447-N21934	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0418	2	G407-E3574	3574	P1009-S528	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+E+DY	E+DY	G447-N16029	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0419	1	G407-E3578	3578	P1009-S531	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+CHD+Y	CHD+OK+Y	G447-N15849	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0419	2	G407-E3579	3579	P1009-S531	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+EE+DY	EE+DY	G447-N16531	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0420	1	G407-E3582	3582	P1009-S534	f83r	Variantenatlas lokaler Becken und Anwendungen	AL	AIR	G447-N00244	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0420	2	G407-E3583	3583	P1009-S534	f83r	Variantenatlas lokaler Becken und Anwendungen	L+CHD+DY	L+DY	G447-N11690	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0421	1	G407-E3593	3593	P1009-S535	f83r	Variantenatlas lokaler Becken und Anwendungen	SH+CH+T+Y	CH+SH+T+Y	G447-N23984	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0421	2	G407-E3594	3594	P1009-S535	f83r	Variantenatlas lokaler Becken und Anwendungen	AL+CHD+DY	AL+DY	G447-N00342	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0422	1	G407-E3597	3597	P1009-S538	f83r	Variantenatlas lokaler Becken und Anwendungen	T+CHD+Y	CHD+T+Y	G447-N27500	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0422	2	G407-E3598	3598	P1009-S538	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+CHD+DY	CHD+OK+DY	G447-N15771	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0423	1	G407-E3602	3602	P1009-S539	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+AIN	AIN	G447-N14854	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0423	2	G407-E3603	3603	P1009-S539	f83r	Variantenatlas lokaler Becken und Anwendungen	CH+T+Y	CH+CHD+Y	G447-N07359	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0424	1	G407-E3613	3613	P1009-S540	f83r	Variantenatlas lokaler Becken und Anwendungen	OT+OR	OR	G447-N19705	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0424	2	G407-E3614	3614	P1009-S540	f83r	Variantenatlas lokaler Becken und Anwendungen	SH+E+DY	E+DY	G447-N24630	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0425	1	G407-E3615	3615	P1009-S541	f83r	Variantenatlas lokaler Becken und Anwendungen	O+P+SH+E+Y	O+SH+P+E+Y	G447-N14536	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0425	2	G407-E3616	3616	P1009-S541	f83r	Variantenatlas lokaler Becken und Anwendungen	OT+SH+D_ADDR+Y	OT+D_ADDR+Y	G447-N19714	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0426	1	G407-E3627	3627	P1009-S542	f83r	Variantenatlas lokaler Becken und Anwendungen	AL	AIR	G447-N00244	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0426	2	G407-E3628	3628	P1009-S542	f83r	Variantenatlas lokaler Becken und Anwendungen	SH+E+DY	E+DY	G447-N24630	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0427	1	G407-E3629	3629	P1009-S543	f83r	Variantenatlas lokaler Becken und Anwendungen	SH+E+Y	E+Y	G447-N25585	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0427	2	G407-E3630	3630	P1009-S543	f83r	Variantenatlas lokaler Becken und Anwendungen	L+CHD+DY	L+DY	G447-N11690	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0428	1	G407-E3631	3631	P1009-S544	f83r	Variantenatlas lokaler Becken und Anwendungen	OL+K+EE+D_ADDR+Y	K+EE+D_ADDR+Y	G447-N18015	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0428	2	G407-E3632	3632	P1009-S544	f83r	Variantenatlas lokaler Becken und Anwendungen	OT+EE+DY	EE+DY	G447-N19400	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0429	1	G407-E3633	3633	P1009-S545	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+EE+Y	EE+Y	G447-N16738	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0429	2	G407-E3634	3634	P1009-S545	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+E+DY	E+DY	G447-N16029	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0430	1	G407-E3636	3636	P1009-S546	f83r	Variantenatlas lokaler Becken und Anwendungen	EEE+T+Y	EEE+CHD+Y	G447-N09494	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0430	2	G407-E3637	3637	P1009-S546	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+E+DY	E+DY	G447-N16029	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0431	1	G407-E3640	3640	P1009-S547	f83r	Variantenatlas lokaler Becken und Anwendungen	OL+K+EE+D_ADDR+Y	K+EE+D_ADDR+Y	G447-N18015	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0431	2	G407-E3641	3641	P1009-S547	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+E+DY	E+DY	G447-N16029	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0432	1	G407-E3644	3644	P1009-S549	f83r	Variantenatlas lokaler Becken und Anwendungen	CHD+Y	CHD	G447-N07628	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0432	2	G407-E3645	3645	P1009-S549	f83r	Variantenatlas lokaler Becken und Anwendungen	L+K+E+DY	L+E+DY	G447-N11883	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0433	1	G407-E3646	3646	P1009-S550	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+CHD+Y	CHD+OK+Y	G447-N15849	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0433	2	G407-E3647	3647	P1009-S550	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+E+DY	E+DY	G447-N16029	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0434	1	G407-E3648	3648	P1009-S551	f83r	Variantenatlas lokaler Becken und Anwendungen	CH+CH+K+D_ADDR+Y	CH+CH+CHD+D_ADDR+Y	G447-N02123	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0434	2	G407-E3649	3649	P1009-S551	f83r	Variantenatlas lokaler Becken und Anwendungen	S+AR	AR	G447-N22233	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0435	1	G407-E3656	3656	P1009-S553	f83r	Variantenatlas lokaler Becken und Anwendungen	OT+AIIN	AIIN	G447-N18644	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0435	2	G407-E3657	3657	P1009-S553	f83r	Variantenatlas lokaler Becken und Anwendungen	OT+E+DY	E+DY	G447-N19154	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0436	1	G407-E3659	3659	P1009-S555	f83r	Variantenatlas lokaler Becken und Anwendungen	T+CHD+Y	CHD+T+Y	G447-N27500	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0436	2	G407-E3660	3660	P1009-S555	f83r	Variantenatlas lokaler Becken und Anwendungen	OT+E+DY	E+DY	G447-N19154	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0437	1	G407-E3661	3661	P1009-S556	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+AL	AL	G447-N14917	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0437	2	G407-E3662	3662	P1009-S556	f83r	Variantenatlas lokaler Becken und Anwendungen	SH+E+DY	E+DY	G447-N24630	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0438	1	G407-E3664	3664	P1009-S558	f83r	Variantenatlas lokaler Becken und Anwendungen	SH+E+CH+T+E+D_ADDR+Y	SH+E+CH+CHD+E+D_ADDR+Y	G447-N24539	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0438	2	G407-E3665	3665	P1009-S558	f83r	Variantenatlas lokaler Becken und Anwendungen	SH+E+CH+T+Y	SH+E+CH+CHD+Y	G447-N24579	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0439	1	G407-E3676	3676	P1009-S560	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+EE+Y	EE+Y	G447-N16738	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0439	2	G407-E3677	3677	P1009-S560	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+E+DY	E+DY	G447-N16029	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0440	1	G407-E3683	3683	P1009-S561	f83r	Variantenatlas lokaler Becken und Anwendungen	T+OL	OL	G447-N27867	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
